,group,variable,month,PENTAVALENTE 2DA DOSIS DENTRO,PENTAVALENTE 2DA DOSIS DENTRO,PENTAVALENTE 2DA DOSIS FUERA,PENTAVALENTE 2DA DOSIS FUERA,TOTALES,TOTALES,TOTALES
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-10-01,1,1,0,1,1,2,3
LA PAZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-10-01,5,2,0,2,5,4,9
LAJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-10-01,0,1,0,0,0,1,1
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-10-01,0,0,1,0,1,0,1
MINEROS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-10-01,0,1,0,0,0,1,1
MIZQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-10-01,0,1,0,0,0,1,1
MONTERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-10-01,0,1,0,2,0,3,3
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-10-01,0,1,0,1,0,2,2
ORURO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-10-01,3,2,4,1,7,3,10
PAILON,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-10-01,0,0,2,1,2,1,3
PALCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-10-01,1,0,0,0,1,0,1
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-10-01,0,0,1,0,1,0,1
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-10-01,1,1,0,0,1,1,2
POTOSI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-10-01,5,3,1,2,6,5,11
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-10-01,3,2,0,0,3,2,5
PUNATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-10-01,0,0,1,0,1,0,1
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-10-01,3,2,0,0,3,2,5
REYES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-10-01,0,0,1,1,1,1,2
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-10-01,0,0,1,0,1,0,1
SACABA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-10-01,0,0,1,0,1,0,1
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-10-01,5,3,6,4,11,7,18
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-10-01,1,3,2,0,3,3,6
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-10-01,2,0,0,0,2,0,2
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-10-01,1,0,3,3,4,3,7
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-10-01,0,1,0,1,0,2,2
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-10-01,0,1,0,0,0,1,1
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-10-01,1,0,0,0,1,0,1
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-10-01,0,2,0,0,0,2,2
SAN PEDRO(PND),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-10-01,0,0,0,1,0,1,1
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-10-01,0,1,0,0,0,1,1
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-10-01,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-10-01,29,31,12,11,41,42,83
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-10-01,0,1,0,0,0,1,1
SENA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-10-01,0,1,2,1,2,2,4
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-10-01,0,1,0,0,0,1,1
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-10-01,0,0,1,0,1,0,1
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-10-01,1,0,3,3,4,3,7
SUCRE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-10-01,0,2,0,0,0,2,2
TARATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-10-01,0,1,0,0,0,1,1
TARIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-10-01,15,14,1,0,16,14,30
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-10-01,1,0,0,0,1,0,1
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-10-01,0,0,0,1,0,1,1
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-10-01,0,3,0,0,0,3,3
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-10-01,6,2,0,0,6,2,8
UYUNI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-10-01,3,0,0,0,3,0,3
VIACHA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-10-01,2,0,0,0,2,0,2
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-10-01,1,0,0,0,1,0,1
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-10-01,1,0,0,0,1,0,1
VINTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-10-01,0,0,1,0,1,0,1
WARNES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-10-01,3,3,0,0,3,3,6
YACUIBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-10-01,1,0,0,0,1,0,1
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-11-01,1,0,0,0,1,0,1
ARBIETO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-11-01,0,0,0,1,0,1,1
ATOCHA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-11-01,0,1,0,0,0,1,1
CABEZAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-11-01,0,0,1,0,1,0,1
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-11-01,0,0,1,1,1,1,2
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-11-01,0,0,0,1,0,1,1
CLIZA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-11-01,1,0,0,0,1,0,1
COBIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-11-01,2,0,0,0,2,0,2
COCAPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-11-01,0,0,1,0,1,0,1
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-11-01,12,4,0,2,12,6,18
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-11-01,0,0,0,1,0,1,1
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-11-01,0,0,0,2,0,2,2
COPACABANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-11-01,1,0,0,0,1,0,1
COROICO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-11-01,0,1,0,0,0,1,1
EL ALTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-11-01,11,11,3,3,14,14,28
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-11-01,0,1,0,0,0,1,1
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-11-01,0,1,0,0,0,1,1
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-11-01,0,0,1,0,1,0,1
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-11-01,0,0,0,1,0,1,1
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-11-01,0,1,0,2,0,3,3
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-11-01,0,3,0,0,0,3,3
LA PAZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-11-01,6,5,0,0,6,5,11
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-11-01,1,0,0,0,1,0,1
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-11-01,0,1,0,0,0,1,1
MECAPACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-11-01,1,0,0,0,1,0,1
MINEROS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-11-01,1,0,0,0,1,0,1
MIZQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-11-01,0,1,0,0,0,1,1
MONTERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-11-01,0,1,1,3,1,4,5
OKINAWA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-11-01,0,1,0,0,0,1,1
ORURO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-11-01,5,4,2,3,7,7,14
PAILON,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-11-01,8,12,1,1,9,13,22
PALCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-11-01,2,0,0,0,2,0,2
PORCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-11-01,0,1,0,0,0,1,1
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-11-01,0,0,0,1,0,1,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-11-01,1,0,1,1,2,1,3
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-11-01,0,1,0,0,0,1,1
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-11-01,0,0,1,1,1,1,2
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-11-01,2,2,0,0,2,2,4
PUNATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-11-01,1,0,0,0,1,0,1
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-11-01,1,2,1,0,2,2,4
REYES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-11-01,2,0,0,0,2,0,2
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-11-01,1,0,0,0,1,0,1
SACABA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-11-01,2,1,1,1,3,2,5
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-11-01,2,3,0,0,2,3,5
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-11-01,1,0,0,0,1,0,1
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-11-01,1,0,0,0,1,0,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-11-01,1,0,0,1,1,1,2
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-11-01,1,0,0,0,1,0,1
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-11-01,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-11-01,14,19,5,6,19,25,44
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-11-01,1,0,0,0,1,0,1
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-11-01,0,1,0,0,0,1,1
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-11-01,0,0,0,1,0,1,1
SORATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-11-01,1,0,0,0,1,0,1
SUCRE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-11-01,2,2,0,0,2,2,4
TARIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-11-01,0,0,2,1,2,1,3
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-11-01,1,0,1,0,2,0,2
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-11-01,0,0,0,1,0,1,1
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-11-01,0,1,0,0,0,1,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-11-01,2,1,0,0,2,1,3
UYUNI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-11-01,0,0,1,0,1,0,1
VIACHA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-11-01,0,1,0,0,0,1,1
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-11-01,0,1,0,0,0,1,1
VILLAZON,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-11-01,0,1,0,0,0,1,1
VINTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-11-01,1,0,1,0,2,0,2
WARNES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-11-01,3,5,2,3,5,8,13
YACUIBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-11-01,1,2,0,2,1,4,5
YAPACANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-11-01,0,0,0,1,0,1,1
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-12-01,1,3,0,0,1,3,4
BATALLAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-12-01,0,0,0,1,0,1,1
CABEZAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-12-01,0,0,1,1,1,1,2
CARANAVI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-12-01,0,1,0,0,0,1,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-12-01,0,0,1,0,1,0,1
CHIMORE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-12-01,0,1,0,0,0,1,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-12-01,1,1,0,0,1,1,2
COBIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-12-01,0,1,0,0,0,1,1
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-12-01,5,4,0,0,5,4,9
COPACABANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-12-01,0,1,0,0,0,1,1
CORIPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-12-01,0,1,0,0,0,1,1
COTOCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-12-01,3,0,1,0,4,0,4
EL ALTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-12-01,12,17,11,8,23,25,48
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-12-01,1,0,0,0,1,0,1
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-12-01,0,1,0,1,0,2,2
HUANUNI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-12-01,0,1,0,0,0,1,1
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-12-01,1,0,2,0,3,0,3
LA PAZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-12-01,2,6,0,0,2,6,8
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-12-01,0,1,0,0,0,1,1
MIZQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-12-01,1,0,0,0,1,0,1
MONTERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-12-01,0,1,1,0,1,1,2
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-12-01,0,1,0,0,0,1,1
ORURO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-12-01,3,2,0,0,3,2,5
PAILON,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-12-01,0,3,1,0,1,3,4
PALCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-12-01,0,1,0,0,0,1,1
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-12-01,0,1,0,0,0,1,1
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-12-01,0,1,0,0,0,1,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-12-01,1,3,0,1,1,4,5
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-12-01,1,1,0,0,1,1,2
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-12-01,3,1,1,3,4,4,8
REYES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-12-01,1,0,0,0,1,0,1
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-12-01,2,0,0,0,2,0,2
SACABA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-12-01,0,1,2,1,2,2,4
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-12-01,0,4,0,1,0,5,5
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-12-01,0,1,0,0,0,1,1
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-12-01,0,0,1,1,1,1,2
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-12-01,1,0,2,0,3,0,3
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-12-01,1,1,0,0,1,1,2
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-12-01,16,16,1,2,17,18,35
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-12-01,1,1,0,2,1,3,4
SENA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-12-01,1,1,0,0,1,1,2
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-12-01,0,0,0,1,0,1,1
SUCRE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-12-01,0,2,0,0,0,2,2
TARACO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-12-01,0,1,0,0,0,1,1
TARATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-12-01,0,1,0,0,0,1,1
TARIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-12-01,1,0,0,0,1,0,1
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-12-01,1,0,0,0,1,0,1
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-12-01,0,2,0,0,0,2,2
TOMAVE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-12-01,0,1,1,0,1,1,2
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-12-01,0,1,0,0,0,1,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-12-01,1,1,3,0,4,1,5
UNCIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-12-01,1,0,0,0,1,0,1
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-12-01,1,0,0,0,1,0,1
VINTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-12-01,1,1,3,1,4,2,6
WARNES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-12-01,3,0,1,0,4,0,4
YACUIBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-12-01,1,0,0,0,1,0,1
YAPACANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2018-12-01,0,0,0,1,0,1,1
