municipality,group,variable,month,9.25 Nro de Terceras visitas Familiares,TOTAL
WARNES,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,11,11
YACUIBA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,41,41
YAMPARAEZ,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,137,137
YAPACANI,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,83,83
YOTALA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,221,221
YUNCHARA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,64,64
ZUDAÑEZ,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,33,33
ACACIO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,7,7
ACHACACHI,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,67,67
ACHOCALLA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,138,138
AIQUILE,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,53,53
ALALAY,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,10,10
ALCALA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,7,7
ANDAMARCA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,22,22
ANZALDO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,35,35
ARAMPAMPA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,15,15
ARBIETO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,582,582
ASCENCION DE GUARAYOS,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,12,12
ATOCHA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,139,139
AYATA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,4,4
AYOPAYA (V. DE INDEPENDENCIA),actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,50,50
AZURDUY,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,116,116
BAURES,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,94,94
BELEN DE URMIRI,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,3,3
BELLA FLOR,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,45,45
BERMEJO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,77,77
BETANZOS,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,75,75
BOLPEBRA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,20,20
BUENA VISTA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,24,24
CABEZAS,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,2,2
"CAIZA ""D""",actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,121,121
CALAMARCA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,53,53
CAMARGO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,142,142
CAMATAQUI (C. VILLA ABECIA),actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,3,3
CAMIRI,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,30,30
CAPINOTA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,86,86
CAQUIAVIRI,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,39,39
CARACOLLO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,124,124
CARANAVI,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,9,9
CARAPARI,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,41,41
CARIPUYO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,58,58
CARMEN RIVERO TORREZ,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,17,17
CHALLAPATA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,176,176
CHARAGUA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,107,107
CHAYANTA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,14,14
CHIMORE,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,54,54
CHOQUE COTA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,6,6
CHUMA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,75,75
CHUQUIHUTA AYLLU JUCUMANI,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,39,39
CKOCHAS,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,107,107
CLIZA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,124,124
COBIJA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,30,30
COCAPATA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,6,6
COCHABAMBA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,117,117
COLCAPIRHUA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,52,52
"COLCHA ""K""",actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,207,207
COLOMI,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,23,23
COLQUECHACA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,10,10
COMBAYA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,86,86
CONCEPCION,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,18,18
COPACABANA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,112,112
CORO CORO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,3,3
COROICO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,11,11
COTAGAITA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,315,315
COTOCA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,1,1
CUCHUMUELA (V. G. VILLARROEL),actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,19,19
CULPINA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,17,17
CURAHUARA DE CARANGAS,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,92,92
CURVA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,2,2
EL ALTO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,261,261
EL CHORO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,4,4
EL PUENTE(STC),actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,18,18
EL PUENTE(TJA),actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,122,122
EL TORNO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,50,50
EL VILLAR,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,64,64
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,51,51
ENTRE RIOS CBBA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,3,3
GAIOC JATUN AYLLU YURA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,68,68
GENERAL SAAVEDRA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,71,71
GIA-TIM,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,3,3
GUAYARAMERIN,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,18,18
HUACARAJE,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,4,4
HUACARETA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,166,166
HUACAYA (VILLA DE HUACAYA),actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,29,29
HUARINA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,44,44
HUAYLLAMARCA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,24,24
ICLA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,112,112
INCAHUASI,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,269,269
INQUISIVI,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,1,1
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,18,18
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,6,6
LA ASUNTA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,6,6
LA GUARDIA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,1,1
LAGUNILLAS,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,22,22
LLALLAGUA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,67,67
LLICA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,150,150
LORETO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,20,20
LURIBAY,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,6,6
MACHARETI,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,18,18
MAGDALENA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,30,30
MAIRANA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,40,40
MIZQUE,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,53,53
MOCOMOCO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,210,210
MOJINETE,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,10,10
MOJOCOYA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,62,62
MONTEAGUDO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,218,218
MONTERO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,15,15
MOROCHATA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,107,107
NUEVO MANOA (NUEVA ESPERANZA),actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,1,1
OCURI,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,5,5
ORURO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,82,82
PADCAYA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,57,57
PADILLA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,1,1
PAMPA GRANDE,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,7,7
PAPEL PAMPA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,17,17
PASORAPA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,78,78
PATACAMAYA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,30,30
PELECHUCO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,1,1
POCOATA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,179,179
POJO (CBBA),actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,15,15
PORCO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,45,45
POROMA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,234,234
PORONGO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,42,42
PORTACHUELO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,4,4
POTOSI,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,237,237
PRESTO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,19,19
PUCARANI,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,121,121
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,2,2
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,168,168
PUERTO GONZALO MORENO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,40,40
PUERTO PEREZ,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,74,74
PUERTO QUIJARRO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,6,6
PUERTO SUAREZ,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,18,18
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,57,57
PUNA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,38,38
PUNATA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,116,116
RAQAYPAMPA(ETA),actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,22,22
RAVELO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,42,42
REYES,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,17,17
RIBERALTA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,111,111
ROBORE,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,29,29
RURRENABAQUE,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,2,2
SACABA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,297,297
SACABAMBA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,74,74
SAIPINA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,59,59
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,8,8
SAN AGUSTIN,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,16,16
SAN ANDRES,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,18,18
SAN ANDRES DE MACHACA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,8,8
SAN BORJA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,93,93
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,1,1
SAN CARLOS,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,94,94
SAN IGNACIO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,58,58
SAN JULIAN,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,82,82
SAN LUCAS,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,253,253
SAN PABLO DE LIPEZ,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,13,13
SAN PEDRO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,163,163
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,16,16
SAN PEDRO DE CURAHUARA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,11,11
SAN PEDRO DE MACHA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,78,78
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,40,40
SANTA ROSA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,60,60
SANTIAGO DE HUARI,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,91,91
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,87,87
SANTIAGO DE MACHACA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,31,31
SANTIVAÑES,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,107,107
SANTUARIO DE QUILLACAS,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,1,1
SHINAOTA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,26,26
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,23,23
SICAYA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,59,59
SOPACHUY,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,213,213
SORATA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,30,30
SUCRE,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,337,337
TACOPAYA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,17,17
TAHUA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,20,20
TARABUCO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,90,90
TARACO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,18,18
TARATA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,20,20
TARIJA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,164,164
TARVITA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,212,212
TIAHUANACU,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,61,61
TINGUIPAYA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,227,227
TIQUIPAYA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,552,552
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,41,41
TOCO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,41,41
TOMINA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,39,39
TOTORA(ORR),actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,26,26
TRIGAL,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,32,32
TRINIDAD,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,34,34
TUPIZA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,152,152
UMALA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,2,2
UNCIA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,68,68
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,8,8
UYUNI,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,44,44
VACAS,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,32,32
VALLEGRANDE,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,252,252
VIACHA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,35,35
VILLA CHARCAS,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,7,7
VILLA MONTES,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,142,142
VILLA RIVERO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,9,9
VILLA SERRANO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,148,148
VILLA TUNARI,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,20,20
VILLA VACA GUZMAN (MUYUPAMPA),actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,26,26
VILLAZON,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,31,31
VINTO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,742,742
VITICHI,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,41,41
WALDO BALLIVIAN,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,24,24
WARNES,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,8,8
YACUIBA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,32,32
YAMPARAEZ,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,133,133
YANACACHI,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,26,26
YAPACANI,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,90,90
YOTALA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,222,222
YUNCHARA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,114,114
ZUDAÑEZ,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-11-01,44,44
ACACIO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,10,10
ACHACACHI,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,100,100
AIQUILE,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,21,21
ALALAY,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,12,12
ALCALA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,3,3
ANDAMARCA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,9,9
ANZALDO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,47,47
ARAMPAMPA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,15,15
ARBIETO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,368,368
ASCENCION DE GUARAYOS,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,10,10
ATOCHA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,148,148
AYATA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,6,6
AYOPAYA (V. DE INDEPENDENCIA),actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,40,40
AZURDUY,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,220,220
BATALLAS,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,15,15
BAURES,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,46,46
BELLA FLOR,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,48,48
BERMEJO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,36,36
BETANZOS,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,143,143
BOLIVAR,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,2,2
BOLPEBRA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,20,20
BUENA VISTA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,4,4
"CAIZA ""D""",actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,76,76
CAMARGO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,220,220
CAMATAQUI (C. VILLA ABECIA),actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,4,4
CAQUIAVIRI,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,45,45
CARACOLLO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,80,80
CARAPARI,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,52,52
CARIPUYO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,58,58
CHALLAPATA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,133,133
CHAYANTA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,15,15
CHIMORE,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,64,64
CHUMA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,20,20
CHUQUIHUTA AYLLU JUCUMANI,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,42,42
CKOCHAS,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,62,62
CLIZA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,36,36
COBIJA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,34,34
COCHABAMBA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,317,317
COLCAPIRHUA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,86,86
"COLCHA ""K""",actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,141,141
COLOMI,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,44,44
COLQUECHACA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,17,17
COLQUENCHA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,1,1
CONCEPCION,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,29,29
COROICO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,5,5
COTAGAITA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,102,102
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,21,21
CUCHUMUELA (V. G. VILLARROEL),actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,10,10
CULPINA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,12,12
CURAHUARA DE CARANGAS,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,51,51
CURVA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,5,5
EL ALTO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,150,150
EL CHORO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,3,3
EL PUENTE(STC),actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,3,3
EL PUENTE(TJA),actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,63,63
EL TORNO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,53,53
EL VILLAR,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,35,35
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,26,26
GAIOC JATUN AYLLU YURA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,64,64
GENERAL SAAVEDRA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,24,24
GIA-TIM,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,2,2
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,2,2
