municipality,group,variable,month,N°de beneficiarios(as) con promoción en Salud Oral,TOTAL
YAPACANI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-09-01,81,81
YOTALA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-09-01,7,7
YUNCHARA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-09-01,10,10
ZUDAÑEZ,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-09-01,51,51
ACHACACHI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,35,35
ACHOCALLA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,44,44
AIQUILE,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,18,18
ALCALA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,1,1
ALTO BENI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,1,1
ANCORAIMES,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,27,27
ANDAMARCA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,97,97
ANTEQUERA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,32,32
ARAMPAMPA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,23,23
ASCENCION DE GUARAYOS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,211,211
ATOCHA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,183,183
AYATA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,170,170
AYO AYO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,79,79
AYOPAYA (V. DE INDEPENDENCIA),actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,69,69
BAURES,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,26,26
BELEN DE ANDAMARCA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,8,8
BELLA FLOR,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,75,75
BERMEJO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,78,78
BETANZOS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,125,125
BOLIVAR,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,98,98
BOLPEBRA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,10,10
CABEZAS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,106,106
"CAIZA ""D""",actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,283,283
CAJUATA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,37,37
CALACOTO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,157,157
CALAMARCA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,55,55
CAMARGO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,10,10
CAMATAQUI (C. VILLA ABECIA),actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,115,115
CAMIRI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,77,77
CAPINOTA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,48,48
CAQUIAVIRI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,91,91
CARACOLLO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,73,73
CARANAVI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,40,40
CARAPARI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,90,90
CARIPUYO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,1,1
CARMEN RIVERO TORREZ,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,5,5
CATACORA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,16,16
CHALLAPATA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,178,178
CHAQUI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,67,67
CHARAGUA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,113,113
CHAYANTA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,105,105
CHIMORE,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,259,259
CHOQUE COTA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,21,21
CHUMA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,3,3
CKOCHAS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,856,856
COBIJA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,1215,1215
COCAPATA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,391,391
COCHABAMBA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,915,915
COIPASA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,17,17
COLCAPIRHUA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,90,90
"COLCHA ""K""",actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,47,47
COLLANA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,34,34
COLQUECHACA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,194,194
COLQUENCHA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,103,103
COLQUIRI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,174,174
CONCEPCION,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,12,12
COROICO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,213,213
COTOCA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,113,113
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,60,60
CUCHUMUELA (V. G. VILLARROEL),actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,38,38
CUEVO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,9,9
CULPINA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,72,72
CURAHUARA DE CARANGAS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,65,65
CURVA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,26,26
EL ALTO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,788,788
EL CHORO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,300,300
EL PUENTE(STC),actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,363,363
EL PUENTE(TJA),actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,1,1
EL TORNO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,199,199
EL VILLAR,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,8,8
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,153,153
ENTRE RIOS CBBA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,55,55
EUCALIPTUS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,320,320
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,1,1
FILADELFIA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,250,250
GENERAL SAAVEDRA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,468,468
GUANAY,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,25,25
GUAQUI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,49,49
GUAYARAMERIN,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,372,372
HUACARETA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,16,16
HUACHACALLA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,332,332
HUANUNI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,630,630
HUARINA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,14,14
HUATAJATA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,92,92
HUAYLLAMARCA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,24,24
ICLA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,58,58
INCAHUASI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,41,41
INQUISIVI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,48,48
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,51,51
IXIAMAS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,6,6
LA ASUNTA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,4,4
LA GUARDIA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,669,669
LA PAZ,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,2005,2005
LA RIVERA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,44,44
LAGUNILLAS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,15,15
LAJA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,88,88
LAS CARRERAS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,36,36
LLALLAGUA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,35,35
LLICA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,19,19
LURIBAY,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,29,29
MACHACAMARCA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,318,318
MACHARETI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,82,82
MAGDALENA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,35,35
MALLA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,34,34
MIZQUE,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,35,35
MOCOMOCO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,1,1
MOJINETE,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,7,7
MOJOCOYA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,56,56
MONTEAGUDO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,188,188
MONTERO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,150,150
OCURI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,79,79
ORURO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,579,579
PADILLA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,7,7
PALCA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,85,85
PALOS BLANCOS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,108,108
PAZÑA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,8,8
POCOATA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,491,491
POCONA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,8,8
POOPO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,102,102
POROMA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,61,61
PORONGO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,47,47
PORVENIR,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,69,69
POTOSI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,594,594
PRESTO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,139,139
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,8,8
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,10,10
PUERTO GONZALO MORENO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,213,213
PUERTO QUIJARRO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,821,821
PUERTO RICO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,127,127
PUERTO SUAREZ,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,122,122
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,390,390
PUNA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,148,148
PUNATA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,4,4
RAVELO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,46,46
REYES,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,16,16
RIBERALTA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,81,81
ROBORE,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,63,63
RURRENABAQUE,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,16,16
SABAYA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,12,12
SACABA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,382,382
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,55,55
SAN AGUSTIN,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,71,71
SAN ANDRES,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,4,4
SAN ANDRES DE MACHACA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,9,9
SAN ANTONIO DE ESMORUCO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,47,47
SAN BORJA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,348,348
SAN IGNACIO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,90,90
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,62,62
SAN JAVIER(BNI),actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,84,84
SAN JOAQUIN,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,55,55
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,55,55
SAN JULIAN,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,67,67
SAN LORENZO(PND),actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,72,72
SAN LUCAS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,65,65
SAN PABLO DE LIPEZ,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,8,8
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,231,231
SAN PEDRO DE MACHA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,128,128
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,2744,2744
SANTIAGO DE HUARI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,103,103
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,9,9
SAPAHAQUI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,52,52
SENA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,40,40
SHINAOTA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,20,20
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,136,136
SIPE SIPE,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,250,250
SOPACHUY,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,35,35
SORACACHI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,92,92
SORATA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,1,1
SUCRE,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,1520,1520
TACOBAMBA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,158,158
TACOPAYA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,17,17
TAHUA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,47,47
TAPACARI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,134,134
TARABUCO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,496,496
TARACO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,15,15
TARIJA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,3014,3014
TARVITA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,639,639
TEOPONTE,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,18,18
TIQUIPAYA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,14,14
TOLEDO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,81,81
TOMAVE,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,8,8
TOMINA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,37,37
TOTORA(CBBA),actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,30,30
TOTORA(ORR),actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,37,37
TRINIDAD,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,452,452
TUPIZA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,165,165
TURCO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,27,27
UNCIA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,15,15
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,99,99
URUBICHA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,1,1
UYUNI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,71,71
VALLEGRANDE,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,64,64
VIACHA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,110,110
VILA VILA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,72,72
VILLA CHARCAS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,32,32
VILLA SERRANO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,120,120
VILLA TUNARI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,433,433
VILLA VACA GUZMAN (MUYUPAMPA),actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,111,111
VILLAZON,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,464,464
VINTO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,5,5
VITICHI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,50,50
WARNES,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,254,254
YACO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,42,42
YACUIBA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,420,420
YAMPARAEZ,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,55,55
YAPACANI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,955,955
YOTALA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,120,120
ZUDAÑEZ,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-10-01,167,167
ACHACACHI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,101,101
ACHOCALLA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,6,6
ALCALA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,4,4
ALTO BENI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,2,2
ANCORAIMES,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,116,116
ANDAMARCA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,132,132
ANTEQUERA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,11,11
ANZALDO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,28,28
ARAMPAMPA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,26,26
ASCENCION DE GUARAYOS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,194,194
ATOCHA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,210,210
AYATA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,49,49
AYO AYO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,199,199
AYOPAYA (V. DE INDEPENDENCIA),actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,34,34
BAURES,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,21,21
BELEN DE ANDAMARCA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,15,15
BELLA FLOR,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,17,17
BERMEJO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,28,28
BETANZOS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,324,324
BOLIVAR,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,19,19
BOLPEBRA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,23,23
CABEZAS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,63,63
CAJUATA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,50,50
CALACOTO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,540,540
CALAMARCA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,91,91
CAMARGO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,22,22
CAMATAQUI (C. VILLA ABECIA),actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,31,31
CAMIRI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,84,84
