municipality,group,variable,month,N°de beneficiarios(as) con educación en Salud Oral,TOTAL
YACUIBA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-10-01,375,375
YAMPARAEZ,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-10-01,55,55
YANACACHI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-10-01,10,10
YAPACANI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-10-01,1071,1071
YOTALA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-10-01,120,120
ZUDAÑEZ,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-10-01,221,221
ACHACACHI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,67,67
ACHOCALLA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,66,66
ALCALA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,237,237
ALTO BENI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,2,2
ANCORAIMES,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,38,38
ANDAMARCA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,425,425
ANTEQUERA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,152,152
ANZALDO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,38,38
ARAMPAMPA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,78,78
ARBIETO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,11,11
ARQUE,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,100,100
ASCENCION DE GUARAYOS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,194,194
ATOCHA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,240,240
AYATA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,49,49
AYO AYO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,199,199
AYOPAYA (V. DE INDEPENDENCIA),actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,126,126
AZURDUY,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,569,569
BAURES,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,21,21
BELEN DE ANDAMARCA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,11,11
BELLA FLOR,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,17,17
BERMEJO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,44,44
BETANZOS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,354,354
BOLIVAR,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,47,47
BOLPEBRA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,23,23
CABEZAS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,76,76
"CAIZA ""D""",actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,313,313
CAJUATA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,120,120
CALACOTO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,739,739
CALAMARCA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,159,159
CAMARGO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,85,85
CAMATAQUI (C. VILLA ABECIA),actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,31,31
CAMIRI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,386,386
CAPINOTA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,45,45
CAQUIAVIRI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,109,109
CARACOLLO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,49,49
CARANAVI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,96,96
CARAPARI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,74,74
CARIPUYO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,60,60
CARMEN RIVERO TORREZ,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,27,27
CATACORA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,14,14
CHALLAPATA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,731,731
CHARAGUA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,68,68
CHAYANTA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,305,305
CHIMORE,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,230,230
CHOQUE COTA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,40,40
CHUQUIHUTA AYLLU JUCUMANI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,71,71
CKOCHAS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,683,683
COBIJA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,1144,1144
COCAPATA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,394,394
COCHABAMBA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,703,703
COIPASA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,78,78
COLCAPIRHUA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,460,460
"COLCHA ""K""",actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,283,283
COLLANA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,38,38
COLOMI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,8,8
COLQUECHACA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,304,304
COLQUENCHA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,102,102
COLQUIRI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,223,223
COPACABANA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,14,14
COROICO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,117,117
COTOCA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,36,36
CUCHUMUELA (V. G. VILLARROEL),actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,164,164
CUEVO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,64,64
CULPINA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,93,93
CURAHUARA DE CARANGAS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,50,50
CURVA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,44,44
EL ALTO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,1758,1758
EL CHORO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,24,24
EL PUENTE(STC),actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,141,141
EL TORNO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,204,204
EL VILLAR,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,295,295
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,52,52
ENTRE RIOS CBBA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,120,120
EUCALIPTUS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,90,90
FILADELFIA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,73,73
GENERAL SAAVEDRA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,16,16
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,98,98
GUANAY,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,212,212
GUAQUI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,50,50
GUAYARAMERIN,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,346,346
HUACARETA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,36,36
HUACAYA (VILLA DE HUACAYA),actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,12,12
HUACHACALLA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,35,35
HUANUNI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,32,32
HUARINA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,57,57
HUATAJATA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,77,77
HUAYLLAMARCA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,36,36
ICLA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,218,218
INCAHUASI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,291,291
INQUISIVI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,198,198
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,94,94
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,45,45
LA ASUNTA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,150,150
LA GUARDIA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,1230,1230
LA PAZ,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,3825,3825
LAGUNILLAS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,116,116
LAJA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,116,116
LICOMA PAMPA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,9,9
LURIBAY,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,25,25
MACHACAMARCA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,180,180
MACHARETI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,387,387
MAGDALENA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,12,12
MAIRANA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,78,78
MALLA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,88,88
MOCOMOCO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,164,164
MOJOCOYA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,255,255
MONTEAGUDO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,291,291
MONTERO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,1237,1237
MOROCHATA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,303,303
NAZACARA DE PACAJES,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,15,15
OCURI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,36,36
ORURO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,448,448
PADCAYA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,15,15
PADILLA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,155,155
PALCA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,445,445
PALOS BLANCOS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,65,65
PAMPA GRANDE,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,32,32
PAPEL PAMPA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,92,92
PASORAPA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,3,3
PAZÑA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,31,31
PELECHUCO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,184,184
POCOATA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,1227,1227
POOPO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,78,78
POROMA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,379,379
PORONGO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,140,140
PORVENIR,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,60,60
POTOSI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,312,312
PRESTO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,393,393
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,102,102
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,12,12
PUERTO GONZALO MORENO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,50,50
PUERTO QUIJARRO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,150,150
PUERTO RICO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,114,114
PUERTO SUAREZ,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,80,80
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,460,460
PUNA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,134,134
QUIABAYA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,62,62
QUILLACOLLO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,791,791
QUIRUSILLAS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,120,120
RAVELO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,161,161
RIBERALTA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,89,89
ROBORE,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,50,50
RURRENABAQUE,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,46,46
SACABA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,1489,1489
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,201,201
SAMAIPATA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,859,859
SAN AGUSTIN,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,16,16
SAN ANDRES,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,50,50
SAN ANDRES DE MACHACA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,24,24
SAN ANTONIO DE ESMORUCO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,42,42
SAN BORJA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,263,263
SAN IGNACIO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,19,19
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,245,245
SAN JAVIER(BNI),actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,82,82
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,520,520
SAN JULIAN,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,252,252
SAN LORENZO(TJA),actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,22,22
SAN LUCAS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,278,278
SAN MATIAS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,40,40
SAN MIGUEL DE VELASCO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,19,19
SAN PABLO DE LIPEZ,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,219,219
SAN PEDRO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,24,24
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,103,103
SAN PEDRO DE MACHA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,192,192
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,148,148
SANTA ANA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,50,50
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,5580,5580
SANTIAGO DE HUARI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,867,867
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,105,105
SAPAHAQUI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,62,62
SENA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,70,70
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,291,291
SIPE SIPE,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,60,60
SOPACHUY,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,31,31
SORACACHI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,242,242
SORATA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,501,501
SUCRE,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,1909,1909
TACOPAYA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,40,40
TAHUA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,26,26
TAPACARI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,310,310
TARABUCO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,232,232
TARACO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,16,16
TARATA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,20,20
TARIJA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,1684,1684
TARVITA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,642,642
TEOPONTE,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,10,10
TINGUIPAYA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,123,123
TIQUIPAYA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,20,20
TITO YUPANQUI (PARQUIPUJIO),actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,207,207
TOLATA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,411,411
TOLEDO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,65,65
TOMINA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,196,196
TOTORA(CBBA),actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,15,15
TOTORA(ORR),actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,35,35
TRINIDAD,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,384,384
TUPIZA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,68,68
TURCO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,25,25
UMALA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,117,117
UNCIA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,199,199
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,94,94
URUBICHA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,5,5
UYUNI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,111,111
VALLEGRANDE,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,92,92
VIACHA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,166,166
VILA VILA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,57,57
VILLA CHARCAS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,12,12
VILLA MONTES,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,19,19
VILLA SERRANO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,126,126
VILLA TUNARI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,10,10
VILLA VACA GUZMAN (MUYUPAMPA),actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,105,105
VILLAZON,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,139,139
VITICHI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,33,33
WARNES,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,41,41
YACO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,31,31
YACUIBA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,141,141
YAMPARAEZ,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,43,43
YAPACANI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,206,206
YOTALA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,121,121
ZUDAÑEZ,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-11-01,408,408
ACHOCALLA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,12,12
ALCALA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,104,104
ANDAMARCA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,6,6
ANTEQUERA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,16,16
ARBIETO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,10,10
ASCENCION DE GUARAYOS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,153,153
ATOCHA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,40,40
AUCAPATA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,14,14
AYO AYO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,46,46
AZURDUY,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,137,137
BAURES,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,21,21
BELEN DE ANDAMARCA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,70,70
BERMEJO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,36,36
BETANZOS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,229,229
