municipality,group,variable,month,Nº de certificados únicos para casos de violencia (Ley 348),TOTAL
PUCARANI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-12-01,1,1
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-12-01,2,2
PUNA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-12-01,3,3
PUNATA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-12-01,2,2
QUIABAYA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-12-01,2,2
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-12-01,1,1
SAN ANTONIO DE LOMERIO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-12-01,1,1
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-12-01,1,1
SAN LUCAS,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-12-01,1,1
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-12-01,7,7
SAN PEDRO DE MACHA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-12-01,3,3
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-12-01,2,2
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-12-01,1,1
SOPACHUY,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-12-01,1,1
SORATA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-12-01,4,4
TARABUCO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-12-01,1,1
TARIJA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-12-01,690,690
TARVITA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-12-01,3,3
TIAHUANACU,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-12-01,4,4
TINGUIPAYA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-12-01,1,1
TIPUANI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-12-01,2,2
UYUNI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-12-01,2,2
VILLA CHARCAS,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-12-01,4,4
VILLA VACA GUZMAN (MUYUPAMPA),actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-12-01,1,1
WARNES,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-12-01,4,4
YACO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-12-01,1,1
ZUDAÑEZ,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2024-12-01,1,1
