municipality,group,variable,month,Antirrábica canina,TOTAL
SACACA,otras vacunaciones,antirrabica canina,2007-09-01,630,630
SAIPINA,otras vacunaciones,antirrabica canina,2007-09-01,371,371
SALINAS DE GARCI MENDOZA,otras vacunaciones,antirrabica canina,2007-09-01,126,126
SAMAIPATA,otras vacunaciones,antirrabica canina,2007-09-01,1640,1640
SAN AGUSTIN,otras vacunaciones,antirrabica canina,2007-09-01,167,167
SAN ANDRES DE MACHACA,otras vacunaciones,antirrabica canina,2007-09-01,667,667
SAN ANTONIO DE ESMORUCO,otras vacunaciones,antirrabica canina,2007-09-01,81,81
SAN ANTONIO DE LOMERIO,otras vacunaciones,antirrabica canina,2007-09-01,10,10
SAN BENITO,otras vacunaciones,antirrabica canina,2007-09-01,224,224
SAN BORJA,otras vacunaciones,antirrabica canina,2007-09-01,33,33
SAN BUENA VENTURA,otras vacunaciones,antirrabica canina,2007-09-01,978,978
SAN CARLOS,otras vacunaciones,antirrabica canina,2007-09-01,1470,1470
SAN IGNACIO DE VELASCO,otras vacunaciones,antirrabica canina,2007-09-01,3582,3582
SAN JAVIER(STC),otras vacunaciones,antirrabica canina,2007-09-01,653,653
SAN JUAN DE YAPACANI,otras vacunaciones,antirrabica canina,2007-09-01,90,90
SAN JULIAN,otras vacunaciones,antirrabica canina,2007-09-01,3875,3875
SAN LORENZO(PND),otras vacunaciones,antirrabica canina,2007-09-01,615,615
SAN LORENZO(TJA),otras vacunaciones,antirrabica canina,2007-09-01,2041,2041
SAN LUCAS,otras vacunaciones,antirrabica canina,2007-09-01,1116,1116
SAN MATIAS,otras vacunaciones,antirrabica canina,2007-09-01,40,40
SAN MIGUEL DE VELASCO,otras vacunaciones,antirrabica canina,2007-09-01,483,483
SAN PABLO DE LIPEZ,otras vacunaciones,antirrabica canina,2007-09-01,303,303
SAN PEDRO,otras vacunaciones,antirrabica canina,2007-09-01,210,210
SAN PEDRO DE BUENA VISTA,otras vacunaciones,antirrabica canina,2007-09-01,5411,5411
SAN PEDRO DE CURAHUARA,otras vacunaciones,antirrabica canina,2007-09-01,215,215
SAN PEDRO DE TIQUINA,otras vacunaciones,antirrabica canina,2007-09-01,357,357
SAN RAFAEL,otras vacunaciones,antirrabica canina,2007-09-01,77,77
SAN RAMON,otras vacunaciones,antirrabica canina,2007-09-01,17,17
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antirrabica canina,2007-09-01,36897,36897
SANTIAGO DE CALLAPA,otras vacunaciones,antirrabica canina,2007-09-01,783,783
SANTIAGO DE HUARI,otras vacunaciones,antirrabica canina,2007-09-01,331,331
SANTIAGO DE MACHACA,otras vacunaciones,antirrabica canina,2007-09-01,71,71
SANTIVAÑES,otras vacunaciones,antirrabica canina,2007-09-01,350,350
SAPAHAQUI,otras vacunaciones,antirrabica canina,2007-09-01,210,210
SENA,otras vacunaciones,antirrabica canina,2007-09-01,618,618
SICA SICA (VILLA AROMA),otras vacunaciones,antirrabica canina,2007-09-01,1543,1543
SICAYA,otras vacunaciones,antirrabica canina,2007-09-01,192,192
SIPE SIPE,otras vacunaciones,antirrabica canina,2007-09-01,4010,4010
SOPACHUY,otras vacunaciones,antirrabica canina,2007-09-01,968,968
SORACACHI,otras vacunaciones,antirrabica canina,2007-09-01,1815,1815
SORATA,otras vacunaciones,antirrabica canina,2007-09-01,1771,1771
SUCRE,otras vacunaciones,antirrabica canina,2007-09-01,1639,1639
TACACHI,otras vacunaciones,antirrabica canina,2007-09-01,19,19
TACACOMA,otras vacunaciones,antirrabica canina,2007-09-01,445,445
TACOBAMBA,otras vacunaciones,antirrabica canina,2007-09-01,838,838
TACOPAYA,otras vacunaciones,antirrabica canina,2007-09-01,198,198
TAHUA,otras vacunaciones,antirrabica canina,2007-09-01,57,57
TAPACARI,otras vacunaciones,antirrabica canina,2007-09-01,447,447
TARABUCO,otras vacunaciones,antirrabica canina,2007-09-01,1091,1091
TARACO,otras vacunaciones,antirrabica canina,2007-09-01,556,556
TARATA,otras vacunaciones,antirrabica canina,2007-09-01,201,201
TARIJA,otras vacunaciones,antirrabica canina,2007-09-01,9914,9914
TARVITA,otras vacunaciones,antirrabica canina,2007-09-01,4013,4013
TEOPONTE,otras vacunaciones,antirrabica canina,2007-09-01,792,792
TIAWANACU,otras vacunaciones,antirrabica canina,2007-09-01,469,469
TIPUANI,otras vacunaciones,antirrabica canina,2007-09-01,10,10
TIQUIPAYA,otras vacunaciones,antirrabica canina,2007-09-01,5454,5454
TIRAQUE (CBBA),otras vacunaciones,antirrabica canina,2007-09-01,448,448
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,antirrabica canina,2007-09-01,41,41
TOCO,otras vacunaciones,antirrabica canina,2007-09-01,26,26
TODOS SANTOS,otras vacunaciones,antirrabica canina,2007-09-01,41,41
TOLATA,otras vacunaciones,antirrabica canina,2007-09-01,186,186
TOLEDO,otras vacunaciones,antirrabica canina,2007-09-01,729,729
TOMINA,otras vacunaciones,antirrabica canina,2007-09-01,2524,2524
TORO TORO,otras vacunaciones,antirrabica canina,2007-09-01,919,919
TOTORA(CBBA),otras vacunaciones,antirrabica canina,2007-09-01,156,156
TOTORA(ORR),otras vacunaciones,antirrabica canina,2007-09-01,599,599
TRIGAL,otras vacunaciones,antirrabica canina,2007-09-01,118,118
TRINIDAD,otras vacunaciones,antirrabica canina,2007-09-01,5277,5277
TUPIZA,otras vacunaciones,antirrabica canina,2007-09-01,5999,5999
TURCO,otras vacunaciones,antirrabica canina,2007-09-01,407,407
UMALA,otras vacunaciones,antirrabica canina,2007-09-01,172,172
UNCIA,otras vacunaciones,antirrabica canina,2007-09-01,716,716
URIONDO (A. CONCEPCION),otras vacunaciones,antirrabica canina,2007-09-01,399,399
URUBICHA,otras vacunaciones,antirrabica canina,2007-09-01,837,837
UYUNI,otras vacunaciones,antirrabica canina,2007-09-01,1470,1470
VACAS,otras vacunaciones,antirrabica canina,2007-09-01,285,285
VALLEGRANDE,otras vacunaciones,antirrabica canina,2007-09-01,344,344
VIACHA,otras vacunaciones,antirrabica canina,2007-09-01,44,44
VILA VILA,otras vacunaciones,antirrabica canina,2007-09-01,354,354
VILLA MONTES,otras vacunaciones,antirrabica canina,2007-09-01,1148,1148
VILLA RIVERO,otras vacunaciones,antirrabica canina,2007-09-01,772,772
VILLA SERRANO,otras vacunaciones,antirrabica canina,2007-09-01,155,155
VILLA TUNARI,otras vacunaciones,antirrabica canina,2007-09-01,1072,1072
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,antirrabica canina,2007-09-01,539,539
VILLAZON,otras vacunaciones,antirrabica canina,2007-09-01,2694,2694
VINTO,otras vacunaciones,antirrabica canina,2007-09-01,971,971
VITICHI,otras vacunaciones,antirrabica canina,2007-09-01,187,187
WALDO BALLIVIAN,otras vacunaciones,antirrabica canina,2007-09-01,63,63
WARNES,otras vacunaciones,antirrabica canina,2007-09-01,233,233
YACO,otras vacunaciones,antirrabica canina,2007-09-01,74,74
YAMPARAEZ,otras vacunaciones,antirrabica canina,2007-09-01,762,762
YANACACHI,otras vacunaciones,antirrabica canina,2007-09-01,342,342
YAPACANI,otras vacunaciones,antirrabica canina,2007-09-01,64,64
YOCALLA,otras vacunaciones,antirrabica canina,2007-09-01,862,862
YOTALA,otras vacunaciones,antirrabica canina,2007-09-01,2459,2459
YUNCHARA,otras vacunaciones,antirrabica canina,2007-09-01,1068,1068
ACHACACHI,otras vacunaciones,antirrabica canina,2007-10-01,3544,3544
AIQUILE,otras vacunaciones,antirrabica canina,2007-10-01,126,126
ALALAY,otras vacunaciones,antirrabica canina,2007-10-01,31,31
ALCALA,otras vacunaciones,antirrabica canina,2007-10-01,56,56
ANCORAIMES,otras vacunaciones,antirrabica canina,2007-10-01,438,438
ANDAMARCA,otras vacunaciones,antirrabica canina,2007-10-01,217,217
ANTEQUERA,otras vacunaciones,antirrabica canina,2007-10-01,4,4
ANZALDO,otras vacunaciones,antirrabica canina,2007-10-01,114,114
APOLO,otras vacunaciones,antirrabica canina,2007-10-01,55,55
ARANI,otras vacunaciones,antirrabica canina,2007-10-01,9,9
ARBIETO,otras vacunaciones,antirrabica canina,2007-10-01,177,177
ARQUE,otras vacunaciones,antirrabica canina,2007-10-01,173,173
ATOCHA,otras vacunaciones,antirrabica canina,2007-10-01,20,20
AUCAPATA,otras vacunaciones,antirrabica canina,2007-10-01,30,30
AYATA,otras vacunaciones,antirrabica canina,2007-10-01,103,103
AYO AYO,otras vacunaciones,antirrabica canina,2007-10-01,10,10
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,antirrabica canina,2007-10-01,99,99
AZURDUY,otras vacunaciones,antirrabica canina,2007-10-01,89,89
BELEN DE ANDAMARCA,otras vacunaciones,antirrabica canina,2007-10-01,21,21
BELEN DE URMIRI,otras vacunaciones,antirrabica canina,2007-10-01,10,10
BETANZOS,otras vacunaciones,antirrabica canina,2007-10-01,1082,1082
BOLIVAR,otras vacunaciones,antirrabica canina,2007-10-01,370,370
BOLPEBRA,otras vacunaciones,antirrabica canina,2007-10-01,7,7
CABEZAS,otras vacunaciones,antirrabica canina,2007-10-01,16,16
CAIROMA,otras vacunaciones,antirrabica canina,2007-10-01,70,70
"CAIZA ""D""",otras vacunaciones,antirrabica canina,2007-10-01,340,340
CAJUATA,otras vacunaciones,antirrabica canina,2007-10-01,206,206
CALACOTO,otras vacunaciones,antirrabica canina,2007-10-01,20,20
CALAMARCA,otras vacunaciones,antirrabica canina,2007-10-01,328,328
CAMARGO,otras vacunaciones,antirrabica canina,2007-10-01,158,158
CAMIRI,otras vacunaciones,antirrabica canina,2007-10-01,1604,1604
CAPINOTA,otras vacunaciones,antirrabica canina,2007-10-01,167,167
CAQUIAVIRI,otras vacunaciones,antirrabica canina,2007-10-01,48,48
CARACOLLO,otras vacunaciones,antirrabica canina,2007-10-01,1177,1177
CARANAVI,otras vacunaciones,antirrabica canina,2007-10-01,506,506
CARAPARI,otras vacunaciones,antirrabica canina,2007-10-01,168,168
CARIPUYO,otras vacunaciones,antirrabica canina,2007-10-01,19,19
CATACORA,otras vacunaciones,antirrabica canina,2007-10-01,17,17
CHALLAPATA,otras vacunaciones,antirrabica canina,2007-10-01,1640,1640
CHARAGUA,otras vacunaciones,antirrabica canina,2007-10-01,35,35
CHARAÑA,otras vacunaciones,antirrabica canina,2007-10-01,5,5
CHAYANTA,otras vacunaciones,antirrabica canina,2007-10-01,120,120
CHIMORE,otras vacunaciones,antirrabica canina,2007-10-01,39,39
CHOQUE COTA,otras vacunaciones,antirrabica canina,2007-10-01,251,251
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,antirrabica canina,2007-10-01,182,182
CHUMA,otras vacunaciones,antirrabica canina,2007-10-01,80,80
CLIZA,otras vacunaciones,antirrabica canina,2007-10-01,9,9
COCHABAMBA,otras vacunaciones,antirrabica canina,2007-10-01,2405,2405
COLCAPIRHUA,otras vacunaciones,antirrabica canina,2007-10-01,42,42
"COLCHA ""K""",otras vacunaciones,antirrabica canina,2007-10-01,177,177
COLOMI,otras vacunaciones,antirrabica canina,2007-10-01,68,68
COLQUENCHA,otras vacunaciones,antirrabica canina,2007-10-01,181,181
COLQUIRI,otras vacunaciones,antirrabica canina,2007-10-01,163,163
COMARAPA,otras vacunaciones,antirrabica canina,2007-10-01,70,70
COPACABANA,otras vacunaciones,antirrabica canina,2007-10-01,146,146
CORO CORO,otras vacunaciones,antirrabica canina,2007-10-01,65,65
COROICO,otras vacunaciones,antirrabica canina,2007-10-01,41,41
CORQUE,otras vacunaciones,antirrabica canina,2007-10-01,123,123
COTAGAITA,otras vacunaciones,antirrabica canina,2007-10-01,443,443
COTOCA,otras vacunaciones,antirrabica canina,2007-10-01,597,597
CUATRO CAÑADAS,otras vacunaciones,antirrabica canina,2007-10-01,876,876
CULPINA,otras vacunaciones,antirrabica canina,2007-10-01,307,307
CURAHUARA DE CARANGAS,otras vacunaciones,antirrabica canina,2007-10-01,104,104
CURVA,otras vacunaciones,antirrabica canina,2007-10-01,48,48
DESAGUADERO,otras vacunaciones,antirrabica canina,2007-10-01,88,88
EL ALTO,otras vacunaciones,antirrabica canina,2007-10-01,2524,2524
EL CHORO,otras vacunaciones,antirrabica canina,2007-10-01,469,469
EL PUENTE(TJA),otras vacunaciones,antirrabica canina,2007-10-01,8,8
EL TORNO,otras vacunaciones,antirrabica canina,2007-10-01,70,70
ENTRE RIOS,otras vacunaciones,antirrabica canina,2007-10-01,1753,1753
ENTRE RIOS,otras vacunaciones,antirrabica canina,2007-10-01,240,240
ESCARA,otras vacunaciones,antirrabica canina,2007-10-01,18,18
ESMERALDA,otras vacunaciones,antirrabica canina,2007-10-01,35,35
FILADELFIA,otras vacunaciones,antirrabica canina,2007-10-01,644,644
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,antirrabica canina,2007-10-01,51,51
GUANAY,otras vacunaciones,antirrabica canina,2007-10-01,440,440
GUAQUI,otras vacunaciones,antirrabica canina,2007-10-01,444,444
GUTIERREZ,otras vacunaciones,antirrabica canina,2007-10-01,473,473
HUACARETA,otras vacunaciones,antirrabica canina,2007-10-01,80,80
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,antirrabica canina,2007-10-01,158,158
HUANUNI,otras vacunaciones,antirrabica canina,2007-10-01,339,339
HUAYLLAMARCA,otras vacunaciones,antirrabica canina,2007-10-01,1204,1204
ICHOCA,otras vacunaciones,antirrabica canina,2007-10-01,225,225
ICLA,otras vacunaciones,antirrabica canina,2007-10-01,17,17
INCAHUASI,otras vacunaciones,antirrabica canina,2007-10-01,1226,1226
INQUISIVI,otras vacunaciones,antirrabica canina,2007-10-01,261,261
JESUS DE MACHACA,otras vacunaciones,antirrabica canina,2007-10-01,46,46
LA ASUNTA,otras vacunaciones,antirrabica canina,2007-10-01,1707,1707
LA GUARDIA,otras vacunaciones,antirrabica canina,2007-10-01,40,40
LA PAZ,otras vacunaciones,antirrabica canina,2007-10-01,1035,1035
LA RIVERA,otras vacunaciones,antirrabica canina,2007-10-01,17,17
LAGUNILLAS,otras vacunaciones,antirrabica canina,2007-10-01,41,41
LAS CARRERAS,otras vacunaciones,antirrabica canina,2007-10-01,87,87
LICOMA PAMPA,otras vacunaciones,antirrabica canina,2007-10-01,87,87
LLALLAGUA,otras vacunaciones,antirrabica canina,2007-10-01,8,8
LLICA,otras vacunaciones,antirrabica canina,2007-10-01,16,16
MACHACAMARCA,otras vacunaciones,antirrabica canina,2007-10-01,71,71
MACHARETI,otras vacunaciones,antirrabica canina,2007-10-01,588,588
MAIRANA,otras vacunaciones,antirrabica canina,2007-10-01,50,50
MAPIRI,otras vacunaciones,antirrabica canina,2007-10-01,24,24
MECAPACA,otras vacunaciones,antirrabica canina,2007-10-01,79,79
MINEROS,otras vacunaciones,antirrabica canina,2007-10-01,16,16
MIZQUE,otras vacunaciones,antirrabica canina,2007-10-01,756,756
MOCOMOCO,otras vacunaciones,antirrabica canina,2007-10-01,240,240
MOJINETE,otras vacunaciones,antirrabica canina,2007-10-01,28,28
MOJOCOYA,otras vacunaciones,antirrabica canina,2007-10-01,19,19
MONTEAGUDO,otras vacunaciones,antirrabica canina,2007-10-01,204,204
MONTERO,otras vacunaciones,antirrabica canina,2007-10-01,206,206
MORO MORO,otras vacunaciones,antirrabica canina,2007-10-01,10,10
MOROCHATA,otras vacunaciones,antirrabica canina,2007-10-01,415,415
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,antirrabica canina,2007-10-01,34,34
OCURI,otras vacunaciones,antirrabica canina,2007-10-01,198,198
OKINAWA,otras vacunaciones,antirrabica canina,2007-10-01,85,85
OMEREQUE,otras vacunaciones,antirrabica canina,2007-10-01,37,37
ORURO,otras vacunaciones,antirrabica canina,2007-10-01,281,281
PADCAYA,otras vacunaciones,antirrabica canina,2007-10-01,1307,1307
PADILLA,otras vacunaciones,antirrabica canina,2007-10-01,692,692
PAILON,otras vacunaciones,antirrabica canina,2007-10-01,305,305
PALCA,otras vacunaciones,antirrabica canina,2007-10-01,100,100
PALOS BLANCOS,otras vacunaciones,antirrabica canina,2007-10-01,4,4
PAMPA AULLAGAS,otras vacunaciones,antirrabica canina,2007-10-01,74,74
PAPEL PAMPA,otras vacunaciones,antirrabica canina,2007-10-01,352,352
PATACAMAYA,otras vacunaciones,antirrabica canina,2007-10-01,44,44
PAZÑA,otras vacunaciones,antirrabica canina,2007-10-01,43,43
PELECHUCO,otras vacunaciones,antirrabica canina,2007-10-01,119,119
POCONA,otras vacunaciones,antirrabica canina,2007-10-01,35,35
POJO (CBBA),otras vacunaciones,antirrabica canina,2007-10-01,73,73
POOPO,otras vacunaciones,antirrabica canina,2007-10-01,10,10
POROMA,otras vacunaciones,antirrabica canina,2007-10-01,17,17
POSTRER VALLE,otras vacunaciones,antirrabica canina,2007-10-01,37,37
PUCARANI,otras vacunaciones,antirrabica canina,2007-10-01,6,6
PUERTO ACOSTA,otras vacunaciones,antirrabica canina,2007-10-01,202,202
PUERTO CARABUCO,otras vacunaciones,antirrabica canina,2007-10-01,74,74
PUERTO GONZALO MORENO,otras vacunaciones,antirrabica canina,2007-10-01,147,147
PUERTO PEREZ,otras vacunaciones,antirrabica canina,2007-10-01,93,93
PUERTO VILLARROEL,otras vacunaciones,antirrabica canina,2007-10-01,455,455
PUNA,otras vacunaciones,antirrabica canina,2007-10-01,277,277
PUNATA,otras vacunaciones,antirrabica canina,2007-10-01,55,55
QUILLACOLLO,otras vacunaciones,antirrabica canina,2007-10-01,813,813
QUIME,otras vacunaciones,antirrabica canina,2007-10-01,60,60
QUIRUSILLAS,otras vacunaciones,antirrabica canina,2007-10-01,223,223
SABAYA,otras vacunaciones,antirrabica canina,2007-10-01,94,94
SACABA,otras vacunaciones,antirrabica canina,2007-10-01,428,428
SACABAMBA,otras vacunaciones,antirrabica canina,2007-10-01,525,525
SACACA,otras vacunaciones,antirrabica canina,2007-10-01,93,93
SALINAS DE GARCI MENDOZA,otras vacunaciones,antirrabica canina,2007-10-01,50,50
SAMAIPATA,otras vacunaciones,antirrabica canina,2007-10-01,181,181
SAN AGUSTIN,otras vacunaciones,antirrabica canina,2007-10-01,15,15
SAN ANDRES DE MACHACA,otras vacunaciones,antirrabica canina,2007-10-01,61,61
SAN ANTONIO DE ESMORUCO,otras vacunaciones,antirrabica canina,2007-10-01,109,109
SAN ANTONIO DE LOMERIO,otras vacunaciones,antirrabica canina,2007-10-01,10,10
SAN BENITO,otras vacunaciones,antirrabica canina,2007-10-01,24,24
SAN BORJA,otras vacunaciones,antirrabica canina,2007-10-01,247,247
SAN IGNACIO,otras vacunaciones,antirrabica canina,2007-10-01,393,393
SAN IGNACIO DE VELASCO,otras vacunaciones,antirrabica canina,2007-10-01,619,619
SAN JOAQUIN,otras vacunaciones,antirrabica canina,2007-10-01,351,351
SAN JOSE DE CHIQUITOS,otras vacunaciones,antirrabica canina,2007-10-01,970,970
SAN JULIAN,otras vacunaciones,antirrabica canina,2007-10-01,10,10
SAN LORENZO(TJA),otras vacunaciones,antirrabica canina,2007-10-01,613,613
SAN LUCAS,otras vacunaciones,antirrabica canina,2007-10-01,841,841
SAN MIGUEL DE VELASCO,otras vacunaciones,antirrabica canina,2007-10-01,184,184
SAN PABLO DE LIPEZ,otras vacunaciones,antirrabica canina,2007-10-01,46,46
SAN PEDRO,otras vacunaciones,antirrabica canina,2007-10-01,69,69
SAN PEDRO DE BUENA VISTA,otras vacunaciones,antirrabica canina,2007-10-01,31,31
SAN PEDRO DE CURAHUARA,otras vacunaciones,antirrabica canina,2007-10-01,33,33
SAN PEDRO(PND),otras vacunaciones,antirrabica canina,2007-10-01,14,14
SAN RAFAEL,otras vacunaciones,antirrabica canina,2007-10-01,77,77
SANTA ANA,otras vacunaciones,antirrabica canina,2007-10-01,250,250
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antirrabica canina,2007-10-01,5162,5162
SANTIAGO DE CALLAPA,otras vacunaciones,antirrabica canina,2007-10-01,3,3
SANTIAGO DE HUARI,otras vacunaciones,antirrabica canina,2007-10-01,153,153
SANTIAGO DE MACHACA,otras vacunaciones,antirrabica canina,2007-10-01,10,10
SANTIVAÑES,otras vacunaciones,antirrabica canina,2007-10-01,152,152
SANTUARIO DE QUILLACAS,otras vacunaciones,antirrabica canina,2007-10-01,276,276
SAPAHAQUI,otras vacunaciones,antirrabica canina,2007-10-01,142,142
SICA SICA (VILLA AROMA),otras vacunaciones,antirrabica canina,2007-10-01,155,155
SICAYA,otras vacunaciones,antirrabica canina,2007-10-01,100,100
SIPE SIPE,otras vacunaciones,antirrabica canina,2007-10-01,233,233
SOPACHUY,otras vacunaciones,antirrabica canina,2007-10-01,16,16
SORACACHI,otras vacunaciones,antirrabica canina,2007-10-01,806,806
SORATA,otras vacunaciones,antirrabica canina,2007-10-01,20,20
SUCRE,otras vacunaciones,antirrabica canina,2007-10-01,161,161
TACACOMA,otras vacunaciones,antirrabica canina,2007-10-01,83,83
TACOBAMBA,otras vacunaciones,antirrabica canina,2007-10-01,23,23
TACOPAYA,otras vacunaciones,antirrabica canina,2007-10-01,46,46
TAHUA,otras vacunaciones,antirrabica canina,2007-10-01,5,5
TAPACARI,otras vacunaciones,antirrabica canina,2007-10-01,271,271
TARABUCO,otras vacunaciones,antirrabica canina,2007-10-01,259,259
TARACO,otras vacunaciones,antirrabica canina,2007-10-01,15,15
TARATA,otras vacunaciones,antirrabica canina,2007-10-01,612,612
TARIJA,otras vacunaciones,antirrabica canina,2007-10-01,1474,1474
TARVITA,otras vacunaciones,antirrabica canina,2007-10-01,464,464
TEOPONTE,otras vacunaciones,antirrabica canina,2007-10-01,187,187
TIAWANACU,otras vacunaciones,antirrabica canina,2007-10-01,95,95
TINGUIPAYA,otras vacunaciones,antirrabica canina,2007-10-01,3363,3363
TIPUANI,otras vacunaciones,antirrabica canina,2007-10-01,149,149
TIQUIPAYA,otras vacunaciones,antirrabica canina,2007-10-01,45,45
TIRAQUE (CBBA),otras vacunaciones,antirrabica canina,2007-10-01,55,55
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,antirrabica canina,2007-10-01,22,22
TOCO,otras vacunaciones,antirrabica canina,2007-10-01,32,32
TOLATA,otras vacunaciones,antirrabica canina,2007-10-01,65,65
TOLEDO,otras vacunaciones,antirrabica canina,2007-10-01,502,502
TOMAVE,otras vacunaciones,antirrabica canina,2007-10-01,137,137
TOMINA,otras vacunaciones,antirrabica canina,2007-10-01,200,200
TORO TORO,otras vacunaciones,antirrabica canina,2007-10-01,50,50
TOTORA(CBBA),otras vacunaciones,antirrabica canina,2007-10-01,72,72
TRINIDAD,otras vacunaciones,antirrabica canina,2007-10-01,786,786
TUPIZA,otras vacunaciones,antirrabica canina,2007-10-01,469,469
TURCO,otras vacunaciones,antirrabica canina,2007-10-01,83,83
UMALA,otras vacunaciones,antirrabica canina,2007-10-01,16,16
UNCIA,otras vacunaciones,antirrabica canina,2007-10-01,351,351
URIONDO (A. CONCEPCION),otras vacunaciones,antirrabica canina,2007-10-01,1120,1120
URUBICHA,otras vacunaciones,antirrabica canina,2007-10-01,252,252
UYUNI,otras vacunaciones,antirrabica canina,2007-10-01,370,370
VALLEGRANDE,otras vacunaciones,antirrabica canina,2007-10-01,692,692
VIACHA,otras vacunaciones,antirrabica canina,2007-10-01,33,33
VILA VILA,otras vacunaciones,antirrabica canina,2007-10-01,31,31
VILLA MONTES,otras vacunaciones,antirrabica canina,2007-10-01,83,83
VILLA NUEVA (LOMA ALTA),otras vacunaciones,antirrabica canina,2007-10-01,17,17
VILLA SERRANO,otras vacunaciones,antirrabica canina,2007-10-01,8,8
VILLA TUNARI,otras vacunaciones,antirrabica canina,2007-10-01,513,513
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,antirrabica canina,2007-10-01,932,932
VILLAZON,otras vacunaciones,antirrabica canina,2007-10-01,1167,1167
VINTO,otras vacunaciones,antirrabica canina,2007-10-01,325,325
VITICHI,otras vacunaciones,antirrabica canina,2007-10-01,70,70
WALDO BALLIVIAN,otras vacunaciones,antirrabica canina,2007-10-01,17,17
WARNES,otras vacunaciones,antirrabica canina,2007-10-01,66,66
YAMPARAEZ,otras vacunaciones,antirrabica canina,2007-10-01,159,159
YANACACHI,otras vacunaciones,antirrabica canina,2007-10-01,137,137
YAPACANI,otras vacunaciones,antirrabica canina,2007-10-01,40,40
YOCALLA,otras vacunaciones,antirrabica canina,2007-10-01,8,8
YOTALA,otras vacunaciones,antirrabica canina,2007-10-01,145,145
YUNCHARA,otras vacunaciones,antirrabica canina,2007-10-01,103,103
ACHACACHI,otras vacunaciones,antirrabica canina,2007-11-01,126,126
AIQUILE,otras vacunaciones,antirrabica canina,2007-11-01,114,114
ALALAY,otras vacunaciones,antirrabica canina,2007-11-01,6,6
ANCORAIMES,otras vacunaciones,antirrabica canina,2007-11-01,30,30
ANDAMARCA,otras vacunaciones,antirrabica canina,2007-11-01,29,29
ANTEQUERA,otras vacunaciones,antirrabica canina,2007-11-01,20,20
ANZALDO,otras vacunaciones,antirrabica canina,2007-11-01,130,130
ARANI,otras vacunaciones,antirrabica canina,2007-11-01,17,17
ARBIETO,otras vacunaciones,antirrabica canina,2007-11-01,213,213
ARQUE,otras vacunaciones,antirrabica canina,2007-11-01,108,108
ASCENCION DE GUARAYOS,otras vacunaciones,antirrabica canina,2007-11-01,1670,1670
AYATA,otras vacunaciones,antirrabica canina,2007-11-01,5,5
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,antirrabica canina,2007-11-01,131,131
BAURES,otras vacunaciones,antirrabica canina,2007-11-01,816,816
BERMEJO,otras vacunaciones,antirrabica canina,2007-11-01,91,91
BETANZOS,otras vacunaciones,antirrabica canina,2007-11-01,95,95
BOLIVAR,otras vacunaciones,antirrabica canina,2007-11-01,92,92
BUENA VISTA,otras vacunaciones,antirrabica canina,2007-11-01,20,20
CABEZAS,otras vacunaciones,antirrabica canina,2007-11-01,35,35
"CAIZA ""D""",otras vacunaciones,antirrabica canina,2007-11-01,80,80
CAJUATA,otras vacunaciones,antirrabica canina,2007-11-01,40,40
CALAMARCA,otras vacunaciones,antirrabica canina,2007-11-01,129,129
CAMARGO,otras vacunaciones,antirrabica canina,2007-11-01,77,77
CAMIRI,otras vacunaciones,antirrabica canina,2007-11-01,300,300
CAPINOTA,otras vacunaciones,antirrabica canina,2007-11-01,183,183
CAQUIAVIRI,otras vacunaciones,antirrabica canina,2007-11-01,19,19
CARACOLLO,otras vacunaciones,antirrabica canina,2007-11-01,97,97
CARANAVI,otras vacunaciones,antirrabica canina,2007-11-01,35,35
CARAPARI,otras vacunaciones,antirrabica canina,2007-11-01,27,27
CATACORA,otras vacunaciones,antirrabica canina,2007-11-01,6,6
CHALLAPATA,otras vacunaciones,antirrabica canina,2007-11-01,233,233
CHAQUI,otras vacunaciones,antirrabica canina,2007-11-01,10,10
CHAYANTA,otras vacunaciones,antirrabica canina,2007-11-01,67,67
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,antirrabica canina,2007-11-01,86,86
CLIZA,otras vacunaciones,antirrabica canina,2007-11-01,2293,2293
COCHABAMBA,otras vacunaciones,antirrabica canina,2007-11-01,6466,6466
COIPASA,otras vacunaciones,antirrabica canina,2007-11-01,5,5
COLCAPIRHUA,otras vacunaciones,antirrabica canina,2007-11-01,1412,1412
"COLCHA ""K""",otras vacunaciones,antirrabica canina,2007-11-01,35,35
COLOMI,otras vacunaciones,antirrabica canina,2007-11-01,67,67
COLQUECHACA,otras vacunaciones,antirrabica canina,2007-11-01,35,35
COLQUENCHA,otras vacunaciones,antirrabica canina,2007-11-01,51,51
COLQUIRI,otras vacunaciones,antirrabica canina,2007-11-01,146,146
