municipality,group,variable,month,Vacunaciones antiamarílica en personas a part,TOTAL
TARABUCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-09-01,140,140
TARATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-09-01,2,2
TARIJA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-09-01,380,380
TARVITA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-09-01,20,20
TEOPONTE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-09-01,7,7
TIAWANACU,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-09-01,7,7
TINGUIPAYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-09-01,11,11
TIPUANI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-09-01,4,4
TIQUIPAYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-09-01,35,35
TIRAQUE (CBBA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-09-01,118,118
TOCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-09-01,96,96
TOLATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-09-01,250,250
TOLEDO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-09-01,3,3
TOMAVE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-09-01,4,4
TOMINA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-09-01,3,3
TORO TORO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-09-01,12,12
TOTORA(CBBA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-09-01,32,32
TOTORA(ORR),otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-09-01,1,1
TRINIDAD,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-09-01,624,624
TUPIZA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-09-01,45,45
UNCIA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-09-01,44,44
URIONDO (A. CONCEPCION),otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-09-01,12,12
URUBICHA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-09-01,1,1
UYUNI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-09-01,6,6
VACAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-09-01,18,18
VALLEGRANDE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-09-01,12,12
VIACHA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-09-01,11,11
VILA VILA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-09-01,33,33
VILLA MONTES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-09-01,175,175
VILLA NUEVA (LOMA ALTA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-09-01,1,1
VILLA SERRANO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-09-01,27,27
VILLA TUNARI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-09-01,667,667
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-09-01,62,62
VILLAZON,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-09-01,43,43
VINTO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-09-01,65,65
VITICHI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-09-01,1,1
WARNES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-09-01,100,100
YACO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-09-01,7,7
YACUIBA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-09-01,208,208
YANACACHI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-09-01,25,25
YAPACANI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-09-01,38,38
YOCALLA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-09-01,1,1
ZUDAÑEZ,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-09-01,33,33
ACHACACHI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,16,16
AIQUILE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,15,15
ALALAY,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,10,10
ALCALA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,22,22
ANDAMARCA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,3,3
ANTEQUERA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,6,6
ANZALDO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,2,2
APOLO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,16,16
ARQUE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,1,1
ASCENCION DE GUARAYOS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,9,9
ATOCHA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,1,1
AUCAPATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,1,1
AYATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,46,46
BATALLAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,11,11
BAURES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,251,251
BERMEJO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,13,13
BETANZOS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,31,31
BOLIVAR,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,3,3
BOLPEBRA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,1,1
BUENA VISTA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,5,5
CABEZAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,7,7
CAJUATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,23,23
CALACOTO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,9,9
CALAMARCA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,24,24
CAMARGO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,8,8
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,4,4
CAMIRI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,25,25
CAPINOTA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,101,101
CAQUIAVIRI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,3,3
CARANAVI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,84,84
CARMEN RIVERO TORREZ,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,3,3
CATACORA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,3,3
CHALLAPATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,8,8
CHARAGUA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,2,2
CHIMORE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,23,23
CHOQUE COTA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,6,6
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,44,44
CHUMA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,9,9
CLIZA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,18,18
COBIJA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,162,162
COCHABAMBA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,924,924
COLCAPIRHUA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,6,6
COLLANA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,1,1
COLOMI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,18,18
COLQUECHACA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,16,16
COLQUENCHA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,1,1
COLQUIRI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,21,21
COMANCHE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,5,5
COMARAPA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,22,22
CONCEPCION,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,4,4
COPACABANA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,4,4
CORIPATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,1,1
CORO CORO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,1,1
COROICO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,11,11
CORQUE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,1,1
COTAGAITA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,97,97
COTOCA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,2,2
CUATRO CAÑADAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,28,28
CUEVO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,2,2
CULPINA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,31,31
CURAHUARA DE CARANGAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,4,4
CURVA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,2,2
DESAGUADERO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,1,1
EL ALTO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,3473,3473
EL CHORO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,1,1
EL PUENTE(STC),otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,5,5
EL TORNO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,20,20
EL VILLAR,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,6,6
ENTRE RIOS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,19,19
ENTRE RIOS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,40,40
EUCALIPTUS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,1,1
EUREKA (SANTOS MERCADO),otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,3,3
EXALTACION,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,38,38
FERNANDEZ ALONSO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,1,1
FILADELFIA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,37,37
GENERAL SAAVEDRA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,33,33
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,3,3
GUANAY,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,4,4
GUAQUI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,3,3
GUAYARAMERIN,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,516,516
GUTIERREZ,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,1,1
HUACARETA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,8,8
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,3,3
HUANUNI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,16,16
HUARACAJE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,45,45
ICLA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,8,8
INCAHUASI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,1444,1444
INQUISIVI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,11,11
IRUPANA (VILLA DE LANZA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,270,270
IXIAMAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,2,2
JESUS DE MACHACA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,10,10
LA ASUNTA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,56,56
LA GUARDIA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,22,22
LA PAZ,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,2367,2367
LAGUNILLAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,1,1
LAJA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,6,6
LICOMA PAMPA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,15,15
LLALLAGUA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,39,39
LORETO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,326,326
MACHARETI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,49,49
MAGDALENA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,123,123
MAIRANA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,16,16
MAPIRI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,7,7
MECAPACA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,28,28
MINEROS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,24,24
MIZQUE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,51,51
MOJOCOYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,14,14
MONTEAGUDO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,577,577
MONTERO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,125,125
MOROCHATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,17,17
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,18,18
OCURI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,22,22
OKINAWA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,1,1
OMEREQUE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,3,3
ORURO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,209,209
PADCAYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,9,9
PADILLA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,8,8
PAILON,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,1,1
PALCA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,22,22
PALOS BLANCOS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,12,12
PAMPA GRANDE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,3,3
PASORAPA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,4,4
PATACAMAYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,3,3
PAZÑA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,3,3
POCOATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,16,16
POCONA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,3,3
POJO (CBBA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,27,27
POOPO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,4,4
PORCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,20,20
POROMA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,9,9
PORONGO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,15,15
PORTACHUELO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,4,4
PORVENIR,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,1,1
POSTRER VALLE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,10,10
POTOSI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,2901,2901
PRESTO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,3,3
PUCARA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,20,20
PUCARANI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,6,6
PUERTO ACOSTA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,20,20
PUERTO CARABUCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,4,4
PUERTO PEREZ,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,2,2
PUERTO QUIJARRO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,2,2
PUERTO RICO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,15,15
PUERTO SILES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,2,2
PUERTO SUAREZ,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,18,18
PUERTO VILLARROEL,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,167,167
PUNA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,8,8
PUNATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,17,17
QUIABAYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,2,2
QUILLACOLLO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,108,108
QUIME,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,4,4
QUIRUSILLAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,1,1
RAVELO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,9,9
REYES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,143,143
RIBERALTA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,1134,1134
ROBORE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,5,5
RURRENABAQUE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,238,238
SACABA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,578,578
SACACA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,6,6
SAIPINA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,9,9
SALINAS DE GARCI MENDOZA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,1,1
SAMAIPATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,17,17
SAN ANDRES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,95,95
SAN ANTONIO DE LOMERIO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,14,14
SAN BENITO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,1,1
SAN BORJA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,4023,4023
SAN BUENA VENTURA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,9,9
SAN IGNACIO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,668,668
SAN IGNACIO DE VELASCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,137,137
SAN JAVIER(BNI),otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,46,46
SAN JAVIER(STC),otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,1,1
SAN JOAQUIN,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,48,48
SAN JOSE DE CHIQUITOS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,49,49
SAN JULIAN,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,229,229
SAN LORENZO(TJA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,22,22
SAN LUCAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,99,99
SAN MATIAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,15,15
SAN MIGUEL DE VELASCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,13,13
SAN PEDRO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,13,13
SAN PEDRO DE BUENA VISTA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,26,26
SAN PEDRO DE TIQUINA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,9,9
SAN RAFAEL,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,4,4
SAN RAMON,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,1,1
SANTA ANA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,55,55
SANTA CRUZ DE LA SIERRA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,5348,5348
SANTA ROSA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,25,25
SANTA ROSA DEL SARA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,7,7
SANTIVAÑES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,2,2
SAPAHAQUI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,1,1
SICA SICA (VILLA AROMA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,1,1
SIPE SIPE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,68,68
SOPACHUY,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,11,11
SORACACHI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,2,2
SORATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,21,21
SUCRE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,623,623
TACOBAMBA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,19,19
TACOPAYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,10,10
TARABUCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,107,107
TARACO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,2,2
TARIJA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,180,180
TARVITA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,43,43
TEOPONTE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,7,7
TIAWANACU,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,1675,1675
TINGUIPAYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,83,83
TIPUANI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,3,3
TIQUIPAYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,15,15
TIRAQUE (CBBA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,74,74
TOCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,15,15
TOLATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,7,7
TOLEDO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,2,2
TOMINA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,75,75
TORO TORO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,10,10
TOTORA(CBBA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,6,6
TOTORA(ORR),otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,1,1
TRIGAL,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,1,1
TRINIDAD,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,1327,1327
TUPIZA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,20,20
TURCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,2,2
UNCIA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,3,3
URIONDO (A. CONCEPCION),otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,3,3
UYUNI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,38,38
VACAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,19,19
VALLEGRANDE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,217,217
VIACHA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,52,52
VILLA MONTES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,106,106
VILLA RIVERO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,93,93
VILLA SERRANO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,115,115
VILLA TUNARI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,327,327
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,23,23
VILLAZON,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,60,60
VINTO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,22,22
WARNES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,204,204
YACO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,3,3
YACUIBA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,112,112
YANACACHI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,31,31
YAPACANI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,39,39
YOCALLA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,6,6
YOTALA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,1,1
YUNCHARA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,24,24
ZUDAÑEZ,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-10-01,121,121
ACHACACHI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-11-01,15,15
ACHOCALLA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-11-01,4,4
AIQUILE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-11-01,15,15
ANDAMARCA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-11-01,2,2
ANZALDO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-11-01,2,2
APOLO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-11-01,56,56
ARAMPAMPA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-11-01,1,1
ARANI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-11-01,3,3
ARBIETO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-11-01,5,5
ARQUE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-11-01,22,22
ASCENCION DE GUARAYOS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-11-01,8,8
ATOCHA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-11-01,4,4
AYATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-11-01,3,3
AYO AYO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-11-01,2,2
