,group,variable,month,TOTAL DT 4TA. DOSIS DE 10 A 49 AÑOS DENTRO,TOTAL DT 4TA. DOSIS DE 10 A 49 AÑOS DENTRO,TOTAL DT 4TA. DOSIS DE 10 A 49 AÑOS FUERA,TOTAL DT 4TA. DOSIS DE 10 A 49 AÑOS FUERA,TOTALES,TOTALES,TOTALES
QUIME,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-10-01,0,1,7,5,7,6,13
RAVELO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-10-01,0,0,7,5,7,5,12
REYES,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-10-01,0,0,0,1,0,1,1
RIBERALTA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-10-01,1,6,0,0,1,6,7
ROBORE,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-10-01,1,5,520,336,521,341,862
SACABA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-10-01,3,29,185,50,188,79,267
SACABAMBA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-10-01,6,3,0,0,6,3,9
SAIPINA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-10-01,1,1,149,124,150,125,275
SALINAS DE GARCI MENDOZA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-10-01,0,1,0,0,0,1,1
SAMAIPATA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-10-01,10,14,1,3,11,17,28
SAN AGUSTIN,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-10-01,0,1,10,16,10,17,27
SAN ANDRES,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-10-01,0,0,0,8,0,8,8
SAN ANTONIO DE LOMERIO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-10-01,0,0,0,3,0,3,3
SAN BENITO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-10-01,1,4,0,2,1,6,7
SAN BORJA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-10-01,0,12,5,30,5,42,47
SAN CARLOS,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-10-01,2,10,35,36,37,46,83
SAN IGNACIO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-10-01,4,18,16,21,20,39,59
SAN IGNACIO DE VELASCO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-10-01,2,12,17,33,19,45,64
SAN JAVIER(BNI),otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-10-01,0,1,0,2,0,3,3
SAN JAVIER(STC),otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-10-01,2,4,3,7,5,11,16
SAN JOSE DE CHIQUITOS,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-10-01,0,25,6,18,6,43,49
SAN JUAN DE YAPACANI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-10-01,0,0,0,8,0,8,8
SAN JULIAN,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-10-01,5,7,11,10,16,17,33
SAN LORENZO(PND),otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-10-01,0,0,0,1,0,1,1
SAN LORENZO(TJA),otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-10-01,1,4,0,1,1,5,6
SAN LUCAS,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-10-01,41,102,57,74,98,176,274
SAN MATIAS,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-10-01,1,3,0,3,1,6,7
SAN MIGUEL DE VELASCO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-10-01,1,11,0,6,1,17,18
SAN PEDRO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-10-01,0,7,2,5,2,12,14
SAN PEDRO DE BUENA VISTA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-10-01,0,0,0,4,0,4,4
SAN PEDRO DE CURAHUARA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-10-01,0,0,0,1,0,1,1
SAN PEDRO DE TIQUINA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-10-01,0,0,2,7,2,7,9
SAN RAMON BENI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-10-01,0,3,1,0,1,3,4
SAN RAMON SCZ,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-10-01,0,1,0,0,0,1,1
SANTA ANA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-10-01,1,2,1,0,2,2,4
SANTA CRUZ DE LA SIERRA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-10-01,218,645,1024,1204,1242,1849,3091
SANTA ROSA DEL SARA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-10-01,1,2,16,19,17,21,38
SANTIAGO DE HUARI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-10-01,1,0,0,0,1,0,1
SANTIAGO DE HUATA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-10-01,1,0,0,0,1,0,1
SANTIAGO DE MACHACA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-10-01,0,1,0,0,0,1,1
SANTIVAÑES,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-10-01,0,0,0,1,0,1,1
SAPAHAQUI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-10-01,0,0,0,1,0,1,1
SENA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-10-01,0,0,0,1,0,1,1
SHINAOTA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-10-01,0,2,21,39,21,41,62
SICA SICA (VILLA AROMA),otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-10-01,0,3,140,184,140,187,327
SICAYA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-10-01,0,1,0,1,0,2,2
SIPE SIPE,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-10-01,0,7,1,3,1,10,11
SOPACHUY,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-10-01,6,1,8,8,14,9,23
SORACACHI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-10-01,0,1,0,0,0,1,1
SORATA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-10-01,0,5,1,5,1,10,11
SUCRE,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-10-01,17,59,470,696,487,755,1242
TACACHI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-10-01,0,1,0,2,0,3,3
TACACOMA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-10-01,0,3,0,0,0,3,3
TACOPAYA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-10-01,0,0,1,0,1,0,1
TAPACARI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-10-01,0,2,1,5,1,7,8
TARABUCO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-10-01,0,0,0,4,0,4,4
TARATA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-10-01,1,0,6,5,7,5,12
TARIJA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-10-01,24,77,70,144,94,221,315
TARVITA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-10-01,1,1,1,0,2,1,3
TIAWANACU,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-10-01,0,2,3,0,3,2,5
TINGUIPAYA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-10-01,0,0,0,2,0,2,2
TIQUIPAYA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-10-01,1,7,38,25,39,32,71
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-10-01,1,0,3,2,4,2,6
TOLATA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-10-01,0,2,0,0,0,2,2
TOLEDO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-10-01,0,0,0,1,0,1,1
TOMAVE,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-10-01,0,1,0,0,0,1,1
TOMINA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-10-01,1,0,34,24,35,24,59
TOTORA(CBBA),otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-10-01,76,88,7,26,83,114,197
TRIGAL,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-10-01,0,0,0,5,0,5,5
TRINIDAD,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-10-01,0,26,16,25,16,51,67
TUPIZA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-10-01,0,3,59,71,59,74,133
TURCO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-10-01,0,1,0,0,0,1,1
UMALA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-10-01,1,0,0,0,1,0,1
UNCIA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-10-01,0,0,2,3,2,3,5
URIONDO (A. CONCEPCION),otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-10-01,1,2,0,0,1,2,3
URUBICHA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-10-01,4,0,0,5,4,5,9
UYUNI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-10-01,0,1,0,0,0,1,1
VACAS,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-10-01,0,1,2,0,2,1,3
VALLEGRANDE,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-10-01,2,14,0,2,2,16,18
VIACHA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-10-01,0,17,0,5,0,22,22
VILA VILA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-10-01,0,0,0,4,0,4,4
VILLA CHARCAS,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-10-01,38,52,29,49,67,101,168
VILLA MONTES,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-10-01,5,2,3,5,8,7,15
VILLA NUEVA (LOMA ALTA),otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-10-01,0,0,0,4,0,4,4
VILLA RIVERO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-10-01,0,1,0,0,0,1,1
VILLA SERRANO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-10-01,1,0,7,12,8,12,20
VILLA TUNARI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-10-01,8,14,119,113,127,127,254
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-10-01,2,0,1,1,3,1,4
VILLAZON,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-10-01,2,35,1,1,3,36,39
VINTO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-10-01,3,31,4,14,7,45,52
VITICHI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-10-01,0,1,5,2,5,3,8
WARNES,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-10-01,98,65,26,53,124,118,242
YACO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-10-01,1,1,0,0,1,1,2
YACUIBA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-10-01,17,8,5,11,22,19,41
YAMPARAEZ,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-10-01,1,1,1,3,2,4,6
YANACACHI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-10-01,0,2,20,22,20,24,44
YAPACANI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-10-01,5,7,28,56,33,63,96
YOCALLA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-10-01,0,0,18,35,18,35,53
YOTALA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-10-01,0,3,40,9,40,12,52
ZUDAÑEZ,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-10-01,0,0,1,1,1,1,2
ACHACACHI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,2,7,16,20,18,27,45
ACHOCALLA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,0,5,39,62,39,67,106
AIQUILE,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,6,17,84,67,90,84,174
ALALAY,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,0,0,4,5,4,5,9
ALCALA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,0,0,7,13,7,13,20
ALTO BENI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,0,0,4,1,4,1,5
ANCORAIMES,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,0,4,0,0,0,4,4
ANDAMARCA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,2,1,1,0,3,1,4
ANTEQUERA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,0,0,0,2,0,2,2
ANZALDO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,0,0,0,15,0,15,15
APOLO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,0,1,0,1,0,2,2
ARAMPAMPA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,0,0,0,2,0,2,2
ARANI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,0,1,0,6,0,7,7
ARBIETO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,0,1,9,20,9,21,30
ARQUE,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,0,0,0,2,0,2,2
ASCENCION DE GUARAYOS,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,1,28,0,9,1,37,38
ATOCHA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,0,1,0,2,0,3,3
AYATA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,0,0,29,16,29,16,45
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,1,1,2,14,3,15,18
AZURDUY,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,0,0,9,16,9,16,25
BATALLAS,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,0,2,86,91,86,93,179
BAURES,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,0,0,0,5,0,5,5
BELEN DE ANDAMARCA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,1,2,0,0,1,2,3
BELEN DE URMIRI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,0,0,2,16,2,16,18
BELLA FLOR,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,0,0,0,6,0,6,6
BERMEJO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,5,4,2,4,7,8,15
BETANZOS,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,0,0,89,125,89,125,214
BOLIVAR,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,0,2,0,1,0,3,3
BOLPEBRA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,0,1,0,0,0,1,1
BOYUIBE,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,2,3,2,7,4,10,14
BUENA VISTA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,0,5,53,59,53,64,117
CABEZAS,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,13,29,79,58,92,87,179
CAIROMA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,0,4,6,7,6,11,17
"CAIZA ""D""",otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,0,1,0,1,0,2,2
CAJUATA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,0,1,0,1,0,2,2
CALAMARCA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,0,0,0,3,0,3,3
CAMARGO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,3,21,9,34,12,55,67
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,0,0,1,4,1,4,5
CAMIRI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,190,174,59,62,249,236,485
CAPINOTA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,0,5,13,69,13,74,87
CARACOLLO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,1,1,0,4,1,5,6
CARANAVI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,0,6,1,3,1,9,10
CARAPARI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,3,0,81,78,84,78,162
CARIPUYO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,0,2,0,0,0,2,2
CARMEN RIVERO TORREZ,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,1,4,0,1,1,5,6
CATACORA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,0,0,0,1,0,1,1
CHACARILLA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,0,0,2,4,2,4,6
CHALLAPATA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,1,3,33,38,34,41,75
CHAQUI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,0,1,0,0,0,1,1
CHARAGUA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,0,1,126,83,126,84,210
CHAYANTA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,0,0,40,50,40,50,90
CHIMORE,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,2,10,0,10,2,20,22
CHIPAYA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,0,1,0,0,0,1,1
CHOQUE COTA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,1,0,0,0,1,0,1
CHUA COCANI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,0,4,72,75,72,79,151
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,0,0,8,3,8,3,11
CHUMA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,0,0,0,2,0,2,2
CKOCHAS,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,0,0,55,59,55,59,114
CLIZA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,1,7,6,23,7,30,37
COBIJA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,4,21,21,28,25,49,74
COCHABAMBA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,34,153,289,405,323,558,881
COLCAPIRHUA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,1,13,19,33,20,46,66
"COLCHA ""K""",otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,0,5,15,17,15,22,37
COLOMI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,0,9,4,1,4,10,14
COLPA BELGICA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,0,0,2,1,2,1,3
COLQUECHACA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,0,1,0,0,0,1,1
COLQUENCHA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,0,1,0,1,0,2,2
COLQUIRI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,0,0,11,12,11,12,23
COMANCHE,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,0,0,3,2,3,2,5
COMARAPA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,1,1,132,134,133,135,268
CONCEPCION,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,0,9,21,33,21,42,63
COPACABANA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,0,1,0,0,0,1,1
CORIPATA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,2,0,70,81,72,81,153
CORO CORO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,0,1,0,0,0,1,1
COROICO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,0,1,0,1,0,2,2
CORQUE,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,0,1,0,1,0,2,2
COTAGAITA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,0,5,32,47,32,52,84
COTOCA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,3,17,32,102,35,119,154
CUATRO CAÑADAS,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,0,1,0,5,0,6,6
CUEVO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,1,9,2,4,3,13,16
CULPINA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,0,0,0,9,0,9,9
CURAHUARA DE CARANGAS,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,0,1,0,3,0,4,4
CURVA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,0,0,2,3,2,3,5
EL ALTO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,41,347,662,843,703,1190,1893
EL PUENTE(STC),otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,0,0,23,25,23,25,48
EL PUENTE(TJA),otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,2,0,0,3,2,3,5
EL TORNO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,42,51,450,615,492,666,1158
EL VILLAR,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,0,0,3,4,3,4,7
ENTRE RIOS TRJ,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,4,6,7,17,11,23,34
ENTRE RIOS CBBA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,66,68,0,2,66,70,136
ESCOMA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,0,2,29,34,29,36,65
EUCALIPTUS,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,0,2,0,0,0,2,2
EUREKA (SANTOS MERCADO),otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,1,0,0,0,1,0,1
GENERAL SAAVEDRA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,0,2,0,0,0,2,2
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,0,0,0,8,0,8,8
GUANAY,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,0,3,0,3,0,6,6
GUAYARAMERIN,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,3,7,17,35,20,42,62
GUTIERREZ,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,0,2,57,64,57,66,123
HUACARETA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,7,1,26,13,33,14,47
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,1,1,6,3,7,4,11
HUANUNI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,1,10,2,11,3,21,24
HUARINA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,0,0,22,24,22,24,46
HUATAJATA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,0,0,6,9,6,9,15
HUAYLLAMARCA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,2,0,0,3,2,3,5
ICLA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,5,5,0,0,5,5,10
INCAHUASI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,1,4,2,7,3,11,14
INGAVI (HUMAITA),otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,0,0,2,2,2,2,4
IRUPANA (VILLA DE LANZA),otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,0,2,0,0,0,2,2
IXIAMAS,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,1,0,14,17,15,17,32
JESUS DE MACHACA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,0,13,13,7,13,20,33
LA ASUNTA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,0,3,115,92,115,95,210
LA GUARDIA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,10,37,87,195,97,232,329
LA PAZ,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,30,199,82,178,112,377,489
LAGUNILLAS,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,0,0,2,4,2,4,6
LAJA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,0,3,1,0,1,3,4
LAS CARRERAS,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,0,1,0,0,0,1,1
LLALLAGUA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,0,6,33,39,33,45,78
LORETO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,0,0,1,4,1,4,5
MACHACAMARCA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,0,0,3,0,3,0,3
MACHARETI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,2,1,0,0,2,1,3
MAGDALENA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,0,0,0,21,0,21,21
MAPIRI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,0,8,0,9,0,17,17
MECAPACA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,0,0,9,5,9,5,14
MIZQUE,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,1,4,0,5,1,9,10
MOCOMOCO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-11-01,0,0,54,55,54,55,109
