,group,variable,month,TOTAL HEPATITIS B 1RA. DOSIS TRABAJADORES DE SALUD DENTRO,TOTAL HEPATITIS B 1RA. DOSIS TRABAJADORES DE SALUD DENTRO,TOTAL HEPATITIS B 1RA. DOSIS TRABAJADORES DE SALUD FUERA,TOTAL HEPATITIS B 1RA. DOSIS TRABAJADORES DE SALUD FUERA,TOTALES,TOTALES,TOTALES
COROICO,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-11-01,0,1,0,0,0,1,1
CORQUE,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-11-01,0,0,1,0,1,0,1
COTAGAITA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-11-01,1,1,0,0,1,1,2
EL ALTO,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-11-01,3,16,16,33,19,49,68
EL CHORO,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-11-01,1,9,0,0,1,9,10
EL PUENTE(STC),otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-11-01,1,4,4,5,5,9,14
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-11-01,1,0,0,0,1,0,1
GUAYARAMERIN,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-11-01,13,12,0,0,13,12,25
HUANUNI,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-11-01,4,11,0,0,4,11,15
ICLA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-11-01,1,0,0,0,1,0,1
IXIAMAS,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-11-01,3,2,3,2,6,4,10
LA ASUNTA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-11-01,3,2,0,0,3,2,5
LA GUARDIA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-11-01,0,3,0,0,0,3,3
LA PAZ,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-11-01,9,30,1,6,10,36,46
LAJA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-11-01,0,2,0,0,0,2,2
LLALLAGUA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-11-01,9,10,0,0,9,10,19
MAGDALENA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-11-01,1,0,0,0,1,0,1
MAIRANA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-11-01,0,4,0,0,0,4,4
MIZQUE,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-11-01,1,3,0,0,1,3,4
MOCOMOCO,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-11-01,0,2,0,0,0,2,2
MONTERO,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-11-01,6,6,0,0,6,6,12
MORO MORO,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-11-01,1,1,0,0,1,1,2
ORURO,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-11-01,25,65,0,0,25,65,90
PAMPA GRANDE,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-11-01,1,0,0,0,1,0,1
PASORAPA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-11-01,0,1,0,0,0,1,1
POCONA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-11-01,1,1,1,1,2,2,4
PORCO,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-11-01,1,2,1,6,2,8,10
POTOSI,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-11-01,22,56,0,0,22,56,78
PUCARA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-11-01,1,0,0,0,1,0,1
PUCARANI,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-11-01,0,1,0,0,0,1,1
PUERTO ACOSTA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-11-01,0,1,0,0,0,1,1
PUERTO PEREZ,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-11-01,0,2,0,0,0,2,2
PUERTO RICO,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-11-01,0,5,0,0,0,5,5
PUERTO VILLARROEL,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-11-01,2,8,0,0,2,8,10
PUNA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-11-01,0,2,0,1,0,3,3
QUIME,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-11-01,3,3,0,0,3,3,6
RAVELO,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-11-01,1,3,0,0,1,3,4
SAN BORJA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-11-01,9,22,0,0,9,22,31
SAN CARLOS,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-11-01,0,4,0,0,0,4,4
SAN IGNACIO,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-11-01,1,3,0,0,1,3,4
SAN JOSE DE CHIQUITOS,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-11-01,0,1,0,0,0,1,1
SAN JULIAN,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-11-01,2,2,0,0,2,2,4
SAN LORENZO(PND),otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-11-01,5,2,0,0,5,2,7
SAN LUCAS,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-11-01,3,5,0,0,3,5,8
SAN PEDRO DE TIQUINA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-11-01,0,3,0,0,0,3,3
SANTA CRUZ DE LA SIERRA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-11-01,4,39,0,0,4,39,43
SANTA ROSA DEL SARA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-11-01,1,2,0,0,1,2,3
SANTIAGO DE HUATA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-11-01,10,11,0,0,10,11,21
SAPAHAQUI,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-11-01,0,2,0,0,0,2,2
SENA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-11-01,11,14,0,0,11,14,25
SUCRE,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-11-01,9,13,0,0,9,13,22
TARIJA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-11-01,12,20,1,5,13,25,38
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-11-01,0,4,0,0,0,4,4
TOLEDO,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-11-01,0,1,7,0,7,1,8
TOMAVE,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-11-01,1,9,0,0,1,9,10
TRINIDAD,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-11-01,11,5,0,0,11,5,16
UYUNI,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-11-01,13,37,0,0,13,37,50
VIACHA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-11-01,3,2,0,0,3,2,5
VILLA MONTES,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-11-01,0,1,0,0,0,1,1
VILLA TUNARI,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-11-01,6,6,0,0,6,6,12
VILLAZON,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-11-01,3,4,0,0,3,4,7
YACUIBA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-11-01,1,3,0,0,1,3,4
YANACACHI,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-11-01,4,1,0,0,4,1,5
ALTO BENI,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-12-01,2,1,0,0,2,1,3
ANDAMARCA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-12-01,1,0,0,0,1,0,1
ATOCHA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-12-01,0,2,0,0,0,2,2
BERMEJO,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-12-01,1,8,0,0,1,8,9
BOLPEBRA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-12-01,0,0,0,1,0,1,1
BUENA VISTA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-12-01,1,1,0,0,1,1,2
CABEZAS,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-12-01,0,1,0,0,0,1,1
CALAMARCA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-12-01,2,2,0,0,2,2,4
CAPINOTA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-12-01,25,27,0,0,25,27,52
CHALLAPATA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-12-01,0,0,2,1,2,1,3
CHIMORE,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-12-01,0,1,0,0,0,1,1
CHOQUE COTA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-12-01,6,2,0,0,6,2,8
CHUA COCANI,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-12-01,1,0,0,0,1,0,1
COBIJA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-12-01,4,6,0,0,4,6,10
COCAPATA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-12-01,0,1,0,0,0,1,1
COCHABAMBA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-12-01,21,96,0,0,21,96,117
COLLANA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-12-01,8,6,1,0,9,6,15
COLPA BELGICA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-12-01,0,2,0,0,0,2,2
COLQUECHACA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-12-01,0,1,0,0,0,1,1
COLQUENCHA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-12-01,2,4,0,0,2,4,6
COPACABANA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-12-01,0,0,1,1,1,1,2
COROICO,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-12-01,0,1,0,0,0,1,1
CORQUE,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-12-01,1,2,0,0,1,2,3
EL ALTO,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-12-01,13,43,8,16,21,59,80
EL PUENTE(STC),otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-12-01,0,2,0,0,0,2,2
EL PUENTE(TJA),otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-12-01,0,2,0,0,0,2,2
ENTRE RIOS TRJ,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-12-01,3,4,2,0,5,4,9
ENTRE RIOS CBBA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-12-01,2,11,0,0,2,11,13
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-12-01,1,0,0,0,1,0,1
HUACHACALLA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-12-01,1,0,0,0,1,0,1
HUANUNI,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-12-01,1,6,0,0,1,6,7
HUMANATA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-12-01,1,1,0,0,1,1,2
LA GUARDIA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-12-01,0,0,0,2,0,2,2
LA PAZ,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-12-01,14,42,0,1,14,43,57
MACHACAMARCA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-12-01,6,3,0,0,6,3,9
MAPIRI,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-12-01,1,0,0,0,1,0,1
MIZQUE,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-12-01,1,3,0,0,1,3,4
MONTEAGUDO,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-12-01,3,3,0,0,3,3,6
MONTERO,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-12-01,1,2,0,0,1,2,3
MORO MORO,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-12-01,0,1,0,0,0,1,1
ORURO,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-12-01,70,100,1,1,71,101,172
PAILON,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-12-01,0,0,5,2,5,2,7
PORVENIR,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-12-01,5,4,0,0,5,4,9
POTOSI,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-12-01,25,24,1,1,26,25,51
PUERTO VILLARROEL,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-12-01,0,4,0,0,0,4,4
PUNA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-12-01,1,3,0,0,1,3,4
RAVELO,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-12-01,2,0,0,0,2,0,2
ROBORE,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-12-01,0,2,0,0,0,2,2
SAIPINA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-12-01,0,1,0,0,0,1,1
SAN AGUSTIN,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-12-01,4,3,0,0,4,3,7
SAN BORJA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-12-01,2,5,0,0,2,5,7
SAN IGNACIO,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-12-01,1,0,0,0,1,0,1
SANTA ANA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-12-01,5,4,0,0,5,4,9
SANTA CRUZ DE LA SIERRA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-12-01,14,28,0,0,14,28,42
SANTA ROSA DEL SARA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-12-01,2,4,0,0,2,4,6
SANTIAGO DE HUATA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-12-01,1,1,0,0,1,1,2
SAPAHAQUI,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-12-01,2,6,0,0,2,6,8
SORATA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-12-01,0,0,12,13,12,13,25
SUCRE,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-12-01,13,35,0,0,13,35,48
TARIJA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-12-01,10,14,0,0,10,14,24
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-12-01,1,0,0,0,1,0,1
TOLEDO,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-12-01,2,4,0,0,2,4,6
TOMAVE,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-12-01,0,1,0,0,0,1,1
TRINIDAD,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-12-01,14,11,7,12,21,23,44
TURCO,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-12-01,9,20,0,0,9,20,29
UYUNI,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-12-01,4,4,0,0,4,4,8
VALLEGRANDE,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-12-01,0,0,0,1,0,1,1
VIACHA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-12-01,1,8,0,0,1,8,9
VILLA MONTES,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-12-01,4,3,0,0,4,3,7
VILLA TUNARI,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-12-01,1,1,0,0,1,1,2
VILLAZON,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-12-01,1,8,0,0,1,8,9
YACO,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-12-01,2,3,0,0,2,3,5
YAPACANI,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-12-01,1,0,0,0,1,0,1
YOCALLA,otras vacunaciones,total hepatitis b 1ra. dosis trabajadores de salud,2015-12-01,10,9,0,0,10,9,19
