,group,variable,month,TOTAL INFLUENZA ESTACIONAL A PERSONAL DE SALUD DENTRO,TOTAL INFLUENZA ESTACIONAL A PERSONAL DE SALUD DENTRO,TOTAL INFLUENZA ESTACIONAL A PERSONAL DE SALUD FUERA,TOTAL INFLUENZA ESTACIONAL A PERSONAL DE SALUD FUERA,TOTALES,TOTALES,TOTALES
VILLA NUEVA (LOMA ALTA),otras vacunaciones,total influenza estacional a personal de salud,2015-07-01,4,6,0,1,4,7,11
VILLA RIVERO,otras vacunaciones,total influenza estacional a personal de salud,2015-07-01,1,6,0,0,1,6,7
VILLA TUNARI,otras vacunaciones,total influenza estacional a personal de salud,2015-07-01,5,13,0,0,5,13,18
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,total influenza estacional a personal de salud,2015-07-01,1,0,0,0,1,0,1
VILLAZON,otras vacunaciones,total influenza estacional a personal de salud,2015-07-01,2,5,0,0,2,5,7
VINTO,otras vacunaciones,total influenza estacional a personal de salud,2015-07-01,13,77,91,116,104,193,297
VITICHI,otras vacunaciones,total influenza estacional a personal de salud,2015-07-01,2,0,1,0,3,0,3
WALDO BALLIVIAN,otras vacunaciones,total influenza estacional a personal de salud,2015-07-01,2,0,0,0,2,0,2
WARNES,otras vacunaciones,total influenza estacional a personal de salud,2015-07-01,1,4,0,0,1,4,5
YACO,otras vacunaciones,total influenza estacional a personal de salud,2015-07-01,2,2,0,0,2,2,4
YACUIBA,otras vacunaciones,total influenza estacional a personal de salud,2015-07-01,35,61,18,33,53,94,147
YAMPARAEZ,otras vacunaciones,total influenza estacional a personal de salud,2015-07-01,0,0,1,9,1,9,10
YANACACHI,otras vacunaciones,total influenza estacional a personal de salud,2015-07-01,1,0,0,0,1,0,1
YAPACANI,otras vacunaciones,total influenza estacional a personal de salud,2015-07-01,16,9,2,2,18,11,29
YUNCHARA,otras vacunaciones,total influenza estacional a personal de salud,2015-07-01,5,3,1,1,6,4,10
ZUDAÑEZ,otras vacunaciones,total influenza estacional a personal de salud,2015-07-01,1,1,4,1,5,2,7
ACHACACHI,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,0,1,0,0,0,1,1
AIQUILE,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,0,1,0,0,0,1,1
ALTO BENI,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,2,0,0,0,2,0,2
ANDAMARCA,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,1,0,1,0,2,0,2
ANTEQUERA,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,0,1,0,0,0,1,1
APOLO,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,0,1,0,0,0,1,1
ARANI,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,0,0,2,4,2,4,6
ARBIETO,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,0,1,1,4,1,5,6
BELEN DE URMIRI,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,0,0,0,1,0,1,1
BERMEJO,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,4,3,0,0,4,3,7
CALAMARCA,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,0,1,0,0,0,1,1
CAMARGO,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,0,2,1,0,1,2,3
CAMIRI,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,0,4,0,0,0,4,4
CAQUIAVIRI,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,0,2,0,0,0,2,2
CARACOLLO,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,2,3,2,4,4,7,11
CARANAVI,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,4,2,6,4,10,6,16
CHALLAPATA,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,6,31,2,1,8,32,40
CHARAGUA,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,2,0,2,0,4,0,4
CHAYANTA,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,10,13,2,4,12,17,29
CHIMORE,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,3,1,0,0,3,1,4
CHIPAYA,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,5,0,0,0,5,0,5
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,6,5,0,0,6,5,11
CHUMA,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,6,2,0,0,6,2,8
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,3,3,0,0,3,3,6
CKOCHAS,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,8,2,0,0,8,2,10
COBIJA,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,19,52,0,5,19,57,76
COCHABAMBA,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,13,43,32,54,45,97,142
"COLCHA ""K""",otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,0,0,0,1,0,1,1
COLOMI,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,1,3,0,0,1,3,4
COLPA BELGICA,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,1,0,0,0,1,0,1
COLQUECHACA,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,0,9,14,16,14,25,39
COLQUENCHA,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,0,0,2,2,2,2,4
CONCEPCION,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,1,1,0,0,1,1,2
COPACABANA,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,1,0,0,0,1,0,1
CORIPATA,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,1,3,0,2,1,5,6
CORO CORO,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,2,4,0,0,2,4,6
COTAGAITA,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,0,7,0,0,0,7,7
COTOCA,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,1,0,0,0,1,0,1
CUATRO CAÑADAS,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,1,3,0,0,1,3,4
CURAHUARA DE CARANGAS,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,2,5,0,0,2,5,7
EL ALTO,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,68,97,26,58,94,155,249
EL CHORO,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,1,1,4,6,5,7,12
EL PUENTE(TJA),otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,0,1,0,0,0,1,1
EL TORNO,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,0,2,0,0,0,2,2
ENTRE RIOS CBBA,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,1,0,0,0,1,0,1
EUCALIPTUS,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,2,6,0,0,2,6,8
FILADELFIA,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,0,0,2,4,2,4,6
GUANAY,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,11,22,0,0,11,22,33
GUAYARAMERIN,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,2,2,0,0,2,2,4
HUANUNI,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,3,6,0,0,3,6,9
HUAYLLAMARCA,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,1,1,1,0,2,1,3
ICHOCA,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,0,0,0,1,0,1,1
IRUPANA (VILLA DE LANZA),otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,0,3,0,0,0,3,3
IXIAMAS,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,2,2,1,4,3,6,9
LA GUARDIA,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,5,25,0,1,5,26,31
LA PAZ,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,137,181,54,44,191,225,416
MAGDALENA,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,1,5,0,0,1,5,6
MAIRANA,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,3,3,0,0,3,3,6
MAPIRI,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,1,1,2,1,3,2,5
MINEROS,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,0,1,0,4,0,5,5
MONTERO,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,0,3,0,8,0,11,11
OCURI,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,3,2,1,2,4,4,8
OKINAWA,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,0,1,0,0,0,1,1
ORURO,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,40,86,2,2,42,88,130
PADCAYA,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,8,27,1,4,9,31,40
PADILLA,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,2,0,0,0,2,0,2
PAILON,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,0,3,0,2,0,5,5
PALOS BLANCOS,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,2,4,3,0,5,4,9
PAZÑA,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,0,0,1,2,1,2,3
PORCO,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,1,1,0,0,1,1,2
PORVENIR,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,0,9,0,0,0,9,9
POTOSI,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,96,124,18,27,114,151,265
PUERTO RICO,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,3,10,0,0,3,10,13
PUERTO SUAREZ,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,0,4,1,10,1,14,15
PUNA,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,0,2,3,11,3,13,16
QUILLACOLLO,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,10,8,17,13,27,21,48
QUIME,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,0,0,0,1,0,1,1
QUIRUSILLAS,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,0,1,0,0,0,1,1
RAVELO,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,0,0,0,2,0,2,2
RURRENABAQUE,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,48,82,0,0,48,82,130
SABAYA,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,0,0,6,3,6,3,9
SACABA,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,2,4,88,4,90,8,98
SAMAIPATA,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,2,5,0,0,2,5,7
SAN AGUSTIN,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,0,1,0,0,0,1,1
SAN ANDRES,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,1,1,0,0,1,1,2
SAN BORJA,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,2,2,0,0,2,2,4
SAN BUENA VENTURA,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,0,0,1,1,1,1,2
SAN CARLOS,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,0,3,0,0,0,3,3
SAN IGNACIO,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,1,3,2,1,3,4,7
SAN IGNACIO DE VELASCO,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,3,13,0,0,3,13,16
SAN JAVIER(STC),otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,1,2,0,0,1,2,3
SAN JOAQUIN,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,0,1,0,0,0,1,1
SAN JULIAN,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,1,0,0,0,1,0,1
SAN LORENZO(PND),otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,4,0,0,0,4,0,4
SAN LORENZO(TJA),otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,0,1,0,0,0,1,1
SAN MIGUEL DE VELASCO,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,2,3,0,0,2,3,5
SAN PABLO DE LIPEZ,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,1,0,0,0,1,0,1
SAN PEDRO,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,1,5,8,9,9,14,23
SAN PEDRO DE BUENA VISTA,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,11,16,6,0,17,16,33
SAN PEDRO(PND),otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,2,0,0,0,2,0,2
SAN RAMON BENI,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,8,1,0,0,8,1,9
SANTA CRUZ DE LA SIERRA,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,274,507,41,79,315,586,901
SANTA ROSA DEL SARA,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,0,5,0,0,0,5,5
SANTIAGO DE HUARI,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,7,2,1,1,8,3,11
SANTIAGO DE MACHACA,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,0,0,4,5,4,5,9
SHINAOTA,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,1,3,0,0,1,3,4
SICAYA,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,1,4,0,0,1,4,5
SORACACHI,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,0,0,1,0,1,0,1
SUCRE,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,15,43,20,37,35,80,115
TARABUCO,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,7,13,0,0,7,13,20
TARIJA,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,42,96,6,23,48,119,167
TIPUANI,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,1,2,0,0,1,2,3
TIQUIPAYA,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,0,0,10,40,10,40,50
TIRAQUE (CBBA),otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,1,1,0,0,1,1,2
TOMAVE,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,1,2,1,0,2,2,4
TORO TORO,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,7,1,8,7,15,8,23
TOTORA(CBBA),otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,0,0,1,1,1,1,2
TOTORA(ORR),otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,0,3,0,0,0,3,3
TRINIDAD,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,7,5,0,0,7,5,12
TUPIZA,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,1,7,0,0,1,7,8
TURCO,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,3,0,0,0,3,0,3
URIONDO (A. CONCEPCION),otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,1,6,3,1,4,7,11
UYUNI,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,1,3,0,0,1,3,4
VACAS,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,0,2,1,2,1,4,5
VALLEGRANDE,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,1,7,0,1,1,8,9
VIACHA,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,1,4,2,1,3,5,8
VILLA MONTES,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,15,45,0,1,15,46,61
VILLA RIVERO,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,2,0,0,0,2,0,2
VILLA TUNARI,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,9,9,0,0,9,9,18
VILLAZON,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,8,11,0,0,8,11,19
WARNES,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,1,1,0,0,1,1,2
YACUIBA,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,7,6,0,0,7,6,13
YANACACHI,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,0,1,0,0,0,1,1
YAPACANI,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,4,1,0,0,4,1,5
YUNCHARA,otras vacunaciones,total influenza estacional a personal de salud,2015-08-01,1,4,0,0,1,4,5
ANDAMARCA,otras vacunaciones,total influenza estacional a personal de salud,2015-09-01,1,0,0,0,1,0,1
ASCENCION DE GUARAYOS,otras vacunaciones,total influenza estacional a personal de salud,2015-09-01,0,1,0,0,0,1,1
BATALLAS,otras vacunaciones,total influenza estacional a personal de salud,2015-09-01,0,1,0,0,0,1,1
BAURES,otras vacunaciones,total influenza estacional a personal de salud,2015-09-01,3,7,0,0,3,7,10
BELEN DE ANDAMARCA,otras vacunaciones,total influenza estacional a personal de salud,2015-09-01,0,2,0,0,0,2,2
BELLA FLOR,otras vacunaciones,total influenza estacional a personal de salud,2015-09-01,1,2,0,0,1,2,3
BERMEJO,otras vacunaciones,total influenza estacional a personal de salud,2015-09-01,0,0,0,1,0,1,1
CABEZAS,otras vacunaciones,total influenza estacional a personal de salud,2015-09-01,6,9,0,0,6,9,15
"CAIZA ""D""",otras vacunaciones,total influenza estacional a personal de salud,2015-09-01,0,0,0,1,0,1,1
CARACOLLO,otras vacunaciones,total influenza estacional a personal de salud,2015-09-01,1,2,0,3,1,5,6
CARMEN RIVERO TORREZ,otras vacunaciones,total influenza estacional a personal de salud,2015-09-01,0,1,0,0,0,1,1
CHALLAPATA,otras vacunaciones,total influenza estacional a personal de salud,2015-09-01,0,0,0,2,0,2,2
CHIMORE,otras vacunaciones,total influenza estacional a personal de salud,2015-09-01,6,10,8,0,14,10,24
CLIZA,otras vacunaciones,total influenza estacional a personal de salud,2015-09-01,2,2,0,0,2,2,4
COBIJA,otras vacunaciones,total influenza estacional a personal de salud,2015-09-01,7,9,0,0,7,9,16
COCHABAMBA,otras vacunaciones,total influenza estacional a personal de salud,2015-09-01,10,13,0,0,10,13,23
CONCEPCION,otras vacunaciones,total influenza estacional a personal de salud,2015-09-01,6,4,0,0,6,4,10
CORO CORO,otras vacunaciones,total influenza estacional a personal de salud,2015-09-01,0,0,1,0,1,0,1
COTOCA,otras vacunaciones,total influenza estacional a personal de salud,2015-09-01,2,0,0,0,2,0,2
EL ALTO,otras vacunaciones,total influenza estacional a personal de salud,2015-09-01,55,147,56,149,111,296,407
FERNANDEZ ALONSO,otras vacunaciones,total influenza estacional a personal de salud,2015-09-01,1,2,0,2,1,4,5
GENERAL SAAVEDRA,otras vacunaciones,total influenza estacional a personal de salud,2015-09-01,3,1,0,0,3,1,4
GUANAY,otras vacunaciones,total influenza estacional a personal de salud,2015-09-01,0,1,0,0,0,1,1
HUANUNI,otras vacunaciones,total influenza estacional a personal de salud,2015-09-01,1,4,0,0,1,4,5
HUAYLLAMARCA,otras vacunaciones,total influenza estacional a personal de salud,2015-09-01,2,2,1,0,3,2,5
INGAVI (HUMAITA),otras vacunaciones,total influenza estacional a personal de salud,2015-09-01,0,0,37,27,37,27,64
LA GUARDIA,otras vacunaciones,total influenza estacional a personal de salud,2015-09-01,5,4,1,0,6,4,10
LA PAZ,otras vacunaciones,total influenza estacional a personal de salud,2015-09-01,72,72,11,24,83,96,179
MAGDALENA,otras vacunaciones,total influenza estacional a personal de salud,2015-09-01,0,1,0,0,0,1,1
MAIRANA,otras vacunaciones,total influenza estacional a personal de salud,2015-09-01,1,0,0,0,1,0,1
MIZQUE,otras vacunaciones,total influenza estacional a personal de salud,2015-09-01,1,0,1,0,2,0,2
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,total influenza estacional a personal de salud,2015-09-01,3,1,0,0,3,1,4
ORURO,otras vacunaciones,total influenza estacional a personal de salud,2015-09-01,16,26,5,14,21,40,61
PAILON,otras vacunaciones,total influenza estacional a personal de salud,2015-09-01,0,0,0,1,0,1,1
PALOS BLANCOS,otras vacunaciones,total influenza estacional a personal de salud,2015-09-01,0,1,0,0,0,1,1
PAZÑA,otras vacunaciones,total influenza estacional a personal de salud,2015-09-01,0,1,1,3,1,4,5
POJO (CBBA),otras vacunaciones,total influenza estacional a personal de salud,2015-09-01,0,1,0,0,0,1,1
PORONGO,otras vacunaciones,total influenza estacional a personal de salud,2015-09-01,2,0,1,0,3,0,3
PUERTO GONZALO MORENO,otras vacunaciones,total influenza estacional a personal de salud,2015-09-01,0,1,0,0,0,1,1
QUILLACOLLO,otras vacunaciones,total influenza estacional a personal de salud,2015-09-01,0,0,1,0,1,0,1
RIBERALTA,otras vacunaciones,total influenza estacional a personal de salud,2015-09-01,0,1,0,0,0,1,1
RURRENABAQUE,otras vacunaciones,total influenza estacional a personal de salud,2015-09-01,2,1,0,1,2,2,4
SACABA,otras vacunaciones,total influenza estacional a personal de salud,2015-09-01,1,6,0,0,1,6,7
SAN BUENA VENTURA,otras vacunaciones,total influenza estacional a personal de salud,2015-09-01,5,5,0,1,5,6,11
SAN IGNACIO,otras vacunaciones,total influenza estacional a personal de salud,2015-09-01,0,3,0,0,0,3,3
SAN IGNACIO DE VELASCO,otras vacunaciones,total influenza estacional a personal de salud,2015-09-01,2,1,0,0,2,1,3
SAN JULIAN,otras vacunaciones,total influenza estacional a personal de salud,2015-09-01,8,2,87,92,95,94,189
SAN LORENZO(PND),otras vacunaciones,total influenza estacional a personal de salud,2015-09-01,0,2,1,0,1,2,3
SAN PABLO DE LIPEZ,otras vacunaciones,total influenza estacional a personal de salud,2015-09-01,0,1,0,0,0,1,1
SAN PEDRO,otras vacunaciones,total influenza estacional a personal de salud,2015-09-01,2,4,0,0,2,4,6
SANTA CRUZ DE LA SIERRA,otras vacunaciones,total influenza estacional a personal de salud,2015-09-01,20,43,0,0,20,43,63
SANTIAGO DE HUARI,otras vacunaciones,total influenza estacional a personal de salud,2015-09-01,0,0,0,1,0,1,1
SIPE SIPE,otras vacunaciones,total influenza estacional a personal de salud,2015-09-01,1,1,0,0,1,1,2
SUCRE,otras vacunaciones,total influenza estacional a personal de salud,2015-09-01,10,4,0,0,10,4,14
TARIJA,otras vacunaciones,total influenza estacional a personal de salud,2015-09-01,2,0,0,0,2,0,2
TIRAQUE (CBBA),otras vacunaciones,total influenza estacional a personal de salud,2015-09-01,0,0,0,1,0,1,1
TRINIDAD,otras vacunaciones,total influenza estacional a personal de salud,2015-09-01,30,41,1,5,31,46,77
URIONDO (A. CONCEPCION),otras vacunaciones,total influenza estacional a personal de salud,2015-09-01,0,2,0,0,0,2,2
UYUNI,otras vacunaciones,total influenza estacional a personal de salud,2015-09-01,0,0,0,3,0,3,3
VACAS,otras vacunaciones,total influenza estacional a personal de salud,2015-09-01,0,0,0,2,0,2,2
VIACHA,otras vacunaciones,total influenza estacional a personal de salud,2015-09-01,0,5,1,4,1,9,10
VILLA MONTES,otras vacunaciones,total influenza estacional a personal de salud,2015-09-01,0,2,0,0,0,2,2
VILLA NUEVA (LOMA ALTA),otras vacunaciones,total influenza estacional a personal de salud,2015-09-01,0,0,1,0,1,0,1
VILLA RIVERO,otras vacunaciones,total influenza estacional a personal de salud,2015-09-01,2,1,0,0,2,1,3
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,total influenza estacional a personal de salud,2015-09-01,1,1,0,0,1,1,2
YAPACANI,otras vacunaciones,total influenza estacional a personal de salud,2015-09-01,0,1,0,2,0,3,3
ANDAMARCA,otras vacunaciones,total influenza estacional a personal de salud,2015-10-01,0,2,0,0,0,2,2
ARBIETO,otras vacunaciones,total influenza estacional a personal de salud,2015-10-01,0,0,0,1,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,total influenza estacional a personal de salud,2015-10-01,1,3,0,0,1,3,4
BELLA FLOR,otras vacunaciones,total influenza estacional a personal de salud,2015-10-01,0,3,0,0,0,3,3
CAMIRI,otras vacunaciones,total influenza estacional a personal de salud,2015-10-01,1,6,0,0,1,6,7
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,total influenza estacional a personal de salud,2015-10-01,0,1,0,0,0,1,1
COBIJA,otras vacunaciones,total influenza estacional a personal de salud,2015-10-01,1,2,1,0,2,2,4
COCAPATA,otras vacunaciones,total influenza estacional a personal de salud,2015-10-01,0,2,0,0,0,2,2
COCHABAMBA,otras vacunaciones,total influenza estacional a personal de salud,2015-10-01,0,1,0,0,0,1,1
COLOMI,otras vacunaciones,total influenza estacional a personal de salud,2015-10-01,0,0,1,0,1,0,1
COLQUENCHA,otras vacunaciones,total influenza estacional a personal de salud,2015-10-01,0,3,0,0,0,3,3
COTOCA,otras vacunaciones,total influenza estacional a personal de salud,2015-10-01,0,1,6,0,6,1,7
CUEVO,otras vacunaciones,total influenza estacional a personal de salud,2015-10-01,1,0,0,0,1,0,1
EL ALTO,otras vacunaciones,total influenza estacional a personal de salud,2015-10-01,8,18,10,7,18,25,43
EL TORNO,otras vacunaciones,total influenza estacional a personal de salud,2015-10-01,1,1,0,0,1,1,2
ENTRE RIOS CBBA,otras vacunaciones,total influenza estacional a personal de salud,2015-10-01,2,0,0,0,2,0,2
FERNANDEZ ALONSO,otras vacunaciones,total influenza estacional a personal de salud,2015-10-01,0,0,0,2,0,2,2
HUANUNI,otras vacunaciones,total influenza estacional a personal de salud,2015-10-01,0,2,0,0,0,2,2
LA ASUNTA,otras vacunaciones,total influenza estacional a personal de salud,2015-10-01,0,0,1,3,1,3,4
LA PAZ,otras vacunaciones,total influenza estacional a personal de salud,2015-10-01,32,53,100,119,132,172,304
MAGDALENA,otras vacunaciones,total influenza estacional a personal de salud,2015-10-01,0,1,0,0,0,1,1
MONTERO,otras vacunaciones,total influenza estacional a personal de salud,2015-10-01,0,8,0,0,0,8,8
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,total influenza estacional a personal de salud,2015-10-01,0,2,0,2,0,4,4
ORURO,otras vacunaciones,total influenza estacional a personal de salud,2015-10-01,29,28,0,10,29,38,67
PAILON,otras vacunaciones,total influenza estacional a personal de salud,2015-10-01,0,0,0,1,0,1,1
PAMPA AULLAGAS,otras vacunaciones,total influenza estacional a personal de salud,2015-10-01,0,1,0,0,0,1,1
PAZÑA,otras vacunaciones,total influenza estacional a personal de salud,2015-10-01,0,0,1,1,1,1,2
POCONA,otras vacunaciones,total influenza estacional a personal de salud,2015-10-01,0,2,0,0,0,2,2
PUERTO SUAREZ,otras vacunaciones,total influenza estacional a personal de salud,2015-10-01,1,1,0,0,1,1,2
RURRENABAQUE,otras vacunaciones,total influenza estacional a personal de salud,2015-10-01,0,0,1,0,1,0,1
SACABA,otras vacunaciones,total influenza estacional a personal de salud,2015-10-01,10,10,4,5,14,15,29
SAN BORJA,otras vacunaciones,total influenza estacional a personal de salud,2015-10-01,1,1,0,0,1,1,2
SAN CARLOS,otras vacunaciones,total influenza estacional a personal de salud,2015-10-01,1,0,0,0,1,0,1
SAN IGNACIO,otras vacunaciones,total influenza estacional a personal de salud,2015-10-01,1,2,0,0,1,2,3
SANTA CRUZ DE LA SIERRA,otras vacunaciones,total influenza estacional a personal de salud,2015-10-01,55,92,1,0,56,92,148
SANTIAGO DE HUARI,otras vacunaciones,total influenza estacional a personal de salud,2015-10-01,0,0,1,2,1,2,3
TARIJA,otras vacunaciones,total influenza estacional a personal de salud,2015-10-01,0,0,4,2,4,2,6
TRIGAL,otras vacunaciones,total influenza estacional a personal de salud,2015-10-01,0,1,0,0,0,1,1
TRINIDAD,otras vacunaciones,total influenza estacional a personal de salud,2015-10-01,6,3,40,62,46,65,111
VALLEGRANDE,otras vacunaciones,total influenza estacional a personal de salud,2015-10-01,1,3,0,0,1,3,4
VILLA MONTES,otras vacunaciones,total influenza estacional a personal de salud,2015-10-01,0,1,0,0,0,1,1
