,group,variable,month,TOTAL INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS DENTRO,TOTAL INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS DENTRO,TOTAL INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS FUERA,TOTAL INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS FUERA,TOTALES,TOTALES,TOTALES
VINTO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,299.0,0.0,62.0,0.0,361.0,361.0
VITICHI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,22.0,0.0,11.0,0.0,33.0,33.0
WALDO BALLIVIAN,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,4.0,0.0,17.0,0.0,21.0,21.0
WARNES,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,277.0,0.0,7.0,0.0,284.0,284.0
YACO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,4.0,0.0,13.0,0.0,17.0,17.0
YACUIBA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,194.0,0.0,103.0,0.0,297.0,297.0
YAMPARAEZ,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,4.0,0.0,1.0,0.0,5.0,5.0
YANACACHI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,0.0,0.0,5.0,0.0,5.0,5.0
YAPACANI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,45.0,0.0,13.0,0.0,58.0,58.0
YOCALLA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,17.0,0.0,0.0,0.0,17.0,17.0
YOTALA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,25.0,0.0,16.0,0.0,41.0,41.0
YUNCHARA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,9.0,0.0,26.0,0.0,35.0,35.0
YUNGUYO DE LITORAL,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
ZUDAÑEZ,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-06-01,0.0,2.0,0.0,10.0,0.0,12.0,12.0
ACACIO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,4.0,0.0,1.0,0.0,5.0,5.0
ACHACACHI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,9.0,0.0,10.0,0.0,19.0,19.0
AIQUILE,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,40.0,0.0,10.0,0.0,50.0,50.0
ALALAY,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,0.0,0.0,10.0,0.0,10.0,10.0
ALCALA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
ALTO BENI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,15.0,0.0,2.0,0.0,17.0,17.0
ANCORAIMES,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,12.0,0.0,11.0,0.0,23.0,23.0
ANDAMARCA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
ANTEQUERA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,8.0,0.0,0.0,0.0,8.0,8.0
ANZALDO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,6.0,0.0,8.0,0.0,14.0,14.0
APOLO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,15.0,0.0,5.0,0.0,20.0,20.0
ARAMPAMPA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,3.0,0.0,0.0,0.0,3.0,3.0
ARANI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,17.0,0.0,4.0,0.0,21.0,21.0
ARBIETO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,14.0,0.0,10.0,0.0,24.0,24.0
ARQUE,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,26.0,0.0,2.0,0.0,28.0,28.0
ASCENCION DE GUARAYOS,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,23.0,0.0,3.0,0.0,26.0,26.0
ATOCHA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,6.0,0.0,3.0,0.0,9.0,9.0
AUCAPATA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,1.0,0.0,1.0,0.0,2.0,2.0
AYO AYO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,5.0,0.0,16.0,0.0,21.0,21.0
AZURDUY,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,1.0,0.0,3.0,0.0,4.0,4.0
BATALLAS,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,17.0,0.0,0.0,0.0,17.0,17.0
BAURES,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,7.0,0.0,10.0,0.0,17.0,17.0
BELEN DE ANDAMARCA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
BELLA FLOR,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,3.0,0.0,1.0,0.0,4.0,4.0
BERMEJO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,40.0,0.0,28.0,0.0,68.0,68.0
BETANZOS,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,6.0,0.0,3.0,0.0,9.0,9.0
BOLIVAR,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,3.0,0.0,1.0,0.0,4.0,4.0
BOYUIBE,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
BUENA VISTA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,3.0,0.0,0.0,0.0,3.0,3.0
CABEZAS,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,2.0,0.0,8.0,0.0,10.0,10.0
CAIROMA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,13.0,0.0,0.0,0.0,13.0,13.0
CAJUATA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,12.0,0.0,0.0,0.0,12.0,12.0
CALACOTO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,3.0,0.0,2.0,0.0,5.0,5.0
CALAMARCA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,23.0,0.0,2.0,0.0,25.0,25.0
CAMARGO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,6.0,0.0,5.0,0.0,11.0,11.0
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
CAMIRI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,8.0,0.0,1.0,0.0,9.0,9.0
CAPINOTA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,13.0,0.0,8.0,0.0,21.0,21.0
CAQUIAVIRI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,4.0,0.0,0.0,0.0,4.0,4.0
CARACOLLO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,3.0,0.0,0.0,0.0,3.0,3.0
CARANAVI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,90.0,0.0,7.0,0.0,97.0,97.0
CARAPARI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,4.0,0.0,5.0,0.0,9.0,9.0
CARMEN RIVERO TORREZ,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,6.0,0.0,0.0,0.0,6.0,6.0
CHACARILLA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
CHALLAPATA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,7.0,0.0,33.0,0.0,40.0,40.0
CHARAGUA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,3.0,0.0,9.0,0.0,12.0,12.0
CHAYANTA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,2.0,0.0,2.0,0.0,4.0,4.0
CHIMORE,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,9.0,0.0,6.0,0.0,15.0,15.0
CHOQUE COTA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
CHUA COCANI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,0.0,0.0,3.0,0.0,3.0,3.0
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,31.0,0.0,0.0,0.0,31.0,31.0
CHUMA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,2.0,0.0,12.0,0.0,14.0,14.0
CKOCHAS,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,14.0,0.0,4.0,0.0,18.0,18.0
CLIZA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,109.0,0.0,9.0,0.0,118.0,118.0
COBIJA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,71.0,0.0,7.0,0.0,78.0,78.0
COCAPATA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,13.0,0.0,33.0,0.0,46.0,46.0
COCHABAMBA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,584.0,0.0,231.0,0.0,815.0,815.0
COIPASA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,0.0,0.0,2.0,0.0,2.0,2.0
COLCAPIRHUA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,165.0,0.0,40.0,0.0,205.0,205.0
"COLCHA ""K""",otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,10.0,0.0,2.0,0.0,12.0,12.0
COLOMI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,35.0,0.0,2.0,0.0,37.0,37.0
COLPA BELGICA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
COLQUECHACA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,25.0,0.0,10.0,0.0,35.0,35.0
COLQUENCHA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,11.0,0.0,2.0,0.0,13.0,13.0
COLQUIRI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,15.0,0.0,6.0,0.0,21.0,21.0
COMARAPA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,17.0,0.0,1.0,0.0,18.0,18.0
COMBAYA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
CONCEPCION,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,8.0,0.0,3.0,0.0,11.0,11.0
COPACABANA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,2.0,0.0,3.0,0.0,5.0,5.0
CORIPATA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,11.0,0.0,20.0,0.0,31.0,31.0
CORO CORO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,3.0,0.0,0.0,0.0,3.0,3.0
COROICO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,12.0,0.0,1.0,0.0,13.0,13.0
CORQUE,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,0.0,0.0,3.0,0.0,3.0,3.0
COTAGAITA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,10.0,0.0,5.0,0.0,15.0,15.0
COTOCA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,92.0,0.0,0.0,0.0,92.0,92.0
CRUZ DE MACHACAMARCA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
CUATRO CAÑADAS,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,0.0,0.0,9.0,0.0,9.0,9.0
CUEVO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,1.0,0.0,4.0,0.0,5.0,5.0
CULPINA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,38.0,0.0,42.0,0.0,80.0,80.0
CURAHUARA DE CARANGAS,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,6.0,0.0,3.0,0.0,9.0,9.0
CURVA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,3.0,0.0,4.0,0.0,7.0,7.0
EL ALTO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,1503.0,0.0,472.0,0.0,1975.0,1975.0
EL CHORO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,0.0,0.0,17.0,0.0,17.0,17.0
EL PUENTE(STC),otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,4.0,0.0,2.0,0.0,6.0,6.0
EL PUENTE(TJA),otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,1.0,0.0,1.0,0.0,2.0,2.0
EL TORNO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,74.0,0.0,6.0,0.0,80.0,80.0
EL VILLAR,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
ENTRE RIOS TRJ,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,15.0,0.0,5.0,0.0,20.0,20.0
ENTRE RIOS CBBA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,85.0,0.0,9.0,0.0,94.0,94.0
ESCOMA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,4.0,0.0,1.0,0.0,5.0,5.0
EUCALIPTUS,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,1.0,0.0,2.0,0.0,3.0,3.0
EXALTACION,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,4.0,0.0,0.0,0.0,4.0,4.0
FILADELFIA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,7.0,0.0,0.0,0.0,7.0,7.0
GENERAL SAAVEDRA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,4.0,0.0,2.0,0.0,6.0,6.0
GUANAY,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,23.0,0.0,2.0,0.0,25.0,25.0
GUAYARAMERIN,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,139.0,0.0,12.0,0.0,151.0,151.0
GUTIERREZ,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,5.0,0.0,12.0,0.0,17.0,17.0
HUACARETA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,10.0,0.0,4.0,0.0,14.0,14.0
HUANUNI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,31.0,0.0,6.0,0.0,37.0,37.0
HUARACAJE,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,4.0,0.0,1.0,0.0,5.0,5.0
HUAYLLAMARCA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
HUMANATA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,7.0,0.0,3.0,0.0,10.0,10.0
ICHOCA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,1.0,0.0,1.0,0.0,2.0,2.0
ICLA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
INCAHUASI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,7.0,0.0,0.0,0.0,7.0,7.0
INQUISIVI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
IRUPANA (VILLA DE LANZA),otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,14.0,0.0,3.0,0.0,17.0,17.0
IXIAMAS,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,6.0,0.0,0.0,0.0,6.0,6.0
JESUS DE MACHACA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,3.0,0.0,0.0,0.0,3.0,3.0
LA ASUNTA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,60.0,0.0,47.0,0.0,107.0,107.0
LA GUARDIA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,99.0,0.0,51.0,0.0,150.0,150.0
LA PAZ,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,1063.0,0.0,73.0,0.0,1136.0,1136.0
LAGUNILLAS,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,1.0,0.0,2.0,0.0,3.0,3.0
LAJA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,5.0,0.0,0.0,0.0,5.0,5.0
LAS CARRERAS,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,3.0,0.0,1.0,0.0,4.0,4.0
LLALLAGUA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,20.0,0.0,13.0,0.0,33.0,33.0
LLICA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,4.0,0.0,0.0,0.0,4.0,4.0
LURIBAY,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
MACHACAMARCA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
MACHARETI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
MAGDALENA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,10.0,0.0,0.0,0.0,10.0,10.0
MAIRANA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
MALLA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
MAPIRI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,10.0,0.0,2.0,0.0,12.0,12.0
MECAPACA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,0.0,0.0,2.0,0.0,2.0,2.0
MINEROS,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
MIZQUE,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,16.0,0.0,15.0,0.0,31.0,31.0
MOCOMOCO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
MONTEAGUDO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,5.0,0.0,2.0,0.0,7.0,7.0
MONTERO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,61.0,0.0,7.0,0.0,68.0,68.0
MOROCHATA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,8.0,0.0,9.0,0.0,17.0,17.0
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,2.0,0.0,5.0,0.0,7.0,7.0
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,0.0,0.0,3.0,0.0,3.0,3.0
OCURI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,0.0,0.0,16.0,0.0,16.0,16.0
OMEREQUE,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
ORURO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,192.0,0.0,81.0,0.0,273.0,273.0
PADCAYA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,10.0,0.0,6.0,0.0,16.0,16.0
PADILLA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,2.0,0.0,4.0,0.0,6.0,6.0
PAILON,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,13.0,0.0,1.0,0.0,14.0,14.0
PALCA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,2.0,0.0,13.0,0.0,15.0,15.0
PALOS BLANCOS,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,16.0,0.0,8.0,0.0,24.0,24.0
PAMPA AULLAGAS,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
PAMPA GRANDE,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,4.0,0.0,0.0,0.0,4.0,4.0
PAPEL PAMPA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,5.0,0.0,2.0,0.0,7.0,7.0
PASORAPA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
PATACAMAYA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,27.0,0.0,20.0,0.0,47.0,47.0
PELECHUCO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,4.0,0.0,0.0,0.0,4.0,4.0
POCOATA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,0.0,0.0,10.0,0.0,10.0,10.0
POCONA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,5.0,0.0,6.0,0.0,11.0,11.0
POJO (CBBA),otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,8.0,0.0,0.0,0.0,8.0,8.0
POOPO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,9.0,0.0,0.0,0.0,9.0,9.0
PORCO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,0.0,0.0,4.0,0.0,4.0,4.0
POROMA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,24.0,0.0,10.0,0.0,34.0,34.0
PORONGO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,1.0,0.0,3.0,0.0,4.0,4.0
PORTACHUELO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
PORVENIR,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,6.0,0.0,3.0,0.0,9.0,9.0
POTOSI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,70.0,0.0,6.0,0.0,76.0,76.0
PRESTO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,2.0,0.0,3.0,0.0,5.0,5.0
PUCARANI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,22.0,0.0,15.0,0.0,37.0,37.0
PUERTO ACOSTA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,0.0,0.0,11.0,0.0,11.0,11.0
PUERTO CARABUCO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,3.0,0.0,5.0,0.0,8.0,8.0
PUERTO GONZALO MORENO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,4.0,0.0,0.0,0.0,4.0,4.0
PUERTO QUIJARRO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,3.0,0.0,7.0,0.0,10.0,10.0
PUERTO RICO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,25.0,0.0,5.0,0.0,30.0,30.0
PUERTO SUAREZ,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,4.0,0.0,0.0,0.0,4.0,4.0
PUERTO VILLARROEL,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,122.0,0.0,24.0,0.0,146.0,146.0
PUNA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,15.0,0.0,12.0,0.0,27.0,27.0
PUNATA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,31.0,0.0,11.0,0.0,42.0,42.0
QUIABAYA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
QUILLACOLLO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,81.0,0.0,88.0,0.0,169.0,169.0
QUIME,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,0.0,0.0,4.0,0.0,4.0,4.0
RAVELO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,23.0,0.0,25.0,0.0,48.0,48.0
REYES,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,8.0,0.0,0.0,0.0,8.0,8.0
RIBERALTA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,50.0,0.0,12.0,0.0,62.0,62.0
ROBORE,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,7.0,0.0,5.0,0.0,12.0,12.0
RURRENABAQUE,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,1.0,0.0,1.0,0.0,2.0,2.0
SACABA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,263.0,0.0,74.0,0.0,337.0,337.0
SACABAMBA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-07-01,0.0,3.0,0.0,0.0,0.0,3.0,3.0
