,group,variable,month,TOTAL DT 1RA. DOSIS DE 10 A 49 AÑOS DENTRO,TOTAL DT 1RA. DOSIS DE 10 A 49 AÑOS DENTRO,TOTAL DT 1RA. DOSIS DE 10 A 49 AÑOS FUERA,TOTAL DT 1RA. DOSIS DE 10 A 49 AÑOS FUERA,TOTALES,TOTALES,TOTALES
SANTA ANA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-10-01,9,58,10,14,19,72,91
SANTA CRUZ DE LA SIERRA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-10-01,1994,3616,2716,2441,4710,6057,10767
SANTA ROSA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-10-01,0,3,0,0,0,3,3
SANTA ROSA DEL SARA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-10-01,14,24,13,6,27,30,57
SANTIAGO DE CALLAPA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-10-01,3,1,36,8,39,9,48
SANTIAGO DE HUARI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-10-01,1,1,0,2,1,3,4
SANTIAGO DE HUATA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-10-01,0,3,0,3,0,6,6
SANTIAGO DE MACHACA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-10-01,1,6,4,6,5,12,17
SANTIVAÑES,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-10-01,1,2,1,0,2,2,4
SANTUARIO DE QUILLACAS,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-10-01,3,8,1,3,4,11,15
SAPAHAQUI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-10-01,0,5,1,2,1,7,8
SENA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-10-01,8,25,76,94,84,119,203
SHINAOTA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-10-01,3,11,53,59,56,70,126
SICA SICA (VILLA AROMA),otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-10-01,6,19,31,17,37,36,73
SICAYA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-10-01,2,4,4,3,6,7,13
SIPE SIPE,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-10-01,20,48,22,39,42,87,129
SOPACHUY,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-10-01,5,18,0,0,5,18,23
SORACACHI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-10-01,2,6,1,7,3,13,16
SORATA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-10-01,5,21,10,38,15,59,74
SUCRE,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-10-01,201,533,550,638,751,1171,1922
TACACHI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-10-01,0,1,4,6,4,7,11
TACACOMA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-10-01,2,3,1,0,3,3,6
TACOBAMBA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-10-01,2,9,22,27,24,36,60
TACOPAYA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-10-01,0,2,21,15,21,17,38
TAPACARI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-10-01,27,42,73,110,100,152,252
TARABUCO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-10-01,3,1,17,19,20,20,40
TARACO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-10-01,0,2,0,0,0,2,2
TARATA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-10-01,2,5,11,5,13,10,23
TARIJA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-10-01,245,539,688,712,933,1251,2184
TARVITA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-10-01,2,7,4,6,6,13,19
TEOPONTE,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-10-01,2,5,0,0,2,5,7
TIAWANACU,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-10-01,3,16,26,29,29,45,74
TINGUIPAYA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-10-01,1,18,79,57,80,75,155
TIPUANI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-10-01,1,2,12,7,13,9,22
TIQUIPAYA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-10-01,19,40,89,78,108,118,226
TIRAQUE (CBBA),otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-10-01,3,25,5,24,8,49,57
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-10-01,1,0,3,0,4,0,4
TOCO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-10-01,4,2,1,0,5,2,7
TOLATA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-10-01,1,5,3,2,4,7,11
TOLEDO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-10-01,2,8,3,0,5,8,13
TOMAVE,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-10-01,5,9,10,21,15,30,45
TOMINA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-10-01,0,0,2,7,2,7,9
TORO TORO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-10-01,0,12,8,2,8,14,22
TOTORA(CBBA),otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-10-01,8,6,25,19,33,25,58
TOTORA(ORR),otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-10-01,1,2,11,6,12,8,20
TRIGAL,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-10-01,3,0,1,0,4,0,4
TRINIDAD,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-10-01,61,314,196,207,257,521,778
TUPIZA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-10-01,7,66,10,33,17,99,116
TURCO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-10-01,0,3,0,0,0,3,3
UMALA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-10-01,0,9,0,4,0,13,13
UNCIA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-10-01,23,56,51,88,74,144,218
URIONDO (A. CONCEPCION),otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-10-01,17,33,0,1,17,34,51
URUBICHA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-10-01,0,2,9,12,9,14,23
UYUNI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-10-01,17,28,0,1,17,29,46
VACAS,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-10-01,0,1,2,3,2,4,6
VALLEGRANDE,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-10-01,11,29,4,5,15,34,49
VIACHA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-10-01,15,155,92,88,107,243,350
VILA VILA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-10-01,0,0,0,2,0,2,2
VILLA CHARCAS,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-10-01,10,22,12,17,22,39,61
VILLA MONTES,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-10-01,148,92,52,28,200,120,320
VILLA NUEVA (LOMA ALTA),otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-10-01,1,5,9,20,10,25,35
VILLA RIVERO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-10-01,2,10,10,13,12,23,35
VILLA SERRANO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-10-01,9,7,1,5,10,12,22
VILLA TUNARI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-10-01,41,79,226,99,267,178,445
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-10-01,3,3,3,1,6,4,10
VILLAZON,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-10-01,21,94,13,11,34,105,139
VINTO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-10-01,11,136,116,125,127,261,388
VITICHI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-10-01,1,23,1,6,2,29,31
WALDO BALLIVIAN,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-10-01,2,5,0,0,2,5,7
WARNES,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-10-01,63,92,144,112,207,204,411
YACO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-10-01,0,0,3,14,3,14,17
YACUIBA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-10-01,92,358,101,80,193,438,631
YAMPARAEZ,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-10-01,1,5,0,6,1,11,12
YANACACHI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-10-01,13,8,21,12,34,20,54
YAPACANI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-10-01,36,24,53,38,89,62,151
YOCALLA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-10-01,3,11,0,5,3,16,19
YOTALA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-10-01,7,6,17,10,24,16,40
YUNCHARA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-10-01,1,0,4,10,5,10,15
ZUDAÑEZ,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-10-01,0,0,0,2,0,2,2
ACACIO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,0,12,0,7,0,19,19
ACHACACHI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,12,22,132,149,144,171,315
ACHOCALLA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,57,68,73,104,130,172,302
AIQUILE,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,6,24,26,25,32,49,81
ALALAY,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,0,0,8,10,8,10,18
ALCALA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,1,1,15,19,16,20,36
ALTO BENI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,7,12,33,4,40,16,56
ANCORAIMES,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,0,13,4,8,4,21,25
ANDAMARCA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,1,1,0,0,1,1,2
ANTEQUERA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,0,0,2,3,2,3,5
ANZALDO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,3,5,19,69,22,74,96
APOLO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,1,9,6,3,7,12,19
ARAMPAMPA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,7,2,5,15,12,17,29
ARANI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,2,5,4,14,6,19,25
ARBIETO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,4,6,99,80,103,86,189
ARQUE,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,1,12,6,5,7,17,24
ASCENCION DE GUARAYOS,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,88,62,101,86,189,148,337
ATOCHA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,7,24,12,8,19,32,51
AUCAPATA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,8,2,9,1,17,3,20
AYATA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,0,9,3,13,3,22,25
AYO AYO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,1,0,0,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,5,22,28,46,33,68,101
AZURDUY,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,1,1,71,90,72,91,163
BATALLAS,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,4,11,44,50,48,61,109
BAURES,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,0,3,21,15,21,18,39
BELEN DE ANDAMARCA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,1,1,1,0,2,1,3
BELEN DE URMIRI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,2,1,0,1,2,2,4
BELLA FLOR,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,2,0,13,8,15,8,23
BERMEJO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,17,65,82,33,99,98,197
BETANZOS,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,5,17,25,32,30,49,79
BOLIVAR,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,1,2,9,15,10,17,27
BOLPEBRA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,1,1,0,0,1,1,2
BOYUIBE,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,3,6,10,9,13,15,28
BUENA VISTA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,3,12,6,5,9,17,26
CABEZAS,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,50,11,64,58,114,69,183
CAIROMA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,1,8,52,72,53,80,133
"CAIZA ""D""",otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,7,25,35,31,42,56,98
CAJUATA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,2,4,0,0,2,4,6
CALACOTO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,0,3,0,2,0,5,5
CALAMARCA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,2,16,48,64,50,80,130
CAMARGO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,5,9,29,30,34,39,73
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,1,0,0,0,1,0,1
CAMIRI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,55,48,3,4,58,52,110
CAPINOTA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,3,12,153,114,156,126,282
CAQUIAVIRI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,2,5,7,1,9,6,15
CARACOLLO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,16,11,12,18,28,29,57
CARANAVI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,37,68,29,38,66,106,172
CARANGAS,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,0,0,4,1,4,1,5
CARAPARI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,26,21,12,9,38,30,68
CARIPUYO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,0,6,0,2,0,8,8
CARMEN RIVERO TORREZ,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,3,20,32,28,35,48,83
CATACORA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,3,2,26,20,29,22,51
CHACARILLA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,0,2,0,1,0,3,3
CHALLAPATA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,9,31,84,59,93,90,183
CHAQUI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,1,12,0,3,1,15,16
CHARAGUA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,2,14,35,15,37,29,66
CHARAÑA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,0,0,8,9,8,9,17
CHAYANTA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,1,9,4,14,5,23,28
CHIMORE,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,15,32,26,33,41,65,106
CHIPAYA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,0,1,0,0,0,1,1
CHOQUE COTA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,1,1,0,0,1,1,2
CHUA COCANI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,0,1,4,1,4,2,6
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,6,8,18,27,24,35,59
CHUMA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,3,5,6,7,9,12,21
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,3,10,11,47,14,57,71
CKOCHAS,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,2,6,4,14,6,20,26
CLIZA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,5,10,23,23,28,33,61
COBIJA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,80,85,96,74,176,159,335
COCAPATA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,3,12,34,56,37,68,105
COCHABAMBA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,425,969,501,505,926,1474,2400
COIPASA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,0,0,5,0,5,0,5
COLCAPIRHUA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,7,41,263,171,270,212,482
"COLCHA ""K""",otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,16,13,116,20,132,33,165
COLLANA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,2,1,6,10,8,11,19
COLOMI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,9,25,4,14,13,39,52
COLPA BELGICA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,7,9,3,1,10,10,20
COLQUECHACA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,5,17,60,62,65,79,144
COLQUENCHA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,5,12,22,18,27,30,57
COLQUIRI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,0,9,0,17,0,26,26
COMANCHE,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,0,4,2,4,2,8,10
COMARAPA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,21,17,4,11,25,28,53
COMBAYA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,3,18,14,24,17,42,59
CONCEPCION,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,0,0,0,2,0,2,2
COPACABANA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,4,0,1,0,5,0,5
CORIPATA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,7,12,38,35,45,47,92
CORO CORO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,1,1,11,2,12,3,15
COROICO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,7,14,40,50,47,64,111
CORQUE,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,1,2,3,5,4,7,11
COTAGAITA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,9,17,7,20,16,37,53
COTOCA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,32,76,122,88,154,164,318
CRUZ DE MACHACAMARCA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,0,0,0,2,0,2,2
CUATRO CAÑADAS,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,0,6,6,21,6,27,33
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,2,0,1,0,3,0,3
CUEVO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,2,2,4,4,6,6,12
CULPINA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,8,11,8,23,16,34,50
CURAHUARA DE CARANGAS,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,2,2,5,9,7,11,18
CURVA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,0,0,3,2,3,2,5
DESAGUADERO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,1,15,0,1,1,16,17
EL ALTO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,295,1156,1423,1787,1718,2943,4661
EL CHORO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,1,1,1,3,2,4,6
EL PUENTE(STC),otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,25,13,147,144,172,157,329
EL PUENTE(TJA),otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,1,8,6,19,7,27,34
EL VILLAR,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,2,0,5,1,7,1,8
ENTRE RIOS TRJ,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,43,9,125,76,168,85,253
ENTRE RIOS CBBA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,34,119,8,4,42,123,165
ESCOMA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,1,10,1,3,2,13,15
EUCALIPTUS,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,1,2,2,4,3,6,9
EUREKA (SANTOS MERCADO),otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,0,0,7,1,7,1,8
EXALTACION,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,0,6,0,0,0,6,6
FERNANDEZ ALONSO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,0,3,0,0,0,3,3
FILADELFIA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,5,3,25,16,30,19,49
GENERAL SAAVEDRA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,5,11,1,0,6,11,17
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,0,4,33,12,33,16,49
GUANAY,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,10,32,25,32,35,64,99
GUAQUI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,1,1,0,0,1,1,2
GUAYARAMERIN,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,21,59,142,150,163,209,372
GUTIERREZ,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,43,6,24,16,67,22,89
HUACARETA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,4,6,11,7,15,13,28
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,2,1,1,0,3,1,4
HUACHACALLA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,3,0,3,2,6,2,8
HUANUNI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,13,21,37,54,50,75,125
HUARACAJE,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,3,1,1,3,4,4,8
HUARINA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,0,1,7,10,7,11,18
HUATAJATA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,1,5,8,0,9,5,14
HUAYLLAMARCA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,6,6,4,4,10,10,20
ICHOCA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,0,3,0,3,0,6,6
ICLA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,0,3,8,7,8,10,18
INCAHUASI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,1,12,3,8,4,20,24
INGAVI (HUMAITA),otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,0,0,32,20,32,20,52
INQUISIVI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,0,0,15,13,15,13,28
IRUPANA (VILLA DE LANZA),otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,4,3,0,1,4,4,8
IXIAMAS,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,6,8,9,9,15,17,32
JESUS DE MACHACA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,2,6,2,12,4,18,22
LA ASUNTA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,3,20,52,60,55,80,135
LA GUARDIA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,22,28,49,48,71,76,147
LA PAZ,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,282,860,754,987,1036,1847,2883
LAGUNILLAS,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,6,7,43,40,49,47,96
LAJA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,4,27,8,31,12,58,70
LAS CARRERAS,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,2,1,1,2,3,3,6
LICOMA PAMPA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,0,2,0,0,0,2,2
LLALLAGUA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,28,64,66,45,94,109,203
LLICA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,0,1,2,1,2,2,4
LORETO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,0,0,34,59,34,59,93
LURIBAY,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,0,2,6,14,6,16,22
MACHACAMARCA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,2,4,2,8,4,12,16
MACHARETI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,10,8,0,0,10,8,18
MAGDALENA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,8,24,31,20,39,44,83
