,group,variable,month,TOTAL DT 2DA. DOSIS DE 10 A 49 AÑOS DENTRO,TOTAL DT 2DA. DOSIS DE 10 A 49 AÑOS DENTRO,TOTAL DT 2DA. DOSIS DE 10 A 49 AÑOS FUERA,TOTAL DT 2DA. DOSIS DE 10 A 49 AÑOS FUERA,TOTALES,TOTALES,TOTALES
CURVA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,0,0,3,3,3,3,6
DESAGUADERO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,5,3,0,0,5,3,8
EL ALTO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,120,1236,2271,3020,2391,4256,6647
EL CHORO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,0,1,0,2,0,3,3
EL PUENTE(STC),otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,1,6,340,373,341,379,720
EL PUENTE(TJA),otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,1,4,2,32,3,36,39
EL TORNO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,0,0,0,1,0,1,1
EL VILLAR,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,6,2,4,4,10,6,16
ENTRE RIOS TRJ,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,14,2,23,22,37,24,61
ENTRE RIOS CBBA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,20,74,25,17,45,91,136
ESCOMA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,0,2,3,5,3,7,10
EUCALIPTUS,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,0,6,0,4,0,10,10
EUREKA (SANTOS MERCADO),otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,0,0,3,3,3,3,6
FERNANDEZ ALONSO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,0,1,0,0,0,1,1
FILADELFIA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,0,6,6,7,6,13,19
GENERAL SAAVEDRA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,1,10,1,7,2,17,19
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,0,3,0,5,0,8,8
GUANAY,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,5,24,6,37,11,61,72
GUAQUI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,0,1,0,1,0,2,2
GUAYARAMERIN,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,29,67,107,111,136,178,314
GUTIERREZ,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,0,4,2,1,2,5,7
HUACARETA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,4,10,16,15,20,25,45
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,0,4,16,19,16,23,39
HUACHACALLA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,2,1,72,0,74,1,75
HUANUNI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,8,44,26,51,34,95,129
HUARACAJE,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,0,4,3,0,3,4,7
HUARINA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,1,1,9,15,10,16,26
HUATAJATA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,0,1,31,12,31,13,44
HUAYLLAMARCA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,0,3,6,8,6,11,17
HUMANATA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,0,2,0,0,0,2,2
ICHOCA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,0,3,0,4,0,7,7
ICLA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,0,5,19,14,19,19,38
INCAHUASI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,13,21,5,7,18,28,46
INGAVI (HUMAITA),otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,0,2,30,28,30,30,60
INQUISIVI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,0,0,35,16,35,16,51
IRUPANA (VILLA DE LANZA),otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,0,4,10,15,10,19,29
IXIAMAS,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,6,2,10,6,16,8,24
JESUS DE MACHACA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,4,13,131,79,135,92,227
LA ASUNTA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,25,40,57,40,82,80,162
LA GUARDIA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,24,33,87,85,111,118,229
LA PAZ,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,201,905,1129,1471,1330,2376,3706
LAGUNILLAS,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,2,1,29,12,31,13,44
LAJA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,3,41,100,70,103,111,214
LAS CARRERAS,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,0,2,11,20,11,22,33
LICOMA PAMPA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,0,4,0,0,0,4,4
LLALLAGUA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,12,26,248,258,260,284,544
LLICA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,0,2,58,59,58,61,119
LORETO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,1,3,20,47,21,50,71
LURIBAY,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,0,1,5,57,5,58,63
MACHACAMARCA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,1,0,0,6,1,6,7
MACHARETI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,0,1,2,1,2,2,4
MAGDALENA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,3,15,66,59,69,74,143
MAIRANA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,0,0,1,3,1,3,4
MALLA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,0,0,2,1,2,1,3
MAPIRI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,20,33,38,52,58,85,143
MECAPACA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,0,2,11,5,11,7,18
MIZQUE,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,11,29,4,27,15,56,71
MOCOMOCO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,15,6,2,5,17,11,28
MOJOCOYA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,3,4,4,1,7,5,12
MONTEAGUDO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,19,14,188,176,207,190,397
MONTERO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,11,252,59,77,70,329,399
MORO MORO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,0,1,0,1,0,2,2
MOROCHATA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,2,6,34,44,36,50,86
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,2,1,21,29,23,30,53
NAZACARA DE PACAJES,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,0,1,0,8,0,9,9
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,0,2,0,0,0,2,2
OCURI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,0,6,5,21,5,27,32
OKINAWA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,2,18,40,38,42,56,98
OMEREQUE,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,4,10,9,7,13,17,30
ORURO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,77,275,252,344,329,619,948
PADCAYA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,3,29,10,16,13,45,58
PADILLA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,5,6,5,8,10,14,24
PAILON,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,11,34,40,26,51,60,111
PALCA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,4,6,85,79,89,85,174
PALOS BLANCOS,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,4,24,25,21,29,45,74
PAMPA AULLAGAS,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,1,1,5,5,6,6,12
PAMPA GRANDE,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,3,4,14,9,17,13,30
PAPEL PAMPA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,0,1,0,0,0,1,1
PASORAPA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,0,1,0,2,0,3,3
PATACAMAYA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,2,38,0,2,2,40,42
PAZÑA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,1,3,6,18,7,21,28
PELECHUCO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,0,5,0,0,0,5,5
POCOATA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,0,0,10,26,10,26,36
POCONA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,12,21,21,21,33,42,75
POJO (CBBA),otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,2,5,109,152,111,157,268
PORCO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,3,11,6,10,9,21,30
POROMA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,7,12,16,22,23,34,57
PORONGO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,0,1,0,0,0,1,1
PORTACHUELO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,7,48,2,3,9,51,60
PORVENIR,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,1,5,51,74,52,79,131
POSTRER VALLE,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,9,11,0,0,9,11,20
POTOSI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,53,408,1825,867,1878,1275,3153
PRESTO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,0,0,2,2,2,2,4
PUCARA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,2,0,0,0,2,0,2
PUCARANI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,1,6,67,66,68,72,140
PUERTO ACOSTA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,0,4,6,7,6,11,17
PUERTO CARABUCO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,0,3,36,33,36,36,72
PUERTO GONZALO MORENO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,2,1,4,13,6,14,20
PUERTO PEREZ,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,2,3,5,14,7,17,24
PUERTO QUIJARRO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,4,2,57,58,61,60,121
PUERTO RICO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,2,16,4,8,6,24,30
PUERTO SILES,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,0,2,0,0,0,2,2
PUERTO SUAREZ,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,20,13,46,10,66,23,89
PUERTO VILLARROEL,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,23,64,133,125,156,189,345
PUNA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,1,20,57,99,58,119,177
PUNATA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,15,27,20,45,35,72,107
QUIABAYA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,0,1,3,0,3,1,4
QUILLACOLLO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,14,45,458,266,472,311,783
QUIME,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,1,3,26,25,27,28,55
QUIRUSILLAS,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,1,1,34,13,35,14,49
RAVELO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,0,10,13,29,13,39,52
REYES,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,0,22,0,50,0,72,72
RIBERALTA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,14,187,11,49,25,236,261
ROBORE,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,4,6,22,18,26,24,50
RURRENABAQUE,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,0,2,1,14,1,16,17
SABAYA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,1,1,0,5,1,6,7
SACABA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,31,189,160,180,191,369,560
SACABAMBA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,2,3,16,14,18,17,35
SACACA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,7,22,3,9,10,31,41
SAIPINA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,0,1,0,1,0,2,2
SALINAS DE GARCI MENDOZA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,0,1,14,8,14,9,23
SAMAIPATA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,17,9,4,5,21,14,35
SAN AGUSTIN,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,0,0,26,20,26,20,46
SAN ANDRES,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,1,16,11,7,12,23,35
SAN ANDRES DE MACHACA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,0,0,7,5,7,5,12
SAN ANTONIO DE LOMERIO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,1,0,15,16,16,16,32
SAN BENITO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,1,12,32,39,33,51,84
SAN BORJA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,10,67,110,194,120,261,381
SAN BUENA VENTURA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,0,10,6,22,6,32,38
SAN CARLOS,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,10,27,21,41,31,68,99
SAN IGNACIO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,22,44,36,50,58,94,152
SAN IGNACIO DE VELASCO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,50,102,396,319,446,421,867
SAN JAVIER(BNI),otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,0,0,0,4,0,4,4
SAN JAVIER(STC),otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,28,40,34,41,62,81,143
SAN JOAQUIN,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,0,8,0,0,0,8,8
SAN JOSE DE CHIQUITOS,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,2,9,76,87,78,96,174
SAN JUAN DE YAPACANI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,7,9,2,12,9,21,30
SAN JULIAN,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,1,34,33,40,34,74,108
SAN LORENZO(PND),otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,0,2,0,19,0,21,21
SAN LORENZO(TJA),otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,4,22,12,31,16,53,69
SAN LUCAS,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,188,151,149,232,337,383,720
SAN MATIAS,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,1,10,26,28,27,38,65
SAN MIGUEL DE VELASCO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,4,16,158,155,162,171,333
SAN PEDRO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,3,7,26,21,29,28,57
SAN PEDRO DE BUENA VISTA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,0,11,0,34,0,45,45
SAN PEDRO DE CURAHUARA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,0,6,12,17,12,23,35
SAN PEDRO DE QUEMES,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,1,1,3,2,4,3,7
SAN PEDRO DE TIQUINA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,0,13,15,3,15,16,31
SAN PEDRO(PND),otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,0,1,4,8,4,9,13
SAN RAFAEL,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,0,2,1,4,1,6,7
SAN RAMON BENI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,0,2,5,8,5,10,15
SAN RAMON SCZ,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,0,7,9,20,9,27,36
SANTA ANA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,4,22,0,7,4,29,33
SANTA CRUZ DE LA SIERRA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,774,2387,2057,2447,2831,4834,7665
SANTA ROSA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,0,5,0,6,0,11,11
SANTA ROSA DEL SARA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,10,14,61,78,71,92,163
SANTIAGO DE CALLAPA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,2,3,23,2,25,5,30
SANTIAGO DE HUARI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,0,0,14,24,14,24,38
SANTIAGO DE HUATA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,1,6,7,12,8,18,26
SANTIAGO DE MACHACA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,0,3,20,24,20,27,47
SANTIVAÑES,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,0,3,8,6,8,9,17
SANTUARIO DE QUILLACAS,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,0,3,0,1,0,4,4
SAPAHAQUI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,2,15,72,73,74,88,162
SENA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,0,12,2,3,2,15,17
SHINAOTA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,8,15,96,49,104,64,168
SICA SICA (VILLA AROMA),otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,1,14,26,25,27,39,66
SICAYA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,2,2,2,7,4,9,13
SIPE SIPE,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,6,22,3,3,9,25,34
SOPACHUY,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,0,14,4,21,4,35,39
SORACACHI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,2,6,7,4,9,10,19
SORATA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,0,14,18,53,18,67,85
SUCRE,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,100,234,277,377,377,611,988
TACACHI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,0,1,5,2,5,3,8
TACACOMA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,0,5,2,1,2,6,8
TACOBAMBA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,1,0,1,9,2,9,11
TACOPAYA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,2,3,46,37,48,40,88
TAPACARI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,17,60,91,93,108,153,261
TARABUCO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,27,22,26,26,53,48,101
TARACO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,0,2,27,25,27,27,54
TARATA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,0,7,44,54,44,61,105
TARIJA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,93,474,925,825,1018,1299,2317
TARVITA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,1,5,26,37,27,42,69
TEOPONTE,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,0,4,32,37,32,41,73
TIAWANACU,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,0,14,0,5,0,19,19
TINGUIPAYA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,0,8,36,58,36,66,102
TIPUANI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,0,6,8,60,8,66,74
TIQUIPAYA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,7,29,210,263,217,292,509
TIRAQUE (CBBA),otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,2,20,91,85,93,105,198
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,1,0,2,0,3,0,3
TOCO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,1,14,35,35,36,49,85
TOLATA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,0,6,3,3,3,9,12
TOLEDO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,1,2,0,0,1,2,3
TOMAVE,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,2,3,30,21,32,24,56
TOMINA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,0,1,3,7,3,8,11
TORO TORO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,0,9,6,4,6,13,19
TOTORA(CBBA),otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,4,15,44,30,48,45,93
TOTORA(ORR),otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,0,4,7,12,7,16,23
TRIGAL,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,2,0,3,0,5,0,5
TRINIDAD,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,33,277,202,103,235,380,615
TUPIZA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,0,28,10,36,10,64,74
TURCO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,0,0,0,1,0,1,1
UMALA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,1,11,1,8,2,19,21
UNCIA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,5,23,104,103,109,126,235
URIONDO (A. CONCEPCION),otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,2,21,0,7,2,28,30
URUBICHA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,0,2,40,21,40,23,63
UYUNI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,16,5,4,2,20,7,27
VACAS,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,0,12,9,3,9,15,24
VALLEGRANDE,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,8,15,58,47,66,62,128
VIACHA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,6,92,374,419,380,511,891
VILA VILA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,0,1,10,8,10,9,19
VILLA CHARCAS,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,4,44,0,1,4,45,49
VILLA MONTES,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,37,74,98,90,135,164,299
VILLA NUEVA (LOMA ALTA),otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,7,6,7,5,14,11,25
VILLA RIVERO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,3,14,16,41,19,55,74
VILLA SERRANO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,1,1,27,15,28,16,44
VILLA TUNARI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,23,70,280,244,303,314,617
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,2,2,21,20,23,22,45
VILLAZON,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,2,87,101,95,103,182,285
VINTO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,11,107,114,150,125,257,382
VITICHI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,0,15,3,6,3,21,24
WALDO BALLIVIAN,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,0,3,0,0,0,3,3
WARNES,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,43,100,112,118,155,218,373
YACO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,0,2,15,23,15,25,40
YACUIBA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,70,191,606,636,676,827,1503
YAMPARAEZ,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,4,6,6,3,10,9,19
YANACACHI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,12,19,27,41,39,60,99
YAPACANI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,8,32,34,35,42,67,109
YOCALLA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,1,7,1,1,2,8,10
