,group,variable,month,TOTAL DT 3RA. DOSIS DE 10 A 49 AÑOS DENTRO,TOTAL DT 3RA. DOSIS DE 10 A 49 AÑOS DENTRO,TOTAL DT 3RA. DOSIS DE 10 A 49 AÑOS FUERA,TOTAL DT 3RA. DOSIS DE 10 A 49 AÑOS FUERA,TOTALES,TOTALES,TOTALES
URIONDO (A. CONCEPCION),otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-09-01,0,4,0,0,0,4,4
URUBICHA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-09-01,0,2,0,0,0,2,2
UYUNI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-09-01,1,3,0,0,1,3,4
VACAS,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-09-01,2,2,0,3,2,5,7
VALLEGRANDE,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-09-01,0,10,0,2,0,12,12
VIACHA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-09-01,2,45,9,14,11,59,70
VILLA CHARCAS,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-09-01,9,16,0,17,9,33,42
VILLA MONTES,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-09-01,35,12,8,10,43,22,65
VILLA NUEVA (LOMA ALTA),otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-09-01,0,4,0,3,0,7,7
VILLA RIVERO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-09-01,0,2,0,0,0,2,2
VILLA SERRANO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-09-01,1,0,57,59,58,59,117
VILLA TUNARI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-09-01,7,36,98,56,105,92,197
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-09-01,1,3,8,7,9,10,19
VILLAZON,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-09-01,4,36,178,171,182,207,389
VINTO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-09-01,2,37,2,22,4,59,63
VITICHI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-09-01,0,5,36,27,36,32,68
WARNES,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-09-01,17,96,77,39,94,135,229
YACUIBA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-09-01,33,15,30,25,63,40,103
YAMPARAEZ,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-09-01,2,3,21,26,23,29,52
YANACACHI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-09-01,0,6,3,2,3,8,11
YAPACANI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-09-01,15,55,129,185,144,240,384
YOCALLA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-09-01,0,0,1,1,1,1,2
YOTALA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-09-01,1,3,10,11,11,14,25
YUNCHARA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-09-01,0,0,0,1,0,1,1
ZUDAÑEZ,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-09-01,1,1,4,8,5,9,14
ACACIO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,0,1,0,1,0,2,2
ACHACACHI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,2,19,8,8,10,27,37
ACHOCALLA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,49,63,0,2,49,65,114
AIQUILE,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,4,8,140,160,144,168,312
ALALAY,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,0,0,1,3,1,3,4
ALCALA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,0,0,2,0,2,0,2
ALTO BENI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,2,3,0,0,2,3,5
ANCORAIMES,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,0,4,0,0,0,4,4
ANDAMARCA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,0,1,0,0,0,1,1
ANTEQUERA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,2,3,0,0,2,3,5
ANZALDO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,0,0,0,3,0,3,3
APOLO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,2,6,4,6,6,12,18
ARAMPAMPA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,0,4,12,6,12,10,22
ARANI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,4,12,26,23,30,35,65
ARBIETO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,2,3,60,64,62,67,129
ARQUE,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,0,2,0,2,0,4,4
ASCENCION DE GUARAYOS,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,2,40,0,0,2,40,42
ATOCHA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,1,1,110,107,111,108,219
AUCAPATA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,0,0,0,1,0,1,1
AYATA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,1,8,45,42,46,50,96
AYO AYO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,0,1,0,0,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,0,11,38,54,38,65,103
AZURDUY,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,4,46,13,13,17,59,76
BATALLAS,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,2,3,19,24,21,27,48
BAURES,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,0,2,0,1,0,3,3
BELEN DE URMIRI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,2,1,12,19,14,20,34
BELLA FLOR,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,1,5,0,0,1,5,6
BERMEJO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,14,12,7,2,21,14,35
BETANZOS,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,1,4,19,129,20,133,153
BOLIVAR,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,0,0,12,9,12,9,21
BOLPEBRA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,0,2,2,2,2,4,6
BOYUIBE,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,2,0,1,6,3,6,9
BUENA VISTA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,5,5,29,8,34,13,47
CABEZAS,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,2,12,158,151,160,163,323
CAIROMA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,0,7,1,0,1,7,8
"CAIZA ""D""",otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,0,6,0,0,0,6,6
CALACOTO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,0,1,3,2,3,3,6
CALAMARCA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,0,7,0,0,0,7,7
CAMARGO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,6,21,479,459,485,480,965
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,11,6,61,73,72,79,151
CAMIRI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,25,19,9,13,34,32,66
CAPINOTA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,3,8,53,68,56,76,132
CAQUIAVIRI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,0,0,5,53,5,53,58
CARACOLLO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,1,3,5,23,6,26,32
CARANAVI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,3,24,34,42,37,66,103
CARAPARI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,5,3,2,0,7,3,10
CARIPUYO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,0,3,2,4,2,7,9
CARMEN RIVERO TORREZ,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,3,1,2,7,5,8,13
CATACORA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,0,0,0,1,0,1,1
CHALLAPATA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,2,4,7,23,9,27,36
CHAQUI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,0,3,9,18,9,21,30
CHARAGUA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,1,4,77,66,78,70,148
CHARAÑA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,0,0,2,5,2,5,7
CHIMORE,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,13,27,2,13,15,40,55
CHIPAYA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,0,1,0,0,0,1,1
CHOQUE COTA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,0,1,0,0,0,1,1
CHUA COCANI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,0,2,148,50,148,52,200
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,0,2,4,11,4,13,17
CHUMA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,1,2,83,92,84,94,178
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,0,1,0,0,0,1,1
CKOCHAS,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,0,1,3,5,3,6,9
CLIZA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,3,12,7,15,10,27,37
COBIJA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,4,44,212,117,216,161,377
COCAPATA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,0,5,50,36,50,41,91
COCHABAMBA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,438,529,1582,1466,2020,1995,4015
COLCAPIRHUA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,8,47,691,825,699,872,1571
"COLCHA ""K""",otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,5,12,3,1,8,13,21
COLOMI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,0,17,28,10,28,27,55
COLPA BELGICA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,0,1,0,0,0,1,1
COLQUECHACA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,0,1,58,47,58,48,106
COLQUENCHA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,1,5,0,0,1,5,6
COMANCHE,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,0,1,0,0,0,1,1
COMARAPA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,1,4,114,120,115,124,239
CONCEPCION,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,1,15,1,1,2,16,18
COPACABANA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,1,5,134,158,135,163,298
CORIPATA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,1,7,0,0,1,7,8
CORO CORO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,1,1,81,13,82,14,96
COROICO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,1,2,1,6,2,8,10
CORQUE,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,1,1,2,0,3,1,4
COTAGAITA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,2,7,39,74,41,81,122
COTOCA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,17,86,33,48,50,134,184
CUATRO CAÑADAS,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,4,21,14,34,18,55,73
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,1,1,1,2,2,3,5
CUEVO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,1,0,1,0,2,0,2
CULPINA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,37,39,79,110,116,149,265
CURAHUARA DE CARANGAS,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,1,2,0,0,1,2,3
DESAGUADERO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,0,1,0,0,0,1,1
EL ALTO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,60,713,2340,2603,2400,3316,5716
EL CHORO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,0,1,0,2,0,3,3
EL PUENTE(STC),otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,0,5,0,7,0,12,12
EL PUENTE(TJA),otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,0,1,0,1,0,2,2
EL TORNO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,1,1,1,0,2,1,3
EL VILLAR,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,1,2,17,21,18,23,41
ENTRE RIOS TRJ,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,6,7,89,84,95,91,186
ENTRE RIOS CBBA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,16,43,2,21,18,64,82
EUCALIPTUS,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,0,0,0,40,0,40,40
EUREKA (SANTOS MERCADO),otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,0,0,1,4,1,4,5
EXALTACION,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,0,1,0,0,0,1,1
FERNANDEZ ALONSO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,0,2,0,0,0,2,2
FILADELFIA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,1,1,14,11,15,12,27
GENERAL SAAVEDRA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,0,4,9,14,9,18,27
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,1,0,0,0,1,0,1
GUANAY,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,3,11,15,15,18,26,44
GUAQUI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,0,0,0,2,0,2,2
GUAYARAMERIN,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,155,32,305,45,460,77,537
GUTIERREZ,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,0,1,0,2,0,3,3
HUACARETA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,9,9,117,113,126,122,248
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,0,0,7,8,7,8,15
HUACHACALLA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,0,1,0,2,0,3,3
HUANUNI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,5,13,22,78,27,91,118
HUARACAJE,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,1,1,0,13,1,14,15
HUARINA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,1,2,16,17,17,19,36
HUAYLLAMARCA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,2,1,1,6,3,7,10
ICHOCA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,0,0,15,12,15,12,27
ICLA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,26,29,86,79,112,108,220
INCAHUASI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,86,97,78,59,164,156,320
INGAVI (HUMAITA),otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,0,0,2,1,2,1,3
IRUPANA (VILLA DE LANZA),otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,0,4,16,11,16,15,31
IXIAMAS,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,0,2,0,5,0,7,7
JESUS DE MACHACA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,0,0,20,25,20,25,45
LA ASUNTA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,4,8,48,57,52,65,117
LA GUARDIA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,21,71,28,62,49,133,182
LA PAZ,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,60,545,2667,2947,2727,3492,6219
LAGUNILLAS,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,2,1,62,48,64,49,113
LAJA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,1,12,9,11,10,23,33
LAS CARRERAS,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,3,6,9,6,12,12,24
LICOMA PAMPA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,0,0,8,2,8,2,10
LLALLAGUA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,2,1,3,6,5,7,12
LLICA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,0,1,6,4,6,5,11
LORETO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,18,23,1,13,19,36,55
MACHACAMARCA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,1,1,0,1,1,2,3
MACHARETI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,2,6,50,59,52,65,117
MAGDALENA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,3,2,0,2,3,4,7
MAIRANA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,0,5,0,0,0,5,5
MALLA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,0,0,54,32,54,32,86
MAPIRI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,1,21,137,159,138,180,318
MECAPACA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,0,2,75,74,75,76,151
MIZQUE,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,2,23,209,237,211,260,471
MOCOMOCO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,0,9,16,18,16,27,43
MOJOCOYA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,1,1,6,2,7,3,10
MONTEAGUDO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,8,13,178,168,186,181,367
MONTERO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,12,65,621,601,633,666,1299
MORO MORO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,0,0,2,0,2,0,2
MOROCHATA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,1,4,1,2,2,6,8
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,0,0,11,14,11,14,25
NAZACARA DE PACAJES,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,0,2,0,0,0,2,2
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,3,5,0,0,3,5,8
OCURI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,0,0,0,9,0,9,9
OKINAWA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,0,6,0,1,0,7,7
OMEREQUE,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,4,8,20,18,24,26,50
ORURO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,35,154,203,224,238,378,616
PADCAYA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,1,12,13,11,14,23,37
PADILLA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,5,11,112,100,117,111,228
PAILON,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,9,23,127,173,136,196,332
PALCA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,0,6,53,61,53,67,120
PALOS BLANCOS,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,2,13,5,1,7,14,21
PAMPA AULLAGAS,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,1,4,0,0,1,4,5
PAMPA GRANDE,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,1,3,6,7,7,10,17
PASORAPA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,1,4,0,0,1,4,5
PATACAMAYA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,0,4,0,0,0,4,4
PAZÑA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,0,1,0,0,0,1,1
PELECHUCO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,0,5,0,0,0,5,5
POCOATA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,0,2,16,22,16,24,40
POCONA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,3,8,18,31,21,39,60
POJO (CBBA),otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,0,7,4,6,4,13,17
POOPO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,0,1,0,2,0,3,3
PORCO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,0,2,0,0,0,2,2
POROMA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,18,36,113,103,131,139,270
PORONGO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,1,1,0,10,1,11,12
PORTACHUELO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,1,25,48,39,49,64,113
PORVENIR,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,0,0,10,10,10,10,20
POSTRER VALLE,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,1,0,1,4,2,4,6
POTOSI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,2410,2777,897,922,3307,3699,7006
PRESTO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,0,0,32,27,32,27,59
PUCARA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,0,0,1,0,1,0,1
PUCARANI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,0,9,30,27,30,36,66
PUERTO ACOSTA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,0,1,0,1,0,2,2
PUERTO CARABUCO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,0,2,52,53,52,55,107
PUERTO GONZALO MORENO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,0,4,3,9,3,13,16
PUERTO PEREZ,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,0,1,6,18,6,19,25
PUERTO QUIJARRO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,3,8,10,30,13,38,51
PUERTO RICO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,1,1,3,6,4,7,11
PUERTO SUAREZ,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,9,16,129,1,138,17,155
PUERTO VILLARROEL,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,65,44,261,307,326,351,677
PUNA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,10,35,73,85,83,120,203
PUNATA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,7,19,6,9,13,28,41
QUIABAYA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,0,0,22,44,22,44,66
QUILLACOLLO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,9,29,99,76,108,105,213
QUIME,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,0,4,0,0,0,4,4
RAVELO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,3,0,11,7,14,7,21
REYES,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,0,2,0,3,0,5,5
RIBERALTA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,4,24,12,6,16,30,46
ROBORE,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,0,1,215,181,215,182,397
RURRENABAQUE,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,0,1,0,1,0,2,2
SACABA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,8,71,226,197,234,268,502
SACABAMBA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,6,9,0,0,6,9,15
SACACA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,0,11,16,46,16,57,73
SAIPINA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,0,0,1,3,1,3,4
SALINAS DE GARCI MENDOZA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,0,2,0,0,0,2,2
SAMAIPATA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,7,16,0,10,7,26,33
SAN AGUSTIN,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-10-01,6,5,0,0,6,5,11
