,group,variable,month,TOTAL INFLUENZA ESTACIONAL EN MAYORES DE 65 AÑOS DENTRO,TOTAL INFLUENZA ESTACIONAL EN MAYORES DE 65 AÑOS DENTRO,TOTAL INFLUENZA ESTACIONAL EN MAYORES DE 65 AÑOS FUERA,TOTAL INFLUENZA ESTACIONAL EN MAYORES DE 65 AÑOS FUERA,TOTALES,TOTALES,TOTALES
PUERTO GONZALO MORENO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-09-01,0.0,0.0,16.0,7.0,16.0,7.0,23.0
PUERTO PEREZ,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-09-01,1.0,0.0,0.0,0.0,1.0,0.0,1.0
PUERTO QUIJARRO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-09-01,1.0,2.0,0.0,0.0,1.0,2.0,3.0
PUERTO RICO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-09-01,1.0,0.0,1.0,1.0,2.0,1.0,3.0
PUNA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-09-01,0.0,0.0,17.0,25.0,17.0,25.0,42.0
PUNATA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-09-01,0.0,0.0,1.0,8.0,1.0,8.0,9.0
QUILLACOLLO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-09-01,1.0,4.0,10.0,24.0,11.0,28.0,39.0
REYES,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-09-01,10.0,4.0,11.0,7.0,21.0,11.0,32.0
ROBORE,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-09-01,2.0,2.0,0.0,0.0,2.0,2.0,4.0
RURRENABAQUE,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-09-01,2.0,4.0,2.0,5.0,4.0,9.0,13.0
SABAYA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-09-01,1.0,3.0,0.0,1.0,1.0,4.0,5.0
SACABA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-09-01,31.0,51.0,185.0,76.0,216.0,127.0,343.0
SACACA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-09-01,0.0,0.0,8.0,8.0,8.0,8.0,16.0
SALINAS DE GARCI MENDOZA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-09-01,0.0,0.0,0.0,2.0,0.0,2.0,2.0
SAN ANDRES,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-09-01,1.0,1.0,5.0,5.0,6.0,6.0,12.0
SAN ANTONIO DE LOMERIO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-09-01,3.0,1.0,0.0,0.0,3.0,1.0,4.0
SAN BORJA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-09-01,5.0,5.0,19.0,18.0,24.0,23.0,47.0
SAN BUENA VENTURA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-09-01,5.0,10.0,11.0,13.0,16.0,23.0,39.0
SAN CARLOS,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-09-01,1.0,2.0,0.0,0.0,1.0,2.0,3.0
SAN IGNACIO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-09-01,16.0,25.0,3.0,6.0,19.0,31.0,50.0
SAN IGNACIO DE VELASCO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-09-01,3.0,3.0,0.0,0.0,3.0,3.0,6.0
SAN JOSE DE CHIQUITOS,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-09-01,5.0,4.0,15.0,9.0,20.0,13.0,33.0
SAN JUAN DE YAPACANI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-09-01,0.0,0.0,3.0,1.0,3.0,1.0,4.0
SAN LORENZO(PND),otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-09-01,1.0,6.0,3.0,1.0,4.0,7.0,11.0
SAN LORENZO(TJA),otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-09-01,2.0,3.0,16.0,18.0,18.0,21.0,39.0
SAN PABLO DE LIPEZ,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-09-01,6.0,11.0,4.0,4.0,10.0,15.0,25.0
SAN PEDRO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-09-01,1.0,0.0,23.0,20.0,24.0,20.0,44.0
SAN PEDRO DE BUENA VISTA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-09-01,18.0,26.0,27.0,16.0,45.0,42.0,87.0
SAN PEDRO DE TIQUINA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-09-01,0.0,1.0,11.0,7.0,11.0,8.0,19.0
SAN RAFAEL,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-09-01,5.0,4.0,0.0,0.0,5.0,4.0,9.0
SAN RAMON BENI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-09-01,6.0,13.0,0.0,0.0,6.0,13.0,19.0
SANTA CRUZ DE LA SIERRA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-09-01,614.0,666.0,86.0,121.0,700.0,787.0,1487.0
SANTA ROSA DEL SARA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-09-01,2.0,6.0,2.0,1.0,4.0,7.0,11.0
SANTIAGO DE HUARI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-09-01,1.0,4.0,11.0,22.0,12.0,26.0,38.0
SANTIAGO DE HUATA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-09-01,0.0,0.0,2.0,2.0,2.0,2.0,4.0
SANTUARIO DE QUILLACAS,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-09-01,0.0,1.0,3.0,9.0,3.0,10.0,13.0
SAPAHAQUI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-09-01,1.0,1.0,19.0,15.0,20.0,16.0,36.0
SICA SICA (VILLA AROMA),otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-09-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
SIPE SIPE,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-09-01,15.0,24.0,26.0,53.0,41.0,77.0,118.0
SORACACHI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-09-01,2.0,2.0,22.0,20.0,24.0,22.0,46.0
SORATA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-09-01,0.0,0.0,17.0,12.0,17.0,12.0,29.0
SUCRE,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-09-01,8.0,0.0,0.0,0.0,8.0,0.0,8.0
TACOBAMBA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-09-01,0.0,0.0,16.0,21.0,16.0,21.0,37.0
TAPACARI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-09-01,1.0,0.0,7.0,10.0,8.0,10.0,18.0
TARACO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-09-01,0.0,0.0,4.0,8.0,4.0,8.0,12.0
TARATA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-09-01,1.0,0.0,0.0,0.0,1.0,0.0,1.0
TARIJA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-09-01,8.0,15.0,0.0,0.0,8.0,15.0,23.0
TIAWANACU,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-09-01,8.0,7.0,0.0,0.0,8.0,7.0,15.0
TIRAQUE (CBBA),otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-09-01,3.0,16.0,56.0,47.0,59.0,63.0,122.0
TOCO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-09-01,0.0,0.0,1.0,8.0,1.0,8.0,9.0
TOLATA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-09-01,5.0,3.0,4.0,7.0,9.0,10.0,19.0
TOLEDO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-09-01,1.0,3.0,9.0,11.0,10.0,14.0,24.0
TOMAVE,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-09-01,0.0,0.0,13.0,9.0,13.0,9.0,22.0
TOTORA(CBBA),otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-09-01,8.0,17.0,6.0,12.0,14.0,29.0,43.0
TRIGAL,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-09-01,0.0,0.0,3.0,4.0,3.0,4.0,7.0
TRINIDAD,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-09-01,15.0,16.0,13.0,14.0,28.0,30.0,58.0
TURCO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-09-01,1.0,0.0,11.0,18.0,12.0,18.0,30.0
URIONDO (A. CONCEPCION),otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-09-01,0.0,0.0,2.0,1.0,2.0,1.0,3.0
URUBICHA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-09-01,4.0,3.0,0.0,0.0,4.0,3.0,7.0
UYUNI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-09-01,12.0,17.0,11.0,18.0,23.0,35.0,58.0
VACAS,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-09-01,1.0,6.0,5.0,20.0,6.0,26.0,32.0
VALLEGRANDE,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-09-01,6.0,7.0,13.0,12.0,19.0,19.0,38.0
VIACHA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-09-01,7.0,9.0,237.0,265.0,244.0,274.0,518.0
VILA VILA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-09-01,3.0,1.0,7.0,7.0,10.0,8.0,18.0
VILLA MONTES,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-09-01,4.0,1.0,4.0,3.0,8.0,4.0,12.0
VILLA NUEVA (LOMA ALTA),otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-09-01,0.0,0.0,5.0,4.0,5.0,4.0,9.0
VILLA RIVERO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-09-01,3.0,3.0,54.0,42.0,57.0,45.0,102.0
VILLA TUNARI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-09-01,0.0,5.0,11.0,5.0,11.0,10.0,21.0
VILLAZON,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-09-01,3.0,2.0,5.0,3.0,8.0,5.0,13.0
VINTO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-09-01,1.0,4.0,2.0,0.0,3.0,4.0,7.0
VITICHI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-09-01,0.0,0.0,2.0,4.0,2.0,4.0,6.0
WARNES,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-09-01,22.0,20.0,4.0,3.0,26.0,23.0,49.0
YACUIBA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-09-01,5.0,4.0,4.0,4.0,9.0,8.0,17.0
YAPACANI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-09-01,36.0,40.0,13.0,21.0,49.0,61.0,110.0
YOCALLA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-09-01,0.0,8.0,14.0,18.0,14.0,26.0,40.0
ACHACACHI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,0.0,1.0,3.0,11.0,3.0,12.0,15.0
ACHOCALLA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,0.0,0.0,1.0,0.0,1.0,0.0,1.0
AIQUILE,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,0.0,0.0,1.0,2.0,1.0,2.0,3.0
ALTO BENI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,9.0,7.0,0.0,0.0,9.0,7.0,16.0
ANDAMARCA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,1.0,0.0,2.0,2.0,3.0,2.0,5.0
APOLO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,0.0,0.0,1.0,0.0,1.0,0.0,1.0
ARBIETO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,0.0,2.0,9.0,13.0,9.0,15.0,24.0
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,2.0,3.0,21.0,25.0,23.0,28.0,51.0
BATALLAS,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,4.0,3.0,0.0,0.0,4.0,3.0,7.0
BOYUIBE,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,0.0,0.0,7.0,15.0,7.0,15.0,22.0
BUENA VISTA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,3.0,0.0,0.0,0.0,3.0,0.0,3.0
CABEZAS,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,5.0,10.0,2.0,2.0,7.0,12.0,19.0
CAMIRI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,6.0,4.0,1.0,1.0,7.0,5.0,12.0
CARACOLLO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,4.0,3.0,9.0,14.0,13.0,17.0,30.0
CARANAVI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,4.0,2.0,11.0,6.0,15.0,8.0,23.0
CARAPARI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,0.0,1.0,0.0,3.0,0.0,4.0,4.0
CARMEN RIVERO TORREZ,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,0.0,2.0,8.0,3.0,8.0,5.0,13.0
CHALLAPATA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,36.0,35.0,0.0,1.0,36.0,36.0,72.0
CHARAGUA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,8.0,8.0,13.0,10.0,21.0,18.0,39.0
CHUMA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,0.0,0.0,3.0,4.0,3.0,4.0,7.0
COBIJA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,3.0,3.0,15.0,18.0,18.0,21.0,39.0
COCAPATA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,10.0,8.0,39.0,46.0,49.0,54.0,103.0
COCHABAMBA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,28.0,24.0,44.0,54.0,72.0,78.0,150.0
COLOMI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,8.0,2.0,4.0,5.0,12.0,7.0,19.0
COLQUECHACA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,0.0,0.0,3.0,6.0,3.0,6.0,9.0
COLQUENCHA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,3.0,1.0,2.0,1.0,5.0,2.0,7.0
CONCEPCION,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,1.0,0.0,135.0,117.0,136.0,117.0,253.0
COPACABANA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,0.0,1.0,21.0,13.0,21.0,14.0,35.0
CORQUE,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,0.0,0.0,19.0,16.0,19.0,16.0,35.0
COTOCA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,6.0,18.0,1.0,0.0,7.0,18.0,25.0
CUATRO CAÑADAS,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,8.0,8.0,0.0,0.0,8.0,8.0,16.0
CUEVO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,2.0,3.0,2.0,3.0,4.0,6.0,10.0
DESAGUADERO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,0.0,0.0,2.0,1.0,2.0,1.0,3.0
EL ALTO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,357.0,366.0,87.0,104.0,444.0,470.0,914.0
EL PUENTE(STC),otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,16.0,20.0,2.0,1.0,18.0,21.0,39.0
EL TORNO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,2.0,2.0,0.0,2.0,2.0,4.0,6.0
ENTRE RIOS TRJ,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,1.0,0.0,0.0,0.0,1.0,0.0,1.0
EUCALIPTUS,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,1.0,0.0,4.0,7.0,5.0,7.0,12.0
EUREKA (SANTOS MERCADO),otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,0.0,0.0,1.0,1.0,1.0,1.0,2.0
FERNANDEZ ALONSO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,0.0,0.0,1.0,1.0,1.0,1.0,2.0
FILADELFIA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,0.0,0.0,11.0,3.0,11.0,3.0,14.0
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,1.0,3.0,11.0,13.0,12.0,16.0,28.0
GUANAY,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,0.0,0.0,7.0,5.0,7.0,5.0,12.0
GUTIERREZ,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,5.0,8.0,0.0,0.0,5.0,8.0,13.0
HUANUNI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,1.0,0.0,29.0,45.0,30.0,45.0,75.0
HUARACAJE,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,1.0,0.0,22.0,27.0,23.0,27.0,50.0
HUAYLLAMARCA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,0.0,1.0,4.0,4.0,4.0,5.0,9.0
INQUISIVI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,1.0,0.0,9.0,10.0,10.0,10.0,20.0
IRUPANA (VILLA DE LANZA),otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,32.0,31.0,2.0,4.0,34.0,35.0,69.0
LA ASUNTA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,3.0,0.0,1.0,2.0,4.0,2.0,6.0
LA GUARDIA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,4.0,4.0,4.0,4.0,8.0,8.0,16.0
LA PAZ,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,284.0,369.0,169.0,190.0,453.0,559.0,1012.0
LA RIVERA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,0.0,0.0,4.0,2.0,4.0,2.0,6.0
LAJA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,9.0,3.0,0.0,0.0,9.0,3.0,12.0
LLALLAGUA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,2.0,2.0,82.0,173.0,84.0,175.0,259.0
MAPIRI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,0.0,0.0,2.0,4.0,2.0,4.0,6.0
MONTERO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,3.0,1.0,10.0,8.0,13.0,9.0,22.0
MORO MORO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,0.0,0.0,1.0,2.0,1.0,2.0,3.0
MOROCHATA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,0.0,0.0,1.0,0.0,1.0,0.0,1.0
OKINAWA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,0.0,0.0,1.0,1.0,1.0,1.0,2.0
ORURO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,32.0,57.0,11.0,19.0,43.0,76.0,119.0
PAILON,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,0.0,1.0,10.0,13.0,10.0,14.0,24.0
PALCA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,12.0,7.0,6.0,4.0,18.0,11.0,29.0
PAMPA AULLAGAS,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,25.0,19.0,0.0,0.0,25.0,19.0,44.0
PAZÑA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,1.0,1.0,6.0,4.0,7.0,5.0,12.0
POCONA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,0.0,1.0,3.0,0.0,3.0,1.0,4.0
POJO (CBBA),otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,8.0,5.0,1.0,5.0,9.0,10.0,19.0
POOPO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,3.0,7.0,4.0,15.0,7.0,22.0,29.0
PORONGO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,3.0,0.0,0.0,0.0,3.0,0.0,3.0
PORTACHUELO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,4.0,2.0,1.0,2.0,5.0,4.0,9.0
PORVENIR,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,0.0,1.0,4.0,3.0,4.0,4.0,8.0
POSTRER VALLE,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,1.0,0.0,3.0,2.0,4.0,2.0,6.0
POTOSI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,5.0,14.0,5.0,15.0,10.0,29.0,39.0
PUERTO CARABUCO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,0.0,0.0,7.0,3.0,7.0,3.0,10.0
PUERTO GONZALO MORENO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,0.0,0.0,5.0,6.0,5.0,6.0,11.0
PUERTO PEREZ,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,0.0,0.0,2.0,8.0,2.0,8.0,10.0
PUERTO RICO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,0.0,0.0,3.0,4.0,3.0,4.0,7.0
QUILLACOLLO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,8.0,3.0,0.0,0.0,8.0,3.0,11.0
REYES,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,0.0,0.0,15.0,12.0,15.0,12.0,27.0
ROBORE,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,0.0,0.0,2.0,2.0,2.0,2.0,4.0
RURRENABAQUE,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,3.0,2.0,5.0,6.0,8.0,8.0,16.0
SACABA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,32.0,47.0,80.0,106.0,112.0,153.0,265.0
SALINAS DE GARCI MENDOZA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,0.0,0.0,3.0,4.0,3.0,4.0,7.0
SAN ANDRES,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,0.0,0.0,2.0,0.0,2.0,0.0,2.0
SAN BORJA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,0.0,0.0,16.0,11.0,16.0,11.0,27.0
SAN BUENA VENTURA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,5.0,2.0,0.0,0.0,5.0,2.0,7.0
SAN CARLOS,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,11.0,17.0,3.0,9.0,14.0,26.0,40.0
SAN IGNACIO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,9.0,9.0,19.0,19.0,28.0,28.0,56.0
SAN JOSE DE CHIQUITOS,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,1.0,4.0,6.0,3.0,7.0,7.0,14.0
SAN JUAN DE YAPACANI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,0.0,0.0,2.0,3.0,2.0,3.0,5.0
SAN JULIAN,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,0.0,0.0,2.0,4.0,2.0,4.0,6.0
SAN LORENZO(TJA),otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,2.0,1.0,0.0,0.0,2.0,1.0,3.0
SAN MATIAS,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,8.0,11.0,0.0,0.0,8.0,11.0,19.0
SAN PEDRO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,2.0,0.0,8.0,7.0,10.0,7.0,17.0
SAN PEDRO DE BUENA VISTA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,2.0,2.0,2.0,4.0,4.0,6.0,10.0
SAN PEDRO DE TIQUINA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,0.0,0.0,0.0,8.0,0.0,8.0,8.0
SAN PEDRO(PND),otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,0.0,0.0,1.0,1.0,1.0,1.0,2.0
SAN RAFAEL,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,0.0,0.0,8.0,9.0,8.0,9.0,17.0
SAN RAMON BENI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,3.0,0.0,1.0,0.0,4.0,0.0,4.0
SANTA ANA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,0.0,0.0,1.0,2.0,1.0,2.0,3.0
SANTA CRUZ DE LA SIERRA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,260.0,255.0,67.0,47.0,327.0,302.0,629.0
SANTA ROSA DEL SARA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,2.0,3.0,0.0,0.0,2.0,3.0,5.0
SANTIAGO DE HUARI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,0.0,0.0,18.0,21.0,18.0,21.0,39.0
SANTUARIO DE QUILLACAS,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,1.0,1.0,4.0,0.0,5.0,1.0,6.0
SAPAHAQUI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,5.0,6.0,1.0,18.0,6.0,24.0,30.0
SENA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,0.0,0.0,6.0,1.0,6.0,1.0,7.0
SIPE SIPE,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,2.0,2.0,3.0,4.0,5.0,6.0,11.0
SORACACHI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,0.0,0.0,4.0,3.0,4.0,3.0,7.0
SORATA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,0.0,0.0,4.0,2.0,4.0,2.0,6.0
TARIJA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,4.0,8.0,17.0,8.0,21.0,16.0,37.0
TIQUIPAYA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,2.0,2.0,1.0,0.0,3.0,2.0,5.0
TOLATA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,0.0,0.0,3.0,9.0,3.0,9.0,12.0
TOLEDO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,1.0,1.0,16.0,10.0,17.0,11.0,28.0
TOTORA(CBBA),otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,6.0,7.0,5.0,4.0,11.0,11.0,22.0
