,group,variable,month,TOTAL DT 5TA. DOSIS DE 10 A 49 AÑOS DENTRO,TOTAL DT 5TA. DOSIS DE 10 A 49 AÑOS DENTRO,TOTAL DT 5TA. DOSIS DE 10 A 49 AÑOS FUERA,TOTAL DT 5TA. DOSIS DE 10 A 49 AÑOS FUERA,TOTALES,TOTALES,TOTALES
ATOCHA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,8,76,87,76,95,171
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,2,6,10,6,12,18
AZURDUY,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,0,6,4,6,4,10
BATALLAS,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,0,1,1,1,1,2
BERMEJO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,2,0,0,0,2,0,2
BOLIVAR,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,0,0,1,0,1,1
BOLPEBRA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,0,0,2,0,2,2
BOYUIBE,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,2,0,1,0,3,3
BUENA VISTA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,6,4,12,4,18,22
CABEZAS,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,18,8,8,10,26,18,44
CAIROMA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,1,0,0,0,1,1
CALAMARCA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,1,0,0,0,1,1
CAMARGO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,1,4,8,9,9,13,22
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,3,2,4,2,7,9
CAMIRI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,8,6,0,1,8,7,15
CAPINOTA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,1,0,6,0,7,7
CARACOLLO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,1,0,1,0,2,2
CARANAVI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,1,2,0,0,1,2,3
CARAPARI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,3,1,0,0,3,1,4
CARIPUYO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,0,0,76,0,76,76
CATACORA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,0,15,14,15,14,29
CHARAGUA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,0,0,8,0,8,8
CHIMORE,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,2,3,0,8,2,11,13
CHUA COCANI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,1,0,0,0,1,1
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,0,0,5,0,5,5
CLIZA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,5,1,6,1,11,12
COBIJA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,2,7,0,12,2,19,21
COCAPATA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,0,0,1,0,1,1
COCHABAMBA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,34,117,60,89,94,206,300
COLCAPIRHUA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,3,13,2,10,5,23,28
"COLCHA ""K""",otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,4,0,2,0,6,6
COLOMI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,4,7,0,7,4,11
COLPA BELGICA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,0,0,1,0,1,1
COMARAPA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,1,4,249,258,250,262,512
CONCEPCION,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,6,0,0,0,6,6
COPACABANA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,0,3,18,3,18,21
CORIPATA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,1,0,0,0,1,1
CORO CORO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,0,1,0,1,0,1
COROICO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,0,0,1,0,1,1
COTAGAITA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,3,1,13,1,16,17
COTOCA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,1,21,27,41,28,62,90
CUATRO CAÑADAS,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,1,1,14,1,15,16
CUEVO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,0,0,1,0,1,1
CULPINA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,2,1,6,1,8,9
EL ALTO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,18,217,200,363,218,580,798
EL PUENTE(STC),otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,0,0,1,0,1,1
EL PUENTE(TJA),otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,4,0,0,0,4,4
EL TORNO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,17,29,37,95,54,124,178
EL VILLAR,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,1,0,0,1,1,1,2
ENTRE RIOS TRJ,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,3,2,2,0,5,2,7
ENTRE RIOS CBBA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,5,9,241,230,246,239,485
ESCOMA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,0,0,1,0,1,1
EUREKA (SANTOS MERCADO),otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,0,0,2,0,2,2
FILADELFIA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,1,0,2,0,3,3
GENERAL SAAVEDRA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,0,89,92,89,92,181
GUANAY,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,2,0,7,0,9,9
GUAQUI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,0,0,2,0,2,2
GUAYARAMERIN,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,1,3,0,9,1,12,13
GUTIERREZ,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,0,4,2,4,2,6
HUACARETA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,13,14,108,119,121,133,254
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,2,1,4,1,6,7
HUANUNI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,1,3,1,15,2,18,20
HUARINA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,0,6,10,6,10,16
INCAHUASI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,9,21,6,17,15,38,53
IRUPANA (VILLA DE LANZA),otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,0,0,1,0,1,1
IXIAMAS,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,1,1,0,0,1,1,2
JESUS DE MACHACA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,0,12,14,12,14,26
LA ASUNTA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,1,4,6,10,7,14,21
LA GUARDIA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,8,12,81,156,89,168,257
LA PAZ,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,35,143,132,195,167,338,505
LAGUNILLAS,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,5,0,0,0,5,5
LAJA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,1,1,7,1,8,9
LLALLAGUA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,1,0,0,0,1,1
LLICA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,0,0,1,0,1,1
LORETO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,0,0,1,0,1,1
MACHACAMARCA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,1,0,0,0,1,1
MACHARETI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,3,3,59,77,62,80,142
MAGDALENA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,3,4,0,1,3,5,8
MAPIRI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,1,0,6,0,7,7
MIZQUE,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,4,0,2,0,6,6
MOCOMOCO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,5,0,2,0,7,7
MOJOCOYA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,3,1,0,0,3,1,4
MONTEAGUDO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,6,12,231,229,237,241,478
MONTERO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,2,22,265,273,267,295,562
MORO MORO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,7,4,0,0,7,4,11
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,1,2,0,0,1,2,3
OKINAWA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,2,0,0,0,2,2
OMEREQUE,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,2,20,33,20,35,55
ORURO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,8,17,6,14,14,31,45
PADCAYA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,1,0,0,0,1,1
PADILLA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,1,2,28,45,29,47,76
PAILON,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,3,1,11,27,14,28,42
PALOS BLANCOS,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,3,0,0,0,3,3
PAMPA GRANDE,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,1,0,7,0,8,8
PAPEL PAMPA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,0,0,5,0,5,5
PATACAMAYA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,1,0,0,0,1,1
PAZÑA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,1,0,0,0,1,1
PELECHUCO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,1,0,0,0,1,1
POCOATA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,1,0,0,1,1,1,2
POCONA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,1,1,7,9,8,10,18
POJO (CBBA),otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,0,1,1,1,1,2
POOPO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,1,0,0,0,1,1
POROMA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,0,0,1,0,1,1
PORONGO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,14,101,70,101,84,185
PORTACHUELO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,7,0,0,0,7,7
POTOSI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,1,14,0,1,1,15,16
PUCARANI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,0,3,6,3,6,9
PUERTO GONZALO MORENO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,1,0,1,0,2,2
PUERTO PEREZ,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,0,0,1,0,1,1
PUERTO RICO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,0,2,1,2,1,3
PUERTO SUAREZ,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,1,0,0,0,1,1
PUERTO VILLARROEL,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,1,14,144,118,145,132,277
PUNA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,0,0,1,0,1,1
PUNATA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,2,4,0,0,2,4,6
QUILLACOLLO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,1,3,44,7,45,10,55
RAVELO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,0,2,4,2,4,6
RIBERALTA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,3,0,0,0,3,3
ROBORE,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,2,134,138,134,140,274
SACABA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,19,36,9,36,28,64
SACABAMBA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,8,4,0,1,8,5,13
SAIPINA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,1,59,49,59,50,109
SAMAIPATA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,6,0,4,0,10,10
SAN AGUSTIN,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,0,4,4,4,4,8
SAN ANDRES,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,1,0,4,0,5,5
SAN ANTONIO DE LOMERIO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,0,0,1,0,1,1
SAN BENITO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,2,0,1,0,3,3
SAN BORJA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,3,0,13,0,16,16
SAN BUENA VENTURA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,2,0,0,0,2,2
SAN CARLOS,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,1,6,13,10,14,16,30
SAN IGNACIO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,2,8,7,9,9,17,26
SAN IGNACIO DE VELASCO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,15,2,16,2,31,33
SAN JAVIER(BNI),otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,0,2,15,2,15,17
SAN JAVIER(STC),otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,2,0,2,0,4,4
SAN JOSE DE CHIQUITOS,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,2,11,2,5,4,16,20
SAN JUAN DE YAPACANI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,0,0,1,0,1,1
SAN JULIAN,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,4,2,0,2,4,6
SAN LORENZO(PND),otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,0,0,1,0,1,1
SAN LORENZO(TJA),otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,0,0,1,0,1,1
SAN LUCAS,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,34,31,44,60,78,91,169
SAN MATIAS,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,1,7,0,1,1,8,9
SAN MIGUEL DE VELASCO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,6,0,5,0,11,11
SAN PEDRO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,2,1,12,1,14,15
SAN PEDRO DE BUENA VISTA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,1,0,5,0,6,6
SAN PEDRO DE TIQUINA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,0,8,11,8,11,19
SAN RAMON SCZ,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,8,0,0,0,8,8
SANTA ANA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,2,0,0,0,2,2
SANTA CRUZ DE LA SIERRA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,175,321,184,207,359,528,887
SANTA ROSA DEL SARA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,0,2,7,2,7,9
SANTIAGO DE HUARI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,0,0,1,0,1,1
SENA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,0,2,1,2,1,3
SHINAOTA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,1,12,22,12,23,35
SIPE SIPE,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,1,1,0,2,1,3,4
SOPACHUY,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,1,1,0,1,1,2
SORACACHI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,2,0,0,0,2,2
SORATA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,0,0,1,0,1,1
SUCRE,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,14,49,132,219,146,268,414
TACACHI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,0,0,2,0,2,2
TACACOMA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,0,0,1,0,1,1
TAPACARI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,2,0,4,0,6,6
TARABUCO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,5,0,5,0,10,10
TARATA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,0,71,35,71,35,106
TARIJA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,5,39,47,106,52,145,197
TARVITA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,1,0,52,27,53,27,80
TIQUIPAYA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,8,9,7,9,15,24
TIRAQUE (CBBA),otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,0,0,1,0,1,1
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,0,1,4,1,4,5
TOCO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,2,0,0,0,2,2
TOLATA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,0,0,1,0,1,1
TOMINA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,3,6,125,115,128,121,249
TOTORA(CBBA),otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,56,66,8,13,64,79,143
TOTORA(ORR),otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,1,0,0,0,1,1
TRIGAL,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,0,0,2,0,2,2
TRINIDAD,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,2,8,7,15,9,23,32
TUPIZA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,3,1,7,1,10,11
UNCIA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,0,0,10,0,10,10
URUBICHA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,2,0,0,8,2,8,10
UYUNI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,3,2,0,0,3,2,5
VALLEGRANDE,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,12,0,1,0,13,13
VIACHA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,6,0,5,0,11,11
VILLA CHARCAS,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,4,36,12,7,16,43,59
VILLA MONTES,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,8,6,2,3,10,9,19
VILLA SERRANO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,2,16,2,16,4,20
VILLA TUNARI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,1,11,19,23,20,34,54
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,2,3,2,3,4,6,10
VILLAZON,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,3,0,0,0,3,3
VINTO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,2,6,3,8,5,14,19
VITICHI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,0,8,5,8,5,13
WARNES,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,6,36,27,43,33,79,112
YACUIBA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,11,7,4,4,15,11,26
YAMPARAEZ,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,3,3,9,3,12,6,18
YANACACHI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,1,3,0,5,1,8,9
YAPACANI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,1,3,20,30,21,33,54
YOTALA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,1,0,9,11,10,11,21
ZUDAÑEZ,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-10-01,0,0,2,0,2,0,2
ACACIO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,0,0,2,0,2,2
ACHACACHI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,0,0,1,0,1,1
ACHOCALLA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,3,0,9,0,12,12
AIQUILE,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,1,2,21,19,22,21,43
ALALAY,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,0,1,1,1,1,2
ALCALA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,0,5,3,5,3,8
ALTO BENI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,3,2,6,2,9,11
ANCORAIMES,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,1,0,0,0,1,1
ANDAMARCA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,2,0,0,0,2,0,2
ANTEQUERA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,1,0,0,0,1,1
ANZALDO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,0,0,4,0,4,4
APOLO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,1,0,0,0,1,1
ARAMPAMPA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,1,0,1,0,2,2
ARANI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,1,2,0,1,1,3,4
ARBIETO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,1,2,8,25,9,27,36
ARQUE,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,0,0,1,0,1,1
ASCENCION DE GUARAYOS,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,1,7,1,6,2,13,15
ATOCHA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,14,1,34,27,48,28,76
AYATA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,0,3,1,3,1,4
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,1,3,0,6,1,9,10
BATALLAS,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,0,8,8,8,8,16
BAURES,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,0,0,3,0,3,3
BELLA FLOR,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,0,0,4,0,4,4
BERMEJO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,1,0,2,0,3,3
BETANZOS,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,1,0,0,0,1,1
BOLIVAR,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,1,0,1,0,2,2
BOLPEBRA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,1,0,0,0,1,1
BOYUIBE,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,1,0,2,0,3,3
BUENA VISTA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,4,1,9,1,13,14
CABEZAS,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,6,8,55,35,61,43,104
CAIROMA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,1,0,0,0,1,1
CALACOTO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,0,6,4,6,4,10
