,group,variable,month,Nº DE TBP BAAR (+) NUEVOS CURADOS CANTIDAD,Nº DE TBP BAAR (+) NUEVOS CURADOS CANTIDAD,TOTALES
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-12-01,42,34,76
SHINAOTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-12-01,2,0,2
SOPACHUY,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-12-01,2,0,2
SUCRE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-12-01,0,3,3
TAPACARI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-12-01,1,1,2
TARIJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-12-01,1,1,2
TIQUIPAYA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-12-01,1,1,2
VILLA CHARCAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-12-01,0,1,1
VILLA SERRANO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-12-01,1,0,1
VILLA TUNARI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-12-01,3,0,3
VILLA VACA GUZMAN (MUYUPAMPA),tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-12-01,1,0,1
WARNES,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-12-01,0,1,1
YACUIBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-12-01,2,1,3
YAPACANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-12-01,2,2,4
