,group,variable,month,TRATAMIENTOS INICIADOS CON ESQUEMA L CANTIDAD,TRATAMIENTOS INICIADOS CON ESQUEMA L CANTIDAD,TOTALES
YANACACHI,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-08-01,1,0,1
YAPACANI,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-08-01,2,3,5
YOTALA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-08-01,1,0,1
ACHACACHI,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-09-01,1,0,1
ACHOCALLA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-09-01,1,0,1
ANTEQUERA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-09-01,1,0,1
ARBIETO,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-09-01,0,1,1
ARQUE,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-09-01,0,1,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-09-01,1,0,1
AZURDUY,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-09-01,0,1,1
BATALLAS,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-09-01,1,0,1
BERMEJO,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-09-01,2,2,4
BETANZOS,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-09-01,0,1,1
BUENA VISTA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-09-01,1,0,1
CAIROMA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-09-01,0,1,1
"CAIZA ""D""",tuberculosis y lepra,tratamientos iniciados con esquema l,2013-09-01,2,0,2
CAJUATA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-09-01,1,0,1
CAMARGO,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-09-01,1,2,3
CAMIRI,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-09-01,0,1,1
CARANAVI,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-09-01,3,3,6
CARAPARI,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-09-01,2,0,2
CHALLAPATA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-09-01,1,0,1
CHIMORE,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-09-01,3,0,3
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,tratamientos iniciados con esquema l,2013-09-01,2,4,6
CHUQUIHUTA AYLLU JUCUMANI,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-09-01,1,0,1
CLIZA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-09-01,1,0,1
COBIJA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-09-01,1,2,3
COCHABAMBA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-09-01,20,10,30
COLCAPIRHUA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-09-01,2,1,3
"COLCHA ""K""",tuberculosis y lepra,tratamientos iniciados con esquema l,2013-09-01,1,0,1
COLQUECHACA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-09-01,2,0,2
CORIPATA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-09-01,3,0,3
COTAGAITA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-09-01,1,1,2
COTOCA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-09-01,1,0,1
CUATRO CAÑADAS,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-09-01,1,0,1
CULPINA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-09-01,1,0,1
EL ALTO,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-09-01,36,19,55
EL PUENTE(STC),tuberculosis y lepra,tratamientos iniciados con esquema l,2013-09-01,1,0,1
EL TORNO,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-09-01,3,2,5
ENTRE RIOS CBBA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-09-01,3,2,5
EUREKA (SANTOS MERCADO),tuberculosis y lepra,tratamientos iniciados con esquema l,2013-09-01,0,1,1
FILADELFIA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-09-01,1,1,2
GENERAL SAAVEDRA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-09-01,1,1,2
GRAL. J.J. PEREZ (CHARAZANI),tuberculosis y lepra,tratamientos iniciados con esquema l,2013-09-01,1,0,1
GUANAY,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-09-01,3,0,3
GUAYARAMERIN,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-09-01,2,0,2
HUANUNI,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-09-01,3,0,3
HUARINA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-09-01,0,1,1
HUMANATA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-09-01,1,0,1
INQUISIVI,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-09-01,1,0,1
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,tratamientos iniciados con esquema l,2013-09-01,2,0,2
JESUS DE MACHACA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-09-01,0,1,1
LA ASUNTA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-09-01,3,0,3
LA GUARDIA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-09-01,4,3,7
LA PAZ,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-09-01,55,22,77
LAJA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-09-01,1,0,1
LLALLAGUA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-09-01,1,1,2
MAGDALENA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-09-01,1,0,1
MAPIRI,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-09-01,1,1,2
MONTERO,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-09-01,5,5,10
ORURO,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-09-01,3,5,8
PAZÑA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-09-01,0,1,1
POOPO,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-09-01,1,0,1
PORCO,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-09-01,0,1,1
POTOSI,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-09-01,20,1,21
PUERTO QUIJARRO,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-09-01,2,1,3
PUERTO VILLARROEL,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-09-01,6,3,9
QUILLACOLLO,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-09-01,1,1,2
RAVELO,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-09-01,1,0,1
RIBERALTA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-09-01,4,5,9
ROBORE,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-09-01,2,0,2
RURRENABAQUE,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-09-01,0,4,4
SACABA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-09-01,11,4,15
SACACA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-09-01,1,0,1
SAMAIPATA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-09-01,1,0,1
SAN BORJA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-09-01,2,1,3
SAN CARLOS,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-09-01,1,1,2
SAN IGNACIO DE VELASCO,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-09-01,0,1,1
SAN JAVIER(BNI),tuberculosis y lepra,tratamientos iniciados con esquema l,2013-09-01,1,0,1
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-09-01,0,2,2
SAN JULIAN,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-09-01,0,1,1
SAN LORENZO(TJA),tuberculosis y lepra,tratamientos iniciados con esquema l,2013-09-01,0,1,1
SAN LUCAS,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-09-01,1,0,1
SAN PEDRO,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-09-01,0,1,1
SAN PEDRO DE BUENA VISTA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-09-01,0,1,1
SAN PEDRO DE TIQUINA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-09-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-09-01,115,69,184
SANTA ROSA DEL SARA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-09-01,1,0,1
SANTIVAÑES,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-09-01,1,0,1
SANTUARIO DE QUILLACAS,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-09-01,1,0,1
SAPAHAQUI,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-09-01,1,0,1
SENA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-09-01,1,0,1
SHINAOTA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-09-01,2,0,2
SIPE SIPE,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-09-01,2,0,2
SORACACHI,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-09-01,1,0,1
SUCRE,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-09-01,11,5,16
TAPACARI,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-09-01,0,1,1
TARABUCO,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-09-01,2,0,2
TARIJA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-09-01,5,4,9
TIPUANI,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-09-01,2,0,2
TORO TORO,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-09-01,1,1,2
TRINIDAD,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-09-01,12,0,12
UNCIA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-09-01,0,1,1
VIACHA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-09-01,7,2,9
VILLA CHARCAS,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-09-01,1,0,1
VILLA MONTES,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-09-01,4,0,4
VILLA TUNARI,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-09-01,4,0,4
VILLAZON,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-09-01,2,0,2
VINTO,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-09-01,2,1,3
WARNES,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-09-01,4,0,4
YACUIBA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-09-01,5,5,10
YAPACANI,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-09-01,6,3,9
YOTALA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-09-01,1,0,1
YUNCHARA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-09-01,0,1,1
ACHACACHI,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-10-01,3,0,3
ALCALA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-10-01,1,0,1
APOLO,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-10-01,1,0,1
ARQUE,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-10-01,0,1,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-10-01,1,0,1
AYO AYO,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-10-01,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,tratamientos iniciados con esquema l,2013-10-01,1,0,1
BATALLAS,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-10-01,1,0,1
BERMEJO,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-10-01,2,0,2
BUENA VISTA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-10-01,1,0,1
"CAIZA ""D""",tuberculosis y lepra,tratamientos iniciados con esquema l,2013-10-01,1,0,1
CAMARGO,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-10-01,2,0,2
CAMATAQUI (C. VILLA ABECIA),tuberculosis y lepra,tratamientos iniciados con esquema l,2013-10-01,1,0,1
CAMIRI,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-10-01,3,3,6
CAPINOTA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-10-01,2,1,3
CARANAVI,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-10-01,11,3,14
CARAPARI,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-10-01,0,1,1
CARIPUYO,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-10-01,0,1,1
CHARAGUA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-10-01,1,0,1
CHAYANTA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-10-01,1,0,1
CHIMORE,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-10-01,5,0,5
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,tratamientos iniciados con esquema l,2013-10-01,0,1,1
CHUMA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-10-01,1,0,1
CHUQUIHUTA AYLLU JUCUMANI,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-10-01,1,0,1
COBIJA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-10-01,2,1,3
COCHABAMBA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-10-01,24,14,38
COLCAPIRHUA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-10-01,2,0,2
COLOMI,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-10-01,3,0,3
COLQUECHACA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-10-01,1,0,1
COLQUENCHA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-10-01,1,0,1
COMBAYA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-10-01,1,0,1
CORIPATA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-10-01,1,0,1
COROICO,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-10-01,1,0,1
COTOCA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-10-01,7,1,8
CUATRO CAÑADAS,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-10-01,3,0,3
DESAGUADERO,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-10-01,1,0,1
EL ALTO,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-10-01,32,27,59
EL TORNO,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-10-01,2,1,3
ENTRE RIOS TRJ,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-10-01,0,1,1
ENTRE RIOS CBBA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-10-01,3,4,7
FERNANDEZ ALONSO,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-10-01,3,0,3
GENERAL SAAVEDRA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-10-01,0,1,1
GUANAY,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-10-01,1,0,1
GUAYARAMERIN,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-10-01,2,0,2
HUANUNI,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-10-01,1,0,1
INCAHUASI,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-10-01,1,0,1
INQUISIVI,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-10-01,1,0,1
LA ASUNTA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-10-01,4,1,5
LA GUARDIA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-10-01,7,2,9
LA PAZ,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-10-01,63,34,97
LAS CARRERAS,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-10-01,1,0,1
MAGDALENA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-10-01,0,1,1
MAPIRI,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-10-01,1,0,1
MECAPACA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-10-01,1,0,1
MIZQUE,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-10-01,1,0,1
MOCOMOCO,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-10-01,1,0,1
MONTEAGUDO,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-10-01,2,2,4
MONTERO,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-10-01,6,6,12
NUEVO MANOA (NUEVA ESPERANZA),tuberculosis y lepra,tratamientos iniciados con esquema l,2013-10-01,1,0,1
OKINAWA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-10-01,1,1,2
ORURO,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-10-01,11,2,13
PADILLA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-10-01,1,0,1
PALCA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-10-01,1,0,1
PALOS BLANCOS,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-10-01,3,0,3
PAMPA GRANDE,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-10-01,1,0,1
PATACAMAYA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-10-01,2,1,3
PORTACHUELO,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-10-01,1,0,1
POTOSI,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-10-01,10,3,13
PUERTO QUIJARRO,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-10-01,1,1,2
PUERTO VILLARROEL,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-10-01,4,3,7
QUILLACOLLO,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-10-01,10,4,14
RIBERALTA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-10-01,2,3,5
RURRENABAQUE,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-10-01,3,1,4
SACABA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-10-01,5,3,8
SAMAIPATA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-10-01,1,0,1
SAN BENITO,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-10-01,1,1,2
SAN BORJA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-10-01,0,3,3
SAN CARLOS,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-10-01,1,0,1
SAN IGNACIO DE VELASCO,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-10-01,2,0,2
SAN JAVIER(STC),tuberculosis y lepra,tratamientos iniciados con esquema l,2013-10-01,1,0,1
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-10-01,1,0,1
SAN JULIAN,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-10-01,4,2,6
SAN PEDRO,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-10-01,2,0,2
SANTA ANA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-10-01,1,1,2
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-10-01,124,70,194
SANTIVAÑES,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-10-01,1,0,1
SAPAHAQUI,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-10-01,1,0,1
SHINAOTA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-10-01,4,0,4
SICA SICA (VILLA AROMA),tuberculosis y lepra,tratamientos iniciados con esquema l,2013-10-01,1,0,1
SIPE SIPE,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-10-01,2,0,2
SOPACHUY,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-10-01,1,0,1
SUCRE,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-10-01,9,8,17
TACACOMA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-10-01,2,0,2
TARABUCO,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-10-01,1,0,1
TARIJA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-10-01,12,4,16
TEOPONTE,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-10-01,1,0,1
TIAWANACU,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-10-01,1,0,1
TIPUANI,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-10-01,3,0,3
TIRAQUE (CBBA),tuberculosis y lepra,tratamientos iniciados con esquema l,2013-10-01,0,1,1
TRINIDAD,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-10-01,12,7,19
TUPIZA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-10-01,0,1,1
TURCO,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-10-01,0,1,1
VIACHA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-10-01,2,0,2
VILLA TUNARI,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-10-01,2,5,7
VILLAZON,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-10-01,2,2,4
WARNES,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-10-01,5,8,13
YACUIBA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-10-01,11,7,18
YAPACANI,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-10-01,0,1,1
ACHACACHI,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-11-01,1,1,2
ALTO BENI,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-11-01,3,0,3
ANZALDO,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-11-01,1,0,1
ARBIETO,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-11-01,1,0,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-11-01,1,3,4
ATOCHA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-11-01,1,0,1
AYATA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-11-01,0,2,2
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,tratamientos iniciados con esquema l,2013-11-01,0,1,1
BERMEJO,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-11-01,7,5,12
BETANZOS,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-11-01,1,1,2
BUENA VISTA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-11-01,0,1,1
"CAIZA ""D""",tuberculosis y lepra,tratamientos iniciados con esquema l,2013-11-01,1,0,1
CAMIRI,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-11-01,1,0,1
CAPINOTA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-11-01,1,1,2
CARANAVI,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-11-01,9,2,11
CARAPARI,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-11-01,0,1,1
CHAQUI,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-11-01,1,0,1
CHARAGUA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-11-01,2,1,3
CHAYANTA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-11-01,0,1,1
CHIMORE,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-11-01,1,1,2
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,tratamientos iniciados con esquema l,2013-11-01,1,0,1
CHUQUIHUTA AYLLU JUCUMANI,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-11-01,0,1,1
CKOCHAS,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-11-01,0,2,2
CLIZA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-11-01,1,0,1
COBIJA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-11-01,5,1,6
COCHABAMBA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-11-01,29,9,38
"COLCHA ""K""",tuberculosis y lepra,tratamientos iniciados con esquema l,2013-11-01,2,1,3
CORIPATA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-11-01,2,2,4
CORO CORO,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-11-01,1,0,1
COROICO,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-11-01,3,0,3
COTAGAITA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-11-01,2,0,2
COTOCA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-11-01,5,2,7
CULPINA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-11-01,1,0,1
CURVA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-11-01,1,0,1
DESAGUADERO,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-11-01,1,0,1
EL ALTO,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-11-01,33,22,55
EL TORNO,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-11-01,7,2,9
ENTRE RIOS TRJ,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-11-01,1,0,1
ENTRE RIOS CBBA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-11-01,3,1,4
FERNANDEZ ALONSO,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-11-01,1,0,1
GENERAL SAAVEDRA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-11-01,1,1,2
GUANAY,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-11-01,3,0,3
GUAYARAMERIN,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-11-01,2,2,4
INQUISIVI,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-11-01,1,0,1
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,tratamientos iniciados con esquema l,2013-11-01,1,0,1
LA ASUNTA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-11-01,6,0,6
LA GUARDIA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-11-01,8,0,8
LA PAZ,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-11-01,64,34,98
LAS CARRERAS,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-11-01,1,0,1
LICOMA PAMPA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-11-01,1,0,1
LLALLAGUA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-11-01,5,1,6
MAGDALENA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-11-01,1,0,1
MAPIRI,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-11-01,2,1,3
MIZQUE,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-11-01,0,1,1
MONTEAGUDO,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-11-01,0,1,1
MONTERO,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-11-01,4,7,11
OCURI,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-11-01,0,1,1
OKINAWA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-11-01,0,2,2
ORURO,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-11-01,8,4,12
PATACAMAYA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-11-01,1,0,1
POCOATA,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-11-01,1,0,1
POOPO,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-11-01,1,0,1
PORCO,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-11-01,1,0,1
PORTACHUELO,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-11-01,2,0,2
POTOSI,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-11-01,13,2,15
PUERTO QUIJARRO,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-11-01,3,0,3
PUERTO SUAREZ,tuberculosis y lepra,tratamientos iniciados con esquema l,2013-11-01,0,1,1
