municipality,group,variable,month,Cirugías medianas y mayores,TOTAL
TRINIDAD,cirugias y anestesias,cirugias medianas y mayores,2007-12-01,311,311
TUPIZA,cirugias y anestesias,cirugias medianas y mayores,2007-12-01,27,27
UYUNI,cirugias y anestesias,cirugias medianas y mayores,2007-12-01,6,6
VALLEGRANDE,cirugias y anestesias,cirugias medianas y mayores,2007-12-01,34,34
VILLA MONTES,cirugias y anestesias,cirugias medianas y mayores,2007-12-01,48,48
VILLA TUNARI,cirugias y anestesias,cirugias medianas y mayores,2007-12-01,26,26
VILLAZON,cirugias y anestesias,cirugias medianas y mayores,2007-12-01,31,31
VITICHI,cirugias y anestesias,cirugias medianas y mayores,2007-12-01,1,1
WARNES,cirugias y anestesias,cirugias medianas y mayores,2007-12-01,27,27
YACUIBA,cirugias y anestesias,cirugias medianas y mayores,2007-12-01,94,94
YAMPARAEZ,cirugias y anestesias,cirugias medianas y mayores,2007-12-01,2,2
YAPACANI,cirugias y anestesias,cirugias medianas y mayores,2007-12-01,5,5
YOTALA,cirugias y anestesias,cirugias medianas y mayores,2007-12-01,1,1
ZUDAÑEZ,cirugias y anestesias,cirugias medianas y mayores,2007-12-01,2,2
