municipality,group,variable,month,"Anestesias generales, locales o regionales",TOTAL
TOTORA(CBBA),cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,1,1
TRINIDAD,cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,350,350
TUPIZA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,59,59
UNCIA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,31,31
UYUNI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,10,10
VACAS,cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,10,10
VALLEGRANDE,cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,37,37
VIACHA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,10,10
VILLA MONTES,cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,67,67
VILLA RIVERO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,7,7
VILLA SERRANO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,1,1
VILLA TUNARI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,32,32
VILLA VACA GUZMAN (MUYUPAMPA),cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,8,8
VILLAZON,cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,86,86
VINTO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,27,27
WARNES,cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,29,29
YACUIBA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,119,119
YAPACANI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,9,9
YOTALA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,37,37
ZUDAÑEZ,cirugias y anestesias,"anestesias generales, locales o regionales",2007-08-01,1,1
ACHACACHI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,3,3
AIQUILE,cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,20,20
ANCORAIMES,cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,14,14
ANTEQUERA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,2,2
APOLO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,7,7
ASCENCION DE GUARAYOS,cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,38,38
ATOCHA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,6,6
AYOPAYA (V. DE INDEPENDENCIA),cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,10,10
AZURDUY,cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,1,1
BAURES,cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,3,3
BERMEJO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,69,69
BETANZOS,cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,20,20
CAJUATA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,21,21
CAMARGO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,33,33
CAMIRI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,85,85
CAPINOTA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,2,2
CARANAVI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,50,50
CHARAGUA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,16,16
CHIMORE,cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,41,41
CHULUMANI (V. DE LA LIBERTAD),cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,35,35
CLIZA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,56,56
COBIJA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,611,611
COCHABAMBA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,2590,2590
COLCAPIRHUA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,41,41
COLOMI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,1,1
COLQUIRI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,9,9
COMARAPA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,7,7
CONCEPCION,cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,17,17
COPACABANA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,2,2
COROICO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,22,22
COTOCA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,19,19
CULPINA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,5,5
EL ALTO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,1101,1101
EL CHORO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,1,1
EL TORNO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,9,9
ENTRE RIOS,cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,40,40
EUCALIPTUS,cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,2,2
EXALTACION,cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,1,1
GUAYARAMERIN,cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,63,63
HUACARETA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,3,3
INQUISIVI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,2,2
LA ASUNTA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,38,38
LA PAZ,cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,3290,3290
LAS CARRERAS,cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,1,1
LLALLAGUA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,60,60
MACHARETI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,4,4
MAGDALENA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,2,2
MAIRANA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,6,6
MIZQUE,cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,24,24
MONTEAGUDO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,64,64
MONTERO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,149,149
MOROCHATA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,1,1
OCURI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,2,2
ORURO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,491,491
PADILLA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,20,20
PALOS BLANCOS,cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,2,2
PATACAMAYA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,35,35
PORTACHUELO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,49,49
PORVENIR,cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,17,17
POTOSI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,342,342
PUERTO ACOSTA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,11,11
PUERTO CARABUCO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,4,4
PUERTO QUIJARRO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,2,2
PUERTO SUAREZ,cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,51,51
PUERTO VILLARROEL,cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,129,129
PUNATA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,67,67
QUILLACOLLO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,95,95
QUIME,cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,3,3
RIBERALTA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,322,322
ROBORE,cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,9,9
RURRENABAQUE,cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,8,8
SACABA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,102,102
SAMAIPATA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,6,6
SAN ANDRES,cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,4,4
SAN BENITO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,9,9
SAN BORJA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,16,16
SAN BUENA VENTURA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,23,23
SAN CARLOS,cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,32,32
SAN IGNACIO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,2,2
SAN IGNACIO DE VELASCO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,87,87
SAN JAVIER(STC),cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,10,10
SAN JOAQUIN,cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,7,7
SAN JOSE DE CHIQUITOS,cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,5,5
SAN JUAN DE YAPACANI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,31,31
SAN JULIAN,cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,76,76
SAN LUCAS,cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,9,9
SAN MATIAS,cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,14,14
SAN RAMON,cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,9,9
SANTA ANA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,26,26
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,3874,3874
SANTA ROSA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,2,2
SIPE SIPE,cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,25,25
SOPACHUY,cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,2,2
SUCRE,cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,1190,1190
TAPACARI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,5,5
TARABUCO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,9,9
TARIJA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,229,229
TIPUANI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,17,17
TIQUIPAYA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,3,3
TIRAQUE (CBBA),cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,43,43
TOLEDO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,2,2
TRINIDAD,cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,321,321
TUPIZA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,46,46
UNCIA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,34,34
UYUNI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,2,2
VACAS,cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,8,8
VALLEGRANDE,cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,30,30
VIACHA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,18,18
VILLA MONTES,cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,69,69
VILLA RIVERO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,5,5
VILLA TUNARI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,138,138
VILLA VACA GUZMAN (MUYUPAMPA),cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,9,9
VILLAZON,cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,89,89
VINTO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,41,41
WARNES,cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,30,30
YACUIBA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,115,115
YAPACANI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,15,15
YOTALA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,27,27
ZUDAÑEZ,cirugias y anestesias,"anestesias generales, locales o regionales",2007-09-01,5,5
ACHACACHI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,1,1
AIQUILE,cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,12,12
ANCORAIMES,cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,8,8
ANTEQUERA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,1,1
APOLO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,7,7
ASCENCION DE GUARAYOS,cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,12,12
ATOCHA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,14,14
AYOPAYA (V. DE INDEPENDENCIA),cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,2,2
AZURDUY,cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,1,1
BATALLAS,cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,1,1
BERMEJO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,70,70
BETANZOS,cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,15,15
CAJUATA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,36,36
CAMARGO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,14,14
CAMIRI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,76,76
CARANAVI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,43,43
CHARAGUA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,8,8
CHIMORE,cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,40,40
CHULUMANI (V. DE LA LIBERTAD),cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,37,37
CLIZA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,78,78
COBIJA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,803,803
COCHABAMBA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,2877,2877
COLCAPIRHUA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,45,45
COLQUIRI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,7,7
COMARAPA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,10,10
CONCEPCION,cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,14,14
COPACABANA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,6,6
COROICO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,31,31
COTOCA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,17,17
EL ALTO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,1229,1229
EL TORNO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,2,2
ENTRE RIOS,cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,70,70
EUCALIPTUS,cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,5,5
EXALTACION,cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,2,2
GUAYARAMERIN,cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,64,64
HUACARETA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,2,2
HUANUNI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,2,2
INQUISIVI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,3,3
IRUPANA (VILLA DE LANZA),cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,14,14
LA ASUNTA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,36,36
LA PAZ,cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,3520,3520
LLALLAGUA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,59,59
MACHARETI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,3,3
MAGDALENA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,4,4
MAIRANA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,14,14
MIZQUE,cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,21,21
MONTEAGUDO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,62,62
MONTERO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,148,148
MOROCHATA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,6,6
OCURI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,2,2
ORURO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,680,680
PADILLA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,19,19
PALOS BLANCOS,cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,2,2
PATACAMAYA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,25,25
POJO (CBBA),cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,8,8
PORTACHUELO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,61,61
PORVENIR,cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,15,15
POTOSI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,360,360
PUCARANI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,2,2
PUERTO ACOSTA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,11,11
PUERTO CARABUCO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,4,4
PUERTO QUIJARRO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,1,1
PUERTO SUAREZ,cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,58,58
PUERTO VILLARROEL,cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,130,130
PUNATA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,84,84
QUILLACOLLO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,224,224
QUIME,cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,1,1
REYES,cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,3,3
RIBERALTA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,257,257
ROBORE,cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,9,9
RURRENABAQUE,cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,17,17
SACABA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,104,104
SAMAIPATA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,2,2
SAN ANDRES,cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,1,1
SAN BENITO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,25,25
SAN BORJA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,21,21
SAN CARLOS,cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,36,36
SAN IGNACIO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,15,15
SAN IGNACIO DE VELASCO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,85,85
SAN JAVIER(STC),cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,9,9
SAN JOAQUIN,cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,6,6
SAN JOSE DE CHIQUITOS,cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,8,8
SAN JUAN DE YAPACANI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,39,39
SAN JULIAN,cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,50,50
SAN LUCAS,cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,21,21
SAN MATIAS,cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,8,8
SAN RAMON,cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,8,8
SANTA ANA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,31,31
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,4265,4265
SANTA ROSA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,1,1
SIPE SIPE,cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,36,36
SOPACHUY,cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,5,5
SUCRE,cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,1072,1072
TACOPAYA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,1,1
TAPACARI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,4,4
TARABUCO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,2,2
TARIJA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,614,614
TIPUANI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,15,15
TIQUIPAYA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,3,3
TIRAQUE (CBBA),cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,20,20
TOLEDO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,2,2
TOTORA(CBBA),cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,1,1
TRINIDAD,cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,524,524
TUPIZA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,62,62
UNCIA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,33,33
VACAS,cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,3,3
VALLEGRANDE,cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,23,23
VIACHA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,12,12
VILLA MONTES,cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,72,72
VILLA RIVERO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,4,4
VILLA TUNARI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,66,66
VILLA VACA GUZMAN (MUYUPAMPA),cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,1,1
VILLAZON,cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,57,57
VINTO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,22,22
WARNES,cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,30,30
YACUIBA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,137,137
YAPACANI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,12,12
YOTALA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,27,27
ZUDAÑEZ,cirugias y anestesias,"anestesias generales, locales o regionales",2007-10-01,5,5
AIQUILE,cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,14,14
ANCORAIMES,cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,8,8
APOLO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,6,6
ASCENCION DE GUARAYOS,cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,20,20
ATOCHA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,11,11
AYOPAYA (V. DE INDEPENDENCIA),cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,7,7
AZURDUY,cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,2,2
BELLA FLOR,cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,25,25
BERMEJO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,55,55
BETANZOS,cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,12,12
CAJUATA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,26,26
CAMARGO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,43,43
CAMIRI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,33,33
CARANAVI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,47,47
CHARAGUA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,12,12
CHIMORE,cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,40,40
CHULUMANI (V. DE LA LIBERTAD),cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,28,28
CLIZA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,69,69
COBIJA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,200,200
COCHABAMBA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,2935,2935
COLCAPIRHUA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,34,34
COLOMI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,1,1
COLQUIRI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,15,15
COMARAPA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,8,8
CONCEPCION,cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,16,16
COPACABANA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,2,2
COROICO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,20,20
COTOCA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,10,10
CULPINA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,12,12
EL ALTO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,1137,1137
EL PUENTE(TJA),cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,1,1
EL TORNO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,10,10
ENTRE RIOS,cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,41,41
EUCALIPTUS,cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,6,6
EXALTACION,cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,1,1
GUAYARAMERIN,cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,67,67
HUACARETA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,3,3
HUANUNI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,2,2
INQUISIVI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,4,4
IRUPANA (VILLA DE LANZA),cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,12,12
LA ASUNTA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,7,7
LA PAZ,cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,3470,3470
LLALLAGUA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,49,49
LURIBAY,cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,4,4
MAGDALENA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,17,17
MAIRANA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,12,12
MIZQUE,cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,5,5
MOCOMOCO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,4,4
MONTEAGUDO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,54,54
MONTERO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,982,982
MOROCHATA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-11-01,2,2
