,group,variable,month,TOTAL 23.1 N° DE SINTOMÁTICOS RESPIRATORIOS CANTIDAD,TOTAL 23.1 N° DE SINTOMÁTICOS RESPIRATORIOS CANTIDAD,TOTALES
VILLA RIVERO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,4,3,7
VILLA SERRANO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,8,9,17
VILLA TUNARI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,25,23,48
VILLA VACA GUZMAN (MUYUPAMPA),tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,9,4,13
VILLAZON,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,25,17,42
VINTO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,14,11,25
VITICHI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,6,3,9
WARNES,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,45,44,89
YACO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,3,1,4
YACUIBA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,99,110,209
YAMPARAEZ,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,7,11,18
YANACACHI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,1,3,4
YAPACANI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,74,79,153
YOTALA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,1,2,3
YUNCHARA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,0,5,5
ZUDAÑEZ,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,8,9,17
ACACIO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,1,3,4
ACHACACHI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,16,11,27
ACHOCALLA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,2,3,5
AIQUILE,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,20,18,38
ALCALA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,2,3,5
ALTO BENI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,8,9,17
ANCORAIMES,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,7,6,13
ANDAMARCA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,0,1,1
ANTEQUERA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,2,0,2
ANZALDO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,5,5,10
APOLO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,4,4,8
ARAMPAMPA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,1,1,2
ARANI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,1,3,4
ARBIETO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,4,3,7
ARQUE,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,2,1,3
ASCENCION DE GUARAYOS,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,18,14,32
ATOCHA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,4,0,4
AYATA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,3,3,6
AYO AYO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,2,0,2
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,7,7,14
AZURDUY,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,2,6,8
BATALLAS,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,6,1,7
BELEN DE URMIRI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,2,0,2
BELLA FLOR,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,0,2,2
BERMEJO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,19,15,34
BETANZOS,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,2,8,10
BOLIVAR,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,1,0,1
BOLPEBRA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,1,0,1
BUENA VISTA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,8,9,17
CABEZAS,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,10,5,15
CAIROMA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,1,1,2
"CAIZA ""D""",tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,3,2,5
CALACOTO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,3,0,3
CALAMARCA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,1,0,1
CAMARGO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,7,11,18
CAMATAQUI (C. VILLA ABECIA),tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,2,0,2
CAMIRI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,8,14,22
CAPINOTA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,6,8,14
CAQUIAVIRI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,2,2,4
CARACOLLO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,4,7,11
CARANAVI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,60,36,96
CARAPARI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,8,8,16
CARIPUYO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,3,5,8
CARMEN RIVERO TORREZ,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,2,2,4
CHALLAPATA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,5,9,14
CHAQUI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,5,4,9
CHARAGUA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,12,17,29
CHAYANTA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,5,3,8
CHIMORE,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,11,8,19
CHUA COCANI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,2,2,4
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,17,17,34
CHUMA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,1,0,1
CHUQUIHUTA AYLLU JUCUMANI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,7,4,11
CLIZA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,6,4,10
COBIJA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,56,32,88
COCAPATA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,5,8,13
COCHABAMBA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,181,150,331
COLCAPIRHUA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,11,10,21
"COLCHA ""K""",tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,5,3,8
COLLANA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,0,1,1
COLOMI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,3,1,4
COLPA BELGICA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,1,5,6
COLQUECHACA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,3,11,14
COLQUIRI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,2,2,4
COMARAPA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,1,2,3
COMBAYA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,2,1,3
CONCEPCION,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,9,1,10
COPACABANA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,1,2,3
CORIPATA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,7,4,11
CORO CORO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,2,0,2
COROICO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,17,14,31
COTAGAITA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,6,3,9
COTOCA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,27,21,48
CUATRO CAÑADAS,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,12,16,28
CUCHUMUELA (V. G. VILLARROEL),tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,1,0,1
CUEVO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,0,3,3
CULPINA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,10,17,27
DESAGUADERO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,2,3,5
EL ALTO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,224,240,464
EL CHORO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,4,1,5
EL PUENTE(STC),tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,6,1,7
EL PUENTE(TJA),tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,1,9,10
EL TORNO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,34,37,71
EL VILLAR,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,1,0,1
ENTRE RIOS CBBA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,22,15,37
ESCOMA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,1,0,1
EUCALIPTUS,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,0,2,2
FERNANDEZ ALONSO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,3,2,5
GENERAL SAAVEDRA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,9,7,16
GRAL. J.J. PEREZ (CHARAZANI),tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,1,2,3
GUANAY,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,12,17,29
GUAQUI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,2,0,2
GUAYARAMERIN,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,34,15,49
HUACARETA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,5,5,10
HUACAYA (VILLA DE HUACAYA),tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,1,1,2
HUACHACALLA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,1,0,1
HUANUNI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,28,11,39
HUARACAJE,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,0,3,3
HUATAJATA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,4,0,4
HUAYLLAMARCA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,0,2,2
ICLA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,5,7,12
INCAHUASI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,5,9,14
INQUISIVI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,2,1,3
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,10,8,18
JESUS DE MACHACA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,4,2,6
LA ASUNTA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,25,17,42
LA GUARDIA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,44,44,88
LA PAZ,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,375,334,709
LAGUNILLAS,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,0,1,1
LAJA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,2,2,4
LAS CARRERAS,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,2,2,4
LLALLAGUA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,27,17,44
LLICA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,1,0,1
MACHACAMARCA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,1,0,1
MACHARETI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,9,1,10
MAGDALENA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,4,3,7
MAIRANA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,2,1,3
MALLA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,1,0,1
MAPIRI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,9,7,16
MECAPACA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,3,1,4
MINEROS,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,4,8,12
MIZQUE,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,10,8,18
MOCOMOCO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,0,1,1
MOJOCOYA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,7,1,8
MONTEAGUDO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,26,26,52
MONTERO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,48,54,102
MOROCHATA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,3,8,11
NACEBE (SANTA ROSA DEL ABUNA),tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,2,1,3
NUEVO MANOA (NUEVA ESPERANZA),tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,3,0,3
OCURI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,5,6,11
OKINAWA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,2,1,3
OMEREQUE,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,2,2,4
ORURO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,123,111,234
PADCAYA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,5,8,13
PADILLA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,4,10,14
PAILON,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,15,12,27
PALCA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,3,4,7
PALOS BLANCOS,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,17,22,39
PAMPA AULLAGAS,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,1,0,1
PAMPA GRANDE,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,1,4,5
PATACAMAYA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,2,3,5
PAZÑA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,3,0,3
POCOATA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,13,13,26
POCONA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,3,6,9
POJO (CBBA),tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,2,1,3
POOPO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,1,0,1
PORCO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,3,2,5
POROMA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,2,8,10
PORONGO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,3,5,8
PORTACHUELO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,8,1,9
PORVENIR,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,3,2,5
POTOSI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,112,40,152
PRESTO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,5,5,10
PUCARANI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,4,7,11
PUERTO ACOSTA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,0,1,1
PUERTO CARABUCO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,1,0,1
PUERTO GONZALO MORENO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,1,0,1
PUERTO PEREZ,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,1,0,1
PUERTO QUIJARRO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,7,4,11
PUERTO RICO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,2,3,5
PUERTO VILLARROEL,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,37,29,66
PUNA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,4,7,11
PUNATA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,11,9,20
QUIABAYA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,1,1,2
QUILLACOLLO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,52,49,101
QUIME,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,1,1,2
QUIRUSILLAS,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,0,1,1
RAVELO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,7,6,13
REYES,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,3,6,9
RIBERALTA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,62,51,113
ROBORE,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,13,8,21
RURRENABAQUE,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,11,5,16
SACABA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,52,62,114
SACABAMBA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,2,0,2
SACACA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,8,5,13
SAIPINA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,0,1,1
SALINAS DE GARCI MENDOZA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,1,1,2
SAMAIPATA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,4,1,5
SAN ANDRES,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,4,2,6
SAN ANDRES DE MACHACA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,0,1,1
SAN BENITO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,0,3,3
SAN BORJA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,25,21,46
SAN BUENA VENTURA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,2,0,2
SAN CARLOS,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,107,4,111
SAN IGNACIO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,10,15,25
SAN IGNACIO DE VELASCO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,17,13,30
SAN JAVIER(BNI),tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,0,1,1
SAN JAVIER(STC),tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,3,3,6
SAN JOAQUIN,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,4,4,8
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,7,3,10
SAN JUAN DE YAPACANI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,5,5,10
SAN JULIAN,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,28,28,56
SAN LORENZO(PND),tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,0,1,1
SAN LORENZO(TJA),tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,5,5,10
SAN LUCAS,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,12,15,27
SAN MATIAS,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,5,3,8
SAN MIGUEL DE VELASCO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,3,8,11
SAN PEDRO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,4,3,7
SAN PEDRO DE BUENA VISTA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,6,5,11
SAN PEDRO DE TIQUINA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,1,0,1
SAN RAFAEL,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,1,0,1
SAN RAMON BENI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,4,6,10
SAN RAMON SCZ,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,6,8,14
SANTA ANA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,2,7,9
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,694,535,1229
SANTA ROSA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,1,2,3
SANTA ROSA DEL SARA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,7,5,12
SANTIAGO DE HUARI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,0,3,3
SANTIVAÑES,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,5,3,8
SANTUARIO DE QUILLACAS,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,2,1,3
SENA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,1,1,2
SHINAOTA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,12,7,19
SICA SICA (VILLA AROMA),tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,3,3,6
SICAYA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,2,2,4
SIPE SIPE,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,16,17,33
SOPACHUY,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,0,3,3
SORACACHI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,1,0,1
SORATA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,32,7,39
SUCRE,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,137,191,328
TACACHI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,0,2,2
TACACOMA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,3,3,6
TACOBAMBA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,5,5,10
TACOPAYA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,3,15,18
TAPACARI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,1,4,5
TARABUCO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,10,3,13
TARACO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,0,1,1
TARATA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,2,3,5
TARIJA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,74,76,150
TARVITA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,1,6,7
TEOPONTE,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,6,5,11
TIAWANACU,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,0,1,1
TINGUIPAYA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,6,9,15
TIPUANI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,20,11,31
TIQUIPAYA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,20,20,40
TIRAQUE (CBBA),tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,5,3,8
TITO YUPANQUI (PARQUIPUJIO),tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,1,0,1
TOCO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,2,1,3
TOLATA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,4,3,7
TOLEDO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,0,3,3
TOMAVE,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,3,1,4
TOMINA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,5,8,13
TORO TORO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,3,1,4
TOTORA(CBBA),tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,6,2,8
TOTORA(ORR),tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,3,0,3
TRINIDAD,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,77,23,100
TUPIZA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,18,9,27
TURCO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,2,1,3
UNCIA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,10,9,19
URIONDO (A. CONCEPCION),tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,9,11,20
URUBICHA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,1,4,5
UYUNI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,4,6,10
VACAS,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,2,0,2
VALLEGRANDE,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,2,3,5
VIACHA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,26,17,43
VILLA CHARCAS,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,8,14,22
VILLA MONTES,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,27,25,52
VILLA RIVERO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,1,4,5
VILLA SERRANO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,10,12,22
VILLA TUNARI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,39,32,71
VILLA VACA GUZMAN (MUYUPAMPA),tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,10,8,18
VILLAZON,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,15,19,34
VINTO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,12,8,20
WARNES,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,43,46,89
YACUIBA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,81,94,175
YAMPARAEZ,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,9,6,15
YAPACANI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,85,55,140
YOCALLA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,5,3,8
YOTALA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,4,2,6
YUNCHARA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,3,7,10
ZUDAÑEZ,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-10-01,3,4,7
ACACIO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,1,3,4
ACHACACHI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,17,14,31
