,group,variable,month,TOTAL 23.2 N° DE TBP BAAR (+) NUEVOS CANTIDAD,TOTAL 23.2 N° DE TBP BAAR (+) NUEVOS CANTIDAD,TOTALES
FERNANDEZ ALONSO,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-09-01,1,0,1
GENERAL SAAVEDRA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-09-01,1,0,1
GUAYARAMERIN,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-09-01,2,1,3
HUANUNI,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-09-01,0,1,1
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-09-01,1,1,2
LA ASUNTA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-09-01,3,2,5
LA GUARDIA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-09-01,4,2,6
LA PAZ,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-09-01,19,8,27
LAJA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-09-01,0,1,1
LLALLAGUA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-09-01,1,1,2
MAPIRI,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-09-01,2,0,2
MINEROS,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-09-01,1,1,2
MONTEAGUDO,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-09-01,1,1,2
MONTERO,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-09-01,8,10,18
MOROCHATA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-09-01,0,1,1
OKINAWA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-09-01,1,0,1
ORURO,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-09-01,8,5,13
PADCAYA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-09-01,0,2,2
PAILON,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-09-01,1,1,2
PALCA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-09-01,1,1,2
PALOS BLANCOS,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-09-01,2,2,4
POCONA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-09-01,0,1,1
PORONGO,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-09-01,1,0,1
PORVENIR,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-09-01,1,0,1
POTOSI,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-09-01,9,1,10
PRESTO,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-09-01,0,1,1
PUERTO CARABUCO,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-09-01,1,1,2
PUERTO SUAREZ,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-09-01,0,2,2
PUERTO VILLARROEL,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-09-01,3,1,4
PUNA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-09-01,1,0,1
PUNATA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-09-01,1,1,2
QUILLACOLLO,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-09-01,2,0,2
REYES,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-09-01,1,1,2
RIBERALTA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-09-01,3,3,6
ROBORE,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-09-01,2,0,2
RURRENABAQUE,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-09-01,0,1,1
SACABA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-09-01,7,0,7
SAN BORJA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-09-01,4,2,6
SAN CARLOS,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-09-01,0,1,1
SAN IGNACIO DE VELASCO,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-09-01,1,1,2
SAN JULIAN,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-09-01,4,1,5
SAN LUCAS,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-09-01,1,2,3
SAN MATIAS,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-09-01,1,0,1
SAN MIGUEL DE VELASCO,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-09-01,0,1,1
SAN PEDRO,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-09-01,0,2,2
SAN RAMON BENI,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-09-01,0,1,1
SAN RAMON SCZ,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-09-01,2,0,2
SANTA ANA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-09-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-09-01,77,46,123
SENA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-09-01,1,0,1
SHINAOTA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-09-01,0,4,4
SIPE SIPE,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-09-01,1,0,1
SORACACHI,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-09-01,1,0,1
SORATA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-09-01,3,1,4
SUCRE,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-09-01,6,3,9
TACACOMA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-09-01,1,0,1
TARIJA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-09-01,6,0,6
TARVITA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-09-01,0,1,1
TEOPONTE,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-09-01,1,1,2
TIPUANI,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-09-01,4,2,6
TIQUIPAYA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-09-01,1,0,1
TITO YUPANQUI (PARQUIPUJIO),tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-09-01,1,0,1
TOMAVE,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-09-01,2,0,2
TOTORA(CBBA),tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-09-01,0,1,1
TRINIDAD,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-09-01,3,2,5
TUPIZA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-09-01,1,0,1
VIACHA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-09-01,4,1,5
VILLA CHARCAS,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-09-01,0,1,1
VILLA MONTES,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-09-01,3,0,3
VILLA TUNARI,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-09-01,1,1,2
VILLA VACA GUZMAN (MUYUPAMPA),tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-09-01,1,0,1
VILLAZON,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-09-01,3,1,4
VINTO,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-09-01,2,3,5
WARNES,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-09-01,3,0,3
YACUIBA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-09-01,6,3,9
YANACACHI,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-09-01,1,1,2
YAPACANI,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-09-01,6,5,11
ACACIO,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-10-01,1,0,1
AIQUILE,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-10-01,3,0,3
APOLO,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-10-01,1,0,1
ARBIETO,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-10-01,2,0,2
BERMEJO,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-10-01,2,0,2
CAMARGO,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-10-01,1,0,1
CAMIRI,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-10-01,3,0,3
CARANAVI,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-10-01,2,4,6
CARIPUYO,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-10-01,0,1,1
CARMEN RIVERO TORREZ,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-10-01,1,0,1
CHALLAPATA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-10-01,0,1,1
CHAQUI,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-10-01,1,0,1
CHARAGUA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-10-01,0,1,1
CHAYANTA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-10-01,1,1,2
CHIMORE,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-10-01,3,2,5
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-10-01,3,2,5
CLIZA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-10-01,0,1,1
COBIJA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-10-01,1,0,1
COCHABAMBA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-10-01,27,5,32
COLCAPIRHUA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-10-01,3,0,3
COLLANA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-10-01,0,1,1
COLQUECHACA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-10-01,0,1,1
COLQUIRI,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-10-01,2,0,2
CONCEPCION,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-10-01,1,0,1
CORIPATA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-10-01,1,0,1
COROICO,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-10-01,1,1,2
COTAGAITA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-10-01,3,0,3
COTOCA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-10-01,2,0,2
CUATRO CAÑADAS,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-10-01,1,0,1
CULPINA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-10-01,0,1,1
EL ALTO,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-10-01,15,8,23
EL TORNO,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-10-01,2,3,5
ENTRE RIOS CBBA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-10-01,0,2,2
GRAL. J.J. PEREZ (CHARAZANI),tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-10-01,0,1,1
GUANAY,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-10-01,1,0,1
GUAYARAMERIN,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-10-01,6,0,6
ICLA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-10-01,1,0,1
LA ASUNTA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-10-01,1,3,4
LA GUARDIA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-10-01,4,2,6
LA PAZ,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-10-01,26,8,34
MACHARETI,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-10-01,2,0,2
MAGDALENA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-10-01,1,0,1
MAPIRI,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-10-01,1,0,1
MECAPACA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-10-01,1,1,2
MINEROS,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-10-01,1,1,2
MIZQUE,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-10-01,1,0,1
MOJOCOYA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-10-01,1,0,1
MONTEAGUDO,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-10-01,1,1,2
MONTERO,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-10-01,3,6,9
ORURO,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-10-01,5,2,7
PADILLA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-10-01,1,0,1
PAILON,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-10-01,1,2,3
PALCA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-10-01,1,0,1
PALOS BLANCOS,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-10-01,1,0,1
POTOSI,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-10-01,2,1,3
PUCARANI,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-10-01,0,1,1
PUERTO QUIJARRO,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-10-01,2,1,3
PUERTO VILLARROEL,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-10-01,2,2,4
PUNATA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-10-01,0,1,1
QUILLACOLLO,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-10-01,2,1,3
REYES,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-10-01,0,2,2
RIBERALTA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-10-01,5,5,10
ROBORE,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-10-01,1,0,1
SACABA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-10-01,5,2,7
SAN ANDRES,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-10-01,1,0,1
SAN BORJA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-10-01,1,1,2
SAN CARLOS,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-10-01,1,0,1
SAN IGNACIO,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-10-01,0,1,1
SAN IGNACIO DE VELASCO,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-10-01,0,1,1
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-10-01,1,0,1
SAN JULIAN,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-10-01,6,0,6
SAN LUCAS,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-10-01,0,1,1
SAN RAMON SCZ,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-10-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-10-01,87,51,138
SANTA ROSA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-10-01,1,0,1
SAPAHAQUI,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-10-01,0,1,1
SHINAOTA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-10-01,2,2,4
SIPE SIPE,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-10-01,0,1,1
SORATA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-10-01,1,0,1
SUCRE,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-10-01,3,7,10
TACACOMA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-10-01,1,0,1
TARABUCO,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-10-01,1,0,1
TARIJA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-10-01,4,3,7
TEOPONTE,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-10-01,2,0,2
TINGUIPAYA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-10-01,0,3,3
TIPUANI,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-10-01,1,1,2
TIQUIPAYA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-10-01,3,2,5
TIRAQUE (CBBA),tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-10-01,0,1,1
TRINIDAD,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-10-01,6,1,7
TUPIZA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-10-01,1,0,1
UNCIA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-10-01,2,0,2
URIONDO (A. CONCEPCION),tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-10-01,1,0,1
VIACHA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-10-01,1,1,2
VILLA CHARCAS,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-10-01,1,2,3
VILLA MONTES,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-10-01,1,2,3
VILLA SERRANO,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-10-01,1,0,1
VILLA TUNARI,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-10-01,1,2,3
VILLA VACA GUZMAN (MUYUPAMPA),tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-10-01,1,0,1
VILLAZON,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-10-01,1,0,1
VINTO,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-10-01,2,2,4
WARNES,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-10-01,3,3,6
YACUIBA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-10-01,7,3,10
YAPACANI,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-10-01,2,2,4
YOTALA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-10-01,1,0,1
ACHACACHI,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-11-01,0,1,1
ARAMPAMPA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-11-01,0,1,1
AUCAPATA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-11-01,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-11-01,1,1,2
BATALLAS,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-11-01,1,0,1
BERMEJO,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-11-01,2,0,2
CAJUATA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-11-01,4,6,10
CAMIRI,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-11-01,2,0,2
CAPINOTA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-11-01,1,0,1
CARANAVI,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-11-01,5,0,5
CARAPARI,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-11-01,1,1,2
CHALLAPATA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-11-01,0,1,1
CHAQUI,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-11-01,0,1,1
CHARAGUA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-11-01,1,1,2
CHAYANTA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-11-01,2,0,2
CHIMORE,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-11-01,1,2,3
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-11-01,1,0,1
CHUMA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-11-01,1,0,1
CKOCHAS,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-11-01,2,0,2
COBIJA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-11-01,4,0,4
COCHABAMBA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-11-01,17,4,21
COLCAPIRHUA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-11-01,2,2,4
COLOMI,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-11-01,1,0,1
COLPA BELGICA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-11-01,0,1,1
COLQUECHACA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-11-01,1,0,1
CORIPATA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-11-01,1,0,1
COROICO,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-11-01,1,0,1
COTOCA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-11-01,1,6,7
CUATRO CAÑADAS,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-11-01,1,0,1
CULPINA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-11-01,1,0,1
EL ALTO,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-11-01,19,11,30
EL TORNO,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-11-01,2,0,2
ENTRE RIOS CBBA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-11-01,2,2,4
FERNANDEZ ALONSO,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-11-01,1,0,1
GENERAL SAAVEDRA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-11-01,0,1,1
GUANAY,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-11-01,1,0,1
HUANUNI,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-11-01,5,0,5
ICLA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-11-01,1,0,1
INCAHUASI,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-11-01,0,1,1
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-11-01,1,0,1
JESUS DE MACHACA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-11-01,1,0,1
LA ASUNTA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-11-01,1,1,2
LA GUARDIA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-11-01,5,4,9
LA PAZ,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-11-01,11,5,16
LAJA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-11-01,0,1,1
LLALLAGUA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-11-01,0,2,2
MACHARETI,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-11-01,1,0,1
MAIRANA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-11-01,1,0,1
MAPIRI,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-11-01,4,0,4
MINEROS,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-11-01,2,1,3
MIZQUE,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-11-01,2,0,2
MONTEAGUDO,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-11-01,0,1,1
MONTERO,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-11-01,3,2,5
OKINAWA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-11-01,1,0,1
ORURO,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-11-01,2,2,4
PALOS BLANCOS,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-11-01,3,1,4
PORCO,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-11-01,0,1,1
PORTACHUELO,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-11-01,1,1,2
POTOSI,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-11-01,2,1,3
PUCARANI,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-11-01,1,0,1
PUERTO PEREZ,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-11-01,0,1,1
PUERTO QUIJARRO,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-11-01,1,0,1
PUERTO SUAREZ,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-11-01,0,1,1
PUERTO VILLARROEL,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-11-01,4,1,5
QUILLACOLLO,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-11-01,6,2,8
QUIME,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-11-01,1,0,1
REYES,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-11-01,0,1,1
RIBERALTA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-11-01,8,3,11
ROBORE,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-11-01,2,2,4
RURRENABAQUE,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-11-01,1,0,1
SACABA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-11-01,5,0,5
SAN BORJA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-11-01,1,1,2
SAN BUENA VENTURA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-11-01,1,0,1
SAN IGNACIO DE VELASCO,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-11-01,2,0,2
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-11-01,1,0,1
SAN JULIAN,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-11-01,2,1,3
SAN MATIAS,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-11-01,0,1,1
SAN RAMON SCZ,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-11-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-11-01,68,46,114
SANTA ROSA DEL SARA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-11-01,0,1,1
SANTIVAÑES,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-11-01,1,0,1
SAPAHAQUI,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-11-01,0,1,1
SHINAOTA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-11-01,6,1,7
SICAYA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-11-01,1,0,1
SIPE SIPE,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-11-01,0,1,1
SORATA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-11-01,1,2,3
SUCRE,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-11-01,10,3,13
TACOBAMBA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-11-01,0,1,1
TAPACARI,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-11-01,1,0,1
TARIJA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-11-01,5,2,7
TEOPONTE,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-11-01,1,0,1
TIPUANI,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-11-01,1,0,1
TIQUIPAYA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-11-01,0,2,2
TORO TORO,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-11-01,1,1,2
TRINIDAD,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-11-01,2,0,2
UNCIA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-11-01,0,1,1
URUBICHA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-11-01,0,1,1
VILLA CHARCAS,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-11-01,0,1,1
VILLA MONTES,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-11-01,1,1,2
VILLA TUNARI,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-11-01,4,1,5
VINTO,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-11-01,2,1,3
WARNES,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-11-01,2,3,5
YACUIBA,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-11-01,8,7,15
YANACACHI,tuberculosis y lepra,      n de tbp baar (+) nuevos,2014-11-01,1,0,1
