,group,variable,month,CONSULTA REPETIDA MENORES DE 5 AÑOS,CONSULTA REPETIDA MENORES DE 5 AÑOS,CONSULTA REPETIDA 5 A 13 AÑOS,CONSULTA REPETIDA 5 A 13 AÑOS,CONSULTA REPETIDA 14 A 19 AÑOS,CONSULTA REPETIDA 14 A 19 AÑOS,CONSULTA REPETIDA 20 A 59 AÑOS,CONSULTA REPETIDA 20 A 59 AÑOS,CONSULTA REPETIDA 60 AÑOS Y MAS,CONSULTA REPETIDA 60 AÑOS Y MAS,CONSULTA REPETIDA EMB,CONSULTA REPETIDA EMB,CONSULTA REPETIDA POST,CONSULTA REPETIDA POST,TOTALES,TOTALES,TOTALES
PAZÑA,atencion odontologica,consulta repetida,2015-10-01,1,0,0,3,0,2,1,9,12,6,0,4,0,0,14,24,38
POCOATA,atencion odontologica,consulta repetida,2015-10-01,0,6,0,1,0,2,0,1,0,0,0,0,0,0,0,10,10
POCONA,atencion odontologica,consulta repetida,2015-10-01,0,0,0,0,1,2,0,3,1,0,0,1,0,0,2,6,8
POJO (CBBA),atencion odontologica,consulta repetida,2015-10-01,0,1,1,4,3,4,1,1,0,0,0,0,0,0,5,10,15
POOPO,atencion odontologica,consulta repetida,2015-10-01,11,15,11,13,3,2,15,38,2,4,0,2,0,6,42,80,122
PORCO,atencion odontologica,consulta repetida,2015-10-01,0,3,1,5,2,3,3,4,0,0,0,0,0,0,6,15,21
POROMA,atencion odontologica,consulta repetida,2015-10-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,2
PORTACHUELO,atencion odontologica,consulta repetida,2015-10-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
PORVENIR,atencion odontologica,consulta repetida,2015-10-01,1,3,1,4,0,1,3,4,1,0,0,0,0,0,6,12,18
POSTRER VALLE,atencion odontologica,consulta repetida,2015-10-01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
POTOSI,atencion odontologica,consulta repetida,2015-10-01,254,275,317,294,269,418,581,1119,40,68,0,62,0,67,1461,2303,3764
PRESTO,atencion odontologica,consulta repetida,2015-10-01,0,0,0,3,1,5,0,3,0,0,0,0,0,1,1,12,13
PUCARA,atencion odontologica,consulta repetida,2015-10-01,0,0,0,0,0,1,2,7,0,0,0,0,0,0,2,8,10
PUCARANI,atencion odontologica,consulta repetida,2015-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
PUERTO ACOSTA,atencion odontologica,consulta repetida,2015-10-01,0,2,0,0,3,2,0,0,8,4,0,0,0,0,11,8,19
PUERTO CARABUCO,atencion odontologica,consulta repetida,2015-10-01,2,2,4,0,12,10,7,17,2,2,0,0,0,0,27,31,58
PUERTO GONZALO MORENO,atencion odontologica,consulta repetida,2015-10-01,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,4
PUERTO QUIJARRO,atencion odontologica,consulta repetida,2015-10-01,20,20,0,0,0,0,0,0,3,0,0,0,0,0,23,20,43
PUERTO RICO,atencion odontologica,consulta repetida,2015-10-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
PUERTO SUAREZ,atencion odontologica,consulta repetida,2015-10-01,3,5,0,0,1,2,0,15,4,4,0,9,0,5,8,40,48
PUERTO VILLARROEL,atencion odontologica,consulta repetida,2015-10-01,45,44,2,6,4,13,37,15,0,2,0,15,0,24,88,119,207
PUNA,atencion odontologica,consulta repetida,2015-10-01,1,6,4,0,5,6,8,21,0,7,0,0,0,6,18,46,64
PUNATA,atencion odontologica,consulta repetida,2015-10-01,22,11,17,4,1,9,12,42,5,4,0,11,0,11,57,92,149
QUILLACOLLO,atencion odontologica,consulta repetida,2015-10-01,56,65,75,48,16,50,83,148,32,14,0,3,0,9,262,337,599
QUIME,atencion odontologica,consulta repetida,2015-10-01,2,2,0,0,0,0,7,3,4,2,0,0,0,0,13,7,20
QUIRUSILLAS,atencion odontologica,consulta repetida,2015-10-01,1,0,0,0,0,2,0,0,0,1,0,0,0,0,1,3,4
RAVELO,atencion odontologica,consulta repetida,2015-10-01,0,0,0,0,1,0,0,2,1,0,0,0,0,0,2,2,4
REYES,atencion odontologica,consulta repetida,2015-10-01,0,0,0,0,0,4,0,2,2,0,0,3,0,0,2,9,11
RIBERALTA,atencion odontologica,consulta repetida,2015-10-01,13,41,53,12,11,11,29,54,0,0,0,7,0,2,106,127,233
RURRENABAQUE,atencion odontologica,consulta repetida,2015-10-01,0,1,2,1,3,1,3,7,0,0,0,1,0,2,8,13,21
SABAYA,atencion odontologica,consulta repetida,2015-10-01,9,1,1,4,0,0,7,10,0,3,0,6,0,0,17,24,41
SACABA,atencion odontologica,consulta repetida,2015-10-01,31,26,166,210,47,86,35,42,9,8,0,3,0,6,288,381,669
SACABAMBA,atencion odontologica,consulta repetida,2015-10-01,0,1,1,0,0,2,0,2,0,0,0,1,0,0,1,6,7
SACACA,atencion odontologica,consulta repetida,2015-10-01,1,0,0,1,0,1,3,4,0,1,0,0,0,2,4,9,13
SAIPINA,atencion odontologica,consulta repetida,2015-10-01,5,3,1,1,4,1,2,11,4,5,0,0,0,14,16,35,51
SALINAS DE GARCI MENDOZA,atencion odontologica,consulta repetida,2015-10-01,0,0,4,1,0,0,0,1,1,0,0,0,0,1,5,3,8
SAMAIPATA,atencion odontologica,consulta repetida,2015-10-01,1,2,2,2,1,0,3,12,9,0,0,0,0,0,16,16,32
SAN ANDRES DE MACHACA,atencion odontologica,consulta repetida,2015-10-01,0,0,2,0,0,7,1,2,3,0,0,0,0,12,6,21,27
SAN ANTONIO DE ESMORUCO,atencion odontologica,consulta repetida,2015-10-01,0,0,0,1,0,0,0,5,0,1,0,0,0,2,0,9,9
SAN ANTONIO DE LOMERIO,atencion odontologica,consulta repetida,2015-10-01,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2
SAN BENITO,atencion odontologica,consulta repetida,2015-10-01,3,2,3,0,1,1,4,16,1,2,0,2,0,9,12,32,44
SAN BORJA,atencion odontologica,consulta repetida,2015-10-01,6,1,2,1,3,14,12,23,0,2,0,2,0,6,23,49,72
SAN BUENA VENTURA,atencion odontologica,consulta repetida,2015-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
SAN CARLOS,atencion odontologica,consulta repetida,2015-10-01,1,0,1,4,2,3,3,7,0,0,0,0,0,4,7,18,25
SAN IGNACIO,atencion odontologica,consulta repetida,2015-10-01,15,0,16,3,5,10,4,10,3,6,0,10,0,9,43,48,91
SAN IGNACIO DE VELASCO,atencion odontologica,consulta repetida,2015-10-01,11,6,1,1,1,10,6,15,3,3,0,0,0,5,22,40,62
SAN JAVIER(BNI),atencion odontologica,consulta repetida,2015-10-01,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4
SAN JAVIER(STC),atencion odontologica,consulta repetida,2015-10-01,2,1,0,0,0,0,0,7,0,0,0,5,0,0,2,13,15
SAN JOAQUIN,atencion odontologica,consulta repetida,2015-10-01,0,1,2,0,0,3,0,1,0,1,0,1,0,0,2,7,9
SAN JOSE DE CHIQUITOS,atencion odontologica,consulta repetida,2015-10-01,0,1,0,0,0,2,0,1,1,0,0,0,0,0,1,4,5
SAN JUAN DE YAPACANI,atencion odontologica,consulta repetida,2015-10-01,0,0,2,1,0,0,0,0,4,3,0,0,0,0,6,4,10
SAN JULIAN,atencion odontologica,consulta repetida,2015-10-01,6,4,0,0,1,0,0,0,0,0,0,0,0,1,7,5,12
SAN LORENZO(TJA),atencion odontologica,consulta repetida,2015-10-01,4,6,23,41,33,40,34,153,1,1,0,0,0,0,95,241,336
SAN LUCAS,atencion odontologica,consulta repetida,2015-10-01,0,2,5,6,1,7,22,19,1,0,0,0,0,18,29,52,81
SAN MATIAS,atencion odontologica,consulta repetida,2015-10-01,19,9,1,1,2,1,7,15,24,6,0,9,0,0,53,41,94
SAN MIGUEL DE VELASCO,atencion odontologica,consulta repetida,2015-10-01,6,0,0,1,0,2,15,11,1,3,0,0,0,0,22,17,39
SAN PEDRO,atencion odontologica,consulta repetida,2015-10-01,2,8,13,31,0,11,5,50,8,0,0,7,0,27,28,134,162
SAN PEDRO DE BUENA VISTA,atencion odontologica,consulta repetida,2015-10-01,0,0,0,0,0,6,2,20,0,0,0,2,0,12,2,40,42
SAN PEDRO DE CURAHUARA,atencion odontologica,consulta repetida,2015-10-01,0,0,1,0,0,1,2,4,3,0,0,0,0,3,6,8,14
SAN RAFAEL,atencion odontologica,consulta repetida,2015-10-01,6,2,0,0,2,4,3,2,0,0,0,0,0,2,11,10,21
SAN RAMON BENI,atencion odontologica,consulta repetida,2015-10-01,0,0,1,0,0,4,0,3,0,0,0,0,0,3,1,10,11
SAN RAMON SCZ,atencion odontologica,consulta repetida,2015-10-01,2,4,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
SANTA ANA,atencion odontologica,consulta repetida,2015-10-01,0,0,2,1,0,2,0,0,0,0,0,0,0,0,2,3,5
SANTA CRUZ DE LA SIERRA,atencion odontologica,consulta repetida,2015-10-01,442,428,501,433,243,414,753,1070,478,482,0,145,0,107,2417,3079,5496
SANTA ROSA,atencion odontologica,consulta repetida,2015-10-01,1,0,0,2,0,1,1,0,0,0,0,0,0,0,2,3,5
SANTA ROSA DEL SARA,atencion odontologica,consulta repetida,2015-10-01,4,2,2,1,1,2,4,16,1,1,0,3,0,5,12,30,42
SANTIAGO DE HUARI,atencion odontologica,consulta repetida,2015-10-01,5,6,17,16,2,10,27,28,7,11,0,2,0,2,58,75,133
SANTIAGO DE HUATA,atencion odontologica,consulta repetida,2015-10-01,0,0,2,1,2,11,11,6,1,0,0,0,0,2,16,20,36
SANTIVAÑES,atencion odontologica,consulta repetida,2015-10-01,0,0,0,2,0,3,3,6,0,0,0,0,0,2,3,13,16
SANTUARIO DE QUILLACAS,atencion odontologica,consulta repetida,2015-10-01,0,29,1,11,1,8,6,1,1,2,0,0,0,1,9,52,61
SAPAHAQUI,atencion odontologica,consulta repetida,2015-10-01,0,0,0,0,0,2,2,1,0,0,0,2,0,0,2,5,7
SHINAOTA,atencion odontologica,consulta repetida,2015-10-01,8,8,0,0,0,2,0,0,1,0,0,4,0,0,9,14,23
SICA SICA (VILLA AROMA),atencion odontologica,consulta repetida,2015-10-01,0,1,0,2,0,1,1,0,2,0,0,0,0,0,3,4,7
SICAYA,atencion odontologica,consulta repetida,2015-10-01,0,0,0,1,0,1,1,5,0,4,0,0,0,0,1,11,12
SIPE SIPE,atencion odontologica,consulta repetida,2015-10-01,19,18,3,2,0,3,3,20,0,2,0,3,0,14,25,62,87
SOPACHUY,atencion odontologica,consulta repetida,2015-10-01,1,3,1,16,2,6,13,24,1,0,0,0,0,8,18,57,75
SORACACHI,atencion odontologica,consulta repetida,2015-10-01,3,3,8,2,1,1,4,8,1,6,0,4,0,4,17,28,45
SORATA,atencion odontologica,consulta repetida,2015-10-01,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,7,7
SUCRE,atencion odontologica,consulta repetida,2015-10-01,248,307,339,518,225,343,659,1199,78,57,0,84,0,93,1549,2601,4150
TACACHI,atencion odontologica,consulta repetida,2015-10-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
TACOBAMBA,atencion odontologica,consulta repetida,2015-10-01,0,0,0,0,0,0,1,4,0,0,0,0,0,4,1,8,9
TACOPAYA,atencion odontologica,consulta repetida,2015-10-01,3,2,0,0,0,4,4,10,8,13,0,1,0,8,15,38,53
TAPACARI,atencion odontologica,consulta repetida,2015-10-01,20,7,4,0,0,10,2,29,3,9,0,1,0,3,29,59,88
TARABUCO,atencion odontologica,consulta repetida,2015-10-01,1,0,0,0,0,2,5,8,1,0,0,1,0,0,7,11,18
TARATA,atencion odontologica,consulta repetida,2015-10-01,0,0,2,0,5,0,4,0,0,0,0,0,0,2,11,2,13
TARIJA,atencion odontologica,consulta repetida,2015-10-01,50,54,225,256,186,202,467,848,70,35,0,2,0,1,998,1398,2396
TARVITA,atencion odontologica,consulta repetida,2015-10-01,2,3,0,2,8,13,3,10,2,2,0,2,0,9,15,41,56
TEOPONTE,atencion odontologica,consulta repetida,2015-10-01,0,1,0,12,0,1,0,0,1,0,0,0,0,0,1,14,15
TIAWANACU,atencion odontologica,consulta repetida,2015-10-01,3,0,5,6,3,16,8,24,1,1,0,2,0,1,20,50,70
TINGUIPAYA,atencion odontologica,consulta repetida,2015-10-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
TIPUANI,atencion odontologica,consulta repetida,2015-10-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,2
TIQUIPAYA,atencion odontologica,consulta repetida,2015-10-01,33,32,9,2,0,5,6,21,0,1,0,12,0,11,48,84,132
TIRAQUE (CBBA),atencion odontologica,consulta repetida,2015-10-01,2,1,4,2,1,3,2,14,0,4,0,5,0,13,9,42,51
TOCO,atencion odontologica,consulta repetida,2015-10-01,2,4,0,0,2,0,0,6,0,0,0,0,0,5,4,15,19
TODOS SANTOS,atencion odontologica,consulta repetida,2015-10-01,5,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,6
TOLATA,atencion odontologica,consulta repetida,2015-10-01,6,2,2,3,0,0,0,2,0,2,0,0,0,2,8,11,19
TOLEDO,atencion odontologica,consulta repetida,2015-10-01,0,1,0,2,0,0,0,3,0,0,0,0,0,3,0,9,9
TOMAVE,atencion odontologica,consulta repetida,2015-10-01,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,5,5
TOMINA,atencion odontologica,consulta repetida,2015-10-01,5,2,13,18,10,20,14,34,0,0,0,3,0,11,42,88,130
TORO TORO,atencion odontologica,consulta repetida,2015-10-01,2,0,0,0,2,1,0,10,0,3,0,8,0,11,4,33,37
TOTORA(CBBA),atencion odontologica,consulta repetida,2015-10-01,1,5,1,5,0,3,3,2,0,0,0,0,0,0,5,15,20
TRIGAL,atencion odontologica,consulta repetida,2015-10-01,0,0,0,2,0,1,4,8,1,0,0,2,0,0,5,13,18
TRINIDAD,atencion odontologica,consulta repetida,2015-10-01,31,29,33,73,38,45,131,113,23,20,0,1,0,5,256,286,542
TUPIZA,atencion odontologica,consulta repetida,2015-10-01,9,13,17,21,15,23,26,117,7,2,0,7,0,18,74,201,275
TURCO,atencion odontologica,consulta repetida,2015-10-01,0,0,2,0,0,0,0,9,0,0,0,0,0,0,2,9,11
UMALA,atencion odontologica,consulta repetida,2015-10-01,0,0,0,0,0,0,2,5,0,0,0,0,0,0,2,5,7
UNCIA,atencion odontologica,consulta repetida,2015-10-01,17,36,6,4,4,24,29,22,7,3,0,1,0,4,63,94,157
URIONDO (A. CONCEPCION),atencion odontologica,consulta repetida,2015-10-01,1,0,3,8,19,29,36,84,0,5,0,2,0,0,59,128,187
UYUNI,atencion odontologica,consulta repetida,2015-10-01,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2
VACAS,atencion odontologica,consulta repetida,2015-10-01,2,0,0,0,0,0,1,3,2,4,0,0,0,1,5,8,13
VALLEGRANDE,atencion odontologica,consulta repetida,2015-10-01,12,2,39,32,46,23,31,26,4,3,0,1,0,1,132,88,220
VIACHA,atencion odontologica,consulta repetida,2015-10-01,104,75,21,22,13,25,15,99,7,7,0,10,0,53,160,291,451
VILA VILA,atencion odontologica,consulta repetida,2015-10-01,6,12,1,0,0,3,0,3,0,0,0,1,0,5,7,24,31
VILLA CHARCAS,atencion odontologica,consulta repetida,2015-10-01,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,4
VILLA MONTES,atencion odontologica,consulta repetida,2015-10-01,4,1,10,18,4,27,21,53,0,2,0,0,0,5,39,106,145
VILLA RIVERO,atencion odontologica,consulta repetida,2015-10-01,7,3,1,2,0,3,1,6,0,0,0,5,0,1,9,20,29
VILLA SERRANO,atencion odontologica,consulta repetida,2015-10-01,19,29,0,0,0,0,0,1,0,0,0,0,0,4,19,34,53
VILLA TUNARI,atencion odontologica,consulta repetida,2015-10-01,6,20,11,3,0,8,24,31,7,1,0,2,0,7,48,72,120
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,consulta repetida,2015-10-01,4,0,0,4,0,1,3,3,0,0,0,1,0,0,7,9,16
VILLAZON,atencion odontologica,consulta repetida,2015-10-01,32,41,32,36,25,37,50,129,20,16,0,15,0,28,159,302,461
VINTO,atencion odontologica,consulta repetida,2015-10-01,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,6,6
VITICHI,atencion odontologica,consulta repetida,2015-10-01,5,0,7,0,2,9,2,9,0,2,0,3,0,0,16,23,39
WALDO BALLIVIAN,atencion odontologica,consulta repetida,2015-10-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
WARNES,atencion odontologica,consulta repetida,2015-10-01,7,2,2,1,1,4,5,16,1,4,0,19,0,21,16,67,83
YACUIBA,atencion odontologica,consulta repetida,2015-10-01,22,23,64,31,20,42,92,158,13,8,0,3,0,0,211,265,476
YAMPARAEZ,atencion odontologica,consulta repetida,2015-10-01,38,29,0,5,3,14,8,33,0,0,0,5,0,4,49,90,139
YANACACHI,atencion odontologica,consulta repetida,2015-10-01,0,2,1,0,1,0,6,9,0,0,0,1,0,0,8,12,20
YAPACANI,atencion odontologica,consulta repetida,2015-10-01,16,12,5,8,3,9,1,28,2,1,0,2,0,17,27,77,104
YOCALLA,atencion odontologica,consulta repetida,2015-10-01,0,0,0,0,1,3,2,5,0,0,0,0,0,10,3,18,21
YOTALA,atencion odontologica,consulta repetida,2015-10-01,10,8,2,3,1,7,7,30,0,5,0,12,0,2,20,67,87
YUNCHARA,atencion odontologica,consulta repetida,2015-10-01,0,0,1,0,0,0,1,3,0,0,0,0,0,0,2,3,5
ZUDAÑEZ,atencion odontologica,consulta repetida,2015-10-01,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,2,3
ACACIO,atencion odontologica,consulta repetida,2015-11-01,0,0,0,0,2,0,0,0,1,0,0,0,0,0,3,0,3
ACHACACHI,atencion odontologica,consulta repetida,2015-11-01,11,17,2,6,4,15,10,23,4,12,0,0,0,3,31,76,107
ACHOCALLA,atencion odontologica,consulta repetida,2015-11-01,1,7,1,1,0,2,7,9,1,0,0,3,0,4,10,26,36
AIQUILE,atencion odontologica,consulta repetida,2015-11-01,67,93,37,42,41,35,23,25,10,7,0,4,0,7,178,213,391
ALALAY,atencion odontologica,consulta repetida,2015-11-01,2,7,0,0,3,0,3,6,0,3,0,0,0,1,8,17,25
ALCALA,atencion odontologica,consulta repetida,2015-11-01,0,0,0,0,7,6,12,26,1,1,0,0,0,2,20,35,55
ALTO BENI,atencion odontologica,consulta repetida,2015-11-01,1,2,1,2,1,0,1,0,0,0,0,0,0,0,4,4,8
ANCORAIMES,atencion odontologica,consulta repetida,2015-11-01,3,0,1,1,0,0,0,1,3,0,0,0,0,0,7,2,9
ANDAMARCA,atencion odontologica,consulta repetida,2015-11-01,0,0,0,0,1,4,2,4,4,0,0,0,0,0,7,8,15
ANTEQUERA,atencion odontologica,consulta repetida,2015-11-01,2,6,0,1,0,0,3,4,0,5,0,0,0,0,5,16,21
ANZALDO,atencion odontologica,consulta repetida,2015-11-01,0,3,0,0,2,0,0,5,1,2,0,0,0,2,3,12,15
ARAMPAMPA,atencion odontologica,consulta repetida,2015-11-01,0,0,0,0,0,0,3,1,0,0,0,0,0,0,3,1,4
ARANI,atencion odontologica,consulta repetida,2015-11-01,9,6,2,1,0,4,0,4,2,1,0,4,0,0,13,20,33
ARBIETO,atencion odontologica,consulta repetida,2015-11-01,4,2,0,0,0,0,0,4,2,2,0,0,0,0,6,8,14
ARQUE,atencion odontologica,consulta repetida,2015-11-01,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,4,4
ASCENCION DE GUARAYOS,atencion odontologica,consulta repetida,2015-11-01,6,0,0,0,0,2,0,28,0,0,0,0,0,12,6,42,48
ATOCHA,atencion odontologica,consulta repetida,2015-11-01,18,18,22,30,26,35,79,79,4,11,0,0,0,0,149,173,322
AYATA,atencion odontologica,consulta repetida,2015-11-01,0,0,0,0,2,0,2,3,0,0,0,1,0,0,4,4,8
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,consulta repetida,2015-11-01,8,10,16,14,4,14,13,25,3,1,0,2,0,5,44,71,115
AZURDUY,atencion odontologica,consulta repetida,2015-11-01,2,1,1,12,2,6,6,34,0,0,0,1,0,38,11,92,103
BAURES,atencion odontologica,consulta repetida,2015-11-01,0,0,1,0,0,0,2,7,1,0,0,0,0,0,4,7,11
BERMEJO,atencion odontologica,consulta repetida,2015-11-01,10,21,47,39,39,61,111,196,11,30,0,26,0,27,218,400,618
BETANZOS,atencion odontologica,consulta repetida,2015-11-01,13,6,4,3,3,5,9,21,1,6,0,3,0,6,30,50,80
BOYUIBE,atencion odontologica,consulta repetida,2015-11-01,0,0,0,1,0,0,0,3,1,0,0,0,0,0,1,4,5
BUENA VISTA,atencion odontologica,consulta repetida,2015-11-01,8,10,0,0,1,6,4,8,2,0,0,1,0,3,15,28,43
CABEZAS,atencion odontologica,consulta repetida,2015-11-01,5,6,3,4,1,3,6,6,0,0,0,0,0,1,15,20,35
CAIROMA,atencion odontologica,consulta repetida,2015-11-01,0,0,1,0,1,2,22,13,0,0,0,0,0,0,24,15,39
"CAIZA ""D""",atencion odontologica,consulta repetida,2015-11-01,0,0,3,1,6,6,5,11,3,2,0,1,0,0,17,21,38
CAJUATA,atencion odontologica,consulta repetida,2015-11-01,2,3,0,1,1,0,1,2,2,0,0,0,0,0,6,6,12
CALAMARCA,atencion odontologica,consulta repetida,2015-11-01,0,0,1,3,0,8,3,14,0,1,0,1,0,2,4,29,33
CAMARGO,atencion odontologica,consulta repetida,2015-11-01,11,6,5,4,7,2,7,38,10,0,0,7,0,16,40,73,113
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,consulta repetida,2015-11-01,0,1,0,1,0,0,3,0,0,0,0,0,0,1,3,3,6
CAMIRI,atencion odontologica,consulta repetida,2015-11-01,9,8,13,24,28,36,78,111,3,9,0,21,0,7,131,216,347
CAPINOTA,atencion odontologica,consulta repetida,2015-11-01,9,9,6,3,2,2,11,21,13,7,0,0,0,14,41,56,97
CAQUIAVIRI,atencion odontologica,consulta repetida,2015-11-01,0,0,0,4,0,1,3,10,1,0,0,0,0,3,4,18,22
CARACOLLO,atencion odontologica,consulta repetida,2015-11-01,14,12,9,8,1,2,0,35,13,5,0,0,0,9,37,71,108
CARANAVI,atencion odontologica,consulta repetida,2015-11-01,17,21,18,14,25,20,16,19,11,3,0,2,0,15,87,94,181
CARANGAS,atencion odontologica,consulta repetida,2015-11-01,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,2
CARAPARI,atencion odontologica,consulta repetida,2015-11-01,1,0,3,7,10,12,15,34,0,0,0,0,0,1,29,54,83
CHALLAPATA,atencion odontologica,consulta repetida,2015-11-01,20,39,13,6,0,3,7,64,5,7,0,6,0,25,45,150,195
CHAQUI,atencion odontologica,consulta repetida,2015-11-01,16,2,17,1,3,4,1,16,1,1,0,4,0,1,38,29,67
CHARAGUA,atencion odontologica,consulta repetida,2015-11-01,0,1,0,1,1,1,1,3,0,0,0,0,0,5,2,11,13
CHAYANTA,atencion odontologica,consulta repetida,2015-11-01,4,28,7,6,3,2,13,21,1,3,0,1,0,6,28,67,95
CHIMORE,atencion odontologica,consulta repetida,2015-11-01,11,6,2,1,2,2,3,6,8,3,0,1,0,3,26,22,48
CHOQUE COTA,atencion odontologica,consulta repetida,2015-11-01,1,1,0,0,0,2,0,1,0,0,0,0,0,0,1,4,5
CHUA COCANI,atencion odontologica,consulta repetida,2015-11-01,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,4
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,consulta repetida,2015-11-01,0,0,1,1,0,1,2,1,0,0,0,0,0,0,3,3,6
CHUMA,atencion odontologica,consulta repetida,2015-11-01,0,0,0,0,0,0,1,6,1,1,0,4,0,2,2,13,15
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,consulta repetida,2015-11-01,0,1,0,0,0,1,10,12,0,0,0,0,0,10,10,24,34
CLIZA,atencion odontologica,consulta repetida,2015-11-01,23,27,7,17,4,20,3,28,11,10,0,2,0,4,48,108,156
COBIJA,atencion odontologica,consulta repetida,2015-11-01,17,41,25,22,54,39,67,80,13,0,0,14,0,9,176,205,381
COCAPATA,atencion odontologica,consulta repetida,2015-11-01,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,2
COCHABAMBA,atencion odontologica,consulta repetida,2015-11-01,613,649,607,583,228,380,1140,1775,283,308,0,14,0,70,2871,3779,6650
COIPASA,atencion odontologica,consulta repetida,2015-11-01,0,0,0,0,1,1,6,2,0,0,0,1,0,0,7,4,11
COLCAPIRHUA,atencion odontologica,consulta repetida,2015-11-01,9,16,0,0,0,4,0,20,6,3,0,11,0,14,15,68,83
"COLCHA ""K""",atencion odontologica,consulta repetida,2015-11-01,1,6,1,0,0,0,1,1,0,1,0,1,0,0,3,9,12
COLLANA,atencion odontologica,consulta repetida,2015-11-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
COLOMI,atencion odontologica,consulta repetida,2015-11-01,4,4,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8
COLQUECHACA,atencion odontologica,consulta repetida,2015-11-01,16,1,25,34,2,44,45,53,4,7,0,3,0,7,92,149,241
COLQUENCHA,atencion odontologica,consulta repetida,2015-11-01,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,2
COLQUIRI,atencion odontologica,consulta repetida,2015-11-01,1,0,3,8,0,0,14,4,0,0,0,0,0,0,18,12,30
COMARAPA,atencion odontologica,consulta repetida,2015-11-01,9,10,1,3,2,6,9,18,0,1,0,1,0,6,21,45,66
CONCEPCION,atencion odontologica,consulta repetida,2015-11-01,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,6,6
CORO CORO,atencion odontologica,consulta repetida,2015-11-01,1,0,0,0,0,0,0,3,0,0,0,0,0,1,1,4,5
COROICO,atencion odontologica,consulta repetida,2015-11-01,10,0,0,2,0,0,2,5,0,0,0,0,0,2,12,9,21
CORQUE,atencion odontologica,consulta repetida,2015-11-01,0,0,1,2,0,0,5,8,2,0,0,0,0,0,8,10,18
COTAGAITA,atencion odontologica,consulta repetida,2015-11-01,3,7,9,7,6,14,30,65,10,3,0,0,0,3,58,99,157
COTOCA,atencion odontologica,consulta repetida,2015-11-01,303,159,1,2,0,0,15,27,8,6,0,14,0,0,327,208,535
CUATRO CAÑADAS,atencion odontologica,consulta repetida,2015-11-01,16,9,2,3,6,8,1,42,4,3,0,10,0,26,29,101,130
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,consulta repetida,2015-11-01,2,0,0,0,0,0,0,2,0,0,0,2,0,0,2,4,6
CUEVO,atencion odontologica,consulta repetida,2015-11-01,1,0,2,4,2,3,8,9,0,1,0,1,0,0,13,18,31
CULPINA,atencion odontologica,consulta repetida,2015-11-01,11,15,5,3,2,4,15,14,2,2,0,1,0,1,35,40,75
CURAHUARA DE CARANGAS,atencion odontologica,consulta repetida,2015-11-01,0,0,0,0,3,4,0,4,0,3,0,1,0,1,3,13,16
CURVA,atencion odontologica,consulta repetida,2015-11-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
EL ALTO,atencion odontologica,consulta repetida,2015-11-01,167,159,377,294,128,202,237,378,43,28,0,33,0,59,952,1153,2105
EL CHORO,atencion odontologica,consulta repetida,2015-11-01,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,6
EL PUENTE(STC),atencion odontologica,consulta repetida,2015-11-01,6,3,0,0,0,0,2,9,2,2,0,2,0,0,10,16,26
