,group,variable,month,ENDODONCIA MENORES DE 5 AÑOS,ENDODONCIA MENORES DE 5 AÑOS,ENDODONCIA 5 A 13 AÑOS,ENDODONCIA 5 A 13 AÑOS,ENDODONCIA 14 A 19 AÑOS,ENDODONCIA 14 A 19 AÑOS,ENDODONCIA 20 A 59 AÑOS,ENDODONCIA 20 A 59 AÑOS,ENDODONCIA 60 AÑOS Y MAS,ENDODONCIA 60 AÑOS Y MAS,ENDODONCIA EMB,ENDODONCIA EMB,ENDODONCIA POST,ENDODONCIA POST,TOTALES,TOTALES,TOTALES
SENA,atencion odontologica,endodoncia,2015-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SHINAOTA,atencion odontologica,endodoncia,2015-10-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SICA SICA (VILLA AROMA),atencion odontologica,endodoncia,2015-10-01,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2
SIPE SIPE,atencion odontologica,endodoncia,2015-10-01,9,20,1,7,2,1,7,32,4,2,0,0,0,0,23,62,85
SOPACHUY,atencion odontologica,endodoncia,2015-10-01,1,2,1,6,1,4,3,11,2,1,0,0,0,0,8,24,32
SORACACHI,atencion odontologica,endodoncia,2015-10-01,7,2,3,1,0,0,1,1,1,3,0,0,0,0,12,7,19
SORATA,atencion odontologica,endodoncia,2015-10-01,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SUCRE,atencion odontologica,endodoncia,2015-10-01,162,190,108,142,75,96,139,305,13,20,0,0,0,0,497,753,1250
TACACOMA,atencion odontologica,endodoncia,2015-10-01,0,0,1,0,0,0,1,1,1,0,0,0,0,0,3,1,4
TACOBAMBA,atencion odontologica,endodoncia,2015-10-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
TACOPAYA,atencion odontologica,endodoncia,2015-10-01,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,5,5
TAPACARI,atencion odontologica,endodoncia,2015-10-01,3,1,1,1,0,0,1,1,2,0,0,0,0,0,7,3,10
TARABUCO,atencion odontologica,endodoncia,2015-10-01,0,0,0,0,1,1,0,8,0,0,0,0,0,0,1,9,10
TARATA,atencion odontologica,endodoncia,2015-10-01,1,0,1,0,4,1,2,1,0,0,0,0,0,0,8,2,10
TARIJA,atencion odontologica,endodoncia,2015-10-01,22,17,41,51,42,50,152,233,27,7,0,0,0,0,284,358,642
TARVITA,atencion odontologica,endodoncia,2015-10-01,2,5,0,0,1,3,0,1,0,0,0,0,0,0,3,9,12
TEOPONTE,atencion odontologica,endodoncia,2015-10-01,0,0,0,3,0,2,1,1,0,0,0,0,0,0,1,6,7
TIAWANACU,atencion odontologica,endodoncia,2015-10-01,0,0,0,3,0,4,2,4,0,0,0,0,0,0,2,11,13
TINGUIPAYA,atencion odontologica,endodoncia,2015-10-01,0,2,0,0,1,1,0,1,1,0,0,0,0,0,2,4,6
TIPUANI,atencion odontologica,endodoncia,2015-10-01,0,0,0,0,1,1,0,4,0,0,0,0,0,0,1,5,6
TIQUIPAYA,atencion odontologica,endodoncia,2015-10-01,26,14,4,9,0,3,3,4,0,0,0,0,0,0,33,30,63
TIRAQUE (CBBA),atencion odontologica,endodoncia,2015-10-01,2,1,3,0,0,1,1,5,0,1,0,0,0,0,6,8,14
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,endodoncia,2015-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
TOCO,atencion odontologica,endodoncia,2015-10-01,5,1,0,0,1,0,0,5,0,0,0,0,0,0,6,6,12
TOLATA,atencion odontologica,endodoncia,2015-10-01,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,3,4
TOLEDO,atencion odontologica,endodoncia,2015-10-01,1,0,0,1,0,0,0,3,0,0,0,0,0,0,1,4,5
TOMAVE,atencion odontologica,endodoncia,2015-10-01,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,4,4
TOMINA,atencion odontologica,endodoncia,2015-10-01,2,1,2,0,1,6,2,6,1,0,0,0,0,0,8,13,21
TORO TORO,atencion odontologica,endodoncia,2015-10-01,0,0,0,0,2,0,0,3,0,0,0,0,0,0,2,3,5
TOTORA(CBBA),atencion odontologica,endodoncia,2015-10-01,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0,5,5
TOTORA(ORR),atencion odontologica,endodoncia,2015-10-01,0,0,2,2,0,0,1,1,0,1,0,0,0,0,3,4,7
TRIGAL,atencion odontologica,endodoncia,2015-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
TRINIDAD,atencion odontologica,endodoncia,2015-10-01,12,11,18,52,23,34,146,84,11,14,0,0,0,0,210,195,405
TUPIZA,atencion odontologica,endodoncia,2015-10-01,2,1,11,9,3,5,19,21,5,2,0,0,0,0,40,38,78
TURCO,atencion odontologica,endodoncia,2015-10-01,0,0,1,0,0,0,2,4,0,0,0,0,0,0,3,4,7
UNCIA,atencion odontologica,endodoncia,2015-10-01,5,0,4,2,0,9,4,4,3,2,0,0,0,0,16,17,33
URIONDO (A. CONCEPCION),atencion odontologica,endodoncia,2015-10-01,0,0,1,4,2,3,9,15,0,0,0,0,0,0,12,22,34
UYUNI,atencion odontologica,endodoncia,2015-10-01,12,11,5,1,0,5,11,6,5,0,0,0,0,0,33,23,56
VACAS,atencion odontologica,endodoncia,2015-10-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
VALLEGRANDE,atencion odontologica,endodoncia,2015-10-01,1,0,0,0,11,16,16,6,0,0,0,0,0,0,28,22,50
VIACHA,atencion odontologica,endodoncia,2015-10-01,22,13,5,11,3,9,9,38,2,2,0,0,0,0,41,73,114
VILLA CHARCAS,atencion odontologica,endodoncia,2015-10-01,2,2,0,0,0,0,0,4,2,1,0,0,0,0,4,7,11
VILLA MONTES,atencion odontologica,endodoncia,2015-10-01,1,5,5,7,0,13,9,15,0,0,0,0,0,0,15,40,55
VILLA NUEVA (LOMA ALTA),atencion odontologica,endodoncia,2015-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
VILLA RIVERO,atencion odontologica,endodoncia,2015-10-01,7,2,1,6,1,2,1,3,0,0,0,0,0,0,10,13,23
VILLA SERRANO,atencion odontologica,endodoncia,2015-10-01,4,2,0,0,1,0,1,3,0,0,0,0,0,0,6,5,11
VILLA TUNARI,atencion odontologica,endodoncia,2015-10-01,33,25,9,9,3,20,14,80,3,6,0,0,0,0,62,140,202
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,endodoncia,2015-10-01,2,0,1,0,0,1,2,3,0,0,0,0,0,0,5,4,9
VILLAZON,atencion odontologica,endodoncia,2015-10-01,9,15,11,8,9,10,14,38,10,7,0,0,0,0,53,78,131
VINTO,atencion odontologica,endodoncia,2015-10-01,15,14,2,2,0,2,0,7,0,1,0,0,0,0,17,26,43
VITICHI,atencion odontologica,endodoncia,2015-10-01,2,0,1,0,0,4,1,6,0,1,0,0,0,0,4,11,15
WALDO BALLIVIAN,atencion odontologica,endodoncia,2015-10-01,0,0,1,0,1,1,0,0,0,0,0,0,0,0,2,1,3
WARNES,atencion odontologica,endodoncia,2015-10-01,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,2,3
YACUIBA,atencion odontologica,endodoncia,2015-10-01,7,1,32,11,5,2,19,65,6,2,0,0,0,0,69,81,150
YAMPARAEZ,atencion odontologica,endodoncia,2015-10-01,0,0,0,1,3,5,3,5,0,0,0,0,0,0,6,11,17
YANACACHI,atencion odontologica,endodoncia,2015-10-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
YAPACANI,atencion odontologica,endodoncia,2015-10-01,8,14,0,2,0,8,1,39,1,1,0,0,0,0,10,64,74
YOCALLA,atencion odontologica,endodoncia,2015-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
YOTALA,atencion odontologica,endodoncia,2015-10-01,4,4,1,2,1,0,2,4,0,0,0,0,0,0,8,10,18
YUNCHARA,atencion odontologica,endodoncia,2015-10-01,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,2
ACACIO,atencion odontologica,endodoncia,2015-11-01,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2,1,3
ACHACACHI,atencion odontologica,endodoncia,2015-11-01,4,6,0,3,2,8,2,29,6,7,0,0,0,0,14,53,67
ACHOCALLA,atencion odontologica,endodoncia,2015-11-01,0,2,2,2,0,1,2,3,0,0,0,0,0,0,4,8,12
AIQUILE,atencion odontologica,endodoncia,2015-11-01,5,7,4,3,2,1,3,2,3,1,0,0,0,0,17,14,31
ALALAY,atencion odontologica,endodoncia,2015-11-01,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,3
ALCALA,atencion odontologica,endodoncia,2015-11-01,0,0,0,0,2,1,0,2,0,0,0,0,0,0,2,3,5
ALTO BENI,atencion odontologica,endodoncia,2015-11-01,2,3,1,0,1,0,0,1,2,3,0,0,0,0,6,7,13
ANCORAIMES,atencion odontologica,endodoncia,2015-11-01,2,0,2,1,0,0,2,4,7,0,0,0,0,0,13,5,18
ANDAMARCA,atencion odontologica,endodoncia,2015-11-01,0,0,1,2,0,2,2,1,0,0,0,0,0,0,3,5,8
ANTEQUERA,atencion odontologica,endodoncia,2015-11-01,2,2,0,0,1,0,0,0,0,1,0,0,0,0,3,3,6
ANZALDO,atencion odontologica,endodoncia,2015-11-01,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,2,3
APOLO,atencion odontologica,endodoncia,2015-11-01,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2
ARAMPAMPA,atencion odontologica,endodoncia,2015-11-01,1,2,0,0,0,1,0,1,0,0,0,0,0,0,1,4,5
ARANI,atencion odontologica,endodoncia,2015-11-01,5,4,2,0,0,2,0,0,1,0,0,0,0,0,8,6,14
ARBIETO,atencion odontologica,endodoncia,2015-11-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
ARQUE,atencion odontologica,endodoncia,2015-11-01,0,0,0,1,2,0,0,4,1,1,0,0,0,0,3,6,9
ASCENCION DE GUARAYOS,atencion odontologica,endodoncia,2015-11-01,4,6,0,0,0,3,2,18,1,0,0,0,0,0,7,27,34
ATOCHA,atencion odontologica,endodoncia,2015-11-01,3,2,3,11,4,9,15,15,0,1,0,0,0,0,25,38,63
AYATA,atencion odontologica,endodoncia,2015-11-01,0,0,0,0,2,0,1,2,0,0,0,0,0,0,3,2,5
AYO AYO,atencion odontologica,endodoncia,2015-11-01,0,0,1,0,0,0,0,1,1,0,0,0,0,0,2,1,3
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,endodoncia,2015-11-01,10,7,7,7,1,12,9,15,5,2,0,0,0,0,32,43,75
AZURDUY,atencion odontologica,endodoncia,2015-11-01,0,0,1,2,1,3,1,0,0,0,0,0,0,0,3,5,8
BELEN DE URMIRI,atencion odontologica,endodoncia,2015-11-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
BELLA FLOR,atencion odontologica,endodoncia,2015-11-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
BERMEJO,atencion odontologica,endodoncia,2015-11-01,2,0,11,5,6,4,12,19,0,0,0,0,0,0,31,28,59
BETANZOS,atencion odontologica,endodoncia,2015-11-01,2,0,1,2,4,3,1,7,1,4,0,0,0,0,9,16,25
BOLIVAR,atencion odontologica,endodoncia,2015-11-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
BOYUIBE,atencion odontologica,endodoncia,2015-11-01,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,2
BUENA VISTA,atencion odontologica,endodoncia,2015-11-01,2,0,1,0,1,0,2,4,1,0,0,0,0,0,7,4,11
CABEZAS,atencion odontologica,endodoncia,2015-11-01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
CAIROMA,atencion odontologica,endodoncia,2015-11-01,0,2,0,0,1,1,15,6,0,0,0,0,0,0,16,9,25
"CAIZA ""D""",atencion odontologica,endodoncia,2015-11-01,4,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,5
CAJUATA,atencion odontologica,endodoncia,2015-11-01,2,2,0,0,0,0,2,1,0,0,0,0,0,0,4,3,7
CALAMARCA,atencion odontologica,endodoncia,2015-11-01,0,0,1,1,0,5,1,3,2,1,0,0,0,0,4,10,14
CAMARGO,atencion odontologica,endodoncia,2015-11-01,1,2,0,4,2,0,2,7,4,0,0,0,0,0,9,13,22
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,endodoncia,2015-11-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
CAMIRI,atencion odontologica,endodoncia,2015-11-01,1,6,5,13,6,13,9,28,0,0,0,0,0,0,21,60,81
CAPINOTA,atencion odontologica,endodoncia,2015-11-01,3,2,0,3,0,1,2,6,2,0,0,0,0,0,7,12,19
CAQUIAVIRI,atencion odontologica,endodoncia,2015-11-01,0,0,0,0,0,1,1,3,1,0,0,0,0,0,2,4,6
CARACOLLO,atencion odontologica,endodoncia,2015-11-01,3,3,3,5,1,0,3,7,1,0,0,0,0,0,11,15,26
CARANAVI,atencion odontologica,endodoncia,2015-11-01,12,10,3,5,5,5,9,7,3,0,0,0,0,0,32,27,59
CARANGAS,atencion odontologica,endodoncia,2015-11-01,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3,3
CARAPARI,atencion odontologica,endodoncia,2015-11-01,2,1,6,8,14,16,19,26,7,2,0,0,0,0,48,53,101
CARIPUYO,atencion odontologica,endodoncia,2015-11-01,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,5,5
CHALLAPATA,atencion odontologica,endodoncia,2015-11-01,3,5,5,2,0,1,0,5,2,0,0,0,0,0,10,13,23
CHAQUI,atencion odontologica,endodoncia,2015-11-01,8,0,2,0,3,0,0,9,0,0,0,0,0,0,13,9,22
CHARAGUA,atencion odontologica,endodoncia,2015-11-01,0,0,0,1,3,2,3,3,0,0,0,0,0,0,6,6,12
CHAYANTA,atencion odontologica,endodoncia,2015-11-01,0,2,1,0,0,0,0,2,0,0,0,0,0,0,1,4,5
CHIMORE,atencion odontologica,endodoncia,2015-11-01,6,4,2,3,0,1,2,4,1,2,0,0,0,0,11,14,25
CHIPAYA,atencion odontologica,endodoncia,2015-11-01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
CHOQUE COTA,atencion odontologica,endodoncia,2015-11-01,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2
CHUA COCANI,atencion odontologica,endodoncia,2015-11-01,0,0,0,1,0,5,0,3,0,0,0,0,0,0,0,9,9
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,endodoncia,2015-11-01,6,5,1,5,0,4,4,10,0,0,0,0,0,0,11,24,35
CHUMA,atencion odontologica,endodoncia,2015-11-01,1,0,0,0,2,2,2,8,7,1,0,0,0,0,12,11,23
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,endodoncia,2015-11-01,0,2,0,0,0,1,1,2,0,0,0,0,0,0,1,5,6
CLIZA,atencion odontologica,endodoncia,2015-11-01,7,15,3,5,1,7,2,7,6,4,0,0,0,0,19,38,57
COBIJA,atencion odontologica,endodoncia,2015-11-01,2,5,2,3,3,2,6,18,1,1,0,0,0,0,14,29,43
COCAPATA,atencion odontologica,endodoncia,2015-11-01,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,3,3
COCHABAMBA,atencion odontologica,endodoncia,2015-11-01,151,140,107,150,93,152,277,365,99,48,0,0,0,0,727,855,1582
COIPASA,atencion odontologica,endodoncia,2015-11-01,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2,1,3
COLCAPIRHUA,atencion odontologica,endodoncia,2015-11-01,9,16,1,0,0,2,0,8,2,0,0,0,0,0,12,26,38
"COLCHA ""K""",atencion odontologica,endodoncia,2015-11-01,3,6,0,0,0,0,0,3,0,1,0,0,0,0,3,10,13
COLLANA,atencion odontologica,endodoncia,2015-11-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
COLOMI,atencion odontologica,endodoncia,2015-11-01,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
COLQUECHACA,atencion odontologica,endodoncia,2015-11-01,6,8,0,2,0,0,5,25,2,1,0,0,0,0,13,36,49
COLQUENCHA,atencion odontologica,endodoncia,2015-11-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
COLQUIRI,atencion odontologica,endodoncia,2015-11-01,1,4,1,4,0,1,7,6,0,0,0,0,0,0,9,15,24
COMANCHE,atencion odontologica,endodoncia,2015-11-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
COMARAPA,atencion odontologica,endodoncia,2015-11-01,12,9,2,2,4,5,12,18,5,3,0,0,0,0,35,37,72
COMBAYA,atencion odontologica,endodoncia,2015-11-01,0,0,0,0,0,0,0,1,3,5,0,0,0,0,3,6,9
CONCEPCION,atencion odontologica,endodoncia,2015-11-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
COPACABANA,atencion odontologica,endodoncia,2015-11-01,1,0,0,0,0,0,2,3,0,1,0,0,0,0,3,4,7
CORIPATA,atencion odontologica,endodoncia,2015-11-01,2,0,0,2,0,0,0,1,0,0,0,0,0,0,2,3,5
CORO CORO,atencion odontologica,endodoncia,2015-11-01,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,2,3
COROICO,atencion odontologica,endodoncia,2015-11-01,10,0,0,3,1,1,6,8,0,0,0,0,0,0,17,12,29
CORQUE,atencion odontologica,endodoncia,2015-11-01,0,0,0,0,0,0,2,6,1,2,0,0,0,0,3,8,11
COTAGAITA,atencion odontologica,endodoncia,2015-11-01,4,0,0,8,11,5,17,15,2,5,0,0,0,0,34,33,67
COTOCA,atencion odontologica,endodoncia,2015-11-01,0,0,1,0,0,0,0,13,0,0,0,0,0,0,1,13,14
CUATRO CAÑADAS,atencion odontologica,endodoncia,2015-11-01,1,3,2,0,4,1,0,3,0,0,0,0,0,0,7,7,14
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,endodoncia,2015-11-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
CUEVO,atencion odontologica,endodoncia,2015-11-01,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,3,4
CULPINA,atencion odontologica,endodoncia,2015-11-01,2,6,2,2,2,1,4,4,0,1,0,0,0,0,10,14,24
CURAHUARA DE CARANGAS,atencion odontologica,endodoncia,2015-11-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
CURVA,atencion odontologica,endodoncia,2015-11-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2
DESAGUADERO,atencion odontologica,endodoncia,2015-11-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
EL ALTO,atencion odontologica,endodoncia,2015-11-01,172,149,169,174,92,97,95,146,18,8,0,0,0,0,546,574,1120
EL CHORO,atencion odontologica,endodoncia,2015-11-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
EL PUENTE(STC),atencion odontologica,endodoncia,2015-11-01,0,1,2,0,1,3,1,1,0,0,0,0,0,0,4,5,9
EL PUENTE(TJA),atencion odontologica,endodoncia,2015-11-01,0,0,4,1,0,1,5,14,0,0,0,0,0,0,9,16,25
EL TORNO,atencion odontologica,endodoncia,2015-11-01,6,2,6,14,13,17,15,20,1,0,0,0,0,0,41,53,94
EL VILLAR,atencion odontologica,endodoncia,2015-11-01,0,1,0,1,1,0,2,3,1,0,0,0,0,0,4,5,9
ENTRE RIOS TRJ,atencion odontologica,endodoncia,2015-11-01,0,0,3,9,1,4,3,14,0,1,0,0,0,0,7,28,35
ENTRE RIOS CBBA,atencion odontologica,endodoncia,2015-11-01,6,15,3,1,0,0,1,4,0,0,0,0,0,0,10,20,30
ESCOMA,atencion odontologica,endodoncia,2015-11-01,0,5,1,1,0,0,0,3,2,1,0,0,0,0,3,10,13
EUCALIPTUS,atencion odontologica,endodoncia,2015-11-01,1,1,1,2,0,0,0,6,0,0,0,0,0,0,2,9,11
FERNANDEZ ALONSO,atencion odontologica,endodoncia,2015-11-01,0,0,8,2,0,0,0,4,0,0,0,0,0,0,8,6,14
FILADELFIA,atencion odontologica,endodoncia,2015-11-01,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,4,4
GENERAL SAAVEDRA,atencion odontologica,endodoncia,2015-11-01,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3,3
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,endodoncia,2015-11-01,0,1,0,0,0,1,2,0,1,0,0,0,0,0,3,2,5
GUANAY,atencion odontologica,endodoncia,2015-11-01,0,1,1,1,0,0,3,2,5,0,0,0,0,0,9,4,13
GUAQUI,atencion odontologica,endodoncia,2015-11-01,2,0,0,0,0,2,3,2,2,4,0,0,0,0,7,8,15
GUAYARAMERIN,atencion odontologica,endodoncia,2015-11-01,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,3
GUTIERREZ,atencion odontologica,endodoncia,2015-11-01,0,0,0,0,1,2,1,6,0,1,0,0,0,0,2,9,11
HUACARETA,atencion odontologica,endodoncia,2015-11-01,0,7,4,0,0,6,4,10,0,1,0,0,0,0,8,24,32
HUACAYA (VILLA DE HUACAYA),atencion odontologica,endodoncia,2015-11-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
HUACHACALLA,atencion odontologica,endodoncia,2015-11-01,0,0,0,1,0,1,2,0,0,0,0,0,0,0,2,2,4
HUANUNI,atencion odontologica,endodoncia,2015-11-01,15,38,7,10,0,8,12,16,0,1,0,0,0,0,34,73,107
HUARINA,atencion odontologica,endodoncia,2015-11-01,0,0,0,0,3,1,2,7,3,0,0,0,0,0,8,8,16
HUATAJATA,atencion odontologica,endodoncia,2015-11-01,0,2,1,1,0,0,2,5,1,0,0,0,0,0,4,8,12
HUAYLLAMARCA,atencion odontologica,endodoncia,2015-11-01,2,1,0,0,0,0,2,2,0,0,0,0,0,0,4,3,7
HUMANATA,atencion odontologica,endodoncia,2015-11-01,3,4,0,0,0,0,0,0,2,3,0,0,0,0,5,7,12
ICLA,atencion odontologica,endodoncia,2015-11-01,3,0,1,2,1,1,0,8,0,0,0,0,0,0,5,11,16
INCAHUASI,atencion odontologica,endodoncia,2015-11-01,4,1,0,2,1,1,0,1,0,0,0,0,0,0,5,5,10
IRUPANA (VILLA DE LANZA),atencion odontologica,endodoncia,2015-11-01,3,5,0,1,0,0,0,4,0,1,0,0,0,0,3,11,14
IXIAMAS,atencion odontologica,endodoncia,2015-11-01,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,8
JESUS DE MACHACA,atencion odontologica,endodoncia,2015-11-01,1,3,0,0,1,1,0,1,0,0,0,0,0,0,2,5,7
LA ASUNTA,atencion odontologica,endodoncia,2015-11-01,2,0,4,2,1,3,2,16,0,0,0,0,0,0,9,21,30
LA GUARDIA,atencion odontologica,endodoncia,2015-11-01,5,6,0,0,0,2,0,5,0,0,0,0,0,0,5,13,18
LA PAZ,atencion odontologica,endodoncia,2015-11-01,148,115,107,118,115,184,363,580,103,89,0,0,0,0,836,1086,1922
LAGUNILLAS,atencion odontologica,endodoncia,2015-11-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
LAJA,atencion odontologica,endodoncia,2015-11-01,4,6,0,1,0,4,1,2,1,3,0,0,0,0,6,16,22
LAS CARRERAS,atencion odontologica,endodoncia,2015-11-01,0,2,2,2,1,3,3,8,0,0,0,0,0,0,6,15,21
LLALLAGUA,atencion odontologica,endodoncia,2015-11-01,10,8,5,8,2,4,5,21,0,2,0,0,0,0,22,43,65
LLICA,atencion odontologica,endodoncia,2015-11-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
LURIBAY,atencion odontologica,endodoncia,2015-11-01,1,1,0,1,1,1,0,7,0,1,0,0,0,0,2,11,13
MACHACAMARCA,atencion odontologica,endodoncia,2015-11-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
MACHARETI,atencion odontologica,endodoncia,2015-11-01,0,2,0,0,0,0,2,5,0,1,0,0,0,0,2,8,10
MAGDALENA,atencion odontologica,endodoncia,2015-11-01,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2
MAIRANA,atencion odontologica,endodoncia,2015-11-01,2,0,2,0,0,0,1,0,0,0,0,0,0,0,5,0,5
MAPIRI,atencion odontologica,endodoncia,2015-11-01,1,0,0,0,0,5,5,13,0,0,0,0,0,0,6,18,24
MECAPACA,atencion odontologica,endodoncia,2015-11-01,4,4,0,3,2,1,0,8,1,0,0,0,0,0,7,16,23
MIZQUE,atencion odontologica,endodoncia,2015-11-01,4,0,0,0,0,2,0,3,1,1,0,0,0,0,5,6,11
MOCOMOCO,atencion odontologica,endodoncia,2015-11-01,0,0,0,0,1,0,1,2,1,0,0,0,0,0,3,2,5
MOJOCOYA,atencion odontologica,endodoncia,2015-11-01,2,1,2,0,1,1,1,2,0,0,0,0,0,0,6,4,10
MONTEAGUDO,atencion odontologica,endodoncia,2015-11-01,14,4,3,3,1,5,5,12,0,0,0,0,0,0,23,24,47
MONTERO,atencion odontologica,endodoncia,2015-11-01,2,0,4,0,1,1,13,12,0,1,0,0,0,0,20,14,34
MORO MORO,atencion odontologica,endodoncia,2015-11-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2
MOROCHATA,atencion odontologica,endodoncia,2015-11-01,0,1,0,1,0,3,1,6,1,0,0,0,0,0,2,11,13
NUEVO MANOA (NUEVA ESPERANZA),atencion odontologica,endodoncia,2015-11-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
OCURI,atencion odontologica,endodoncia,2015-11-01,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4
ORURO,atencion odontologica,endodoncia,2015-11-01,109,105,55,64,24,25,83,198,34,19,0,0,0,0,305,411,716
PADCAYA,atencion odontologica,endodoncia,2015-11-01,3,0,3,3,7,3,3,13,1,0,0,0,0,0,17,19,36
PADILLA,atencion odontologica,endodoncia,2015-11-01,2,4,0,0,0,4,1,11,0,0,0,0,0,0,3,19,22
PAILON,atencion odontologica,endodoncia,2015-11-01,1,2,2,3,1,1,3,5,5,4,0,0,0,0,12,15,27
PALCA,atencion odontologica,endodoncia,2015-11-01,14,12,0,0,0,0,0,7,0,0,0,0,0,0,14,19,33
PALOS BLANCOS,atencion odontologica,endodoncia,2015-11-01,9,10,0,1,3,3,1,26,3,0,0,0,0,0,16,40,56
PAMPA GRANDE,atencion odontologica,endodoncia,2015-11-01,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2,3
PASORAPA,atencion odontologica,endodoncia,2015-11-01,0,0,3,0,0,1,0,1,0,0,0,0,0,0,3,2,5
PATACAMAYA,atencion odontologica,endodoncia,2015-11-01,21,3,0,3,0,3,1,8,0,0,0,0,0,0,22,17,39
PAZÑA,atencion odontologica,endodoncia,2015-11-01,3,4,1,2,0,1,0,4,0,1,0,0,0,0,4,12,16
PELECHUCO,atencion odontologica,endodoncia,2015-11-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
POCOATA,atencion odontologica,endodoncia,2015-11-01,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,5,5
POCONA,atencion odontologica,endodoncia,2015-11-01,3,2,1,3,0,4,2,15,2,0,0,0,0,0,8,24,32
POJO (CBBA),atencion odontologica,endodoncia,2015-11-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
POOPO,atencion odontologica,endodoncia,2015-11-01,11,4,1,5,0,0,5,7,0,0,0,0,0,0,17,16,33
