,group,variable,month,PERIODONCIA MENORES DE 5 AÑOS,PERIODONCIA MENORES DE 5 AÑOS,PERIODONCIA 5 A 13 AÑOS,PERIODONCIA 5 A 13 AÑOS,PERIODONCIA 14 A 19 AÑOS,PERIODONCIA 14 A 19 AÑOS,PERIODONCIA 20 A 59 AÑOS,PERIODONCIA 20 A 59 AÑOS,PERIODONCIA 60 AÑOS Y MAS,PERIODONCIA 60 AÑOS Y MAS,PERIODONCIA EMB,PERIODONCIA EMB,PERIODONCIA POST,PERIODONCIA POST,TOTALES,TOTALES,TOTALES
PAMPA AULLAGAS,atencion odontologica,periodoncia,2015-10-01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
PAMPA GRANDE,atencion odontologica,periodoncia,2015-10-01,0,0,0,0,0,2,0,4,0,2,0,0,0,0,0,8,8
PAPEL PAMPA,atencion odontologica,periodoncia,2015-10-01,0,0,0,0,0,1,0,0,1,3,0,0,0,0,1,4,5
PASORAPA,atencion odontologica,periodoncia,2015-10-01,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,2
PATACAMAYA,atencion odontologica,periodoncia,2015-10-01,0,0,0,1,0,0,0,0,7,0,0,0,0,0,7,1,8
PELECHUCO,atencion odontologica,periodoncia,2015-10-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
POCOATA,atencion odontologica,periodoncia,2015-10-01,0,0,0,0,0,4,0,13,4,1,0,0,0,0,4,18,22
POCONA,atencion odontologica,periodoncia,2015-10-01,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,2
POJO (CBBA),atencion odontologica,periodoncia,2015-10-01,0,0,0,1,0,2,0,20,0,1,0,0,0,0,0,24,24
POOPO,atencion odontologica,periodoncia,2015-10-01,0,0,1,1,1,1,5,11,3,5,0,0,0,0,10,18,28
PORCO,atencion odontologica,periodoncia,2015-10-01,0,0,0,0,0,1,1,13,0,0,0,0,0,0,1,14,15
POROMA,atencion odontologica,periodoncia,2015-10-01,0,0,0,0,3,0,0,2,0,0,0,0,0,0,3,2,5
PORTACHUELO,atencion odontologica,periodoncia,2015-10-01,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,4,4
PORVENIR,atencion odontologica,periodoncia,2015-10-01,0,0,0,1,0,0,1,5,0,3,0,0,0,0,1,9,10
POSTRER VALLE,atencion odontologica,periodoncia,2015-10-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
POTOSI,atencion odontologica,periodoncia,2015-10-01,0,0,6,6,6,12,29,67,12,5,0,0,0,0,53,90,143
PRESTO,atencion odontologica,periodoncia,2015-10-01,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,2,3
PUCARANI,atencion odontologica,periodoncia,2015-10-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
PUERTO ACOSTA,atencion odontologica,periodoncia,2015-10-01,0,0,0,0,0,0,0,2,2,3,0,0,0,0,2,5,7
PUERTO GONZALO MORENO,atencion odontologica,periodoncia,2015-10-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2
PUERTO PEREZ,atencion odontologica,periodoncia,2015-10-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
PUERTO RICO,atencion odontologica,periodoncia,2015-10-01,0,0,0,0,0,1,0,3,3,2,0,0,0,0,3,6,9
PUERTO VILLARROEL,atencion odontologica,periodoncia,2015-10-01,0,0,0,0,0,3,5,18,1,0,0,0,0,0,6,21,27
PUNA,atencion odontologica,periodoncia,2015-10-01,0,0,0,0,1,1,2,1,1,0,0,0,0,0,4,2,6
PUNATA,atencion odontologica,periodoncia,2015-10-01,0,0,0,2,1,2,10,27,3,6,0,0,0,0,14,37,51
QUIABAYA,atencion odontologica,periodoncia,2015-10-01,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,3,4
QUILLACOLLO,atencion odontologica,periodoncia,2015-10-01,0,0,6,5,7,26,28,96,20,34,0,0,0,0,61,161,222
QUIME,atencion odontologica,periodoncia,2015-10-01,0,0,0,0,1,0,3,0,3,0,0,0,0,0,7,0,7
QUIRUSILLAS,atencion odontologica,periodoncia,2015-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
RAVELO,atencion odontologica,periodoncia,2015-10-01,0,0,0,0,0,0,0,1,2,1,0,0,0,0,2,2,4
REYES,atencion odontologica,periodoncia,2015-10-01,0,0,2,0,2,1,5,3,1,3,0,0,0,0,10,7,17
RIBERALTA,atencion odontologica,periodoncia,2015-10-01,0,0,16,19,9,19,11,38,3,0,0,0,0,0,39,76,115
ROBORE,atencion odontologica,periodoncia,2015-10-01,0,0,0,0,0,6,0,13,0,0,0,0,0,0,0,19,19
RURRENABAQUE,atencion odontologica,periodoncia,2015-10-01,0,0,0,0,1,0,3,3,3,2,0,0,0,0,7,5,12
SABAYA,atencion odontologica,periodoncia,2015-10-01,0,0,1,0,0,0,0,0,2,3,0,0,0,0,3,3,6
SACABA,atencion odontologica,periodoncia,2015-10-01,0,0,13,19,17,27,32,62,14,15,0,0,0,0,76,123,199
SACABAMBA,atencion odontologica,periodoncia,2015-10-01,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,3,3
SAIPINA,atencion odontologica,periodoncia,2015-10-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SALINAS DE GARCI MENDOZA,atencion odontologica,periodoncia,2015-10-01,0,0,0,0,0,1,1,4,5,2,0,0,0,0,6,7,13
SAMAIPATA,atencion odontologica,periodoncia,2015-10-01,0,0,0,0,0,0,0,2,2,1,0,0,0,0,2,3,5
SAN AGUSTIN,atencion odontologica,periodoncia,2015-10-01,0,0,0,0,2,0,1,6,0,0,0,0,0,0,3,6,9
SAN ANDRES,atencion odontologica,periodoncia,2015-10-01,0,0,1,0,2,4,1,9,0,1,0,0,0,0,4,14,18
SAN ANDRES DE MACHACA,atencion odontologica,periodoncia,2015-10-01,0,0,0,0,0,0,1,5,1,2,0,0,0,0,2,7,9
SAN ANTONIO DE ESMORUCO,atencion odontologica,periodoncia,2015-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN BENITO,atencion odontologica,periodoncia,2015-10-01,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,2
SAN BORJA,atencion odontologica,periodoncia,2015-10-01,0,0,1,1,5,9,10,35,1,0,0,0,0,0,17,45,62
SAN CARLOS,atencion odontologica,periodoncia,2015-10-01,0,0,6,7,2,3,0,7,0,0,0,0,0,0,8,17,25
SAN IGNACIO,atencion odontologica,periodoncia,2015-10-01,0,0,67,59,3,2,5,20,0,1,0,0,0,0,75,82,157
SAN IGNACIO DE VELASCO,atencion odontologica,periodoncia,2015-10-01,0,0,0,0,0,3,7,7,3,0,0,0,0,0,10,10,20
SAN JAVIER(STC),atencion odontologica,periodoncia,2015-10-01,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,2
SAN JOAQUIN,atencion odontologica,periodoncia,2015-10-01,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,1,3
SAN JOSE DE CHIQUITOS,atencion odontologica,periodoncia,2015-10-01,0,0,0,0,4,1,6,4,1,0,0,0,0,0,11,5,16
SAN JULIAN,atencion odontologica,periodoncia,2015-10-01,0,0,0,0,0,0,0,5,1,0,0,0,0,0,1,5,6
SAN LORENZO(TJA),atencion odontologica,periodoncia,2015-10-01,0,0,2,2,5,7,2,1,0,0,0,0,0,0,9,10,19
SAN LUCAS,atencion odontologica,periodoncia,2015-10-01,0,0,0,0,0,2,1,3,0,0,0,0,0,0,1,5,6
SAN MATIAS,atencion odontologica,periodoncia,2015-10-01,0,0,0,1,0,1,1,12,4,2,0,0,0,0,5,16,21
SAN PEDRO,atencion odontologica,periodoncia,2015-10-01,0,0,3,7,1,0,1,4,0,0,0,0,0,0,5,11,16
SAN PEDRO DE BUENA VISTA,atencion odontologica,periodoncia,2015-10-01,0,0,0,0,0,2,3,0,0,0,0,0,0,0,3,2,5
SAN PEDRO DE CURAHUARA,atencion odontologica,periodoncia,2015-10-01,0,0,0,0,0,1,1,3,1,0,0,0,0,0,2,4,6
SAN RAFAEL,atencion odontologica,periodoncia,2015-10-01,0,0,0,1,0,3,0,1,0,2,0,0,0,0,0,7,7
SAN RAMON SCZ,atencion odontologica,periodoncia,2015-10-01,0,0,20,40,0,0,0,0,0,0,0,0,0,0,20,40,60
SANTA CRUZ DE LA SIERRA,atencion odontologica,periodoncia,2015-10-01,0,0,94,87,98,199,162,613,445,155,0,0,0,0,799,1054,1853
SANTA ROSA DEL SARA,atencion odontologica,periodoncia,2015-10-01,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,4,4
SANTIAGO DE HUARI,atencion odontologica,periodoncia,2015-10-01,0,0,0,2,0,0,4,10,2,2,0,0,0,0,6,14,20
SANTIAGO DE HUATA,atencion odontologica,periodoncia,2015-10-01,0,0,0,0,0,0,1,2,1,1,0,0,0,0,2,3,5
SANTIAGO DE MACHACA,atencion odontologica,periodoncia,2015-10-01,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,3,4
SANTIVAÑES,atencion odontologica,periodoncia,2015-10-01,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3,3
SANTUARIO DE QUILLACAS,atencion odontologica,periodoncia,2015-10-01,0,0,0,0,0,0,0,1,2,1,0,0,0,0,2,2,4
SENA,atencion odontologica,periodoncia,2015-10-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
SHINAOTA,atencion odontologica,periodoncia,2015-10-01,0,0,0,0,0,1,0,5,1,0,0,0,0,0,1,6,7
SICAYA,atencion odontologica,periodoncia,2015-10-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
SIPE SIPE,atencion odontologica,periodoncia,2015-10-01,0,0,0,0,1,4,0,12,5,7,0,0,0,0,6,23,29
SOPACHUY,atencion odontologica,periodoncia,2015-10-01,0,0,0,0,1,2,0,4,0,0,0,0,0,0,1,6,7
SORACACHI,atencion odontologica,periodoncia,2015-10-01,0,0,0,0,1,0,1,0,1,0,0,0,0,0,3,0,3
SUCRE,atencion odontologica,periodoncia,2015-10-01,0,0,11,26,24,50,171,200,16,6,0,0,0,0,222,282,504
TACACOMA,atencion odontologica,periodoncia,2015-10-01,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,2
TAPACARI,atencion odontologica,periodoncia,2015-10-01,0,0,0,0,0,1,0,7,3,3,0,0,0,0,3,11,14
TARABUCO,atencion odontologica,periodoncia,2015-10-01,0,0,0,0,0,0,0,9,6,2,0,0,0,0,6,11,17
TARACO,atencion odontologica,periodoncia,2015-10-01,0,0,0,0,0,2,0,4,1,0,0,0,0,0,1,6,7
TARATA,atencion odontologica,periodoncia,2015-10-01,0,0,0,0,0,0,3,6,0,0,0,0,0,0,3,6,9
TARIJA,atencion odontologica,periodoncia,2015-10-01,0,0,14,10,17,27,123,203,8,2,0,0,0,0,162,242,404
TARVITA,atencion odontologica,periodoncia,2015-10-01,0,0,0,0,0,3,1,1,0,0,0,0,0,0,1,4,5
TEOPONTE,atencion odontologica,periodoncia,2015-10-01,0,0,0,1,1,1,4,8,6,0,0,0,0,0,11,10,21
TIQUIPAYA,atencion odontologica,periodoncia,2015-10-01,0,0,4,6,6,12,1,18,1,2,0,0,0,0,12,38,50
TIRAQUE (CBBA),atencion odontologica,periodoncia,2015-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
TOCO,atencion odontologica,periodoncia,2015-10-01,0,0,0,0,0,4,0,7,2,2,0,0,0,0,2,13,15
TODOS SANTOS,atencion odontologica,periodoncia,2015-10-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
TOLATA,atencion odontologica,periodoncia,2015-10-01,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,7,7
TOLEDO,atencion odontologica,periodoncia,2015-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
TOMAVE,atencion odontologica,periodoncia,2015-10-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
TOMINA,atencion odontologica,periodoncia,2015-10-01,0,0,16,18,2,11,2,10,0,0,0,0,0,0,20,39,59
TORO TORO,atencion odontologica,periodoncia,2015-10-01,0,0,0,0,0,1,1,11,0,1,0,0,0,0,1,13,14
TOTORA(CBBA),atencion odontologica,periodoncia,2015-10-01,0,0,0,0,0,2,2,2,0,0,0,0,0,0,2,4,6
TRINIDAD,atencion odontologica,periodoncia,2015-10-01,0,0,24,33,12,16,100,101,4,1,0,0,0,0,140,151,291
TUPIZA,atencion odontologica,periodoncia,2015-10-01,0,0,5,7,2,6,6,8,2,2,0,0,0,0,15,23,38
TURCO,atencion odontologica,periodoncia,2015-10-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
UNCIA,atencion odontologica,periodoncia,2015-10-01,0,0,0,0,0,0,7,2,1,1,0,0,0,0,8,3,11
URIONDO (A. CONCEPCION),atencion odontologica,periodoncia,2015-10-01,0,0,1,0,1,1,0,6,0,0,0,0,0,0,2,7,9
UYUNI,atencion odontologica,periodoncia,2015-10-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
VACAS,atencion odontologica,periodoncia,2015-10-01,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,5,5
VALLEGRANDE,atencion odontologica,periodoncia,2015-10-01,0,0,2,2,9,11,5,3,1,1,0,0,0,0,17,17,34
VIACHA,atencion odontologica,periodoncia,2015-10-01,0,0,6,10,4,11,5,18,12,6,0,0,0,0,27,45,72
VILA VILA,atencion odontologica,periodoncia,2015-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
VILLA CHARCAS,atencion odontologica,periodoncia,2015-10-01,0,0,0,0,0,0,2,3,0,0,0,0,0,0,2,3,5
VILLA MONTES,atencion odontologica,periodoncia,2015-10-01,0,0,8,4,3,1,44,18,0,0,0,0,0,0,55,23,78
VILLA NUEVA (LOMA ALTA),atencion odontologica,periodoncia,2015-10-01,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2,1,3
VILLA RIVERO,atencion odontologica,periodoncia,2015-10-01,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4
VILLA TUNARI,atencion odontologica,periodoncia,2015-10-01,0,0,0,4,2,5,10,41,4,3,0,0,0,0,16,53,69
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,periodoncia,2015-10-01,0,0,0,0,0,1,1,4,0,0,0,0,0,0,1,5,6
VILLAZON,atencion odontologica,periodoncia,2015-10-01,0,0,2,3,2,5,8,14,7,4,0,0,0,0,19,26,45
VINTO,atencion odontologica,periodoncia,2015-10-01,0,0,0,0,0,9,1,22,1,2,0,0,0,0,2,33,35
VITICHI,atencion odontologica,periodoncia,2015-10-01,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,3
WALDO BALLIVIAN,atencion odontologica,periodoncia,2015-10-01,0,0,9,11,3,10,6,17,3,1,0,0,0,0,21,39,60
WARNES,atencion odontologica,periodoncia,2015-10-01,0,0,2,1,0,3,4,0,0,0,0,0,0,0,6,4,10
YACUIBA,atencion odontologica,periodoncia,2015-10-01,0,0,8,4,6,3,31,45,7,4,0,0,0,0,52,56,108
YAMPARAEZ,atencion odontologica,periodoncia,2015-10-01,0,0,0,0,0,2,1,8,0,0,0,0,0,0,1,10,11
YANACACHI,atencion odontologica,periodoncia,2015-10-01,0,0,0,0,0,0,3,1,1,0,0,0,0,0,4,1,5
YAPACANI,atencion odontologica,periodoncia,2015-10-01,0,0,0,0,0,14,4,45,5,8,0,0,0,0,9,67,76
YOCALLA,atencion odontologica,periodoncia,2015-10-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,2
YOTALA,atencion odontologica,periodoncia,2015-10-01,0,0,0,0,0,1,0,3,0,2,0,0,0,0,0,6,6
ACACIO,atencion odontologica,periodoncia,2015-11-01,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2,1,3
ACHACACHI,atencion odontologica,periodoncia,2015-11-01,0,0,1,1,1,1,2,7,4,10,0,0,0,0,8,19,27
ACHOCALLA,atencion odontologica,periodoncia,2015-11-01,0,0,0,0,0,0,2,5,0,0,0,0,0,0,2,5,7
AIQUILE,atencion odontologica,periodoncia,2015-11-01,0,0,1,2,4,7,10,23,1,10,0,0,0,0,16,42,58
ALALAY,atencion odontologica,periodoncia,2015-11-01,0,0,0,0,0,1,2,2,0,0,0,0,0,0,2,3,5
ALCALA,atencion odontologica,periodoncia,2015-11-01,0,0,1,0,0,0,1,6,0,0,0,0,0,0,2,6,8
ALTO BENI,atencion odontologica,periodoncia,2015-11-01,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,3
ANCORAIMES,atencion odontologica,periodoncia,2015-11-01,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3,3
ANDAMARCA,atencion odontologica,periodoncia,2015-11-01,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,1,3
ANZALDO,atencion odontologica,periodoncia,2015-11-01,0,0,1,0,3,1,0,3,2,2,0,0,0,0,6,6,12
ARAMPAMPA,atencion odontologica,periodoncia,2015-11-01,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4
ARANI,atencion odontologica,periodoncia,2015-11-01,0,0,0,0,0,2,0,5,0,3,0,0,0,0,0,10,10
ARBIETO,atencion odontologica,periodoncia,2015-11-01,0,0,0,0,0,2,0,13,0,4,0,0,0,0,0,19,19
ARQUE,atencion odontologica,periodoncia,2015-11-01,0,0,0,0,1,1,1,7,0,6,0,0,0,0,2,14,16
ASCENCION DE GUARAYOS,atencion odontologica,periodoncia,2015-11-01,0,0,1,0,1,2,0,2,0,2,0,0,0,0,2,6,8
ATOCHA,atencion odontologica,periodoncia,2015-11-01,0,0,6,11,3,6,17,27,4,6,0,0,0,0,30,50,80
AYATA,atencion odontologica,periodoncia,2015-11-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,periodoncia,2015-11-01,0,0,0,1,0,6,17,24,4,0,0,0,0,0,21,31,52
AZURDUY,atencion odontologica,periodoncia,2015-11-01,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,2
BELLA FLOR,atencion odontologica,periodoncia,2015-11-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
BERMEJO,atencion odontologica,periodoncia,2015-11-01,0,0,3,4,2,5,12,44,0,4,0,0,0,0,17,57,74
BETANZOS,atencion odontologica,periodoncia,2015-11-01,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,4,4
BOLIVAR,atencion odontologica,periodoncia,2015-11-01,0,0,0,0,0,2,0,3,3,0,0,0,0,0,3,5,8
BOYUIBE,atencion odontologica,periodoncia,2015-11-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
BUENA VISTA,atencion odontologica,periodoncia,2015-11-01,0,0,0,0,1,2,1,7,4,4,0,0,0,0,6,13,19
CABEZAS,atencion odontologica,periodoncia,2015-11-01,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,5
CAIROMA,atencion odontologica,periodoncia,2015-11-01,0,0,0,0,0,2,4,2,0,0,0,0,0,0,4,4,8
"CAIZA ""D""",atencion odontologica,periodoncia,2015-11-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
CAJUATA,atencion odontologica,periodoncia,2015-11-01,0,0,1,0,0,0,2,1,0,0,0,0,0,0,3,1,4
CALACOTO,atencion odontologica,periodoncia,2015-11-01,0,0,0,0,0,0,2,0,2,1,0,0,0,0,4,1,5
CALAMARCA,atencion odontologica,periodoncia,2015-11-01,0,0,0,0,1,0,2,3,1,1,0,0,0,0,4,4,8
CAMARGO,atencion odontologica,periodoncia,2015-11-01,0,0,0,0,2,3,2,2,2,0,0,0,0,0,6,5,11
CAMIRI,atencion odontologica,periodoncia,2015-11-01,0,0,1,0,3,5,10,21,2,5,0,0,0,0,16,31,47
CAPINOTA,atencion odontologica,periodoncia,2015-11-01,0,0,1,0,1,6,4,23,3,4,0,0,0,0,9,33,42
CARACOLLO,atencion odontologica,periodoncia,2015-11-01,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,8,8
CARANAVI,atencion odontologica,periodoncia,2015-11-01,0,0,9,7,8,13,11,12,10,10,0,0,0,0,38,42,80
CARANGAS,atencion odontologica,periodoncia,2015-11-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
CARAPARI,atencion odontologica,periodoncia,2015-11-01,0,0,1,2,4,4,3,11,2,0,0,0,0,0,10,17,27
CARIPUYO,atencion odontologica,periodoncia,2015-11-01,0,0,0,0,0,6,0,3,1,2,0,0,0,0,1,11,12
CARMEN RIVERO TORREZ,atencion odontologica,periodoncia,2015-11-01,0,0,0,0,0,0,0,13,2,2,0,0,0,0,2,15,17
CATACORA,atencion odontologica,periodoncia,2015-11-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
CHALLAPATA,atencion odontologica,periodoncia,2015-11-01,0,0,0,0,0,0,2,6,2,3,0,0,0,0,4,9,13
CHAQUI,atencion odontologica,periodoncia,2015-11-01,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,5,5
CHARAGUA,atencion odontologica,periodoncia,2015-11-01,0,0,1,0,0,0,4,6,0,1,0,0,0,0,5,7,12
CHAYANTA,atencion odontologica,periodoncia,2015-11-01,0,0,0,0,1,0,0,5,0,0,0,0,0,0,1,5,6
CHIMORE,atencion odontologica,periodoncia,2015-11-01,0,0,0,1,0,0,0,0,2,0,0,0,0,0,2,1,3
CHIPAYA,atencion odontologica,periodoncia,2015-11-01,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,periodoncia,2015-11-01,0,0,0,0,0,0,1,7,2,0,0,0,0,0,3,7,10
CHUMA,atencion odontologica,periodoncia,2015-11-01,0,0,0,0,1,2,3,10,0,4,0,0,0,0,4,16,20
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,periodoncia,2015-11-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
CKOCHAS,atencion odontologica,periodoncia,2015-11-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
CLIZA,atencion odontologica,periodoncia,2015-11-01,0,0,0,0,0,2,4,17,1,10,0,0,0,0,5,29,34
COBIJA,atencion odontologica,periodoncia,2015-11-01,0,0,1,0,0,0,8,15,4,1,0,0,0,0,13,16,29
COCAPATA,atencion odontologica,periodoncia,2015-11-01,0,0,0,0,0,2,0,4,2,6,0,0,0,0,2,12,14
COCHABAMBA,atencion odontologica,periodoncia,2015-11-01,0,0,39,36,121,132,421,760,127,88,0,0,0,0,708,1016,1724
COIPASA,atencion odontologica,periodoncia,2015-11-01,0,0,0,0,1,0,1,2,0,0,0,0,0,0,2,2,4
COLCAPIRHUA,atencion odontologica,periodoncia,2015-11-01,0,0,0,0,0,6,0,14,6,3,0,0,0,0,6,23,29
"COLCHA ""K""",atencion odontologica,periodoncia,2015-11-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2
COLLANA,atencion odontologica,periodoncia,2015-11-01,0,0,1,5,3,2,5,7,13,2,0,0,0,0,22,16,38
COLOMI,atencion odontologica,periodoncia,2015-11-01,0,0,0,0,0,2,0,9,0,3,0,0,0,0,0,14,14
COLQUECHACA,atencion odontologica,periodoncia,2015-11-01,0,0,0,0,0,1,1,4,1,1,0,0,0,0,2,6,8
COLQUIRI,atencion odontologica,periodoncia,2015-11-01,0,0,0,0,0,0,5,9,1,1,0,0,0,0,6,10,16
COMBAYA,atencion odontologica,periodoncia,2015-11-01,0,0,0,0,0,0,0,2,1,1,0,0,0,0,1,3,4
CONCEPCION,atencion odontologica,periodoncia,2015-11-01,0,0,0,0,0,1,1,7,1,0,0,0,0,0,2,8,10
COPACABANA,atencion odontologica,periodoncia,2015-11-01,0,0,0,1,0,0,6,5,0,0,0,0,0,0,6,6,12
CORO CORO,atencion odontologica,periodoncia,2015-11-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
COROICO,atencion odontologica,periodoncia,2015-11-01,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,4,4
CORQUE,atencion odontologica,periodoncia,2015-11-01,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,5,5
COTAGAITA,atencion odontologica,periodoncia,2015-11-01,0,0,0,0,2,1,4,3,1,1,0,0,0,0,7,5,12
COTOCA,atencion odontologica,periodoncia,2015-11-01,0,0,0,0,0,1,2,12,0,0,0,0,0,0,2,13,15
CUATRO CAÑADAS,atencion odontologica,periodoncia,2015-11-01,0,0,0,0,0,1,1,8,5,0,0,0,0,0,6,9,15
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,periodoncia,2015-11-01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
CUEVO,atencion odontologica,periodoncia,2015-11-01,0,0,0,0,0,0,1,6,0,0,0,0,0,0,1,6,7
CULPINA,atencion odontologica,periodoncia,2015-11-01,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,2
CURAHUARA DE CARANGAS,atencion odontologica,periodoncia,2015-11-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
EL ALTO,atencion odontologica,periodoncia,2015-11-01,0,0,16,17,32,64,182,245,30,19,0,0,0,0,260,345,605
EL CHORO,atencion odontologica,periodoncia,2015-11-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
EL PUENTE(TJA),atencion odontologica,periodoncia,2015-11-01,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,4,5
EL TORNO,atencion odontologica,periodoncia,2015-11-01,0,0,0,6,10,17,21,34,2,1,0,0,0,0,33,58,91
EL VILLAR,atencion odontologica,periodoncia,2015-11-01,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,8
ENTRE RIOS TRJ,atencion odontologica,periodoncia,2015-11-01,0,0,58,71,9,7,0,6,0,0,0,0,0,0,67,84,151
ENTRE RIOS CBBA,atencion odontologica,periodoncia,2015-11-01,0,0,0,0,0,0,0,4,1,0,0,0,0,0,1,4,5
ESMERALDA,atencion odontologica,periodoncia,2015-11-01,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,2
GENERAL SAAVEDRA,atencion odontologica,periodoncia,2015-11-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
GUAQUI,atencion odontologica,periodoncia,2015-11-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
GUAYARAMERIN,atencion odontologica,periodoncia,2015-11-01,0,0,0,1,0,7,0,12,0,0,0,0,0,0,0,20,20
HUACARETA,atencion odontologica,periodoncia,2015-11-01,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,5,5
HUACAYA (VILLA DE HUACAYA),atencion odontologica,periodoncia,2015-11-01,0,0,0,0,1,0,1,2,0,0,0,0,0,0,2,2,4
HUANUNI,atencion odontologica,periodoncia,2015-11-01,0,0,0,0,3,2,14,11,1,0,0,0,0,0,18,13,31
HUARACAJE,atencion odontologica,periodoncia,2015-11-01,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2
HUATAJATA,atencion odontologica,periodoncia,2015-11-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
HUAYLLAMARCA,atencion odontologica,periodoncia,2015-11-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
HUMANATA,atencion odontologica,periodoncia,2015-11-01,0,0,0,0,0,0,0,0,15,8,0,0,0,0,15,8,23
