,group,variable,month,APLICACIÓN DE FLUOR MENORES DE 5 AÑOS,APLICACIÓN DE FLUOR MENORES DE 5 AÑOS,APLICACIÓN DE FLUOR 5 A 13 AÑOS,APLICACIÓN DE FLUOR 5 A 13 AÑOS,APLICACIÓN DE FLUOR 14 A 19 AÑOS,APLICACIÓN DE FLUOR 14 A 19 AÑOS,APLICACIÓN DE FLUOR 20 A 59 AÑOS,APLICACIÓN DE FLUOR 20 A 59 AÑOS,APLICACIÓN DE FLUOR 60 AÑOS Y MAS,APLICACIÓN DE FLUOR 60 AÑOS Y MAS,APLICACIÓN DE FLUOR EMB,APLICACIÓN DE FLUOR EMB,APLICACIÓN DE FLUOR POST,APLICACIÓN DE FLUOR POST,TOTALES,TOTALES,TOTALES
MALLA,atencion odontologica,aplicacion de fluor,2015-10-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
MAPIRI,atencion odontologica,aplicacion de fluor,2015-10-01,21,6,13,14,0,3,2,2,1,0,0,0,0,0,37,25,62
MECAPACA,atencion odontologica,aplicacion de fluor,2015-10-01,6,3,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9
MIZQUE,atencion odontologica,aplicacion de fluor,2015-10-01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
MOJINETE,atencion odontologica,aplicacion de fluor,2015-10-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
MOJOCOYA,atencion odontologica,aplicacion de fluor,2015-10-01,1,0,23,14,0,0,0,0,0,0,0,0,0,0,24,14,38
MONTEAGUDO,atencion odontologica,aplicacion de fluor,2015-10-01,0,1,3,8,3,2,2,2,0,0,0,0,0,0,8,13,21
MONTERO,atencion odontologica,aplicacion de fluor,2015-10-01,131,108,77,68,12,20,19,54,16,8,0,0,0,0,255,258,513
MORO MORO,atencion odontologica,aplicacion de fluor,2015-10-01,6,3,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9
MOROCHATA,atencion odontologica,aplicacion de fluor,2015-10-01,4,9,27,30,0,0,0,1,0,0,0,0,0,0,31,40,71
NUEVO MANOA (NUEVA ESPERANZA),atencion odontologica,aplicacion de fluor,2015-10-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
OCURI,atencion odontologica,aplicacion de fluor,2015-10-01,1,3,0,0,0,0,0,3,0,0,0,0,0,0,1,6,7
OKINAWA,atencion odontologica,aplicacion de fluor,2015-10-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ORURO,atencion odontologica,aplicacion de fluor,2015-10-01,56,61,278,229,9,9,55,52,4,8,0,0,0,0,402,359,761
PADCAYA,atencion odontologica,aplicacion de fluor,2015-10-01,1,2,2,3,0,0,0,0,0,0,0,0,0,0,3,5,8
PADILLA,atencion odontologica,aplicacion de fluor,2015-10-01,2,3,0,0,0,0,4,4,3,0,0,0,0,0,9,7,16
PAILON,atencion odontologica,aplicacion de fluor,2015-10-01,4,6,121,120,128,102,0,0,0,0,0,0,0,0,253,228,481
PALCA,atencion odontologica,aplicacion de fluor,2015-10-01,8,14,2,0,0,0,0,1,0,0,0,0,0,0,10,15,25
PALOS BLANCOS,atencion odontologica,aplicacion de fluor,2015-10-01,7,4,14,8,1,6,1,0,0,0,0,0,0,0,23,18,41
PAMPA GRANDE,atencion odontologica,aplicacion de fluor,2015-10-01,18,18,0,0,0,2,1,10,0,0,0,0,0,0,19,30,49
PAPEL PAMPA,atencion odontologica,aplicacion de fluor,2015-10-01,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,5,5
PASORAPA,atencion odontologica,aplicacion de fluor,2015-10-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
PATACAMAYA,atencion odontologica,aplicacion de fluor,2015-10-01,25,14,0,0,0,0,0,1,0,0,0,0,0,0,25,15,40
PAZÑA,atencion odontologica,aplicacion de fluor,2015-10-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
PELECHUCO,atencion odontologica,aplicacion de fluor,2015-10-01,5,2,0,0,0,0,0,0,0,0,0,0,0,0,5,2,7
POCOATA,atencion odontologica,aplicacion de fluor,2015-10-01,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
POCONA,atencion odontologica,aplicacion de fluor,2015-10-01,1,1,37,24,2,5,0,0,0,0,0,0,0,0,40,30,70
POJO (CBBA),atencion odontologica,aplicacion de fluor,2015-10-01,14,16,3,0,0,0,0,0,0,0,0,0,0,0,17,16,33
POOPO,atencion odontologica,aplicacion de fluor,2015-10-01,1,1,0,1,0,2,31,2,1,0,0,0,0,0,33,6,39
PORCO,atencion odontologica,aplicacion de fluor,2015-10-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
POROMA,atencion odontologica,aplicacion de fluor,2015-10-01,4,6,13,16,0,0,0,0,0,0,0,0,0,0,17,22,39
PORONGO,atencion odontologica,aplicacion de fluor,2015-10-01,10,13,8,2,0,0,0,0,0,0,0,0,0,0,18,15,33
PORTACHUELO,atencion odontologica,aplicacion de fluor,2015-10-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
PORVENIR,atencion odontologica,aplicacion de fluor,2015-10-01,21,15,2,2,0,0,1,0,0,0,0,0,0,0,24,17,41
POSTRER VALLE,atencion odontologica,aplicacion de fluor,2015-10-01,7,5,0,0,0,0,0,0,0,0,0,0,0,0,7,5,12
POTOSI,atencion odontologica,aplicacion de fluor,2015-10-01,26,44,21,7,4,7,8,19,4,2,0,0,0,0,63,79,142
PRESTO,atencion odontologica,aplicacion de fluor,2015-10-01,15,10,0,0,0,0,0,1,0,0,0,0,0,0,15,11,26
PUCARA,atencion odontologica,aplicacion de fluor,2015-10-01,5,5,3,5,0,0,0,0,0,0,0,0,0,0,8,10,18
PUCARANI,atencion odontologica,aplicacion de fluor,2015-10-01,15,6,10,10,0,0,0,2,0,1,0,0,0,0,25,19,44
PUERTO ACOSTA,atencion odontologica,aplicacion de fluor,2015-10-01,8,2,1,0,0,0,0,0,0,0,0,0,0,0,9,2,11
PUERTO CARABUCO,atencion odontologica,aplicacion de fluor,2015-10-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
PUERTO GONZALO MORENO,atencion odontologica,aplicacion de fluor,2015-10-01,20,17,48,41,9,13,5,11,1,1,0,0,0,0,83,83,166
PUERTO PEREZ,atencion odontologica,aplicacion de fluor,2015-10-01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
PUERTO QUIJARRO,atencion odontologica,aplicacion de fluor,2015-10-01,36,40,0,0,0,0,0,0,0,0,0,0,0,0,36,40,76
PUERTO RICO,atencion odontologica,aplicacion de fluor,2015-10-01,14,21,13,21,0,0,0,0,0,0,0,0,0,0,27,42,69
PUERTO VILLARROEL,atencion odontologica,aplicacion de fluor,2015-10-01,23,19,0,0,0,6,0,8,6,6,0,0,0,0,29,39,68
PUNA,atencion odontologica,aplicacion de fluor,2015-10-01,6,8,0,0,0,0,0,0,0,0,0,0,0,0,6,8,14
PUNATA,atencion odontologica,aplicacion de fluor,2015-10-01,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,4,4
QUIABAYA,atencion odontologica,aplicacion de fluor,2015-10-01,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
QUILLACOLLO,atencion odontologica,aplicacion de fluor,2015-10-01,58,58,36,42,35,32,23,62,12,5,0,0,0,0,164,199,363
QUIME,atencion odontologica,aplicacion de fluor,2015-10-01,11,15,1,1,0,0,3,0,0,0,0,0,0,0,15,16,31
QUIRUSILLAS,atencion odontologica,aplicacion de fluor,2015-10-01,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2
RAVELO,atencion odontologica,aplicacion de fluor,2015-10-01,6,2,0,0,0,0,0,1,1,0,0,0,0,0,7,3,10
REYES,atencion odontologica,aplicacion de fluor,2015-10-01,1,0,2,9,1,1,0,0,0,0,0,0,0,0,4,10,14
RIBERALTA,atencion odontologica,aplicacion de fluor,2015-10-01,130,151,53,53,15,34,32,37,0,0,0,0,0,0,230,275,505
ROBORE,atencion odontologica,aplicacion de fluor,2015-10-01,7,7,0,0,0,0,0,0,0,0,0,0,0,0,7,7,14
RURRENABAQUE,atencion odontologica,aplicacion de fluor,2015-10-01,10,9,12,9,7,10,4,6,2,1,0,0,0,0,35,35,70
SABAYA,atencion odontologica,aplicacion de fluor,2015-10-01,0,2,8,11,14,12,1,0,0,0,0,0,0,0,23,25,48
SACABA,atencion odontologica,aplicacion de fluor,2015-10-01,12,20,18,33,6,12,12,15,7,3,0,0,0,0,55,83,138
SACACA,atencion odontologica,aplicacion de fluor,2015-10-01,14,30,0,0,0,0,0,20,0,0,0,0,0,0,14,50,64
SAIPINA,atencion odontologica,aplicacion de fluor,2015-10-01,136,158,513,493,0,0,0,0,0,0,0,0,0,0,649,651,1300
SALINAS DE GARCI MENDOZA,atencion odontologica,aplicacion de fluor,2015-10-01,12,12,15,20,0,1,0,9,0,2,0,0,0,0,27,44,71
SAMAIPATA,atencion odontologica,aplicacion de fluor,2015-10-01,3,3,2,0,0,0,0,2,0,0,0,0,0,0,5,5,10
SAN ANDRES,atencion odontologica,aplicacion de fluor,2015-10-01,5,3,2,1,0,1,0,1,0,0,0,0,0,0,7,6,13
SAN ANDRES DE MACHACA,atencion odontologica,aplicacion de fluor,2015-10-01,1,1,11,12,1,0,0,0,0,0,0,0,0,0,13,13,26
SAN ANTONIO DE LOMERIO,atencion odontologica,aplicacion de fluor,2015-10-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
SAN BORJA,atencion odontologica,aplicacion de fluor,2015-10-01,28,26,1,0,0,5,0,4,0,0,0,0,0,0,29,35,64
SAN BUENA VENTURA,atencion odontologica,aplicacion de fluor,2015-10-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
SAN CARLOS,atencion odontologica,aplicacion de fluor,2015-10-01,17,11,0,1,0,0,0,0,0,0,0,0,0,0,17,12,29
SAN IGNACIO,atencion odontologica,aplicacion de fluor,2015-10-01,7,8,98,88,12,25,12,25,0,0,0,0,0,0,129,146,275
SAN IGNACIO DE VELASCO,atencion odontologica,aplicacion de fluor,2015-10-01,35,30,72,89,1,0,0,0,1,0,0,0,0,0,109,119,228
SAN JAVIER(STC),atencion odontologica,aplicacion de fluor,2015-10-01,4,3,0,0,0,0,1,0,1,0,0,0,0,0,6,3,9
SAN JOAQUIN,atencion odontologica,aplicacion de fluor,2015-10-01,0,0,0,0,0,0,3,6,0,7,0,0,0,0,3,13,16
SAN JOSE DE CHIQUITOS,atencion odontologica,aplicacion de fluor,2015-10-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SAN JUAN DE YAPACANI,atencion odontologica,aplicacion de fluor,2015-10-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
SAN JULIAN,atencion odontologica,aplicacion de fluor,2015-10-01,9,11,11,8,0,0,0,1,0,0,0,0,0,0,20,20,40
SAN LORENZO(TJA),atencion odontologica,aplicacion de fluor,2015-10-01,0,3,5,7,0,0,1,2,0,0,0,0,0,0,6,12,18
SAN LUCAS,atencion odontologica,aplicacion de fluor,2015-10-01,12,9,0,2,1,0,0,1,0,0,0,0,0,0,13,12,25
SAN PEDRO DE BUENA VISTA,atencion odontologica,aplicacion de fluor,2015-10-01,6,8,0,0,0,1,0,1,0,0,0,0,0,0,6,10,16
SAN PEDRO DE CURAHUARA,atencion odontologica,aplicacion de fluor,2015-10-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
SAN PEDRO DE TIQUINA,atencion odontologica,aplicacion de fluor,2015-10-01,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,3,4
SAN RAFAEL,atencion odontologica,aplicacion de fluor,2015-10-01,18,9,1,1,0,2,0,2,0,0,0,0,0,0,19,14,33
SAN RAMON SCZ,atencion odontologica,aplicacion de fluor,2015-10-01,36,48,63,95,0,0,0,0,0,0,0,0,0,0,99,143,242
SANTA ANA,atencion odontologica,aplicacion de fluor,2015-10-01,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
SANTA CRUZ DE LA SIERRA,atencion odontologica,aplicacion de fluor,2015-10-01,1418,1491,148,154,70,146,83,484,85,68,0,0,0,0,1804,2343,4147
SANTA ROSA,atencion odontologica,aplicacion de fluor,2015-10-01,5,16,6,5,1,2,0,0,0,0,0,0,0,0,12,23,35
SANTA ROSA DEL SARA,atencion odontologica,aplicacion de fluor,2015-10-01,5,2,0,0,0,1,0,0,0,0,0,0,0,0,5,3,8
SANTIAGO DE HUARI,atencion odontologica,aplicacion de fluor,2015-10-01,3,1,9,14,1,0,0,3,0,0,0,0,0,0,13,18,31
SANTIAGO DE HUATA,atencion odontologica,aplicacion de fluor,2015-10-01,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
SANTIAGO DE MACHACA,atencion odontologica,aplicacion de fluor,2015-10-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SANTUARIO DE QUILLACAS,atencion odontologica,aplicacion de fluor,2015-10-01,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,3
SAPAHAQUI,atencion odontologica,aplicacion de fluor,2015-10-01,2,4,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
SENA,atencion odontologica,aplicacion de fluor,2015-10-01,43,51,65,77,0,5,0,21,0,0,0,0,0,0,108,154,262
SICA SICA (VILLA AROMA),atencion odontologica,aplicacion de fluor,2015-10-01,2,7,10,24,0,1,0,0,0,0,0,0,0,0,12,32,44
SIPE SIPE,atencion odontologica,aplicacion de fluor,2015-10-01,7,3,0,0,0,0,0,0,0,0,0,0,0,0,7,3,10
SOPACHUY,atencion odontologica,aplicacion de fluor,2015-10-01,3,4,61,110,4,4,0,0,0,0,0,0,0,0,68,118,186
SORACACHI,atencion odontologica,aplicacion de fluor,2015-10-01,2,2,19,18,1,0,0,0,0,0,0,0,0,0,22,20,42
SORATA,atencion odontologica,aplicacion de fluor,2015-10-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
SUCRE,atencion odontologica,aplicacion de fluor,2015-10-01,152,165,90,109,29,42,77,165,0,6,0,0,0,0,348,487,835
TACACHI,atencion odontologica,aplicacion de fluor,2015-10-01,1,3,0,1,0,0,0,0,0,0,0,0,0,0,1,4,5
TAPACARI,atencion odontologica,aplicacion de fluor,2015-10-01,3,13,0,0,0,0,0,3,1,2,0,0,0,0,4,18,22
TARABUCO,atencion odontologica,aplicacion de fluor,2015-10-01,16,11,1,0,0,0,0,3,0,0,0,0,0,0,17,14,31
TARACO,atencion odontologica,aplicacion de fluor,2015-10-01,5,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1,6
TARIJA,atencion odontologica,aplicacion de fluor,2015-10-01,14,18,48,52,9,12,15,23,2,0,0,0,0,0,88,105,193
TARVITA,atencion odontologica,aplicacion de fluor,2015-10-01,15,15,0,0,0,0,0,0,0,0,0,0,0,0,15,15,30
TEOPONTE,atencion odontologica,aplicacion de fluor,2015-10-01,13,9,18,6,1,6,0,0,0,0,0,0,0,0,32,21,53
TIAWANACU,atencion odontologica,aplicacion de fluor,2015-10-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
TINGUIPAYA,atencion odontologica,aplicacion de fluor,2015-10-01,28,20,0,0,0,2,0,2,0,0,0,0,0,0,28,24,52
TIPUANI,atencion odontologica,aplicacion de fluor,2015-10-01,4,4,0,2,0,0,0,0,0,0,0,0,0,0,4,6,10
TIQUIPAYA,atencion odontologica,aplicacion de fluor,2015-10-01,51,71,15,27,0,9,0,6,1,4,0,0,0,0,67,117,184
TIRAQUE (CBBA),atencion odontologica,aplicacion de fluor,2015-10-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
TOCO,atencion odontologica,aplicacion de fluor,2015-10-01,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2
TOLATA,atencion odontologica,aplicacion de fluor,2015-10-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
TOLEDO,atencion odontologica,aplicacion de fluor,2015-10-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
TOMAVE,atencion odontologica,aplicacion de fluor,2015-10-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
TOMINA,atencion odontologica,aplicacion de fluor,2015-10-01,0,3,0,1,1,0,0,0,0,0,0,0,0,0,1,4,5
TORO TORO,atencion odontologica,aplicacion de fluor,2015-10-01,3,2,0,3,0,0,0,4,0,0,0,0,0,0,3,9,12
TOTORA(CBBA),atencion odontologica,aplicacion de fluor,2015-10-01,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,3,4
TOTORA(ORR),atencion odontologica,aplicacion de fluor,2015-10-01,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,4,4
TRIGAL,atencion odontologica,aplicacion de fluor,2015-10-01,6,8,8,9,0,0,0,1,0,0,0,0,0,0,14,18,32
TRINIDAD,atencion odontologica,aplicacion de fluor,2015-10-01,11,11,29,25,1,9,3,36,0,0,0,0,0,0,44,81,125
TUPIZA,atencion odontologica,aplicacion de fluor,2015-10-01,7,11,9,7,2,3,4,14,1,0,0,0,0,0,23,35,58
TURCO,atencion odontologica,aplicacion de fluor,2015-10-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
UMALA,atencion odontologica,aplicacion de fluor,2015-10-01,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,3
UNCIA,atencion odontologica,aplicacion de fluor,2015-10-01,1,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,3
URIONDO (A. CONCEPCION),atencion odontologica,aplicacion de fluor,2015-10-01,0,1,1,1,0,3,0,1,0,0,0,0,0,0,1,6,7
URUBICHA,atencion odontologica,aplicacion de fluor,2015-10-01,4,6,0,1,0,0,0,0,0,0,0,0,0,0,4,7,11
UYUNI,atencion odontologica,aplicacion de fluor,2015-10-01,4,2,0,0,0,0,0,1,1,0,0,0,0,0,5,3,8
VACAS,atencion odontologica,aplicacion de fluor,2015-10-01,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,3
VALLEGRANDE,atencion odontologica,aplicacion de fluor,2015-10-01,51,34,3,2,2,0,2,1,0,6,0,0,0,0,58,43,101
VIACHA,atencion odontologica,aplicacion de fluor,2015-10-01,54,52,6,4,0,0,0,2,3,3,0,0,0,0,63,61,124
VILA VILA,atencion odontologica,aplicacion de fluor,2015-10-01,6,11,0,0,0,1,0,0,0,0,0,0,0,0,6,12,18
VILLA CHARCAS,atencion odontologica,aplicacion de fluor,2015-10-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
VILLA MONTES,atencion odontologica,aplicacion de fluor,2015-10-01,15,19,23,14,2,2,0,0,0,0,0,0,0,0,40,35,75
VILLA NUEVA (LOMA ALTA),atencion odontologica,aplicacion de fluor,2015-10-01,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
VILLA RIVERO,atencion odontologica,aplicacion de fluor,2015-10-01,2,2,0,0,0,0,0,2,0,0,0,0,0,0,2,4,6
VILLA SERRANO,atencion odontologica,aplicacion de fluor,2015-10-01,2,0,0,0,0,0,0,1,0,1,0,0,0,0,2,2,4
VILLA TUNARI,atencion odontologica,aplicacion de fluor,2015-10-01,5,12,0,0,0,0,0,5,0,0,0,0,0,0,5,17,22
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,aplicacion de fluor,2015-10-01,2,2,0,0,0,0,1,0,0,0,0,0,0,0,3,2,5
VILLAZON,atencion odontologica,aplicacion de fluor,2015-10-01,10,16,0,1,0,0,0,5,0,1,0,0,0,0,10,23,33
VINTO,atencion odontologica,aplicacion de fluor,2015-10-01,12,1,0,0,0,1,0,1,0,0,0,0,0,0,12,3,15
WALDO BALLIVIAN,atencion odontologica,aplicacion de fluor,2015-10-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
WARNES,atencion odontologica,aplicacion de fluor,2015-10-01,14,14,6,3,2,0,7,4,1,1,0,0,0,0,30,22,52
YACUIBA,atencion odontologica,aplicacion de fluor,2015-10-01,2,1,4,2,2,5,2,4,0,0,0,0,0,0,10,12,22
YAMPARAEZ,atencion odontologica,aplicacion de fluor,2015-10-01,9,2,0,0,0,0,0,1,0,0,0,0,0,0,9,3,12
YANACACHI,atencion odontologica,aplicacion de fluor,2015-10-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
YAPACANI,atencion odontologica,aplicacion de fluor,2015-10-01,92,99,1,7,0,6,0,10,1,2,0,0,0,0,94,124,218
YOCALLA,atencion odontologica,aplicacion de fluor,2015-10-01,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
YOTALA,atencion odontologica,aplicacion de fluor,2015-10-01,8,8,0,0,0,0,0,0,0,0,0,0,0,0,8,8,16
ACACIO,atencion odontologica,aplicacion de fluor,2015-11-01,7,0,0,1,0,1,0,2,0,0,0,0,0,0,7,4,11
ACHACACHI,atencion odontologica,aplicacion de fluor,2015-11-01,17,18,26,14,0,0,0,0,0,0,0,0,0,0,43,32,75
ACHOCALLA,atencion odontologica,aplicacion de fluor,2015-11-01,16,9,0,0,0,0,0,0,0,0,0,0,0,0,16,9,25
AIQUILE,atencion odontologica,aplicacion de fluor,2015-11-01,5,4,9,10,2,1,3,1,0,0,0,0,0,0,19,16,35
ALCALA,atencion odontologica,aplicacion de fluor,2015-11-01,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,3
ALTO BENI,atencion odontologica,aplicacion de fluor,2015-11-01,16,11,1,1,0,0,0,1,0,1,0,0,0,0,17,14,31
ANCORAIMES,atencion odontologica,aplicacion de fluor,2015-11-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
ANDAMARCA,atencion odontologica,aplicacion de fluor,2015-11-01,2,3,2,1,0,2,0,0,0,0,0,0,0,0,4,6,10
APOLO,atencion odontologica,aplicacion de fluor,2015-11-01,4,2,1,8,0,0,0,1,0,0,0,0,0,0,5,11,16
ARAMPAMPA,atencion odontologica,aplicacion de fluor,2015-11-01,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
ARANI,atencion odontologica,aplicacion de fluor,2015-11-01,2,0,1,0,0,2,1,0,0,0,0,0,0,0,4,2,6
ARBIETO,atencion odontologica,aplicacion de fluor,2015-11-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ARQUE,atencion odontologica,aplicacion de fluor,2015-11-01,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3
ASCENCION DE GUARAYOS,atencion odontologica,aplicacion de fluor,2015-11-01,14,3,1,2,0,2,0,0,0,0,0,0,0,0,15,7,22
ATOCHA,atencion odontologica,aplicacion de fluor,2015-11-01,3,0,6,5,0,0,0,0,0,0,0,0,0,0,9,5,14
AUCAPATA,atencion odontologica,aplicacion de fluor,2015-11-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
AYATA,atencion odontologica,aplicacion de fluor,2015-11-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,aplicacion de fluor,2015-11-01,6,29,0,0,0,1,2,1,0,1,0,0,0,0,8,32,40
BATALLAS,atencion odontologica,aplicacion de fluor,2015-11-01,8,5,0,0,0,0,0,0,0,0,0,0,0,0,8,5,13
BELEN DE ANDAMARCA,atencion odontologica,aplicacion de fluor,2015-11-01,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
BELEN DE URMIRI,atencion odontologica,aplicacion de fluor,2015-11-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
BELLA FLOR,atencion odontologica,aplicacion de fluor,2015-11-01,0,0,22,15,0,0,0,0,0,0,0,0,0,0,22,15,37
BERMEJO,atencion odontologica,aplicacion de fluor,2015-11-01,5,0,0,2,1,1,1,0,0,0,0,0,0,0,7,3,10
BETANZOS,atencion odontologica,aplicacion de fluor,2015-11-01,10,14,1,0,0,0,0,1,0,0,0,0,0,0,11,15,26
BOLIVAR,atencion odontologica,aplicacion de fluor,2015-11-01,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2
BOYUIBE,atencion odontologica,aplicacion de fluor,2015-11-01,0,0,0,0,0,0,2,4,1,1,0,0,0,0,3,5,8
BUENA VISTA,atencion odontologica,aplicacion de fluor,2015-11-01,18,22,0,0,0,1,0,1,0,0,0,0,0,0,18,24,42
CABEZAS,atencion odontologica,aplicacion de fluor,2015-11-01,30,44,578,595,0,0,0,3,0,0,0,0,0,0,608,642,1250
CAIROMA,atencion odontologica,aplicacion de fluor,2015-11-01,3,3,0,3,0,0,0,0,0,0,0,0,0,0,3,6,9
"CAIZA ""D""",atencion odontologica,aplicacion de fluor,2015-11-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CAJUATA,atencion odontologica,aplicacion de fluor,2015-11-01,2,5,0,0,0,1,0,0,0,0,0,0,0,0,2,6,8
CALAMARCA,atencion odontologica,aplicacion de fluor,2015-11-01,4,2,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
CAMARGO,atencion odontologica,aplicacion de fluor,2015-11-01,4,7,0,0,1,0,0,0,0,0,0,0,0,0,5,7,12
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,aplicacion de fluor,2015-11-01,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2
CAMIRI,atencion odontologica,aplicacion de fluor,2015-11-01,40,39,321,261,1,3,2,3,0,0,0,0,0,0,364,306,670
CAPINOTA,atencion odontologica,aplicacion de fluor,2015-11-01,2,8,0,1,0,0,3,6,1,1,0,0,0,0,6,16,22
CAQUIAVIRI,atencion odontologica,aplicacion de fluor,2015-11-01,1,0,0,1,0,0,1,0,0,0,0,0,0,0,2,1,3
CARACOLLO,atencion odontologica,aplicacion de fluor,2015-11-01,4,4,5,5,0,0,0,0,1,1,0,0,0,0,10,10,20
CARANAVI,atencion odontologica,aplicacion de fluor,2015-11-01,19,28,10,12,2,1,1,1,0,0,0,0,0,0,32,42,74
CARAPARI,atencion odontologica,aplicacion de fluor,2015-11-01,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,0,7
CARMEN RIVERO TORREZ,atencion odontologica,aplicacion de fluor,2015-11-01,6,10,35,40,0,0,0,0,0,0,0,0,0,0,41,50,91
CHALLAPATA,atencion odontologica,aplicacion de fluor,2015-11-01,8,11,76,78,0,3,3,5,0,0,0,0,0,0,87,97,184
CHAQUI,atencion odontologica,aplicacion de fluor,2015-11-01,3,5,35,36,2,0,0,0,0,0,0,0,0,0,40,41,81
CHARAGUA,atencion odontologica,aplicacion de fluor,2015-11-01,14,23,0,3,0,0,0,1,0,0,0,0,0,0,14,27,41
CHARAÑA,atencion odontologica,aplicacion de fluor,2015-11-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
CHAYANTA,atencion odontologica,aplicacion de fluor,2015-11-01,4,1,0,0,0,0,0,1,0,0,0,0,0,0,4,2,6
CHIMORE,atencion odontologica,aplicacion de fluor,2015-11-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CHIPAYA,atencion odontologica,aplicacion de fluor,2015-11-01,0,0,0,0,72,52,0,0,0,0,0,0,0,0,72,52,124
CHOQUE COTA,atencion odontologica,aplicacion de fluor,2015-11-01,0,0,24,21,35,34,2,1,0,0,0,0,0,0,61,56,117
CHUA COCANI,atencion odontologica,aplicacion de fluor,2015-11-01,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
