,group,variable,month,RESTAURACIONES MENORES DE 5 AÑOS,RESTAURACIONES MENORES DE 5 AÑOS,RESTAURACIONES 5 A 13 AÑOS,RESTAURACIONES 5 A 13 AÑOS,RESTAURACIONES 14 A 19 AÑOS,RESTAURACIONES 14 A 19 AÑOS,RESTAURACIONES 20 A 59 AÑOS,RESTAURACIONES 20 A 59 AÑOS,RESTAURACIONES 60 AÑOS Y MAS,RESTAURACIONES 60 AÑOS Y MAS,RESTAURACIONES EMB,RESTAURACIONES EMB,RESTAURACIONES POST,RESTAURACIONES POST,TOTALES,TOTALES,TOTALES
SICA SICA (VILLA AROMA),atencion odontologica,restauraciones,2015-10-01,19,16,0,1,0,1,1,7,15,9,0,0,0,0,35,34,69
SICAYA,atencion odontologica,restauraciones,2015-10-01,2,0,2,1,0,0,2,5,0,0,0,0,0,0,6,6,12
SIPE SIPE,atencion odontologica,restauraciones,2015-10-01,101,135,9,6,17,19,7,96,7,13,0,0,0,0,141,269,410
SOPACHUY,atencion odontologica,restauraciones,2015-10-01,8,2,7,24,21,35,4,39,0,0,0,0,0,0,40,100,140
SORACACHI,atencion odontologica,restauraciones,2015-10-01,12,23,101,117,7,28,4,32,3,2,0,0,0,0,127,202,329
SORATA,atencion odontologica,restauraciones,2015-10-01,18,32,0,2,0,3,1,37,2,12,0,0,0,0,21,86,107
SUCRE,atencion odontologica,restauraciones,2015-10-01,520,619,685,851,392,810,1137,2260,128,91,0,0,0,0,2862,4631,7493
TACACOMA,atencion odontologica,restauraciones,2015-10-01,8,4,1,9,4,5,20,35,1,1,0,0,0,0,34,54,88
TACOBAMBA,atencion odontologica,restauraciones,2015-10-01,2,0,0,1,2,0,0,5,0,0,0,0,0,0,4,6,10
TACOPAYA,atencion odontologica,restauraciones,2015-10-01,4,7,0,2,4,8,6,28,13,16,0,0,0,0,27,61,88
TAHUA,atencion odontologica,restauraciones,2015-10-01,0,1,1,1,0,1,0,4,0,0,0,0,0,0,1,7,8
TAPACARI,atencion odontologica,restauraciones,2015-10-01,27,46,1,4,2,18,7,56,4,11,0,0,0,0,41,135,176
TARABUCO,atencion odontologica,restauraciones,2015-10-01,18,18,1,0,2,1,1,19,11,3,0,0,0,0,33,41,74
TARACO,atencion odontologica,restauraciones,2015-10-01,7,0,2,2,1,9,1,6,12,13,0,0,0,0,23,30,53
TARATA,atencion odontologica,restauraciones,2015-10-01,8,24,2,6,4,9,6,38,5,18,0,0,0,0,25,95,120
TARIJA,atencion odontologica,restauraciones,2015-10-01,161,146,377,492,228,356,714,1288,61,20,0,0,0,0,1541,2302,3843
TARVITA,atencion odontologica,restauraciones,2015-10-01,8,19,1,4,7,9,6,16,0,0,0,0,0,0,22,48,70
TEOPONTE,atencion odontologica,restauraciones,2015-10-01,14,18,2,8,6,4,3,11,0,0,0,0,0,0,25,41,66
TIAWANACU,atencion odontologica,restauraciones,2015-10-01,1,3,0,3,3,6,1,6,0,0,0,0,0,0,5,18,23
TINGUIPAYA,atencion odontologica,restauraciones,2015-10-01,2,9,0,0,0,4,0,16,1,0,0,0,0,0,3,29,32
TIPUANI,atencion odontologica,restauraciones,2015-10-01,21,15,12,8,0,4,2,20,7,0,0,0,0,0,42,47,89
TIQUIPAYA,atencion odontologica,restauraciones,2015-10-01,320,283,105,156,9,108,4,230,5,10,0,0,0,0,443,787,1230
TIRAQUE (CBBA),atencion odontologica,restauraciones,2015-10-01,8,12,1,2,2,7,1,12,0,2,0,0,0,0,12,35,47
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,restauraciones,2015-10-01,0,3,0,0,1,0,15,2,0,0,0,0,0,0,16,5,21
TOCO,atencion odontologica,restauraciones,2015-10-01,12,15,0,2,1,8,2,25,2,3,0,0,0,0,17,53,70
TODOS SANTOS,atencion odontologica,restauraciones,2015-10-01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
TOLATA,atencion odontologica,restauraciones,2015-10-01,5,5,4,3,0,0,1,10,2,6,0,0,0,0,12,24,36
TOLEDO,atencion odontologica,restauraciones,2015-10-01,1,4,12,20,17,18,1,17,0,1,0,0,0,0,31,60,91
TOMAVE,atencion odontologica,restauraciones,2015-10-01,0,6,0,2,0,5,2,3,1,0,0,0,0,0,3,16,19
TOMINA,atencion odontologica,restauraciones,2015-10-01,9,11,13,40,9,25,20,45,0,0,0,0,0,0,51,121,172
TORO TORO,atencion odontologica,restauraciones,2015-10-01,4,4,2,3,5,9,13,58,1,0,0,0,0,0,25,74,99
TOTORA(CBBA),atencion odontologica,restauraciones,2015-10-01,15,8,8,13,4,7,3,41,0,0,0,0,0,0,30,69,99
TOTORA(ORR),atencion odontologica,restauraciones,2015-10-01,30,5,16,10,3,4,1,30,1,0,0,0,0,0,51,49,100
TRIGAL,atencion odontologica,restauraciones,2015-10-01,8,7,6,5,0,2,2,20,0,0,0,0,0,0,16,34,50
TRINIDAD,atencion odontologica,restauraciones,2015-10-01,40,55,90,143,51,104,271,334,35,18,0,0,0,0,487,654,1141
TUPIZA,atencion odontologica,restauraciones,2015-10-01,12,14,21,26,17,47,48,104,11,6,0,0,0,0,109,197,306
TURCO,atencion odontologica,restauraciones,2015-10-01,2,10,13,1,0,1,2,15,7,0,0,0,0,0,24,27,51
UMALA,atencion odontologica,restauraciones,2015-10-01,5,6,1,0,0,1,2,13,0,3,0,0,0,0,8,23,31
UNCIA,atencion odontologica,restauraciones,2015-10-01,16,19,11,5,8,15,15,30,8,4,0,0,0,0,58,73,131
URIONDO (A. CONCEPCION),atencion odontologica,restauraciones,2015-10-01,11,6,44,54,52,78,71,192,3,8,0,0,0,0,181,338,519
URUBICHA,atencion odontologica,restauraciones,2015-10-01,1,6,0,0,0,1,0,10,2,0,0,0,0,0,3,17,20
UYUNI,atencion odontologica,restauraciones,2015-10-01,6,13,4,4,2,8,9,23,3,4,0,0,0,0,24,52,76
VACAS,atencion odontologica,restauraciones,2015-10-01,3,14,2,9,1,6,6,39,0,0,0,0,0,0,12,68,80
VALLEGRANDE,atencion odontologica,restauraciones,2015-10-01,12,22,12,15,10,26,27,51,6,6,0,0,0,0,67,120,187
VIACHA,atencion odontologica,restauraciones,2015-10-01,219,213,14,17,6,35,15,91,10,9,0,0,0,0,264,365,629
VILA VILA,atencion odontologica,restauraciones,2015-10-01,2,3,1,0,0,2,0,1,0,0,0,0,0,0,3,6,9
VILLA CHARCAS,atencion odontologica,restauraciones,2015-10-01,4,7,0,3,1,4,3,25,7,3,0,0,0,0,15,42,57
VILLA MONTES,atencion odontologica,restauraciones,2015-10-01,13,18,63,91,44,70,128,199,5,2,0,0,0,0,253,380,633
VILLA NUEVA (LOMA ALTA),atencion odontologica,restauraciones,2015-10-01,0,4,0,0,0,1,0,1,0,0,0,0,0,0,0,6,6
VILLA RIVERO,atencion odontologica,restauraciones,2015-10-01,23,15,1,2,3,12,6,24,0,0,0,0,0,0,33,53,86
VILLA SERRANO,atencion odontologica,restauraciones,2015-10-01,22,17,0,0,2,5,12,24,3,2,0,0,0,0,39,48,87
VILLA TUNARI,atencion odontologica,restauraciones,2015-10-01,74,119,21,13,4,55,51,220,8,8,0,0,0,0,158,415,573
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,restauraciones,2015-10-01,25,9,0,6,1,12,12,28,2,2,0,0,0,0,40,57,97
VILLAZON,atencion odontologica,restauraciones,2015-10-01,36,60,19,8,3,25,2,60,7,6,0,0,0,0,67,159,226
VINTO,atencion odontologica,restauraciones,2015-10-01,80,74,7,1,3,35,1,162,3,6,0,0,0,0,94,278,372
VITICHI,atencion odontologica,restauraciones,2015-10-01,7,7,2,10,1,7,4,20,1,3,0,0,0,0,15,47,62
WALDO BALLIVIAN,atencion odontologica,restauraciones,2015-10-01,1,1,2,0,0,2,1,5,0,0,0,0,0,0,4,8,12
WARNES,atencion odontologica,restauraciones,2015-10-01,50,60,8,5,15,22,86,23,2,4,0,0,0,0,161,114,275
YACO,atencion odontologica,restauraciones,2015-10-01,3,4,1,1,1,7,1,4,0,0,0,0,0,0,6,16,22
YACUIBA,atencion odontologica,restauraciones,2015-10-01,39,43,144,117,95,174,238,521,31,7,0,0,0,0,547,862,1409
YAMPARAEZ,atencion odontologica,restauraciones,2015-10-01,17,3,1,1,1,3,4,21,0,1,0,0,0,0,23,29,52
YANACACHI,atencion odontologica,restauraciones,2015-10-01,14,18,4,6,4,5,5,24,0,2,0,0,0,0,27,55,82
YAPACANI,atencion odontologica,restauraciones,2015-10-01,115,154,13,16,13,68,18,157,16,9,0,0,0,0,175,404,579
YOCALLA,atencion odontologica,restauraciones,2015-10-01,4,4,1,0,0,3,2,9,0,0,0,0,0,0,7,16,23
YOTALA,atencion odontologica,restauraciones,2015-10-01,8,23,2,2,1,15,8,54,0,3,0,0,0,0,19,97,116
YUNCHARA,atencion odontologica,restauraciones,2015-10-01,0,0,3,0,2,7,8,22,0,0,0,0,0,0,13,29,42
ZUDAÑEZ,atencion odontologica,restauraciones,2015-10-01,2,3,1,1,1,2,2,8,2,1,0,0,0,0,8,15,23
ACACIO,atencion odontologica,restauraciones,2015-11-01,4,1,0,0,2,1,1,4,3,0,0,0,0,0,10,6,16
ACHACACHI,atencion odontologica,restauraciones,2015-11-01,73,86,11,25,37,40,33,121,26,41,0,0,0,0,180,313,493
ACHOCALLA,atencion odontologica,restauraciones,2015-11-01,37,57,12,10,0,2,9,36,1,4,0,0,0,0,59,109,168
AIQUILE,atencion odontologica,restauraciones,2015-11-01,61,53,31,11,20,13,22,61,8,7,0,0,0,0,142,145,287
ALALAY,atencion odontologica,restauraciones,2015-11-01,2,0,0,4,3,0,3,4,0,2,0,0,0,0,8,10,18
ALCALA,atencion odontologica,restauraciones,2015-11-01,10,12,1,1,0,4,6,8,1,2,0,0,0,0,18,27,45
ALTO BENI,atencion odontologica,restauraciones,2015-11-01,20,24,5,6,2,5,6,21,1,2,0,0,0,0,34,58,92
ANCORAIMES,atencion odontologica,restauraciones,2015-11-01,2,4,1,0,0,2,0,0,0,1,0,0,0,0,3,7,10
ANDAMARCA,atencion odontologica,restauraciones,2015-11-01,8,12,29,59,2,0,2,19,3,0,0,0,0,0,44,90,134
ANTEQUERA,atencion odontologica,restauraciones,2015-11-01,2,3,2,4,0,1,1,8,0,1,0,0,0,0,5,17,22
ANZALDO,atencion odontologica,restauraciones,2015-11-01,3,2,16,25,13,9,8,8,2,1,0,0,0,0,42,45,87
APOLO,atencion odontologica,restauraciones,2015-11-01,12,15,0,5,0,5,8,19,0,0,0,0,0,0,20,44,64
ARAMPAMPA,atencion odontologica,restauraciones,2015-11-01,1,4,0,1,5,1,0,4,0,0,0,0,0,0,6,10,16
ARANI,atencion odontologica,restauraciones,2015-11-01,21,20,4,2,2,20,3,15,2,2,0,0,0,0,32,59,91
ARBIETO,atencion odontologica,restauraciones,2015-11-01,43,36,7,6,4,28,6,25,3,4,0,0,0,0,63,99,162
ARQUE,atencion odontologica,restauraciones,2015-11-01,16,28,4,7,6,11,6,25,0,5,0,0,0,0,32,76,108
ASCENCION DE GUARAYOS,atencion odontologica,restauraciones,2015-11-01,19,21,11,0,4,30,0,95,0,3,0,0,0,0,34,149,183
ATOCHA,atencion odontologica,restauraciones,2015-11-01,8,5,20,12,11,28,29,42,1,3,0,0,0,0,69,90,159
AUCAPATA,atencion odontologica,restauraciones,2015-11-01,1,0,6,4,2,7,0,12,1,0,0,0,0,0,10,23,33
AYATA,atencion odontologica,restauraciones,2015-11-01,1,2,0,0,2,3,1,9,0,0,0,0,0,0,4,14,18
AYO AYO,atencion odontologica,restauraciones,2015-11-01,1,0,0,1,0,0,0,1,1,0,0,0,0,0,2,2,4
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,restauraciones,2015-11-01,53,20,26,19,14,44,62,110,8,14,0,0,0,0,163,207,370
AZURDUY,atencion odontologica,restauraciones,2015-11-01,1,0,1,17,0,11,7,34,0,0,0,0,0,0,9,62,71
BATALLAS,atencion odontologica,restauraciones,2015-11-01,10,13,9,1,0,9,0,12,0,0,0,0,0,0,19,35,54
BAURES,atencion odontologica,restauraciones,2015-11-01,2,0,1,0,0,0,0,1,0,0,0,0,0,0,3,1,4
BELEN DE ANDAMARCA,atencion odontologica,restauraciones,2015-11-01,8,2,0,0,0,1,1,2,2,4,0,0,0,0,11,9,20
BELEN DE URMIRI,atencion odontologica,restauraciones,2015-11-01,2,0,1,0,0,0,2,1,0,0,0,0,0,0,5,1,6
BELLA FLOR,atencion odontologica,restauraciones,2015-11-01,0,0,1,0,0,0,0,4,0,0,0,0,0,0,1,4,5
BERMEJO,atencion odontologica,restauraciones,2015-11-01,7,21,66,45,71,122,201,305,17,23,0,0,0,0,362,516,878
BETANZOS,atencion odontologica,restauraciones,2015-11-01,17,9,7,13,12,12,15,39,7,6,0,0,0,0,58,79,137
BOLIVAR,atencion odontologica,restauraciones,2015-11-01,1,2,1,1,3,1,4,8,4,2,0,0,0,0,13,14,27
BOYUIBE,atencion odontologica,restauraciones,2015-11-01,0,0,2,3,0,0,0,0,0,0,0,0,0,0,2,3,5
BUENA VISTA,atencion odontologica,restauraciones,2015-11-01,49,31,4,0,5,26,7,43,10,9,0,0,0,0,75,109,184
CABEZAS,atencion odontologica,restauraciones,2015-11-01,9,13,2,5,5,8,7,22,3,2,0,0,0,0,26,50,76
CAIROMA,atencion odontologica,restauraciones,2015-11-01,5,3,2,8,1,3,33,24,0,0,0,0,0,0,41,38,79
"CAIZA ""D""",atencion odontologica,restauraciones,2015-11-01,12,4,6,1,5,9,6,47,3,0,0,0,0,0,32,61,93
CAJUATA,atencion odontologica,restauraciones,2015-11-01,17,31,2,4,1,9,8,10,0,0,0,0,0,0,28,54,82
CALACOTO,atencion odontologica,restauraciones,2015-11-01,1,5,5,5,1,1,5,13,2,2,0,0,0,0,14,26,40
CALAMARCA,atencion odontologica,restauraciones,2015-11-01,25,14,6,6,6,9,5,37,2,1,0,0,0,0,44,67,111
CAMARGO,atencion odontologica,restauraciones,2015-11-01,24,43,2,15,5,0,14,43,3,0,0,0,0,0,48,101,149
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,restauraciones,2015-11-01,0,0,0,0,0,2,1,10,0,0,0,0,0,0,1,12,13
CAMIRI,atencion odontologica,restauraciones,2015-11-01,24,13,10,11,4,31,47,143,10,16,0,0,0,0,95,214,309
CAPINOTA,atencion odontologica,restauraciones,2015-11-01,51,77,38,46,14,21,25,79,19,27,0,0,0,0,147,250,397
CAQUIAVIRI,atencion odontologica,restauraciones,2015-11-01,2,3,0,0,0,0,3,7,1,0,0,0,0,0,6,10,16
CARACOLLO,atencion odontologica,restauraciones,2015-11-01,16,24,10,13,7,8,3,77,23,5,0,0,0,0,59,127,186
CARANAVI,atencion odontologica,restauraciones,2015-11-01,41,40,16,17,22,25,23,56,9,4,0,0,0,0,111,142,253
CARANGAS,atencion odontologica,restauraciones,2015-11-01,0,0,3,4,2,0,1,0,1,0,0,0,0,0,7,4,11
CARAPARI,atencion odontologica,restauraciones,2015-11-01,7,4,14,36,27,45,54,106,0,1,0,0,0,0,102,192,294
CARIPUYO,atencion odontologica,restauraciones,2015-11-01,4,6,0,1,3,6,4,11,0,1,0,0,0,0,11,25,36
CARMEN RIVERO TORREZ,atencion odontologica,restauraciones,2015-11-01,7,10,0,0,0,0,1,20,1,1,0,0,0,0,9,31,40
CATACORA,atencion odontologica,restauraciones,2015-11-01,0,2,0,3,0,0,2,5,0,0,0,0,0,0,2,10,12
CHALLAPATA,atencion odontologica,restauraciones,2015-11-01,99,76,173,136,4,17,13,97,9,26,0,0,0,0,298,352,650
CHAQUI,atencion odontologica,restauraciones,2015-11-01,8,9,0,0,0,1,1,2,0,1,0,0,0,0,9,13,22
CHARAGUA,atencion odontologica,restauraciones,2015-11-01,5,6,1,10,5,12,9,23,6,0,0,0,0,0,26,51,77
CHARAÑA,atencion odontologica,restauraciones,2015-11-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
CHAYANTA,atencion odontologica,restauraciones,2015-11-01,14,14,10,9,2,5,13,32,4,4,0,0,0,0,43,64,107
CHIMORE,atencion odontologica,restauraciones,2015-11-01,27,34,12,11,6,20,19,33,5,2,0,0,0,0,69,100,169
CHIPAYA,atencion odontologica,restauraciones,2015-11-01,0,0,0,0,0,9,0,2,5,0,0,0,0,0,5,11,16
CHOQUE COTA,atencion odontologica,restauraciones,2015-11-01,1,0,0,1,0,0,0,8,0,0,0,0,0,0,1,9,10
CHUA COCANI,atencion odontologica,restauraciones,2015-11-01,1,0,0,0,1,1,3,5,0,0,0,0,0,0,5,6,11
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,restauraciones,2015-11-01,43,26,2,3,0,26,1,43,1,0,0,0,0,0,47,98,145
CHUMA,atencion odontologica,restauraciones,2015-11-01,10,34,7,17,13,33,29,54,11,17,0,0,0,0,70,155,225
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,restauraciones,2015-11-01,5,5,0,0,0,2,2,11,0,1,0,0,0,0,7,19,26
CKOCHAS,atencion odontologica,restauraciones,2015-11-01,1,4,0,0,1,2,3,9,0,0,0,0,0,0,5,15,20
CLIZA,atencion odontologica,restauraciones,2015-11-01,52,39,10,14,2,8,9,37,9,12,0,0,0,0,82,110,192
COBIJA,atencion odontologica,restauraciones,2015-11-01,87,80,15,29,77,68,80,158,14,9,0,0,0,0,273,344,617
COCAPATA,atencion odontologica,restauraciones,2015-11-01,33,26,0,0,0,6,0,27,0,9,0,0,0,0,33,68,101
COCHABAMBA,atencion odontologica,restauraciones,2015-11-01,941,946,628,711,396,735,1605,2803,393,311,0,0,0,0,3963,5506,9469
COIPASA,atencion odontologica,restauraciones,2015-11-01,1,3,2,3,4,4,7,10,7,2,0,0,0,0,21,22,43
COLCAPIRHUA,atencion odontologica,restauraciones,2015-11-01,317,307,3,2,0,32,10,104,20,14,0,0,0,0,350,459,809
"COLCHA ""K""",atencion odontologica,restauraciones,2015-11-01,36,15,0,0,1,7,1,12,1,3,0,0,0,0,39,37,76
COLLANA,atencion odontologica,restauraciones,2015-11-01,13,1,1,0,0,3,5,12,3,2,0,0,0,0,22,18,40
COLOMI,atencion odontologica,restauraciones,2015-11-01,16,22,3,0,0,6,0,13,0,2,0,0,0,0,19,43,62
COLPA BELGICA,atencion odontologica,restauraciones,2015-11-01,13,13,0,0,0,0,0,0,0,0,0,0,0,0,13,13,26
COLQUECHACA,atencion odontologica,restauraciones,2015-11-01,21,18,12,23,1,33,24,63,7,14,0,0,0,0,65,151,216
COLQUENCHA,atencion odontologica,restauraciones,2015-11-01,8,6,8,16,10,22,0,6,0,0,0,0,0,0,26,50,76
COLQUIRI,atencion odontologica,restauraciones,2015-11-01,28,35,10,43,1,7,29,65,6,7,0,0,0,0,74,157,231
COMANCHE,atencion odontologica,restauraciones,2015-11-01,5,0,0,0,10,2,0,0,1,0,0,0,0,0,16,2,18
COMARAPA,atencion odontologica,restauraciones,2015-11-01,15,24,3,13,3,11,22,77,2,4,0,0,0,0,45,129,174
COMBAYA,atencion odontologica,restauraciones,2015-11-01,4,0,0,0,0,1,0,5,5,6,0,0,0,0,9,12,21
CONCEPCION,atencion odontologica,restauraciones,2015-11-01,6,0,4,1,1,7,1,8,1,0,0,0,0,0,13,16,29
COPACABANA,atencion odontologica,restauraciones,2015-11-01,9,12,1,3,0,1,6,4,1,0,0,0,0,0,17,20,37
CORIPATA,atencion odontologica,restauraciones,2015-11-01,21,26,14,11,3,17,17,51,2,0,0,0,0,0,57,105,162
CORO CORO,atencion odontologica,restauraciones,2015-11-01,5,4,0,1,0,0,0,26,1,1,0,0,0,0,6,32,38
COROICO,atencion odontologica,restauraciones,2015-11-01,26,19,3,6,1,14,11,30,17,13,0,0,0,0,58,82,140
CORQUE,atencion odontologica,restauraciones,2015-11-01,11,14,0,2,2,2,2,22,6,3,0,0,0,0,21,43,64
COTAGAITA,atencion odontologica,restauraciones,2015-11-01,12,16,10,5,5,7,34,54,25,23,0,0,0,0,86,105,191
COTOCA,atencion odontologica,restauraciones,2015-11-01,13,29,2,3,0,5,0,114,0,3,0,0,0,0,15,154,169
CUATRO CAÑADAS,atencion odontologica,restauraciones,2015-11-01,19,27,7,10,4,15,5,73,14,6,0,0,0,0,49,131,180
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,restauraciones,2015-11-01,3,0,0,0,0,0,0,2,3,7,0,0,0,0,6,9,15
CUEVO,atencion odontologica,restauraciones,2015-11-01,2,0,7,6,0,5,7,9,1,0,0,0,0,0,17,20,37
CULPINA,atencion odontologica,restauraciones,2015-11-01,5,7,2,0,4,14,10,25,1,6,0,0,0,0,22,52,74
CURAHUARA DE CARANGAS,atencion odontologica,restauraciones,2015-11-01,2,2,0,0,0,3,5,13,0,3,0,0,0,0,7,21,28
CURVA,atencion odontologica,restauraciones,2015-11-01,2,9,1,0,0,0,7,3,2,1,0,0,0,0,12,13,25
DESAGUADERO,atencion odontologica,restauraciones,2015-11-01,5,6,1,1,0,0,2,26,1,1,0,0,0,0,9,34,43
EL ALTO,atencion odontologica,restauraciones,2015-11-01,1177,1249,1204,1261,491,726,527,1274,110,51,0,0,0,0,3509,4561,8070
EL CHORO,atencion odontologica,restauraciones,2015-11-01,15,20,3,0,0,3,1,9,0,5,0,0,0,0,19,37,56
EL PUENTE(STC),atencion odontologica,restauraciones,2015-11-01,1,3,2,7,1,0,2,15,2,0,0,0,0,0,8,25,33
EL PUENTE(TJA),atencion odontologica,restauraciones,2015-11-01,14,9,14,26,5,29,21,96,1,9,0,0,0,0,55,169,224
EL TORNO,atencion odontologica,restauraciones,2015-11-01,63,111,9,28,39,108,36,193,13,10,0,0,0,0,160,450,610
EL VILLAR,atencion odontologica,restauraciones,2015-11-01,13,1,10,2,7,4,12,14,2,0,0,0,0,0,44,21,65
ENTRE RIOS TRJ,atencion odontologica,restauraciones,2015-11-01,2,1,14,22,28,37,33,85,1,0,0,0,0,0,78,145,223
ENTRE RIOS CBBA,atencion odontologica,restauraciones,2015-11-01,39,61,4,2,0,4,4,86,2,1,0,0,0,0,49,154,203
ESCOMA,atencion odontologica,restauraciones,2015-11-01,4,18,7,1,0,2,0,8,2,1,0,0,0,0,13,30,43
ESMERALDA,atencion odontologica,restauraciones,2015-11-01,1,0,0,0,0,0,0,2,1,5,0,0,0,0,2,7,9
EUCALIPTUS,atencion odontologica,restauraciones,2015-11-01,2,21,10,6,0,0,7,19,0,0,0,0,0,0,19,46,65
FERNANDEZ ALONSO,atencion odontologica,restauraciones,2015-11-01,4,13,11,24,8,6,2,21,4,0,0,0,0,0,29,64,93
FILADELFIA,atencion odontologica,restauraciones,2015-11-01,0,5,2,0,0,3,3,1,0,1,0,0,0,0,5,10,15
GENERAL SAAVEDRA,atencion odontologica,restauraciones,2015-11-01,10,10,1,0,1,14,0,18,3,0,0,0,0,0,15,42,57
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,restauraciones,2015-11-01,0,4,2,1,1,6,3,12,1,6,0,0,0,0,7,29,36
GUANAY,atencion odontologica,restauraciones,2015-11-01,6,4,2,4,1,1,5,4,0,2,0,0,0,0,14,15,29
GUAQUI,atencion odontologica,restauraciones,2015-11-01,6,5,0,0,1,6,6,13,4,5,0,0,0,0,17,29,46
GUAYARAMERIN,atencion odontologica,restauraciones,2015-11-01,19,20,54,65,133,140,288,399,24,14,0,0,0,0,518,638,1156
GUTIERREZ,atencion odontologica,restauraciones,2015-11-01,3,5,1,1,5,6,4,17,0,0,0,0,0,0,13,29,42
HUACARETA,atencion odontologica,restauraciones,2015-11-01,2,5,0,1,2,3,1,22,0,0,0,0,0,0,5,31,36
HUACAYA (VILLA DE HUACAYA),atencion odontologica,restauraciones,2015-11-01,1,4,1,0,0,0,2,16,0,0,0,0,0,0,4,20,24
HUACHACALLA,atencion odontologica,restauraciones,2015-11-01,0,0,3,0,0,3,5,11,0,1,0,0,0,0,8,15,23
HUANUNI,atencion odontologica,restauraciones,2015-11-01,87,62,62,55,26,50,82,86,6,9,0,0,0,0,263,262,525
HUARACAJE,atencion odontologica,restauraciones,2015-11-01,4,0,0,0,2,1,6,0,0,0,0,0,0,0,12,1,13
HUARINA,atencion odontologica,restauraciones,2015-11-01,3,9,0,0,1,0,2,11,5,3,0,0,0,0,11,23,34
HUATAJATA,atencion odontologica,restauraciones,2015-11-01,0,4,1,0,0,1,2,18,0,1,0,0,0,0,3,24,27
HUAYLLAMARCA,atencion odontologica,restauraciones,2015-11-01,8,6,17,24,1,4,17,14,5,3,0,0,0,0,48,51,99
HUMANATA,atencion odontologica,restauraciones,2015-11-01,4,4,0,0,0,0,0,0,10,7,0,0,0,0,14,11,25
ICLA,atencion odontologica,restauraciones,2015-11-01,11,2,16,19,17,8,6,8,0,0,0,0,0,0,50,37,87
INCAHUASI,atencion odontologica,restauraciones,2015-11-01,10,6,4,4,1,6,5,23,0,1,0,0,0,0,20,40,60
INQUISIVI,atencion odontologica,restauraciones,2015-11-01,14,15,8,1,2,11,5,8,1,1,0,0,0,0,30,36,66
IRUPANA (VILLA DE LANZA),atencion odontologica,restauraciones,2015-11-01,51,50,13,9,0,8,13,61,8,4,0,0,0,0,85,132,217
IXIAMAS,atencion odontologica,restauraciones,2015-11-01,13,17,9,16,1,1,3,17,0,0,0,0,0,0,26,51,77
JESUS DE MACHACA,atencion odontologica,restauraciones,2015-11-01,3,8,3,6,0,4,1,17,5,3,0,0,0,0,12,38,50
LA ASUNTA,atencion odontologica,restauraciones,2015-11-01,32,21,13,14,6,7,24,52,0,0,0,0,0,0,75,94,169
LA GUARDIA,atencion odontologica,restauraciones,2015-11-01,45,50,2,1,0,5,0,34,2,2,0,0,0,0,49,92,141
LA PAZ,atencion odontologica,restauraciones,2015-11-01,1676,1706,732,772,300,544,1199,2683,309,321,0,0,0,0,4216,6026,10242
LAGUNILLAS,atencion odontologica,restauraciones,2015-11-01,1,0,23,21,12,22,14,71,0,0,0,0,0,0,50,114,164
LAJA,atencion odontologica,restauraciones,2015-11-01,19,13,1,2,2,9,4,33,1,0,0,0,0,0,27,57,84
LAS CARRERAS,atencion odontologica,restauraciones,2015-11-01,2,0,1,2,8,7,3,22,1,10,0,0,0,0,15,41,56
LICOMA PAMPA,atencion odontologica,restauraciones,2015-11-01,5,0,0,0,0,1,0,2,0,0,0,0,0,0,5,3,8
LLALLAGUA,atencion odontologica,restauraciones,2015-11-01,48,58,16,15,12,22,13,62,7,8,0,0,0,0,96,165,261
LLICA,atencion odontologica,restauraciones,2015-11-01,0,2,1,1,0,1,3,6,1,0,0,0,0,0,5,10,15
LURIBAY,atencion odontologica,restauraciones,2015-11-01,3,2,1,0,0,6,4,7,0,0,0,0,0,0,8,15,23
MACHACAMARCA,atencion odontologica,restauraciones,2015-11-01,6,7,2,3,3,4,7,48,16,11,0,0,0,0,34,73,107
MACHARETI,atencion odontologica,restauraciones,2015-11-01,18,4,3,3,2,3,7,19,7,6,0,0,0,0,37,35,72
MAGDALENA,atencion odontologica,restauraciones,2015-11-01,3,11,0,2,5,10,1,7,0,0,0,0,0,0,9,30,39
MAIRANA,atencion odontologica,restauraciones,2015-11-01,11,3,4,9,2,3,3,14,9,5,0,0,0,0,29,34,63
MALLA,atencion odontologica,restauraciones,2015-11-01,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4
MAPIRI,atencion odontologica,restauraciones,2015-11-01,15,12,7,6,0,7,4,37,3,0,0,0,0,0,29,62,91
MECAPACA,atencion odontologica,restauraciones,2015-11-01,50,23,3,9,7,12,3,36,1,3,0,0,0,0,64,83,147
MINEROS,atencion odontologica,restauraciones,2015-11-01,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3
