,group,variable,month,CONSULTA NUEVA MENORES DE 5 AÑOS,CONSULTA NUEVA MENORES DE 5 AÑOS,CONSULTA NUEVA 5 A 13 AÑOS,CONSULTA NUEVA 5 A 13 AÑOS,CONSULTA NUEVA 14 A 19 AÑOS,CONSULTA NUEVA 14 A 19 AÑOS,CONSULTA NUEVA 20 A 59 AÑOS,CONSULTA NUEVA 20 A 59 AÑOS,CONSULTA NUEVA 60 AÑOS Y MAS,CONSULTA NUEVA 60 AÑOS Y MAS,CONSULTA NUEVA EMB,CONSULTA NUEVA EMB,CONSULTA NUEVA POST,CONSULTA NUEVA POST,TOTALES,TOTALES,TOTALES
QUILLACOLLO,atencion odontologica,consulta nueva,2015-10-01,684,657,219,207,80,186,204,583,106,115,0,109,0,210,1293,2067,3360
QUIME,atencion odontologica,consulta nueva,2015-10-01,182,194,52,65,11,29,80,62,167,113,0,19,0,22,492,504,996
QUIRUSILLAS,atencion odontologica,consulta nueva,2015-10-01,11,6,3,2,2,0,12,9,1,1,0,1,0,1,29,20,49
RAVELO,atencion odontologica,consulta nueva,2015-10-01,67,66,4,5,12,11,11,52,29,54,0,17,0,7,123,212,335
REYES,atencion odontologica,consulta nueva,2015-10-01,2,2,7,11,0,4,6,22,4,3,0,3,0,0,19,45,64
RIBERALTA,atencion odontologica,consulta nueva,2015-10-01,95,103,111,113,63,129,90,260,49,22,0,169,0,54,408,850,1258
ROBORE,atencion odontologica,consulta nueva,2015-10-01,2,0,3,0,0,4,1,7,1,1,0,0,0,0,7,12,19
RURRENABAQUE,atencion odontologica,consulta nueva,2015-10-01,20,19,29,31,32,34,59,81,11,8,0,18,0,9,151,200,351
SABAYA,atencion odontologica,consulta nueva,2015-10-01,11,27,118,88,65,70,11,27,20,25,0,3,0,5,225,245,470
SACABA,atencion odontologica,consulta nueva,2015-10-01,332,417,1306,1522,399,665,184,542,146,131,0,193,0,224,2367,3694,6061
SACABAMBA,atencion odontologica,consulta nueva,2015-10-01,1,10,10,5,7,13,4,21,4,19,0,2,0,5,26,75,101
SACACA,atencion odontologica,consulta nueva,2015-10-01,44,45,16,5,6,22,26,77,10,22,0,34,0,20,102,225,327
SAIPINA,atencion odontologica,consulta nueva,2015-10-01,24,16,9,11,2,5,10,19,12,8,0,1,0,27,57,87,144
SALINAS DE GARCI MENDOZA,atencion odontologica,consulta nueva,2015-10-01,119,121,140,191,20,50,40,96,56,40,0,70,0,24,375,592,967
SAMAIPATA,atencion odontologica,consulta nueva,2015-10-01,15,9,13,8,1,6,15,26,22,0,0,0,0,0,66,49,115
SAN AGUSTIN,atencion odontologica,consulta nueva,2015-10-01,0,6,1,2,3,3,5,13,0,0,0,3,0,3,9,30,39
SAN ANDRES,atencion odontologica,consulta nueva,2015-10-01,3,3,4,3,1,9,13,56,1,1,0,0,0,24,22,96,118
SAN ANDRES DE MACHACA,atencion odontologica,consulta nueva,2015-10-01,10,8,54,66,37,38,20,43,26,22,0,1,0,12,147,190,337
SAN ANTONIO DE ESMORUCO,atencion odontologica,consulta nueva,2015-10-01,9,4,2,5,3,1,1,13,2,3,0,0,0,6,17,32,49
SAN ANTONIO DE LOMERIO,atencion odontologica,consulta nueva,2015-10-01,7,10,5,3,0,8,5,7,4,3,0,11,0,12,21,54,75
SAN BENITO,atencion odontologica,consulta nueva,2015-10-01,24,30,11,3,9,7,16,74,14,7,0,20,0,226,74,367,441
SAN BORJA,atencion odontologica,consulta nueva,2015-10-01,61,56,12,10,5,28,14,73,33,27,0,21,0,37,125,252,377
SAN BUENA VENTURA,atencion odontologica,consulta nueva,2015-10-01,2,14,19,36,15,18,22,134,13,10,0,3,0,7,71,222,293
SAN CARLOS,atencion odontologica,consulta nueva,2015-10-01,40,34,13,13,28,17,16,86,16,6,0,15,0,26,113,197,310
SAN IGNACIO,atencion odontologica,consulta nueva,2015-10-01,45,25,255,214,27,76,45,124,7,3,0,27,0,38,379,507,886
SAN IGNACIO DE VELASCO,atencion odontologica,consulta nueva,2015-10-01,417,327,78,97,3,10,32,46,18,10,0,11,0,34,548,535,1083
SAN JAVIER(BNI),atencion odontologica,consulta nueva,2015-10-01,0,5,2,8,0,2,0,6,0,5,0,0,0,0,2,26,28
SAN JAVIER(STC),atencion odontologica,consulta nueva,2015-10-01,12,20,0,0,0,3,1,20,4,2,0,2,0,6,17,53,70
SAN JOAQUIN,atencion odontologica,consulta nueva,2015-10-01,1,1,2,0,0,1,2,2,0,1,0,2,0,1,5,8,13
SAN JOSE DE CHIQUITOS,atencion odontologica,consulta nueva,2015-10-01,14,28,50,15,17,28,42,57,15,6,0,20,0,16,138,170,308
SAN JUAN DE YAPACANI,atencion odontologica,consulta nueva,2015-10-01,36,9,3,1,0,1,5,23,6,1,0,14,0,7,50,56,106
SAN JULIAN,atencion odontologica,consulta nueva,2015-10-01,46,57,2,0,2,1,1,104,27,59,0,31,0,82,78,334,412
SAN LORENZO(TJA),atencion odontologica,consulta nueva,2015-10-01,38,39,190,270,99,115,133,279,10,27,0,3,0,0,470,733,1203
SAN LUCAS,atencion odontologica,consulta nueva,2015-10-01,65,54,181,183,20,52,55,151,31,17,0,82,0,32,352,571,923
SAN MATIAS,atencion odontologica,consulta nueva,2015-10-01,10,12,2,2,5,2,3,26,7,0,0,9,0,2,27,53,80
SAN MIGUEL DE VELASCO,atencion odontologica,consulta nueva,2015-10-01,20,14,1,7,2,13,13,22,10,20,0,4,0,9,46,89,135
SAN PABLO DE LIPEZ,atencion odontologica,consulta nueva,2015-10-01,3,7,54,55,0,6,0,5,4,1,0,1,0,0,61,75,136
SAN PEDRO,atencion odontologica,consulta nueva,2015-10-01,34,52,134,124,34,68,18,61,14,15,0,30,0,4,234,354,588
SAN PEDRO DE BUENA VISTA,atencion odontologica,consulta nueva,2015-10-01,16,14,266,260,64,63,31,104,12,16,0,25,0,48,389,530,919
SAN PEDRO DE CURAHUARA,atencion odontologica,consulta nueva,2015-10-01,18,18,4,3,2,2,10,17,17,12,0,5,0,10,51,67,118
SAN PEDRO DE QUEMES,atencion odontologica,consulta nueva,2015-10-01,3,2,1,2,1,0,2,3,2,1,0,0,0,3,9,11,20
SAN PEDRO DE TIQUINA,atencion odontologica,consulta nueva,2015-10-01,20,14,6,5,13,16,15,26,19,17,0,8,0,3,73,89,162
SAN RAFAEL,atencion odontologica,consulta nueva,2015-10-01,82,21,4,8,3,26,6,23,9,10,0,10,0,16,104,114,218
SAN RAMON BENI,atencion odontologica,consulta nueva,2015-10-01,0,0,2,1,1,3,2,3,0,0,0,0,0,0,5,7,12
SAN RAMON SCZ,atencion odontologica,consulta nueva,2015-10-01,36,49,63,95,7,5,0,0,0,0,0,5,0,4,106,158,264
SANTA ANA,atencion odontologica,consulta nueva,2015-10-01,19,12,65,103,38,71,25,96,13,24,0,2,0,0,160,308,468
SANTA CRUZ DE LA SIERRA,atencion odontologica,consulta nueva,2015-10-01,3670,3441,960,951,534,1077,2051,4684,997,980,0,2713,0,966,8212,14812,23024
SANTA ROSA,atencion odontologica,consulta nueva,2015-10-01,3,9,18,33,2,8,12,20,2,1,0,2,0,2,37,75,112
SANTA ROSA DEL SARA,atencion odontologica,consulta nueva,2015-10-01,71,34,11,19,14,23,20,88,22,9,0,20,0,18,138,211,349
SANTIAGO DE CALLAPA,atencion odontologica,consulta nueva,2015-10-01,1,0,1,0,0,3,2,8,2,4,0,2,0,2,6,19,25
SANTIAGO DE HUARI,atencion odontologica,consulta nueva,2015-10-01,71,69,122,102,25,27,87,141,30,27,0,15,0,6,335,387,722
SANTIAGO DE HUATA,atencion odontologica,consulta nueva,2015-10-01,18,13,4,8,3,6,14,45,26,19,0,13,0,7,65,111,176
SANTIAGO DE MACHACA,atencion odontologica,consulta nueva,2015-10-01,0,1,12,9,5,18,12,27,8,18,0,6,0,8,37,87,124
SANTIVAÑES,atencion odontologica,consulta nueva,2015-10-01,6,2,7,7,10,15,11,20,1,2,0,1,0,28,35,75,110
SANTUARIO DE QUILLACAS,atencion odontologica,consulta nueva,2015-10-01,34,32,9,11,3,9,20,54,13,16,0,2,0,11,79,135,214
SAPAHAQUI,atencion odontologica,consulta nueva,2015-10-01,44,43,10,30,5,25,21,92,13,9,0,35,0,16,93,250,343
SENA,atencion odontologica,consulta nueva,2015-10-01,80,73,65,80,4,13,9,89,0,0,0,33,0,14,158,302,460
SHINAOTA,atencion odontologica,consulta nueva,2015-10-01,84,71,0,0,0,22,2,43,2,4,0,49,0,65,88,254,342
SICA SICA (VILLA AROMA),atencion odontologica,consulta nueva,2015-10-01,30,38,15,40,12,13,29,53,34,20,0,10,0,7,120,181,301
SICAYA,atencion odontologica,consulta nueva,2015-10-01,4,0,4,6,1,3,5,20,0,3,0,2,0,4,14,38,52
SIPE SIPE,atencion odontologica,consulta nueva,2015-10-01,178,217,16,24,17,35,15,199,23,33,0,51,0,91,249,650,899
SOPACHUY,atencion odontologica,consulta nueva,2015-10-01,21,28,94,157,51,44,17,70,1,7,0,15,0,49,184,370,554
SORACACHI,atencion odontologica,consulta nueva,2015-10-01,36,27,238,249,23,53,19,57,15,12,0,33,0,11,331,442,773
SORATA,atencion odontologica,consulta nueva,2015-10-01,39,76,1,7,5,9,5,63,8,19,0,61,0,68,58,303,361
SUCRE,atencion odontologica,consulta nueva,2015-10-01,1867,1908,988,1212,393,872,981,3029,181,196,0,1118,0,584,4410,8919,13329
TACACHI,atencion odontologica,consulta nueva,2015-10-01,3,8,1,8,0,0,5,0,0,0,0,0,0,0,9,16,25
TACACOMA,atencion odontologica,consulta nueva,2015-10-01,12,9,6,21,6,9,31,71,2,5,0,14,0,2,57,131,188
TACOBAMBA,atencion odontologica,consulta nueva,2015-10-01,4,3,3,5,7,5,1,26,0,2,0,2,0,12,15,55,70
TACOPAYA,atencion odontologica,consulta nueva,2015-10-01,11,14,1,9,8,11,10,35,11,12,0,7,0,14,41,102,143
TAHUA,atencion odontologica,consulta nueva,2015-10-01,3,5,9,3,1,5,4,14,0,4,0,0,0,2,17,33,50
TAPACARI,atencion odontologica,consulta nueva,2015-10-01,53,67,14,13,7,45,17,96,19,24,0,12,0,57,110,314,424
TARABUCO,atencion odontologica,consulta nueva,2015-10-01,90,65,8,3,4,23,22,99,31,22,0,59,0,18,155,289,444
TARACO,atencion odontologica,consulta nueva,2015-10-01,24,2,4,8,7,18,8,23,28,21,0,11,0,9,71,92,163
TARATA,atencion odontologica,consulta nueva,2015-10-01,12,24,8,7,4,11,14,31,12,25,0,6,0,17,50,121,171
TARIJA,atencion odontologica,consulta nueva,2015-10-01,294,275,1759,1725,422,653,856,1909,126,52,0,60,0,13,3457,4687,8144
TARVITA,atencion odontologica,consulta nueva,2015-10-01,49,78,55,61,12,33,30,73,8,12,0,15,0,21,154,293,447
TEOPONTE,atencion odontologica,consulta nueva,2015-10-01,50,49,35,46,10,26,32,50,8,1,0,4,0,6,135,182,317
TIAWANACU,atencion odontologica,consulta nueva,2015-10-01,10,12,16,23,9,26,14,56,14,10,0,11,0,7,63,145,208
TINGUIPAYA,atencion odontologica,consulta nueva,2015-10-01,63,67,2,6,11,22,13,66,12,26,0,24,0,44,101,255,356
TIPUANI,atencion odontologica,consulta nueva,2015-10-01,37,27,22,19,6,16,17,45,13,0,0,0,0,18,95,125,220
TIQUIPAYA,atencion odontologica,consulta nueva,2015-10-01,668,715,286,514,11,186,33,398,13,34,0,211,0,184,1011,2242,3253
TIRAQUE (CBBA),atencion odontologica,consulta nueva,2015-10-01,22,19,0,9,6,21,4,37,11,2,0,22,0,69,43,179,222
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,consulta nueva,2015-10-01,0,4,4,4,2,0,18,5,4,0,0,0,0,0,28,13,41
TOCO,atencion odontologica,consulta nueva,2015-10-01,39,41,4,5,11,23,7,68,22,18,0,101,0,9,83,265,348
TODOS SANTOS,atencion odontologica,consulta nueva,2015-10-01,0,0,6,5,0,0,0,0,0,0,0,0,0,0,6,5,11
TOLATA,atencion odontologica,consulta nueva,2015-10-01,14,17,50,41,0,4,24,12,3,29,0,29,0,8,91,140,231
TOLEDO,atencion odontologica,consulta nueva,2015-10-01,3,5,51,60,25,33,1,27,36,28,0,2,0,15,116,170,286
TOMAVE,atencion odontologica,consulta nueva,2015-10-01,10,17,10,9,2,11,14,23,3,6,0,9,0,6,39,81,120
TOMINA,atencion odontologica,consulta nueva,2015-10-01,28,19,93,153,27,44,39,95,4,3,0,24,0,31,191,369,560
TORO TORO,atencion odontologica,consulta nueva,2015-10-01,10,15,8,14,10,13,20,64,4,7,0,19,0,48,52,180,232
TOTORA(CBBA),atencion odontologica,consulta nueva,2015-10-01,20,14,21,41,9,19,10,63,6,1,0,8,0,27,66,173,239
TOTORA(ORR),atencion odontologica,consulta nueva,2015-10-01,123,33,29,20,8,13,11,61,4,10,0,5,0,25,175,167,342
TRIGAL,atencion odontologica,consulta nueva,2015-10-01,17,22,19,23,0,5,7,42,13,11,0,11,0,8,56,122,178
TRINIDAD,atencion odontologica,consulta nueva,2015-10-01,91,89,302,347,106,171,256,469,43,34,0,91,0,75,798,1276,2074
TUPIZA,atencion odontologica,consulta nueva,2015-10-01,33,52,87,71,32,61,91,194,32,17,0,12,0,20,275,427,702
TURCO,atencion odontologica,consulta nueva,2015-10-01,8,15,91,64,5,4,19,46,11,2,0,7,0,9,134,147,281
UMALA,atencion odontologica,consulta nueva,2015-10-01,18,15,15,16,2,3,16,22,4,6,0,1,0,25,55,88,143
UNCIA,atencion odontologica,consulta nueva,2015-10-01,38,26,19,15,13,14,17,47,17,16,0,11,0,30,104,159,263
URIONDO (A. CONCEPCION),atencion odontologica,consulta nueva,2015-10-01,50,39,185,220,105,159,143,349,5,17,0,36,0,8,488,828,1316
URUBICHA,atencion odontologica,consulta nueva,2015-10-01,4,11,1,1,1,2,2,5,3,8,0,5,0,2,11,34,45
UYUNI,atencion odontologica,consulta nueva,2015-10-01,42,40,20,28,6,13,15,37,9,2,0,12,0,14,92,146,238
VACAS,atencion odontologica,consulta nueva,2015-10-01,6,19,7,11,4,13,13,60,4,8,0,15,0,22,34,148,182
VALLEGRANDE,atencion odontologica,consulta nueva,2015-10-01,85,73,24,52,31,40,36,86,23,19,0,18,0,40,199,328,527
VIACHA,atencion odontologica,consulta nueva,2015-10-01,449,363,54,88,12,63,29,232,117,58,0,76,0,103,661,983,1644
VILA VILA,atencion odontologica,consulta nueva,2015-10-01,19,22,8,1,1,4,5,4,3,4,0,4,0,2,36,41,77
VILLA CHARCAS,atencion odontologica,consulta nueva,2015-10-01,22,30,8,17,6,11,14,74,17,16,0,28,0,15,67,191,258
VILLA MONTES,atencion odontologica,consulta nueva,2015-10-01,47,80,261,297,93,145,248,477,16,27,0,21,0,9,665,1056,1721
VILLA NUEVA (LOMA ALTA),atencion odontologica,consulta nueva,2015-10-01,4,15,1,2,0,0,1,2,2,0,0,2,0,1,8,22,30
VILLA RIVERO,atencion odontologica,consulta nueva,2015-10-01,89,45,5,17,7,26,7,64,10,12,0,20,0,25,118,209,327
VILLA SERRANO,atencion odontologica,consulta nueva,2015-10-01,137,119,4,9,4,6,16,38,10,13,0,41,0,16,171,242,413
VILLA TUNARI,atencion odontologica,consulta nueva,2015-10-01,202,240,71,82,12,105,101,463,18,37,0,203,0,465,404,1595,1999
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,consulta nueva,2015-10-01,65,34,3,15,4,24,35,72,6,4,0,36,0,12,113,197,310
VILLAZON,atencion odontologica,consulta nueva,2015-10-01,173,209,62,54,27,68,59,233,44,44,0,74,0,45,365,727,1092
VINTO,atencion odontologica,consulta nueva,2015-10-01,237,175,28,11,7,43,3,282,16,15,0,82,0,171,291,779,1070
VITICHI,atencion odontologica,consulta nueva,2015-10-01,13,22,33,36,8,15,22,76,23,23,0,17,0,29,99,218,317
WALDO BALLIVIAN,atencion odontologica,consulta nueva,2015-10-01,2,4,12,11,4,14,9,30,3,1,0,2,0,3,30,65,95
WARNES,atencion odontologica,consulta nueva,2015-10-01,83,109,32,33,6,34,15,139,39,14,0,43,0,64,175,436,611
YACO,atencion odontologica,consulta nueva,2015-10-01,4,8,4,5,9,10,16,8,24,3,0,7,0,0,57,41,98
YACUIBA,atencion odontologica,consulta nueva,2015-10-01,71,114,298,325,142,243,340,819,60,43,0,35,0,5,911,1584,2495
YAMPARAEZ,atencion odontologica,consulta nueva,2015-10-01,98,52,8,7,6,18,13,68,4,7,0,28,0,13,129,193,322
YANACACHI,atencion odontologica,consulta nueva,2015-10-01,27,30,87,114,13,0,26,43,5,2,0,2,0,17,158,208,366
YAPACANI,atencion odontologica,consulta nueva,2015-10-01,319,371,24,41,23,119,34,285,67,52,0,143,0,135,467,1146,1613
YOCALLA,atencion odontologica,consulta nueva,2015-10-01,15,20,9,12,8,5,10,26,2,6,0,5,0,11,44,85,129
YOTALA,atencion odontologica,consulta nueva,2015-10-01,34,67,14,11,7,27,21,91,1,14,0,33,0,20,77,263,340
YUNCHARA,atencion odontologica,consulta nueva,2015-10-01,20,16,84,73,18,41,31,65,2,4,0,2,0,2,155,203,358
ZUDAÑEZ,atencion odontologica,consulta nueva,2015-10-01,17,13,3,4,8,8,8,52,3,6,0,13,0,9,39,105,144
ACACIO,atencion odontologica,consulta nueva,2015-11-01,16,12,6,5,1,9,3,25,4,3,0,12,0,2,30,68,98
ACHACACHI,atencion odontologica,consulta nueva,2015-11-01,160,194,70,74,71,98,77,310,151,185,0,146,0,168,529,1175,1704
ACHOCALLA,atencion odontologica,consulta nueva,2015-11-01,77,86,21,17,1,6,15,80,6,5,0,22,0,38,120,254,374
AIQUILE,atencion odontologica,consulta nueva,2015-11-01,159,191,158,123,56,32,103,54,15,46,0,59,0,26,491,531,1022
ALALAY,atencion odontologica,consulta nueva,2015-11-01,10,1,3,6,4,1,10,15,0,4,0,0,0,5,27,32,59
ALCALA,atencion odontologica,consulta nueva,2015-11-01,71,66,11,5,5,10,20,42,10,2,0,4,0,6,117,135,252
ALTO BENI,atencion odontologica,consulta nueva,2015-11-01,43,40,14,15,4,10,17,44,16,9,0,8,0,2,94,128,222
ANCORAIMES,atencion odontologica,consulta nueva,2015-11-01,8,12,6,7,3,8,9,33,23,16,0,4,0,4,49,84,133
ANDAMARCA,atencion odontologica,consulta nueva,2015-11-01,18,31,102,192,2,5,15,40,5,8,0,17,0,24,142,317,459
ANTEQUERA,atencion odontologica,consulta nueva,2015-11-01,6,13,4,6,3,1,4,17,1,3,0,0,0,0,18,40,58
ANZALDO,atencion odontologica,consulta nueva,2015-11-01,4,6,208,289,41,48,17,29,9,14,0,1,0,57,279,444,723
APOLO,atencion odontologica,consulta nueva,2015-11-01,43,53,13,20,2,9,11,52,5,1,0,5,0,26,74,166,240
ARAMPAMPA,atencion odontologica,consulta nueva,2015-11-01,6,15,1,5,6,4,3,14,3,0,0,2,0,5,19,45,64
ARANI,atencion odontologica,consulta nueva,2015-11-01,50,30,22,8,4,37,6,38,7,11,0,24,0,21,89,169,258
ARBIETO,atencion odontologica,consulta nueva,2015-11-01,104,80,54,55,6,37,11,67,12,11,0,22,0,9,187,281,468
ARQUE,atencion odontologica,consulta nueva,2015-11-01,23,35,10,15,12,23,14,60,7,17,0,9,0,36,66,195,261
ASCENCION DE GUARAYOS,atencion odontologica,consulta nueva,2015-11-01,18,37,5,0,3,2,0,14,0,13,0,36,0,14,26,116,142
ATOCHA,atencion odontologica,consulta nueva,2015-11-01,31,14,116,125,52,81,84,109,3,6,0,6,0,6,286,347,633
AUCAPATA,atencion odontologica,consulta nueva,2015-11-01,1,1,7,6,2,8,2,18,4,0,0,1,0,5,16,39,55
AYATA,atencion odontologica,consulta nueva,2015-11-01,7,13,10,3,4,6,14,38,4,11,0,10,0,5,39,86,125
AYO AYO,atencion odontologica,consulta nueva,2015-11-01,4,5,10,14,2,2,11,23,5,0,0,0,0,0,32,44,76
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,consulta nueva,2015-11-01,91,24,48,39,24,63,132,154,31,20,0,38,0,77,326,415,741
AZURDUY,atencion odontologica,consulta nueva,2015-11-01,9,1,15,24,4,19,26,69,12,4,0,17,0,30,66,164,230
BATALLAS,atencion odontologica,consulta nueva,2015-11-01,23,28,21,17,6,18,19,34,12,9,0,10,0,10,81,126,207
BAURES,atencion odontologica,consulta nueva,2015-11-01,2,0,3,0,3,1,15,14,2,0,0,1,0,0,25,16,41
BELEN DE ANDAMARCA,atencion odontologica,consulta nueva,2015-11-01,23,31,5,1,0,4,1,9,7,12,0,0,0,4,36,61,97
BELEN DE URMIRI,atencion odontologica,consulta nueva,2015-11-01,4,2,1,2,0,4,4,4,3,0,0,0,0,0,12,12,24
BELLA FLOR,atencion odontologica,consulta nueva,2015-11-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
BERMEJO,atencion odontologica,consulta nueva,2015-11-01,56,60,136,127,77,167,280,562,45,44,0,91,0,44,594,1095,1689
BETANZOS,atencion odontologica,consulta nueva,2015-11-01,40,36,22,27,14,20,25,97,33,23,0,17,0,19,134,239,373
BOLIVAR,atencion odontologica,consulta nueva,2015-11-01,6,7,12,7,0,10,16,32,14,7,0,13,0,23,48,99,147
BOYUIBE,atencion odontologica,consulta nueva,2015-11-01,0,0,3,4,0,0,2,1,0,0,0,0,0,0,5,5,10
BUENA VISTA,atencion odontologica,consulta nueva,2015-11-01,134,101,14,14,6,29,15,63,23,18,0,27,0,35,192,287,479
CABEZAS,atencion odontologica,consulta nueva,2015-11-01,62,55,16,12,12,16,26,98,27,23,0,37,0,27,143,268,411
CAIROMA,atencion odontologica,consulta nueva,2015-11-01,8,4,9,20,2,5,31,27,2,0,0,0,0,0,52,56,108
"CAIZA ""D""",atencion odontologica,consulta nueva,2015-11-01,39,27,19,11,11,27,23,94,16,22,0,28,0,16,108,225,333
CAJUATA,atencion odontologica,consulta nueva,2015-11-01,58,68,15,10,4,27,29,61,14,12,0,26,0,37,120,241,361
CALACOTO,atencion odontologica,consulta nueva,2015-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
CALAMARCA,atencion odontologica,consulta nueva,2015-11-01,47,33,34,23,20,35,21,100,14,15,0,15,0,25,136,246,382
CAMARGO,atencion odontologica,consulta nueva,2015-11-01,112,165,9,24,12,21,34,154,16,9,0,34,0,62,183,469,652
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,consulta nueva,2015-11-01,2,6,1,8,0,2,2,17,0,0,0,18,0,5,5,56,61
CAMIRI,atencion odontologica,consulta nueva,2015-11-01,126,95,479,370,6,42,55,230,17,38,0,132,0,47,683,954,1637
CAPINOTA,atencion odontologica,consulta nueva,2015-11-01,112,175,63,81,20,48,51,149,22,54,0,17,0,52,268,576,844
CAQUIAVIRI,atencion odontologica,consulta nueva,2015-11-01,13,19,6,8,5,7,21,26,9,11,0,1,0,9,54,81,135
CARACOLLO,atencion odontologica,consulta nueva,2015-11-01,45,54,43,66,16,29,25,118,26,21,0,5,0,3,155,296,451
CARANAVI,atencion odontologica,consulta nueva,2015-11-01,123,89,49,43,26,29,36,82,25,6,0,14,0,29,259,292,551
CARANGAS,atencion odontologica,consulta nueva,2015-11-01,0,1,1,0,0,0,0,0,1,1,0,0,0,0,2,2,4
CARAPARI,atencion odontologica,consulta nueva,2015-11-01,14,13,93,123,57,92,98,246,14,12,0,1,0,3,276,490,766
CARIPUYO,atencion odontologica,consulta nueva,2015-11-01,22,35,5,8,7,12,9,18,2,10,0,14,0,14,45,111,156
CARMEN RIVERO TORREZ,atencion odontologica,consulta nueva,2015-11-01,26,33,11,15,0,0,14,39,5,10,0,34,0,11,56,142,198
CATACORA,atencion odontologica,consulta nueva,2015-11-01,1,4,1,3,7,0,8,18,2,2,0,0,0,4,19,31,50
CHALLAPATA,atencion odontologica,consulta nueva,2015-11-01,241,216,683,783,32,52,71,259,63,80,0,43,0,110,1090,1543,2633
CHAQUI,atencion odontologica,consulta nueva,2015-11-01,20,21,50,44,15,26,22,56,18,15,0,24,0,9,125,195,320
CHARAGUA,atencion odontologica,consulta nueva,2015-11-01,7,17,15,26,27,20,37,60,3,2,0,9,0,21,89,155,244
CHARAÑA,atencion odontologica,consulta nueva,2015-11-01,3,2,0,0,0,1,5,4,4,0,0,0,0,0,12,7,19
CHAYANTA,atencion odontologica,consulta nueva,2015-11-01,41,48,23,14,11,19,26,67,12,17,0,20,0,25,113,210,323
CHIMORE,atencion odontologica,consulta nueva,2015-11-01,71,66,52,42,58,45,20,58,7,8,0,31,0,16,208,266,474
CHIPAYA,atencion odontologica,consulta nueva,2015-11-01,0,0,1,0,72,67,1,9,6,3,0,0,0,0,80,79,159
CHOQUE COTA,atencion odontologica,consulta nueva,2015-11-01,1,1,28,22,35,40,7,34,2,1,0,6,0,0,73,104,177
CHUA COCANI,atencion odontologica,consulta nueva,2015-11-01,10,8,1,1,4,10,9,16,6,8,0,0,0,9,30,52,82
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,consulta nueva,2015-11-01,121,73,14,14,0,49,16,75,6,5,0,13,0,70,157,299,456
CHUMA,atencion odontologica,consulta nueva,2015-11-01,46,67,79,80,31,59,85,139,94,50,0,10,0,26,335,431,766
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,consulta nueva,2015-11-01,13,9,0,0,0,9,8,19,0,3,0,6,0,14,21,60,81
CKOCHAS,atencion odontologica,consulta nueva,2015-11-01,5,7,6,3,1,8,8,35,1,6,0,6,0,15,21,80,101
CLIZA,atencion odontologica,consulta nueva,2015-11-01,80,61,28,28,6,31,23,84,28,41,0,31,0,38,165,314,479
COBIJA,atencion odontologica,consulta nueva,2015-11-01,530,492,78,64,25,85,121,261,21,26,0,160,0,89,775,1177,1952
COCAPATA,atencion odontologica,consulta nueva,2015-11-01,87,84,0,0,0,25,0,64,20,37,0,19,0,69,107,298,405
COCHABAMBA,atencion odontologica,consulta nueva,2015-11-01,2015,2144,842,1034,492,877,1615,3643,610,572,0,1109,0,836,5574,10215,15789
COIPASA,atencion odontologica,consulta nueva,2015-11-01,5,4,7,7,5,5,10,16,8,2,0,1,0,0,35,35,70
COLCAPIRHUA,atencion odontologica,consulta nueva,2015-11-01,620,494,14,10,0,12,22,142,51,46,0,115,0,112,707,931,1638
"COLCHA ""K""",atencion odontologica,consulta nueva,2015-11-01,80,51,16,6,5,11,20,43,10,7,0,19,0,13,131,150,281
COLLANA,atencion odontologica,consulta nueva,2015-11-01,21,7,2,6,3,6,11,22,16,4,0,6,0,4,53,55,108
COLOMI,atencion odontologica,consulta nueva,2015-11-01,47,43,1,1,1,38,1,41,6,14,0,63,0,85,56,285,341
COLPA BELGICA,atencion odontologica,consulta nueva,2015-11-01,20,21,90,107,14,24,8,8,0,0,0,0,0,0,132,160,292
COLQUECHACA,atencion odontologica,consulta nueva,2015-11-01,48,86,15,29,10,29,46,162,34,58,0,29,0,63,153,456,609
COLQUENCHA,atencion odontologica,consulta nueva,2015-11-01,8,6,32,38,21,46,11,38,3,5,0,2,0,2,75,137,212
COLQUIRI,atencion odontologica,consulta nueva,2015-11-01,94,79,33,63,26,34,44,94,20,21,0,19,0,48,217,358,575
COMANCHE,atencion odontologica,consulta nueva,2015-11-01,6,0,0,1,11,4,1,10,8,0,0,0,0,6,26,21,47
COMARAPA,atencion odontologica,consulta nueva,2015-11-01,44,56,0,19,2,5,25,51,10,14,0,17,0,21,81,183,264
COMBAYA,atencion odontologica,consulta nueva,2015-11-01,5,1,0,1,0,4,3,16,9,14,0,3,0,2,17,41,58
CONCEPCION,atencion odontologica,consulta nueva,2015-11-01,12,4,12,6,5,9,8,16,5,3,0,17,0,0,42,55,97
COPACABANA,atencion odontologica,consulta nueva,2015-11-01,68,64,19,11,2,6,30,54,8,9,0,9,0,12,127,165,292
