,group,variable,month,MEDIDAS PREVENTIVAS MENORES DE 5 AÑOS,MEDIDAS PREVENTIVAS MENORES DE 5 AÑOS,MEDIDAS PREVENTIVAS 5 A 13 AÑOS,MEDIDAS PREVENTIVAS 5 A 13 AÑOS,MEDIDAS PREVENTIVAS 14 A 19 AÑOS,MEDIDAS PREVENTIVAS 14 A 19 AÑOS,MEDIDAS PREVENTIVAS 20 A 59 AÑOS,MEDIDAS PREVENTIVAS 20 A 59 AÑOS,MEDIDAS PREVENTIVAS 60 AÑOS Y MAS,MEDIDAS PREVENTIVAS 60 AÑOS Y MAS,MEDIDAS PREVENTIVAS EMB,MEDIDAS PREVENTIVAS EMB,MEDIDAS PREVENTIVAS POST,MEDIDAS PREVENTIVAS POST,TOTALES,TOTALES,TOTALES
TOLATA,atencion odontologica,medidas preventivas,2015-10-01,4,3,42,31,0,2,18,8,2,6,0,0,0,0,66,50,116
TOLEDO,atencion odontologica,medidas preventivas,2015-10-01,0,0,25,24,2,6,0,0,0,0,0,0,0,0,27,30,57
TOMAVE,atencion odontologica,medidas preventivas,2015-10-01,3,2,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
TOMINA,atencion odontologica,medidas preventivas,2015-10-01,10,3,72,68,0,2,0,0,0,0,0,0,0,0,82,73,155
TORO TORO,atencion odontologica,medidas preventivas,2015-10-01,6,14,0,3,2,0,0,4,0,0,0,0,0,0,8,21,29
TOTORA(CBBA),atencion odontologica,medidas preventivas,2015-10-01,2,3,0,0,0,2,0,0,0,0,0,0,0,0,2,5,7
TOTORA(ORR),atencion odontologica,medidas preventivas,2015-10-01,78,27,0,0,0,2,0,4,0,0,0,0,0,0,78,33,111
TRIGAL,atencion odontologica,medidas preventivas,2015-10-01,6,8,8,11,0,1,0,2,0,0,0,0,0,0,14,22,36
TRINIDAD,atencion odontologica,medidas preventivas,2015-10-01,36,49,104,91,10,27,55,105,2,4,0,0,0,0,207,276,483
TUPIZA,atencion odontologica,medidas preventivas,2015-10-01,41,51,28,95,13,27,45,52,15,14,0,0,0,0,142,239,381
TURCO,atencion odontologica,medidas preventivas,2015-10-01,6,5,71,56,0,0,0,2,0,0,0,0,0,0,77,63,140
UMALA,atencion odontologica,medidas preventivas,2015-10-01,12,12,14,16,1,1,1,1,0,0,0,0,0,0,28,30,58
UNCIA,atencion odontologica,medidas preventivas,2015-10-01,32,51,11,10,3,24,35,28,12,9,0,0,0,0,93,122,215
URIONDO (A. CONCEPCION),atencion odontologica,medidas preventivas,2015-10-01,14,14,63,80,29,36,10,14,0,0,0,0,0,0,116,144,260
URUBICHA,atencion odontologica,medidas preventivas,2015-10-01,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,3,4
UYUNI,atencion odontologica,medidas preventivas,2015-10-01,24,17,8,2,0,2,10,6,1,0,0,0,0,0,43,27,70
VACAS,atencion odontologica,medidas preventivas,2015-10-01,5,1,1,2,0,3,0,1,0,0,0,0,0,0,6,7,13
VALLEGRANDE,atencion odontologica,medidas preventivas,2015-10-01,52,36,20,12,32,30,14,19,0,0,0,0,0,0,118,97,215
VIACHA,atencion odontologica,medidas preventivas,2015-10-01,112,82,7,6,5,8,7,12,2,2,0,0,0,0,133,110,243
VILA VILA,atencion odontologica,medidas preventivas,2015-10-01,12,24,1,0,0,2,1,3,0,0,0,0,0,0,14,29,43
VILLA CHARCAS,atencion odontologica,medidas preventivas,2015-10-01,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8
VILLA MONTES,atencion odontologica,medidas preventivas,2015-10-01,30,39,118,110,17,20,58,72,3,1,0,0,0,0,226,242,468
VILLA NUEVA (LOMA ALTA),atencion odontologica,medidas preventivas,2015-10-01,3,11,0,0,0,0,0,0,0,0,0,0,0,0,3,11,14
VILLA RIVERO,atencion odontologica,medidas preventivas,2015-10-01,48,25,2,7,1,11,0,21,1,2,0,0,0,0,52,66,118
VILLA SERRANO,atencion odontologica,medidas preventivas,2015-10-01,19,25,1,0,0,0,0,2,0,1,0,0,0,0,20,28,48
VILLA TUNARI,atencion odontologica,medidas preventivas,2015-10-01,110,124,57,68,0,26,69,178,8,4,0,0,0,0,244,400,644
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,medidas preventivas,2015-10-01,17,10,0,1,0,2,5,6,0,0,0,0,0,0,22,19,41
VILLAZON,atencion odontologica,medidas preventivas,2015-10-01,85,115,7,13,8,11,8,19,5,4,0,0,0,0,113,162,275
VINTO,atencion odontologica,medidas preventivas,2015-10-01,127,79,6,2,3,18,0,13,0,2,0,0,0,0,136,114,250
VITICHI,atencion odontologica,medidas preventivas,2015-10-01,6,9,16,19,1,0,0,2,0,0,0,0,0,0,23,30,53
WALDO BALLIVIAN,atencion odontologica,medidas preventivas,2015-10-01,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
WARNES,atencion odontologica,medidas preventivas,2015-10-01,32,45,8,10,3,4,1,16,1,2,0,0,0,0,45,77,122
YACUIBA,atencion odontologica,medidas preventivas,2015-10-01,44,56,98,88,34,40,63,112,4,3,0,0,0,0,243,299,542
YAMPARAEZ,atencion odontologica,medidas preventivas,2015-10-01,109,74,0,0,0,1,0,1,0,0,0,0,0,0,109,76,185
YANACACHI,atencion odontologica,medidas preventivas,2015-10-01,3,5,70,96,6,0,0,1,0,0,0,0,0,0,79,102,181
YAPACANI,atencion odontologica,medidas preventivas,2015-10-01,97,99,1,1,2,6,0,15,1,2,0,0,0,0,101,123,224
YOCALLA,atencion odontologica,medidas preventivas,2015-10-01,6,14,0,0,0,0,0,2,0,1,0,0,0,0,6,17,23
YOTALA,atencion odontologica,medidas preventivas,2015-10-01,18,42,0,0,0,3,1,9,0,1,0,0,0,0,19,55,74
YUNCHARA,atencion odontologica,medidas preventivas,2015-10-01,4,6,3,0,2,1,2,4,0,0,0,0,0,0,11,11,22
ACACIO,atencion odontologica,medidas preventivas,2015-11-01,7,6,1,1,0,2,0,3,1,0,0,0,0,0,9,12,21
ACHACACHI,atencion odontologica,medidas preventivas,2015-11-01,48,69,26,19,1,1,0,4,3,16,0,0,0,0,78,109,187
ACHOCALLA,atencion odontologica,medidas preventivas,2015-11-01,24,20,3,3,0,0,0,7,0,2,0,0,0,0,27,32,59
AIQUILE,atencion odontologica,medidas preventivas,2015-11-01,84,125,106,90,43,36,50,37,8,8,0,0,0,0,291,296,587
ALALAY,atencion odontologica,medidas preventivas,2015-11-01,10,0,2,1,0,0,0,0,0,0,0,0,0,0,12,1,13
ALCALA,atencion odontologica,medidas preventivas,2015-11-01,53,43,0,1,0,1,1,6,0,0,0,0,0,0,54,51,105
ALTO BENI,atencion odontologica,medidas preventivas,2015-11-01,17,12,5,7,2,2,1,8,0,1,0,0,0,0,25,30,55
ANCORAIMES,atencion odontologica,medidas preventivas,2015-11-01,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
ANDAMARCA,atencion odontologica,medidas preventivas,2015-11-01,6,14,53,103,0,2,0,1,0,0,0,0,0,0,59,120,179
ANTEQUERA,atencion odontologica,medidas preventivas,2015-11-01,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
ANZALDO,atencion odontologica,medidas preventivas,2015-11-01,0,4,136,201,17,30,0,0,0,1,0,0,0,0,153,236,389
APOLO,atencion odontologica,medidas preventivas,2015-11-01,30,35,4,9,0,0,0,7,0,0,0,0,0,0,34,51,85
ARAMPAMPA,atencion odontologica,medidas preventivas,2015-11-01,3,9,0,0,0,0,0,0,0,0,0,0,0,0,3,9,12
ARANI,atencion odontologica,medidas preventivas,2015-11-01,26,6,11,5,1,8,2,9,1,3,0,0,0,0,41,31,72
ARBIETO,atencion odontologica,medidas preventivas,2015-11-01,38,38,29,31,1,2,2,3,1,1,0,0,0,0,71,75,146
ARQUE,atencion odontologica,medidas preventivas,2015-11-01,6,2,2,3,0,5,1,2,1,5,0,0,0,0,10,17,27
ASCENCION DE GUARAYOS,atencion odontologica,medidas preventivas,2015-11-01,31,40,6,2,42,43,13,6,18,16,0,0,0,0,110,107,217
ATOCHA,atencion odontologica,medidas preventivas,2015-11-01,16,2,136,137,58,72,10,16,0,1,0,0,0,0,220,228,448
AUCAPATA,atencion odontologica,medidas preventivas,2015-11-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
AYATA,atencion odontologica,medidas preventivas,2015-11-01,4,9,0,0,0,0,0,3,0,2,0,0,0,0,4,14,18
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,medidas preventivas,2015-11-01,47,12,29,36,9,25,67,66,9,4,0,0,0,0,161,143,304
AZURDUY,atencion odontologica,medidas preventivas,2015-11-01,3,0,1,11,0,1,1,0,0,0,0,0,0,0,5,12,17
BATALLAS,atencion odontologica,medidas preventivas,2015-11-01,4,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
BELEN DE ANDAMARCA,atencion odontologica,medidas preventivas,2015-11-01,15,21,3,0,0,1,0,0,2,2,0,0,0,0,20,24,44
BELEN DE URMIRI,atencion odontologica,medidas preventivas,2015-11-01,2,1,0,1,0,0,0,0,0,0,0,0,0,0,2,2,4
BELLA FLOR,atencion odontologica,medidas preventivas,2015-11-01,0,0,44,30,0,0,0,0,0,0,0,0,0,0,44,30,74
BERMEJO,atencion odontologica,medidas preventivas,2015-11-01,11,10,56,39,8,22,33,54,0,3,0,0,0,0,108,128,236
BETANZOS,atencion odontologica,medidas preventivas,2015-11-01,26,24,1,1,0,1,1,4,0,1,0,0,0,0,28,31,59
BOLIVAR,atencion odontologica,medidas preventivas,2015-11-01,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,4,4
BUENA VISTA,atencion odontologica,medidas preventivas,2015-11-01,50,48,4,2,0,6,0,1,0,0,0,0,0,0,54,57,111
CABEZAS,atencion odontologica,medidas preventivas,2015-11-01,65,40,228,315,0,0,2,6,0,0,0,0,0,0,295,361,656
CAIROMA,atencion odontologica,medidas preventivas,2015-11-01,8,5,3,15,1,2,15,13,1,0,0,0,0,0,28,35,63
"CAIZA ""D""",atencion odontologica,medidas preventivas,2015-11-01,7,6,0,0,0,0,1,0,0,0,0,0,0,0,8,6,14
CAJUATA,atencion odontologica,medidas preventivas,2015-11-01,19,20,4,2,0,4,1,0,0,0,0,0,0,0,24,26,50
CALACOTO,atencion odontologica,medidas preventivas,2015-11-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
CALAMARCA,atencion odontologica,medidas preventivas,2015-11-01,7,9,4,1,1,1,0,4,0,0,0,0,0,0,12,15,27
CAMARGO,atencion odontologica,medidas preventivas,2015-11-01,24,40,0,0,0,0,0,0,0,1,0,0,0,0,24,41,65
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,medidas preventivas,2015-11-01,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,4,4
CAMIRI,atencion odontologica,medidas preventivas,2015-11-01,74,59,145,123,0,2,1,11,1,0,0,0,0,0,221,195,416
CAPINOTA,atencion odontologica,medidas preventivas,2015-11-01,64,97,64,60,13,32,41,91,6,14,0,0,0,0,188,294,482
CAQUIAVIRI,atencion odontologica,medidas preventivas,2015-11-01,5,15,0,1,0,1,1,0,3,5,0,0,0,0,9,22,31
CARACOLLO,atencion odontologica,medidas preventivas,2015-11-01,25,12,21,9,0,0,1,5,3,4,0,0,0,0,50,30,80
CARANAVI,atencion odontologica,medidas preventivas,2015-11-01,41,49,12,11,13,17,9,24,0,0,0,0,0,0,75,101,176
CARANGAS,atencion odontologica,medidas preventivas,2015-11-01,0,0,3,8,1,0,0,1,0,0,0,0,0,0,4,9,13
CARAPARI,atencion odontologica,medidas preventivas,2015-11-01,2,1,6,17,6,8,2,6,0,0,0,0,0,0,16,32,48
CARIPUYO,atencion odontologica,medidas preventivas,2015-11-01,18,25,0,0,1,2,1,8,0,4,0,0,0,0,20,39,59
CARMEN RIVERO TORREZ,atencion odontologica,medidas preventivas,2015-11-01,16,25,35,40,0,0,0,6,0,0,0,0,0,0,51,71,122
CATACORA,atencion odontologica,medidas preventivas,2015-11-01,1,2,1,0,1,0,1,0,0,0,0,0,0,0,4,2,6
CHALLAPATA,atencion odontologica,medidas preventivas,2015-11-01,89,79,409,495,11,9,38,48,20,17,0,0,0,0,567,648,1215
CHAQUI,atencion odontologica,medidas preventivas,2015-11-01,7,5,36,36,5,3,0,7,1,1,0,0,0,0,49,52,101
CHARAGUA,atencion odontologica,medidas preventivas,2015-11-01,7,20,0,5,0,0,0,6,0,0,0,0,0,0,7,31,38
CHARAÑA,atencion odontologica,medidas preventivas,2015-11-01,4,2,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
CHAYANTA,atencion odontologica,medidas preventivas,2015-11-01,13,16,0,1,0,3,0,5,0,2,0,0,0,0,13,27,40
CHIMORE,atencion odontologica,medidas preventivas,2015-11-01,36,22,25,24,35,20,1,6,1,0,0,0,0,0,98,72,170
CHIPAYA,atencion odontologica,medidas preventivas,2015-11-01,0,0,0,0,72,52,0,0,0,0,0,0,0,0,72,52,124
CHOQUE COTA,atencion odontologica,medidas preventivas,2015-11-01,0,0,25,21,35,34,2,1,0,0,0,0,0,0,62,56,118
CHUA COCANI,atencion odontologica,medidas preventivas,2015-11-01,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,medidas preventivas,2015-11-01,46,28,4,4,0,5,0,1,0,0,0,0,0,0,50,38,88
CHUMA,atencion odontologica,medidas preventivas,2015-11-01,24,16,54,53,6,6,7,12,19,2,0,0,0,0,110,89,199
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,medidas preventivas,2015-11-01,4,0,0,0,0,4,0,4,0,3,0,0,0,0,4,11,15
CKOCHAS,atencion odontologica,medidas preventivas,2015-11-01,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
CLIZA,atencion odontologica,medidas preventivas,2015-11-01,20,9,3,0,0,6,5,10,0,0,0,0,0,0,28,25,53
COBIJA,atencion odontologica,medidas preventivas,2015-11-01,214,206,11,12,5,28,13,71,3,3,0,0,0,0,246,320,566
COCAPATA,atencion odontologica,medidas preventivas,2015-11-01,45,38,0,0,0,5,0,4,4,7,0,0,0,0,49,54,103
COCHABAMBA,atencion odontologica,medidas preventivas,2015-11-01,1302,1360,1003,1172,1578,615,1435,2223,419,399,0,0,0,0,5737,5769,11506
COIPASA,atencion odontologica,medidas preventivas,2015-11-01,3,2,4,4,0,0,0,0,0,0,0,0,0,0,7,6,13
COLCAPIRHUA,atencion odontologica,medidas preventivas,2015-11-01,156,133,3,1,0,8,4,33,7,10,0,0,0,0,170,185,355
"COLCHA ""K""",atencion odontologica,medidas preventivas,2015-11-01,25,21,0,0,0,1,0,5,0,0,0,0,0,0,25,27,52
COLLANA,atencion odontologica,medidas preventivas,2015-11-01,7,7,0,2,0,0,1,0,0,0,0,0,0,0,8,9,17
COLOMI,atencion odontologica,medidas preventivas,2015-11-01,29,19,0,0,0,15,0,10,0,2,0,0,0,0,29,46,75
COLPA BELGICA,atencion odontologica,medidas preventivas,2015-11-01,119,134,180,214,0,0,0,0,0,0,0,0,0,0,299,348,647
COLQUECHACA,atencion odontologica,medidas preventivas,2015-11-01,16,33,1,2,0,1,1,5,1,6,0,0,0,0,19,47,66
COLQUENCHA,atencion odontologica,medidas preventivas,2015-11-01,0,0,2,11,2,13,0,0,0,0,0,0,0,0,4,24,28
COLQUIRI,atencion odontologica,medidas preventivas,2015-11-01,54,45,26,50,17,16,10,13,2,2,0,0,0,0,109,126,235
COMARAPA,atencion odontologica,medidas preventivas,2015-11-01,17,15,1,4,1,2,10,15,1,0,0,0,0,0,30,36,66
COMBAYA,atencion odontologica,medidas preventivas,2015-11-01,5,1,0,0,0,0,0,3,5,8,0,0,0,0,10,12,22
CONCEPCION,atencion odontologica,medidas preventivas,2015-11-01,8,5,0,1,0,0,1,0,0,0,0,0,0,0,9,6,15
COPACABANA,atencion odontologica,medidas preventivas,2015-11-01,51,42,0,0,0,1,0,2,0,0,0,0,0,0,51,45,96
CORIPATA,atencion odontologica,medidas preventivas,2015-11-01,21,16,0,3,0,0,1,1,0,0,0,0,0,0,22,20,42
CORO CORO,atencion odontologica,medidas preventivas,2015-11-01,21,5,0,0,0,0,0,1,0,0,0,0,0,0,21,6,27
COROICO,atencion odontologica,medidas preventivas,2015-11-01,0,0,8,5,1,3,1,6,0,0,0,0,0,0,10,14,24
CORQUE,atencion odontologica,medidas preventivas,2015-11-01,12,7,0,0,0,0,0,0,0,0,0,0,0,0,12,7,19
COTAGAITA,atencion odontologica,medidas preventivas,2015-11-01,11,15,1,10,0,0,2,6,1,0,0,0,0,0,15,31,46
COTOCA,atencion odontologica,medidas preventivas,2015-11-01,515,631,2,1,3,3,1,8,1,0,0,0,0,0,522,643,1165
CUATRO CAÑADAS,atencion odontologica,medidas preventivas,2015-11-01,33,34,5,1,3,3,1,5,1,0,0,0,0,0,43,43,86
CUEVO,atencion odontologica,medidas preventivas,2015-11-01,0,3,6,2,2,2,0,6,0,0,0,0,0,0,8,13,21
CULPINA,atencion odontologica,medidas preventivas,2015-11-01,33,30,1,0,0,0,0,1,0,0,0,0,0,0,34,31,65
CURAHUARA DE CARANGAS,atencion odontologica,medidas preventivas,2015-11-01,4,2,41,26,21,16,0,0,0,0,0,0,0,0,66,44,110
CURVA,atencion odontologica,medidas preventivas,2015-11-01,11,12,0,0,0,1,0,3,2,3,0,0,0,0,13,19,32
DESAGUADERO,atencion odontologica,medidas preventivas,2015-11-01,2,1,0,0,0,0,0,14,1,0,0,0,0,0,3,15,18
EL ALTO,atencion odontologica,medidas preventivas,2015-11-01,1064,1066,2981,3071,1112,1492,284,442,52,28,0,0,0,0,5493,6099,11592
EL CHORO,atencion odontologica,medidas preventivas,2015-11-01,32,21,1,1,0,0,0,4,0,0,0,0,0,0,33,26,59
EL PUENTE(STC),atencion odontologica,medidas preventivas,2015-11-01,27,13,0,0,0,0,0,4,0,0,0,0,0,0,27,17,44
EL PUENTE(TJA),atencion odontologica,medidas preventivas,2015-11-01,19,7,14,26,0,16,3,6,1,2,0,0,0,0,37,57,94
EL TORNO,atencion odontologica,medidas preventivas,2015-11-01,184,208,33,26,0,11,0,30,0,1,0,0,0,0,217,276,493
EL VILLAR,atencion odontologica,medidas preventivas,2015-11-01,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2
ENTRE RIOS TRJ,atencion odontologica,medidas preventivas,2015-11-01,23,48,235,267,76,70,11,21,6,3,0,0,0,0,351,409,760
ENTRE RIOS CBBA,atencion odontologica,medidas preventivas,2015-11-01,12,8,1,2,0,0,0,9,0,2,0,0,0,0,13,21,34
ESCOMA,atencion odontologica,medidas preventivas,2015-11-01,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,13,13
EUCALIPTUS,atencion odontologica,medidas preventivas,2015-11-01,1,3,20,14,0,0,0,1,0,0,0,0,0,0,21,18,39
FERNANDEZ ALONSO,atencion odontologica,medidas preventivas,2015-11-01,4,0,4,2,0,0,0,0,0,0,0,0,0,0,8,2,10
FILADELFIA,atencion odontologica,medidas preventivas,2015-11-01,4,2,0,0,0,1,0,1,0,0,0,0,0,0,4,4,8
GENERAL SAAVEDRA,atencion odontologica,medidas preventivas,2015-11-01,1,0,0,0,0,3,1,3,0,0,0,0,0,0,2,6,8
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,medidas preventivas,2015-11-01,16,4,0,0,0,0,0,0,0,0,0,0,0,0,16,4,20
GUANAY,atencion odontologica,medidas preventivas,2015-11-01,35,33,0,0,0,0,0,0,0,0,0,0,0,0,35,33,68
GUAQUI,atencion odontologica,medidas preventivas,2015-11-01,2,1,2,3,2,8,7,14,3,5,0,0,0,0,16,31,47
GUAYARAMERIN,atencion odontologica,medidas preventivas,2015-11-01,21,19,22,30,3,6,4,10,0,1,0,0,0,0,50,66,116
GUTIERREZ,atencion odontologica,medidas preventivas,2015-11-01,6,6,79,96,0,0,0,0,0,0,0,0,0,0,85,102,187
HUACARETA,atencion odontologica,medidas preventivas,2015-11-01,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2
HUACAYA (VILLA DE HUACAYA),atencion odontologica,medidas preventivas,2015-11-01,11,21,2,1,0,0,2,2,0,0,0,0,0,0,15,24,39
HUACHACALLA,atencion odontologica,medidas preventivas,2015-11-01,1,0,2,0,0,0,0,0,0,1,0,0,0,0,3,1,4
HUANUNI,atencion odontologica,medidas preventivas,2015-11-01,74,48,80,93,29,24,87,77,24,22,0,0,0,0,294,264,558
HUARINA,atencion odontologica,medidas preventivas,2015-11-01,9,27,1,0,0,0,2,1,1,0,0,0,0,0,13,28,41
HUATAJATA,atencion odontologica,medidas preventivas,2015-11-01,8,23,0,0,0,1,0,5,12,7,0,0,0,0,20,36,56
HUAYLLAMARCA,atencion odontologica,medidas preventivas,2015-11-01,1,1,0,5,0,0,0,1,0,0,0,0,0,0,1,7,8
HUMANATA,atencion odontologica,medidas preventivas,2015-11-01,13,8,0,0,0,0,0,0,15,8,0,0,0,0,28,16,44
ICLA,atencion odontologica,medidas preventivas,2015-11-01,107,94,4,5,2,10,0,11,0,0,0,0,0,0,113,120,233
INCAHUASI,atencion odontologica,medidas preventivas,2015-11-01,22,4,2,1,0,0,0,3,0,0,0,0,0,0,24,8,32
INQUISIVI,atencion odontologica,medidas preventivas,2015-11-01,9,8,7,3,0,1,0,0,0,0,0,0,0,0,16,12,28
IRUPANA (VILLA DE LANZA),atencion odontologica,medidas preventivas,2015-11-01,59,79,15,13,0,3,1,8,5,2,0,0,0,0,80,105,185
IXIAMAS,atencion odontologica,medidas preventivas,2015-11-01,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,3
JESUS DE MACHACA,atencion odontologica,medidas preventivas,2015-11-01,13,8,1,1,1,1,1,1,1,1,0,0,0,0,17,12,29
LA ASUNTA,atencion odontologica,medidas preventivas,2015-11-01,24,25,3,1,0,0,1,6,0,1,0,0,0,0,28,33,61
LA GUARDIA,atencion odontologica,medidas preventivas,2015-11-01,54,90,0,2,0,1,1,9,6,3,0,0,0,0,61,105,166
LA PAZ,atencion odontologica,medidas preventivas,2015-11-01,1585,1642,983,1052,231,252,344,606,161,122,0,0,0,0,3304,3674,6978
LAGUNILLAS,atencion odontologica,medidas preventivas,2015-11-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
LAJA,atencion odontologica,medidas preventivas,2015-11-01,8,2,0,0,0,1,0,8,0,0,0,0,0,0,8,11,19
LAS CARRERAS,atencion odontologica,medidas preventivas,2015-11-01,1,1,0,0,1,1,0,0,0,0,0,0,0,0,2,2,4
LICOMA PAMPA,atencion odontologica,medidas preventivas,2015-11-01,2,2,0,0,0,0,0,1,0,0,0,0,0,0,2,3,5
LLALLAGUA,atencion odontologica,medidas preventivas,2015-11-01,48,79,36,42,11,16,37,71,21,18,0,0,0,0,153,226,379
LLICA,atencion odontologica,medidas preventivas,2015-11-01,11,8,0,0,0,0,0,0,0,0,0,0,0,0,11,8,19
LURIBAY,atencion odontologica,medidas preventivas,2015-11-01,8,13,1,0,0,0,3,0,0,1,0,0,0,0,12,14,26
MACHACAMARCA,atencion odontologica,medidas preventivas,2015-11-01,12,16,7,0,2,2,0,3,1,0,0,0,0,0,22,21,43
MACHARETI,atencion odontologica,medidas preventivas,2015-11-01,20,19,0,0,0,2,1,13,1,0,0,0,0,0,22,34,56
MAGDALENA,atencion odontologica,medidas preventivas,2015-11-01,6,2,1,0,0,0,0,2,0,0,0,0,0,0,7,4,11
MAIRANA,atencion odontologica,medidas preventivas,2015-11-01,14,20,3,3,4,3,3,4,3,1,0,0,0,0,27,31,58
MAPIRI,atencion odontologica,medidas preventivas,2015-11-01,19,10,14,13,0,3,1,10,1,0,0,0,0,0,35,36,71
MECAPACA,atencion odontologica,medidas preventivas,2015-11-01,47,29,2,3,1,1,0,6,0,0,0,0,0,0,50,39,89
MIZQUE,atencion odontologica,medidas preventivas,2015-11-01,9,9,0,0,0,0,0,0,1,0,0,0,0,0,10,9,19
MOCOMOCO,atencion odontologica,medidas preventivas,2015-11-01,5,7,0,0,0,0,0,0,2,1,0,0,0,0,7,8,15
MOJOCOYA,atencion odontologica,medidas preventivas,2015-11-01,16,19,11,25,2,4,0,7,1,0,0,0,0,0,30,55,85
MONTEAGUDO,atencion odontologica,medidas preventivas,2015-11-01,62,42,1,1,1,1,4,4,0,0,0,0,0,0,68,48,116
MONTERO,atencion odontologica,medidas preventivas,2015-11-01,118,127,135,123,13,68,30,113,11,10,0,0,0,0,307,441,748
MORO MORO,atencion odontologica,medidas preventivas,2015-11-01,11,7,1,0,0,0,1,0,0,0,0,0,0,0,13,7,20
MOROCHATA,atencion odontologica,medidas preventivas,2015-11-01,31,26,2,6,1,15,1,9,2,6,0,0,0,0,37,62,99
OCURI,atencion odontologica,medidas preventivas,2015-11-01,13,22,0,0,0,0,0,3,0,0,0,0,0,0,13,25,38
OKINAWA,atencion odontologica,medidas preventivas,2015-11-01,5,4,0,0,0,0,0,1,1,0,0,0,0,0,6,5,11
OMEREQUE,atencion odontologica,medidas preventivas,2015-11-01,12,5,0,1,0,0,0,0,0,0,0,0,0,0,12,6,18
ORURO,atencion odontologica,medidas preventivas,2015-11-01,338,292,348,344,96,134,543,907,88,50,0,0,0,0,1413,1727,3140
PADCAYA,atencion odontologica,medidas preventivas,2015-11-01,1,13,9,4,9,3,1,1,0,0,0,0,0,0,20,21,41
PADILLA,atencion odontologica,medidas preventivas,2015-11-01,11,6,10,1,1,0,3,13,0,0,0,0,0,0,25,20,45
PAILON,atencion odontologica,medidas preventivas,2015-11-01,5,4,2,2,5,10,2,3,2,2,0,0,0,0,16,21,37
PALCA,atencion odontologica,medidas preventivas,2015-11-01,74,53,0,6,0,0,0,8,1,0,0,0,0,0,75,67,142
PALOS BLANCOS,atencion odontologica,medidas preventivas,2015-11-01,19,25,1,4,0,4,14,32,6,7,0,0,0,0,40,72,112
PAMPA AULLAGAS,atencion odontologica,medidas preventivas,2015-11-01,0,0,7,0,0,20,0,0,0,0,0,0,0,0,7,20,27
PAMPA GRANDE,atencion odontologica,medidas preventivas,2015-11-01,35,27,0,0,0,0,0,5,0,0,0,0,0,0,35,32,67
PAPEL PAMPA,atencion odontologica,medidas preventivas,2015-11-01,14,7,0,1,0,0,0,2,1,0,0,0,0,0,15,10,25
PASORAPA,atencion odontologica,medidas preventivas,2015-11-01,3,6,5,5,3,2,5,17,5,4,0,0,0,0,21,34,55
PATACAMAYA,atencion odontologica,medidas preventivas,2015-11-01,85,102,0,6,0,3,0,2,1,0,0,0,0,0,86,113,199
PAZÑA,atencion odontologica,medidas preventivas,2015-11-01,2,4,153,160,3,1,1,0,0,0,0,0,0,0,159,165,324
PELECHUCO,atencion odontologica,medidas preventivas,2015-11-01,18,7,0,0,0,0,0,0,0,0,0,0,0,0,18,7,25
POCOATA,atencion odontologica,medidas preventivas,2015-11-01,40,78,0,0,0,1,0,6,0,1,0,0,0,0,40,86,126
POCONA,atencion odontologica,medidas preventivas,2015-11-01,18,17,2,1,0,0,0,0,0,0,0,0,0,0,20,18,38
POJO (CBBA),atencion odontologica,medidas preventivas,2015-11-01,5,4,41,30,0,0,0,5,0,0,0,0,0,0,46,39,85
POOPO,atencion odontologica,medidas preventivas,2015-11-01,12,5,20,14,1,3,13,8,29,22,0,0,0,0,75,52,127
PORCO,atencion odontologica,medidas preventivas,2015-11-01,13,15,0,2,1,1,1,4,1,2,0,0,0,0,16,24,40
POROMA,atencion odontologica,medidas preventivas,2015-11-01,22,31,29,19,2,1,0,1,0,0,0,0,0,0,53,52,105
