,group,variable,month,EXODONCIA MENORES DE 5 AÑOS,EXODONCIA MENORES DE 5 AÑOS,EXODONCIA 5 A 13 AÑOS,EXODONCIA 5 A 13 AÑOS,EXODONCIA 14 A 19 AÑOS,EXODONCIA 14 A 19 AÑOS,EXODONCIA 20 A 59 AÑOS,EXODONCIA 20 A 59 AÑOS,EXODONCIA 60 AÑOS Y MAS,EXODONCIA 60 AÑOS Y MAS,EXODONCIA EMB,EXODONCIA EMB,EXODONCIA POST,EXODONCIA POST,TOTALES,TOTALES,TOTALES
FERNANDEZ ALONSO,atencion odontologica,exodoncia,2015-10-01,1,1,3,6,1,3,1,2,2,7,0,0,0,0,8,19,27
FILADELFIA,atencion odontologica,exodoncia,2015-10-01,0,1,28,18,0,7,10,21,7,2,0,0,0,0,45,49,94
GENERAL SAAVEDRA,atencion odontologica,exodoncia,2015-10-01,0,0,7,9,2,8,3,10,3,5,0,0,0,0,15,32,47
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,exodoncia,2015-10-01,0,4,6,5,2,4,11,9,1,7,0,0,0,0,20,29,49
GUANAY,atencion odontologica,exodoncia,2015-10-01,0,0,0,0,0,2,5,7,2,5,0,0,0,0,7,14,21
GUAQUI,atencion odontologica,exodoncia,2015-10-01,0,0,3,7,7,4,3,5,20,18,0,0,0,0,33,34,67
GUAYARAMERIN,atencion odontologica,exodoncia,2015-10-01,4,4,10,14,14,12,14,17,7,6,0,0,0,0,49,53,102
GUTIERREZ,atencion odontologica,exodoncia,2015-10-01,2,2,7,11,8,3,15,31,10,9,0,0,0,0,42,56,98
HUACARETA,atencion odontologica,exodoncia,2015-10-01,0,0,3,0,1,0,3,14,0,0,0,0,0,0,7,14,21
HUACAYA (VILLA DE HUACAYA),atencion odontologica,exodoncia,2015-10-01,0,0,1,1,0,0,0,2,0,0,0,0,0,0,1,3,4
HUACHACALLA,atencion odontologica,exodoncia,2015-10-01,0,0,0,0,1,0,2,0,0,4,0,0,0,0,3,4,7
HUANUNI,atencion odontologica,exodoncia,2015-10-01,1,0,14,25,7,3,24,16,3,8,0,0,0,0,49,52,101
HUARACAJE,atencion odontologica,exodoncia,2015-10-01,0,1,10,6,2,1,6,3,2,0,0,0,0,0,20,11,31
HUARINA,atencion odontologica,exodoncia,2015-10-01,0,0,0,3,1,0,5,14,7,4,0,0,0,0,13,21,34
HUATAJATA,atencion odontologica,exodoncia,2015-10-01,0,0,0,2,1,0,2,8,5,3,0,0,0,0,8,13,21
HUAYLLAMARCA,atencion odontologica,exodoncia,2015-10-01,0,0,7,4,3,3,2,5,0,0,0,0,0,0,12,12,24
HUMANATA,atencion odontologica,exodoncia,2015-10-01,0,0,1,0,0,1,2,4,12,6,0,0,0,0,15,11,26
ICHOCA,atencion odontologica,exodoncia,2015-10-01,0,0,0,1,0,0,2,4,2,0,0,0,0,0,4,5,9
ICLA,atencion odontologica,exodoncia,2015-10-01,0,1,2,8,6,5,0,12,4,0,0,0,0,0,12,26,38
INCAHUASI,atencion odontologica,exodoncia,2015-10-01,0,0,4,5,0,8,11,24,1,4,0,0,0,0,16,41,57
INQUISIVI,atencion odontologica,exodoncia,2015-10-01,0,0,10,5,2,7,7,11,6,14,0,0,0,0,25,37,62
IRUPANA (VILLA DE LANZA),atencion odontologica,exodoncia,2015-10-01,1,0,7,5,1,0,17,11,5,3,0,0,0,0,31,19,50
IXIAMAS,atencion odontologica,exodoncia,2015-10-01,1,0,12,18,15,11,11,32,1,2,0,0,0,0,40,63,103
JESUS DE MACHACA,atencion odontologica,exodoncia,2015-10-01,0,1,5,2,8,8,4,21,12,7,0,0,0,0,29,39,68
LA ASUNTA,atencion odontologica,exodoncia,2015-10-01,5,1,23,22,7,12,32,65,11,18,0,0,0,0,78,118,196
LA GUARDIA,atencion odontologica,exodoncia,2015-10-01,1,0,9,5,3,4,8,23,39,33,0,0,0,0,60,65,125
LA PAZ,atencion odontologica,exodoncia,2015-10-01,25,28,178,221,60,129,194,372,140,116,0,0,0,0,597,866,1463
LAGUNILLAS,atencion odontologica,exodoncia,2015-10-01,0,0,2,0,0,0,8,19,0,2,0,0,0,0,10,21,31
LAJA,atencion odontologica,exodoncia,2015-10-01,0,1,16,11,5,20,12,54,7,22,0,0,0,0,40,108,148
LAS CARRERAS,atencion odontologica,exodoncia,2015-10-01,0,1,4,3,1,1,1,4,0,6,0,0,0,0,6,15,21
LICOMA PAMPA,atencion odontologica,exodoncia,2015-10-01,0,0,1,4,0,2,1,2,0,3,0,0,0,0,2,11,13
LLALLAGUA,atencion odontologica,exodoncia,2015-10-01,0,0,14,13,2,2,3,21,6,12,0,0,0,0,25,48,73
LLICA,atencion odontologica,exodoncia,2015-10-01,0,0,3,4,0,1,1,12,6,3,0,0,0,0,10,20,30
LORETO,atencion odontologica,exodoncia,2015-10-01,0,0,4,2,3,0,0,6,0,6,0,0,0,0,7,14,21
LURIBAY,atencion odontologica,exodoncia,2015-10-01,0,0,3,5,1,2,4,15,4,0,0,0,0,0,12,22,34
MACHACAMARCA,atencion odontologica,exodoncia,2015-10-01,0,0,4,0,0,2,2,4,9,15,0,0,0,0,15,21,36
MACHARETI,atencion odontologica,exodoncia,2015-10-01,0,0,7,4,2,3,5,18,6,3,0,0,0,0,20,28,48
MAGDALENA,atencion odontologica,exodoncia,2015-10-01,0,0,6,1,3,3,12,2,2,0,0,0,0,0,23,6,29
MAIRANA,atencion odontologica,exodoncia,2015-10-01,0,0,0,2,1,1,0,3,3,3,0,0,0,0,4,9,13
MAPIRI,atencion odontologica,exodoncia,2015-10-01,1,1,5,7,0,3,13,12,7,2,0,0,0,0,26,25,51
MECAPACA,atencion odontologica,exodoncia,2015-10-01,0,0,5,9,2,10,9,20,4,4,0,0,0,0,20,43,63
MINEROS,atencion odontologica,exodoncia,2015-10-01,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,1,3
MIZQUE,atencion odontologica,exodoncia,2015-10-01,0,1,7,8,2,0,4,14,5,9,0,0,0,0,18,32,50
MOCOMOCO,atencion odontologica,exodoncia,2015-10-01,0,0,9,8,9,19,18,26,16,14,0,0,0,0,52,67,119
MOJOCOYA,atencion odontologica,exodoncia,2015-10-01,0,0,15,14,3,1,4,17,13,1,0,0,0,0,35,33,68
MONTEAGUDO,atencion odontologica,exodoncia,2015-10-01,0,0,16,13,5,3,7,39,4,5,0,0,0,0,32,60,92
MONTERO,atencion odontologica,exodoncia,2015-10-01,6,5,86,60,6,22,10,94,21,11,0,0,0,0,129,192,321
MORO MORO,atencion odontologica,exodoncia,2015-10-01,0,0,4,2,0,4,3,7,2,4,0,0,0,0,9,17,26
MOROCHATA,atencion odontologica,exodoncia,2015-10-01,0,0,0,0,1,0,9,12,8,12,0,0,0,0,18,24,42
NUEVO MANOA (NUEVA ESPERANZA),atencion odontologica,exodoncia,2015-10-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
OCURI,atencion odontologica,exodoncia,2015-10-01,0,1,3,0,3,0,10,13,1,2,0,0,0,0,17,16,33
OKINAWA,atencion odontologica,exodoncia,2015-10-01,0,0,2,2,1,1,2,2,0,0,0,0,0,0,5,5,10
ORURO,atencion odontologica,exodoncia,2015-10-01,17,37,97,108,33,59,135,289,86,77,0,0,0,0,368,570,938
PADCAYA,atencion odontologica,exodoncia,2015-10-01,0,0,13,23,15,9,10,43,16,2,0,0,0,0,54,77,131
PADILLA,atencion odontologica,exodoncia,2015-10-01,0,0,1,3,1,0,13,30,4,1,0,0,0,0,19,34,53
PAILON,atencion odontologica,exodoncia,2015-10-01,2,1,10,4,3,1,10,26,46,17,0,0,0,0,71,49,120
PALCA,atencion odontologica,exodoncia,2015-10-01,1,0,9,11,5,11,16,16,2,3,0,0,0,0,33,41,74
PALOS BLANCOS,atencion odontologica,exodoncia,2015-10-01,1,1,5,8,1,4,1,24,9,2,0,0,0,0,17,39,56
PAMPA AULLAGAS,atencion odontologica,exodoncia,2015-10-01,0,0,1,3,1,1,0,0,1,3,0,0,0,0,3,7,10
PAMPA GRANDE,atencion odontologica,exodoncia,2015-10-01,3,0,1,4,0,0,1,3,10,1,0,0,0,0,15,8,23
PAPEL PAMPA,atencion odontologica,exodoncia,2015-10-01,0,0,1,1,1,1,2,10,6,4,0,0,0,0,10,16,26
PASORAPA,atencion odontologica,exodoncia,2015-10-01,0,0,5,5,0,1,4,10,13,5,0,0,0,0,22,21,43
PATACAMAYA,atencion odontologica,exodoncia,2015-10-01,0,0,2,4,0,1,1,9,6,13,0,0,0,0,9,27,36
PAZÑA,atencion odontologica,exodoncia,2015-10-01,0,0,3,4,2,3,3,12,6,1,0,0,0,0,14,20,34
PELECHUCO,atencion odontologica,exodoncia,2015-10-01,0,0,2,2,3,4,3,9,8,1,0,0,0,0,16,16,32
POCOATA,atencion odontologica,exodoncia,2015-10-01,0,1,1,7,1,4,2,14,23,14,0,0,0,0,27,40,67
POCONA,atencion odontologica,exodoncia,2015-10-01,0,0,9,22,5,9,7,16,14,4,0,0,0,0,35,51,86
POJO (CBBA),atencion odontologica,exodoncia,2015-10-01,1,2,15,16,1,0,9,8,1,12,0,0,0,0,27,38,65
POOPO,atencion odontologica,exodoncia,2015-10-01,0,0,7,8,2,1,0,4,1,3,0,0,0,0,10,16,26
PORCO,atencion odontologica,exodoncia,2015-10-01,0,0,6,3,0,2,2,12,0,0,0,0,0,0,8,17,25
POROMA,atencion odontologica,exodoncia,2015-10-01,0,0,2,7,4,3,2,37,7,28,0,0,0,0,15,75,90
PORTACHUELO,atencion odontologica,exodoncia,2015-10-01,3,0,2,3,3,1,1,9,0,3,0,0,0,0,9,16,25
PORVENIR,atencion odontologica,exodoncia,2015-10-01,1,0,4,3,1,2,1,6,2,3,0,0,0,0,9,14,23
POSTRER VALLE,atencion odontologica,exodoncia,2015-10-01,0,0,1,2,0,1,0,2,0,0,0,0,0,0,1,5,6
POTOSI,atencion odontologica,exodoncia,2015-10-01,5,5,37,52,33,40,76,119,40,28,0,0,0,0,191,244,435
PRESTO,atencion odontologica,exodoncia,2015-10-01,0,0,4,6,6,2,2,9,13,11,0,0,0,0,25,28,53
PUCARA,atencion odontologica,exodoncia,2015-10-01,0,0,3,7,0,2,1,12,4,0,0,0,0,0,8,21,29
PUCARANI,atencion odontologica,exodoncia,2015-10-01,1,0,15,21,11,11,17,47,36,30,0,0,0,0,80,109,189
PUERTO ACOSTA,atencion odontologica,exodoncia,2015-10-01,3,5,9,8,11,8,5,30,11,12,0,0,0,0,39,63,102
PUERTO CARABUCO,atencion odontologica,exodoncia,2015-10-01,0,0,2,4,5,9,15,23,4,1,0,0,0,0,26,37,63
PUERTO GONZALO MORENO,atencion odontologica,exodoncia,2015-10-01,1,0,1,3,2,4,4,8,2,0,0,0,0,0,10,15,25
PUERTO PEREZ,atencion odontologica,exodoncia,2015-10-01,0,0,1,2,0,2,1,2,2,4,0,0,0,0,4,10,14
PUERTO QUIJARRO,atencion odontologica,exodoncia,2015-10-01,0,0,0,1,0,1,0,3,12,2,0,0,0,0,12,7,19
PUERTO RICO,atencion odontologica,exodoncia,2015-10-01,0,0,12,19,9,6,6,7,2,0,0,0,0,0,29,32,61
PUERTO SUAREZ,atencion odontologica,exodoncia,2015-10-01,0,0,0,1,0,0,1,11,0,2,0,0,0,0,1,14,15
PUERTO VILLARROEL,atencion odontologica,exodoncia,2015-10-01,0,1,5,15,3,9,4,20,4,0,0,0,0,0,16,45,61
PUNA,atencion odontologica,exodoncia,2015-10-01,0,0,13,13,5,9,18,38,8,11,0,0,0,0,44,71,115
PUNATA,atencion odontologica,exodoncia,2015-10-01,0,0,17,10,1,7,2,8,16,17,0,0,0,0,36,42,78
QUIABAYA,atencion odontologica,exodoncia,2015-10-01,0,0,3,5,2,1,5,19,0,7,0,0,0,0,10,32,42
QUILLACOLLO,atencion odontologica,exodoncia,2015-10-01,14,20,68,62,34,63,59,77,53,66,0,0,0,0,228,288,516
QUIME,atencion odontologica,exodoncia,2015-10-01,0,0,9,15,5,5,8,8,121,71,0,0,0,0,143,99,242
QUIRUSILLAS,atencion odontologica,exodoncia,2015-10-01,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2
RAVELO,atencion odontologica,exodoncia,2015-10-01,0,0,0,1,0,3,2,19,4,10,0,0,0,0,6,33,39
REYES,atencion odontologica,exodoncia,2015-10-01,0,0,4,4,0,0,3,14,1,2,0,0,0,0,8,20,28
RIBERALTA,atencion odontologica,exodoncia,2015-10-01,5,2,34,28,24,33,26,69,5,2,0,0,0,0,94,134,228
ROBORE,atencion odontologica,exodoncia,2015-10-01,0,0,7,4,1,0,2,4,4,8,0,0,0,0,14,16,30
RURRENABAQUE,atencion odontologica,exodoncia,2015-10-01,4,4,9,11,9,8,20,20,8,8,0,0,0,0,50,51,101
SABAYA,atencion odontologica,exodoncia,2015-10-01,0,0,8,7,0,1,4,2,4,5,0,0,0,0,16,15,31
SACABA,atencion odontologica,exodoncia,2015-10-01,4,7,133,130,14,33,15,22,23,28,0,0,0,0,189,220,409
SACABAMBA,atencion odontologica,exodoncia,2015-10-01,0,0,0,1,0,3,0,1,3,3,0,0,0,0,3,8,11
SACACA,atencion odontologica,exodoncia,2015-10-01,0,0,5,2,3,4,14,17,3,1,0,0,0,0,25,24,49
SAIPINA,atencion odontologica,exodoncia,2015-10-01,0,0,2,1,0,1,3,5,3,1,0,0,0,0,8,8,16
SALINAS DE GARCI MENDOZA,atencion odontologica,exodoncia,2015-10-01,0,0,6,18,2,7,9,14,10,7,0,0,0,0,27,46,73
SAMAIPATA,atencion odontologica,exodoncia,2015-10-01,0,0,1,4,1,0,5,5,0,0,0,0,0,0,7,9,16
SAN AGUSTIN,atencion odontologica,exodoncia,2015-10-01,0,0,0,1,0,1,2,3,0,0,0,0,0,0,2,5,7
SAN ANDRES,atencion odontologica,exodoncia,2015-10-01,2,1,3,2,0,2,7,13,1,1,0,0,0,0,13,19,32
SAN ANDRES DE MACHACA,atencion odontologica,exodoncia,2015-10-01,0,0,5,7,1,1,2,8,10,11,0,0,0,0,18,27,45
SAN ANTONIO DE ESMORUCO,atencion odontologica,exodoncia,2015-10-01,0,0,1,1,1,0,0,2,0,1,0,0,0,0,2,4,6
SAN ANTONIO DE LOMERIO,atencion odontologica,exodoncia,2015-10-01,2,0,1,1,0,3,1,8,2,2,0,0,0,0,6,14,20
SAN BENITO,atencion odontologica,exodoncia,2015-10-01,0,0,0,1,1,0,0,10,0,0,0,0,0,0,1,11,12
SAN BORJA,atencion odontologica,exodoncia,2015-10-01,0,1,4,2,1,10,9,19,10,7,0,0,0,0,24,39,63
SAN BUENA VENTURA,atencion odontologica,exodoncia,2015-10-01,0,2,9,14,11,6,16,29,9,8,0,0,0,0,45,59,104
SAN CARLOS,atencion odontologica,exodoncia,2015-10-01,0,2,4,2,6,2,5,19,3,3,0,0,0,0,18,28,46
SAN IGNACIO,atencion odontologica,exodoncia,2015-10-01,1,0,22,17,17,23,22,32,6,1,0,0,0,0,68,73,141
SAN IGNACIO DE VELASCO,atencion odontologica,exodoncia,2015-10-01,0,2,4,0,0,2,9,18,16,8,0,0,0,0,29,30,59
SAN JAVIER(BNI),atencion odontologica,exodoncia,2015-10-01,0,0,2,0,0,0,4,3,0,5,0,0,0,0,6,8,14
SAN JAVIER(STC),atencion odontologica,exodoncia,2015-10-01,0,0,1,6,0,1,1,5,3,2,0,0,0,0,5,14,19
SAN JOAQUIN,atencion odontologica,exodoncia,2015-10-01,4,1,9,21,3,2,4,10,2,2,0,0,0,0,22,36,58
SAN JOSE DE CHIQUITOS,atencion odontologica,exodoncia,2015-10-01,2,1,18,8,7,6,10,17,8,0,0,0,0,0,45,32,77
SAN JUAN DE YAPACANI,atencion odontologica,exodoncia,2015-10-01,0,0,1,0,0,0,1,4,8,0,0,0,0,0,10,4,14
SAN JULIAN,atencion odontologica,exodoncia,2015-10-01,0,0,0,0,3,1,1,4,7,0,0,0,0,0,11,5,16
SAN LORENZO(TJA),atencion odontologica,exodoncia,2015-10-01,1,0,33,29,3,8,13,57,3,9,0,0,0,0,53,103,156
SAN LUCAS,atencion odontologica,exodoncia,2015-10-01,0,0,12,10,3,14,7,47,10,21,0,0,0,0,32,92,124
SAN MATIAS,atencion odontologica,exodoncia,2015-10-01,4,1,3,4,2,4,4,4,1,4,0,0,0,0,14,17,31
SAN MIGUEL DE VELASCO,atencion odontologica,exodoncia,2015-10-01,0,1,0,0,1,3,3,6,8,17,0,0,0,0,12,27,39
SAN PABLO DE LIPEZ,atencion odontologica,exodoncia,2015-10-01,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,4,4
SAN PEDRO,atencion odontologica,exodoncia,2015-10-01,1,0,23,24,5,8,9,12,4,7,0,0,0,0,42,51,93
SAN PEDRO DE BUENA VISTA,atencion odontologica,exodoncia,2015-10-01,0,1,20,19,3,6,13,26,10,13,0,0,0,0,46,65,111
SAN PEDRO DE CURAHUARA,atencion odontologica,exodoncia,2015-10-01,0,0,0,2,0,0,0,6,2,6,0,0,0,0,2,14,16
SAN PEDRO DE QUEMES,atencion odontologica,exodoncia,2015-10-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
SAN PEDRO DE TIQUINA,atencion odontologica,exodoncia,2015-10-01,1,0,3,2,6,7,10,12,6,9,0,0,0,0,26,30,56
SAN RAFAEL,atencion odontologica,exodoncia,2015-10-01,2,1,0,5,1,2,1,7,9,9,0,0,0,0,13,24,37
SAN RAMON BENI,atencion odontologica,exodoncia,2015-10-01,0,0,4,2,2,3,3,1,0,0,0,0,0,0,9,6,15
SAN RAMON SCZ,atencion odontologica,exodoncia,2015-10-01,0,0,45,53,0,3,0,0,10,3,0,0,0,0,55,59,114
SANTA ANA,atencion odontologica,exodoncia,2015-10-01,0,0,14,13,7,4,8,24,7,10,0,0,0,0,36,51,87
SANTA CRUZ DE LA SIERRA,atencion odontologica,exodoncia,2015-10-01,18,16,82,110,49,70,133,231,205,151,0,0,0,0,487,578,1065
SANTA ROSA,atencion odontologica,exodoncia,2015-10-01,0,0,1,4,1,1,6,8,0,1,0,0,0,0,8,14,22
SANTA ROSA DEL SARA,atencion odontologica,exodoncia,2015-10-01,0,0,5,6,3,3,6,23,11,6,0,0,0,0,25,38,63
SANTIAGO DE CALLAPA,atencion odontologica,exodoncia,2015-10-01,0,0,0,0,0,1,0,4,2,2,0,0,0,0,2,7,9
SANTIAGO DE HUARI,atencion odontologica,exodoncia,2015-10-01,0,0,19,10,0,5,1,8,5,9,0,0,0,0,25,32,57
SANTIAGO DE HUATA,atencion odontologica,exodoncia,2015-10-01,1,0,1,2,0,2,2,7,10,9,0,0,0,0,14,20,34
SANTIAGO DE MACHACA,atencion odontologica,exodoncia,2015-10-01,0,1,5,4,2,5,1,9,4,15,0,0,0,0,12,34,46
SANTIVAÑES,atencion odontologica,exodoncia,2015-10-01,0,0,1,4,0,1,1,9,0,1,0,0,0,0,2,15,17
SANTUARIO DE QUILLACAS,atencion odontologica,exodoncia,2015-10-01,0,2,1,5,2,3,1,10,0,7,0,0,0,0,4,27,31
SAPAHAQUI,atencion odontologica,exodoncia,2015-10-01,0,1,2,6,2,0,8,28,6,1,0,0,0,0,18,36,54
SENA,atencion odontologica,exodoncia,2015-10-01,3,0,8,9,2,3,3,7,0,0,0,0,0,0,16,19,35
SHINAOTA,atencion odontologica,exodoncia,2015-10-01,3,0,0,0,0,0,0,4,0,1,0,0,0,0,3,5,8
SICA SICA (VILLA AROMA),atencion odontologica,exodoncia,2015-10-01,0,1,4,4,4,6,10,12,12,3,0,0,0,0,30,26,56
SICAYA,atencion odontologica,exodoncia,2015-10-01,0,0,1,5,0,1,2,4,0,1,0,0,0,0,3,11,14
SIPE SIPE,atencion odontologica,exodoncia,2015-10-01,0,0,3,0,4,1,1,12,2,10,0,0,0,0,10,23,33
SOPACHUY,atencion odontologica,exodoncia,2015-10-01,0,0,3,1,1,3,3,10,0,4,0,0,0,0,7,18,25
SORACACHI,atencion odontologica,exodoncia,2015-10-01,0,0,29,31,4,16,8,6,8,5,0,0,0,0,49,58,107
SORATA,atencion odontologica,exodoncia,2015-10-01,0,0,1,3,2,2,0,6,2,3,0,0,0,0,5,14,19
SUCRE,atencion odontologica,exodoncia,2015-10-01,9,9,154,206,33,46,117,197,57,74,0,0,0,0,370,532,902
TACACHI,atencion odontologica,exodoncia,2015-10-01,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,2,3
TACACOMA,atencion odontologica,exodoncia,2015-10-01,0,0,3,12,2,4,7,30,0,3,0,0,0,0,12,49,61
TACOBAMBA,atencion odontologica,exodoncia,2015-10-01,0,0,2,3,5,2,0,11,0,1,0,0,0,0,7,17,24
TACOPAYA,atencion odontologica,exodoncia,2015-10-01,0,0,0,3,2,4,0,2,1,4,0,0,0,0,3,13,16
TAHUA,atencion odontologica,exodoncia,2015-10-01,0,0,2,0,1,2,1,9,0,4,0,0,0,0,4,15,19
TAPACARI,atencion odontologica,exodoncia,2015-10-01,0,0,6,2,1,14,5,23,7,14,0,0,0,0,19,53,72
TARABUCO,atencion odontologica,exodoncia,2015-10-01,0,1,0,0,0,5,10,16,7,9,0,0,0,0,17,31,48
TARACO,atencion odontologica,exodoncia,2015-10-01,0,0,2,3,5,3,3,6,11,6,0,0,0,0,21,18,39
TARATA,atencion odontologica,exodoncia,2015-10-01,1,0,7,1,1,3,7,6,7,7,0,0,0,0,23,17,40
TARIJA,atencion odontologica,exodoncia,2015-10-01,10,8,95,95,22,42,100,220,53,33,0,0,0,0,280,398,678
TARVITA,atencion odontologica,exodoncia,2015-10-01,0,0,7,11,1,8,10,25,5,12,0,0,0,0,23,56,79
TEOPONTE,atencion odontologica,exodoncia,2015-10-01,0,1,7,5,1,8,9,18,8,1,0,0,0,0,25,33,58
TIAWANACU,atencion odontologica,exodoncia,2015-10-01,0,0,10,5,0,5,3,21,8,7,0,0,0,0,21,38,59
TINGUIPAYA,atencion odontologica,exodoncia,2015-10-01,0,0,1,1,1,5,5,21,8,22,0,0,0,0,15,49,64
TIPUANI,atencion odontologica,exodoncia,2015-10-01,2,3,6,7,0,2,4,6,3,0,0,0,0,0,15,18,33
TIQUIPAYA,atencion odontologica,exodoncia,2015-10-01,0,3,19,36,3,16,13,23,3,10,0,0,0,0,38,88,126
TIRAQUE (CBBA),atencion odontologica,exodoncia,2015-10-01,0,2,0,2,0,2,0,7,7,1,0,0,0,0,7,14,21
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,exodoncia,2015-10-01,0,0,0,3,3,1,0,2,1,4,0,0,0,0,4,10,14
TOCO,atencion odontologica,exodoncia,2015-10-01,0,0,2,0,3,3,2,4,7,3,0,0,0,0,14,10,24
TOLATA,atencion odontologica,exodoncia,2015-10-01,0,0,0,0,0,0,1,1,0,6,0,0,0,0,1,7,8
TOLEDO,atencion odontologica,exodoncia,2015-10-01,0,0,14,16,4,5,0,6,11,5,0,0,0,0,29,32,61
TOMAVE,atencion odontologica,exodoncia,2015-10-01,0,0,5,6,0,2,6,14,1,5,0,0,0,0,12,27,39
TOMINA,atencion odontologica,exodoncia,2015-10-01,0,0,8,4,1,4,12,37,2,3,0,0,0,0,23,48,71
TORO TORO,atencion odontologica,exodoncia,2015-10-01,0,0,4,8,2,1,5,16,2,6,0,0,0,0,13,31,44
TOTORA(CBBA),atencion odontologica,exodoncia,2015-10-01,0,2,6,8,1,2,2,6,3,0,0,0,0,0,12,18,30
TOTORA(ORR),atencion odontologica,exodoncia,2015-10-01,0,0,6,7,4,4,4,16,4,6,0,0,0,0,18,33,51
TRIGAL,atencion odontologica,exodoncia,2015-10-01,0,0,2,5,0,0,1,10,10,8,0,0,0,0,13,23,36
TRINIDAD,atencion odontologica,exodoncia,2015-10-01,16,19,146,144,13,38,115,76,10,8,0,0,0,0,300,285,585
TUPIZA,atencion odontologica,exodoncia,2015-10-01,0,0,18,23,3,6,20,43,12,7,0,0,0,0,53,79,132
TURCO,atencion odontologica,exodoncia,2015-10-01,0,0,4,3,1,0,4,10,3,1,0,0,0,0,12,14,26
UMALA,atencion odontologica,exodoncia,2015-10-01,0,0,0,0,1,0,2,0,1,0,0,0,0,0,4,0,4
UNCIA,atencion odontologica,exodoncia,2015-10-01,1,1,8,2,4,6,6,10,7,5,0,0,0,0,26,24,50
URIONDO (A. CONCEPCION),atencion odontologica,exodoncia,2015-10-01,0,0,23,17,7,12,25,48,0,7,0,0,0,0,55,84,139
URUBICHA,atencion odontologica,exodoncia,2015-10-01,0,0,3,3,2,2,0,4,0,10,0,0,0,0,5,19,24
UYUNI,atencion odontologica,exodoncia,2015-10-01,0,1,3,6,4,4,10,25,13,9,0,0,0,0,30,45,75
VACAS,atencion odontologica,exodoncia,2015-10-01,0,0,3,3,2,1,2,7,4,4,0,0,0,0,11,15,26
VALLEGRANDE,atencion odontologica,exodoncia,2015-10-01,0,0,11,13,15,5,21,26,4,8,0,0,0,0,51,52,103
VIACHA,atencion odontologica,exodoncia,2015-10-01,4,2,23,34,2,15,9,54,28,21,0,0,0,0,66,126,192
VILA VILA,atencion odontologica,exodoncia,2015-10-01,0,0,6,0,1,0,0,0,2,0,0,0,0,0,9,0,9
VILLA CHARCAS,atencion odontologica,exodoncia,2015-10-01,0,0,5,2,0,0,0,8,3,8,0,0,0,0,8,18,26
VILLA MONTES,atencion odontologica,exodoncia,2015-10-01,0,1,35,38,11,20,51,105,5,18,0,0,0,0,102,182,284
VILLA NUEVA (LOMA ALTA),atencion odontologica,exodoncia,2015-10-01,1,0,1,0,0,0,0,0,1,0,0,0,0,0,3,0,3
VILLA RIVERO,atencion odontologica,exodoncia,2015-10-01,0,0,0,3,2,1,1,10,0,4,0,0,0,0,3,18,21
VILLA SERRANO,atencion odontologica,exodoncia,2015-10-01,0,0,0,4,0,0,2,4,3,12,0,0,0,0,5,20,25
VILLA TUNARI,atencion odontologica,exodoncia,2015-10-01,3,5,9,7,3,11,3,44,1,13,0,0,0,0,19,80,99
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,exodoncia,2015-10-01,0,0,1,1,22,0,8,7,3,2,0,0,0,0,34,10,44
VILLAZON,atencion odontologica,exodoncia,2015-10-01,0,0,10,16,9,7,16,24,12,18,0,0,0,0,47,65,112
VINTO,atencion odontologica,exodoncia,2015-10-01,0,0,13,2,0,0,7,30,0,1,0,0,0,0,20,33,53
VITICHI,atencion odontologica,exodoncia,2015-10-01,0,0,11,5,2,2,3,23,18,9,0,0,0,0,34,39,73
WARNES,atencion odontologica,exodoncia,2015-10-01,3,6,11,8,0,1,3,15,21,7,0,0,0,0,38,37,75
YACO,atencion odontologica,exodoncia,2015-10-01,0,0,0,1,2,0,2,1,5,3,0,0,0,0,9,5,14
YACUIBA,atencion odontologica,exodoncia,2015-10-01,1,0,55,67,13,29,51,131,11,24,0,0,0,0,131,251,382
YAMPARAEZ,atencion odontologica,exodoncia,2015-10-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
YANACACHI,atencion odontologica,exodoncia,2015-10-01,0,0,2,4,0,0,2,5,0,0,0,0,0,0,4,9,13
YAPACANI,atencion odontologica,exodoncia,2015-10-01,4,2,9,14,5,14,10,41,29,16,0,0,0,0,57,87,144
YOCALLA,atencion odontologica,exodoncia,2015-10-01,0,0,0,0,1,1,4,13,2,3,0,0,0,0,7,17,24
YOTALA,atencion odontologica,exodoncia,2015-10-01,0,0,4,6,1,3,2,15,0,7,0,0,0,0,7,31,38
YUNCHARA,atencion odontologica,exodoncia,2015-10-01,0,0,10,3,3,3,9,12,0,0,0,0,0,0,22,18,40
ZUDAÑEZ,atencion odontologica,exodoncia,2015-10-01,0,0,0,1,5,2,4,23,2,5,0,0,0,0,11,31,42
