,group,variable,month,CIRUGIA BUCAL MENOR MENORES DE 5 AÑOS,CIRUGIA BUCAL MENOR MENORES DE 5 AÑOS,CIRUGIA BUCAL MENOR 5 A 13 AÑOS,CIRUGIA BUCAL MENOR 5 A 13 AÑOS,CIRUGIA BUCAL MENOR 14 A 19 AÑOS,CIRUGIA BUCAL MENOR 14 A 19 AÑOS,CIRUGIA BUCAL MENOR 20 A 59 AÑOS,CIRUGIA BUCAL MENOR 20 A 59 AÑOS,CIRUGIA BUCAL MENOR 60 AÑOS Y MAS,CIRUGIA BUCAL MENOR 60 AÑOS Y MAS,CIRUGIA BUCAL MENOR EMB,CIRUGIA BUCAL MENOR EMB,CIRUGIA BUCAL MENOR POST,CIRUGIA BUCAL MENOR POST,TOTALES,TOTALES,TOTALES
LA PAZ,atencion odontologica,cirugia bucal menor,2015-11-01,82,111,91,94,132,88,224,396,68,125,0,0,0,0,597,814,1411
LAGUNILLAS,atencion odontologica,cirugia bucal menor,2015-11-01,0,0,2,1,2,3,2,13,0,0,0,0,0,0,6,17,23
LAJA,atencion odontologica,cirugia bucal menor,2015-11-01,3,11,3,2,0,0,1,12,5,7,0,0,0,0,12,32,44
LAS CARRERAS,atencion odontologica,cirugia bucal menor,2015-11-01,0,0,3,6,1,0,2,4,3,1,0,0,0,0,9,11,20
LICOMA PAMPA,atencion odontologica,cirugia bucal menor,2015-11-01,0,0,0,3,1,0,0,7,1,3,0,0,0,0,2,13,15
LLALLAGUA,atencion odontologica,cirugia bucal menor,2015-11-01,12,7,4,10,4,5,8,38,8,14,0,0,0,0,36,74,110
LLICA,atencion odontologica,cirugia bucal menor,2015-11-01,3,0,6,6,2,1,6,8,5,1,0,0,0,0,22,16,38
LURIBAY,atencion odontologica,cirugia bucal menor,2015-11-01,3,0,8,2,3,5,2,13,2,4,0,0,0,0,18,24,42
MACHACAMARCA,atencion odontologica,cirugia bucal menor,2015-11-01,0,0,0,5,0,0,1,2,10,6,0,0,0,0,11,13,24
MACHARETI,atencion odontologica,cirugia bucal menor,2015-11-01,0,0,2,4,2,4,9,20,5,2,0,0,0,0,18,30,48
MAGDALENA,atencion odontologica,cirugia bucal menor,2015-11-01,1,1,0,0,1,0,0,3,0,0,0,0,0,0,2,4,6
MAIRANA,atencion odontologica,cirugia bucal menor,2015-11-01,5,2,0,0,1,0,0,0,0,0,0,0,0,0,6,2,8
MAPIRI,atencion odontologica,cirugia bucal menor,2015-11-01,8,7,5,7,6,6,7,21,5,2,0,0,0,0,31,43,74
MECAPACA,atencion odontologica,cirugia bucal menor,2015-11-01,3,1,6,12,2,8,4,14,3,5,0,0,0,0,18,40,58
MINEROS,atencion odontologica,cirugia bucal menor,2015-11-01,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,2
MIZQUE,atencion odontologica,cirugia bucal menor,2015-11-01,3,8,11,13,2,4,2,17,7,10,0,0,0,0,25,52,77
MOCOMOCO,atencion odontologica,cirugia bucal menor,2015-11-01,0,0,4,2,1,9,6,5,5,4,0,0,0,0,16,20,36
MOJOCOYA,atencion odontologica,cirugia bucal menor,2015-11-01,0,1,14,9,2,2,16,12,4,0,0,0,0,0,36,24,60
MONTEAGUDO,atencion odontologica,cirugia bucal menor,2015-11-01,2,5,7,9,3,7,13,22,17,26,0,0,0,0,42,69,111
MONTERO,atencion odontologica,cirugia bucal menor,2015-11-01,9,10,78,55,10,25,30,111,13,10,0,0,0,0,140,211,351
MORO MORO,atencion odontologica,cirugia bucal menor,2015-11-01,0,0,2,2,3,1,3,9,3,5,0,0,0,0,11,17,28
MOROCHATA,atencion odontologica,cirugia bucal menor,2015-11-01,0,2,1,0,0,2,4,7,14,8,0,0,0,0,19,19,38
OCURI,atencion odontologica,cirugia bucal menor,2015-11-01,4,1,5,2,2,2,7,14,13,2,0,0,0,0,31,21,52
OKINAWA,atencion odontologica,cirugia bucal menor,2015-11-01,1,0,1,2,1,3,0,3,2,0,0,0,0,0,5,8,13
OMEREQUE,atencion odontologica,cirugia bucal menor,2015-11-01,0,1,2,5,0,1,6,22,1,5,0,0,0,0,9,34,43
ORURO,atencion odontologica,cirugia bucal menor,2015-11-01,111,85,91,91,27,45,112,200,84,72,0,0,0,0,425,493,918
PADCAYA,atencion odontologica,cirugia bucal menor,2015-11-01,1,0,15,7,16,14,15,36,3,1,0,0,0,0,50,58,108
PADILLA,atencion odontologica,cirugia bucal menor,2015-11-01,0,0,4,1,0,3,5,13,3,4,0,0,0,0,12,21,33
PAILON,atencion odontologica,cirugia bucal menor,2015-11-01,2,1,1,1,0,0,2,4,2,3,0,0,0,0,7,9,16
PALCA,atencion odontologica,cirugia bucal menor,2015-11-01,2,2,8,14,2,5,8,23,6,5,0,0,0,0,26,49,75
PALOS BLANCOS,atencion odontologica,cirugia bucal menor,2015-11-01,4,3,5,8,1,5,4,15,4,1,0,0,0,0,18,32,50
PAMPA AULLAGAS,atencion odontologica,cirugia bucal menor,2015-11-01,0,0,4,0,0,1,0,4,0,1,0,0,0,0,4,6,10
PAMPA GRANDE,atencion odontologica,cirugia bucal menor,2015-11-01,1,0,0,0,0,1,0,5,4,1,0,0,0,0,5,7,12
PAPEL PAMPA,atencion odontologica,cirugia bucal menor,2015-11-01,1,1,1,2,1,4,9,11,17,8,0,0,0,0,29,26,55
PASORAPA,atencion odontologica,cirugia bucal menor,2015-11-01,0,0,6,1,1,2,8,14,13,6,0,0,0,0,28,23,51
PATACAMAYA,atencion odontologica,cirugia bucal menor,2015-11-01,3,2,0,0,0,0,0,1,0,2,0,0,0,0,3,5,8
PAZÑA,atencion odontologica,cirugia bucal menor,2015-11-01,2,5,2,3,0,0,2,4,0,1,0,0,0,0,6,13,19
PELECHUCO,atencion odontologica,cirugia bucal menor,2015-11-01,0,0,1,1,1,3,4,2,0,1,0,0,0,0,6,7,13
POCOATA,atencion odontologica,cirugia bucal menor,2015-11-01,1,4,3,4,1,1,7,21,7,10,0,0,0,0,19,40,59
POCONA,atencion odontologica,cirugia bucal menor,2015-11-01,1,1,3,6,0,0,2,2,1,1,0,0,0,0,7,10,17
POJO (CBBA),atencion odontologica,cirugia bucal menor,2015-11-01,1,0,0,0,1,2,0,0,0,1,0,0,0,0,2,3,5
POOPO,atencion odontologica,cirugia bucal menor,2015-11-01,7,2,13,7,1,2,6,10,2,6,0,0,0,0,29,27,56
PORCO,atencion odontologica,cirugia bucal menor,2015-11-01,0,4,1,5,1,5,5,12,0,1,0,0,0,0,7,27,34
POROMA,atencion odontologica,cirugia bucal menor,2015-11-01,3,1,6,7,3,5,13,38,15,19,0,0,0,0,40,70,110
PORTACHUELO,atencion odontologica,cirugia bucal menor,2015-11-01,0,0,0,0,0,1,6,1,7,0,0,0,0,0,13,2,15
PORVENIR,atencion odontologica,cirugia bucal menor,2015-11-01,2,0,0,0,0,1,1,0,0,0,0,0,0,0,3,1,4
POSTRER VALLE,atencion odontologica,cirugia bucal menor,2015-11-01,1,0,1,9,1,1,2,11,2,3,0,0,0,0,7,24,31
POTOSI,atencion odontologica,cirugia bucal menor,2015-11-01,75,65,57,58,62,81,114,207,20,16,0,0,0,0,328,427,755
PRESTO,atencion odontologica,cirugia bucal menor,2015-11-01,3,4,4,8,4,1,3,35,0,2,0,0,0,0,14,50,64
PUCARA,atencion odontologica,cirugia bucal menor,2015-11-01,0,0,1,0,1,1,3,30,10,0,0,0,0,0,15,31,46
PUCARANI,atencion odontologica,cirugia bucal menor,2015-11-01,13,9,16,19,13,32,29,68,55,30,0,0,0,0,126,158,284
PUERTO ACOSTA,atencion odontologica,cirugia bucal menor,2015-11-01,0,1,2,0,1,0,0,1,1,7,0,0,0,0,4,9,13
PUERTO CARABUCO,atencion odontologica,cirugia bucal menor,2015-11-01,4,5,2,1,3,4,8,11,2,5,0,0,0,0,19,26,45
PUERTO GONZALO MORENO,atencion odontologica,cirugia bucal menor,2015-11-01,3,1,0,1,0,1,2,5,1,0,0,0,0,0,6,8,14
PUERTO PEREZ,atencion odontologica,cirugia bucal menor,2015-11-01,0,0,5,2,0,2,3,6,12,9,0,0,0,0,20,19,39
PUERTO QUIJARRO,atencion odontologica,cirugia bucal menor,2015-11-01,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,10,10
PUERTO RICO,atencion odontologica,cirugia bucal menor,2015-11-01,0,0,8,2,14,10,14,3,2,1,0,0,0,0,38,16,54
PUERTO SUAREZ,atencion odontologica,cirugia bucal menor,2015-11-01,0,1,0,0,0,1,1,1,0,3,0,0,0,0,1,6,7
PUERTO VILLARROEL,atencion odontologica,cirugia bucal menor,2015-11-01,13,6,0,2,1,2,3,19,0,0,0,0,0,0,17,29,46
PUNA,atencion odontologica,cirugia bucal menor,2015-11-01,1,1,3,12,0,3,7,28,3,5,0,0,0,0,14,49,63
PUNATA,atencion odontologica,cirugia bucal menor,2015-11-01,3,7,5,1,1,8,5,7,3,7,0,0,0,0,17,30,47
QUIABAYA,atencion odontologica,cirugia bucal menor,2015-11-01,1,1,9,1,1,5,7,19,2,1,0,0,0,0,20,27,47
QUILLACOLLO,atencion odontologica,cirugia bucal menor,2015-11-01,39,45,21,6,3,6,3,23,12,9,0,0,0,0,78,89,167
QUIME,atencion odontologica,cirugia bucal menor,2015-11-01,8,9,9,5,4,9,17,26,20,17,0,0,0,0,58,66,124
QUIRUSILLAS,atencion odontologica,cirugia bucal menor,2015-11-01,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,2
RAVELO,atencion odontologica,cirugia bucal menor,2015-11-01,2,3,1,0,1,5,0,8,1,3,0,0,0,0,5,19,24
REYES,atencion odontologica,cirugia bucal menor,2015-11-01,0,0,0,0,0,1,4,4,1,0,0,0,0,0,5,5,10
RIBERALTA,atencion odontologica,cirugia bucal menor,2015-11-01,10,16,24,20,29,32,41,90,7,1,0,0,0,0,111,159,270
RURRENABAQUE,atencion odontologica,cirugia bucal menor,2015-11-01,4,3,7,9,8,8,14,24,7,6,0,0,0,0,40,50,90
SABAYA,atencion odontologica,cirugia bucal menor,2015-11-01,3,1,5,19,1,2,1,1,10,1,0,0,0,0,20,24,44
SACABA,atencion odontologica,cirugia bucal menor,2015-11-01,26,28,128,135,14,23,15,21,13,22,0,0,0,0,196,229,425
SACACA,atencion odontologica,cirugia bucal menor,2015-11-01,4,1,3,9,2,6,9,22,0,3,0,0,0,0,18,41,59
SAIPINA,atencion odontologica,cirugia bucal menor,2015-11-01,2,0,0,2,0,1,0,1,0,0,0,0,0,0,2,4,6
SALINAS DE GARCI MENDOZA,atencion odontologica,cirugia bucal menor,2015-11-01,13,8,17,26,1,2,6,14,6,24,0,0,0,0,43,74,117
SAMAIPATA,atencion odontologica,cirugia bucal menor,2015-11-01,1,0,0,4,0,0,0,3,5,0,0,0,0,0,6,7,13
SAN AGUSTIN,atencion odontologica,cirugia bucal menor,2015-11-01,1,0,0,1,2,0,2,1,0,2,0,0,0,0,5,4,9
SAN ANDRES,atencion odontologica,cirugia bucal menor,2015-11-01,2,2,5,14,1,5,2,18,0,1,0,0,0,0,10,40,50
SAN ANDRES DE MACHACA,atencion odontologica,cirugia bucal menor,2015-11-01,0,0,5,13,0,0,0,21,6,3,0,0,0,0,11,37,48
SAN ANTONIO DE LOMERIO,atencion odontologica,cirugia bucal menor,2015-11-01,0,0,1,2,0,1,0,10,5,1,0,0,0,0,6,14,20
SAN BENITO,atencion odontologica,cirugia bucal menor,2015-11-01,2,1,5,5,0,0,0,4,2,3,0,0,0,0,9,13,22
SAN BORJA,atencion odontologica,cirugia bucal menor,2015-11-01,5,4,2,7,0,14,1,15,2,6,0,0,0,0,10,46,56
SAN BUENA VENTURA,atencion odontologica,cirugia bucal menor,2015-11-01,0,1,1,1,0,1,1,0,3,0,0,0,0,0,5,3,8
SAN CARLOS,atencion odontologica,cirugia bucal menor,2015-11-01,2,1,0,0,0,0,0,0,1,0,0,0,0,0,3,1,4
SAN IGNACIO,atencion odontologica,cirugia bucal menor,2015-11-01,0,1,12,6,7,13,33,27,3,0,0,0,0,0,55,47,102
SAN IGNACIO DE VELASCO,atencion odontologica,cirugia bucal menor,2015-11-01,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,4
SAN JAVIER(STC),atencion odontologica,cirugia bucal menor,2015-11-01,0,0,3,5,0,0,1,5,6,2,0,0,0,0,10,12,22
SAN JOSE DE CHIQUITOS,atencion odontologica,cirugia bucal menor,2015-11-01,0,0,3,4,1,1,3,11,2,4,0,0,0,0,9,20,29
SAN JUAN DE YAPACANI,atencion odontologica,cirugia bucal menor,2015-11-01,3,0,0,1,0,0,0,2,0,0,0,0,0,0,3,3,6
SAN JULIAN,atencion odontologica,cirugia bucal menor,2015-11-01,3,0,1,0,0,0,2,3,0,0,0,0,0,0,6,3,9
SAN LORENZO(PND),atencion odontologica,cirugia bucal menor,2015-11-01,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6
SAN LORENZO(TJA),atencion odontologica,cirugia bucal menor,2015-11-01,1,5,31,28,7,12,22,73,15,9,0,0,0,0,76,127,203
SAN LUCAS,atencion odontologica,cirugia bucal menor,2015-11-01,1,8,1,9,7,8,10,59,16,4,0,0,0,0,35,88,123
SAN MIGUEL DE VELASCO,atencion odontologica,cirugia bucal menor,2015-11-01,2,2,4,2,1,2,3,15,16,15,0,0,0,0,26,36,62
SAN PABLO DE LIPEZ,atencion odontologica,cirugia bucal menor,2015-11-01,0,0,0,2,0,1,5,10,1,1,0,0,0,0,6,14,20
SAN PEDRO,atencion odontologica,cirugia bucal menor,2015-11-01,0,1,18,22,9,3,7,27,10,1,0,0,0,0,44,54,98
SAN PEDRO DE BUENA VISTA,atencion odontologica,cirugia bucal menor,2015-11-01,6,5,28,12,5,1,10,25,3,5,0,0,0,0,52,48,100
SAN PEDRO DE CURAHUARA,atencion odontologica,cirugia bucal menor,2015-11-01,0,0,2,0,0,0,3,2,0,0,0,0,0,0,5,2,7
SAN PEDRO DE QUEMES,atencion odontologica,cirugia bucal menor,2015-11-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN PEDRO DE TIQUINA,atencion odontologica,cirugia bucal menor,2015-11-01,2,2,5,13,4,14,7,15,5,9,0,0,0,0,23,53,76
SAN RAFAEL,atencion odontologica,cirugia bucal menor,2015-11-01,0,8,1,1,1,3,4,4,1,0,0,0,0,0,7,16,23
SANTA ANA,atencion odontologica,cirugia bucal menor,2015-11-01,0,1,27,19,4,3,10,28,12,0,0,0,0,0,53,51,104
SANTA CRUZ DE LA SIERRA,atencion odontologica,cirugia bucal menor,2015-11-01,30,34,20,28,15,29,54,133,58,56,0,0,0,0,177,280,457
SANTA ROSA,atencion odontologica,cirugia bucal menor,2015-11-01,0,0,3,2,0,1,1,5,0,0,0,0,0,0,4,8,12
SANTA ROSA DEL SARA,atencion odontologica,cirugia bucal menor,2015-11-01,3,3,3,1,0,3,3,7,0,0,0,0,0,0,9,14,23
SANTIAGO DE CALLAPA,atencion odontologica,cirugia bucal menor,2015-11-01,0,0,5,2,1,2,1,2,3,2,0,0,0,0,10,8,18
SANTIAGO DE HUARI,atencion odontologica,cirugia bucal menor,2015-11-01,3,1,35,25,2,2,1,9,6,9,0,0,0,0,47,46,93
SANTIAGO DE HUATA,atencion odontologica,cirugia bucal menor,2015-11-01,0,0,2,2,2,5,5,15,18,26,0,0,0,0,27,48,75
SANTIAGO DE MACHACA,atencion odontologica,cirugia bucal menor,2015-11-01,0,0,8,1,5,3,5,16,11,11,0,0,0,0,29,31,60
SANTIVAÑES,atencion odontologica,cirugia bucal menor,2015-11-01,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2
SANTUARIO DE QUILLACAS,atencion odontologica,cirugia bucal menor,2015-11-01,5,1,2,1,0,0,0,5,2,5,0,0,0,0,9,12,21
SAPAHAQUI,atencion odontologica,cirugia bucal menor,2015-11-01,0,1,6,6,4,4,13,15,6,7,0,0,0,0,29,33,62
SENA,atencion odontologica,cirugia bucal menor,2015-11-01,0,1,2,1,0,0,0,0,0,0,0,0,0,0,2,2,4
SHINAOTA,atencion odontologica,cirugia bucal menor,2015-11-01,1,1,0,0,0,0,0,0,1,3,0,0,0,0,2,4,6
SICA SICA (VILLA AROMA),atencion odontologica,cirugia bucal menor,2015-11-01,4,2,5,4,2,8,13,37,9,8,0,0,0,0,33,59,92
SICAYA,atencion odontologica,cirugia bucal menor,2015-11-01,1,0,5,5,0,0,3,8,0,0,0,0,0,0,9,13,22
SIPE SIPE,atencion odontologica,cirugia bucal menor,2015-11-01,9,6,6,1,1,8,6,8,3,4,0,0,0,0,25,27,52
SOPACHUY,atencion odontologica,cirugia bucal menor,2015-11-01,1,1,7,7,2,5,2,18,5,4,0,0,0,0,17,35,52
SORACACHI,atencion odontologica,cirugia bucal menor,2015-11-01,4,2,34,35,0,6,5,18,4,13,0,0,0,0,47,74,121
SORATA,atencion odontologica,cirugia bucal menor,2015-11-01,5,0,3,6,2,6,8,8,1,9,0,0,0,0,19,29,48
SUCRE,atencion odontologica,cirugia bucal menor,2015-11-01,111,77,172,173,19,43,74,288,73,64,0,0,0,0,449,645,1094
TACACHI,atencion odontologica,cirugia bucal menor,2015-11-01,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,8,8
TACACOMA,atencion odontologica,cirugia bucal menor,2015-11-01,3,5,4,3,4,6,8,11,4,0,0,0,0,0,23,25,48
TACOBAMBA,atencion odontologica,cirugia bucal menor,2015-11-01,0,0,1,0,1,0,0,6,0,2,0,0,0,0,2,8,10
TACOPAYA,atencion odontologica,cirugia bucal menor,2015-11-01,1,1,2,0,0,1,4,7,2,3,0,0,0,0,9,12,21
TAPACARI,atencion odontologica,cirugia bucal menor,2015-11-01,3,6,5,6,1,5,10,30,8,14,0,0,0,0,27,61,88
TARABUCO,atencion odontologica,cirugia bucal menor,2015-11-01,6,11,0,1,1,0,3,11,13,10,0,0,0,0,23,33,56
TARACO,atencion odontologica,cirugia bucal menor,2015-11-01,2,0,4,2,1,4,7,16,17,8,0,0,0,0,31,30,61
TARATA,atencion odontologica,cirugia bucal menor,2015-11-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
TARIJA,atencion odontologica,cirugia bucal menor,2015-11-01,6,14,109,95,39,61,112,195,46,28,0,0,0,0,312,393,705
TARVITA,atencion odontologica,cirugia bucal menor,2015-11-01,0,0,2,0,3,4,3,16,1,5,0,0,0,0,9,25,34
TEOPONTE,atencion odontologica,cirugia bucal menor,2015-11-01,0,2,8,2,1,4,12,11,9,1,0,0,0,0,30,20,50
TIAWANACU,atencion odontologica,cirugia bucal menor,2015-11-01,3,1,1,4,4,7,9,11,4,5,0,0,0,0,21,28,49
TINGUIPAYA,atencion odontologica,cirugia bucal menor,2015-11-01,0,0,0,0,6,2,5,15,6,8,0,0,0,0,17,25,42
TIPUANI,atencion odontologica,cirugia bucal menor,2015-11-01,6,0,1,3,0,2,5,5,4,1,0,0,0,0,16,11,27
TIQUIPAYA,atencion odontologica,cirugia bucal menor,2015-11-01,20,16,17,18,1,15,10,39,15,12,0,0,0,0,63,100,163
TIRAQUE (CBBA),atencion odontologica,cirugia bucal menor,2015-11-01,3,5,4,9,2,4,1,6,1,7,0,0,0,0,11,31,42
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,cirugia bucal menor,2015-11-01,1,0,2,3,1,3,3,14,1,0,0,0,0,0,8,20,28
TOCO,atencion odontologica,cirugia bucal menor,2015-11-01,1,1,6,7,0,1,6,9,7,19,0,0,0,0,20,37,57
TOLATA,atencion odontologica,cirugia bucal menor,2015-11-01,4,3,2,2,1,2,3,4,2,1,0,0,0,0,12,12,24
TOLEDO,atencion odontologica,cirugia bucal menor,2015-11-01,3,0,2,3,2,0,2,1,1,2,0,0,0,0,10,6,16
TOMAVE,atencion odontologica,cirugia bucal menor,2015-11-01,2,2,1,6,2,1,0,6,1,0,0,0,0,0,6,15,21
TOMINA,atencion odontologica,cirugia bucal menor,2015-11-01,0,3,3,0,0,2,0,8,0,0,0,0,0,0,3,13,16
TORO TORO,atencion odontologica,cirugia bucal menor,2015-11-01,1,4,1,1,3,3,0,2,0,0,0,0,0,0,5,10,15
TOTORA(CBBA),atencion odontologica,cirugia bucal menor,2015-11-01,1,2,2,4,2,3,3,4,3,2,0,0,0,0,11,15,26
TOTORA(ORR),atencion odontologica,cirugia bucal menor,2015-11-01,2,1,1,1,1,2,4,3,0,0,0,0,0,0,8,7,15
TRIGAL,atencion odontologica,cirugia bucal menor,2015-11-01,2,2,3,4,0,1,1,7,5,1,0,0,0,0,11,15,26
TRINIDAD,atencion odontologica,cirugia bucal menor,2015-11-01,3,4,27,22,8,9,12,34,6,4,0,0,0,0,56,73,129
TUPIZA,atencion odontologica,cirugia bucal menor,2015-11-01,2,8,22,32,3,10,7,50,8,14,0,0,0,0,42,114,156
TURCO,atencion odontologica,cirugia bucal menor,2015-11-01,0,0,1,3,0,0,1,0,2,3,0,0,0,0,4,6,10
UMALA,atencion odontologica,cirugia bucal menor,2015-11-01,0,0,1,1,3,1,0,3,1,3,0,0,0,0,5,8,13
UNCIA,atencion odontologica,cirugia bucal menor,2015-11-01,8,5,1,2,0,3,4,7,4,3,0,0,0,0,17,20,37
URIONDO (A. CONCEPCION),atencion odontologica,cirugia bucal menor,2015-11-01,2,5,31,21,8,13,16,60,9,1,0,0,0,0,66,100,166
URUBICHA,atencion odontologica,cirugia bucal menor,2015-11-01,0,1,2,0,0,0,0,3,0,2,0,0,0,0,2,6,8
UYUNI,atencion odontologica,cirugia bucal menor,2015-11-01,5,3,4,1,0,2,1,3,2,0,0,0,0,0,12,9,21
VACAS,atencion odontologica,cirugia bucal menor,2015-11-01,2,1,3,9,3,2,4,12,5,6,0,0,0,0,17,30,47
VALLEGRANDE,atencion odontologica,cirugia bucal menor,2015-11-01,19,5,5,7,1,2,14,31,38,14,0,0,0,0,77,59,136
VIACHA,atencion odontologica,cirugia bucal menor,2015-11-01,19,10,25,13,8,10,13,63,21,25,0,0,0,0,86,121,207
VILA VILA,atencion odontologica,cirugia bucal menor,2015-11-01,0,0,0,3,0,1,2,5,1,5,0,0,0,0,3,14,17
VILLA CHARCAS,atencion odontologica,cirugia bucal menor,2015-11-01,0,3,7,6,0,0,8,14,2,3,0,0,0,0,17,26,43
VILLA MONTES,atencion odontologica,cirugia bucal menor,2015-11-01,7,11,52,70,33,38,109,194,7,9,0,0,0,0,208,322,530
VILLA NUEVA (LOMA ALTA),atencion odontologica,cirugia bucal menor,2015-11-01,2,0,5,6,2,2,1,7,1,1,0,0,0,0,11,16,27
VILLA RIVERO,atencion odontologica,cirugia bucal menor,2015-11-01,5,1,5,5,1,0,5,4,2,8,0,0,0,0,18,18,36
VILLA SERRANO,atencion odontologica,cirugia bucal menor,2015-11-01,3,1,2,1,2,2,1,6,7,1,0,0,0,0,15,11,26
VILLA TUNARI,atencion odontologica,cirugia bucal menor,2015-11-01,38,18,8,4,2,8,11,64,8,14,0,0,0,0,67,108,175
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,cirugia bucal menor,2015-11-01,1,1,6,1,2,0,13,13,1,1,0,0,0,0,23,16,39
VILLAZON,atencion odontologica,cirugia bucal menor,2015-11-01,7,9,10,22,9,18,13,57,25,43,0,0,0,0,64,149,213
VINTO,atencion odontologica,cirugia bucal menor,2015-11-01,11,5,8,8,1,6,3,13,6,10,0,0,0,0,29,42,71
VITICHI,atencion odontologica,cirugia bucal menor,2015-11-01,0,0,1,2,1,3,3,3,13,29,0,0,0,0,18,37,55
WALDO BALLIVIAN,atencion odontologica,cirugia bucal menor,2015-11-01,0,0,6,5,3,6,4,19,1,0,0,0,0,0,14,30,44
WARNES,atencion odontologica,cirugia bucal menor,2015-11-01,4,5,12,13,1,9,7,22,1,2,0,0,0,0,25,51,76
YACO,atencion odontologica,cirugia bucal menor,2015-11-01,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3
YACUIBA,atencion odontologica,cirugia bucal menor,2015-11-01,12,4,53,36,14,35,73,178,37,21,0,0,0,0,189,274,463
YAMPARAEZ,atencion odontologica,cirugia bucal menor,2015-11-01,5,2,2,2,1,2,4,6,2,6,0,0,0,0,14,18,32
YANACACHI,atencion odontologica,cirugia bucal menor,2015-11-01,1,1,3,4,0,2,7,9,2,1,0,0,0,0,13,17,30
YAPACANI,atencion odontologica,cirugia bucal menor,2015-11-01,25,13,2,4,0,4,3,16,7,3,0,0,0,0,37,40,77
YOCALLA,atencion odontologica,cirugia bucal menor,2015-11-01,1,1,2,3,0,2,4,3,2,0,0,0,0,0,9,9,18
YOTALA,atencion odontologica,cirugia bucal menor,2015-11-01,2,0,4,5,1,5,2,17,3,4,0,0,0,0,12,31,43
YUNCHARA,atencion odontologica,cirugia bucal menor,2015-11-01,3,0,20,15,8,15,19,42,5,2,0,0,0,0,55,74,129
ZUDAÑEZ,atencion odontologica,cirugia bucal menor,2015-11-01,0,0,1,0,1,1,2,0,1,0,0,0,0,0,5,1,6
ACACIO,atencion odontologica,cirugia bucal menor,2015-12-01,4,2,5,4,1,4,2,10,6,3,0,0,0,0,18,23,41
ACHACACHI,atencion odontologica,cirugia bucal menor,2015-12-01,18,12,16,12,6,17,8,48,65,84,0,0,0,0,113,173,286
ACHOCALLA,atencion odontologica,cirugia bucal menor,2015-12-01,3,2,2,2,0,2,3,3,2,2,0,0,0,0,10,11,21
ALALAY,atencion odontologica,cirugia bucal menor,2015-12-01,0,0,1,1,0,0,1,5,1,0,0,0,0,0,3,6,9
ALCALA,atencion odontologica,cirugia bucal menor,2015-12-01,3,1,4,8,3,8,6,7,2,0,0,0,0,0,18,24,42
ALTO BENI,atencion odontologica,cirugia bucal menor,2015-12-01,1,3,3,2,1,2,3,3,2,0,0,0,0,0,10,10,20
ANCORAIMES,atencion odontologica,cirugia bucal menor,2015-12-01,1,5,4,3,3,6,9,18,23,9,0,0,0,0,40,41,81
ANDAMARCA,atencion odontologica,cirugia bucal menor,2015-12-01,3,1,2,0,0,1,1,10,4,7,0,0,0,0,10,19,29
ANTEQUERA,atencion odontologica,cirugia bucal menor,2015-12-01,1,2,2,3,2,2,1,11,1,0,0,0,0,0,7,18,25
ANZALDO,atencion odontologica,cirugia bucal menor,2015-12-01,0,2,1,3,2,5,4,7,6,6,0,0,0,0,13,23,36
APOLO,atencion odontologica,cirugia bucal menor,2015-12-01,2,4,7,9,0,11,7,10,2,0,0,0,0,0,18,34,52
ARAMPAMPA,atencion odontologica,cirugia bucal menor,2015-12-01,0,0,0,1,0,0,3,4,3,0,0,0,0,0,6,5,11
ARANI,atencion odontologica,cirugia bucal menor,2015-12-01,0,0,3,1,1,1,1,5,1,0,0,0,0,0,6,7,13
ARBIETO,atencion odontologica,cirugia bucal menor,2015-12-01,2,1,2,4,0,4,2,5,2,4,0,0,0,0,8,18,26
ARQUE,atencion odontologica,cirugia bucal menor,2015-12-01,3,2,4,2,0,1,0,16,2,2,0,0,0,0,9,23,32
ASCENCION DE GUARAYOS,atencion odontologica,cirugia bucal menor,2015-12-01,6,7,7,10,1,7,4,29,15,1,0,0,0,0,33,54,87
ATOCHA,atencion odontologica,cirugia bucal menor,2015-12-01,4,0,12,11,0,7,7,24,0,1,0,0,0,0,23,43,66
AUCAPATA,atencion odontologica,cirugia bucal menor,2015-12-01,0,0,8,2,0,0,2,7,7,4,0,0,0,0,17,13,30
AYATA,atencion odontologica,cirugia bucal menor,2015-12-01,1,2,2,1,1,6,8,40,9,15,0,0,0,0,21,64,85
AYO AYO,atencion odontologica,cirugia bucal menor,2015-12-01,3,1,4,2,2,5,4,7,4,6,0,0,0,0,17,21,38
