,group,variable,month,PRIMERA CONSULTA MENORES DE 5 AÑOS,PRIMERA CONSULTA MENORES DE 5 AÑOS,PRIMERA CONSULTA 5 A 13 AÑOS,PRIMERA CONSULTA 5 A 13 AÑOS,PRIMERA CONSULTA 14 A 19 AÑOS,PRIMERA CONSULTA 14 A 19 AÑOS,PRIMERA CONSULTA 20 A 59 AÑOS,PRIMERA CONSULTA 20 A 59 AÑOS,PRIMERA CONSULTA 60 AÑOS Y MAS,PRIMERA CONSULTA 60 AÑOS Y MAS,PRIMERA CONSULTA EMB,PRIMERA CONSULTA EMB,PRIMERA CONSULTA POST,PRIMERA CONSULTA POST,TOTALES,TOTALES,TOTALES
MAGDALENA,atencion odontologica,primera consulta,2015-10-01,3,7,7,3,3,3,5,3,1,0,0,0,0,3,19,19,38
MAIRANA,atencion odontologica,primera consulta,2015-10-01,6,13,7,18,5,4,3,20,4,1,0,31,0,13,25,100,125
MALLA,atencion odontologica,primera consulta,2015-10-01,1,2,0,0,1,0,1,2,2,6,0,0,0,0,5,10,15
MAPIRI,atencion odontologica,primera consulta,2015-10-01,13,5,26,29,6,13,26,35,14,1,0,7,0,11,85,101,186
MECAPACA,atencion odontologica,primera consulta,2015-10-01,6,9,2,10,3,4,2,22,20,1,0,0,0,2,33,48,81
MINEROS,atencion odontologica,primera consulta,2015-10-01,1,1,2,1,0,0,0,1,0,0,0,0,0,0,3,3,6
MIZQUE,atencion odontologica,primera consulta,2015-10-01,15,10,8,9,2,9,11,25,6,12,0,5,0,5,42,75,117
MOCOMOCO,atencion odontologica,primera consulta,2015-10-01,3,4,7,8,7,18,14,27,11,8,0,2,0,4,42,71,113
MOJINETE,atencion odontologica,primera consulta,2015-10-01,10,12,0,0,0,0,6,17,3,4,0,0,0,0,19,33,52
MOJOCOYA,atencion odontologica,primera consulta,2015-10-01,5,8,29,21,5,9,10,30,6,0,0,14,0,3,55,85,140
MONTEAGUDO,atencion odontologica,primera consulta,2015-10-01,19,23,19,26,6,15,20,67,12,5,0,39,0,5,76,180,256
MONTERO,atencion odontologica,primera consulta,2015-10-01,127,107,106,103,44,73,132,265,36,22,0,52,0,17,445,639,1084
MORO MORO,atencion odontologica,primera consulta,2015-10-01,4,2,4,2,1,5,8,14,1,2,0,2,0,3,18,30,48
MOROCHATA,atencion odontologica,primera consulta,2015-10-01,9,19,1,6,0,8,5,9,7,1,0,11,0,13,22,67,89
NUEVO MANOA (NUEVA ESPERANZA),atencion odontologica,primera consulta,2015-10-01,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2,3
OCURI,atencion odontologica,primera consulta,2015-10-01,4,5,8,1,5,5,10,24,3,1,0,5,0,5,30,46,76
OKINAWA,atencion odontologica,primera consulta,2015-10-01,9,6,4,3,5,13,4,28,0,2,0,23,0,0,22,75,97
ORURO,atencion odontologica,primera consulta,2015-10-01,282,271,451,424,136,168,347,566,92,82,0,143,0,65,1308,1719,3027
PADCAYA,atencion odontologica,primera consulta,2015-10-01,6,5,41,36,29,34,42,71,7,2,0,5,0,2,125,155,280
PADILLA,atencion odontologica,primera consulta,2015-10-01,10,8,5,5,5,4,14,18,5,10,0,17,0,2,39,64,103
PAILON,atencion odontologica,primera consulta,2015-10-01,15,15,12,6,12,12,18,56,16,7,0,12,0,10,73,118,191
PALCA,atencion odontologica,primera consulta,2015-10-01,16,24,10,18,5,14,16,23,8,5,0,2,0,7,55,93,148
PALOS BLANCOS,atencion odontologica,primera consulta,2015-10-01,33,21,13,14,6,13,14,46,4,5,0,6,0,7,70,112,182
PAMPA AULLAGAS,atencion odontologica,primera consulta,2015-10-01,1,1,0,2,1,0,1,4,6,22,0,2,0,0,9,31,40
PAMPA GRANDE,atencion odontologica,primera consulta,2015-10-01,17,14,1,6,1,4,3,11,4,6,0,5,0,9,26,55,81
PAPEL PAMPA,atencion odontologica,primera consulta,2015-10-01,1,3,4,1,1,2,8,13,5,4,0,2,0,2,19,27,46
PASORAPA,atencion odontologica,primera consulta,2015-10-01,3,0,1,5,0,4,4,15,6,3,0,0,0,1,14,28,42
PATACAMAYA,atencion odontologica,primera consulta,2015-10-01,16,16,4,4,3,3,1,17,6,4,0,2,0,4,30,50,80
PAZÑA,atencion odontologica,primera consulta,2015-10-01,2,4,64,57,5,4,5,9,8,1,0,9,0,4,84,88,172
PELECHUCO,atencion odontologica,primera consulta,2015-10-01,8,5,1,4,3,5,3,6,1,1,0,0,0,1,16,22,38
POCOATA,atencion odontologica,primera consulta,2015-10-01,26,38,5,22,9,10,11,12,14,18,0,22,0,15,65,137,202
POCONA,atencion odontologica,primera consulta,2015-10-01,8,4,103,89,10,35,8,21,9,1,0,21,0,4,138,175,313
POJO (CBBA),atencion odontologica,primera consulta,2015-10-01,50,43,64,41,2,3,3,15,6,14,0,10,0,9,125,135,260
POOPO,atencion odontologica,primera consulta,2015-10-01,8,8,14,19,3,3,5,19,0,2,0,4,0,1,30,56,86
PORCO,atencion odontologica,primera consulta,2015-10-01,10,17,8,11,3,5,5,31,1,0,0,2,0,2,27,68,95
POROMA,atencion odontologica,primera consulta,2015-10-01,39,41,58,70,50,32,16,42,9,9,0,18,0,6,172,218,390
PORONGO,atencion odontologica,primera consulta,2015-10-01,11,17,10,2,0,4,0,7,25,15,0,7,0,2,46,54,100
PORTACHUELO,atencion odontologica,primera consulta,2015-10-01,5,7,6,5,1,4,5,12,1,2,0,10,0,0,18,40,58
PORVENIR,atencion odontologica,primera consulta,2015-10-01,27,6,8,5,2,4,5,12,2,3,0,11,0,4,44,45,89
POSTRER VALLE,atencion odontologica,primera consulta,2015-10-01,3,2,1,2,0,4,1,0,1,1,0,2,0,0,6,11,17
POTOSI,atencion odontologica,primera consulta,2015-10-01,156,159,414,401,151,583,198,354,43,45,0,115,0,71,962,1728,2690
PRESTO,atencion odontologica,primera consulta,2015-10-01,18,10,8,12,11,10,4,16,4,3,0,5,0,2,45,58,103
PUCARA,atencion odontologica,primera consulta,2015-10-01,3,3,5,9,1,3,2,12,0,0,0,1,0,0,11,28,39
PUCARANI,atencion odontologica,primera consulta,2015-10-01,32,28,33,41,16,14,31,66,22,19,0,6,0,5,134,179,313
PUERTO ACOSTA,atencion odontologica,primera consulta,2015-10-01,8,10,13,8,9,6,12,21,12,12,0,7,0,1,54,65,119
PUERTO CARABUCO,atencion odontologica,primera consulta,2015-10-01,1,2,2,5,5,8,10,19,3,1,0,1,0,0,21,36,57
PUERTO GONZALO MORENO,atencion odontologica,primera consulta,2015-10-01,13,12,4,8,9,8,12,5,2,1,0,4,0,4,40,42,82
PUERTO PEREZ,atencion odontologica,primera consulta,2015-10-01,3,4,3,2,1,3,7,8,2,3,0,0,0,1,16,21,37
PUERTO QUIJARRO,atencion odontologica,primera consulta,2015-10-01,9,11,133,159,0,2,0,10,2,2,0,12,0,1,144,197,341
PUERTO RICO,atencion odontologica,primera consulta,2015-10-01,34,23,13,11,4,5,5,11,5,2,0,4,0,3,61,59,120
PUERTO SUAREZ,atencion odontologica,primera consulta,2015-10-01,7,9,2,2,3,1,1,12,5,3,0,7,0,5,18,39,57
PUERTO VILLARROEL,atencion odontologica,primera consulta,2015-10-01,55,53,8,15,8,22,23,57,10,10,0,17,0,24,104,198,302
PUNA,atencion odontologica,primera consulta,2015-10-01,19,18,12,15,7,12,28,62,5,9,0,7,0,8,71,131,202
PUNATA,atencion odontologica,primera consulta,2015-10-01,10,15,12,7,2,9,8,30,4,2,0,23,0,5,36,91,127
QUIABAYA,atencion odontologica,primera consulta,2015-10-01,5,4,2,5,2,2,5,13,0,1,0,5,0,2,14,32,46
QUILLACOLLO,atencion odontologica,primera consulta,2015-10-01,127,125,46,35,33,42,47,95,12,23,0,29,0,48,265,397,662
QUIME,atencion odontologica,primera consulta,2015-10-01,20,20,7,13,4,9,11,15,25,28,0,8,0,1,67,94,161
QUIRUSILLAS,atencion odontologica,primera consulta,2015-10-01,4,4,3,0,0,0,1,0,0,0,0,1,0,0,8,5,13
RAVELO,atencion odontologica,primera consulta,2015-10-01,42,38,56,38,12,5,5,29,21,44,0,15,0,14,136,183,319
REYES,atencion odontologica,primera consulta,2015-10-01,2,2,7,11,0,4,6,14,2,3,0,2,0,2,17,38,55
RIBERALTA,atencion odontologica,primera consulta,2015-10-01,65,71,90,97,39,77,61,134,30,21,0,134,0,32,285,566,851
ROBORE,atencion odontologica,primera consulta,2015-10-01,10,7,19,13,2,11,3,27,5,3,0,20,0,9,39,90,129
RURRENABAQUE,atencion odontologica,primera consulta,2015-10-01,12,13,20,19,22,19,21,38,9,3,0,10,0,4,84,106,190
SABAYA,atencion odontologica,primera consulta,2015-10-01,3,4,10,14,16,15,1,8,4,7,0,1,0,2,34,51,85
SACABA,atencion odontologica,primera consulta,2015-10-01,52,62,171,174,72,89,39,80,25,19,0,50,0,54,359,528,887
SACABAMBA,atencion odontologica,primera consulta,2015-10-01,1,2,2,2,2,3,1,4,0,3,0,0,0,1,6,15,21
SACACA,atencion odontologica,primera consulta,2015-10-01,18,18,6,4,5,11,15,35,6,17,0,16,0,15,50,116,166
SAIPINA,atencion odontologica,primera consulta,2015-10-01,10,10,6,8,1,2,4,8,3,1,0,1,0,4,24,34,58
SALINAS DE GARCI MENDOZA,atencion odontologica,primera consulta,2015-10-01,19,8,27,39,8,16,13,18,9,11,0,16,0,3,76,111,187
SAMAIPATA,atencion odontologica,primera consulta,2015-10-01,3,1,5,2,1,3,4,4,4,1,0,0,0,0,17,11,28
SAN AGUSTIN,atencion odontologica,primera consulta,2015-10-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SAN ANDRES,atencion odontologica,primera consulta,2015-10-01,8,7,7,4,2,2,7,16,2,1,0,0,0,2,26,32,58
SAN ANDRES DE MACHACA,atencion odontologica,primera consulta,2015-10-01,2,2,12,9,13,13,12,18,8,9,0,1,0,4,47,56,103
SAN ANTONIO DE ESMORUCO,atencion odontologica,primera consulta,2015-10-01,3,2,1,0,2,1,0,6,0,1,0,0,0,1,6,11,17
SAN ANTONIO DE LOMERIO,atencion odontologica,primera consulta,2015-10-01,2,7,1,2,0,5,2,6,2,3,0,9,0,2,7,34,41
SAN BENITO,atencion odontologica,primera consulta,2015-10-01,2,5,1,1,3,0,3,7,5,1,0,5,0,10,14,29,43
SAN BORJA,atencion odontologica,primera consulta,2015-10-01,38,27,7,7,7,23,15,55,27,20,0,11,0,8,94,151,245
SAN BUENA VENTURA,atencion odontologica,primera consulta,2015-10-01,2,16,11,15,7,13,12,23,3,3,0,4,0,3,35,77,112
SAN CARLOS,atencion odontologica,primera consulta,2015-10-01,41,39,11,8,8,12,7,31,5,4,0,7,0,5,72,106,178
SAN IGNACIO,atencion odontologica,primera consulta,2015-10-01,21,13,111,71,21,31,27,59,1,3,0,8,0,4,181,189,370
SAN IGNACIO DE VELASCO,atencion odontologica,primera consulta,2015-10-01,424,330,72,89,2,5,22,40,18,13,0,11,0,39,538,527,1065
SAN JAVIER(BNI),atencion odontologica,primera consulta,2015-10-01,0,2,1,0,0,0,1,0,0,2,0,0,0,0,2,4,6
SAN JAVIER(STC),atencion odontologica,primera consulta,2015-10-01,7,5,310,312,0,3,2,6,2,0,0,2,0,2,321,330,651
SAN JOAQUIN,atencion odontologica,primera consulta,2015-10-01,2,3,7,15,5,5,4,5,1,1,0,4,0,1,19,34,53
SAN JOSE DE CHIQUITOS,atencion odontologica,primera consulta,2015-10-01,5,2,1,3,2,3,5,7,1,0,0,0,0,1,14,16,30
SAN JUAN DE YAPACANI,atencion odontologica,primera consulta,2015-10-01,7,3,1,0,0,0,1,8,2,0,0,5,0,0,11,16,27
SAN JULIAN,atencion odontologica,primera consulta,2015-10-01,22,21,78,78,58,53,1,2,5,8,0,27,0,11,164,200,364
SAN LORENZO(TJA),atencion odontologica,primera consulta,2015-10-01,17,13,48,65,23,28,46,83,5,9,0,2,0,0,139,200,339
SAN LUCAS,atencion odontologica,primera consulta,2015-10-01,43,37,150,158,15,33,19,96,11,6,0,77,0,5,238,412,650
SAN MATIAS,atencion odontologica,primera consulta,2015-10-01,18,19,7,9,7,10,12,35,8,5,0,11,0,2,52,91,143
SAN MIGUEL DE VELASCO,atencion odontologica,primera consulta,2015-10-01,14,11,1,4,2,4,6,13,7,4,0,3,0,2,30,41,71
SAN PABLO DE LIPEZ,atencion odontologica,primera consulta,2015-10-01,3,7,51,52,0,3,0,2,0,0,0,0,0,0,54,64,118
SAN PEDRO,atencion odontologica,primera consulta,2015-10-01,22,21,91,80,15,13,8,30,5,3,0,18,0,2,141,167,308
SAN PEDRO DE BUENA VISTA,atencion odontologica,primera consulta,2015-10-01,9,10,73,70,7,13,19,42,4,6,0,8,0,12,112,161,273
SAN PEDRO DE CURAHUARA,atencion odontologica,primera consulta,2015-10-01,3,5,1,2,1,6,3,9,4,4,0,3,0,13,12,42,54
SAN PEDRO DE QUEMES,atencion odontologica,primera consulta,2015-10-01,3,2,1,2,1,0,2,3,2,1,0,0,0,3,9,11,20
SAN PEDRO DE TIQUINA,atencion odontologica,primera consulta,2015-10-01,11,6,4,4,7,8,11,16,14,14,0,3,0,1,47,52,99
SAN RAFAEL,atencion odontologica,primera consulta,2015-10-01,15,6,3,3,1,8,2,7,1,1,0,3,0,4,22,32,54
SAN RAMON BENI,atencion odontologica,primera consulta,2015-10-01,0,0,8,5,3,4,3,6,3,0,0,5,0,0,17,20,37
SAN RAMON SCZ,atencion odontologica,primera consulta,2015-10-01,36,49,63,95,7,5,2,4,4,5,0,11,0,4,112,173,285
SANTA ANA,atencion odontologica,primera consulta,2015-10-01,1,4,11,17,7,10,8,15,1,6,0,2,0,0,28,54,82
SANTA CRUZ DE LA SIERRA,atencion odontologica,primera consulta,2015-10-01,1536,1660,2793,2717,307,626,789,2454,677,816,0,1299,0,346,6102,9918,16020
SANTA ROSA,atencion odontologica,primera consulta,2015-10-01,5,15,5,4,1,2,7,9,0,1,0,0,0,0,18,31,49
SANTA ROSA DEL SARA,atencion odontologica,primera consulta,2015-10-01,10,9,7,9,7,8,20,25,9,4,0,16,0,7,53,78,131
SANTIAGO DE CALLAPA,atencion odontologica,primera consulta,2015-10-01,1,0,0,0,0,2,2,6,1,2,0,2,0,2,4,14,18
SANTIAGO DE HUARI,atencion odontologica,primera consulta,2015-10-01,24,22,24,25,7,3,13,22,6,8,0,5,0,1,74,86,160
SANTIAGO DE HUATA,atencion odontologica,primera consulta,2015-10-01,1,4,1,2,2,4,7,9,8,2,0,2,0,0,19,23,42
SANTIAGO DE MACHACA,atencion odontologica,primera consulta,2015-10-01,1,1,5,6,2,5,4,12,4,8,0,1,0,0,16,33,49
SANTIVAÑES,atencion odontologica,primera consulta,2015-10-01,1,2,4,3,4,4,5,9,3,3,0,2,0,5,17,28,45
SANTUARIO DE QUILLACAS,atencion odontologica,primera consulta,2015-10-01,3,4,2,1,0,3,3,12,1,0,0,1,0,2,9,23,32
SAPAHAQUI,atencion odontologica,primera consulta,2015-10-01,6,5,4,7,3,5,6,18,2,2,0,6,0,2,21,45,66
SENA,atencion odontologica,primera consulta,2015-10-01,21,26,15,14,0,0,3,2,4,0,0,25,0,2,43,69,112
SHINAOTA,atencion odontologica,primera consulta,2015-10-01,15,14,0,0,0,5,1,13,2,2,0,18,0,8,18,60,78
SICA SICA (VILLA AROMA),atencion odontologica,primera consulta,2015-10-01,9,22,15,31,7,6,21,25,15,5,0,6,0,4,67,99,166
SICAYA,atencion odontologica,primera consulta,2015-10-01,2,0,1,4,1,2,3,11,0,2,0,2,0,3,7,24,31
SIPE SIPE,atencion odontologica,primera consulta,2015-10-01,39,66,11,9,4,14,6,68,12,11,0,29,0,19,72,216,288
SOPACHUY,atencion odontologica,primera consulta,2015-10-01,8,9,6,2,10,2,4,8,0,4,0,10,0,3,28,38,66
SORACACHI,atencion odontologica,primera consulta,2015-10-01,17,14,111,117,12,19,13,28,9,3,0,20,0,7,162,208,370
SORATA,atencion odontologica,primera consulta,2015-10-01,5,9,1,3,3,0,4,8,1,5,0,5,0,7,14,37,51
SUCRE,atencion odontologica,primera consulta,2015-10-01,726,654,296,299,93,271,381,1087,132,53,0,711,0,87,1628,3162,4790
TACACHI,atencion odontologica,primera consulta,2015-10-01,2,4,0,3,0,0,1,0,0,0,0,0,0,0,3,7,10
TACACOMA,atencion odontologica,primera consulta,2015-10-01,4,6,4,14,1,2,14,23,0,1,0,3,0,2,23,51,74
TACOBAMBA,atencion odontologica,primera consulta,2015-10-01,0,1,2,4,6,2,0,10,0,1,0,3,0,0,8,21,29
TACOPAYA,atencion odontologica,primera consulta,2015-10-01,11,9,1,9,6,11,10,24,9,10,0,5,0,9,37,77,114
TAHUA,atencion odontologica,primera consulta,2015-10-01,3,1,1,2,1,1,3,0,0,1,0,1,0,0,8,6,14
TAPACARI,atencion odontologica,primera consulta,2015-10-01,20,17,9,4,6,17,15,43,8,9,0,7,0,9,58,106,164
TARABUCO,atencion odontologica,primera consulta,2015-10-01,18,18,4,3,2,16,16,36,4,5,0,30,0,13,44,121,165
TARACO,atencion odontologica,primera consulta,2015-10-01,5,1,1,2,4,7,6,13,4,5,0,5,0,2,20,35,55
TARATA,atencion odontologica,primera consulta,2015-10-01,0,3,4,0,2,1,5,10,1,2,0,3,0,3,12,22,34
TARIJA,atencion odontologica,primera consulta,2015-10-01,167,138,1685,1179,713,301,277,601,58,37,0,47,0,9,2900,2312,5212
TARVITA,atencion odontologica,primera consulta,2015-10-01,11,10,47,52,6,12,12,15,5,1,0,12,0,5,81,107,188
TEOPONTE,atencion odontologica,primera consulta,2015-10-01,16,24,28,33,6,17,28,30,7,1,0,2,0,4,85,111,196
TIAWANACU,atencion odontologica,primera consulta,2015-10-01,8,8,9,9,8,13,11,32,7,6,0,5,0,3,43,76,119
TINGUIPAYA,atencion odontologica,primera consulta,2015-10-01,31,32,2,3,6,11,11,37,3,7,0,9,0,19,53,118,171
TIPUANI,atencion odontologica,primera consulta,2015-10-01,4,2,3,1,3,4,7,8,3,0,0,0,0,3,20,18,38
TIQUIPAYA,atencion odontologica,primera consulta,2015-10-01,57,62,54,83,7,38,25,69,6,7,0,41,0,18,149,318,467
TIRAQUE (CBBA),atencion odontologica,primera consulta,2015-10-01,5,2,0,3,3,4,1,9,1,1,0,6,0,14,10,39,49
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,primera consulta,2015-10-01,0,0,2,2,1,0,4,2,2,0,0,0,0,0,9,4,13
TOCO,atencion odontologica,primera consulta,2015-10-01,7,9,3,1,3,5,4,17,5,4,0,19,0,1,22,56,78
TODOS SANTOS,atencion odontologica,primera consulta,2015-10-01,0,0,1,1,0,1,2,1,0,0,0,0,0,0,3,3,6
TOLATA,atencion odontologica,primera consulta,2015-10-01,4,3,39,34,0,1,19,3,1,7,0,8,0,2,63,58,121
TOLEDO,atencion odontologica,primera consulta,2015-10-01,1,3,42,45,23,29,1,8,24,26,0,2,0,0,91,113,204
TOMAVE,atencion odontologica,primera consulta,2015-10-01,17,16,7,4,1,3,7,14,1,1,0,8,0,6,33,52,85
TOMINA,atencion odontologica,primera consulta,2015-10-01,5,6,87,86,10,10,23,31,4,1,0,14,0,2,129,150,279
TORO TORO,atencion odontologica,primera consulta,2015-10-01,7,6,7,12,7,9,11,31,3,8,0,16,0,21,35,103,138
TOTORA(CBBA),atencion odontologica,primera consulta,2015-10-01,4,6,3,12,4,4,7,10,4,0,0,2,0,3,22,37,59
TOTORA(ORR),atencion odontologica,primera consulta,2015-10-01,19,8,7,11,2,6,12,26,1,4,0,3,0,4,41,62,103
TRIGAL,atencion odontologica,primera consulta,2015-10-01,2,6,2,2,0,1,3,6,1,1,0,0,0,0,8,16,24
TRINIDAD,atencion odontologica,primera consulta,2015-10-01,54,45,159,181,73,99,133,300,19,16,0,92,0,42,438,775,1213
TUPIZA,atencion odontologica,primera consulta,2015-10-01,24,18,92,81,12,54,19,52,6,4,0,15,0,13,153,237,390
TURCO,atencion odontologica,primera consulta,2015-10-01,4,5,25,21,2,1,11,10,4,1,0,2,0,0,46,40,86
UMALA,atencion odontologica,primera consulta,2015-10-01,10,8,13,16,2,2,6,4,2,3,0,1,0,5,33,39,72
UNCIA,atencion odontologica,primera consulta,2015-10-01,24,7,18,15,10,11,20,20,13,12,0,6,0,4,85,75,160
URIONDO (A. CONCEPCION),atencion odontologica,primera consulta,2015-10-01,24,15,66,67,22,36,53,111,2,5,0,20,0,4,167,258,425
URUBICHA,atencion odontologica,primera consulta,2015-10-01,10,10,5,5,5,6,1,10,2,3,0,25,0,0,23,59,82
UYUNI,atencion odontologica,primera consulta,2015-10-01,24,31,15,22,5,15,54,62,31,17,0,9,0,8,129,164,293
VACAS,atencion odontologica,primera consulta,2015-10-01,0,2,2,3,3,3,7,12,0,2,0,3,0,1,12,26,38
VALLEGRANDE,atencion odontologica,primera consulta,2015-10-01,16,13,20,41,24,19,13,27,5,4,0,7,0,9,78,120,198
VIACHA,atencion odontologica,primera consulta,2015-10-01,94,73,35,47,14,28,40,87,20,24,0,21,0,17,203,297,500
VILA VILA,atencion odontologica,primera consulta,2015-10-01,14,12,1,0,1,4,3,2,3,4,0,2,0,2,22,26,48
VILLA CHARCAS,atencion odontologica,primera consulta,2015-10-01,14,11,5,8,4,8,9,25,4,5,0,15,0,1,36,73,109
VILLA MONTES,atencion odontologica,primera consulta,2015-10-01,42,49,126,145,39,48,98,183,12,12,0,11,0,3,317,451,768
VILLA NUEVA (LOMA ALTA),atencion odontologica,primera consulta,2015-10-01,2,1,1,2,0,0,1,0,2,0,0,1,0,0,6,4,10
VILLA RIVERO,atencion odontologica,primera consulta,2015-10-01,6,4,1,4,3,3,4,12,3,2,0,1,0,2,17,28,45
VILLA SERRANO,atencion odontologica,primera consulta,2015-10-01,6,10,1,6,0,4,8,3,1,2,0,1,0,0,16,26,42
VILLA TUNARI,atencion odontologica,primera consulta,2015-10-01,42,42,12,14,5,18,22,71,4,4,0,48,0,63,85,260,345
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,primera consulta,2015-10-01,19,9,1,4,0,5,9,19,3,1,0,19,0,1,32,58,90
VILLAZON,atencion odontologica,primera consulta,2015-10-01,47,54,29,26,16,24,35,95,29,17,0,30,0,12,156,258,414
VINTO,atencion odontologica,primera consulta,2015-10-01,50,49,14,6,2,8,1,43,6,5,0,19,0,14,73,144,217
VITICHI,atencion odontologica,primera consulta,2015-10-01,3,6,24,25,9,6,13,31,7,10,0,6,0,12,56,96,152
WALDO BALLIVIAN,atencion odontologica,primera consulta,2015-10-01,0,0,0,0,0,1,0,4,0,0,0,1,0,0,0,6,6
WARNES,atencion odontologica,primera consulta,2015-10-01,19,25,19,23,6,20,9,38,11,3,0,8,0,4,64,121,185
YACO,atencion odontologica,primera consulta,2015-10-01,1,4,2,1,3,2,6,2,9,0,0,1,0,0,21,10,31
YACUIBA,atencion odontologica,primera consulta,2015-10-01,35,41,108,118,42,69,100,243,17,13,0,21,0,0,302,505,807
YAMPARAEZ,atencion odontologica,primera consulta,2015-10-01,5,3,4,4,2,8,6,26,2,5,0,11,0,3,19,60,79
YANACACHI,atencion odontologica,primera consulta,2015-10-01,5,5,4,3,0,1,6,7,2,0,0,0,0,2,17,18,35
YAPACANI,atencion odontologica,primera consulta,2015-10-01,111,132,20,33,11,27,15,74,13,24,0,42,0,32,170,364,534
YOCALLA,atencion odontologica,primera consulta,2015-10-01,6,6,5,10,5,2,3,10,1,3,0,4,0,4,20,39,59
YOTALA,atencion odontologica,primera consulta,2015-10-01,6,7,1,4,3,3,4,10,0,1,0,7,0,2,14,34,48
YUNCHARA,atencion odontologica,primera consulta,2015-10-01,19,13,46,33,9,19,15,28,1,4,0,1,0,0,90,98,188
ZUDAÑEZ,atencion odontologica,primera consulta,2015-10-01,12,10,2,2,4,6,1,14,3,3,0,8,0,0,22,43,65
ACACIO,atencion odontologica,primera consulta,2015-11-01,1,2,0,2,1,1,0,1,0,0,0,0,0,0,2,6,8
ACHACACHI,atencion odontologica,primera consulta,2015-11-01,31,39,43,34,16,25,20,79,29,51,0,31,0,18,139,277,416
ACHOCALLA,atencion odontologica,primera consulta,2015-11-01,35,36,19,11,2,3,6,20,8,4,0,7,0,5,70,86,156
AIQUILE,atencion odontologica,primera consulta,2015-11-01,51,62,44,45,28,19,30,26,5,11,0,23,0,5,158,191,349
ALALAY,atencion odontologica,primera consulta,2015-11-01,0,1,2,0,3,1,5,6,0,0,0,1,0,1,10,10,20
ALCALA,atencion odontologica,primera consulta,2015-11-01,3,3,4,2,5,1,9,7,1,1,0,3,0,0,22,17,39
ALTO BENI,atencion odontologica,primera consulta,2015-11-01,16,12,9,6,1,6,10,21,8,4,0,5,0,0,44,54,98
ANCORAIMES,atencion odontologica,primera consulta,2015-11-01,5,7,5,4,3,7,8,22,10,9,0,3,0,2,31,54,85
ANDAMARCA,atencion odontologica,primera consulta,2015-11-01,4,4,9,17,0,1,7,7,1,3,0,1,0,4,21,37,58
ANTEQUERA,atencion odontologica,primera consulta,2015-11-01,4,6,3,5,3,1,3,13,1,4,0,1,0,0,14,30,44
ANZALDO,atencion odontologica,primera consulta,2015-11-01,1,1,27,31,3,4,5,8,1,4,0,0,0,14,37,62,99
APOLO,atencion odontologica,primera consulta,2015-11-01,20,15,7,9,1,3,5,10,0,0,0,1,0,2,33,40,73
ARAMPAMPA,atencion odontologica,primera consulta,2015-11-01,2,3,1,2,1,1,3,6,0,0,0,2,0,1,7,15,22
ARANI,atencion odontologica,primera consulta,2015-11-01,10,5,4,5,1,6,1,9,1,3,0,3,0,3,17,34,51
ARBIETO,atencion odontologica,primera consulta,2015-11-01,28,27,13,11,1,10,6,25,5,4,0,4,0,1,53,82,135
ARQUE,atencion odontologica,primera consulta,2015-11-01,7,9,7,5,6,10,9,29,2,7,0,5,0,12,31,77,108
ASCENCION DE GUARAYOS,atencion odontologica,primera consulta,2015-11-01,70,48,8,14,5,23,15,56,12,12,0,68,0,9,110,230,340
ATOCHA,atencion odontologica,primera consulta,2015-11-01,16,5,19,22,9,10,24,37,3,6,0,2,0,3,71,85,156
AUCAPATA,atencion odontologica,primera consulta,2015-11-01,1,1,6,6,2,2,2,11,2,0,0,1,0,1,13,22,35
AYATA,atencion odontologica,primera consulta,2015-11-01,2,3,6,3,2,1,6,21,1,5,0,1,0,5,17,39,56
AYO AYO,atencion odontologica,primera consulta,2015-11-01,0,0,1,2,0,0,1,3,0,0,0,0,0,0,2,5,7
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,primera consulta,2015-11-01,12,9,6,4,3,9,15,27,4,1,0,8,0,9,40,67,107
AZURDUY,atencion odontologica,primera consulta,2015-11-01,3,1,6,2,2,6,9,12,5,2,0,10,0,0,25,33,58
BATALLAS,atencion odontologica,primera consulta,2015-11-01,19,19,17,12,7,15,13,21,7,8,0,4,0,3,63,82,145
BAURES,atencion odontologica,primera consulta,2015-11-01,0,0,0,0,0,0,6,2,0,0,0,1,0,0,6,3,9
BELEN DE ANDAMARCA,atencion odontologica,primera consulta,2015-11-01,5,4,2,1,0,0,1,3,2,9,0,0,0,0,10,17,27
BELEN DE URMIRI,atencion odontologica,primera consulta,2015-11-01,1,0,1,2,1,1,2,1,3,0,0,0,0,0,8,4,12
BELLA FLOR,atencion odontologica,primera consulta,2015-11-01,1,0,24,19,0,0,3,7,0,0,0,0,0,1,28,27,55
BERMEJO,atencion odontologica,primera consulta,2015-11-01,36,44,75,50,70,91,175,236,47,61,0,117,0,71,403,670,1073
BETANZOS,atencion odontologica,primera consulta,2015-11-01,18,26,15,19,12,14,16,41,13,11,0,14,0,5,74,130,204
BOLIVAR,atencion odontologica,primera consulta,2015-11-01,0,1,3,1,3,4,5,7,3,2,0,3,0,4,14,22,36
