municipality,group,variable,month,Primeras consultas,TOTAL
LA PAZ,consultas odontologicas,primeras consultas,2006-07-01,6768,6768
LAGUNILLAS,consultas odontologicas,primeras consultas,2006-07-01,293,293
LAJA,consultas odontologicas,primeras consultas,2006-07-01,107,107
LLALLAGUA,consultas odontologicas,primeras consultas,2006-07-01,485,485
LLICA,consultas odontologicas,primeras consultas,2006-07-01,44,44
MACHACAMARCA,consultas odontologicas,primeras consultas,2006-07-01,18,18
MAIRANA,consultas odontologicas,primeras consultas,2006-07-01,44,44
MAPIRI,consultas odontologicas,primeras consultas,2006-07-01,166,166
MECAPACA,consultas odontologicas,primeras consultas,2006-07-01,13,13
MIZQUE,consultas odontologicas,primeras consultas,2006-07-01,35,35
MOCOMOCO,consultas odontologicas,primeras consultas,2006-07-01,139,139
MOJOCOYA,consultas odontologicas,primeras consultas,2006-07-01,74,74
MONTEAGUDO,consultas odontologicas,primeras consultas,2006-07-01,58,58
MONTERO,consultas odontologicas,primeras consultas,2006-07-01,212,212
MOROCHATA,consultas odontologicas,primeras consultas,2006-07-01,12,12
NUEVO MANOA (NUEVA ESPERANZA),consultas odontologicas,primeras consultas,2006-07-01,30,30
OCURI,consultas odontologicas,primeras consultas,2006-07-01,97,97
OMEREQUE,consultas odontologicas,primeras consultas,2006-07-01,51,51
ORURO,consultas odontologicas,primeras consultas,2006-07-01,2746,2746
PADCAYA,consultas odontologicas,primeras consultas,2006-07-01,79,79
PAILON,consultas odontologicas,primeras consultas,2006-07-01,67,67
PALCA,consultas odontologicas,primeras consultas,2006-07-01,22,22
PALOS BLANCOS,consultas odontologicas,primeras consultas,2006-07-01,250,250
PAMPA GRANDE,consultas odontologicas,primeras consultas,2006-07-01,260,260
PAPEL PAMPA,consultas odontologicas,primeras consultas,2006-07-01,18,18
PASORAPA,consultas odontologicas,primeras consultas,2006-07-01,48,48
PATACAMAYA,consultas odontologicas,primeras consultas,2006-07-01,32,32
PELECHUCO,consultas odontologicas,primeras consultas,2006-07-01,6,6
POJO (CBBA),consultas odontologicas,primeras consultas,2006-07-01,76,76
POOPO,consultas odontologicas,primeras consultas,2006-07-01,15,15
POROMA,consultas odontologicas,primeras consultas,2006-07-01,44,44
PORTACHUELO,consultas odontologicas,primeras consultas,2006-07-01,519,519
POTOSI,consultas odontologicas,primeras consultas,2006-07-01,1700,1700
PRESTO,consultas odontologicas,primeras consultas,2006-07-01,30,30
PUCARANI,consultas odontologicas,primeras consultas,2006-07-01,249,249
PUERTO ACOSTA,consultas odontologicas,primeras consultas,2006-07-01,278,278
PUERTO CARABUCO,consultas odontologicas,primeras consultas,2006-07-01,294,294
PUERTO PEREZ,consultas odontologicas,primeras consultas,2006-07-01,21,21
PUERTO QUIJARRO,consultas odontologicas,primeras consultas,2006-07-01,568,568
PUERTO RICO,consultas odontologicas,primeras consultas,2006-07-01,63,63
PUERTO SUAREZ,consultas odontologicas,primeras consultas,2006-07-01,308,308
PUERTO VILLARROEL,consultas odontologicas,primeras consultas,2006-07-01,238,238
PUNA,consultas odontologicas,primeras consultas,2006-07-01,142,142
PUNATA,consultas odontologicas,primeras consultas,2006-07-01,401,401
QUILLACOLLO,consultas odontologicas,primeras consultas,2006-07-01,579,579
QUIME,consultas odontologicas,primeras consultas,2006-07-01,360,360
QUIRUSILLAS,consultas odontologicas,primeras consultas,2006-07-01,77,77
RAVELO,consultas odontologicas,primeras consultas,2006-07-01,49,49
REYES,consultas odontologicas,primeras consultas,2006-07-01,32,32
RIBERALTA,consultas odontologicas,primeras consultas,2006-07-01,107,107
SABAYA,consultas odontologicas,primeras consultas,2006-07-01,25,25
SACABA,consultas odontologicas,primeras consultas,2006-07-01,666,666
SACACA,consultas odontologicas,primeras consultas,2006-07-01,123,123
SAIPINA,consultas odontologicas,primeras consultas,2006-07-01,83,83
SAMAIPATA,consultas odontologicas,primeras consultas,2006-07-01,37,37
SAN ANDRES,consultas odontologicas,primeras consultas,2006-07-01,63,63
SAN ANDRES DE MACHACA,consultas odontologicas,primeras consultas,2006-07-01,39,39
SAN BENITO,consultas odontologicas,primeras consultas,2006-07-01,14,14
SAN BORJA,consultas odontologicas,primeras consultas,2006-07-01,50,50
SAN BUENA VENTURA,consultas odontologicas,primeras consultas,2006-07-01,24,24
SAN CARLOS,consultas odontologicas,primeras consultas,2006-07-01,206,206
SAN IGNACIO,consultas odontologicas,primeras consultas,2006-07-01,151,151
SAN IGNACIO DE VELASCO,consultas odontologicas,primeras consultas,2006-07-01,251,251
SAN JAVIER(STC),consultas odontologicas,primeras consultas,2006-07-01,292,292
SAN JOSE DE CHIQUITOS,consultas odontologicas,primeras consultas,2006-07-01,158,158
SAN JUAN DE YAPACANI,consultas odontologicas,primeras consultas,2006-07-01,55,55
SAN JULIAN,consultas odontologicas,primeras consultas,2006-07-01,243,243
SAN LORENZO(TJA),consultas odontologicas,primeras consultas,2006-07-01,332,332
SAN LUCAS,consultas odontologicas,primeras consultas,2006-07-01,266,266
SAN MIGUEL DE VELASCO,consultas odontologicas,primeras consultas,2006-07-01,112,112
SAN PEDRO DE BUENA VISTA,consultas odontologicas,primeras consultas,2006-07-01,190,190
SAN PEDRO DE TIQUINA,consultas odontologicas,primeras consultas,2006-07-01,22,22
SAN RAFAEL,consultas odontologicas,primeras consultas,2006-07-01,75,75
SANTA ANA,consultas odontologicas,primeras consultas,2006-07-01,3,3
SANTA CRUZ DE LA SIERRA,consultas odontologicas,primeras consultas,2006-07-01,6896,6896
SANTA ROSA,consultas odontologicas,primeras consultas,2006-07-01,78,78
SANTA ROSA DEL SARA,consultas odontologicas,primeras consultas,2006-07-01,1353,1353
SANTIAGO DE CALLAPA,consultas odontologicas,primeras consultas,2006-07-01,25,25
SANTIAGO DE MACHACA,consultas odontologicas,primeras consultas,2006-07-01,283,283
SANTIVAÑES,consultas odontologicas,primeras consultas,2006-07-01,78,78
SENA,consultas odontologicas,primeras consultas,2006-07-01,148,148
SICA SICA (VILLA AROMA),consultas odontologicas,primeras consultas,2006-07-01,130,130
SIPE SIPE,consultas odontologicas,primeras consultas,2006-07-01,115,115
SOPACHUY,consultas odontologicas,primeras consultas,2006-07-01,90,90
SORACACHI,consultas odontologicas,primeras consultas,2006-07-01,27,27
SORATA,consultas odontologicas,primeras consultas,2006-07-01,40,40
SUCRE,consultas odontologicas,primeras consultas,2006-07-01,2601,2601
TACACOMA,consultas odontologicas,primeras consultas,2006-07-01,107,107
TAPACARI,consultas odontologicas,primeras consultas,2006-07-01,192,192
TARABUCO,consultas odontologicas,primeras consultas,2006-07-01,401,401
TARACO,consultas odontologicas,primeras consultas,2006-07-01,41,41
TARIJA,consultas odontologicas,primeras consultas,2006-07-01,649,649
TARVITA,consultas odontologicas,primeras consultas,2006-07-01,504,504
TEOPONTE,consultas odontologicas,primeras consultas,2006-07-01,38,38
TIAWANACU,consultas odontologicas,primeras consultas,2006-07-01,54,54
TIPUANI,consultas odontologicas,primeras consultas,2006-07-01,253,253
TIQUIPAYA,consultas odontologicas,primeras consultas,2006-07-01,35,35
TIRAQUE (CBBA),consultas odontologicas,primeras consultas,2006-07-01,348,348
TOLATA,consultas odontologicas,primeras consultas,2006-07-01,10,10
TOLEDO,consultas odontologicas,primeras consultas,2006-07-01,159,159
TOMINA,consultas odontologicas,primeras consultas,2006-07-01,4,4
TORO TORO,consultas odontologicas,primeras consultas,2006-07-01,46,46
TOTORA(CBBA),consultas odontologicas,primeras consultas,2006-07-01,49,49
TOTORA(ORR),consultas odontologicas,primeras consultas,2006-07-01,21,21
TRINIDAD,consultas odontologicas,primeras consultas,2006-07-01,566,566
TUPIZA,consultas odontologicas,primeras consultas,2006-07-01,244,244
TURCO,consultas odontologicas,primeras consultas,2006-07-01,66,66
UMALA,consultas odontologicas,primeras consultas,2006-07-01,30,30
UNCIA,consultas odontologicas,primeras consultas,2006-07-01,250,250
URIONDO (A. CONCEPCION),consultas odontologicas,primeras consultas,2006-07-01,29,29
URUBICHA,consultas odontologicas,primeras consultas,2006-07-01,2,2
UYUNI,consultas odontologicas,primeras consultas,2006-07-01,274,274
VACAS,consultas odontologicas,primeras consultas,2006-07-01,28,28
VIACHA,consultas odontologicas,primeras consultas,2006-07-01,398,398
VILA VILA,consultas odontologicas,primeras consultas,2006-07-01,1,1
VILLA MONTES,consultas odontologicas,primeras consultas,2006-07-01,96,96
VILLA SERRANO,consultas odontologicas,primeras consultas,2006-07-01,58,58
VILLA TUNARI,consultas odontologicas,primeras consultas,2006-07-01,466,466
VILLA VACA GUZMAN (MUYUPAMPA),consultas odontologicas,primeras consultas,2006-07-01,10,10
VILLAZON,consultas odontologicas,primeras consultas,2006-07-01,207,207
VINTO,consultas odontologicas,primeras consultas,2006-07-01,76,76
YACO,consultas odontologicas,primeras consultas,2006-07-01,13,13
YACUIBA,consultas odontologicas,primeras consultas,2006-07-01,202,202
YAMPARAEZ,consultas odontologicas,primeras consultas,2006-07-01,320,320
YANACACHI,consultas odontologicas,primeras consultas,2006-07-01,43,43
YAPACANI,consultas odontologicas,primeras consultas,2006-07-01,288,288
YUNCHARA,consultas odontologicas,primeras consultas,2006-07-01,24,24
ZUDAÑEZ,consultas odontologicas,primeras consultas,2006-07-01,63,63
ACACIO,consultas odontologicas,primeras consultas,2006-08-01,216,216
ACHACACHI,consultas odontologicas,primeras consultas,2006-08-01,869,869
AIQUILE,consultas odontologicas,primeras consultas,2006-08-01,100,100
ANCORAIMES,consultas odontologicas,primeras consultas,2006-08-01,81,81
ANDAMARCA,consultas odontologicas,primeras consultas,2006-08-01,81,81
ANTEQUERA,consultas odontologicas,primeras consultas,2006-08-01,22,22
ANZALDO,consultas odontologicas,primeras consultas,2006-08-01,148,148
ARANI,consultas odontologicas,primeras consultas,2006-08-01,157,157
ARQUE,consultas odontologicas,primeras consultas,2006-08-01,91,91
ASCENCION DE GUARAYOS,consultas odontologicas,primeras consultas,2006-08-01,51,51
ATOCHA,consultas odontologicas,primeras consultas,2006-08-01,292,292
AUCAPATA,consultas odontologicas,primeras consultas,2006-08-01,186,186
AYATA,consultas odontologicas,primeras consultas,2006-08-01,17,17
AYOPAYA (V. DE INDEPENDENCIA),consultas odontologicas,primeras consultas,2006-08-01,117,117
AZURDUY,consultas odontologicas,primeras consultas,2006-08-01,87,87
BATALLAS,consultas odontologicas,primeras consultas,2006-08-01,131,131
BELEN DE ANDAMARCA,consultas odontologicas,primeras consultas,2006-08-01,4,4
BELLA FLOR,consultas odontologicas,primeras consultas,2006-08-01,316,316
BERMEJO,consultas odontologicas,primeras consultas,2006-08-01,543,543
BETANZOS,consultas odontologicas,primeras consultas,2006-08-01,37,37
BOLPEBRA,consultas odontologicas,primeras consultas,2006-08-01,110,110
BOYUIBE,consultas odontologicas,primeras consultas,2006-08-01,411,411
BUENA VISTA,consultas odontologicas,primeras consultas,2006-08-01,35,35
CABEZAS,consultas odontologicas,primeras consultas,2006-08-01,255,255
CAIROMA,consultas odontologicas,primeras consultas,2006-08-01,247,247
"CAIZA ""D""",consultas odontologicas,primeras consultas,2006-08-01,32,32
CAJUATA,consultas odontologicas,primeras consultas,2006-08-01,5,5
CALACOTO,consultas odontologicas,primeras consultas,2006-08-01,157,157
CALAMARCA,consultas odontologicas,primeras consultas,2006-08-01,87,87
CAMARGO,consultas odontologicas,primeras consultas,2006-08-01,233,233
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,primeras consultas,2006-08-01,48,48
CAMIRI,consultas odontologicas,primeras consultas,2006-08-01,2075,2075
CAPINOTA,consultas odontologicas,primeras consultas,2006-08-01,12,12
CAQUIAVIRI,consultas odontologicas,primeras consultas,2006-08-01,112,112
CARACOLLO,consultas odontologicas,primeras consultas,2006-08-01,258,258
CARANAVI,consultas odontologicas,primeras consultas,2006-08-01,303,303
CARAPARI,consultas odontologicas,primeras consultas,2006-08-01,197,197
CARIPUYO,consultas odontologicas,primeras consultas,2006-08-01,87,87
CHALLAPATA,consultas odontologicas,primeras consultas,2006-08-01,57,57
CHARAGUA,consultas odontologicas,primeras consultas,2006-08-01,223,223
CHARAÑA,consultas odontologicas,primeras consultas,2006-08-01,15,15
CHAYANTA,consultas odontologicas,primeras consultas,2006-08-01,504,504
CHIMORE,consultas odontologicas,primeras consultas,2006-08-01,93,93
CHULUMANI (V. DE LA LIBERTAD),consultas odontologicas,primeras consultas,2006-08-01,89,89
CHUMA,consultas odontologicas,primeras consultas,2006-08-01,412,412
CLIZA,consultas odontologicas,primeras consultas,2006-08-01,74,74
COCHABAMBA,consultas odontologicas,primeras consultas,2006-08-01,3351,3351
"COLCHA ""K""",consultas odontologicas,primeras consultas,2006-08-01,1,1
COLLANA,consultas odontologicas,primeras consultas,2006-08-01,75,75
COLOMI,consultas odontologicas,primeras consultas,2006-08-01,15,15
COLPA BELGICA,consultas odontologicas,primeras consultas,2006-08-01,413,413
COLQUECHACA,consultas odontologicas,primeras consultas,2006-08-01,103,103
COLQUENCHA,consultas odontologicas,primeras consultas,2006-08-01,106,106
COLQUIRI,consultas odontologicas,primeras consultas,2006-08-01,35,35
COMARAPA,consultas odontologicas,primeras consultas,2006-08-01,244,244
COPACABANA,consultas odontologicas,primeras consultas,2006-08-01,65,65
CORIPATA,consultas odontologicas,primeras consultas,2006-08-01,210,210
CORO CORO,consultas odontologicas,primeras consultas,2006-08-01,57,57
COROICO,consultas odontologicas,primeras consultas,2006-08-01,10,10
CORQUE,consultas odontologicas,primeras consultas,2006-08-01,181,181
COTAGAITA,consultas odontologicas,primeras consultas,2006-08-01,39,39
COTOCA,consultas odontologicas,primeras consultas,2006-08-01,200,200
CUCHUMUELA (V. G. VILLARROEL),consultas odontologicas,primeras consultas,2006-08-01,599,599
CUEVO,consultas odontologicas,primeras consultas,2006-08-01,201,201
CULPINA,consultas odontologicas,primeras consultas,2006-08-01,74,74
CURAHUARA DE CARANGAS,consultas odontologicas,primeras consultas,2006-08-01,3,3
CURVA,consultas odontologicas,primeras consultas,2006-08-01,45,45
DESAGUADERO,consultas odontologicas,primeras consultas,2006-08-01,7,7
EL ALTO,consultas odontologicas,primeras consultas,2006-08-01,6274,6274
EL PUENTE(TJA),consultas odontologicas,primeras consultas,2006-08-01,90,90
EL TORNO,consultas odontologicas,primeras consultas,2006-08-01,186,186
ENTRE RIOS,consultas odontologicas,primeras consultas,2006-08-01,172,172
ENTRE RIOS,consultas odontologicas,primeras consultas,2006-08-01,100,100
FILADELFIA,consultas odontologicas,primeras consultas,2006-08-01,185,185
GRAL. J.J. PEREZ (CHARAZANI),consultas odontologicas,primeras consultas,2006-08-01,348,348
GUANAY,consultas odontologicas,primeras consultas,2006-08-01,182,182
GUAQUI,consultas odontologicas,primeras consultas,2006-08-01,155,155
GUAYARAMERIN,consultas odontologicas,primeras consultas,2006-08-01,358,358
GUTIERREZ,consultas odontologicas,primeras consultas,2006-08-01,312,312
HUACHACALLA,consultas odontologicas,primeras consultas,2006-08-01,59,59
HUANUNI,consultas odontologicas,primeras consultas,2006-08-01,163,163
HUAYLLAMARCA,consultas odontologicas,primeras consultas,2006-08-01,55,55
ICHOCA,consultas odontologicas,primeras consultas,2006-08-01,151,151
ICLA,consultas odontologicas,primeras consultas,2006-08-01,11,11
INCAHUASI,consultas odontologicas,primeras consultas,2006-08-01,103,103
INQUISIVI,consultas odontologicas,primeras consultas,2006-08-01,500,500
IRUPANA (VILLA DE LANZA),consultas odontologicas,primeras consultas,2006-08-01,91,91
IXIAMAS,consultas odontologicas,primeras consultas,2006-08-01,42,42
JESUS DE MACHACA,consultas odontologicas,primeras consultas,2006-08-01,107,107
LA ASUNTA,consultas odontologicas,primeras consultas,2006-08-01,69,69
LA GUARDIA,consultas odontologicas,primeras consultas,2006-08-01,167,167
LA PAZ,consultas odontologicas,primeras consultas,2006-08-01,5392,5392
LAGUNILLAS,consultas odontologicas,primeras consultas,2006-08-01,217,217
LAJA,consultas odontologicas,primeras consultas,2006-08-01,133,133
LLALLAGUA,consultas odontologicas,primeras consultas,2006-08-01,325,325
LLICA,consultas odontologicas,primeras consultas,2006-08-01,54,54
LURIBAY,consultas odontologicas,primeras consultas,2006-08-01,162,162
MAIRANA,consultas odontologicas,primeras consultas,2006-08-01,61,61
MAPIRI,consultas odontologicas,primeras consultas,2006-08-01,195,195
MECAPACA,consultas odontologicas,primeras consultas,2006-08-01,11,11
MIZQUE,consultas odontologicas,primeras consultas,2006-08-01,46,46
MOCOMOCO,consultas odontologicas,primeras consultas,2006-08-01,663,663
MOJOCOYA,consultas odontologicas,primeras consultas,2006-08-01,44,44
MONTEAGUDO,consultas odontologicas,primeras consultas,2006-08-01,40,40
MONTERO,consultas odontologicas,primeras consultas,2006-08-01,853,853
MOROCHATA,consultas odontologicas,primeras consultas,2006-08-01,172,172
OCURI,consultas odontologicas,primeras consultas,2006-08-01,165,165
OMEREQUE,consultas odontologicas,primeras consultas,2006-08-01,26,26
ORURO,consultas odontologicas,primeras consultas,2006-08-01,2038,2038
PADCAYA,consultas odontologicas,primeras consultas,2006-08-01,43,43
PALOS BLANCOS,consultas odontologicas,primeras consultas,2006-08-01,407,407
PAMPA GRANDE,consultas odontologicas,primeras consultas,2006-08-01,220,220
PAPEL PAMPA,consultas odontologicas,primeras consultas,2006-08-01,10,10
PASORAPA,consultas odontologicas,primeras consultas,2006-08-01,24,24
PATACAMAYA,consultas odontologicas,primeras consultas,2006-08-01,20,20
PELECHUCO,consultas odontologicas,primeras consultas,2006-08-01,108,108
POJO (CBBA),consultas odontologicas,primeras consultas,2006-08-01,17,17
POOPO,consultas odontologicas,primeras consultas,2006-08-01,10,10
POROMA,consultas odontologicas,primeras consultas,2006-08-01,33,33
PORONGO,consultas odontologicas,primeras consultas,2006-08-01,3,3
PORTACHUELO,consultas odontologicas,primeras consultas,2006-08-01,1025,1025
POTOSI,consultas odontologicas,primeras consultas,2006-08-01,1209,1209
PRESTO,consultas odontologicas,primeras consultas,2006-08-01,31,31
PUCARANI,consultas odontologicas,primeras consultas,2006-08-01,102,102
PUERTO ACOSTA,consultas odontologicas,primeras consultas,2006-08-01,553,553
PUERTO CARABUCO,consultas odontologicas,primeras consultas,2006-08-01,229,229
PUERTO PEREZ,consultas odontologicas,primeras consultas,2006-08-01,660,660
PUERTO QUIJARRO,consultas odontologicas,primeras consultas,2006-08-01,885,885
PUERTO RICO,consultas odontologicas,primeras consultas,2006-08-01,40,40
PUERTO SUAREZ,consultas odontologicas,primeras consultas,2006-08-01,360,360
PUERTO VILLARROEL,consultas odontologicas,primeras consultas,2006-08-01,178,178
PUNA,consultas odontologicas,primeras consultas,2006-08-01,141,141
PUNATA,consultas odontologicas,primeras consultas,2006-08-01,41,41
QUIABAYA,consultas odontologicas,primeras consultas,2006-08-01,39,39
QUILLACOLLO,consultas odontologicas,primeras consultas,2006-08-01,487,487
QUIME,consultas odontologicas,primeras consultas,2006-08-01,439,439
QUIRUSILLAS,consultas odontologicas,primeras consultas,2006-08-01,84,84
RAVELO,consultas odontologicas,primeras consultas,2006-08-01,26,26
RIBERALTA,consultas odontologicas,primeras consultas,2006-08-01,163,163
ROBORE,consultas odontologicas,primeras consultas,2006-08-01,15,15
RURRENABAQUE,consultas odontologicas,primeras consultas,2006-08-01,82,82
SABAYA,consultas odontologicas,primeras consultas,2006-08-01,4,4
SACABA,consultas odontologicas,primeras consultas,2006-08-01,576,576
SACACA,consultas odontologicas,primeras consultas,2006-08-01,150,150
SALINAS DE GARCI MENDOZA,consultas odontologicas,primeras consultas,2006-08-01,88,88
SAMAIPATA,consultas odontologicas,primeras consultas,2006-08-01,71,71
SAN ANDRES DE MACHACA,consultas odontologicas,primeras consultas,2006-08-01,65,65
SAN BENITO,consultas odontologicas,primeras consultas,2006-08-01,31,31
SAN BORJA,consultas odontologicas,primeras consultas,2006-08-01,104,104
SAN BUENA VENTURA,consultas odontologicas,primeras consultas,2006-08-01,86,86
SAN CARLOS,consultas odontologicas,primeras consultas,2006-08-01,218,218
SAN IGNACIO,consultas odontologicas,primeras consultas,2006-08-01,79,79
SAN IGNACIO DE VELASCO,consultas odontologicas,primeras consultas,2006-08-01,392,392
SAN JAVIER(STC),consultas odontologicas,primeras consultas,2006-08-01,35,35
SAN JOSE DE CHIQUITOS,consultas odontologicas,primeras consultas,2006-08-01,66,66
SAN JUAN DE YAPACANI,consultas odontologicas,primeras consultas,2006-08-01,150,150
SAN JULIAN,consultas odontologicas,primeras consultas,2006-08-01,210,210
SAN LORENZO(TJA),consultas odontologicas,primeras consultas,2006-08-01,150,150
SAN LUCAS,consultas odontologicas,primeras consultas,2006-08-01,67,67
SAN MIGUEL DE VELASCO,consultas odontologicas,primeras consultas,2006-08-01,118,118
SAN PEDRO,consultas odontologicas,primeras consultas,2006-08-01,3,3
SAN PEDRO DE BUENA VISTA,consultas odontologicas,primeras consultas,2006-08-01,76,76
SAN PEDRO DE TIQUINA,consultas odontologicas,primeras consultas,2006-08-01,86,86
SAN RAFAEL,consultas odontologicas,primeras consultas,2006-08-01,75,75
SANTA ANA,consultas odontologicas,primeras consultas,2006-08-01,7,7
SANTA CRUZ DE LA SIERRA,consultas odontologicas,primeras consultas,2006-08-01,7012,7012
SANTA ROSA DEL SARA,consultas odontologicas,primeras consultas,2006-08-01,1426,1426
SANTIAGO DE CALLAPA,consultas odontologicas,primeras consultas,2006-08-01,35,35
SANTIAGO DE MACHACA,consultas odontologicas,primeras consultas,2006-08-01,181,181
SANTIVAÑES,consultas odontologicas,primeras consultas,2006-08-01,52,52
SENA,consultas odontologicas,primeras consultas,2006-08-01,85,85
SICA SICA (VILLA AROMA),consultas odontologicas,primeras consultas,2006-08-01,135,135
SICAYA,consultas odontologicas,primeras consultas,2006-08-01,62,62
SIPE SIPE,consultas odontologicas,primeras consultas,2006-08-01,109,109
SOPACHUY,consultas odontologicas,primeras consultas,2006-08-01,54,54
SORACACHI,consultas odontologicas,primeras consultas,2006-08-01,17,17
SORATA,consultas odontologicas,primeras consultas,2006-08-01,93,93
SUCRE,consultas odontologicas,primeras consultas,2006-08-01,2118,2118
TACACOMA,consultas odontologicas,primeras consultas,2006-08-01,96,96
TACOPAYA,consultas odontologicas,primeras consultas,2006-08-01,38,38
TAPACARI,consultas odontologicas,primeras consultas,2006-08-01,14,14
TARABUCO,consultas odontologicas,primeras consultas,2006-08-01,490,490
TARACO,consultas odontologicas,primeras consultas,2006-08-01,28,28
TARIJA,consultas odontologicas,primeras consultas,2006-08-01,477,477
TARVITA,consultas odontologicas,primeras consultas,2006-08-01,211,211
TEOPONTE,consultas odontologicas,primeras consultas,2006-08-01,165,165
TIAWANACU,consultas odontologicas,primeras consultas,2006-08-01,296,296
TIQUIPAYA,consultas odontologicas,primeras consultas,2006-08-01,8,8
TIRAQUE (CBBA),consultas odontologicas,primeras consultas,2006-08-01,165,165
TOLATA,consultas odontologicas,primeras consultas,2006-08-01,9,9
TOLEDO,consultas odontologicas,primeras consultas,2006-08-01,145,145
TOMINA,consultas odontologicas,primeras consultas,2006-08-01,11,11
TORO TORO,consultas odontologicas,primeras consultas,2006-08-01,81,81
TOTORA(CBBA),consultas odontologicas,primeras consultas,2006-08-01,64,64
TOTORA(ORR),consultas odontologicas,primeras consultas,2006-08-01,23,23
TRINIDAD,consultas odontologicas,primeras consultas,2006-08-01,89,89
TUPIZA,consultas odontologicas,primeras consultas,2006-08-01,233,233
UMALA,consultas odontologicas,primeras consultas,2006-08-01,214,214
UNCIA,consultas odontologicas,primeras consultas,2006-08-01,268,268
URIONDO (A. CONCEPCION),consultas odontologicas,primeras consultas,2006-08-01,540,540
URUBICHA,consultas odontologicas,primeras consultas,2006-08-01,45,45
UYUNI,consultas odontologicas,primeras consultas,2006-08-01,198,198
VACAS,consultas odontologicas,primeras consultas,2006-08-01,172,172
VALLEGRANDE,consultas odontologicas,primeras consultas,2006-08-01,21,21
VIACHA,consultas odontologicas,primeras consultas,2006-08-01,302,302
VILLA MONTES,consultas odontologicas,primeras consultas,2006-08-01,2540,2540
VILLA TUNARI,consultas odontologicas,primeras consultas,2006-08-01,1148,1148
VILLA VACA GUZMAN (MUYUPAMPA),consultas odontologicas,primeras consultas,2006-08-01,29,29
VILLAZON,consultas odontologicas,primeras consultas,2006-08-01,48,48
VINTO,consultas odontologicas,primeras consultas,2006-08-01,92,92
WALDO BALLIVIAN,consultas odontologicas,primeras consultas,2006-08-01,8,8
YACO,consultas odontologicas,primeras consultas,2006-08-01,92,92
YACUIBA,consultas odontologicas,primeras consultas,2006-08-01,452,452
YAMPARAEZ,consultas odontologicas,primeras consultas,2006-08-01,141,141
YANACACHI,consultas odontologicas,primeras consultas,2006-08-01,52,52
YAPACANI,consultas odontologicas,primeras consultas,2006-08-01,235,235
YOCALLA,consultas odontologicas,primeras consultas,2006-08-01,59,59
YUNCHARA,consultas odontologicas,primeras consultas,2006-08-01,309,309
ZUDAÑEZ,consultas odontologicas,primeras consultas,2006-08-01,16,16
ACACIO,consultas odontologicas,primeras consultas,2006-09-01,255,255
ACHACACHI,consultas odontologicas,primeras consultas,2006-09-01,584,584
AIQUILE,consultas odontologicas,primeras consultas,2006-09-01,318,318
ANCORAIMES,consultas odontologicas,primeras consultas,2006-09-01,333,333
ANDAMARCA,consultas odontologicas,primeras consultas,2006-09-01,140,140
ANTEQUERA,consultas odontologicas,primeras consultas,2006-09-01,18,18
ANZALDO,consultas odontologicas,primeras consultas,2006-09-01,81,81
ARANI,consultas odontologicas,primeras consultas,2006-09-01,118,118
ARBIETO,consultas odontologicas,primeras consultas,2006-09-01,105,105
ARQUE,consultas odontologicas,primeras consultas,2006-09-01,41,41
ASCENCION DE GUARAYOS,consultas odontologicas,primeras consultas,2006-09-01,190,190
ATOCHA,consultas odontologicas,primeras consultas,2006-09-01,499,499
AYATA,consultas odontologicas,primeras consultas,2006-09-01,74,74
AYO AYO,consultas odontologicas,primeras consultas,2006-09-01,33,33
AYOPAYA (V. DE INDEPENDENCIA),consultas odontologicas,primeras consultas,2006-09-01,39,39
AZURDUY,consultas odontologicas,primeras consultas,2006-09-01,53,53
BATALLAS,consultas odontologicas,primeras consultas,2006-09-01,295,295
BELEN DE ANDAMARCA,consultas odontologicas,primeras consultas,2006-09-01,7,7
BERMEJO,consultas odontologicas,primeras consultas,2006-09-01,386,386
BETANZOS,consultas odontologicas,primeras consultas,2006-09-01,51,51
BOLIVAR,consultas odontologicas,primeras consultas,2006-09-01,140,140
BOYUIBE,consultas odontologicas,primeras consultas,2006-09-01,499,499
CABEZAS,consultas odontologicas,primeras consultas,2006-09-01,189,189
CAIROMA,consultas odontologicas,primeras consultas,2006-09-01,224,224
"CAIZA ""D""",consultas odontologicas,primeras consultas,2006-09-01,73,73
CAJUATA,consultas odontologicas,primeras consultas,2006-09-01,4,4
CALACOTO,consultas odontologicas,primeras consultas,2006-09-01,106,106
CALAMARCA,consultas odontologicas,primeras consultas,2006-09-01,89,89
CAMARGO,consultas odontologicas,primeras consultas,2006-09-01,676,676
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,primeras consultas,2006-09-01,94,94
CAMIRI,consultas odontologicas,primeras consultas,2006-09-01,1995,1995
CAPINOTA,consultas odontologicas,primeras consultas,2006-09-01,121,121
CAQUIAVIRI,consultas odontologicas,primeras consultas,2006-09-01,70,70
CARACOLLO,consultas odontologicas,primeras consultas,2006-09-01,419,419
CARANAVI,consultas odontologicas,primeras consultas,2006-09-01,39,39
CARAPARI,consultas odontologicas,primeras consultas,2006-09-01,51,51
CARIPUYO,consultas odontologicas,primeras consultas,2006-09-01,111,111
CARMEN RIVERO TORREZ,consultas odontologicas,primeras consultas,2006-09-01,46,46
CHARAGUA,consultas odontologicas,primeras consultas,2006-09-01,245,245
CHAYANTA,consultas odontologicas,primeras consultas,2006-09-01,127,127
