municipality,group,variable,month,Pulpotomías,TOTAL
TURCO,consultas odontologicas,pulpotomias,2006-09-01,58,58
UMALA,consultas odontologicas,pulpotomias,2006-09-01,9,9
UNCIA,consultas odontologicas,pulpotomias,2006-09-01,104,104
URIONDO (A. CONCEPCION),consultas odontologicas,pulpotomias,2006-09-01,80,80
URUBICHA,consultas odontologicas,pulpotomias,2006-09-01,35,35
UYUNI,consultas odontologicas,pulpotomias,2006-09-01,125,125
VACAS,consultas odontologicas,pulpotomias,2006-09-01,43,43
VALLEGRANDE,consultas odontologicas,pulpotomias,2006-09-01,276,276
VIACHA,consultas odontologicas,pulpotomias,2006-09-01,389,389
VILLA MONTES,consultas odontologicas,pulpotomias,2006-09-01,61,61
VILLA NUEVA (LOMA ALTA),consultas odontologicas,pulpotomias,2006-09-01,16,16
VILLA RIVERO,consultas odontologicas,pulpotomias,2006-09-01,19,19
VILLA SERRANO,consultas odontologicas,pulpotomias,2006-09-01,37,37
VILLA TUNARI,consultas odontologicas,pulpotomias,2006-09-01,140,140
VILLA VACA GUZMAN (MUYUPAMPA),consultas odontologicas,pulpotomias,2006-09-01,136,136
VILLAZON,consultas odontologicas,pulpotomias,2006-09-01,235,235
VINTO,consultas odontologicas,pulpotomias,2006-09-01,40,40
VITICHI,consultas odontologicas,pulpotomias,2006-09-01,9,9
WARNES,consultas odontologicas,pulpotomias,2006-09-01,67,67
YACUIBA,consultas odontologicas,pulpotomias,2006-09-01,161,161
YAMPARAEZ,consultas odontologicas,pulpotomias,2006-09-01,43,43
YANACACHI,consultas odontologicas,pulpotomias,2006-09-01,33,33
YAPACANI,consultas odontologicas,pulpotomias,2006-09-01,60,60
YOCALLA,consultas odontologicas,pulpotomias,2006-09-01,15,15
YOTALA,consultas odontologicas,pulpotomias,2006-09-01,25,25
YUNCHARA,consultas odontologicas,pulpotomias,2006-09-01,11,11
ZUDAÑEZ,consultas odontologicas,pulpotomias,2006-09-01,27,27
ACACIO,consultas odontologicas,pulpotomias,2006-10-01,33,33
ACHACACHI,consultas odontologicas,pulpotomias,2006-10-01,148,148
ACHOCALLA,consultas odontologicas,pulpotomias,2006-10-01,10,10
AIQUILE,consultas odontologicas,pulpotomias,2006-10-01,55,55
ALCALA,consultas odontologicas,pulpotomias,2006-10-01,65,65
ANCORAIMES,consultas odontologicas,pulpotomias,2006-10-01,30,30
ANDAMARCA,consultas odontologicas,pulpotomias,2006-10-01,31,31
ANTEQUERA,consultas odontologicas,pulpotomias,2006-10-01,14,14
ANZALDO,consultas odontologicas,pulpotomias,2006-10-01,25,25
APOLO,consultas odontologicas,pulpotomias,2006-10-01,123,123
ARANI,consultas odontologicas,pulpotomias,2006-10-01,33,33
ARBIETO,consultas odontologicas,pulpotomias,2006-10-01,13,13
ARQUE,consultas odontologicas,pulpotomias,2006-10-01,70,70
ASCENCION DE GUARAYOS,consultas odontologicas,pulpotomias,2006-10-01,402,402
ATOCHA,consultas odontologicas,pulpotomias,2006-10-01,145,145
AUCAPATA,consultas odontologicas,pulpotomias,2006-10-01,27,27
AYATA,consultas odontologicas,pulpotomias,2006-10-01,79,79
AYO AYO,consultas odontologicas,pulpotomias,2006-10-01,41,41
AYOPAYA (V. DE INDEPENDENCIA),consultas odontologicas,pulpotomias,2006-10-01,70,70
AZURDUY,consultas odontologicas,pulpotomias,2006-10-01,96,96
BATALLAS,consultas odontologicas,pulpotomias,2006-10-01,124,124
BAURES,consultas odontologicas,pulpotomias,2006-10-01,59,59
BELLA FLOR,consultas odontologicas,pulpotomias,2006-10-01,66,66
BERMEJO,consultas odontologicas,pulpotomias,2006-10-01,131,131
BETANZOS,consultas odontologicas,pulpotomias,2006-10-01,115,115
BOLIVAR,consultas odontologicas,pulpotomias,2006-10-01,62,62
BOLPEBRA,consultas odontologicas,pulpotomias,2006-10-01,27,27
BOYUIBE,consultas odontologicas,pulpotomias,2006-10-01,42,42
BUENA VISTA,consultas odontologicas,pulpotomias,2006-10-01,33,33
CABEZAS,consultas odontologicas,pulpotomias,2006-10-01,54,54
CAIROMA,consultas odontologicas,pulpotomias,2006-10-01,38,38
"CAIZA ""D""",consultas odontologicas,pulpotomias,2006-10-01,34,34
CALACOTO,consultas odontologicas,pulpotomias,2006-10-01,26,26
CALAMARCA,consultas odontologicas,pulpotomias,2006-10-01,34,34
CAMARGO,consultas odontologicas,pulpotomias,2006-10-01,152,152
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,pulpotomias,2006-10-01,19,19
CAMIRI,consultas odontologicas,pulpotomias,2006-10-01,314,314
CAPINOTA,consultas odontologicas,pulpotomias,2006-10-01,24,24
CAQUIAVIRI,consultas odontologicas,pulpotomias,2006-10-01,46,46
CARACOLLO,consultas odontologicas,pulpotomias,2006-10-01,185,185
CARANAVI,consultas odontologicas,pulpotomias,2006-10-01,127,127
CARAPARI,consultas odontologicas,pulpotomias,2006-10-01,48,48
CARIPUYO,consultas odontologicas,pulpotomias,2006-10-01,31,31
CARMEN RIVERO TORREZ,consultas odontologicas,pulpotomias,2006-10-01,2,2
CHACARILLA,consultas odontologicas,pulpotomias,2006-10-01,17,17
CHALLAPATA,consultas odontologicas,pulpotomias,2006-10-01,98,98
CHAQUI,consultas odontologicas,pulpotomias,2006-10-01,8,8
CHARAGUA,consultas odontologicas,pulpotomias,2006-10-01,234,234
CHAYANTA,consultas odontologicas,pulpotomias,2006-10-01,127,127
CHIMORE,consultas odontologicas,pulpotomias,2006-10-01,36,36
CHULUMANI (V. DE LA LIBERTAD),consultas odontologicas,pulpotomias,2006-10-01,70,70
CHUMA,consultas odontologicas,pulpotomias,2006-10-01,77,77
CLIZA,consultas odontologicas,pulpotomias,2006-10-01,24,24
COBIJA,consultas odontologicas,pulpotomias,2006-10-01,120,120
COCHABAMBA,consultas odontologicas,pulpotomias,2006-10-01,1191,1191
COLCAPIRHUA,consultas odontologicas,pulpotomias,2006-10-01,17,17
"COLCHA ""K""",consultas odontologicas,pulpotomias,2006-10-01,64,64
COLLANA,consultas odontologicas,pulpotomias,2006-10-01,29,29
COLOMI,consultas odontologicas,pulpotomias,2006-10-01,30,30
COLPA BELGICA,consultas odontologicas,pulpotomias,2006-10-01,28,28
COLQUECHACA,consultas odontologicas,pulpotomias,2006-10-01,40,40
COLQUENCHA,consultas odontologicas,pulpotomias,2006-10-01,18,18
COLQUIRI,consultas odontologicas,pulpotomias,2006-10-01,118,118
COMARAPA,consultas odontologicas,pulpotomias,2006-10-01,259,259
CONCEPCION,consultas odontologicas,pulpotomias,2006-10-01,39,39
COPACABANA,consultas odontologicas,pulpotomias,2006-10-01,28,28
CORIPATA,consultas odontologicas,pulpotomias,2006-10-01,72,72
CORO CORO,consultas odontologicas,pulpotomias,2006-10-01,62,62
COROICO,consultas odontologicas,pulpotomias,2006-10-01,120,120
CORQUE,consultas odontologicas,pulpotomias,2006-10-01,20,20
COTAGAITA,consultas odontologicas,pulpotomias,2006-10-01,100,100
COTOCA,consultas odontologicas,pulpotomias,2006-10-01,62,62
CUATRO CAÑADAS,consultas odontologicas,pulpotomias,2006-10-01,48,48
CUCHUMUELA (V. G. VILLARROEL),consultas odontologicas,pulpotomias,2006-10-01,4,4
CUEVO,consultas odontologicas,pulpotomias,2006-10-01,31,31
CULPINA,consultas odontologicas,pulpotomias,2006-10-01,25,25
CURAHUARA DE CARANGAS,consultas odontologicas,pulpotomias,2006-10-01,113,113
CURVA,consultas odontologicas,pulpotomias,2006-10-01,24,24
DESAGUADERO,consultas odontologicas,pulpotomias,2006-10-01,66,66
EL ALTO,consultas odontologicas,pulpotomias,2006-10-01,3705,3705
EL PUENTE(STC),consultas odontologicas,pulpotomias,2006-10-01,38,38
EL PUENTE(TJA),consultas odontologicas,pulpotomias,2006-10-01,37,37
EL TORNO,consultas odontologicas,pulpotomias,2006-10-01,100,100
EL VILLAR,consultas odontologicas,pulpotomias,2006-10-01,23,23
ENTRE RIOS,consultas odontologicas,pulpotomias,2006-10-01,91,91
ENTRE RIOS,consultas odontologicas,pulpotomias,2006-10-01,34,34
EUCALIPTUS,consultas odontologicas,pulpotomias,2006-10-01,18,18
FERNANDEZ ALONSO,consultas odontologicas,pulpotomias,2006-10-01,60,60
FILADELFIA,consultas odontologicas,pulpotomias,2006-10-01,54,54
GENERAL SAAVEDRA,consultas odontologicas,pulpotomias,2006-10-01,16,16
GRAL. J.J. PEREZ (CHARAZANI),consultas odontologicas,pulpotomias,2006-10-01,19,19
GUANAY,consultas odontologicas,pulpotomias,2006-10-01,90,90
GUAQUI,consultas odontologicas,pulpotomias,2006-10-01,40,40
GUAYARAMERIN,consultas odontologicas,pulpotomias,2006-10-01,212,212
GUTIERREZ,consultas odontologicas,pulpotomias,2006-10-01,71,71
HUACARETA,consultas odontologicas,pulpotomias,2006-10-01,45,45
HUANUNI,consultas odontologicas,pulpotomias,2006-10-01,130,130
HUARACAJE,consultas odontologicas,pulpotomias,2006-10-01,21,21
HUAYLLAMARCA,consultas odontologicas,pulpotomias,2006-10-01,11,11
ICHOCA,consultas odontologicas,pulpotomias,2006-10-01,22,22
INCAHUASI,consultas odontologicas,pulpotomias,2006-10-01,150,150
INGAVI (HUMAITA),consultas odontologicas,pulpotomias,2006-10-01,8,8
INQUISIVI,consultas odontologicas,pulpotomias,2006-10-01,140,140
IRUPANA (VILLA DE LANZA),consultas odontologicas,pulpotomias,2006-10-01,5,5
IXIAMAS,consultas odontologicas,pulpotomias,2006-10-01,171,171
JESUS DE MACHACA,consultas odontologicas,pulpotomias,2006-10-01,75,75
LA ASUNTA,consultas odontologicas,pulpotomias,2006-10-01,68,68
LA GUARDIA,consultas odontologicas,pulpotomias,2006-10-01,33,33
LA PAZ,consultas odontologicas,pulpotomias,2006-10-01,3045,3045
LAGUNILLAS,consultas odontologicas,pulpotomias,2006-10-01,37,37
LAJA,consultas odontologicas,pulpotomias,2006-10-01,70,70
LLALLAGUA,consultas odontologicas,pulpotomias,2006-10-01,104,104
LLICA,consultas odontologicas,pulpotomias,2006-10-01,37,37
LORETO,consultas odontologicas,pulpotomias,2006-10-01,7,7
LURIBAY,consultas odontologicas,pulpotomias,2006-10-01,65,65
MACHACAMARCA,consultas odontologicas,pulpotomias,2006-10-01,14,14
MACHARETI,consultas odontologicas,pulpotomias,2006-10-01,14,14
MAGDALENA,consultas odontologicas,pulpotomias,2006-10-01,24,24
MAIRANA,consultas odontologicas,pulpotomias,2006-10-01,23,23
MALLA,consultas odontologicas,pulpotomias,2006-10-01,1,1
MAPIRI,consultas odontologicas,pulpotomias,2006-10-01,59,59
MECAPACA,consultas odontologicas,pulpotomias,2006-10-01,35,35
MINEROS,consultas odontologicas,pulpotomias,2006-10-01,80,80
MIZQUE,consultas odontologicas,pulpotomias,2006-10-01,40,40
MOCOMOCO,consultas odontologicas,pulpotomias,2006-10-01,75,75
MOJOCOYA,consultas odontologicas,pulpotomias,2006-10-01,19,19
MONTEAGUDO,consultas odontologicas,pulpotomias,2006-10-01,91,91
MONTERO,consultas odontologicas,pulpotomias,2006-10-01,214,214
MORO MORO,consultas odontologicas,pulpotomias,2006-10-01,13,13
MOROCHATA,consultas odontologicas,pulpotomias,2006-10-01,22,22
NACEBE (SANTA ROSA DEL ABUNA),consultas odontologicas,pulpotomias,2006-10-01,3,3
NUEVO MANOA (NUEVA ESPERANZA),consultas odontologicas,pulpotomias,2006-10-01,37,37
OCURI,consultas odontologicas,pulpotomias,2006-10-01,82,82
OKINAWA,consultas odontologicas,pulpotomias,2006-10-01,49,49
OMEREQUE,consultas odontologicas,pulpotomias,2006-10-01,10,10
ORURO,consultas odontologicas,pulpotomias,2006-10-01,1699,1699
PADCAYA,consultas odontologicas,pulpotomias,2006-10-01,43,43
PADILLA,consultas odontologicas,pulpotomias,2006-10-01,66,66
PAILON,consultas odontologicas,pulpotomias,2006-10-01,115,115
PALCA,consultas odontologicas,pulpotomias,2006-10-01,19,19
PALOS BLANCOS,consultas odontologicas,pulpotomias,2006-10-01,88,88
PAMPA AULLAGAS,consultas odontologicas,pulpotomias,2006-10-01,7,7
PAMPA GRANDE,consultas odontologicas,pulpotomias,2006-10-01,11,11
PAPEL PAMPA,consultas odontologicas,pulpotomias,2006-10-01,8,8
PASORAPA,consultas odontologicas,pulpotomias,2006-10-01,24,24
PATACAMAYA,consultas odontologicas,pulpotomias,2006-10-01,33,33
PAZÑA,consultas odontologicas,pulpotomias,2006-10-01,62,62
POCOATA,consultas odontologicas,pulpotomias,2006-10-01,20,20
POCONA,consultas odontologicas,pulpotomias,2006-10-01,15,15
POJO (CBBA),consultas odontologicas,pulpotomias,2006-10-01,13,13
POOPO,consultas odontologicas,pulpotomias,2006-10-01,58,58
PORCO,consultas odontologicas,pulpotomias,2006-10-01,11,11
POROMA,consultas odontologicas,pulpotomias,2006-10-01,43,43
PORONGO,consultas odontologicas,pulpotomias,2006-10-01,40,40
PORTACHUELO,consultas odontologicas,pulpotomias,2006-10-01,131,131
PORVENIR,consultas odontologicas,pulpotomias,2006-10-01,58,58
POSTRER VALLE,consultas odontologicas,pulpotomias,2006-10-01,12,12
POTOSI,consultas odontologicas,pulpotomias,2006-10-01,651,651
PRESTO,consultas odontologicas,pulpotomias,2006-10-01,73,73
PUCARA,consultas odontologicas,pulpotomias,2006-10-01,47,47
PUCARANI,consultas odontologicas,pulpotomias,2006-10-01,51,51
PUERTO ACOSTA,consultas odontologicas,pulpotomias,2006-10-01,316,316
PUERTO CARABUCO,consultas odontologicas,pulpotomias,2006-10-01,141,141
PUERTO GONZALO MORENO,consultas odontologicas,pulpotomias,2006-10-01,35,35
PUERTO PEREZ,consultas odontologicas,pulpotomias,2006-10-01,10,10
PUERTO QUIJARRO,consultas odontologicas,pulpotomias,2006-10-01,59,59
PUERTO RICO,consultas odontologicas,pulpotomias,2006-10-01,22,22
PUERTO SUAREZ,consultas odontologicas,pulpotomias,2006-10-01,107,107
PUERTO VILLARROEL,consultas odontologicas,pulpotomias,2006-10-01,95,95
PUNA,consultas odontologicas,pulpotomias,2006-10-01,168,168
PUNATA,consultas odontologicas,pulpotomias,2006-10-01,61,61
QUILLACOLLO,consultas odontologicas,pulpotomias,2006-10-01,157,157
QUIME,consultas odontologicas,pulpotomias,2006-10-01,116,116
QUIRUSILLAS,consultas odontologicas,pulpotomias,2006-10-01,10,10
RAVELO,consultas odontologicas,pulpotomias,2006-10-01,27,27
REYES,consultas odontologicas,pulpotomias,2006-10-01,62,62
RIBERALTA,consultas odontologicas,pulpotomias,2006-10-01,210,210
ROBORE,consultas odontologicas,pulpotomias,2006-10-01,109,109
RURRENABAQUE,consultas odontologicas,pulpotomias,2006-10-01,124,124
SABAYA,consultas odontologicas,pulpotomias,2006-10-01,21,21
SACABA,consultas odontologicas,pulpotomias,2006-10-01,214,214
SACABAMBA,consultas odontologicas,pulpotomias,2006-10-01,7,7
SACACA,consultas odontologicas,pulpotomias,2006-10-01,15,15
SAIPINA,consultas odontologicas,pulpotomias,2006-10-01,124,124
SALINAS DE GARCI MENDOZA,consultas odontologicas,pulpotomias,2006-10-01,17,17
SAMAIPATA,consultas odontologicas,pulpotomias,2006-10-01,31,31
SAN AGUSTIN,consultas odontologicas,pulpotomias,2006-10-01,5,5
SAN ANDRES,consultas odontologicas,pulpotomias,2006-10-01,52,52
SAN ANDRES DE MACHACA,consultas odontologicas,pulpotomias,2006-10-01,31,31
SAN ANTONIO DE LOMERIO,consultas odontologicas,pulpotomias,2006-10-01,54,54
SAN BENITO,consultas odontologicas,pulpotomias,2006-10-01,38,38
SAN BORJA,consultas odontologicas,pulpotomias,2006-10-01,111,111
SAN BUENA VENTURA,consultas odontologicas,pulpotomias,2006-10-01,98,98
SAN CARLOS,consultas odontologicas,pulpotomias,2006-10-01,60,60
SAN IGNACIO,consultas odontologicas,pulpotomias,2006-10-01,55,55
SAN IGNACIO DE VELASCO,consultas odontologicas,pulpotomias,2006-10-01,203,203
SAN JAVIER(STC),consultas odontologicas,pulpotomias,2006-10-01,17,17
SAN JOAQUIN,consultas odontologicas,pulpotomias,2006-10-01,21,21
SAN JOSE DE CHIQUITOS,consultas odontologicas,pulpotomias,2006-10-01,77,77
SAN JUAN DE YAPACANI,consultas odontologicas,pulpotomias,2006-10-01,27,27
SAN JULIAN,consultas odontologicas,pulpotomias,2006-10-01,165,165
SAN LORENZO(PND),consultas odontologicas,pulpotomias,2006-10-01,50,50
SAN LORENZO(TJA),consultas odontologicas,pulpotomias,2006-10-01,142,142
SAN LUCAS,consultas odontologicas,pulpotomias,2006-10-01,83,83
SAN MATIAS,consultas odontologicas,pulpotomias,2006-10-01,74,74
SAN MIGUEL DE VELASCO,consultas odontologicas,pulpotomias,2006-10-01,83,83
SAN PEDRO,consultas odontologicas,pulpotomias,2006-10-01,34,34
SAN PEDRO DE BUENA VISTA,consultas odontologicas,pulpotomias,2006-10-01,35,35
SAN PEDRO DE TIQUINA,consultas odontologicas,pulpotomias,2006-10-01,18,18
SAN PEDRO(PND),consultas odontologicas,pulpotomias,2006-10-01,11,11
SAN RAFAEL,consultas odontologicas,pulpotomias,2006-10-01,49,49
SAN RAMON,consultas odontologicas,pulpotomias,2006-10-01,33,33
SAN RAMON,consultas odontologicas,pulpotomias,2006-10-01,23,23
SANTA ANA,consultas odontologicas,pulpotomias,2006-10-01,88,88
SANTA CRUZ DE LA SIERRA,consultas odontologicas,pulpotomias,2006-10-01,2392,2392
SANTA ROSA,consultas odontologicas,pulpotomias,2006-10-01,40,40
SANTA ROSA DEL SARA,consultas odontologicas,pulpotomias,2006-10-01,133,133
SANTIAGO DE HUARI,consultas odontologicas,pulpotomias,2006-10-01,64,64
SANTIAGO DE MACHACA,consultas odontologicas,pulpotomias,2006-10-01,18,18
SANTUARIO DE QUILLACAS,consultas odontologicas,pulpotomias,2006-10-01,21,21
SAPAHAQUI,consultas odontologicas,pulpotomias,2006-10-01,43,43
SENA,consultas odontologicas,pulpotomias,2006-10-01,23,23
SICA SICA (VILLA AROMA),consultas odontologicas,pulpotomias,2006-10-01,52,52
SICAYA,consultas odontologicas,pulpotomias,2006-10-01,12,12
SIPE SIPE,consultas odontologicas,pulpotomias,2006-10-01,83,83
SOPACHUY,consultas odontologicas,pulpotomias,2006-10-01,72,72
SORACACHI,consultas odontologicas,pulpotomias,2006-10-01,60,60
SORATA,consultas odontologicas,pulpotomias,2006-10-01,22,22
SUCRE,consultas odontologicas,pulpotomias,2006-10-01,873,873
TACACOMA,consultas odontologicas,pulpotomias,2006-10-01,59,59
TACOPAYA,consultas odontologicas,pulpotomias,2006-10-01,18,18
TAHUA,consultas odontologicas,pulpotomias,2006-10-01,25,25
TAPACARI,consultas odontologicas,pulpotomias,2006-10-01,25,25
TARABUCO,consultas odontologicas,pulpotomias,2006-10-01,58,58
TARACO,consultas odontologicas,pulpotomias,2006-10-01,18,18
TARATA,consultas odontologicas,pulpotomias,2006-10-01,12,12
TARIJA,consultas odontologicas,pulpotomias,2006-10-01,249,249
TARVITA,consultas odontologicas,pulpotomias,2006-10-01,15,15
TIAWANACU,consultas odontologicas,pulpotomias,2006-10-01,270,270
TINGUIPAYA,consultas odontologicas,pulpotomias,2006-10-01,51,51
TIPUANI,consultas odontologicas,pulpotomias,2006-10-01,20,20
TIQUIPAYA,consultas odontologicas,pulpotomias,2006-10-01,140,140
TIRAQUE (CBBA),consultas odontologicas,pulpotomias,2006-10-01,77,77
TOLATA,consultas odontologicas,pulpotomias,2006-10-01,30,30
TOLEDO,consultas odontologicas,pulpotomias,2006-10-01,64,64
TOMAVE,consultas odontologicas,pulpotomias,2006-10-01,59,59
TOMINA,consultas odontologicas,pulpotomias,2006-10-01,136,136
TORO TORO,consultas odontologicas,pulpotomias,2006-10-01,16,16
TOTORA(CBBA),consultas odontologicas,pulpotomias,2006-10-01,52,52
TOTORA(ORR),consultas odontologicas,pulpotomias,2006-10-01,9,9
TRIGAL,consultas odontologicas,pulpotomias,2006-10-01,53,53
TRINIDAD,consultas odontologicas,pulpotomias,2006-10-01,609,609
TUPIZA,consultas odontologicas,pulpotomias,2006-10-01,312,312
TURCO,consultas odontologicas,pulpotomias,2006-10-01,21,21
UMALA,consultas odontologicas,pulpotomias,2006-10-01,6,6
UNCIA,consultas odontologicas,pulpotomias,2006-10-01,111,111
URIONDO (A. CONCEPCION),consultas odontologicas,pulpotomias,2006-10-01,28,28
URUBICHA,consultas odontologicas,pulpotomias,2006-10-01,13,13
UYUNI,consultas odontologicas,pulpotomias,2006-10-01,162,162
VALLEGRANDE,consultas odontologicas,pulpotomias,2006-10-01,133,133
VIACHA,consultas odontologicas,pulpotomias,2006-10-01,301,301
VILA VILA,consultas odontologicas,pulpotomias,2006-10-01,6,6
VILLA MONTES,consultas odontologicas,pulpotomias,2006-10-01,109,109
VILLA RIVERO,consultas odontologicas,pulpotomias,2006-10-01,20,20
VILLA SERRANO,consultas odontologicas,pulpotomias,2006-10-01,38,38
VILLA TUNARI,consultas odontologicas,pulpotomias,2006-10-01,160,160
VILLA VACA GUZMAN (MUYUPAMPA),consultas odontologicas,pulpotomias,2006-10-01,110,110
VILLAZON,consultas odontologicas,pulpotomias,2006-10-01,320,320
VINTO,consultas odontologicas,pulpotomias,2006-10-01,74,74
VITICHI,consultas odontologicas,pulpotomias,2006-10-01,15,15
WALDO BALLIVIAN,consultas odontologicas,pulpotomias,2006-10-01,12,12
WARNES,consultas odontologicas,pulpotomias,2006-10-01,112,112
YACO,consultas odontologicas,pulpotomias,2006-10-01,1,1
YACUIBA,consultas odontologicas,pulpotomias,2006-10-01,148,148
YAMPARAEZ,consultas odontologicas,pulpotomias,2006-10-01,28,28
YANACACHI,consultas odontologicas,pulpotomias,2006-10-01,53,53
YAPACANI,consultas odontologicas,pulpotomias,2006-10-01,57,57
YOCALLA,consultas odontologicas,pulpotomias,2006-10-01,14,14
YUNCHARA,consultas odontologicas,pulpotomias,2006-10-01,65,65
ZUDAÑEZ,consultas odontologicas,pulpotomias,2006-10-01,35,35
ACACIO,consultas odontologicas,pulpotomias,2006-11-01,28,28
ACHACACHI,consultas odontologicas,pulpotomias,2006-11-01,94,94
ACHOCALLA,consultas odontologicas,pulpotomias,2006-11-01,11,11
AIQUILE,consultas odontologicas,pulpotomias,2006-11-01,59,59
ALCALA,consultas odontologicas,pulpotomias,2006-11-01,75,75
ANCORAIMES,consultas odontologicas,pulpotomias,2006-11-01,57,57
ANDAMARCA,consultas odontologicas,pulpotomias,2006-11-01,8,8
ANTEQUERA,consultas odontologicas,pulpotomias,2006-11-01,32,32
ANZALDO,consultas odontologicas,pulpotomias,2006-11-01,29,29
APOLO,consultas odontologicas,pulpotomias,2006-11-01,98,98
ARANI,consultas odontologicas,pulpotomias,2006-11-01,30,30
ARQUE,consultas odontologicas,pulpotomias,2006-11-01,48,48
ASCENCION DE GUARAYOS,consultas odontologicas,pulpotomias,2006-11-01,94,94
ATOCHA,consultas odontologicas,pulpotomias,2006-11-01,130,130
AYATA,consultas odontologicas,pulpotomias,2006-11-01,18,18
AYO AYO,consultas odontologicas,pulpotomias,2006-11-01,25,25
AYOPAYA (V. DE INDEPENDENCIA),consultas odontologicas,pulpotomias,2006-11-01,114,114
AZURDUY,consultas odontologicas,pulpotomias,2006-11-01,40,40
BATALLAS,consultas odontologicas,pulpotomias,2006-11-01,104,104
BAURES,consultas odontologicas,pulpotomias,2006-11-01,25,25
BELLA FLOR,consultas odontologicas,pulpotomias,2006-11-01,32,32
BERMEJO,consultas odontologicas,pulpotomias,2006-11-01,113,113
BETANZOS,consultas odontologicas,pulpotomias,2006-11-01,28,28
BOLIVAR,consultas odontologicas,pulpotomias,2006-11-01,16,16
BOLPEBRA,consultas odontologicas,pulpotomias,2006-11-01,15,15
BOYUIBE,consultas odontologicas,pulpotomias,2006-11-01,18,18
BUENA VISTA,consultas odontologicas,pulpotomias,2006-11-01,25,25
CABEZAS,consultas odontologicas,pulpotomias,2006-11-01,93,93
CAIROMA,consultas odontologicas,pulpotomias,2006-11-01,26,26
"CAIZA ""D""",consultas odontologicas,pulpotomias,2006-11-01,22,22
CALACOTO,consultas odontologicas,pulpotomias,2006-11-01,13,13
CALAMARCA,consultas odontologicas,pulpotomias,2006-11-01,52,52
CAMARGO,consultas odontologicas,pulpotomias,2006-11-01,79,79
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,pulpotomias,2006-11-01,29,29
CAMIRI,consultas odontologicas,pulpotomias,2006-11-01,304,304
CAPINOTA,consultas odontologicas,pulpotomias,2006-11-01,39,39
CAQUIAVIRI,consultas odontologicas,pulpotomias,2006-11-01,31,31
CARACOLLO,consultas odontologicas,pulpotomias,2006-11-01,127,127
CARANAVI,consultas odontologicas,pulpotomias,2006-11-01,129,129
CARAPARI,consultas odontologicas,pulpotomias,2006-11-01,55,55
CARIPUYO,consultas odontologicas,pulpotomias,2006-11-01,24,24
CARMEN RIVERO TORREZ,consultas odontologicas,pulpotomias,2006-11-01,17,17
CHALLAPATA,consultas odontologicas,pulpotomias,2006-11-01,71,71
CHAQUI,consultas odontologicas,pulpotomias,2006-11-01,5,5
CHARAGUA,consultas odontologicas,pulpotomias,2006-11-01,101,101
CHAYANTA,consultas odontologicas,pulpotomias,2006-11-01,56,56
CHIMORE,consultas odontologicas,pulpotomias,2006-11-01,48,48
CHOQUE COTA,consultas odontologicas,pulpotomias,2006-11-01,24,24
CHULUMANI (V. DE LA LIBERTAD),consultas odontologicas,pulpotomias,2006-11-01,94,94
CHUMA,consultas odontologicas,pulpotomias,2006-11-01,101,101
CLIZA,consultas odontologicas,pulpotomias,2006-11-01,15,15
COBIJA,consultas odontologicas,pulpotomias,2006-11-01,131,131
COCHABAMBA,consultas odontologicas,pulpotomias,2006-11-01,1169,1169
COLCAPIRHUA,consultas odontologicas,pulpotomias,2006-11-01,32,32
"COLCHA ""K""",consultas odontologicas,pulpotomias,2006-11-01,32,32
COLLANA,consultas odontologicas,pulpotomias,2006-11-01,16,16
COLOMI,consultas odontologicas,pulpotomias,2006-11-01,50,50
COLPA BELGICA,consultas odontologicas,pulpotomias,2006-11-01,36,36
COLQUECHACA,consultas odontologicas,pulpotomias,2006-11-01,36,36
COLQUENCHA,consultas odontologicas,pulpotomias,2006-11-01,11,11
COLQUIRI,consultas odontologicas,pulpotomias,2006-11-01,124,124
COMARAPA,consultas odontologicas,pulpotomias,2006-11-01,267,267
CONCEPCION,consultas odontologicas,pulpotomias,2006-11-01,71,71
COPACABANA,consultas odontologicas,pulpotomias,2006-11-01,30,30
CORIPATA,consultas odontologicas,pulpotomias,2006-11-01,120,120
CORO CORO,consultas odontologicas,pulpotomias,2006-11-01,157,157
COROICO,consultas odontologicas,pulpotomias,2006-11-01,118,118
CORQUE,consultas odontologicas,pulpotomias,2006-11-01,25,25
COTAGAITA,consultas odontologicas,pulpotomias,2006-11-01,38,38
COTOCA,consultas odontologicas,pulpotomias,2006-11-01,57,57
CUATRO CAÑADAS,consultas odontologicas,pulpotomias,2006-11-01,165,165
CUEVO,consultas odontologicas,pulpotomias,2006-11-01,37,37
CULPINA,consultas odontologicas,pulpotomias,2006-11-01,81,81
CURAHUARA DE CARANGAS,consultas odontologicas,pulpotomias,2006-11-01,67,67
DESAGUADERO,consultas odontologicas,pulpotomias,2006-11-01,12,12
EL ALTO,consultas odontologicas,pulpotomias,2006-11-01,3558,3558
EL PUENTE(STC),consultas odontologicas,pulpotomias,2006-11-01,43,43
EL PUENTE(TJA),consultas odontologicas,pulpotomias,2006-11-01,35,35
EL TORNO,consultas odontologicas,pulpotomias,2006-11-01,114,114
EL VILLAR,consultas odontologicas,pulpotomias,2006-11-01,6,6
ENTRE RIOS,consultas odontologicas,pulpotomias,2006-11-01,53,53
ENTRE RIOS,consultas odontologicas,pulpotomias,2006-11-01,85,85
