,group,variable,month,ANTIROTAVIRUS 1RA. DOSIS,ANTIROTAVIRUS 1RA. DOSIS,ANTIROTAVIRUS 1RA. DOSIS,ANTIROTAVIRUS 1RA. DOSIS,TOTALES,TOTALES,TOTALES
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,5.0,9.0,0.0,0.0,5.0,9.0,14.0
SAN JAVIER(STC),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,23.0,4.0,0.0,0.0,23.0,4.0,27.0
SAN JOAQUIN,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,15.0,9.0,0.0,0.0,15.0,9.0,24.0
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,23.0,0.0,0.0,0.0,23.0,0.0,23.0
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,18.0,0.0,0.0,0.0,18.0,0.0,18.0
SAN JULIAN,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,30.0,17.0,0.0,0.0,30.0,17.0,47.0
SAN LORENZO(PND),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,5.0,12.0,0.0,0.0,5.0,12.0,17.0
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,25.0,9.0,0.0,0.0,25.0,9.0,34.0
SAN LUCAS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,37.0,64.0,0.0,0.0,37.0,64.0,101.0
SAN MATIAS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,30.0,0.0,0.0,0.0,30.0,0.0,30.0
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,48.0,5.0,0.0,0.0,48.0,5.0,53.0
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,3.0,2.0,0.0,0.0,3.0,2.0,5.0
SAN PEDRO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,67.0,0.0,0.0,0.0,67.0,0.0,67.0
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,18.0,93.0,0.0,0.0,18.0,93.0,111.0
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,7.0,11.0,0.0,0.0,7.0,11.0,18.0
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,10.0,5.0,0.0,0.0,10.0,5.0,15.0
SAN PEDRO(PND),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,0.0,10.0,0.0,0.0,0.0,10.0,10.0
SAN RAFAEL,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,27.0,4.0,0.0,0.0,27.0,4.0,31.0
SAN RAMON,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,11.0,0.0,0.0,0.0,11.0,0.0,11.0
SAN RAMON,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,14.0,0.0,0.0,0.0,14.0,0.0,14.0
SANTA ANA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,46.0,6.0,0.0,0.0,46.0,6.0,52.0
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,3378.0,60.0,0.0,0.0,3378.0,60.0,3438.0
SANTA ROSA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,22.0,0.0,0.0,0.0,22.0,0.0,22.0
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,49.0,12.0,0.0,0.0,49.0,12.0,61.0
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,0.0,9.0,0.0,0.0,0.0,9.0,9.0
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,5.0,13.0,0.0,0.0,5.0,13.0,18.0
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,0.0,4.0,0.0,0.0,0.0,4.0,4.0
SANTIVAÑES,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,9.0,2.0,0.0,0.0,9.0,2.0,11.0
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,5.0,0.0,0.0,0.0,5.0,0.0,5.0
SAPAHAQUI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,7.0,22.0,0.0,0.0,7.0,22.0,29.0
SENA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,4.0,0.0,0.0,0.0,4.0,0.0,4.0
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,26.0,34.0,0.0,0.0,26.0,34.0,60.0
SIPE SIPE,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,71.0,0.0,0.0,0.0,71.0,0.0,71.0
SOPACHUY,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,9.0,5.0,0.0,0.0,9.0,5.0,14.0
SORACACHI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,7.0,11.0,0.0,0.0,7.0,11.0,18.0
SORATA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,9.0,61.0,0.0,0.0,9.0,61.0,70.0
SUCRE,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,663.0,28.0,0.0,0.0,663.0,28.0,691.0
TACACHI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,1.0,0.0,0.0,0.0,1.0,0.0,1.0
TACACOMA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,9.0,7.0,0.0,0.0,9.0,7.0,16.0
TACOBAMBA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,8.0,19.0,0.0,0.0,8.0,19.0,27.0
TACOPAYA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,11.0,12.0,0.0,0.0,11.0,12.0,23.0
TAHUA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,2.0,0.0,0.0,0.0,2.0,0.0,2.0
TAPACARI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,52.0,52.0,0.0,0.0,52.0,52.0,104.0
TARABUCO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,37.0,18.0,0.0,0.0,37.0,18.0,55.0
TARACO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,7.0,12.0,0.0,0.0,7.0,12.0,19.0
TARATA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,18.0,5.0,0.0,0.0,18.0,5.0,23.0
TARIJA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,399.0,5.0,0.0,0.0,399.0,5.0,404.0
TARVITA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,30.0,28.0,0.0,0.0,30.0,28.0,58.0
TEOPONTE,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,16.0,25.0,0.0,0.0,16.0,25.0,41.0
TIAWANACU,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,8.0,15.0,0.0,0.0,8.0,15.0,23.0
TINGUIPAYA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,22.0,51.0,0.0,0.0,22.0,51.0,73.0
TIPUANI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,27.0,0.0,0.0,0.0,27.0,0.0,27.0
TIQUIPAYA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,153.0,0.0,0.0,0.0,153.0,0.0,153.0
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,115.0,18.0,0.0,0.0,115.0,18.0,133.0
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,1.0,0.0,0.0,0.0,1.0,0.0,1.0
TOCO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,14.0,0.0,0.0,0.0,14.0,0.0,14.0
TOLATA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,9.0,0.0,0.0,0.0,9.0,0.0,9.0
TOLEDO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,5.0,6.0,0.0,0.0,5.0,6.0,11.0
TOMAVE,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,9.0,3.0,0.0,0.0,9.0,3.0,12.0
TOMINA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,5.0,6.0,0.0,0.0,5.0,6.0,11.0
TORO TORO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,6.0,10.0,0.0,0.0,6.0,10.0,16.0
TOTORA(CBBA),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,28.0,9.0,0.0,0.0,28.0,9.0,37.0
TOTORA(ORR),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,7.0,3.0,0.0,0.0,7.0,3.0,10.0
TRIGAL,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,4.0,5.0,0.0,0.0,4.0,5.0,9.0
TRINIDAD,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,319.0,7.0,0.0,0.0,319.0,7.0,326.0
TUPIZA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,52.0,22.0,0.0,0.0,52.0,22.0,74.0
TURCO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,8.0,0.0,0.0,0.0,8.0,0.0,8.0
UMALA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,0.0,6.0,0.0,0.0,0.0,6.0,6.0
UNCIA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,31.0,61.0,0.0,0.0,31.0,61.0,92.0
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,18.0,2.0,0.0,0.0,18.0,2.0,20.0
URUBICHA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,5.0,21.0,0.0,0.0,5.0,21.0,26.0
UYUNI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,47.0,0.0,0.0,0.0,47.0,0.0,47.0
VACAS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,13.0,24.0,0.0,0.0,13.0,24.0,37.0
VALLEGRANDE,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,36.0,2.0,0.0,0.0,36.0,2.0,38.0
VIACHA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,88.0,25.0,0.0,0.0,88.0,25.0,113.0
VILA VILA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,5.0,10.0,0.0,0.0,5.0,10.0,15.0
VILLA MONTES,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,88.0,4.0,0.0,0.0,88.0,4.0,92.0
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,0.0,19.0,0.0,0.0,0.0,19.0,19.0
VILLA RIVERO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,5.0,1.0,0.0,0.0,5.0,1.0,6.0
VILLA SERRANO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,16.0,3.0,0.0,0.0,16.0,3.0,19.0
VILLA TUNARI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,211.0,7.0,0.0,0.0,211.0,7.0,218.0
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,12.0,7.0,0.0,0.0,12.0,7.0,19.0
VILLAZON,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,69.0,2.0,0.0,0.0,69.0,2.0,71.0
VINTO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,73.0,1.0,0.0,0.0,73.0,1.0,74.0
VITICHI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,12.0,12.0,0.0,0.0,12.0,12.0,24.0
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,3.0,2.0,0.0,0.0,3.0,2.0,5.0
WARNES,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,175.0,27.0,0.0,0.0,175.0,27.0,202.0
YACO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,1.0,9.0,0.0,0.0,1.0,9.0,10.0
YACUIBA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,182.0,14.0,0.0,0.0,182.0,14.0,196.0
YAMPARAEZ,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,5.0,5.0,0.0,0.0,5.0,5.0,10.0
YANACACHI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,8.0,5.0,0.0,0.0,8.0,5.0,13.0
YAPACANI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,120.0,2.0,0.0,0.0,120.0,2.0,122.0
YOCALLA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,1.0,9.0,0.0,0.0,1.0,9.0,10.0
YOTALA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,14.0,6.0,0.0,0.0,14.0,6.0,20.0
YUNCHARA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,1.0,11.0,0.0,0.0,1.0,11.0,12.0
ZUDAÑEZ,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,11.0,7.0,0.0,0.0,11.0,7.0,18.0
ACACIO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-10-01,3.0,4.0,0.0,0.0,3.0,4.0,7.0
ACHACACHI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-10-01,40.0,86.0,0.0,0.0,40.0,86.0,126.0
ACHOCALLA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-10-01,3.0,8.0,0.0,0.0,3.0,8.0,11.0
AIQUILE,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-10-01,48.0,5.0,0.0,0.0,48.0,5.0,53.0
ALALAY,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-10-01,7.0,7.0,0.0,0.0,7.0,7.0,14.0
ALCALA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-10-01,6.0,3.0,0.0,0.0,6.0,3.0,9.0
ANCORAIMES,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-10-01,4.0,35.0,0.0,0.0,4.0,35.0,39.0
ANDAMARCA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-10-01,4.0,1.0,0.0,0.0,4.0,1.0,5.0
ANTEQUERA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-10-01,7.0,5.0,0.0,0.0,7.0,5.0,12.0
ANZALDO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-10-01,5.0,13.0,0.0,0.0,5.0,13.0,18.0
APOLO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-10-01,15.0,23.0,0.0,0.0,15.0,23.0,38.0
ARAMPAMPA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-10-01,4.0,7.0,0.0,0.0,4.0,7.0,11.0
ARANI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-10-01,18.0,11.0,0.0,0.0,18.0,11.0,29.0
ARBIETO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-10-01,4.0,19.0,0.0,0.0,4.0,19.0,23.0
ARQUE,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-10-01,28.0,7.0,0.0,0.0,28.0,7.0,35.0
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-10-01,71.0,0.0,0.0,0.0,71.0,0.0,71.0
ATOCHA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-10-01,12.0,2.0,0.0,0.0,12.0,2.0,14.0
AUCAPATA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-10-01,7.0,7.0,0.0,0.0,7.0,7.0,14.0
AYATA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-10-01,2.0,12.0,0.0,0.0,2.0,12.0,14.0
AYO AYO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-10-01,4.0,3.0,0.0,0.0,4.0,3.0,7.0
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-10-01,45.0,30.0,0.0,0.0,45.0,30.0,75.0
AZURDUY,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-10-01,8.0,16.0,0.0,0.0,8.0,16.0,24.0
BATALLAS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-10-01,23.0,1.0,0.0,0.0,23.0,1.0,24.0
BAURES,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-10-01,15.0,0.0,0.0,0.0,15.0,0.0,15.0
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-10-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
BELEN DE URMIRI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-10-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
BELLA FLOR,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-10-01,1.0,0.0,0.0,0.0,1.0,0.0,1.0
BERMEJO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-10-01,63.0,6.0,0.0,0.0,63.0,6.0,69.0
BETANZOS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-10-01,31.0,25.0,0.0,0.0,31.0,25.0,56.0
BOLIVAR,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-10-01,7.0,15.0,0.0,0.0,7.0,15.0,22.0
BOYUIBE,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-10-01,4.0,6.0,0.0,0.0,4.0,6.0,10.0
BUENA VISTA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-10-01,21.0,2.0,0.0,0.0,21.0,2.0,23.0
CABEZAS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-10-01,29.0,12.0,0.0,0.0,29.0,12.0,41.0
CAIROMA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-10-01,3.0,19.0,0.0,0.0,3.0,19.0,22.0
"CAIZA ""D""",vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-10-01,5.0,18.0,0.0,0.0,5.0,18.0,23.0
CAJUATA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-10-01,10.0,6.0,0.0,0.0,10.0,6.0,16.0
CALACOTO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-10-01,2.0,5.0,0.0,0.0,2.0,5.0,7.0
CALAMARCA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-10-01,3.0,2.0,0.0,0.0,3.0,2.0,5.0
CAMARGO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-10-01,13.0,5.0,0.0,0.0,13.0,5.0,18.0
CAMIRI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-10-01,66.0,0.0,0.0,0.0,66.0,0.0,66.0
CAPINOTA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-10-01,32.0,8.0,0.0,0.0,32.0,8.0,40.0
CAQUIAVIRI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-10-01,2.0,12.0,0.0,0.0,2.0,12.0,14.0
CARACOLLO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-10-01,20.0,23.0,0.0,0.0,20.0,23.0,43.0
CARANAVI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-10-01,33.0,49.0,0.0,0.0,33.0,49.0,82.0
CARAPARI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-10-01,12.0,12.0,0.0,0.0,12.0,12.0,24.0
CARIPUYO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-10-01,5.0,7.0,0.0,0.0,5.0,7.0,12.0
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-10-01,13.0,13.0,0.0,0.0,13.0,13.0,26.0
CATACORA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-10-01,1.0,0.0,0.0,0.0,1.0,0.0,1.0
CHALLAPATA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-10-01,30.0,25.0,0.0,0.0,30.0,25.0,55.0
CHAQUI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-10-01,5.0,10.0,0.0,0.0,5.0,10.0,15.0
CHARAGUA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-10-01,31.0,60.0,0.0,0.0,31.0,60.0,91.0
CHARAÑA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-10-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
CHAYANTA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-10-01,20.0,32.0,0.0,0.0,20.0,32.0,52.0
CHIMORE,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-10-01,26.0,4.0,0.0,0.0,26.0,4.0,30.0
CHIPAYA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-10-01,2.0,1.0,0.0,0.0,2.0,1.0,3.0
CHOQUE COTA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-10-01,1.0,0.0,0.0,0.0,1.0,0.0,1.0
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-10-01,18.0,9.0,0.0,0.0,18.0,9.0,27.0
CHUMA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-10-01,3.0,15.0,0.0,0.0,3.0,15.0,18.0
CLIZA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-10-01,19.0,18.0,0.0,0.0,19.0,18.0,37.0
COBIJA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-10-01,95.0,9.0,0.0,0.0,95.0,9.0,104.0
COCHABAMBA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-10-01,1412.0,3.0,0.0,0.0,1412.0,3.0,1415.0
COIPASA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-10-01,2.0,0.0,0.0,0.0,2.0,0.0,2.0
COLCAPIRHUA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-10-01,105.0,0.0,0.0,0.0,105.0,0.0,105.0
"COLCHA ""K""",vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-10-01,13.0,8.0,0.0,0.0,13.0,8.0,21.0
COLLANA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-10-01,2.0,2.0,0.0,0.0,2.0,2.0,4.0
COLOMI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-10-01,34.0,1.0,0.0,0.0,34.0,1.0,35.0
COLPA BELGICA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-10-01,8.0,4.0,0.0,0.0,8.0,4.0,12.0
COLQUECHACA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-10-01,19.0,54.0,0.0,0.0,19.0,54.0,73.0
COLQUENCHA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-10-01,1.0,4.0,0.0,0.0,1.0,4.0,5.0
COLQUIRI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-10-01,4.0,14.0,0.0,0.0,4.0,14.0,18.0
COMANCHE,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-10-01,2.0,2.0,0.0,0.0,2.0,2.0,4.0
COMARAPA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-10-01,43.0,18.0,0.0,0.0,43.0,18.0,61.0
COMBAYA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-10-01,0.0,17.0,0.0,0.0,0.0,17.0,17.0
CONCEPCION,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-10-01,34.0,5.0,0.0,0.0,34.0,5.0,39.0
COPACABANA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-10-01,8.0,13.0,0.0,0.0,8.0,13.0,21.0
CORIPATA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-10-01,9.0,6.0,0.0,0.0,9.0,6.0,15.0
CORO CORO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-10-01,3.0,10.0,0.0,0.0,3.0,10.0,13.0
COROICO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-10-01,17.0,4.0,0.0,0.0,17.0,4.0,21.0
CORQUE,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-10-01,4.0,2.0,0.0,0.0,4.0,2.0,6.0
COTAGAITA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-10-01,20.0,23.0,0.0,0.0,20.0,23.0,43.0
COTOCA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-10-01,107.0,8.0,0.0,0.0,107.0,8.0,115.0
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-10-01,19.0,3.0,0.0,0.0,19.0,3.0,22.0
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-10-01,1.0,0.0,0.0,0.0,1.0,0.0,1.0
CUEVO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-10-01,3.0,2.0,0.0,0.0,3.0,2.0,5.0
CULPINA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-10-01,25.0,17.0,0.0,0.0,25.0,17.0,42.0
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-10-01,7.0,4.0,0.0,0.0,7.0,4.0,11.0
CURVA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-10-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
