,group,variable,month,ANTIROTAVIRUS 2RA. DOSIS,ANTIROTAVIRUS 2RA. DOSIS,ANTIROTAVIRUS 2RA. DOSIS,ANTIROTAVIRUS 2RA. DOSIS,TOTALES,TOTALES,TOTALES
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,19.0,4.0,0.0,0.0,19.0,4.0,23.0
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,0.0,7.0,0.0,0.0,0.0,7.0,7.0
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,8.0,10.0,0.0,0.0,8.0,10.0,18.0
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
SANTIVAÑES,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,6.0,3.0,0.0,0.0,6.0,3.0,9.0
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,2.0,4.0,0.0,0.0,2.0,4.0,6.0
SAPAHAQUI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,4.0,5.0,0.0,0.0,4.0,5.0,9.0
SENA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,8.0,2.0,0.0,0.0,8.0,2.0,10.0
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,7.0,6.0,0.0,0.0,7.0,6.0,13.0
SIPE SIPE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,43.0,2.0,0.0,0.0,43.0,2.0,45.0
SOPACHUY,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,13.0,11.0,0.0,0.0,13.0,11.0,24.0
SORACACHI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,12.0,17.0,0.0,0.0,12.0,17.0,29.0
SORATA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,9.0,14.0,0.0,0.0,9.0,14.0,23.0
SUCRE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,462.0,22.0,0.0,0.0,462.0,22.0,484.0
TACACHI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,2.0,0.0,0.0,0.0,2.0,0.0,2.0
TACACOMA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,2.0,2.0,0.0,0.0,2.0,2.0,4.0
TACOBAMBA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,4.0,4.0,0.0,0.0,4.0,4.0,8.0
TACOPAYA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,6.0,12.0,0.0,0.0,6.0,12.0,18.0
TAPACARI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,20.0,35.0,0.0,0.0,20.0,35.0,55.0
TARABUCO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,27.0,13.0,0.0,0.0,27.0,13.0,40.0
TARACO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,4.0,9.0,0.0,0.0,4.0,9.0,13.0
TARATA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,19.0,11.0,0.0,0.0,19.0,11.0,30.0
TARIJA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,333.0,4.0,0.0,0.0,333.0,4.0,337.0
TARVITA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,20.0,21.0,0.0,0.0,20.0,21.0,41.0
TEOPONTE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,4.0,4.0,0.0,0.0,4.0,4.0,8.0
TIAWANACU,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,15.0,17.0,0.0,0.0,15.0,17.0,32.0
TINGUIPAYA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,15.0,9.0,0.0,0.0,15.0,9.0,24.0
TIPUANI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,5.0,0.0,0.0,0.0,5.0,0.0,5.0
TIQUIPAYA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,110.0,2.0,0.0,0.0,110.0,2.0,112.0
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,64.0,6.0,0.0,0.0,64.0,6.0,70.0
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,2.0,0.0,0.0,0.0,2.0,0.0,2.0
TOCO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,16.0,0.0,0.0,0.0,16.0,0.0,16.0
TOLATA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,5.0,0.0,0.0,0.0,5.0,0.0,5.0
TOLEDO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,6.0,7.0,0.0,0.0,6.0,7.0,13.0
TOMAVE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,10.0,6.0,0.0,0.0,10.0,6.0,16.0
TOMINA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,17.0,10.0,0.0,0.0,17.0,10.0,27.0
TORO TORO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,4.0,16.0,0.0,0.0,4.0,16.0,20.0
TOTORA(CBBA),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,19.0,6.0,0.0,0.0,19.0,6.0,25.0
TOTORA(ORR),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,3.0,7.0,0.0,0.0,3.0,7.0,10.0
TRIGAL,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,5.0,2.0,0.0,0.0,5.0,2.0,7.0
TRINIDAD,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,179.0,5.0,0.0,0.0,179.0,5.0,184.0
TUPIZA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,36.0,0.0,0.0,0.0,36.0,0.0,36.0
TURCO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,4.0,4.0,0.0,0.0,4.0,4.0,8.0
UMALA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,0.0,7.0,0.0,0.0,0.0,7.0,7.0
UNCIA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,23.0,22.0,0.0,0.0,23.0,22.0,45.0
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,23.0,6.0,0.0,0.0,23.0,6.0,29.0
URUBICHA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,5.0,31.0,0.0,0.0,5.0,31.0,36.0
UYUNI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,37.0,0.0,0.0,0.0,37.0,0.0,37.0
VACAS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,7.0,9.0,0.0,0.0,7.0,9.0,16.0
VALLEGRANDE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,20.0,4.0,0.0,0.0,20.0,4.0,24.0
VIACHA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,24.0,3.0,0.0,0.0,24.0,3.0,27.0
VILA VILA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,2.0,6.0,0.0,0.0,2.0,6.0,8.0
VILLA MONTES,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,90.0,5.0,0.0,0.0,90.0,5.0,95.0
VILLA RIVERO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,4.0,3.0,0.0,0.0,4.0,3.0,7.0
VILLA SERRANO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,10.0,6.0,0.0,0.0,10.0,6.0,16.0
VILLA TUNARI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,131.0,19.0,0.0,0.0,131.0,19.0,150.0
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,23.0,7.0,0.0,0.0,23.0,7.0,30.0
VILLAZON,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,57.0,10.0,0.0,0.0,57.0,10.0,67.0
VINTO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,49.0,0.0,0.0,0.0,49.0,0.0,49.0
VITICHI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,8.0,11.0,0.0,0.0,8.0,11.0,19.0
WARNES,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,103.0,16.0,0.0,0.0,103.0,16.0,119.0
YACO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,5.0,12.0,0.0,0.0,5.0,12.0,17.0
YACUIBA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,154.0,3.0,0.0,0.0,154.0,3.0,157.0
YAMPARAEZ,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,5.0,2.0,0.0,0.0,5.0,2.0,7.0
YANACACHI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,2.0,1.0,0.0,0.0,2.0,1.0,3.0
YAPACANI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,67.0,0.0,0.0,0.0,67.0,0.0,67.0
YOCALLA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,1.0,13.0,0.0,0.0,1.0,13.0,14.0
YOTALA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,5.0,0.0,0.0,0.0,5.0,0.0,5.0
YUNCHARA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,3.0,12.0,0.0,0.0,3.0,12.0,15.0
ZUDAÑEZ,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,9.0,8.0,0.0,0.0,9.0,8.0,17.0
ACACIO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,2.0,2.0,0.0,0.0,2.0,2.0,4.0
ACHACACHI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,30.0,58.0,0.0,0.0,30.0,58.0,88.0
ACHOCALLA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,6.0,8.0,0.0,0.0,6.0,8.0,14.0
AIQUILE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,30.0,4.0,0.0,0.0,30.0,4.0,34.0
ALALAY,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
ALCALA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,2.0,1.0,0.0,0.0,2.0,1.0,3.0
ANCORAIMES,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,1.0,20.0,0.0,0.0,1.0,20.0,21.0
ANDAMARCA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,1.0,2.0,0.0,0.0,1.0,2.0,3.0
ANTEQUERA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,8.0,1.0,0.0,0.0,8.0,1.0,9.0
ANZALDO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,3.0,10.0,0.0,0.0,3.0,10.0,13.0
APOLO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,15.0,10.0,0.0,0.0,15.0,10.0,25.0
ARAMPAMPA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,5.0,4.0,0.0,0.0,5.0,4.0,9.0
ARANI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,13.0,9.0,0.0,0.0,13.0,9.0,22.0
ARBIETO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,3.0,16.0,0.0,0.0,3.0,16.0,19.0
ARQUE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,14.0,10.0,0.0,0.0,14.0,10.0,24.0
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,28.0,7.0,0.0,0.0,28.0,7.0,35.0
ATOCHA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,12.0,4.0,0.0,0.0,12.0,4.0,16.0
AUCAPATA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,6.0,1.0,0.0,0.0,6.0,1.0,7.0
AYATA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,3.0,5.0,0.0,0.0,3.0,5.0,8.0
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,33.0,20.0,0.0,0.0,33.0,20.0,53.0
AZURDUY,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,6.0,6.0,0.0,0.0,6.0,6.0,12.0
BATALLAS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,16.0,2.0,0.0,0.0,16.0,2.0,18.0
BAURES,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,9.0,0.0,0.0,0.0,9.0,0.0,9.0
BELEN DE URMIRI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
BERMEJO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,43.0,14.0,0.0,0.0,43.0,14.0,57.0
BETANZOS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,22.0,28.0,0.0,0.0,22.0,28.0,50.0
BOLIVAR,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,6.0,16.0,0.0,0.0,6.0,16.0,22.0
BOLPEBRA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
BOYUIBE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,3.0,2.0,0.0,0.0,3.0,2.0,5.0
BUENA VISTA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,9.0,2.0,0.0,0.0,9.0,2.0,11.0
CABEZAS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,24.0,5.0,0.0,0.0,24.0,5.0,29.0
CAIROMA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,0.0,3.0,0.0,0.0,0.0,3.0,3.0
"CAIZA ""D""",vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,4.0,14.0,0.0,0.0,4.0,14.0,18.0
CAJUATA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,2.0,0.0,0.0,0.0,2.0,0.0,2.0
CALACOTO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,2.0,13.0,0.0,0.0,2.0,13.0,15.0
CALAMARCA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,1.0,0.0,0.0,0.0,1.0,0.0,1.0
CAMARGO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,7.0,4.0,0.0,0.0,7.0,4.0,11.0
CAMIRI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,57.0,5.0,0.0,0.0,57.0,5.0,62.0
CAPINOTA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,29.0,5.0,0.0,0.0,29.0,5.0,34.0
CAQUIAVIRI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,4.0,7.0,0.0,0.0,4.0,7.0,11.0
CARACOLLO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,19.0,22.0,0.0,0.0,19.0,22.0,41.0
CARANAVI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,14.0,10.0,0.0,0.0,14.0,10.0,24.0
CARAPARI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,10.0,7.0,0.0,0.0,10.0,7.0,17.0
CARIPUYO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,2.0,1.0,0.0,0.0,2.0,1.0,3.0
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,9.0,2.0,0.0,0.0,9.0,2.0,11.0
CATACORA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,1.0,1.0,0.0,0.0,1.0,1.0,2.0
CHACARILLA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,0.0,3.0,0.0,0.0,0.0,3.0,3.0
CHALLAPATA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,22.0,21.0,0.0,0.0,22.0,21.0,43.0
CHAQUI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,3.0,16.0,0.0,0.0,3.0,16.0,19.0
CHARAGUA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,19.0,28.0,0.0,0.0,19.0,28.0,47.0
CHAYANTA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,13.0,16.0,0.0,0.0,13.0,16.0,29.0
CHIMORE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,25.0,2.0,0.0,0.0,25.0,2.0,27.0
CHIPAYA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,1.0,0.0,0.0,0.0,1.0,0.0,1.0
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,3.0,5.0,0.0,0.0,3.0,5.0,8.0
CHUMA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,5.0,15.0,0.0,0.0,5.0,15.0,20.0
CLIZA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,12.0,23.0,0.0,0.0,12.0,23.0,35.0
COBIJA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,62.0,4.0,0.0,0.0,62.0,4.0,66.0
COCHABAMBA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,1112.0,3.0,0.0,0.0,1112.0,3.0,1115.0
COLCAPIRHUA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,50.0,0.0,0.0,0.0,50.0,0.0,50.0
"COLCHA ""K""",vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,16.0,1.0,0.0,0.0,16.0,1.0,17.0
COLLANA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,1.0,2.0,0.0,0.0,1.0,2.0,3.0
COLOMI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,15.0,4.0,0.0,0.0,15.0,4.0,19.0
COLPA BELGICA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,11.0,3.0,0.0,0.0,11.0,3.0,14.0
COLQUECHACA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,15.0,52.0,0.0,0.0,15.0,52.0,67.0
COLQUENCHA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
COLQUIRI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,4.0,3.0,0.0,0.0,4.0,3.0,7.0
COMANCHE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,4.0,1.0,0.0,0.0,4.0,1.0,5.0
COMARAPA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,16.0,8.0,0.0,0.0,16.0,8.0,24.0
COMBAYA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,0.0,14.0,0.0,0.0,0.0,14.0,14.0
CONCEPCION,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,41.0,5.0,0.0,0.0,41.0,5.0,46.0
COPACABANA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,7.0,6.0,0.0,0.0,7.0,6.0,13.0
CORIPATA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,12.0,6.0,0.0,0.0,12.0,6.0,18.0
CORO CORO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,4.0,7.0,0.0,0.0,4.0,7.0,11.0
COROICO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,14.0,3.0,0.0,0.0,14.0,3.0,17.0
CORQUE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,5.0,4.0,0.0,0.0,5.0,4.0,9.0
COTAGAITA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,8.0,29.0,0.0,0.0,8.0,29.0,37.0
COTOCA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,10.0,0.0,0.0,0.0,10.0,0.0,10.0
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,25.0,7.0,0.0,0.0,25.0,7.0,32.0
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,1.0,0.0,0.0,0.0,1.0,0.0,1.0
CUEVO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,3.0,3.0,0.0,0.0,3.0,3.0,6.0
CULPINA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,10.0,8.0,0.0,0.0,10.0,8.0,18.0
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,7.0,3.0,0.0,0.0,7.0,3.0,10.0
CURVA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,0.0,10.0,0.0,0.0,0.0,10.0,10.0
DESAGUADERO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,3.0,2.0,0.0,0.0,3.0,2.0,5.0
EL ALTO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,242.0,2.0,0.0,0.0,242.0,2.0,244.0
EL CHORO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,0.0,4.0,0.0,0.0,0.0,4.0,4.0
EL PUENTE(STC),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,14.0,0.0,0.0,0.0,14.0,0.0,14.0
EL PUENTE(TJA),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,4.0,6.0,0.0,0.0,4.0,6.0,10.0
EL TORNO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,34.0,1.0,0.0,0.0,34.0,1.0,35.0
EL VILLAR,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,4.0,3.0,0.0,0.0,4.0,3.0,7.0
ENTRE RIOS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,24.0,5.0,0.0,0.0,24.0,5.0,29.0
ENTRE RIOS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,24.0,25.0,0.0,0.0,24.0,25.0,49.0
EUCALIPTUS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,6.0,3.0,0.0,0.0,6.0,3.0,9.0
EXALTACION,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,6.0,2.0,0.0,0.0,6.0,2.0,8.0
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,8.0,5.0,0.0,0.0,8.0,5.0,13.0
FILADELFIA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,1.0,3.0,0.0,0.0,1.0,3.0,4.0
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,16.0,0.0,0.0,0.0,16.0,0.0,16.0
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,1.0,15.0,0.0,0.0,1.0,15.0,16.0
GUANAY,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
GUAQUI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
GUAYARAMERIN,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
GUTIERREZ,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,19.0,9.0,0.0,0.0,19.0,9.0,28.0
HUACARETA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,3.0,3.0,0.0,0.0,3.0,3.0,6.0
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
HUACHACALLA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,1.0,0.0,0.0,0.0,1.0,0.0,1.0
HUANUNI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,42.0,20.0,0.0,0.0,42.0,20.0,62.0
HUARACAJE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,4.0,1.0,0.0,0.0,4.0,1.0,5.0
HUAYLLAMARCA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,3.0,6.0,0.0,0.0,3.0,6.0,9.0
ICLA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,10.0,16.0,0.0,0.0,10.0,16.0,26.0
INCAHUASI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,26.0,25.0,0.0,0.0,26.0,25.0,51.0
INQUISIVI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,1.0,1.0,0.0,0.0,1.0,1.0,2.0
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,6.0,5.0,0.0,0.0,6.0,5.0,11.0
IXIAMAS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,19.0,1.0,0.0,0.0,19.0,1.0,20.0
JESUS DE MACHACA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,8.0,13.0,0.0,0.0,8.0,13.0,21.0
LA ASUNTA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-11-01,5.0,5.0,0.0,0.0,5.0,5.0,10.0
