,group,variable,month,PENTAVALENTE 1RA. DOSIS,PENTAVALENTE 1RA. DOSIS,PENTAVALENTE 1RA. DOSIS,PENTAVALENTE 1RA. DOSIS,TOTALES,TOTALES,TOTALES
PATACAMAYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,37,13,0,0,37,13,50
PAZÑA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,4,8,0,0,4,8,12
PELECHUCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,4,11,0,0,4,11,15
POCOATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,8,92,0,0,8,92,100
POCONA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,15,5,0,0,15,5,20
POJO (CBBA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,11,14,0,0,11,14,25
POOPO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,9,4,0,0,9,4,13
PORCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,15,6,0,0,15,6,21
POROMA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,9,21,0,0,9,21,30
PORONGO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,8,13,0,0,8,13,21
PORTACHUELO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,33,4,0,0,33,4,37
PORVENIR,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,15,2,0,0,15,2,17
POSTRER VALLE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,2,1,0,0,2,1,3
POTOSI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,417,43,0,0,417,43,460
PRESTO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,1,21,0,0,1,21,22
PUCARA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,1,1,0,0,1,1,2
PUCARANI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,30,18,0,0,30,18,48
PUERTO ACOSTA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,9,32,0,0,9,32,41
PUERTO CARABUCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,10,14,0,0,10,14,24
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,5,4,0,0,5,4,9
PUERTO PEREZ,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,0,9,0,0,0,9,9
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,21,29,0,0,21,29,50
PUERTO RICO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,10,5,0,0,10,5,15
PUERTO SILES,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,4,0,0,0,4,0,4
PUERTO SUAREZ,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,13,17,0,0,13,17,30
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,97,23,0,0,97,23,120
PUNA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,32,56,0,0,32,56,88
PUNATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,50,4,0,0,50,4,54
QUIABAYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,1,2,0,0,1,2,3
QUILLACOLLO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,212,34,0,0,212,34,246
QUIME,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,5,8,0,0,5,8,13
QUIRUSILLAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,2,1,0,0,2,1,3
RAVELO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,7,51,0,0,7,51,58
REYES,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,25,7,0,0,25,7,32
RIBERALTA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,224,24,0,0,224,24,248
ROBORE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,29,11,0,0,29,11,40
RURRENABAQUE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,27,11,0,0,27,11,38
SABAYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,8,3,0,0,8,3,11
SACABA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,182,41,0,0,182,41,223
SACABAMBA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,5,5,0,0,5,5,10
SACACA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,16,39,0,0,16,39,55
SAIPINA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,4,5,0,0,4,5,9
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,7,4,0,0,7,4,11
SAMAIPATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,9,6,0,0,9,6,15
SAN AGUSTIN,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,3,0,0,0,3,0,3
SAN ANDRES,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,10,23,0,0,10,23,33
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,1,2,0,0,1,2,3
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,1,4,0,0,1,4,5
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,7,5,0,0,7,5,12
SAN BENITO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,14,1,0,0,14,1,15
SAN BORJA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,73,65,0,0,73,65,138
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,9,10,0,0,9,10,19
SAN CARLOS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,42,0,0,0,42,0,42
SAN IGNACIO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,35,17,0,0,35,17,52
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,106,15,0,0,106,15,121
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,2,6,0,0,2,6,8
SAN JAVIER(STC),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,33,7,0,0,33,7,40
SAN JOAQUIN,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,5,8,0,0,5,8,13
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,41,4,0,0,41,4,45
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,12,3,0,0,12,3,15
SAN JULIAN,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,62,48,0,0,62,48,110
SAN LORENZO(PND),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,2,2,0,0,2,2,4
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,11,10,0,0,11,10,21
SAN LUCAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,45,38,0,0,45,38,83
SAN MATIAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,30,10,0,0,30,10,40
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,21,3,0,0,21,3,24
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,5,1,0,0,5,1,6
SAN PEDRO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,30,0,0,0,30,0,30
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,11,55,0,0,11,55,66
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,0,9,0,0,0,9,9
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,0,1,0,0,0,1,1
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,3,2,0,0,3,2,5
SAN PEDRO(PND),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,0,2,0,0,0,2,2
SAN RAFAEL,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,3,4,0,0,3,4,7
SAN RAMON,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,23,0,0,0,23,0,23
SAN RAMON,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,3,6,0,0,3,6,9
SANTA ANA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,21,24,0,0,21,24,45
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,2494,113,0,0,2494,113,2607
SANTA ROSA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,22,8,0,0,22,8,30
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,26,10,0,0,26,10,36
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,3,3,0,0,3,3,6
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,3,12,0,0,3,12,15
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,0,5,0,0,0,5,5
SANTIVAÑES,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,4,2,0,0,4,2,6
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,4,4,0,0,4,4,8
SAPAHAQUI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,2,7,0,0,2,7,9
SENA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,12,6,0,0,12,6,18
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,13,30,0,0,13,30,43
SICAYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,1,9,0,0,1,9,10
SIPE SIPE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,63,23,0,0,63,23,86
SOPACHUY,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,7,13,0,0,7,13,20
SORACACHI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,10,16,0,0,10,16,26
SORATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,9,39,0,0,9,39,48
SUCRE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,493,79,0,0,493,79,572
TACACHI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,1,0,0,0,1,0,1
TACACOMA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,8,7,0,0,8,7,15
TACOBAMBA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,8,20,0,0,8,20,28
TACOPAYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,6,10,0,0,6,10,16
TAHUA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,1,0,0,0,1,0,1
TAPACARI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,36,24,0,0,36,24,60
TARABUCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,20,37,0,0,20,37,57
TARACO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,2,2,0,0,2,2,4
TARATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,12,11,0,0,12,11,23
TARIJA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,324,18,0,0,324,18,342
TARVITA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,14,20,0,0,14,20,34
TEOPONTE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,5,18,0,0,5,18,23
TIAWANACU,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,13,13,0,0,13,13,26
TINGUIPAYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,19,47,0,0,19,47,66
TIPUANI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,24,1,0,0,24,1,25
TIQUIPAYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,109,11,0,0,109,11,120
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,78,16,0,0,78,16,94
TOCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,5,4,0,0,5,4,9
TOLATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,9,0,0,0,9,0,9
TOLEDO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,4,5,0,0,4,5,9
TOMAVE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,1,19,0,0,1,19,20
TOMINA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,8,11,0,0,8,11,19
TORO TORO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,5,20,0,0,5,20,25
TOTORA(CBBA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,19,18,0,0,19,18,37
TOTORA(ORR),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,3,6,0,0,3,6,9
TRINIDAD,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,249,10,0,0,249,10,259
TUPIZA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,63,20,0,0,63,20,83
TURCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,4,3,0,0,4,3,7
UMALA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,0,13,0,0,0,13,13
UNCIA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,36,36,0,0,36,36,72
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,15,4,0,0,15,4,19
URUBICHA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,0,18,0,0,0,18,18
UYUNI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,47,9,0,0,47,9,56
VACAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,10,14,0,0,10,14,24
VALLEGRANDE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,22,1,0,0,22,1,23
VIACHA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,66,42,0,0,66,42,108
VILA VILA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,3,8,0,0,3,8,11
VILLA MONTES,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,70,20,0,0,70,20,90
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,0,6,0,0,0,6,6
VILLA RIVERO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,4,1,0,0,4,1,5
VILLA SERRANO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,9,7,0,0,9,7,16
VILLA TUNARI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,139,29,0,0,139,29,168
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,2,3,0,0,2,3,5
VILLAZON,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,59,9,0,0,59,9,68
VINTO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,57,14,0,0,57,14,71
VITICHI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,12,22,0,0,12,22,34
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,0,2,0,0,0,2,2
WARNES,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,118,16,0,0,118,16,134
YACO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,3,12,0,0,3,12,15
YACUIBA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,125,20,0,0,125,20,145
YAMPARAEZ,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,10,4,0,0,10,4,14
YANACACHI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,4,4,0,0,4,4,8
YAPACANI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,69,16,0,0,69,16,85
YOCALLA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,2,12,0,0,2,12,14
YOTALA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,10,5,0,0,10,5,15
YUNCHARA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,2,7,0,0,2,7,9
ZUDAÑEZ,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-10-01,8,10,0,0,8,10,18
ACACIO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,5,11,0,0,5,11,16
ACHACACHI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,31,120,0,0,31,120,151
ACHOCALLA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,13,21,0,0,13,21,34
AIQUILE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,32,14,0,0,32,14,46
ALALAY,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,0,4,0,0,0,4,4
ALCALA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,5,1,0,0,5,1,6
ANCORAIMES,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,5,26,0,0,5,26,31
ANDAMARCA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,1,1,0,0,1,1,2
ANTEQUERA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,6,0,0,0,6,0,6
ANZALDO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,4,12,0,0,4,12,16
APOLO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,5,43,0,0,5,43,48
ARAMPAMPA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,4,6,0,0,4,6,10
ARANI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,13,10,0,0,13,10,23
ARBIETO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,5,11,0,0,5,11,16
ARQUE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,20,10,0,0,20,10,30
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,48,12,0,0,48,12,60
ATOCHA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,17,10,0,0,17,10,27
AUCAPATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,4,1,0,0,4,1,5
AYATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,3,8,0,0,3,8,11
AYO AYO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,8,7,0,0,8,7,15
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,28,38,0,0,28,38,66
AZURDUY,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,10,22,0,0,10,22,32
BATALLAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,15,16,0,0,15,16,31
BAURES,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,12,0,0,0,12,0,12
BELEN DE URMIRI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,1,1,0,0,1,1,2
BERMEJO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,51,6,0,0,51,6,57
BETANZOS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,40,30,0,0,40,30,70
BOLIVAR,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,12,3,0,0,12,3,15
BOLPEBRA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,0,3,0,0,0,3,3
BOYUIBE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,3,3,0,0,3,3,6
BUENA VISTA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,20,9,0,0,20,9,29
CABEZAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,32,24,0,0,32,24,56
CAIROMA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,3,15,0,0,3,15,18
"CAIZA ""D""",vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,3,14,0,0,3,14,17
CAJUATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,18,8,0,0,18,8,26
CALACOTO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,2,7,0,0,2,7,9
CALAMARCA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,10,8,0,0,10,8,18
CAMARGO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,17,4,0,0,17,4,21
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,1,4,0,0,1,4,5
CAMIRI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,36,15,0,0,36,15,51
CAPINOTA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,25,17,0,0,25,17,42
CAQUIAVIRI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,6,14,0,0,6,14,20
CARACOLLO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,26,19,0,0,26,19,45
CARANAVI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,64,75,0,0,64,75,139
CARANGAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,0,1,0,0,0,1,1
CARAPARI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,12,7,0,0,12,7,19
CARIPUYO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,10,24,0,0,10,24,34
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,5,6,0,0,5,6,11
CATACORA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,2,1,0,0,2,1,3
CHACARILLA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,0,2,0,0,0,2,2
CHALLAPATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,37,24,0,0,37,24,61
CHAQUI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,7,9,0,0,7,9,16
CHARAGUA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,31,20,0,0,31,20,51
CHARAÑA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,1,4,0,0,1,4,5
CHAYANTA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,13,15,0,0,13,15,28
CHIMORE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,25,7,0,0,25,7,32
CHIPAYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,5,0,0,0,5,0,5
CHOQUE COTA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,2,0,0,0,2,0,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,28,14,0,0,28,14,42
CHUMA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,4,7,0,0,4,7,11
CLIZA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,15,25,0,0,15,25,40
COBIJA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,73,15,0,0,73,15,88
COCHABAMBA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,1231,62,0,0,1231,62,1293
COIPASA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,4,0,0,0,4,0,4
COLCAPIRHUA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,84,4,0,0,84,4,88
"COLCHA ""K""",vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,14,15,0,0,14,15,29
COLLANA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,5,0,0,0,5,0,5
COLOMI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,27,15,0,0,27,15,42
COLPA BELGICA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,8,4,0,0,8,4,12
COLQUECHACA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,19,87,0,0,19,87,106
COLQUENCHA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,5,10,0,0,5,10,15
COLQUIRI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,1,26,0,0,1,26,27
COMANCHE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,1,3,0,0,1,3,4
COMARAPA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,24,18,0,0,24,18,42
COMBAYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,0,5,0,0,0,5,5
CONCEPCION,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,49,12,0,0,49,12,61
COPACABANA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,10,17,0,0,10,17,27
CORIPATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,23,9,0,0,23,9,32
CORO CORO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,9,10,0,0,9,10,19
COROICO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,15,16,0,0,15,16,31
