,group,variable,month,BCG,BCG,BCG,BCG,TOTALES,TOTALES,TOTALES
YUNCHARA,vacunaciones en menores de 1 ano,bcg,2008-09-01,1,3,0,0,1,3,4
ZUDAÑEZ,vacunaciones en menores de 1 ano,bcg,2008-09-01,15,5,0,0,15,5,20
ACACIO,vacunaciones en menores de 1 ano,bcg,2008-10-01,0,7,0,0,0,7,7
ACHACACHI,vacunaciones en menores de 1 ano,bcg,2008-10-01,62,77,0,0,62,77,139
ACHOCALLA,vacunaciones en menores de 1 ano,bcg,2008-10-01,9,19,0,0,9,19,28
AIQUILE,vacunaciones en menores de 1 ano,bcg,2008-10-01,46,7,0,0,46,7,53
ALALAY,vacunaciones en menores de 1 ano,bcg,2008-10-01,0,11,0,0,0,11,11
ALCALA,vacunaciones en menores de 1 ano,bcg,2008-10-01,8,2,0,0,8,2,10
ANCORAIMES,vacunaciones en menores de 1 ano,bcg,2008-10-01,2,24,0,0,2,24,26
ANDAMARCA,vacunaciones en menores de 1 ano,bcg,2008-10-01,1,1,0,0,1,1,2
ANTEQUERA,vacunaciones en menores de 1 ano,bcg,2008-10-01,1,6,0,0,1,6,7
ANZALDO,vacunaciones en menores de 1 ano,bcg,2008-10-01,7,18,0,0,7,18,25
APOLO,vacunaciones en menores de 1 ano,bcg,2008-10-01,26,22,0,0,26,22,48
ARAMPAMPA,vacunaciones en menores de 1 ano,bcg,2008-10-01,4,7,0,0,4,7,11
ARANI,vacunaciones en menores de 1 ano,bcg,2008-10-01,11,9,0,0,11,9,20
ARBIETO,vacunaciones en menores de 1 ano,bcg,2008-10-01,9,13,0,0,9,13,22
ARQUE,vacunaciones en menores de 1 ano,bcg,2008-10-01,20,7,0,0,20,7,27
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,bcg,2008-10-01,63,0,0,0,63,0,63
ATOCHA,vacunaciones en menores de 1 ano,bcg,2008-10-01,15,1,0,0,15,1,16
AUCAPATA,vacunaciones en menores de 1 ano,bcg,2008-10-01,2,5,0,0,2,5,7
AYATA,vacunaciones en menores de 1 ano,bcg,2008-10-01,1,17,0,0,1,17,18
AYO AYO,vacunaciones en menores de 1 ano,bcg,2008-10-01,0,11,0,0,0,11,11
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,bcg,2008-10-01,36,26,0,0,36,26,62
AZURDUY,vacunaciones en menores de 1 ano,bcg,2008-10-01,14,11,0,0,14,11,25
BATALLAS,vacunaciones en menores de 1 ano,bcg,2008-10-01,14,6,0,0,14,6,20
BAURES,vacunaciones en menores de 1 ano,bcg,2008-10-01,8,4,0,0,8,4,12
BELEN DE URMIRI,vacunaciones en menores de 1 ano,bcg,2008-10-01,0,1,0,0,0,1,1
BELLA FLOR,vacunaciones en menores de 1 ano,bcg,2008-10-01,1,0,0,0,1,0,1
BERMEJO,vacunaciones en menores de 1 ano,bcg,2008-10-01,61,6,0,0,61,6,67
BETANZOS,vacunaciones en menores de 1 ano,bcg,2008-10-01,23,32,0,0,23,32,55
BOLIVAR,vacunaciones en menores de 1 ano,bcg,2008-10-01,8,23,0,0,8,23,31
BOYUIBE,vacunaciones en menores de 1 ano,bcg,2008-10-01,1,4,0,0,1,4,5
BUENA VISTA,vacunaciones en menores de 1 ano,bcg,2008-10-01,7,7,0,0,7,7,14
CABEZAS,vacunaciones en menores de 1 ano,bcg,2008-10-01,21,26,0,0,21,26,47
CAIROMA,vacunaciones en menores de 1 ano,bcg,2008-10-01,4,15,0,0,4,15,19
"CAIZA ""D""",vacunaciones en menores de 1 ano,bcg,2008-10-01,4,20,0,0,4,20,24
CAJUATA,vacunaciones en menores de 1 ano,bcg,2008-10-01,26,7,0,0,26,7,33
CALACOTO,vacunaciones en menores de 1 ano,bcg,2008-10-01,0,3,0,0,0,3,3
CALAMARCA,vacunaciones en menores de 1 ano,bcg,2008-10-01,3,15,0,0,3,15,18
CAMARGO,vacunaciones en menores de 1 ano,bcg,2008-10-01,26,5,0,0,26,5,31
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,bcg,2008-10-01,1,1,0,0,1,1,2
CAMIRI,vacunaciones en menores de 1 ano,bcg,2008-10-01,79,0,0,0,79,0,79
CAPINOTA,vacunaciones en menores de 1 ano,bcg,2008-10-01,26,7,0,0,26,7,33
CAQUIAVIRI,vacunaciones en menores de 1 ano,bcg,2008-10-01,5,7,0,0,5,7,12
CARACOLLO,vacunaciones en menores de 1 ano,bcg,2008-10-01,11,15,0,0,11,15,26
CARANAVI,vacunaciones en menores de 1 ano,bcg,2008-10-01,95,44,0,0,95,44,139
CARANGAS,vacunaciones en menores de 1 ano,bcg,2008-10-01,0,1,0,0,0,1,1
CARAPARI,vacunaciones en menores de 1 ano,bcg,2008-10-01,10,8,0,0,10,8,18
CARIPUYO,vacunaciones en menores de 1 ano,bcg,2008-10-01,10,32,0,0,10,32,42
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,bcg,2008-10-01,6,10,0,0,6,10,16
CHALLAPATA,vacunaciones en menores de 1 ano,bcg,2008-10-01,44,25,0,0,44,25,69
CHAQUI,vacunaciones en menores de 1 ano,bcg,2008-10-01,5,16,0,0,5,16,21
CHARAGUA,vacunaciones en menores de 1 ano,bcg,2008-10-01,18,89,0,0,18,89,107
CHARAÑA,vacunaciones en menores de 1 ano,bcg,2008-10-01,0,6,0,0,0,6,6
CHAYANTA,vacunaciones en menores de 1 ano,bcg,2008-10-01,4,37,0,0,4,37,41
CHIMORE,vacunaciones en menores de 1 ano,bcg,2008-10-01,16,10,0,0,16,10,26
CHIPAYA,vacunaciones en menores de 1 ano,bcg,2008-10-01,5,0,0,0,5,0,5
CHOQUE COTA,vacunaciones en menores de 1 ano,bcg,2008-10-01,0,2,0,0,0,2,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,bcg,2008-10-01,24,6,0,0,24,6,30
CHUMA,vacunaciones en menores de 1 ano,bcg,2008-10-01,2,16,0,0,2,16,18
CLIZA,vacunaciones en menores de 1 ano,bcg,2008-10-01,14,19,0,0,14,19,33
COBIJA,vacunaciones en menores de 1 ano,bcg,2008-10-01,133,9,0,0,133,9,142
COCHABAMBA,vacunaciones en menores de 1 ano,bcg,2008-10-01,1477,119,0,0,1477,119,1596
COIPASA,vacunaciones en menores de 1 ano,bcg,2008-10-01,2,0,0,0,2,0,2
COLCAPIRHUA,vacunaciones en menores de 1 ano,bcg,2008-10-01,86,0,0,0,86,0,86
"COLCHA ""K""",vacunaciones en menores de 1 ano,bcg,2008-10-01,7,13,0,0,7,13,20
COLLANA,vacunaciones en menores de 1 ano,bcg,2008-10-01,2,2,0,0,2,2,4
COLOMI,vacunaciones en menores de 1 ano,bcg,2008-10-01,33,14,0,0,33,14,47
COLPA BELGICA,vacunaciones en menores de 1 ano,bcg,2008-10-01,2,2,0,0,2,2,4
COLQUECHACA,vacunaciones en menores de 1 ano,bcg,2008-10-01,19,80,0,0,19,80,99
COLQUENCHA,vacunaciones en menores de 1 ano,bcg,2008-10-01,3,13,0,0,3,13,16
COLQUIRI,vacunaciones en menores de 1 ano,bcg,2008-10-01,1,52,0,0,1,52,53
COMANCHE,vacunaciones en menores de 1 ano,bcg,2008-10-01,0,4,0,0,0,4,4
COMARAPA,vacunaciones en menores de 1 ano,bcg,2008-10-01,52,3,0,0,52,3,55
COMBAYA,vacunaciones en menores de 1 ano,bcg,2008-10-01,0,16,0,0,0,16,16
CONCEPCION,vacunaciones en menores de 1 ano,bcg,2008-10-01,33,6,0,0,33,6,39
COPACABANA,vacunaciones en menores de 1 ano,bcg,2008-10-01,13,14,0,0,13,14,27
CORIPATA,vacunaciones en menores de 1 ano,bcg,2008-10-01,13,4,0,0,13,4,17
CORO CORO,vacunaciones en menores de 1 ano,bcg,2008-10-01,1,13,0,0,1,13,14
COROICO,vacunaciones en menores de 1 ano,bcg,2008-10-01,23,4,0,0,23,4,27
CORQUE,vacunaciones en menores de 1 ano,bcg,2008-10-01,4,7,0,0,4,7,11
COTAGAITA,vacunaciones en menores de 1 ano,bcg,2008-10-01,2,37,0,0,2,37,39
COTOCA,vacunaciones en menores de 1 ano,bcg,2008-10-01,94,17,0,0,94,17,111
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,bcg,2008-10-01,26,4,0,0,26,4,30
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,bcg,2008-10-01,0,4,0,0,0,4,4
CUEVO,vacunaciones en menores de 1 ano,bcg,2008-10-01,2,1,0,0,2,1,3
CULPINA,vacunaciones en menores de 1 ano,bcg,2008-10-01,30,14,0,0,30,14,44
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,bcg,2008-10-01,0,5,0,0,0,5,5
CURVA,vacunaciones en menores de 1 ano,bcg,2008-10-01,0,4,0,0,0,4,4
DESAGUADERO,vacunaciones en menores de 1 ano,bcg,2008-10-01,1,4,0,0,1,4,5
EL ALTO,vacunaciones en menores de 1 ano,bcg,2008-10-01,1666,17,0,0,1666,17,1683
EL CHORO,vacunaciones en menores de 1 ano,bcg,2008-10-01,1,9,0,0,1,9,10
EL PUENTE(STC),vacunaciones en menores de 1 ano,bcg,2008-10-01,11,8,0,0,11,8,19
EL PUENTE(TJA),vacunaciones en menores de 1 ano,bcg,2008-10-01,9,14,0,0,9,14,23
EL TORNO,vacunaciones en menores de 1 ano,bcg,2008-10-01,82,4,0,0,82,4,86
EL VILLAR,vacunaciones en menores de 1 ano,bcg,2008-10-01,4,0,0,0,4,0,4
ENTRE RIOS,vacunaciones en menores de 1 ano,bcg,2008-10-01,27,14,0,0,27,14,41
ENTRE RIOS,vacunaciones en menores de 1 ano,bcg,2008-10-01,16,10,0,0,16,10,26
ESCARA,vacunaciones en menores de 1 ano,bcg,2008-10-01,0,2,0,0,0,2,2
EUCALIPTUS,vacunaciones en menores de 1 ano,bcg,2008-10-01,10,2,0,0,10,2,12
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,bcg,2008-10-01,1,0,0,0,1,0,1
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,bcg,2008-10-01,21,6,0,0,21,6,27
FILADELFIA,vacunaciones en menores de 1 ano,bcg,2008-10-01,3,2,0,0,3,2,5
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,bcg,2008-10-01,27,11,0,0,27,11,38
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,bcg,2008-10-01,3,22,0,0,3,22,25
GUANAY,vacunaciones en menores de 1 ano,bcg,2008-10-01,13,3,0,0,13,3,16
GUAQUI,vacunaciones en menores de 1 ano,bcg,2008-10-01,1,9,0,0,1,9,10
GUAYARAMERIN,vacunaciones en menores de 1 ano,bcg,2008-10-01,79,7,0,0,79,7,86
GUTIERREZ,vacunaciones en menores de 1 ano,bcg,2008-10-01,14,17,0,0,14,17,31
HUACARETA,vacunaciones en menores de 1 ano,bcg,2008-10-01,8,9,0,0,8,9,17
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,bcg,2008-10-01,0,8,0,0,0,8,8
HUACHACALLA,vacunaciones en menores de 1 ano,bcg,2008-10-01,2,0,0,0,2,0,2
HUANUNI,vacunaciones en menores de 1 ano,bcg,2008-10-01,29,7,0,0,29,7,36
HUARACAJE,vacunaciones en menores de 1 ano,bcg,2008-10-01,2,1,0,0,2,1,3
HUAYLLAMARCA,vacunaciones en menores de 1 ano,bcg,2008-10-01,3,3,0,0,3,3,6
ICHOCA,vacunaciones en menores de 1 ano,bcg,2008-10-01,1,14,0,0,1,14,15
ICLA,vacunaciones en menores de 1 ano,bcg,2008-10-01,4,10,0,0,4,10,14
INCAHUASI,vacunaciones en menores de 1 ano,bcg,2008-10-01,14,34,0,0,14,34,48
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,bcg,2008-10-01,0,5,0,0,0,5,5
INQUISIVI,vacunaciones en menores de 1 ano,bcg,2008-10-01,3,12,0,0,3,12,15
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,bcg,2008-10-01,3,15,0,0,3,15,18
IXIAMAS,vacunaciones en menores de 1 ano,bcg,2008-10-01,2,9,0,0,2,9,11
JESUS DE MACHACA,vacunaciones en menores de 1 ano,bcg,2008-10-01,7,11,0,0,7,11,18
LA ASUNTA,vacunaciones en menores de 1 ano,bcg,2008-10-01,53,26,0,0,53,26,79
LA GUARDIA,vacunaciones en menores de 1 ano,bcg,2008-10-01,109,0,0,0,109,0,109
LA PAZ,vacunaciones en menores de 1 ano,bcg,2008-10-01,1864,15,0,0,1864,15,1879
LAGUNILLAS,vacunaciones en menores de 1 ano,bcg,2008-10-01,7,2,0,0,7,2,9
LAJA,vacunaciones en menores de 1 ano,bcg,2008-10-01,5,24,0,0,5,24,29
LAS CARRERAS,vacunaciones en menores de 1 ano,bcg,2008-10-01,4,0,0,0,4,0,4
LICOMA PAMPA,vacunaciones en menores de 1 ano,bcg,2008-10-01,1,1,0,0,1,1,2
LLALLAGUA,vacunaciones en menores de 1 ano,bcg,2008-10-01,29,56,0,0,29,56,85
LLICA,vacunaciones en menores de 1 ano,bcg,2008-10-01,6,0,0,0,6,0,6
LORETO,vacunaciones en menores de 1 ano,bcg,2008-10-01,1,6,0,0,1,6,7
LURIBAY,vacunaciones en menores de 1 ano,bcg,2008-10-01,6,9,0,0,6,9,15
MACHACAMARCA,vacunaciones en menores de 1 ano,bcg,2008-10-01,3,3,0,0,3,3,6
MACHARETI,vacunaciones en menores de 1 ano,bcg,2008-10-01,5,2,0,0,5,2,7
MAGDALENA,vacunaciones en menores de 1 ano,bcg,2008-10-01,12,3,0,0,12,3,15
MAIRANA,vacunaciones en menores de 1 ano,bcg,2008-10-01,13,0,0,0,13,0,13
MALLA,vacunaciones en menores de 1 ano,bcg,2008-10-01,2,5,0,0,2,5,7
MAPIRI,vacunaciones en menores de 1 ano,bcg,2008-10-01,6,9,0,0,6,9,15
MECAPACA,vacunaciones en menores de 1 ano,bcg,2008-10-01,9,15,0,0,9,15,24
MINEROS,vacunaciones en menores de 1 ano,bcg,2008-10-01,35,3,0,0,35,3,38
MIZQUE,vacunaciones en menores de 1 ano,bcg,2008-10-01,36,39,0,0,36,39,75
MOCOMOCO,vacunaciones en menores de 1 ano,bcg,2008-10-01,0,25,0,0,0,25,25
MOJOCOYA,vacunaciones en menores de 1 ano,bcg,2008-10-01,6,5,0,0,6,5,11
MONTEAGUDO,vacunaciones en menores de 1 ano,bcg,2008-10-01,34,14,0,0,34,14,48
MONTERO,vacunaciones en menores de 1 ano,bcg,2008-10-01,254,0,0,0,254,0,254
MOROCHATA,vacunaciones en menores de 1 ano,bcg,2008-10-01,17,52,0,0,17,52,69
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,bcg,2008-10-01,1,5,0,0,1,5,6
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,bcg,2008-10-01,0,1,0,0,0,1,1
OCURI,vacunaciones en menores de 1 ano,bcg,2008-10-01,12,55,0,0,12,55,67
OKINAWA,vacunaciones en menores de 1 ano,bcg,2008-10-01,14,5,0,0,14,5,19
OMEREQUE,vacunaciones en menores de 1 ano,bcg,2008-10-01,0,7,0,0,0,7,7
ORURO,vacunaciones en menores de 1 ano,bcg,2008-10-01,676,38,0,0,676,38,714
PADCAYA,vacunaciones en menores de 1 ano,bcg,2008-10-01,8,11,0,0,8,11,19
PADILLA,vacunaciones en menores de 1 ano,bcg,2008-10-01,11,1,0,0,11,1,12
PAILON,vacunaciones en menores de 1 ano,bcg,2008-10-01,30,61,0,0,30,61,91
PALCA,vacunaciones en menores de 1 ano,bcg,2008-10-01,2,20,0,0,2,20,22
PALOS BLANCOS,vacunaciones en menores de 1 ano,bcg,2008-10-01,22,4,0,0,22,4,26
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,bcg,2008-10-01,1,4,0,0,1,4,5
PAMPA GRANDE,vacunaciones en menores de 1 ano,bcg,2008-10-01,15,2,0,0,15,2,17
PAPEL PAMPA,vacunaciones en menores de 1 ano,bcg,2008-10-01,0,9,0,0,0,9,9
PASORAPA,vacunaciones en menores de 1 ano,bcg,2008-10-01,2,1,0,0,2,1,3
PATACAMAYA,vacunaciones en menores de 1 ano,bcg,2008-10-01,31,13,0,0,31,13,44
PAZÑA,vacunaciones en menores de 1 ano,bcg,2008-10-01,4,3,0,0,4,3,7
PELECHUCO,vacunaciones en menores de 1 ano,bcg,2008-10-01,0,17,0,0,0,17,17
POCOATA,vacunaciones en menores de 1 ano,bcg,2008-10-01,4,81,0,0,4,81,85
POCONA,vacunaciones en menores de 1 ano,bcg,2008-10-01,16,18,0,0,16,18,34
POJO (CBBA),vacunaciones en menores de 1 ano,bcg,2008-10-01,23,12,0,0,23,12,35
POOPO,vacunaciones en menores de 1 ano,bcg,2008-10-01,13,1,0,0,13,1,14
PORCO,vacunaciones en menores de 1 ano,bcg,2008-10-01,22,0,0,0,22,0,22
POROMA,vacunaciones en menores de 1 ano,bcg,2008-10-01,12,24,0,0,12,24,36
PORONGO,vacunaciones en menores de 1 ano,bcg,2008-10-01,5,14,0,0,5,14,19
PORTACHUELO,vacunaciones en menores de 1 ano,bcg,2008-10-01,51,12,0,0,51,12,63
PORVENIR,vacunaciones en menores de 1 ano,bcg,2008-10-01,4,5,0,0,4,5,9
POSTRER VALLE,vacunaciones en menores de 1 ano,bcg,2008-10-01,3,0,0,0,3,0,3
POTOSI,vacunaciones en menores de 1 ano,bcg,2008-10-01,448,26,0,0,448,26,474
PRESTO,vacunaciones en menores de 1 ano,bcg,2008-10-01,4,12,0,0,4,12,16
PUCARA,vacunaciones en menores de 1 ano,bcg,2008-10-01,1,0,0,0,1,0,1
PUCARANI,vacunaciones en menores de 1 ano,bcg,2008-10-01,21,20,0,0,21,20,41
PUERTO ACOSTA,vacunaciones en menores de 1 ano,bcg,2008-10-01,9,37,0,0,9,37,46
PUERTO CARABUCO,vacunaciones en menores de 1 ano,bcg,2008-10-01,4,18,0,0,4,18,22
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,bcg,2008-10-01,5,6,0,0,5,6,11
PUERTO PEREZ,vacunaciones en menores de 1 ano,bcg,2008-10-01,0,8,0,0,0,8,8
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,bcg,2008-10-01,16,23,0,0,16,23,39
PUERTO RICO,vacunaciones en menores de 1 ano,bcg,2008-10-01,5,6,0,0,5,6,11
PUERTO SILES,vacunaciones en menores de 1 ano,bcg,2008-10-01,3,0,0,0,3,0,3
PUERTO SUAREZ,vacunaciones en menores de 1 ano,bcg,2008-10-01,38,5,0,0,38,5,43
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,bcg,2008-10-01,130,9,0,0,130,9,139
PUNA,vacunaciones en menores de 1 ano,bcg,2008-10-01,35,46,0,0,35,46,81
PUNATA,vacunaciones en menores de 1 ano,bcg,2008-10-01,49,3,0,0,49,3,52
QUIABAYA,vacunaciones en menores de 1 ano,bcg,2008-10-01,0,6,0,0,0,6,6
QUILLACOLLO,vacunaciones en menores de 1 ano,bcg,2008-10-01,219,5,0,0,219,5,224
QUIME,vacunaciones en menores de 1 ano,bcg,2008-10-01,0,15,0,0,0,15,15
QUIRUSILLAS,vacunaciones en menores de 1 ano,bcg,2008-10-01,1,0,0,0,1,0,1
RAVELO,vacunaciones en menores de 1 ano,bcg,2008-10-01,12,28,0,0,12,28,40
REYES,vacunaciones en menores de 1 ano,bcg,2008-10-01,18,2,0,0,18,2,20
RIBERALTA,vacunaciones en menores de 1 ano,bcg,2008-10-01,250,24,0,0,250,24,274
ROBORE,vacunaciones en menores de 1 ano,bcg,2008-10-01,40,5,0,0,40,5,45
RURRENABAQUE,vacunaciones en menores de 1 ano,bcg,2008-10-01,39,15,0,0,39,15,54
SABAYA,vacunaciones en menores de 1 ano,bcg,2008-10-01,4,1,0,0,4,1,5
SACABA,vacunaciones en menores de 1 ano,bcg,2008-10-01,213,19,0,0,213,19,232
SACABAMBA,vacunaciones en menores de 1 ano,bcg,2008-10-01,6,3,0,0,6,3,9
SACACA,vacunaciones en menores de 1 ano,bcg,2008-10-01,19,32,0,0,19,32,51
SAIPINA,vacunaciones en menores de 1 ano,bcg,2008-10-01,5,4,0,0,5,4,9
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,bcg,2008-10-01,7,6,0,0,7,6,13
SAMAIPATA,vacunaciones en menores de 1 ano,bcg,2008-10-01,6,4,0,0,6,4,10
SAN ANDRES,vacunaciones en menores de 1 ano,bcg,2008-10-01,8,11,0,0,8,11,19
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,bcg,2008-10-01,1,0,0,0,1,0,1
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,bcg,2008-10-01,1,6,0,0,1,6,7
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,bcg,2008-10-01,3,9,0,0,3,9,12
SAN BENITO,vacunaciones en menores de 1 ano,bcg,2008-10-01,16,3,0,0,16,3,19
SAN BORJA,vacunaciones en menores de 1 ano,bcg,2008-10-01,63,67,0,0,63,67,130
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,bcg,2008-10-01,5,9,0,0,5,9,14
SAN CARLOS,vacunaciones en menores de 1 ano,bcg,2008-10-01,34,4,0,0,34,4,38
SAN IGNACIO,vacunaciones en menores de 1 ano,bcg,2008-10-01,42,24,0,0,42,24,66
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,bcg,2008-10-01,107,12,0,0,107,12,119
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,bcg,2008-10-01,2,1,0,0,2,1,3
SAN JAVIER(STC),vacunaciones en menores de 1 ano,bcg,2008-10-01,36,4,0,0,36,4,40
SAN JOAQUIN,vacunaciones en menores de 1 ano,bcg,2008-10-01,4,3,0,0,4,3,7
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,bcg,2008-10-01,43,5,0,0,43,5,48
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,bcg,2008-10-01,10,2,0,0,10,2,12
SAN JULIAN,vacunaciones en menores de 1 ano,bcg,2008-10-01,87,25,0,0,87,25,112
SAN LORENZO(PND),vacunaciones en menores de 1 ano,bcg,2008-10-01,2,1,0,0,2,1,3
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,bcg,2008-10-01,13,7,0,0,13,7,20
SAN LUCAS,vacunaciones en menores de 1 ano,bcg,2008-10-01,33,36,0,0,33,36,69
SAN MATIAS,vacunaciones en menores de 1 ano,bcg,2008-10-01,38,9,0,0,38,9,47
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,bcg,2008-10-01,19,1,0,0,19,1,20
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,bcg,2008-10-01,5,4,0,0,5,4,9
SAN PEDRO,vacunaciones en menores de 1 ano,bcg,2008-10-01,13,1,0,0,13,1,14
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,bcg,2008-10-01,21,62,0,0,21,62,83
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,bcg,2008-10-01,5,13,0,0,5,13,18
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,bcg,2008-10-01,0,1,0,0,0,1,1
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,bcg,2008-10-01,3,9,0,0,3,9,12
SAN RAFAEL,vacunaciones en menores de 1 ano,bcg,2008-10-01,4,3,0,0,4,3,7
SAN RAMON,vacunaciones en menores de 1 ano,bcg,2008-10-01,10,0,0,0,10,0,10
SAN RAMON,vacunaciones en menores de 1 ano,bcg,2008-10-01,5,6,0,0,5,6,11
SANTA ANA,vacunaciones en menores de 1 ano,bcg,2008-10-01,34,10,0,0,34,10,44
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,bcg,2008-10-01,2098,149,0,0,2098,149,2247
SANTA ROSA,vacunaciones en menores de 1 ano,bcg,2008-10-01,28,0,0,0,28,0,28
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,bcg,2008-10-01,18,12,0,0,18,12,30
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,bcg,2008-10-01,0,6,0,0,0,6,6
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,bcg,2008-10-01,1,8,0,0,1,8,9
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,bcg,2008-10-01,0,3,0,0,0,3,3
SANTIVAÑES,vacunaciones en menores de 1 ano,bcg,2008-10-01,6,4,0,0,6,4,10
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,bcg,2008-10-01,3,6,0,0,3,6,9
SAPAHAQUI,vacunaciones en menores de 1 ano,bcg,2008-10-01,5,9,0,0,5,9,14
SENA,vacunaciones en menores de 1 ano,bcg,2008-10-01,4,5,0,0,4,5,9
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,bcg,2008-10-01,7,15,0,0,7,15,22
SICAYA,vacunaciones en menores de 1 ano,bcg,2008-10-01,0,5,0,0,0,5,5
SIPE SIPE,vacunaciones en menores de 1 ano,bcg,2008-10-01,65,9,0,0,65,9,74
SOPACHUY,vacunaciones en menores de 1 ano,bcg,2008-10-01,3,3,0,0,3,3,6
SORACACHI,vacunaciones en menores de 1 ano,bcg,2008-10-01,8,8,0,0,8,8,16
SORATA,vacunaciones en menores de 1 ano,bcg,2008-10-01,25,26,0,0,25,26,51
SUCRE,vacunaciones en menores de 1 ano,bcg,2008-10-01,542,22,0,0,542,22,564
TACACOMA,vacunaciones en menores de 1 ano,bcg,2008-10-01,8,11,0,0,8,11,19
TACOBAMBA,vacunaciones en menores de 1 ano,bcg,2008-10-01,5,18,0,0,5,18,23
TACOPAYA,vacunaciones en menores de 1 ano,bcg,2008-10-01,2,23,0,0,2,23,25
TAPACARI,vacunaciones en menores de 1 ano,bcg,2008-10-01,21,27,0,0,21,27,48
TARABUCO,vacunaciones en menores de 1 ano,bcg,2008-10-01,17,13,0,0,17,13,30
TARACO,vacunaciones en menores de 1 ano,bcg,2008-10-01,0,7,0,0,0,7,7
TARATA,vacunaciones en menores de 1 ano,bcg,2008-10-01,14,3,0,0,14,3,17
TARIJA,vacunaciones en menores de 1 ano,bcg,2008-10-01,371,3,0,0,371,3,374
TARVITA,vacunaciones en menores de 1 ano,bcg,2008-10-01,20,17,0,0,20,17,37
TEOPONTE,vacunaciones en menores de 1 ano,bcg,2008-10-01,3,8,0,0,3,8,11
TIAWANACU,vacunaciones en menores de 1 ano,bcg,2008-10-01,9,15,0,0,9,15,24
TINGUIPAYA,vacunaciones en menores de 1 ano,bcg,2008-10-01,8,41,0,0,8,41,49
TIPUANI,vacunaciones en menores de 1 ano,bcg,2008-10-01,12,5,0,0,12,5,17
TIQUIPAYA,vacunaciones en menores de 1 ano,bcg,2008-10-01,110,5,0,0,110,5,115
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,bcg,2008-10-01,68,12,0,0,68,12,80
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,bcg,2008-10-01,0,1,0,0,0,1,1
TOCO,vacunaciones en menores de 1 ano,bcg,2008-10-01,5,1,0,0,5,1,6
TOLATA,vacunaciones en menores de 1 ano,bcg,2008-10-01,7,2,0,0,7,2,9
TOLEDO,vacunaciones en menores de 1 ano,bcg,2008-10-01,2,3,0,0,2,3,5
TOMAVE,vacunaciones en menores de 1 ano,bcg,2008-10-01,2,5,0,0,2,5,7
TOMINA,vacunaciones en menores de 1 ano,bcg,2008-10-01,14,2,0,0,14,2,16
TORO TORO,vacunaciones en menores de 1 ano,bcg,2008-10-01,3,26,0,0,3,26,29
