,group,variable,month,PENTAVALENTE 3RA. DOSIS,PENTAVALENTE 3RA. DOSIS,PENTAVALENTE 3RA. DOSIS,PENTAVALENTE 3RA. DOSIS,TOTALES,TOTALES,TOTALES
SACABAMBA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-10-01,6,13,0,0,6,13,19
SACACA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-10-01,9,35,0,0,9,35,44
SAIPINA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-10-01,3,11,0,0,3,11,14
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-10-01,14,7,0,0,14,7,21
SAMAIPATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-10-01,8,10,0,0,8,10,18
SAN AGUSTIN,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-10-01,6,0,0,0,6,0,6
SAN ANDRES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-10-01,15,26,0,0,15,26,41
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-10-01,2,7,0,0,2,7,9
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-10-01,6,3,0,0,6,3,9
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-10-01,7,14,0,0,7,14,21
SAN BENITO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-10-01,9,2,0,0,9,2,11
SAN BORJA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-10-01,76,73,0,0,76,73,149
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-10-01,13,7,0,0,13,7,20
SAN CARLOS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-10-01,53,5,0,0,53,5,58
SAN IGNACIO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-10-01,52,16,0,0,52,16,68
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-10-01,124,34,0,0,124,34,158
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-10-01,3,9,0,0,3,9,12
SAN JAVIER(STC),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-10-01,35,5,0,0,35,5,40
SAN JOAQUIN,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-10-01,8,8,0,0,8,8,16
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-10-01,40,6,0,0,40,6,46
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-10-01,16,2,0,0,16,2,18
SAN JULIAN,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-10-01,54,49,0,0,54,49,103
SAN LORENZO(PND),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-10-01,3,13,0,0,3,13,16
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-10-01,20,22,0,0,20,22,42
SAN LUCAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-10-01,26,37,0,0,26,37,63
SAN MATIAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-10-01,39,9,0,0,39,9,48
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-10-01,32,5,0,0,32,5,37
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-10-01,4,0,0,0,4,0,4
SAN PEDRO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-10-01,42,0,0,0,42,0,42
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-10-01,13,62,0,0,13,62,75
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-10-01,4,8,0,0,4,8,12
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-10-01,0,1,0,0,0,1,1
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-10-01,5,4,0,0,5,4,9
SAN PEDRO(PND),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-10-01,0,3,0,0,0,3,3
SAN RAFAEL,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-10-01,20,7,0,0,20,7,27
SAN RAMON,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-10-01,20,0,0,0,20,0,20
SAN RAMON,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-10-01,5,6,0,0,5,6,11
SANTA ANA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-10-01,26,36,0,0,26,36,62
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-10-01,2689,169,0,0,2689,169,2858
SANTA ROSA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-10-01,22,7,0,0,22,7,29
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-10-01,21,6,0,0,21,6,27
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-10-01,0,8,0,0,0,8,8
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-10-01,4,10,0,0,4,10,14
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-10-01,1,4,0,0,1,4,5
SANTIVAÑES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-10-01,5,3,0,0,5,3,8
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-10-01,5,8,0,0,5,8,13
SAPAHAQUI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-10-01,4,7,0,0,4,7,11
SENA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-10-01,5,3,0,0,5,3,8
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-10-01,13,38,0,0,13,38,51
SICAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-10-01,1,8,0,0,1,8,9
SIPE SIPE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-10-01,57,23,0,0,57,23,80
SOPACHUY,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-10-01,2,7,0,0,2,7,9
SORACACHI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-10-01,11,13,0,0,11,13,24
SORATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-10-01,13,38,0,0,13,38,51
SUCRE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-10-01,434,101,0,0,434,101,535
TACACHI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-10-01,1,0,0,0,1,0,1
TACACOMA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-10-01,4,7,0,0,4,7,11
TACOBAMBA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-10-01,3,15,0,0,3,15,18
TACOPAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-10-01,7,19,0,0,7,19,26
TAHUA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-10-01,0,2,0,0,0,2,2
TAPACARI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-10-01,25,30,0,0,25,30,55
TARABUCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-10-01,22,20,0,0,22,20,42
TARACO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-10-01,2,7,0,0,2,7,9
TARATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-10-01,16,4,0,0,16,4,20
TARIJA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-10-01,288,27,0,0,288,27,315
TARVITA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-10-01,22,14,0,0,22,14,36
TEOPONTE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-10-01,14,7,0,0,14,7,21
TIAWANACU,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-10-01,8,17,0,0,8,17,25
TINGUIPAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-10-01,11,39,0,0,11,39,50
TIPUANI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-10-01,22,1,0,0,22,1,23
TIQUIPAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-10-01,110,23,0,0,110,23,133
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-10-01,69,22,0,0,69,22,91
TOCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-10-01,5,12,0,0,5,12,17
TOLATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-10-01,5,3,0,0,5,3,8
TOLEDO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-10-01,9,4,0,0,9,4,13
TOMAVE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-10-01,0,14,0,0,0,14,14
TOMINA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-10-01,7,10,0,0,7,10,17
TORO TORO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-10-01,5,11,0,0,5,11,16
TOTORA(CBBA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-10-01,19,23,0,0,19,23,42
TOTORA(ORR),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-10-01,3,13,0,0,3,13,16
TRIGAL,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-10-01,3,1,0,0,3,1,4
TRINIDAD,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-10-01,263,12,0,0,263,12,275
TUPIZA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-10-01,59,28,0,0,59,28,87
TURCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-10-01,7,2,0,0,7,2,9
UMALA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-10-01,0,19,0,0,0,19,19
UNCIA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-10-01,29,29,0,0,29,29,58
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-10-01,16,5,0,0,16,5,21
URUBICHA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-10-01,1,26,0,0,1,26,27
UYUNI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-10-01,26,21,0,0,26,21,47
VACAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-10-01,5,16,0,0,5,16,21
VALLEGRANDE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-10-01,27,1,0,0,27,1,28
VIACHA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-10-01,43,42,0,0,43,42,85
VILA VILA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-10-01,2,7,0,0,2,7,9
VILLA MONTES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-10-01,80,42,0,0,80,42,122
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-10-01,1,3,0,0,1,3,4
VILLA RIVERO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-10-01,5,6,0,0,5,6,11
VILLA SERRANO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-10-01,12,8,0,0,12,8,20
VILLA TUNARI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-10-01,125,34,0,0,125,34,159
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-10-01,11,3,0,0,11,3,14
VILLAZON,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-10-01,61,17,0,0,61,17,78
VINTO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-10-01,59,14,0,0,59,14,73
VITICHI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-10-01,7,6,0,0,7,6,13
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-10-01,2,2,0,0,2,2,4
WARNES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-10-01,135,16,0,0,135,16,151
YACO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-10-01,4,15,0,0,4,15,19
YACUIBA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-10-01,138,26,0,0,138,26,164
YAMPARAEZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-10-01,6,6,0,0,6,6,12
YANACACHI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-10-01,3,4,0,0,3,4,7
YAPACANI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-10-01,87,15,0,0,87,15,102
YOCALLA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-10-01,2,9,0,0,2,9,11
YOTALA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-10-01,5,6,0,0,5,6,11
YUNCHARA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-10-01,1,9,0,0,1,9,10
ZUDAÑEZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-10-01,18,4,0,0,18,4,22
ACACIO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-11-01,4,15,0,0,4,15,19
ACHACACHI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-11-01,22,142,0,0,22,142,164
ACHOCALLA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-11-01,10,22,0,0,10,22,32
AIQUILE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-11-01,32,19,0,0,32,19,51
ALALAY,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-11-01,0,1,0,0,0,1,1
ALCALA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-11-01,2,0,0,0,2,0,2
ANCORAIMES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-11-01,7,37,0,0,7,37,44
ANDAMARCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-11-01,4,3,0,0,4,3,7
ANTEQUERA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-11-01,8,2,0,0,8,2,10
ANZALDO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-11-01,7,15,0,0,7,15,22
APOLO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-11-01,15,27,0,0,15,27,42
ARAMPAMPA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-11-01,3,12,0,0,3,12,15
ARANI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-11-01,7,15,0,0,7,15,22
ARBIETO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-11-01,3,21,0,0,3,21,24
ARQUE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-11-01,22,11,0,0,22,11,33
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-11-01,37,10,0,0,37,10,47
ATOCHA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-11-01,13,8,0,0,13,8,21
AUCAPATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-11-01,6,1,0,0,6,1,7
AYATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-11-01,2,10,0,0,2,10,12
AYO AYO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-11-01,7,9,0,0,7,9,16
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-11-01,22,51,0,0,22,51,73
AZURDUY,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-11-01,10,12,0,0,10,12,22
BATALLAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-11-01,14,34,0,0,14,34,48
BAURES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-11-01,14,2,0,0,14,2,16
BELEN DE URMIRI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-11-01,0,2,0,0,0,2,2
BERMEJO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-11-01,39,21,0,0,39,21,60
BETANZOS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-11-01,19,41,0,0,19,41,60
BOLIVAR,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-11-01,3,19,0,0,3,19,22
BOLPEBRA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-11-01,0,8,0,0,0,8,8
BOYUIBE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-11-01,6,0,0,0,6,0,6
BUENA VISTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-11-01,15,10,0,0,15,10,25
CABEZAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-11-01,28,30,0,0,28,30,58
CAIROMA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-11-01,0,15,0,0,0,15,15
"CAIZA ""D""",vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-11-01,4,17,0,0,4,17,21
CAJUATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-11-01,15,5,0,0,15,5,20
CALACOTO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-11-01,3,5,0,0,3,5,8
CALAMARCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-11-01,9,12,0,0,9,12,21
CAMARGO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-11-01,10,6,0,0,10,6,16
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-11-01,0,3,0,0,0,3,3
CAMIRI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-11-01,37,28,0,0,37,28,65
CAPINOTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-11-01,20,18,0,0,20,18,38
CAQUIAVIRI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-11-01,2,9,0,0,2,9,11
CARACOLLO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-11-01,16,25,0,0,16,25,41
CARANAVI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-11-01,69,72,0,0,69,72,141
CARANGAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-11-01,0,1,0,0,0,1,1
CARAPARI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-11-01,15,13,0,0,15,13,28
CARIPUYO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-11-01,5,18,0,0,5,18,23
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-11-01,4,3,0,0,4,3,7
CATACORA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-11-01,1,0,0,0,1,0,1
CHACARILLA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-11-01,0,1,0,0,0,1,1
CHALLAPATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-11-01,22,27,0,0,22,27,49
CHAQUI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-11-01,6,14,0,0,6,14,20
CHARAGUA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-11-01,28,29,0,0,28,29,57
CHARAÑA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-11-01,1,5,0,0,1,5,6
CHAYANTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-11-01,19,19,0,0,19,19,38
CHIMORE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-11-01,37,12,0,0,37,12,49
CHIPAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-11-01,2,0,0,0,2,0,2
CHOQUE COTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-11-01,1,0,0,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-11-01,20,14,0,0,20,14,34
CHUMA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-11-01,3,19,0,0,3,19,22
CLIZA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-11-01,9,21,0,0,9,21,30
COBIJA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-11-01,70,33,0,0,70,33,103
COCHABAMBA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-11-01,1043,93,0,0,1043,93,1136
COLCAPIRHUA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-11-01,70,2,0,0,70,2,72
"COLCHA ""K""",vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-11-01,14,18,0,0,14,18,32
COLLANA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-11-01,0,2,0,0,0,2,2
COLOMI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-11-01,15,15,0,0,15,15,30
COLPA BELGICA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-11-01,13,4,0,0,13,4,17
COLQUECHACA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-11-01,20,86,0,0,20,86,106
COLQUENCHA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-11-01,4,4,0,0,4,4,8
COLQUIRI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-11-01,5,29,0,0,5,29,34
COMANCHE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-11-01,3,0,0,0,3,0,3
COMARAPA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-11-01,20,17,0,0,20,17,37
COMBAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-11-01,0,11,0,0,0,11,11
CONCEPCION,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-11-01,42,17,0,0,42,17,59
COPACABANA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-11-01,8,10,0,0,8,10,18
CORIPATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-11-01,12,14,0,0,12,14,26
CORO CORO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-11-01,6,5,0,0,6,5,11
COROICO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-11-01,8,17,0,0,8,17,25
CORQUE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-11-01,5,2,0,0,5,2,7
COTAGAITA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-11-01,11,33,0,0,11,33,44
COTOCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-11-01,90,11,0,0,90,11,101
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-11-01,24,48,0,0,24,48,72
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-11-01,0,3,0,0,0,3,3
CUEVO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-11-01,3,3,0,0,3,3,6
CULPINA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-11-01,19,10,0,0,19,10,29
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-11-01,5,2,0,0,5,2,7
CURVA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-11-01,0,7,0,0,0,7,7
DESAGUADERO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-11-01,2,11,0,0,2,11,13
EL ALTO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-11-01,1207,943,0,0,1207,943,2150
EL CHORO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-11-01,2,5,0,0,2,5,7
EL PUENTE(STC),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-11-01,12,6,0,0,12,6,18
EL PUENTE(TJA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-11-01,5,11,0,0,5,11,16
EL TORNO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-11-01,88,9,0,0,88,9,97
EL VILLAR,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-11-01,2,2,0,0,2,2,4
ENTRE RIOS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-11-01,39,16,0,0,39,16,55
ENTRE RIOS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-11-01,11,22,0,0,11,22,33
ESCARA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-11-01,0,2,0,0,0,2,2
EUCALIPTUS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-11-01,6,2,0,0,6,2,8
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-11-01,0,1,0,0,0,1,1
EXALTACION,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-11-01,6,2,0,0,6,2,8
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-11-01,16,4,0,0,16,4,20
FILADELFIA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-11-01,4,13,0,0,4,13,17
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-11-01,38,6,0,0,38,6,44
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-11-01,6,17,0,0,6,17,23
GUANAY,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-11-01,9,14,0,0,9,14,23
GUAQUI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-11-01,2,5,0,0,2,5,7
GUAYARAMERIN,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-11-01,64,21,0,0,64,21,85
GUTIERREZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-11-01,11,13,0,0,11,13,24
HUACARETA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-11-01,15,20,0,0,15,20,35
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-11-01,2,1,0,0,2,1,3
HUACHACALLA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-11-01,2,0,0,0,2,0,2
HUANUNI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-11-01,38,15,0,0,38,15,53
HUARACAJE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-11-01,13,2,0,0,13,2,15
HUAYLLAMARCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-11-01,3,8,0,0,3,8,11
ICHOCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-11-01,0,11,0,0,0,11,11
ICLA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-11-01,6,16,0,0,6,16,22
