,group,variable,month,17.21 SR DENTRO,17.21 SR DENTRO,17.21 SR FUERA,17.21 SR FUERA,TOTALES,TOTALES,TOTALES
SAN JUAN DE YAPACANI,otras vacunaciones,sr,2022-08-01,0,0,3,1,3,1,4
SAN JULIAN,otras vacunaciones,sr,2022-08-01,2,2,9,11,11,13,24
SAN LORENZO(TJA),otras vacunaciones,sr,2022-08-01,0,1,0,0,0,1,1
SAN LUCAS,otras vacunaciones,sr,2022-08-01,0,0,0,1,0,1,1
SAN MATIAS,otras vacunaciones,sr,2022-08-01,0,1,3,0,3,1,4
SAN MIGUEL DE VELASCO,otras vacunaciones,sr,2022-08-01,0,1,13,5,13,6,19
SAN PEDRO,otras vacunaciones,sr,2022-08-01,2,0,0,0,2,0,2
SAN PEDRO DE CURAHUARA,otras vacunaciones,sr,2022-08-01,0,2,0,0,0,2,2
SAN PEDRO DE QUEMES,otras vacunaciones,sr,2022-08-01,0,0,1,1,1,1,2
SAN PEDRO DE TIQUINA,otras vacunaciones,sr,2022-08-01,0,0,5,0,5,0,5
SAN RAMON BENI,otras vacunaciones,sr,2022-08-01,0,0,668,804,668,804,1472
SAN RAMON SCZ,otras vacunaciones,sr,2022-08-01,15,24,0,0,15,24,39
SANTA ANA,otras vacunaciones,sr,2022-08-01,65,92,1541,0,1606,92,1698
SANTA CRUZ DE LA SIERRA,otras vacunaciones,sr,2022-08-01,399,509,280,213,679,722,1401
SANTA ROSA,otras vacunaciones,sr,2022-08-01,32,59,1204,1271,1236,1330,2566
SANTA ROSA DEL SARA,otras vacunaciones,sr,2022-08-01,1,3,0,0,1,3,4
SANTIAGO DE HUARI,otras vacunaciones,sr,2022-08-01,0,1,0,0,0,1,1
SENA,otras vacunaciones,sr,2022-08-01,0,30,26,45,26,75,101
SHINAOTA,otras vacunaciones,sr,2022-08-01,0,1,0,0,0,1,1
SICA SICA (VILLA AROMA),otras vacunaciones,sr,2022-08-01,0,1,0,0,0,1,1
SIPE SIPE,otras vacunaciones,sr,2022-08-01,2,5,5,1,7,6,13
SORATA,otras vacunaciones,sr,2022-08-01,0,0,5,0,5,0,5
SUCRE,otras vacunaciones,sr,2022-08-01,49,64,27,35,76,99,175
TAPACARI,otras vacunaciones,sr,2022-08-01,2,5,6,5,8,10,18
TARACO,otras vacunaciones,sr,2022-08-01,1,2,2,2,3,4,7
TARATA,otras vacunaciones,sr,2022-08-01,0,1,0,0,0,1,1
TARIJA,otras vacunaciones,sr,2022-08-01,20,14,77,101,97,115,212
TARVITA,otras vacunaciones,sr,2022-08-01,0,1,0,2,0,3,3
TIQUIPAYA,otras vacunaciones,sr,2022-08-01,4,1,2,4,6,5,11
TIRAQUE (CBBA),otras vacunaciones,sr,2022-08-01,0,2,0,6,0,8,8
TOCO,otras vacunaciones,sr,2022-08-01,2,3,0,1,2,4,6
TOMINA,otras vacunaciones,sr,2022-08-01,1,0,0,0,1,0,1
TOTORA(ORR),otras vacunaciones,sr,2022-08-01,0,0,1,0,1,0,1
TRINIDAD,otras vacunaciones,sr,2022-08-01,6591,7769,12426,13507,19017,21276,40293
TUPIZA,otras vacunaciones,sr,2022-08-01,5,8,4,0,9,8,17
URIONDO (A. CONCEPCION),otras vacunaciones,sr,2022-08-01,8,12,12,12,20,24,44
UYUNI,otras vacunaciones,sr,2022-08-01,1,2,0,0,1,2,3
VACAS,otras vacunaciones,sr,2022-08-01,0,0,0,2,0,2,2
VALLEGRANDE,otras vacunaciones,sr,2022-08-01,0,0,0,5,0,5,5
VIACHA,otras vacunaciones,sr,2022-08-01,1,1,19,25,20,26,46
VILLA MONTES,otras vacunaciones,sr,2022-08-01,2,9,1,5,3,14,17
VILLA SERRANO,otras vacunaciones,sr,2022-08-01,7,7,0,0,7,7,14
VILLA TUNARI,otras vacunaciones,sr,2022-08-01,2,7,8,9,10,16,26
VILLAZON,otras vacunaciones,sr,2022-08-01,3,22,6,8,9,30,39
WARNES,otras vacunaciones,sr,2022-08-01,3,6,2,2,5,8,13
YACUIBA,otras vacunaciones,sr,2022-08-01,20,24,47,53,67,77,144
YOCALLA,otras vacunaciones,sr,2022-08-01,10,13,0,0,10,13,23
YUNCHARA,otras vacunaciones,sr,2022-08-01,0,0,1,0,1,0,1
ACACIO,otras vacunaciones,sr,2022-09-01,1,3,0,2,1,5,6
AIQUILE,otras vacunaciones,sr,2022-09-01,0,2,0,0,0,2,2
ALCALA,otras vacunaciones,sr,2022-09-01,2,3,0,0,2,3,5
ANCORAIMES,otras vacunaciones,sr,2022-09-01,0,4,32,35,32,39,71
ARANI,otras vacunaciones,sr,2022-09-01,0,0,4,1,4,1,5
ARBIETO,otras vacunaciones,sr,2022-09-01,0,0,2,0,2,0,2
ASCENCION DE GUARAYOS,otras vacunaciones,sr,2022-09-01,2,1,0,0,2,1,3
BATALLAS,otras vacunaciones,sr,2022-09-01,1,3,1,1,2,4,6
BAURES,otras vacunaciones,sr,2022-09-01,16,44,40,58,56,102,158
BERMEJO,otras vacunaciones,sr,2022-09-01,3,13,48,2,51,15,66
BOLIVAR,otras vacunaciones,sr,2022-09-01,0,0,1,1,1,1,2
BOLPEBRA,otras vacunaciones,sr,2022-09-01,1,0,0,0,1,0,1
BUENA VISTA,otras vacunaciones,sr,2022-09-01,1,3,0,0,1,3,4
CABEZAS,otras vacunaciones,sr,2022-09-01,0,1,13,8,13,9,22
"CAIZA ""D""",otras vacunaciones,sr,2022-09-01,2,0,2,1,4,1,5
CALAMARCA,otras vacunaciones,sr,2022-09-01,0,2,0,0,0,2,2
CAMARGO,otras vacunaciones,sr,2022-09-01,6,11,11,15,17,26,43
CAMIRI,otras vacunaciones,sr,2022-09-01,6,8,2,6,8,14,22
CAPINOTA,otras vacunaciones,sr,2022-09-01,0,0,0,1,0,1,1
CARACOLLO,otras vacunaciones,sr,2022-09-01,2,1,4,0,6,1,7
CARANAVI,otras vacunaciones,sr,2022-09-01,5,8,13,17,18,25,43
CARIPUYO,otras vacunaciones,sr,2022-09-01,2,5,0,0,2,5,7
CARMEN RIVERO TORREZ,otras vacunaciones,sr,2022-09-01,0,0,4,1,4,1,5
CATACORA,otras vacunaciones,sr,2022-09-01,0,0,1,2,1,2,3
CHALLAPATA,otras vacunaciones,sr,2022-09-01,1,2,1,0,2,2,4
CHARAGUA,otras vacunaciones,sr,2022-09-01,1,0,3,3,4,3,7
CHARAÑA,otras vacunaciones,sr,2022-09-01,1,1,0,1,1,2,3
CHAYANTA,otras vacunaciones,sr,2022-09-01,0,2,0,0,0,2,2
CHIPAYA,otras vacunaciones,sr,2022-09-01,0,1,0,0,0,1,1
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,sr,2022-09-01,1,0,0,0,1,0,1
CLIZA,otras vacunaciones,sr,2022-09-01,0,0,3,0,3,0,3
COBIJA,otras vacunaciones,sr,2022-09-01,5,19,95,109,100,128,228
COCAPATA,otras vacunaciones,sr,2022-09-01,2,8,1,1,3,9,12
COCHABAMBA,otras vacunaciones,sr,2022-09-01,136,213,267,417,403,630,1033
"COLCHA ""K""",otras vacunaciones,sr,2022-09-01,0,8,0,0,0,8,8
COMANCHE,otras vacunaciones,sr,2022-09-01,0,1,4,1,4,2,6
COMARAPA,otras vacunaciones,sr,2022-09-01,2,7,1,1,3,8,11
CONCEPCION,otras vacunaciones,sr,2022-09-01,5,1,5,2,10,3,13
COPACABANA,otras vacunaciones,sr,2022-09-01,0,0,2,0,2,0,2
CORO CORO,otras vacunaciones,sr,2022-09-01,0,2,0,0,0,2,2
COROICO,otras vacunaciones,sr,2022-09-01,0,0,0,5,0,5,5
CORQUE,otras vacunaciones,sr,2022-09-01,5,2,1,2,6,4,10
COTOCA,otras vacunaciones,sr,2022-09-01,20,27,12,16,32,43,75
CUATRO CAÑADAS,otras vacunaciones,sr,2022-09-01,0,5,1,1,1,6,7
CULPINA,otras vacunaciones,sr,2022-09-01,0,0,2,0,2,0,2
CURAHUARA DE CARANGAS,otras vacunaciones,sr,2022-09-01,2,1,0,0,2,1,3
EL ALTO,otras vacunaciones,sr,2022-09-01,73,93,272,309,345,402,747
EL CHORO,otras vacunaciones,sr,2022-09-01,2,1,1,4,3,5,8
EL PUENTE(STC),otras vacunaciones,sr,2022-09-01,3,8,4,3,7,11,18
EL TORNO,otras vacunaciones,sr,2022-09-01,0,2,1,0,1,2,3
ESMERALDA,otras vacunaciones,sr,2022-09-01,0,1,0,0,0,1,1
EUCALIPTUS,otras vacunaciones,sr,2022-09-01,0,1,0,1,0,2,2
EUREKA (SANTOS MERCADO),otras vacunaciones,sr,2022-09-01,0,0,20,26,20,26,46
EXALTACION,otras vacunaciones,sr,2022-09-01,0,0,48,73,48,73,121
FILADELFIA,otras vacunaciones,sr,2022-09-01,0,0,4,9,4,9,13
GENERAL SAAVEDRA,otras vacunaciones,sr,2022-09-01,2,3,1,3,3,6,9
GUANAY,otras vacunaciones,sr,2022-09-01,3,2,1,0,4,2,6
GUAYARAMERIN,otras vacunaciones,sr,2022-09-01,172,189,469,610,641,799,1440
GUTIERREZ,otras vacunaciones,sr,2022-09-01,1,1,2,5,3,6,9
HUACARETA,otras vacunaciones,sr,2022-09-01,7,1,0,2,7,3,10
HUACHACALLA,otras vacunaciones,sr,2022-09-01,0,0,98,0,98,0,98
HUANUNI,otras vacunaciones,sr,2022-09-01,1,0,3,6,4,6,10
HUARACAJE,otras vacunaciones,sr,2022-09-01,1,0,177,197,178,197,375
HUATAJATA,otras vacunaciones,sr,2022-09-01,0,1,1,6,1,7,8
HUAYLLAMARCA,otras vacunaciones,sr,2022-09-01,0,0,0,1,0,1,1
INCAHUASI,otras vacunaciones,sr,2022-09-01,9,1,0,0,9,1,10
INGAVI (HUMAITA),otras vacunaciones,sr,2022-09-01,0,0,1,2,1,2,3
LA GUARDIA,otras vacunaciones,sr,2022-09-01,11,13,6,15,17,28,45
LA PAZ,otras vacunaciones,sr,2022-09-01,97,136,183,189,280,325,605
LAGUNILLAS,otras vacunaciones,sr,2022-09-01,11,11,0,6,11,17,28
LAS CARRERAS,otras vacunaciones,sr,2022-09-01,0,0,1,2,1,2,3
LLALLAGUA,otras vacunaciones,sr,2022-09-01,5,11,23,24,28,35,63
LORETO,otras vacunaciones,sr,2022-09-01,2,5,51,64,53,69,122
LURIBAY,otras vacunaciones,sr,2022-09-01,0,0,6,2,6,2,8
MAGDALENA,otras vacunaciones,sr,2022-09-01,12,45,340,342,352,387,739
MALLA,otras vacunaciones,sr,2022-09-01,0,0,12,0,12,0,12
MAPIRI,otras vacunaciones,sr,2022-09-01,2,0,23,0,25,0,25
MINEROS,otras vacunaciones,sr,2022-09-01,6,17,2,3,8,20,28
MONTERO,otras vacunaciones,sr,2022-09-01,5,24,8,8,13,32,45
MORO MORO,otras vacunaciones,sr,2022-09-01,0,0,2,0,2,0,2
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,sr,2022-09-01,0,1,2,2,2,3,5
NAZACARA DE PACAJES,otras vacunaciones,sr,2022-09-01,1,1,0,0,1,1,2
OKINAWA,otras vacunaciones,sr,2022-09-01,22,43,0,17,22,60,82
ORURO,otras vacunaciones,sr,2022-09-01,55,71,19,27,74,98,172
PAILON,otras vacunaciones,sr,2022-09-01,4,4,22,30,26,34,60
PALCA,otras vacunaciones,sr,2022-09-01,1,1,0,0,1,1,2
PALOS BLANCOS,otras vacunaciones,sr,2022-09-01,1,0,0,0,1,0,1
PAPEL PAMPA,otras vacunaciones,sr,2022-09-01,1,0,0,1,1,1,2
PAZÑA,otras vacunaciones,sr,2022-09-01,0,2,0,0,0,2,2
POOPO,otras vacunaciones,sr,2022-09-01,0,4,0,5,0,9,9
PORCO,otras vacunaciones,sr,2022-09-01,0,0,0,8,0,8,8
POROMA,otras vacunaciones,sr,2022-09-01,1,0,2,4,3,4,7
PORONGO,otras vacunaciones,sr,2022-09-01,14,44,1,0,15,44,59
PORTACHUELO,otras vacunaciones,sr,2022-09-01,6,24,1,1,7,25,32
PORVENIR,otras vacunaciones,sr,2022-09-01,0,0,1,5,1,5,6
POSTRER VALLE,otras vacunaciones,sr,2022-09-01,1,2,0,0,1,2,3
POTOSI,otras vacunaciones,sr,2022-09-01,19,21,221,160,240,181,421
PUCARANI,otras vacunaciones,sr,2022-09-01,7,23,48,34,55,57,112
PUERTO ACOSTA,otras vacunaciones,sr,2022-09-01,0,0,21,0,21,0,21
PUERTO CARABUCO,otras vacunaciones,sr,2022-09-01,2,3,32,29,34,32,66
PUERTO PEREZ,otras vacunaciones,sr,2022-09-01,0,0,7,4,7,4,11
PUERTO RICO,otras vacunaciones,sr,2022-09-01,13,26,39,43,52,69,121
PUERTO SILES,otras vacunaciones,sr,2022-09-01,0,0,37,38,37,38,75
PUERTO VILLARROEL,otras vacunaciones,sr,2022-09-01,0,4,0,0,0,4,4
PUNATA,otras vacunaciones,sr,2022-09-01,0,0,2,1,2,1,3
QUILLACOLLO,otras vacunaciones,sr,2022-09-01,4,3,8,17,12,20,32
REYES,otras vacunaciones,sr,2022-09-01,8,6,81,109,89,115,204
RIBERALTA,otras vacunaciones,sr,2022-09-01,158,248,762,118,920,366,1286
ROBORE,otras vacunaciones,sr,2022-09-01,1,0,3,2,4,2,6
RURRENABAQUE,otras vacunaciones,sr,2022-09-01,23,26,201,188,224,214,438
SACABA,otras vacunaciones,sr,2022-09-01,3,3,6,8,9,11,20
SAIPINA,otras vacunaciones,sr,2022-09-01,2,10,0,2,2,12,14
SALINAS DE GARCI MENDOZA,otras vacunaciones,sr,2022-09-01,0,1,8,2,8,3,11
SAN ANDRES,otras vacunaciones,sr,2022-09-01,19,39,470,522,489,561,1050
SAN ANTONIO DE LOMERIO,otras vacunaciones,sr,2022-09-01,2,3,0,0,2,3,5
SAN BORJA,otras vacunaciones,sr,2022-09-01,58,95,109,118,167,213,380
SAN BUENA VENTURA,otras vacunaciones,sr,2022-09-01,0,0,7,4,7,4,11
SAN CARLOS,otras vacunaciones,sr,2022-09-01,0,0,2,2,2,2,4
SAN IGNACIO,otras vacunaciones,sr,2022-09-01,33,27,36,43,69,70,139
SAN IGNACIO DE VELASCO,otras vacunaciones,sr,2022-09-01,1,0,0,0,1,0,1
SAN JAVIER(BNI),otras vacunaciones,sr,2022-09-01,8,10,56,72,64,82,146
SAN JAVIER(STC),otras vacunaciones,sr,2022-09-01,25,37,0,0,25,37,62
SAN JOAQUIN,otras vacunaciones,sr,2022-09-01,5,26,106,101,111,127,238
SAN JOSE DE CHIQUITOS,otras vacunaciones,sr,2022-09-01,2,1,0,0,2,1,3
SAN JULIAN,otras vacunaciones,sr,2022-09-01,10,10,0,0,10,10,20
SAN LUCAS,otras vacunaciones,sr,2022-09-01,43,44,19,20,62,64,126
SAN MATIAS,otras vacunaciones,sr,2022-09-01,0,1,0,0,0,1,1
SAN MIGUEL DE VELASCO,otras vacunaciones,sr,2022-09-01,3,1,1,0,4,1,5
SAN PEDRO,otras vacunaciones,sr,2022-09-01,1,0,28,31,29,31,60
SAN PEDRO DE CURAHUARA,otras vacunaciones,sr,2022-09-01,0,10,4,0,4,10,14
SAN PEDRO DE TIQUINA,otras vacunaciones,sr,2022-09-01,0,1,5,0,5,1,6
SAN RAMON BENI,otras vacunaciones,sr,2022-09-01,12,23,0,0,12,23,35
SAN RAMON SCZ,otras vacunaciones,sr,2022-09-01,10,20,0,0,10,20,30
SANTA ANA,otras vacunaciones,sr,2022-09-01,65,83,300,0,365,83,448
SANTA CRUZ DE LA SIERRA,otras vacunaciones,sr,2022-09-01,330,401,200,198,530,599,1129
SANTA ROSA,otras vacunaciones,sr,2022-09-01,0,10,0,0,0,10,10
SANTA ROSA DEL SARA,otras vacunaciones,sr,2022-09-01,4,11,6,3,10,14,24
SANTIAGO DE HUARI,otras vacunaciones,sr,2022-09-01,1,0,1,0,2,0,2
SENA,otras vacunaciones,sr,2022-09-01,5,8,87,49,92,57,149
SHINAOTA,otras vacunaciones,sr,2022-09-01,0,0,5,9,5,9,14
SIPE SIPE,otras vacunaciones,sr,2022-09-01,1,1,0,0,1,1,2
SORATA,otras vacunaciones,sr,2022-09-01,2,5,0,1,2,6,8
SUCRE,otras vacunaciones,sr,2022-09-01,55,76,43,57,98,133,231
TACACHI,otras vacunaciones,sr,2022-09-01,0,2,0,0,0,2,2
TAPACARI,otras vacunaciones,sr,2022-09-01,1,6,10,8,11,14,25
TARACO,otras vacunaciones,sr,2022-09-01,1,2,9,3,10,5,15
TARATA,otras vacunaciones,sr,2022-09-01,0,0,3,0,3,0,3
TARIJA,otras vacunaciones,sr,2022-09-01,4,8,13,7,17,15,32
TIQUIPAYA,otras vacunaciones,sr,2022-09-01,0,0,1,0,1,0,1
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,sr,2022-09-01,1,0,0,0,1,0,1
TOCO,otras vacunaciones,sr,2022-09-01,0,1,2,3,2,4,6
TOMINA,otras vacunaciones,sr,2022-09-01,2,3,0,2,2,5,7
TORO TORO,otras vacunaciones,sr,2022-09-01,1,0,0,0,1,0,1
TOTORA(CBBA),otras vacunaciones,sr,2022-09-01,0,8,0,0,0,8,8
TOTORA(ORR),otras vacunaciones,sr,2022-09-01,0,0,1,1,1,1,2
TRINIDAD,otras vacunaciones,sr,2022-09-01,293,521,1338,1644,1631,2165,3796
TUPIZA,otras vacunaciones,sr,2022-09-01,7,10,0,0,7,10,17
TURCO,otras vacunaciones,sr,2022-09-01,0,0,1,0,1,0,1
UYUNI,otras vacunaciones,sr,2022-09-01,10,11,10,29,20,40,60
VALLEGRANDE,otras vacunaciones,sr,2022-09-01,8,10,0,0,8,10,18
VIACHA,otras vacunaciones,sr,2022-09-01,2,1,3,3,5,4,9
VILLA MONTES,otras vacunaciones,sr,2022-09-01,14,28,83,109,97,137,234
VILLA SERRANO,otras vacunaciones,sr,2022-09-01,2,5,0,0,2,5,7
VILLA TUNARI,otras vacunaciones,sr,2022-09-01,17,21,26,26,43,47,90
VILLAZON,otras vacunaciones,sr,2022-09-01,8,6,85,73,93,79,172
VITICHI,otras vacunaciones,sr,2022-09-01,0,0,3,2,3,2,5
WARNES,otras vacunaciones,sr,2022-09-01,39,34,19,33,58,67,125
YACUIBA,otras vacunaciones,sr,2022-09-01,21,16,31,39,52,55,107
YAMPARAEZ,otras vacunaciones,sr,2022-09-01,1,4,8,7,9,11,20
YAPACANI,otras vacunaciones,sr,2022-09-01,5,3,5,13,10,16,26
YOTALA,otras vacunaciones,sr,2022-09-01,0,1,0,1,0,2,2
YUNCHARA,otras vacunaciones,sr,2022-09-01,1,0,0,0,1,0,1
ACHACACHI,otras vacunaciones,sr,2022-10-01,1,0,12,32,13,32,45
ACHOCALLA,otras vacunaciones,sr,2022-10-01,0,1,8,6,8,7,15
AIQUILE,otras vacunaciones,sr,2022-10-01,0,1,0,0,0,1,1
ANDAMARCA,otras vacunaciones,sr,2022-10-01,0,0,1,1,1,1,2
ARANI,otras vacunaciones,sr,2022-10-01,0,0,1,1,1,1,2
ARBIETO,otras vacunaciones,sr,2022-10-01,0,2,0,0,0,2,2
ASCENCION DE GUARAYOS,otras vacunaciones,sr,2022-10-01,2,0,83,82,85,82,167
ATOCHA,otras vacunaciones,sr,2022-10-01,3,7,0,0,3,7,10
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,sr,2022-10-01,0,0,2,2,2,2,4
AZURDUY,otras vacunaciones,sr,2022-10-01,1,0,0,0,1,0,1
BATALLAS,otras vacunaciones,sr,2022-10-01,0,3,45,3,45,6,51
BAURES,otras vacunaciones,sr,2022-10-01,70,37,333,247,403,284,687
BELEN DE ANDAMARCA,otras vacunaciones,sr,2022-10-01,1,1,2,4,3,5,8
BELLA FLOR,otras vacunaciones,sr,2022-10-01,0,0,3,5,3,5,8
BERMEJO,otras vacunaciones,sr,2022-10-01,5,7,1,1,6,8,14
BOLPEBRA,otras vacunaciones,sr,2022-10-01,0,0,4,5,4,5,9
BUENA VISTA,otras vacunaciones,sr,2022-10-01,2,0,5,2,7,2,9
CABEZAS,otras vacunaciones,sr,2022-10-01,3,9,3,7,6,16,22
"CAIZA ""D""",otras vacunaciones,sr,2022-10-01,3,2,1,1,4,3,7
CALACOTO,otras vacunaciones,sr,2022-10-01,0,0,0,1,0,1,1
CAMARGO,otras vacunaciones,sr,2022-10-01,0,1,1,0,1,1,2
CAMIRI,otras vacunaciones,sr,2022-10-01,7,2,1,1,8,3,11
CAPINOTA,otras vacunaciones,sr,2022-10-01,3,4,0,1,3,5,8
CAQUIAVIRI,otras vacunaciones,sr,2022-10-01,0,0,10,11,10,11,21
CARACOLLO,otras vacunaciones,sr,2022-10-01,1,0,7,3,8,3,11
CARANAVI,otras vacunaciones,sr,2022-10-01,2,1,51,45,53,46,99
CARIPUYO,otras vacunaciones,sr,2022-10-01,1,1,1,0,2,1,3
CARMEN RIVERO TORREZ,otras vacunaciones,sr,2022-10-01,0,0,2,3,2,3,5
CATACORA,otras vacunaciones,sr,2022-10-01,3,1,0,0,3,1,4
CHALLAPATA,otras vacunaciones,sr,2022-10-01,0,0,13,13,13,13,26
CHARAGUA,otras vacunaciones,sr,2022-10-01,2,1,0,0,2,1,3
CHARAÑA,otras vacunaciones,sr,2022-10-01,0,0,1,2,1,2,3
CHIMORE,otras vacunaciones,sr,2022-10-01,0,0,0,1,0,1,1
CHIPAYA,otras vacunaciones,sr,2022-10-01,2,3,0,0,2,3,5
CHOQUE COTA,otras vacunaciones,sr,2022-10-01,4,7,2,1,6,8,14
COBIJA,otras vacunaciones,sr,2022-10-01,1,3,46,49,47,52,99
COCAPATA,otras vacunaciones,sr,2022-10-01,2,2,0,0,2,2,4
COCHABAMBA,otras vacunaciones,sr,2022-10-01,143,228,251,442,394,670,1064
COLCAPIRHUA,otras vacunaciones,sr,2022-10-01,1,2,0,0,1,2,3
"COLCHA ""K""",otras vacunaciones,sr,2022-10-01,0,3,9,6,9,9,18
COLPA BELGICA,otras vacunaciones,sr,2022-10-01,4,2,0,0,4,2,6
COLQUENCHA,otras vacunaciones,sr,2022-10-01,0,1,0,0,0,1,1
COMANCHE,otras vacunaciones,sr,2022-10-01,0,0,6,5,6,5,11
CONCEPCION,otras vacunaciones,sr,2022-10-01,2,1,0,1,2,2,4
COPACABANA,otras vacunaciones,sr,2022-10-01,0,0,2,0,2,0,2
CORO CORO,otras vacunaciones,sr,2022-10-01,0,0,4,5,4,5,9
COROICO,otras vacunaciones,sr,2022-10-01,0,0,0,1,0,1,1
CORQUE,otras vacunaciones,sr,2022-10-01,3,3,0,1,3,4,7
COTOCA,otras vacunaciones,sr,2022-10-01,2,3,41,51,43,54,97
CUATRO CAÑADAS,otras vacunaciones,sr,2022-10-01,0,1,0,0,0,1,1
CUEVO,otras vacunaciones,sr,2022-10-01,0,0,2,0,2,0,2
CULPINA,otras vacunaciones,sr,2022-10-01,0,3,5,5,5,8,13
CURAHUARA DE CARANGAS,otras vacunaciones,sr,2022-10-01,2,1,2,4,4,5,9
EL ALTO,otras vacunaciones,sr,2022-10-01,64,65,495,554,559,619,1178
EL CHORO,otras vacunaciones,sr,2022-10-01,0,0,7,8,7,8,15
EL TORNO,otras vacunaciones,sr,2022-10-01,2,9,0,0,2,9,11
EL VILLAR,otras vacunaciones,sr,2022-10-01,0,0,14,18,14,18,32
ENTRE RIOS TRJ,otras vacunaciones,sr,2022-10-01,1,0,1,0,2,0,2
ESMERALDA,otras vacunaciones,sr,2022-10-01,0,0,0,2,0,2,2
EUCALIPTUS,otras vacunaciones,sr,2022-10-01,0,0,1,1,1,1,2
EUREKA (SANTOS MERCADO),otras vacunaciones,sr,2022-10-01,1,1,0,0,1,1,2
EXALTACION,otras vacunaciones,sr,2022-10-01,0,0,0,1,0,1,1
FILADELFIA,otras vacunaciones,sr,2022-10-01,1,3,3,3,4,6,10
GENERAL SAAVEDRA,otras vacunaciones,sr,2022-10-01,1,0,5,7,6,7,13
GUAYARAMERIN,otras vacunaciones,sr,2022-10-01,12,43,71,50,83,93,176
HUANUNI,otras vacunaciones,sr,2022-10-01,5,4,10,11,15,15,30
HUARACAJE,otras vacunaciones,sr,2022-10-01,2,0,0,0,2,0,2
HUATAJATA,otras vacunaciones,sr,2022-10-01,0,0,4,2,4,2,6
HUMANATA,otras vacunaciones,sr,2022-10-01,0,0,15,0,15,0,15
ICHOCA,otras vacunaciones,sr,2022-10-01,0,0,8,5,8,5,13
INCAHUASI,otras vacunaciones,sr,2022-10-01,0,0,3,0,3,0,3
INGAVI (HUMAITA),otras vacunaciones,sr,2022-10-01,0,0,0,1,0,1,1
IXIAMAS,otras vacunaciones,sr,2022-10-01,1,1,15,21,16,22,38
LA GUARDIA,otras vacunaciones,sr,2022-10-01,7,7,5,8,12,15,27
LA PAZ,otras vacunaciones,sr,2022-10-01,59,93,402,366,461,459,920
LA RIVERA,otras vacunaciones,sr,2022-10-01,1,3,4,4,5,7,12
LAGUNILLAS,otras vacunaciones,sr,2022-10-01,0,2,2,0,2,2,4
LLALLAGUA,otras vacunaciones,sr,2022-10-01,1,1,0,0,1,1,2
MAIRANA,otras vacunaciones,sr,2022-10-01,10,10,0,0,10,10,20
MAPIRI,otras vacunaciones,sr,2022-10-01,0,1,62,9,62,10,72
MOCOMOCO,otras vacunaciones,sr,2022-10-01,6,2,0,1,6,3,9
MONTEAGUDO,otras vacunaciones,sr,2022-10-01,1,1,0,0,1,1,2
MONTERO,otras vacunaciones,sr,2022-10-01,0,2,0,1,0,3,3
ORURO,otras vacunaciones,sr,2022-10-01,34,73,972,901,1006,974,1980
PADCAYA,otras vacunaciones,sr,2022-10-01,1,1,0,0,1,1,2
PAILON,otras vacunaciones,sr,2022-10-01,13,18,25,11,38,29,67
PALOS BLANCOS,otras vacunaciones,sr,2022-10-01,0,1,0,0,0,1,1
PAMPA AULLAGAS,otras vacunaciones,sr,2022-10-01,4,3,0,0,4,3,7
PAPEL PAMPA,otras vacunaciones,sr,2022-10-01,1,1,0,0,1,1,2
PAZÑA,otras vacunaciones,sr,2022-10-01,1,3,1,1,2,4,6
POOPO,otras vacunaciones,sr,2022-10-01,0,2,2,2,2,4,6
PORCO,otras vacunaciones,sr,2022-10-01,0,0,5,0,5,0,5
PORONGO,otras vacunaciones,sr,2022-10-01,9,4,0,0,9,4,13
PORTACHUELO,otras vacunaciones,sr,2022-10-01,0,2,0,0,0,2,2
PORVENIR,otras vacunaciones,sr,2022-10-01,0,0,7,14,7,14,21
POSTRER VALLE,otras vacunaciones,sr,2022-10-01,0,3,0,0,0,3,3
POTOSI,otras vacunaciones,sr,2022-10-01,6,31,418,293,424,324,748
PUCARANI,otras vacunaciones,sr,2022-10-01,3,1,3,1,6,2,8
PUERTO CARABUCO,otras vacunaciones,sr,2022-10-01,0,0,2,0,2,0,2
PUERTO PEREZ,otras vacunaciones,sr,2022-10-01,2,0,0,0,2,0,2
PUERTO RICO,otras vacunaciones,sr,2022-10-01,0,0,8,12,8,12,20
PUERTO SUAREZ,otras vacunaciones,sr,2022-10-01,12,11,2,0,14,11,25
PUERTO VILLARROEL,otras vacunaciones,sr,2022-10-01,0,3,0,4,0,7,7
QUILLACOLLO,otras vacunaciones,sr,2022-10-01,0,6,3,1,3,7,10
REYES,otras vacunaciones,sr,2022-10-01,0,0,38,19,38,19,57
RIBERALTA,otras vacunaciones,sr,2022-10-01,61,57,1,0,62,57,119
ROBORE,otras vacunaciones,sr,2022-10-01,0,0,0,3,0,3,3
RURRENABAQUE,otras vacunaciones,sr,2022-10-01,10,13,41,59,51,72,123
SABAYA,otras vacunaciones,sr,2022-10-01,0,0,1,1,1,1,2
SACABA,otras vacunaciones,sr,2022-10-01,0,6,0,0,0,6,6
SALINAS DE GARCI MENDOZA,otras vacunaciones,sr,2022-10-01,0,1,9,8,9,9,18
