,group,variable,month,17.24 COVID 2DA DOSIS DENTRO,17.24 COVID 2DA DOSIS DENTRO,17.24 COVID 2DA DOSIS FUERA,17.24 COVID 2DA DOSIS FUERA,TOTALES,TOTALES,TOTALES
LORETO,otras vacunaciones,covid 2da dosis,2022-09-01,1,0,0,0,1,0,1
LURIBAY,otras vacunaciones,covid 2da dosis,2022-09-01,7,2,5,12,12,14,26
MACHACAMARCA,otras vacunaciones,covid 2da dosis,2022-09-01,6,2,4,2,10,4,14
MACHARETI,otras vacunaciones,covid 2da dosis,2022-09-01,9,15,25,15,34,30,64
MAGDALENA,otras vacunaciones,covid 2da dosis,2022-09-01,2,0,0,0,2,0,2
MAIRANA,otras vacunaciones,covid 2da dosis,2022-09-01,3,2,9,12,12,14,26
MALLA,otras vacunaciones,covid 2da dosis,2022-09-01,0,0,9,4,9,4,13
MAPIRI,otras vacunaciones,covid 2da dosis,2022-09-01,7,5,4,1,11,6,17
MECAPACA,otras vacunaciones,covid 2da dosis,2022-09-01,26,28,9,9,35,37,72
MINEROS,otras vacunaciones,covid 2da dosis,2022-09-01,31,40,4,2,35,42,77
MIZQUE,otras vacunaciones,covid 2da dosis,2022-09-01,8,11,91,79,99,90,189
MOCOMOCO,otras vacunaciones,covid 2da dosis,2022-09-01,12,25,44,49,56,74,130
MOJINETE,otras vacunaciones,covid 2da dosis,2022-09-01,0,0,0,2,0,2,2
MOJOCOYA,otras vacunaciones,covid 2da dosis,2022-09-01,6,6,8,7,14,13,27
MONTEAGUDO,otras vacunaciones,covid 2da dosis,2022-09-01,5,14,32,19,37,33,70
MONTERO,otras vacunaciones,covid 2da dosis,2022-09-01,120,165,48,43,168,208,376
MORO MORO,otras vacunaciones,covid 2da dosis,2022-09-01,0,0,0,1,0,1,1
MOROCHATA,otras vacunaciones,covid 2da dosis,2022-09-01,4,10,81,86,85,96,181
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,covid 2da dosis,2022-09-01,1,2,46,35,47,37,84
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,covid 2da dosis,2022-09-01,0,0,8,5,8,5,13
OCURI,otras vacunaciones,covid 2da dosis,2022-09-01,3,7,3,2,6,9,15
OKINAWA,otras vacunaciones,covid 2da dosis,2022-09-01,24,18,7,3,31,21,52
OMEREQUE,otras vacunaciones,covid 2da dosis,2022-09-01,0,0,16,22,16,22,38
ORURO,otras vacunaciones,covid 2da dosis,2022-09-01,420,398,143,229,563,627,1190
PADCAYA,otras vacunaciones,covid 2da dosis,2022-09-01,5,2,3,5,8,7,15
PADILLA,otras vacunaciones,covid 2da dosis,2022-09-01,5,1,7,4,12,5,17
PAILON,otras vacunaciones,covid 2da dosis,2022-09-01,14,10,0,0,14,10,24
PALCA,otras vacunaciones,covid 2da dosis,2022-09-01,56,56,29,29,85,85,170
PALOS BLANCOS,otras vacunaciones,covid 2da dosis,2022-09-01,2,9,17,8,19,17,36
PAMPA AULLAGAS,otras vacunaciones,covid 2da dosis,2022-09-01,4,2,0,0,4,2,6
PAMPA GRANDE,otras vacunaciones,covid 2da dosis,2022-09-01,4,3,2,2,6,5,11
PAPEL PAMPA,otras vacunaciones,covid 2da dosis,2022-09-01,9,5,1,2,10,7,17
PASORAPA,otras vacunaciones,covid 2da dosis,2022-09-01,8,10,9,2,17,12,29
PATACAMAYA,otras vacunaciones,covid 2da dosis,2022-09-01,15,10,3,2,18,12,30
PAZÑA,otras vacunaciones,covid 2da dosis,2022-09-01,3,2,2,2,5,4,9
PELECHUCO,otras vacunaciones,covid 2da dosis,2022-09-01,9,9,18,11,27,20,47
POCOATA,otras vacunaciones,covid 2da dosis,2022-09-01,7,10,27,9,34,19,53
POCONA,otras vacunaciones,covid 2da dosis,2022-09-01,40,35,47,45,87,80,167
POJO (CBBA),otras vacunaciones,covid 2da dosis,2022-09-01,6,5,15,13,21,18,39
POOPO,otras vacunaciones,covid 2da dosis,2022-09-01,12,8,4,8,16,16,32
PORCO,otras vacunaciones,covid 2da dosis,2022-09-01,3,1,0,0,3,1,4
POROMA,otras vacunaciones,covid 2da dosis,2022-09-01,52,48,22,25,74,73,147
PORONGO,otras vacunaciones,covid 2da dosis,2022-09-01,39,39,2,4,41,43,84
PORTACHUELO,otras vacunaciones,covid 2da dosis,2022-09-01,40,35,3,0,43,35,78
PORVENIR,otras vacunaciones,covid 2da dosis,2022-09-01,3,4,23,22,26,26,52
POSTRER VALLE,otras vacunaciones,covid 2da dosis,2022-09-01,2,0,1,0,3,0,3
POTOSI,otras vacunaciones,covid 2da dosis,2022-09-01,145,4688,66,69,211,4757,4968
PRESTO,otras vacunaciones,covid 2da dosis,2022-09-01,3,3,11,14,14,17,31
PUCARA,otras vacunaciones,covid 2da dosis,2022-09-01,4,1,0,0,4,1,5
PUCARANI,otras vacunaciones,covid 2da dosis,2022-09-01,28,24,19,20,47,44,91
PUERTO ACOSTA,otras vacunaciones,covid 2da dosis,2022-09-01,8,14,9,12,17,26,43
PUERTO CARABUCO,otras vacunaciones,covid 2da dosis,2022-09-01,2,5,26,21,28,26,54
PUERTO GONZALO MORENO,otras vacunaciones,covid 2da dosis,2022-09-01,4,0,19,24,23,24,47
PUERTO PEREZ,otras vacunaciones,covid 2da dosis,2022-09-01,5,4,6,4,11,8,19
PUERTO RICO,otras vacunaciones,covid 2da dosis,2022-09-01,0,1,21,29,21,30,51
PUERTO SILES,otras vacunaciones,covid 2da dosis,2022-09-01,0,0,7,4,7,4,11
PUERTO SUAREZ,otras vacunaciones,covid 2da dosis,2022-09-01,13,16,63,16,76,32,108
PUERTO VILLARROEL,otras vacunaciones,covid 2da dosis,2022-09-01,75,62,181,182,256,244,500
PUNA,otras vacunaciones,covid 2da dosis,2022-09-01,16,18,14,26,30,44,74
PUNATA,otras vacunaciones,covid 2da dosis,2022-09-01,58,60,47,40,105,100,205
QUIABAYA,otras vacunaciones,covid 2da dosis,2022-09-01,0,2,4,5,4,7,11
QUILLACOLLO,otras vacunaciones,covid 2da dosis,2022-09-01,142,139,225,192,367,331,698
QUIME,otras vacunaciones,covid 2da dosis,2022-09-01,2,2,2,3,4,5,9
RAQAYPAMPA(ETA),otras vacunaciones,covid 2da dosis,2022-09-01,7,12,18,29,25,41,66
RAVELO,otras vacunaciones,covid 2da dosis,2022-09-01,11,13,29,29,40,42,82
REYES,otras vacunaciones,covid 2da dosis,2022-09-01,2,2,1,3,3,5,8
RIBERALTA,otras vacunaciones,covid 2da dosis,2022-09-01,60,57,0,0,60,57,117
ROBORE,otras vacunaciones,covid 2da dosis,2022-09-01,15,18,48,4,63,22,85
RURRENABAQUE,otras vacunaciones,covid 2da dosis,2022-09-01,5,5,0,0,5,5,10
SABAYA,otras vacunaciones,covid 2da dosis,2022-09-01,51,26,0,0,51,26,77
SACABA,otras vacunaciones,covid 2da dosis,2022-09-01,132,135,196,174,328,309,637
SACABAMBA,otras vacunaciones,covid 2da dosis,2022-09-01,3,11,23,25,26,36,62
SACACA,otras vacunaciones,covid 2da dosis,2022-09-01,12,11,0,2,12,13,25
SAIPINA,otras vacunaciones,covid 2da dosis,2022-09-01,1,1,0,0,1,1,2
SALINAS DE GARCI MENDOZA,otras vacunaciones,covid 2da dosis,2022-09-01,0,4,17,22,17,26,43
SAMAIPATA,otras vacunaciones,covid 2da dosis,2022-09-01,13,11,4,2,17,13,30
SAN ANDRES,otras vacunaciones,covid 2da dosis,2022-09-01,1,5,1,1,2,6,8
SAN ANDRES DE MACHACA,otras vacunaciones,covid 2da dosis,2022-09-01,0,1,8,6,8,7,15
SAN ANTONIO DE LOMERIO,otras vacunaciones,covid 2da dosis,2022-09-01,4,2,2,0,6,2,8
SAN BENITO,otras vacunaciones,covid 2da dosis,2022-09-01,52,36,0,0,52,36,88
SAN BORJA,otras vacunaciones,covid 2da dosis,2022-09-01,7,5,2,0,9,5,14
SAN BUENA VENTURA,otras vacunaciones,covid 2da dosis,2022-09-01,1,2,3,6,4,8,12
SAN CARLOS,otras vacunaciones,covid 2da dosis,2022-09-01,25,17,6,4,31,21,52
SAN IGNACIO,otras vacunaciones,covid 2da dosis,2022-09-01,10,5,2,4,12,9,21
SAN IGNACIO DE VELASCO,otras vacunaciones,covid 2da dosis,2022-09-01,78,87,10,15,88,102,190
SAN JAVIER(BNI),otras vacunaciones,covid 2da dosis,2022-09-01,0,1,9,9,9,10,19
SAN JAVIER(STC),otras vacunaciones,covid 2da dosis,2022-09-01,19,24,0,0,19,24,43
SAN JOAQUIN,otras vacunaciones,covid 2da dosis,2022-09-01,0,1,29,0,29,1,30
SAN JOSE DE CHIQUITOS,otras vacunaciones,covid 2da dosis,2022-09-01,7,5,31,13,38,18,56
SAN JUAN DE YAPACANI,otras vacunaciones,covid 2da dosis,2022-09-01,3,3,2,10,5,13,18
SAN JULIAN,otras vacunaciones,covid 2da dosis,2022-09-01,58,116,46,51,104,167,271
SAN LORENZO(PND),otras vacunaciones,covid 2da dosis,2022-09-01,2,2,8,6,10,8,18
SAN LORENZO(TJA),otras vacunaciones,covid 2da dosis,2022-09-01,9,6,3,2,12,8,20
SAN LUCAS,otras vacunaciones,covid 2da dosis,2022-09-01,36,25,115,106,151,131,282
SAN MATIAS,otras vacunaciones,covid 2da dosis,2022-09-01,72,73,0,0,72,73,145
SAN MIGUEL DE VELASCO,otras vacunaciones,covid 2da dosis,2022-09-01,6,6,22,20,28,26,54
SAN PABLO DE LIPEZ,otras vacunaciones,covid 2da dosis,2022-09-01,0,1,0,0,0,1,1
SAN PEDRO,otras vacunaciones,covid 2da dosis,2022-09-01,1,1,20,16,21,17,38
SAN PEDRO DE BUENA VISTA,otras vacunaciones,covid 2da dosis,2022-09-01,8,8,7,4,15,12,27
SAN PEDRO DE CURAHUARA,otras vacunaciones,covid 2da dosis,2022-09-01,5,6,3,6,8,12,20
SAN PEDRO DE MACHA,otras vacunaciones,covid 2da dosis,2022-09-01,7,4,12,18,19,22,41
SAN PEDRO DE QUEMES,otras vacunaciones,covid 2da dosis,2022-09-01,0,1,0,0,0,1,1
SAN PEDRO DE TIQUINA,otras vacunaciones,covid 2da dosis,2022-09-01,4,3,8,12,12,15,27
SAN PEDRO(PND),otras vacunaciones,covid 2da dosis,2022-09-01,0,0,13,13,13,13,26
SAN RAFAEL,otras vacunaciones,covid 2da dosis,2022-09-01,5,5,0,0,5,5,10
SAN RAMON BENI,otras vacunaciones,covid 2da dosis,2022-09-01,0,2,0,0,0,2,2
SAN RAMON SCZ,otras vacunaciones,covid 2da dosis,2022-09-01,12,12,0,0,12,12,24
SANTA ANA,otras vacunaciones,covid 2da dosis,2022-09-01,1,0,1,0,2,0,2
SANTA CRUZ DE LA SIERRA,otras vacunaciones,covid 2da dosis,2022-09-01,1187,1191,684,734,1871,1925,3796
SANTA ROSA,otras vacunaciones,covid 2da dosis,2022-09-01,2,2,0,0,2,2,4
SANTA ROSA DEL SARA,otras vacunaciones,covid 2da dosis,2022-09-01,22,23,0,0,22,23,45
SANTIAGO DE CALLAPA,otras vacunaciones,covid 2da dosis,2022-09-01,2,2,0,0,2,2,4
SANTIAGO DE HUARI,otras vacunaciones,covid 2da dosis,2022-09-01,1,1,13,14,14,15,29
SANTIAGO DE HUATA,otras vacunaciones,covid 2da dosis,2022-09-01,2,2,1,1,3,3,6
SANTIAGO DE MACHACA,otras vacunaciones,covid 2da dosis,2022-09-01,0,1,1,0,1,1,2
SANTIVAÑES,otras vacunaciones,covid 2da dosis,2022-09-01,14,17,1,3,15,20,35
SANTUARIO DE QUILLACAS,otras vacunaciones,covid 2da dosis,2022-09-01,1,2,0,0,1,2,3
SAPAHAQUI,otras vacunaciones,covid 2da dosis,2022-09-01,1,4,1,2,2,6,8
SENA,otras vacunaciones,covid 2da dosis,2022-09-01,0,1,13,20,13,21,34
SHINAOTA,otras vacunaciones,covid 2da dosis,2022-09-01,52,68,29,15,81,83,164
SICA SICA (VILLA AROMA),otras vacunaciones,covid 2da dosis,2022-09-01,13,9,0,1,13,10,23
SICAYA,otras vacunaciones,covid 2da dosis,2022-09-01,4,1,0,0,4,1,5
SIPE SIPE,otras vacunaciones,covid 2da dosis,2022-09-01,10,9,69,73,79,82,161
SOPACHUY,otras vacunaciones,covid 2da dosis,2022-09-01,2,1,0,0,2,1,3
SORACACHI,otras vacunaciones,covid 2da dosis,2022-09-01,15,13,0,0,15,13,28
SORATA,otras vacunaciones,covid 2da dosis,2022-09-01,4,3,7,10,11,13,24
SUCRE,otras vacunaciones,covid 2da dosis,2022-09-01,376,340,319,317,695,657,1352
TACACHI,otras vacunaciones,covid 2da dosis,2022-09-01,1,0,1,2,2,2,4
TACACOMA,otras vacunaciones,covid 2da dosis,2022-09-01,2,2,6,2,8,4,12
TACOBAMBA,otras vacunaciones,covid 2da dosis,2022-09-01,3,2,16,15,19,17,36
TACOPAYA,otras vacunaciones,covid 2da dosis,2022-09-01,4,5,36,28,40,33,73
TAHUA,otras vacunaciones,covid 2da dosis,2022-09-01,0,0,4,3,4,3,7
TAPACARI,otras vacunaciones,covid 2da dosis,2022-09-01,73,83,36,52,109,135,244
TARABUCO,otras vacunaciones,covid 2da dosis,2022-09-01,28,25,101,95,129,120,249
TARACO,otras vacunaciones,covid 2da dosis,2022-09-01,4,6,3,6,7,12,19
TARATA,otras vacunaciones,covid 2da dosis,2022-09-01,10,6,10,2,20,8,28
TARIJA,otras vacunaciones,covid 2da dosis,2022-09-01,62,40,257,271,319,311,630
TARVITA,otras vacunaciones,covid 2da dosis,2022-09-01,14,23,31,30,45,53,98
TEOPONTE,otras vacunaciones,covid 2da dosis,2022-09-01,10,6,8,7,18,13,31
TIAHUANACU,otras vacunaciones,covid 2da dosis,2022-09-01,7,9,1,3,8,12,20
TINGUIPAYA,otras vacunaciones,covid 2da dosis,2022-09-01,4,2,49,37,53,39,92
TIPUANI,otras vacunaciones,covid 2da dosis,2022-09-01,0,1,15,10,15,11,26
TIQUIPAYA,otras vacunaciones,covid 2da dosis,2022-09-01,87,84,102,124,189,208,397
TIRAQUE (CBBA),otras vacunaciones,covid 2da dosis,2022-09-01,10,24,79,59,89,83,172
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,covid 2da dosis,2022-09-01,0,0,2,1,2,1,3
TOCO,otras vacunaciones,covid 2da dosis,2022-09-01,29,24,5,10,34,34,68
TODOS SANTOS,otras vacunaciones,covid 2da dosis,2022-09-01,0,0,1,2,1,2,3
TOLATA,otras vacunaciones,covid 2da dosis,2022-09-01,11,9,14,6,25,15,40
TOLEDO,otras vacunaciones,covid 2da dosis,2022-09-01,8,5,0,0,8,5,13
TOMAVE,otras vacunaciones,covid 2da dosis,2022-09-01,3,8,4,6,7,14,21
TOMINA,otras vacunaciones,covid 2da dosis,2022-09-01,7,8,8,8,15,16,31
TORO TORO,otras vacunaciones,covid 2da dosis,2022-09-01,5,4,6,8,11,12,23
TOTORA(CBBA),otras vacunaciones,covid 2da dosis,2022-09-01,49,61,8,6,57,67,124
TOTORA(ORR),otras vacunaciones,covid 2da dosis,2022-09-01,16,19,0,0,16,19,35
TRIGAL,otras vacunaciones,covid 2da dosis,2022-09-01,1,2,0,1,1,3,4
TRINIDAD,otras vacunaciones,covid 2da dosis,2022-09-01,77,94,102,142,179,236,415
TUPIZA,otras vacunaciones,covid 2da dosis,2022-09-01,55,76,82,54,137,130,267
TURCO,otras vacunaciones,covid 2da dosis,2022-09-01,10,9,0,0,10,9,19
UMALA,otras vacunaciones,covid 2da dosis,2022-09-01,3,3,1,0,4,3,7
UNCIA,otras vacunaciones,covid 2da dosis,2022-09-01,14,5,9,21,23,26,49
URIONDO (A. CONCEPCION),otras vacunaciones,covid 2da dosis,2022-09-01,7,3,0,0,7,3,10
URUBICHA,otras vacunaciones,covid 2da dosis,2022-09-01,0,0,10,4,10,4,14
UYUNI,otras vacunaciones,covid 2da dosis,2022-09-01,10,10,86,86,96,96,192
VACAS,otras vacunaciones,covid 2da dosis,2022-09-01,14,28,24,19,38,47,85
VALLEGRANDE,otras vacunaciones,covid 2da dosis,2022-09-01,17,20,15,15,32,35,67
VIACHA,otras vacunaciones,covid 2da dosis,2022-09-01,121,96,197,195,318,291,609
VILA VILA,otras vacunaciones,covid 2da dosis,2022-09-01,1,2,4,8,5,10,15
VILLA CHARCAS,otras vacunaciones,covid 2da dosis,2022-09-01,10,10,31,27,41,37,78
VILLA MONTES,otras vacunaciones,covid 2da dosis,2022-09-01,12,17,46,38,58,55,113
VILLA NUEVA (LOMA ALTA),otras vacunaciones,covid 2da dosis,2022-09-01,1,1,12,21,13,22,35
VILLA RIVERO,otras vacunaciones,covid 2da dosis,2022-09-01,17,38,6,10,23,48,71
VILLA SERRANO,otras vacunaciones,covid 2da dosis,2022-09-01,2,1,7,6,9,7,16
VILLA TUNARI,otras vacunaciones,covid 2da dosis,2022-09-01,122,106,142,106,264,212,476
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,covid 2da dosis,2022-09-01,5,7,6,8,11,15,26
VILLAZON,otras vacunaciones,covid 2da dosis,2022-09-01,42,40,21,18,63,58,121
VINTO,otras vacunaciones,covid 2da dosis,2022-09-01,46,79,29,51,75,130,205
VITICHI,otras vacunaciones,covid 2da dosis,2022-09-01,3,1,26,23,29,24,53
WALDO BALLIVIAN,otras vacunaciones,covid 2da dosis,2022-09-01,1,2,2,1,3,3,6
WARNES,otras vacunaciones,covid 2da dosis,2022-09-01,121,134,30,27,151,161,312
YACO,otras vacunaciones,covid 2da dosis,2022-09-01,6,2,5,7,11,9,20
YACUIBA,otras vacunaciones,covid 2da dosis,2022-09-01,56,47,184,170,240,217,457
YAMPARAEZ,otras vacunaciones,covid 2da dosis,2022-09-01,3,5,24,21,27,26,53
YANACACHI,otras vacunaciones,covid 2da dosis,2022-09-01,6,3,4,5,10,8,18
YAPACANI,otras vacunaciones,covid 2da dosis,2022-09-01,52,41,10,14,62,55,117
YOCALLA,otras vacunaciones,covid 2da dosis,2022-09-01,27,27,9,14,36,41,77
YOTALA,otras vacunaciones,covid 2da dosis,2022-09-01,9,5,28,36,37,41,78
YUNCHARA,otras vacunaciones,covid 2da dosis,2022-09-01,1,0,6,9,7,9,16
ZUDAÑEZ,otras vacunaciones,covid 2da dosis,2022-09-01,1,0,6,11,7,11,18
ACACIO,otras vacunaciones,covid 2da dosis,2022-10-01,0,0,0,2,0,2,2
ACHACACHI,otras vacunaciones,covid 2da dosis,2022-10-01,26,31,18,31,44,62,106
AIQUILE,otras vacunaciones,covid 2da dosis,2022-10-01,10,14,18,21,28,35,63
ALALAY,otras vacunaciones,covid 2da dosis,2022-10-01,1,3,0,0,1,3,4
ALTO BENI,otras vacunaciones,covid 2da dosis,2022-10-01,7,3,9,3,16,6,22
ANCORAIMES,otras vacunaciones,covid 2da dosis,2022-10-01,2,5,6,3,8,8,16
ANDAMARCA,otras vacunaciones,covid 2da dosis,2022-10-01,6,9,0,0,6,9,15
ANZALDO,otras vacunaciones,covid 2da dosis,2022-10-01,3,4,3,2,6,6,12
APOLO,otras vacunaciones,covid 2da dosis,2022-10-01,3,1,26,28,29,29,58
ARAMPAMPA,otras vacunaciones,covid 2da dosis,2022-10-01,0,0,8,11,8,11,19
ARANI,otras vacunaciones,covid 2da dosis,2022-10-01,4,2,1,0,5,2,7
ARBIETO,otras vacunaciones,covid 2da dosis,2022-10-01,5,4,8,15,13,19,32
ARQUE,otras vacunaciones,covid 2da dosis,2022-10-01,8,9,9,9,17,18,35
ASCENCION DE GUARAYOS,otras vacunaciones,covid 2da dosis,2022-10-01,0,2,6,5,6,7,13
ATOCHA,otras vacunaciones,covid 2da dosis,2022-10-01,5,3,7,2,12,5,17
AUCAPATA,otras vacunaciones,covid 2da dosis,2022-10-01,3,0,0,3,3,3,6
AYATA,otras vacunaciones,covid 2da dosis,2022-10-01,3,3,6,6,9,9,18
AYO AYO,otras vacunaciones,covid 2da dosis,2022-10-01,17,30,4,0,21,30,51
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,covid 2da dosis,2022-10-01,7,2,49,27,56,29,85
AZURDUY,otras vacunaciones,covid 2da dosis,2022-10-01,7,11,20,20,27,31,58
BATALLAS,otras vacunaciones,covid 2da dosis,2022-10-01,10,17,7,5,17,22,39
BAURES,otras vacunaciones,covid 2da dosis,2022-10-01,5,7,14,8,19,15,34
BELEN DE URMIRI,otras vacunaciones,covid 2da dosis,2022-10-01,0,0,3,3,3,3,6
BELLA FLOR,otras vacunaciones,covid 2da dosis,2022-10-01,2,3,6,9,8,12,20
BERMEJO,otras vacunaciones,covid 2da dosis,2022-10-01,0,1,0,0,0,1,1
BETANZOS,otras vacunaciones,covid 2da dosis,2022-10-01,20,10,13,14,33,24,57
BOLIVAR,otras vacunaciones,covid 2da dosis,2022-10-01,4,3,11,23,15,26,41
BOLPEBRA,otras vacunaciones,covid 2da dosis,2022-10-01,0,1,1,1,1,2,3
BUENA VISTA,otras vacunaciones,covid 2da dosis,2022-10-01,5,2,11,6,16,8,24
CABEZAS,otras vacunaciones,covid 2da dosis,2022-10-01,8,6,3,2,11,8,19
CAIROMA,otras vacunaciones,covid 2da dosis,2022-10-01,1,4,3,4,4,8,12
"CAIZA ""D""",otras vacunaciones,covid 2da dosis,2022-10-01,5,6,1,0,6,6,12
CAJUATA,otras vacunaciones,covid 2da dosis,2022-10-01,5,2,9,6,14,8,22
CALACOTO,otras vacunaciones,covid 2da dosis,2022-10-01,1,0,15,12,16,12,28
CALAMARCA,otras vacunaciones,covid 2da dosis,2022-10-01,8,12,3,5,11,17,28
CAMARGO,otras vacunaciones,covid 2da dosis,2022-10-01,8,7,7,7,15,14,29
CAMIRI,otras vacunaciones,covid 2da dosis,2022-10-01,4,1,2,1,6,2,8
CAPINOTA,otras vacunaciones,covid 2da dosis,2022-10-01,17,11,0,2,17,13,30
CAQUIAVIRI,otras vacunaciones,covid 2da dosis,2022-10-01,2,2,0,1,2,3,5
CARACOLLO,otras vacunaciones,covid 2da dosis,2022-10-01,17,18,10,10,27,28,55
CARANAVI,otras vacunaciones,covid 2da dosis,2022-10-01,16,21,15,14,31,35,66
CARAPARI,otras vacunaciones,covid 2da dosis,2022-10-01,6,2,0,1,6,3,9
CARIPUYO,otras vacunaciones,covid 2da dosis,2022-10-01,1,1,0,0,1,1,2
CARMEN RIVERO TORREZ,otras vacunaciones,covid 2da dosis,2022-10-01,5,2,0,0,5,2,7
CATACORA,otras vacunaciones,covid 2da dosis,2022-10-01,0,0,1,1,1,1,2
CHALLAPATA,otras vacunaciones,covid 2da dosis,2022-10-01,26,15,3,1,29,16,45
CHARAGUA,otras vacunaciones,covid 2da dosis,2022-10-01,13,5,3,4,16,9,25
CHARAÑA,otras vacunaciones,covid 2da dosis,2022-10-01,0,2,6,5,6,7,13
CHAYANTA,otras vacunaciones,covid 2da dosis,2022-10-01,1,3,1,0,2,3,5
CHIMORE,otras vacunaciones,covid 2da dosis,2022-10-01,2,2,3,1,5,3,8
CHOQUE COTA,otras vacunaciones,covid 2da dosis,2022-10-01,2,4,0,0,2,4,6
CHUA COCANI,otras vacunaciones,covid 2da dosis,2022-10-01,2,1,3,1,5,2,7
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,covid 2da dosis,2022-10-01,3,7,50,29,53,36,89
CHUMA,otras vacunaciones,covid 2da dosis,2022-10-01,5,4,12,12,17,16,33
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,covid 2da dosis,2022-10-01,1,3,3,5,4,8,12
CKOCHAS,otras vacunaciones,covid 2da dosis,2022-10-01,7,2,2,8,9,10,19
CLIZA,otras vacunaciones,covid 2da dosis,2022-10-01,8,13,8,6,16,19,35
COBIJA,otras vacunaciones,covid 2da dosis,2022-10-01,27,39,58,59,85,98,183
COCAPATA,otras vacunaciones,covid 2da dosis,2022-10-01,3,4,1,2,4,6,10
COCHABAMBA,otras vacunaciones,covid 2da dosis,2022-10-01,406,375,126,118,532,493,1025
COIPASA,otras vacunaciones,covid 2da dosis,2022-10-01,7,7,0,0,7,7,14
COLCAPIRHUA,otras vacunaciones,covid 2da dosis,2022-10-01,6,8,38,27,44,35,79
"COLCHA ""K""",otras vacunaciones,covid 2da dosis,2022-10-01,11,4,1,1,12,5,17
COLLANA,otras vacunaciones,covid 2da dosis,2022-10-01,3,3,3,1,6,4,10
COLOMI,otras vacunaciones,covid 2da dosis,2022-10-01,13,13,5,1,18,14,32
COLQUECHACA,otras vacunaciones,covid 2da dosis,2022-10-01,1,0,7,6,8,6,14
COLQUENCHA,otras vacunaciones,covid 2da dosis,2022-10-01,3,3,0,0,3,3,6
COLQUIRI,otras vacunaciones,covid 2da dosis,2022-10-01,10,4,36,26,46,30,76
COMANCHE,otras vacunaciones,covid 2da dosis,2022-10-01,0,1,0,0,0,1,1
COMARAPA,otras vacunaciones,covid 2da dosis,2022-10-01,2,13,11,12,13,25,38
COMBAYA,otras vacunaciones,covid 2da dosis,2022-10-01,0,0,4,4,4,4,8
CONCEPCION,otras vacunaciones,covid 2da dosis,2022-10-01,10,7,33,33,43,40,83
COPACABANA,otras vacunaciones,covid 2da dosis,2022-10-01,1,3,7,12,8,15,23
CORIPATA,otras vacunaciones,covid 2da dosis,2022-10-01,2,5,15,15,17,20,37
CORO CORO,otras vacunaciones,covid 2da dosis,2022-10-01,1,2,10,14,11,16,27
COROICO,otras vacunaciones,covid 2da dosis,2022-10-01,4,9,3,2,7,11,18
CORQUE,otras vacunaciones,covid 2da dosis,2022-10-01,11,11,0,0,11,11,22
COTAGAITA,otras vacunaciones,covid 2da dosis,2022-10-01,18,10,5,9,23,19,42
COTOCA,otras vacunaciones,covid 2da dosis,2022-10-01,44,38,15,21,59,59,118
CRUZ DE MACHACAMARCA,otras vacunaciones,covid 2da dosis,2022-10-01,1,0,0,0,1,0,1
CUATRO CAÑADAS,otras vacunaciones,covid 2da dosis,2022-10-01,3,2,6,3,9,5,14
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,covid 2da dosis,2022-10-01,2,2,0,0,2,2,4
CUEVO,otras vacunaciones,covid 2da dosis,2022-10-01,6,3,4,1,10,4,14
CULPINA,otras vacunaciones,covid 2da dosis,2022-10-01,36,55,9,10,45,65,110
CURAHUARA DE CARANGAS,otras vacunaciones,covid 2da dosis,2022-10-01,3,2,0,0,3,2,5
CURVA,otras vacunaciones,covid 2da dosis,2022-10-01,0,0,6,6,6,6,12
DESAGUADERO,otras vacunaciones,covid 2da dosis,2022-10-01,6,6,19,20,25,26,51
EL ALTO,otras vacunaciones,covid 2da dosis,2022-10-01,356,436,409,419,765,855,1620
EL CHORO,otras vacunaciones,covid 2da dosis,2022-10-01,6,2,8,6,14,8,22
EL PUENTE(STC),otras vacunaciones,covid 2da dosis,2022-10-01,6,1,11,10,17,11,28
EL PUENTE(TJA),otras vacunaciones,covid 2da dosis,2022-10-01,4,0,2,5,6,5,11
EL TORNO,otras vacunaciones,covid 2da dosis,2022-10-01,35,28,5,2,40,30,70
EL VILLAR,otras vacunaciones,covid 2da dosis,2022-10-01,2,1,0,0,2,1,3
ENTRE RIOS TRJ,otras vacunaciones,covid 2da dosis,2022-10-01,4,1,1,5,5,6,11
ENTRE RIOS CBBA,otras vacunaciones,covid 2da dosis,2022-10-01,3,4,2,1,5,5,10
ESCOMA,otras vacunaciones,covid 2da dosis,2022-10-01,4,3,8,11,12,14,26
ESMERALDA,otras vacunaciones,covid 2da dosis,2022-10-01,2,1,0,0,2,1,3
EUCALIPTUS,otras vacunaciones,covid 2da dosis,2022-10-01,4,1,0,0,4,1,5
FERNANDEZ ALONSO,otras vacunaciones,covid 2da dosis,2022-10-01,3,0,25,29,28,29,57
FILADELFIA,otras vacunaciones,covid 2da dosis,2022-10-01,0,0,26,30,26,30,56
