,group,variable,month,17.26 COVID 3RA DOSIS DENTRO,17.26 COVID 3RA DOSIS DENTRO,17.26 COVID 3RA DOSIS FUERA,17.26 COVID 3RA DOSIS FUERA,TOTALES,TOTALES,TOTALES
TARACO,otras vacunaciones,covid 3ra dosis,2022-09-01,5,8,3,4,8,12,20
TARATA,otras vacunaciones,covid 3ra dosis,2022-09-01,8,16,23,23,31,39,70
TARIJA,otras vacunaciones,covid 3ra dosis,2022-09-01,147,158,915,991,1062,1149,2211
TARVITA,otras vacunaciones,covid 3ra dosis,2022-09-01,3,7,8,11,11,18,29
TEOPONTE,otras vacunaciones,covid 3ra dosis,2022-09-01,6,5,3,6,9,11,20
TIAHUANACU,otras vacunaciones,covid 3ra dosis,2022-09-01,12,13,1,2,13,15,28
TINGUIPAYA,otras vacunaciones,covid 3ra dosis,2022-09-01,3,3,24,26,27,29,56
TIPUANI,otras vacunaciones,covid 3ra dosis,2022-09-01,2,2,8,6,10,8,18
TIQUIPAYA,otras vacunaciones,covid 3ra dosis,2022-09-01,165,226,227,337,392,563,955
TIRAQUE (CBBA),otras vacunaciones,covid 3ra dosis,2022-09-01,21,27,131,121,152,148,300
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,covid 3ra dosis,2022-09-01,8,10,2,0,10,10,20
TOCO,otras vacunaciones,covid 3ra dosis,2022-09-01,21,15,14,20,35,35,70
TODOS SANTOS,otras vacunaciones,covid 3ra dosis,2022-09-01,0,0,3,7,3,7,10
TOLATA,otras vacunaciones,covid 3ra dosis,2022-09-01,23,19,57,21,80,40,120
TOLEDO,otras vacunaciones,covid 3ra dosis,2022-09-01,54,64,0,0,54,64,118
TOMAVE,otras vacunaciones,covid 3ra dosis,2022-09-01,13,22,28,21,41,43,84
TOMINA,otras vacunaciones,covid 3ra dosis,2022-09-01,28,20,24,21,52,41,93
TORO TORO,otras vacunaciones,covid 3ra dosis,2022-09-01,13,14,12,23,25,37,62
TOTORA(CBBA),otras vacunaciones,covid 3ra dosis,2022-09-01,119,154,77,83,196,237,433
TOTORA(ORR),otras vacunaciones,covid 3ra dosis,2022-09-01,26,19,0,0,26,19,45
TRIGAL,otras vacunaciones,covid 3ra dosis,2022-09-01,14,10,5,7,19,17,36
TRINIDAD,otras vacunaciones,covid 3ra dosis,2022-09-01,118,167,362,267,480,434,914
TUPIZA,otras vacunaciones,covid 3ra dosis,2022-09-01,167,209,180,158,347,367,714
TURCO,otras vacunaciones,covid 3ra dosis,2022-09-01,22,20,0,0,22,20,42
UMALA,otras vacunaciones,covid 3ra dosis,2022-09-01,2,0,0,0,2,0,2
UNCIA,otras vacunaciones,covid 3ra dosis,2022-09-01,7,6,0,0,7,6,13
URIONDO (A. CONCEPCION),otras vacunaciones,covid 3ra dosis,2022-09-01,27,17,0,0,27,17,44
URUBICHA,otras vacunaciones,covid 3ra dosis,2022-09-01,0,0,17,32,17,32,49
UYUNI,otras vacunaciones,covid 3ra dosis,2022-09-01,29,25,360,387,389,412,801
VACAS,otras vacunaciones,covid 3ra dosis,2022-09-01,32,30,37,46,69,76,145
VALLEGRANDE,otras vacunaciones,covid 3ra dosis,2022-09-01,50,53,71,79,121,132,253
VIACHA,otras vacunaciones,covid 3ra dosis,2022-09-01,113,153,480,474,593,627,1220
VILA VILA,otras vacunaciones,covid 3ra dosis,2022-09-01,8,8,82,95,90,103,193
VILLA CHARCAS,otras vacunaciones,covid 3ra dosis,2022-09-01,7,5,15,6,22,11,33
VILLA MONTES,otras vacunaciones,covid 3ra dosis,2022-09-01,60,63,155,191,215,254,469
VILLA NUEVA (LOMA ALTA),otras vacunaciones,covid 3ra dosis,2022-09-01,1,3,13,7,14,10,24
VILLA RIVERO,otras vacunaciones,covid 3ra dosis,2022-09-01,82,83,17,23,99,106,205
VILLA SERRANO,otras vacunaciones,covid 3ra dosis,2022-09-01,14,11,41,35,55,46,101
VILLA TUNARI,otras vacunaciones,covid 3ra dosis,2022-09-01,150,156,402,294,552,450,1002
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,covid 3ra dosis,2022-09-01,31,16,100,89,131,105,236
VILLAZON,otras vacunaciones,covid 3ra dosis,2022-09-01,56,86,94,116,150,202,352
VINTO,otras vacunaciones,covid 3ra dosis,2022-09-01,78,194,52,68,130,262,392
VITICHI,otras vacunaciones,covid 3ra dosis,2022-09-01,2,6,8,10,10,16,26
WALDO BALLIVIAN,otras vacunaciones,covid 3ra dosis,2022-09-01,1,1,29,13,30,14,44
WARNES,otras vacunaciones,covid 3ra dosis,2022-09-01,218,246,65,85,283,331,614
YACO,otras vacunaciones,covid 3ra dosis,2022-09-01,17,11,16,16,33,27,60
YACUIBA,otras vacunaciones,covid 3ra dosis,2022-09-01,84,63,409,483,493,546,1039
YAMPARAEZ,otras vacunaciones,covid 3ra dosis,2022-09-01,12,16,21,38,33,54,87
YANACACHI,otras vacunaciones,covid 3ra dosis,2022-09-01,17,25,43,48,60,73,133
YAPACANI,otras vacunaciones,covid 3ra dosis,2022-09-01,56,59,10,24,66,83,149
YOCALLA,otras vacunaciones,covid 3ra dosis,2022-09-01,74,62,1,5,75,67,142
YOTALA,otras vacunaciones,covid 3ra dosis,2022-09-01,34,39,143,155,177,194,371
YUNCHARA,otras vacunaciones,covid 3ra dosis,2022-09-01,4,7,43,25,47,32,79
YUNGUYO DE LITORAL,otras vacunaciones,covid 3ra dosis,2022-09-01,0,1,0,0,0,1,1
ZUDAÑEZ,otras vacunaciones,covid 3ra dosis,2022-09-01,5,11,9,5,14,16,30
ACACIO,otras vacunaciones,covid 3ra dosis,2022-10-01,2,2,3,6,5,8,13
ACHACACHI,otras vacunaciones,covid 3ra dosis,2022-10-01,19,21,50,42,69,63,132
AIQUILE,otras vacunaciones,covid 3ra dosis,2022-10-01,21,17,53,74,74,91,165
ALALAY,otras vacunaciones,covid 3ra dosis,2022-10-01,6,4,0,0,6,4,10
ALCALA,otras vacunaciones,covid 3ra dosis,2022-10-01,2,4,0,0,2,4,6
ALTO BENI,otras vacunaciones,covid 3ra dosis,2022-10-01,3,1,20,11,23,12,35
ANCORAIMES,otras vacunaciones,covid 3ra dosis,2022-10-01,3,2,2,2,5,4,9
ANDAMARCA,otras vacunaciones,covid 3ra dosis,2022-10-01,5,7,0,0,5,7,12
ANTEQUERA,otras vacunaciones,covid 3ra dosis,2022-10-01,1,0,0,0,1,0,1
ANZALDO,otras vacunaciones,covid 3ra dosis,2022-10-01,5,11,0,1,5,12,17
APOLO,otras vacunaciones,covid 3ra dosis,2022-10-01,5,6,16,16,21,22,43
ARAMPAMPA,otras vacunaciones,covid 3ra dosis,2022-10-01,0,1,0,0,0,1,1
ARANI,otras vacunaciones,covid 3ra dosis,2022-10-01,7,12,0,0,7,12,19
ARBIETO,otras vacunaciones,covid 3ra dosis,2022-10-01,11,9,12,10,23,19,42
ARQUE,otras vacunaciones,covid 3ra dosis,2022-10-01,4,4,0,0,4,4,8
ASCENCION DE GUARAYOS,otras vacunaciones,covid 3ra dosis,2022-10-01,0,1,0,0,0,1,1
ATOCHA,otras vacunaciones,covid 3ra dosis,2022-10-01,7,3,17,8,24,11,35
AYATA,otras vacunaciones,covid 3ra dosis,2022-10-01,9,10,28,20,37,30,67
AYO AYO,otras vacunaciones,covid 3ra dosis,2022-10-01,5,11,0,1,5,12,17
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,covid 3ra dosis,2022-10-01,6,7,34,40,40,47,87
AZURDUY,otras vacunaciones,covid 3ra dosis,2022-10-01,27,32,63,68,90,100,190
BATALLAS,otras vacunaciones,covid 3ra dosis,2022-10-01,7,16,9,19,16,35,51
BAURES,otras vacunaciones,covid 3ra dosis,2022-10-01,1,5,8,4,9,9,18
BELEN DE ANDAMARCA,otras vacunaciones,covid 3ra dosis,2022-10-01,0,3,0,0,0,3,3
BELEN DE URMIRI,otras vacunaciones,covid 3ra dosis,2022-10-01,0,1,0,4,0,5,5
BELLA FLOR,otras vacunaciones,covid 3ra dosis,2022-10-01,0,4,37,37,37,41,78
BERMEJO,otras vacunaciones,covid 3ra dosis,2022-10-01,20,8,2,6,22,14,36
BETANZOS,otras vacunaciones,covid 3ra dosis,2022-10-01,21,11,23,21,44,32,76
BOLIVAR,otras vacunaciones,covid 3ra dosis,2022-10-01,6,8,9,11,15,19,34
BOLPEBRA,otras vacunaciones,covid 3ra dosis,2022-10-01,3,0,3,7,6,7,13
BOYUIBE,otras vacunaciones,covid 3ra dosis,2022-10-01,7,3,0,0,7,3,10
BUENA VISTA,otras vacunaciones,covid 3ra dosis,2022-10-01,2,3,17,16,19,19,38
CABEZAS,otras vacunaciones,covid 3ra dosis,2022-10-01,19,18,1,1,20,19,39
CAIROMA,otras vacunaciones,covid 3ra dosis,2022-10-01,1,1,1,6,2,7,9
"CAIZA ""D""",otras vacunaciones,covid 3ra dosis,2022-10-01,0,2,1,2,1,4,5
CAJUATA,otras vacunaciones,covid 3ra dosis,2022-10-01,3,6,10,10,13,16,29
CALACOTO,otras vacunaciones,covid 3ra dosis,2022-10-01,4,2,18,26,22,28,50
CALAMARCA,otras vacunaciones,covid 3ra dosis,2022-10-01,3,4,6,13,9,17,26
CAMARGO,otras vacunaciones,covid 3ra dosis,2022-10-01,14,9,56,61,70,70,140
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,covid 3ra dosis,2022-10-01,0,0,4,1,4,1,5
CAMIRI,otras vacunaciones,covid 3ra dosis,2022-10-01,29,11,2,2,31,13,44
CAPINOTA,otras vacunaciones,covid 3ra dosis,2022-10-01,20,29,1,1,21,30,51
CAQUIAVIRI,otras vacunaciones,covid 3ra dosis,2022-10-01,4,6,3,4,7,10,17
CARACOLLO,otras vacunaciones,covid 3ra dosis,2022-10-01,21,25,5,7,26,32,58
CARANAVI,otras vacunaciones,covid 3ra dosis,2022-10-01,20,21,18,35,38,56,94
CARAPARI,otras vacunaciones,covid 3ra dosis,2022-10-01,2,51,80,20,82,71,153
CARIPUYO,otras vacunaciones,covid 3ra dosis,2022-10-01,6,5,0,0,6,5,11
CARMEN RIVERO TORREZ,otras vacunaciones,covid 3ra dosis,2022-10-01,2,0,0,0,2,0,2
CATACORA,otras vacunaciones,covid 3ra dosis,2022-10-01,2,1,7,5,9,6,15
CHACARILLA,otras vacunaciones,covid 3ra dosis,2022-10-01,0,0,1,1,1,1,2
CHALLAPATA,otras vacunaciones,covid 3ra dosis,2022-10-01,101,30,2,3,103,33,136
CHAQUI,otras vacunaciones,covid 3ra dosis,2022-10-01,1,1,0,0,1,1,2
CHARAGUA,otras vacunaciones,covid 3ra dosis,2022-10-01,5,9,8,9,13,18,31
CHARAÑA,otras vacunaciones,covid 3ra dosis,2022-10-01,1,1,24,15,25,16,41
CHIMORE,otras vacunaciones,covid 3ra dosis,2022-10-01,5,7,3,0,8,7,15
CHIPAYA,otras vacunaciones,covid 3ra dosis,2022-10-01,1,0,0,0,1,0,1
CHOQUE COTA,otras vacunaciones,covid 3ra dosis,2022-10-01,9,8,0,0,9,8,17
CHUA COCANI,otras vacunaciones,covid 3ra dosis,2022-10-01,2,4,0,0,2,4,6
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,covid 3ra dosis,2022-10-01,3,6,11,27,14,33,47
CHUMA,otras vacunaciones,covid 3ra dosis,2022-10-01,3,3,12,15,15,18,33
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,covid 3ra dosis,2022-10-01,0,2,0,4,0,6,6
CKOCHAS,otras vacunaciones,covid 3ra dosis,2022-10-01,7,6,9,6,16,12,28
CLIZA,otras vacunaciones,covid 3ra dosis,2022-10-01,20,19,24,33,44,52,96
COBIJA,otras vacunaciones,covid 3ra dosis,2022-10-01,36,58,86,110,122,168,290
COCAPATA,otras vacunaciones,covid 3ra dosis,2022-10-01,23,27,0,2,23,29,52
COCHABAMBA,otras vacunaciones,covid 3ra dosis,2022-10-01,1141,1383,527,568,1668,1951,3619
COLCAPIRHUA,otras vacunaciones,covid 3ra dosis,2022-10-01,15,18,109,110,124,128,252
"COLCHA ""K""",otras vacunaciones,covid 3ra dosis,2022-10-01,20,16,12,21,32,37,69
COLLANA,otras vacunaciones,covid 3ra dosis,2022-10-01,1,0,2,3,3,3,6
COLOMI,otras vacunaciones,covid 3ra dosis,2022-10-01,4,6,12,18,16,24,40
COLPA BELGICA,otras vacunaciones,covid 3ra dosis,2022-10-01,1,0,0,0,1,0,1
COLQUECHACA,otras vacunaciones,covid 3ra dosis,2022-10-01,2,5,25,16,27,21,48
COLQUENCHA,otras vacunaciones,covid 3ra dosis,2022-10-01,10,6,1,3,11,9,20
COLQUIRI,otras vacunaciones,covid 3ra dosis,2022-10-01,13,4,55,68,68,72,140
COMANCHE,otras vacunaciones,covid 3ra dosis,2022-10-01,1,2,0,0,1,2,3
COMARAPA,otras vacunaciones,covid 3ra dosis,2022-10-01,0,0,1,0,1,0,1
COMBAYA,otras vacunaciones,covid 3ra dosis,2022-10-01,0,1,2,6,2,7,9
CONCEPCION,otras vacunaciones,covid 3ra dosis,2022-10-01,18,20,77,111,95,131,226
COPACABANA,otras vacunaciones,covid 3ra dosis,2022-10-01,5,3,26,46,31,49,80
CORIPATA,otras vacunaciones,covid 3ra dosis,2022-10-01,7,11,8,15,15,26,41
CORO CORO,otras vacunaciones,covid 3ra dosis,2022-10-01,7,3,17,15,24,18,42
COROICO,otras vacunaciones,covid 3ra dosis,2022-10-01,15,20,7,3,22,23,45
CORQUE,otras vacunaciones,covid 3ra dosis,2022-10-01,34,23,0,0,34,23,57
COTAGAITA,otras vacunaciones,covid 3ra dosis,2022-10-01,8,9,20,27,28,36,64
COTOCA,otras vacunaciones,covid 3ra dosis,2022-10-01,64,67,32,80,96,147,243
CRUZ DE MACHACAMARCA,otras vacunaciones,covid 3ra dosis,2022-10-01,0,1,0,0,0,1,1
CUATRO CAÑADAS,otras vacunaciones,covid 3ra dosis,2022-10-01,6,7,12,12,18,19,37
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,covid 3ra dosis,2022-10-01,1,1,0,0,1,1,2
CUEVO,otras vacunaciones,covid 3ra dosis,2022-10-01,19,12,22,18,41,30,71
CULPINA,otras vacunaciones,covid 3ra dosis,2022-10-01,110,172,44,66,154,238,392
CURAHUARA DE CARANGAS,otras vacunaciones,covid 3ra dosis,2022-10-01,6,5,0,0,6,5,11
CURVA,otras vacunaciones,covid 3ra dosis,2022-10-01,3,3,66,46,69,49,118
DESAGUADERO,otras vacunaciones,covid 3ra dosis,2022-10-01,15,1,32,28,47,29,76
EL ALTO,otras vacunaciones,covid 3ra dosis,2022-10-01,580,696,614,645,1194,1341,2535
EL CHORO,otras vacunaciones,covid 3ra dosis,2022-10-01,2,2,18,29,20,31,51
EL PUENTE(STC),otras vacunaciones,covid 3ra dosis,2022-10-01,0,1,32,33,32,34,66
EL PUENTE(TJA),otras vacunaciones,covid 3ra dosis,2022-10-01,11,9,16,10,27,19,46
EL TORNO,otras vacunaciones,covid 3ra dosis,2022-10-01,51,60,5,9,56,69,125
EL VILLAR,otras vacunaciones,covid 3ra dosis,2022-10-01,1,0,0,0,1,0,1
ENTRE RIOS TRJ,otras vacunaciones,covid 3ra dosis,2022-10-01,9,12,2,12,11,24,35
ENTRE RIOS CBBA,otras vacunaciones,covid 3ra dosis,2022-10-01,4,5,0,0,4,5,9
ESCOMA,otras vacunaciones,covid 3ra dosis,2022-10-01,3,2,12,24,15,26,41
ESMERALDA,otras vacunaciones,covid 3ra dosis,2022-10-01,5,2,0,0,5,2,7
EUCALIPTUS,otras vacunaciones,covid 3ra dosis,2022-10-01,4,3,0,0,4,3,7
FERNANDEZ ALONSO,otras vacunaciones,covid 3ra dosis,2022-10-01,5,3,70,50,75,53,128
FILADELFIA,otras vacunaciones,covid 3ra dosis,2022-10-01,9,1,18,33,27,34,61
GAIOC JATUN AYLLU YURA,otras vacunaciones,covid 3ra dosis,2022-10-01,1,0,17,11,18,11,29
GENERAL SAAVEDRA,otras vacunaciones,covid 3ra dosis,2022-10-01,3,12,0,0,3,12,15
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,covid 3ra dosis,2022-10-01,5,5,24,16,29,21,50
GUANAY,otras vacunaciones,covid 3ra dosis,2022-10-01,2,5,36,38,38,43,81
GUAQUI,otras vacunaciones,covid 3ra dosis,2022-10-01,3,5,18,13,21,18,39
GUAYARAMERIN,otras vacunaciones,covid 3ra dosis,2022-10-01,10,6,0,0,10,6,16
GUTIERREZ,otras vacunaciones,covid 3ra dosis,2022-10-01,5,4,6,6,11,10,21
HUACARETA,otras vacunaciones,covid 3ra dosis,2022-10-01,0,1,17,8,17,9,26
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,covid 3ra dosis,2022-10-01,1,1,6,7,7,8,15
HUACHACALLA,otras vacunaciones,covid 3ra dosis,2022-10-01,2,2,0,0,2,2,4
HUANUNI,otras vacunaciones,covid 3ra dosis,2022-10-01,30,29,0,0,30,29,59
HUARINA,otras vacunaciones,covid 3ra dosis,2022-10-01,6,4,4,4,10,8,18
HUATAJATA,otras vacunaciones,covid 3ra dosis,2022-10-01,0,0,2,0,2,0,2
HUAYLLAMARCA,otras vacunaciones,covid 3ra dosis,2022-10-01,0,0,1,4,1,4,5
HUMANATA,otras vacunaciones,covid 3ra dosis,2022-10-01,12,19,0,0,12,19,31
ICHOCA,otras vacunaciones,covid 3ra dosis,2022-10-01,2,2,0,2,2,4,6
ICLA,otras vacunaciones,covid 3ra dosis,2022-10-01,2,2,2,7,4,9,13
INCAHUASI,otras vacunaciones,covid 3ra dosis,2022-10-01,9,3,3,4,12,7,19
INGAVI (HUMAITA),otras vacunaciones,covid 3ra dosis,2022-10-01,0,0,10,14,10,14,24
INQUISIVI,otras vacunaciones,covid 3ra dosis,2022-10-01,2,1,5,7,7,8,15
IRUPANA (VILLA DE LANZA),otras vacunaciones,covid 3ra dosis,2022-10-01,21,27,6,1,27,28,55
JESUS DE MACHACA,otras vacunaciones,covid 3ra dosis,2022-10-01,3,7,10,13,13,20,33
LA ASUNTA,otras vacunaciones,covid 3ra dosis,2022-10-01,16,14,21,10,37,24,61
LA GUARDIA,otras vacunaciones,covid 3ra dosis,2022-10-01,102,83,5,4,107,87,194
LA PAZ,otras vacunaciones,covid 3ra dosis,2022-10-01,596,734,2229,2897,2825,3631,6456
LA RIVERA,otras vacunaciones,covid 3ra dosis,2022-10-01,0,1,0,3,0,4,4
LAGUNILLAS,otras vacunaciones,covid 3ra dosis,2022-10-01,1,1,1,4,2,5,7
LAJA,otras vacunaciones,covid 3ra dosis,2022-10-01,12,14,0,3,12,17,29
LAS CARRERAS,otras vacunaciones,covid 3ra dosis,2022-10-01,4,6,0,0,4,6,10
LICOMA PAMPA,otras vacunaciones,covid 3ra dosis,2022-10-01,0,1,9,7,9,8,17
LLALLAGUA,otras vacunaciones,covid 3ra dosis,2022-10-01,32,61,101,93,133,154,287
LLICA,otras vacunaciones,covid 3ra dosis,2022-10-01,1,2,2,0,3,2,5
LURIBAY,otras vacunaciones,covid 3ra dosis,2022-10-01,2,1,15,22,17,23,40
MACHACAMARCA,otras vacunaciones,covid 3ra dosis,2022-10-01,4,11,2,2,6,13,19
MACHARETI,otras vacunaciones,covid 3ra dosis,2022-10-01,5,5,4,7,9,12,21
MAIRANA,otras vacunaciones,covid 3ra dosis,2022-10-01,2,18,45,50,47,68,115
MALLA,otras vacunaciones,covid 3ra dosis,2022-10-01,1,0,1,1,2,1,3
MAPIRI,otras vacunaciones,covid 3ra dosis,2022-10-01,0,0,0,1,0,1,1
MECAPACA,otras vacunaciones,covid 3ra dosis,2022-10-01,14,15,5,7,19,22,41
MINEROS,otras vacunaciones,covid 3ra dosis,2022-10-01,25,25,4,6,29,31,60
MIZQUE,otras vacunaciones,covid 3ra dosis,2022-10-01,4,7,81,95,85,102,187
MOCOMOCO,otras vacunaciones,covid 3ra dosis,2022-10-01,18,18,7,2,25,20,45
MOJOCOYA,otras vacunaciones,covid 3ra dosis,2022-10-01,1,1,32,26,33,27,60
MONTEAGUDO,otras vacunaciones,covid 3ra dosis,2022-10-01,9,13,11,9,20,22,42
MONTERO,otras vacunaciones,covid 3ra dosis,2022-10-01,213,252,32,50,245,302,547
MORO MORO,otras vacunaciones,covid 3ra dosis,2022-10-01,0,1,19,19,19,20,39
MOROCHATA,otras vacunaciones,covid 3ra dosis,2022-10-01,0,0,1,2,1,2,3
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,covid 3ra dosis,2022-10-01,0,0,21,16,21,16,37
NAZACARA DE PACAJES,otras vacunaciones,covid 3ra dosis,2022-10-01,1,0,0,0,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,covid 3ra dosis,2022-10-01,1,0,0,0,1,0,1
OKINAWA,otras vacunaciones,covid 3ra dosis,2022-10-01,17,12,5,2,22,14,36
OMEREQUE,otras vacunaciones,covid 3ra dosis,2022-10-01,3,1,41,45,44,46,90
ORURO,otras vacunaciones,covid 3ra dosis,2022-10-01,1110,1262,686,608,1796,1870,3666
PADCAYA,otras vacunaciones,covid 3ra dosis,2022-10-01,5,6,13,22,18,28,46
PADILLA,otras vacunaciones,covid 3ra dosis,2022-10-01,5,8,19,22,24,30,54
PAILON,otras vacunaciones,covid 3ra dosis,2022-10-01,7,18,0,0,7,18,25
PALCA,otras vacunaciones,covid 3ra dosis,2022-10-01,15,26,18,19,33,45,78
PALOS BLANCOS,otras vacunaciones,covid 3ra dosis,2022-10-01,13,20,42,52,55,72,127
PAMPA AULLAGAS,otras vacunaciones,covid 3ra dosis,2022-10-01,2,2,1,0,3,2,5
PAMPA GRANDE,otras vacunaciones,covid 3ra dosis,2022-10-01,0,0,9,4,9,4,13
PAPEL PAMPA,otras vacunaciones,covid 3ra dosis,2022-10-01,3,5,5,10,8,15,23
PASORAPA,otras vacunaciones,covid 3ra dosis,2022-10-01,0,0,4,5,4,5,9
PATACAMAYA,otras vacunaciones,covid 3ra dosis,2022-10-01,39,33,0,0,39,33,72
PAZÑA,otras vacunaciones,covid 3ra dosis,2022-10-01,6,6,3,9,9,15,24
PELECHUCO,otras vacunaciones,covid 3ra dosis,2022-10-01,1,1,4,9,5,10,15
POCOATA,otras vacunaciones,covid 3ra dosis,2022-10-01,1,2,2,5,3,7,10
POCONA,otras vacunaciones,covid 3ra dosis,2022-10-01,7,4,16,8,23,12,35
POJO (CBBA),otras vacunaciones,covid 3ra dosis,2022-10-01,4,6,63,83,67,89,156
POOPO,otras vacunaciones,covid 3ra dosis,2022-10-01,8,6,0,0,8,6,14
PORCO,otras vacunaciones,covid 3ra dosis,2022-10-01,0,2,1,1,1,3,4
POROMA,otras vacunaciones,covid 3ra dosis,2022-10-01,4,5,2,4,6,9,15
PORONGO,otras vacunaciones,covid 3ra dosis,2022-10-01,18,21,0,2,18,23,41
PORTACHUELO,otras vacunaciones,covid 3ra dosis,2022-10-01,52,64,3,5,55,69,124
PORVENIR,otras vacunaciones,covid 3ra dosis,2022-10-01,2,9,30,30,32,39,71
POSTRER VALLE,otras vacunaciones,covid 3ra dosis,2022-10-01,9,8,5,2,14,10,24
POTOSI,otras vacunaciones,covid 3ra dosis,2022-10-01,135,193,97,87,232,280,512
PUCARA,otras vacunaciones,covid 3ra dosis,2022-10-01,1,0,0,0,1,0,1
PUCARANI,otras vacunaciones,covid 3ra dosis,2022-10-01,10,16,2,6,12,22,34
PUERTO ACOSTA,otras vacunaciones,covid 3ra dosis,2022-10-01,4,7,5,14,9,21,30
PUERTO CARABUCO,otras vacunaciones,covid 3ra dosis,2022-10-01,0,1,12,13,12,14,26
PUERTO GONZALO MORENO,otras vacunaciones,covid 3ra dosis,2022-10-01,1,0,9,7,10,7,17
PUERTO RICO,otras vacunaciones,covid 3ra dosis,2022-10-01,7,19,5,7,12,26,38
PUERTO SILES,otras vacunaciones,covid 3ra dosis,2022-10-01,5,0,0,0,5,0,5
PUERTO SUAREZ,otras vacunaciones,covid 3ra dosis,2022-10-01,0,0,5,3,5,3,8
PUERTO VILLARROEL,otras vacunaciones,covid 3ra dosis,2022-10-01,5,8,1,0,6,8,14
PUNA,otras vacunaciones,covid 3ra dosis,2022-10-01,5,3,18,18,23,21,44
PUNATA,otras vacunaciones,covid 3ra dosis,2022-10-01,58,80,91,74,149,154,303
QUIABAYA,otras vacunaciones,covid 3ra dosis,2022-10-01,1,3,5,2,6,5,11
QUILLACOLLO,otras vacunaciones,covid 3ra dosis,2022-10-01,40,36,37,56,77,92,169
QUIME,otras vacunaciones,covid 3ra dosis,2022-10-01,1,0,1,2,2,2,4
QUIRUSILLAS,otras vacunaciones,covid 3ra dosis,2022-10-01,0,2,3,8,3,10,13
RAQAYPAMPA(ETA),otras vacunaciones,covid 3ra dosis,2022-10-01,7,5,6,7,13,12,25
RAVELO,otras vacunaciones,covid 3ra dosis,2022-10-01,4,4,20,25,24,29,53
RIBERALTA,otras vacunaciones,covid 3ra dosis,2022-10-01,13,10,0,0,13,10,23
ROBORE,otras vacunaciones,covid 3ra dosis,2022-10-01,13,56,14,34,27,90,117
RURRENABAQUE,otras vacunaciones,covid 3ra dosis,2022-10-01,2,2,0,0,2,2,4
SABAYA,otras vacunaciones,covid 3ra dosis,2022-10-01,71,48,16,19,87,67,154
SACABA,otras vacunaciones,covid 3ra dosis,2022-10-01,134,145,121,181,255,326,581
SACABAMBA,otras vacunaciones,covid 3ra dosis,2022-10-01,3,0,16,6,19,6,25
SACACA,otras vacunaciones,covid 3ra dosis,2022-10-01,0,3,19,24,19,27,46
SAIPINA,otras vacunaciones,covid 3ra dosis,2022-10-01,11,8,142,111,153,119,272
SALINAS DE GARCI MENDOZA,otras vacunaciones,covid 3ra dosis,2022-10-01,9,1,43,55,52,56,108
SAMAIPATA,otras vacunaciones,covid 3ra dosis,2022-10-01,2,2,4,13,6,15,21
SAN ANDRES,otras vacunaciones,covid 3ra dosis,2022-10-01,1,2,25,16,26,18,44
SAN ANDRES DE MACHACA,otras vacunaciones,covid 3ra dosis,2022-10-01,2,7,14,6,16,13,29
SAN ANTONIO DE ESMORUCO,otras vacunaciones,covid 3ra dosis,2022-10-01,0,0,14,17,14,17,31
SAN ANTONIO DE LOMERIO,otras vacunaciones,covid 3ra dosis,2022-10-01,2,1,0,0,2,1,3
SAN BENITO,otras vacunaciones,covid 3ra dosis,2022-10-01,14,7,0,0,14,7,21
SAN BORJA,otras vacunaciones,covid 3ra dosis,2022-10-01,1,2,0,3,1,5,6
SAN BUENA VENTURA,otras vacunaciones,covid 3ra dosis,2022-10-01,0,0,1,3,1,3,4
SAN CARLOS,otras vacunaciones,covid 3ra dosis,2022-10-01,5,3,1,1,6,4,10
SAN IGNACIO,otras vacunaciones,covid 3ra dosis,2022-10-01,1,1,33,19,34,20,54
SAN IGNACIO DE VELASCO,otras vacunaciones,covid 3ra dosis,2022-10-01,114,93,18,18,132,111,243
SAN JAVIER(BNI),otras vacunaciones,covid 3ra dosis,2022-10-01,0,1,0,0,0,1,1
SAN JAVIER(STC),otras vacunaciones,covid 3ra dosis,2022-10-01,26,50,0,0,26,50,76
SAN JOAQUIN,otras vacunaciones,covid 3ra dosis,2022-10-01,1,2,0,0,1,2,3
SAN JOSE DE CHIQUITOS,otras vacunaciones,covid 3ra dosis,2022-10-01,4,5,18,8,22,13,35
SAN JUAN DE YAPACANI,otras vacunaciones,covid 3ra dosis,2022-10-01,0,2,5,1,5,3,8
SAN JULIAN,otras vacunaciones,covid 3ra dosis,2022-10-01,18,21,7,8,25,29,54
SAN LORENZO(PND),otras vacunaciones,covid 3ra dosis,2022-10-01,1,2,5,3,6,5,11
SAN LORENZO(TJA),otras vacunaciones,covid 3ra dosis,2022-10-01,5,10,0,0,5,10,15
