,group,variable,month,17.23 COVID 1RA DOSIS DENTRO,17.23 COVID 1RA DOSIS DENTRO,17.23 COVID 1RA DOSIS FUERA,17.23 COVID 1RA DOSIS FUERA,TOTALES,TOTALES,TOTALES
HUACARETA,otras vacunaciones,covid 1ra dosis,2022-10-01,1,1,0,2,1,3,4
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,covid 1ra dosis,2022-10-01,2,1,3,2,5,3,8
HUACHACALLA,otras vacunaciones,covid 1ra dosis,2022-10-01,1,1,0,0,1,1,2
HUANUNI,otras vacunaciones,covid 1ra dosis,2022-10-01,32,26,0,0,32,26,58
HUARINA,otras vacunaciones,covid 1ra dosis,2022-10-01,3,3,1,1,4,4,8
HUATAJATA,otras vacunaciones,covid 1ra dosis,2022-10-01,0,0,5,5,5,5,10
HUAYLLAMARCA,otras vacunaciones,covid 1ra dosis,2022-10-01,4,2,8,7,12,9,21
HUMANATA,otras vacunaciones,covid 1ra dosis,2022-10-01,2,4,7,6,9,10,19
ICHOCA,otras vacunaciones,covid 1ra dosis,2022-10-01,2,1,3,2,5,3,8
ICLA,otras vacunaciones,covid 1ra dosis,2022-10-01,2,8,12,1,14,9,23
INCAHUASI,otras vacunaciones,covid 1ra dosis,2022-10-01,12,11,2,3,14,14,28
INGAVI (HUMAITA),otras vacunaciones,covid 1ra dosis,2022-10-01,0,0,12,12,12,12,24
INQUISIVI,otras vacunaciones,covid 1ra dosis,2022-10-01,1,1,3,4,4,5,9
IRUPANA (VILLA DE LANZA),otras vacunaciones,covid 1ra dosis,2022-10-01,11,7,7,12,18,19,37
IXIAMAS,otras vacunaciones,covid 1ra dosis,2022-10-01,2,1,9,8,11,9,20
JESUS DE MACHACA,otras vacunaciones,covid 1ra dosis,2022-10-01,7,1,6,2,13,3,16
LA ASUNTA,otras vacunaciones,covid 1ra dosis,2022-10-01,18,12,27,26,45,38,83
LA GUARDIA,otras vacunaciones,covid 1ra dosis,2022-10-01,32,22,0,3,32,25,57
LA PAZ,otras vacunaciones,covid 1ra dosis,2022-10-01,140,171,449,459,589,630,1219
LAGUNILLAS,otras vacunaciones,covid 1ra dosis,2022-10-01,0,2,1,0,1,2,3
LAJA,otras vacunaciones,covid 1ra dosis,2022-10-01,3,4,2,3,5,7,12
LAS CARRERAS,otras vacunaciones,covid 1ra dosis,2022-10-01,1,0,0,0,1,0,1
LICOMA PAMPA,otras vacunaciones,covid 1ra dosis,2022-10-01,0,0,1,2,1,2,3
LLALLAGUA,otras vacunaciones,covid 1ra dosis,2022-10-01,10,14,31,21,41,35,76
LLICA,otras vacunaciones,covid 1ra dosis,2022-10-01,4,0,3,4,7,4,11
LURIBAY,otras vacunaciones,covid 1ra dosis,2022-10-01,8,2,3,6,11,8,19
MACHACAMARCA,otras vacunaciones,covid 1ra dosis,2022-10-01,3,2,0,0,3,2,5
MACHARETI,otras vacunaciones,covid 1ra dosis,2022-10-01,2,0,0,0,2,0,2
MAGDALENA,otras vacunaciones,covid 1ra dosis,2022-10-01,2,1,0,0,2,1,3
MAIRANA,otras vacunaciones,covid 1ra dosis,2022-10-01,11,8,9,17,20,25,45
MALLA,otras vacunaciones,covid 1ra dosis,2022-10-01,0,0,1,2,1,2,3
MAPIRI,otras vacunaciones,covid 1ra dosis,2022-10-01,3,6,1,4,4,10,14
MECAPACA,otras vacunaciones,covid 1ra dosis,2022-10-01,61,55,17,17,78,72,150
MINEROS,otras vacunaciones,covid 1ra dosis,2022-10-01,8,11,2,2,10,13,23
MIZQUE,otras vacunaciones,covid 1ra dosis,2022-10-01,1,4,13,19,14,23,37
MOCOMOCO,otras vacunaciones,covid 1ra dosis,2022-10-01,9,13,4,6,13,19,32
MOJOCOYA,otras vacunaciones,covid 1ra dosis,2022-10-01,0,0,5,5,5,5,10
MONTEAGUDO,otras vacunaciones,covid 1ra dosis,2022-10-01,1,1,1,3,2,4,6
MONTERO,otras vacunaciones,covid 1ra dosis,2022-10-01,62,66,6,9,68,75,143
MORO MORO,otras vacunaciones,covid 1ra dosis,2022-10-01,0,1,2,0,2,1,3
MOROCHATA,otras vacunaciones,covid 1ra dosis,2022-10-01,2,4,2,5,4,9,13
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,covid 1ra dosis,2022-10-01,1,2,13,9,14,11,25
NAZACARA DE PACAJES,otras vacunaciones,covid 1ra dosis,2022-10-01,4,2,0,0,4,2,6
OKINAWA,otras vacunaciones,covid 1ra dosis,2022-10-01,5,2,1,1,6,3,9
OMEREQUE,otras vacunaciones,covid 1ra dosis,2022-10-01,0,0,7,5,7,5,12
ORURO,otras vacunaciones,covid 1ra dosis,2022-10-01,276,260,166,128,442,388,830
PADCAYA,otras vacunaciones,covid 1ra dosis,2022-10-01,0,0,3,0,3,0,3
PADILLA,otras vacunaciones,covid 1ra dosis,2022-10-01,2,0,2,2,4,2,6
PAILON,otras vacunaciones,covid 1ra dosis,2022-10-01,2,2,0,0,2,2,4
PALCA,otras vacunaciones,covid 1ra dosis,2022-10-01,109,98,43,39,152,137,289
PALOS BLANCOS,otras vacunaciones,covid 1ra dosis,2022-10-01,12,15,11,10,23,25,48
PAMPA AULLAGAS,otras vacunaciones,covid 1ra dosis,2022-10-01,1,3,0,0,1,3,4
PAMPA GRANDE,otras vacunaciones,covid 1ra dosis,2022-10-01,0,0,1,3,1,3,4
PAPEL PAMPA,otras vacunaciones,covid 1ra dosis,2022-10-01,3,1,0,2,3,3,6
PASORAPA,otras vacunaciones,covid 1ra dosis,2022-10-01,0,0,1,0,1,0,1
PATACAMAYA,otras vacunaciones,covid 1ra dosis,2022-10-01,23,25,2,1,25,26,51
PAZÑA,otras vacunaciones,covid 1ra dosis,2022-10-01,4,0,3,1,7,1,8
PELECHUCO,otras vacunaciones,covid 1ra dosis,2022-10-01,4,0,16,10,20,10,30
POCOATA,otras vacunaciones,covid 1ra dosis,2022-10-01,1,1,15,16,16,17,33
POCONA,otras vacunaciones,covid 1ra dosis,2022-10-01,1,0,16,11,17,11,28
POJO (CBBA),otras vacunaciones,covid 1ra dosis,2022-10-01,16,14,30,52,46,66,112
POOPO,otras vacunaciones,covid 1ra dosis,2022-10-01,8,6,0,0,8,6,14
PORCO,otras vacunaciones,covid 1ra dosis,2022-10-01,4,2,0,1,4,3,7
POROMA,otras vacunaciones,covid 1ra dosis,2022-10-01,15,14,2,3,17,17,34
PORONGO,otras vacunaciones,covid 1ra dosis,2022-10-01,72,18,3,0,75,18,93
PORTACHUELO,otras vacunaciones,covid 1ra dosis,2022-10-01,30,32,0,3,30,35,65
PORVENIR,otras vacunaciones,covid 1ra dosis,2022-10-01,2,0,26,23,28,23,51
POSTRER VALLE,otras vacunaciones,covid 1ra dosis,2022-10-01,1,0,1,0,2,0,2
POTOSI,otras vacunaciones,covid 1ra dosis,2022-10-01,52,64,27,22,79,86,165
PUCARANI,otras vacunaciones,covid 1ra dosis,2022-10-01,11,17,6,1,17,18,35
PUERTO ACOSTA,otras vacunaciones,covid 1ra dosis,2022-10-01,4,9,1,3,5,12,17
PUERTO CARABUCO,otras vacunaciones,covid 1ra dosis,2022-10-01,0,0,5,3,5,3,8
PUERTO GONZALO MORENO,otras vacunaciones,covid 1ra dosis,2022-10-01,1,1,6,0,7,1,8
PUERTO PEREZ,otras vacunaciones,covid 1ra dosis,2022-10-01,0,4,0,0,0,4,4
PUERTO RICO,otras vacunaciones,covid 1ra dosis,2022-10-01,1,3,4,0,5,3,8
PUERTO SUAREZ,otras vacunaciones,covid 1ra dosis,2022-10-01,0,3,1,3,1,6,7
PUERTO VILLARROEL,otras vacunaciones,covid 1ra dosis,2022-10-01,3,1,2,3,5,4,9
PUNA,otras vacunaciones,covid 1ra dosis,2022-10-01,8,8,3,12,11,20,31
PUNATA,otras vacunaciones,covid 1ra dosis,2022-10-01,28,31,14,20,42,51,93
QUIABAYA,otras vacunaciones,covid 1ra dosis,2022-10-01,2,6,2,4,4,10,14
QUILLACOLLO,otras vacunaciones,covid 1ra dosis,2022-10-01,7,1,11,13,18,14,32
QUIME,otras vacunaciones,covid 1ra dosis,2022-10-01,5,1,1,1,6,2,8
QUIRUSILLAS,otras vacunaciones,covid 1ra dosis,2022-10-01,0,0,0,3,0,3,3
RAQAYPAMPA(ETA),otras vacunaciones,covid 1ra dosis,2022-10-01,0,3,14,16,14,19,33
RAVELO,otras vacunaciones,covid 1ra dosis,2022-10-01,2,3,36,37,38,40,78
REYES,otras vacunaciones,covid 1ra dosis,2022-10-01,3,2,0,0,3,2,5
RIBERALTA,otras vacunaciones,covid 1ra dosis,2022-10-01,31,8,0,0,31,8,39
ROBORE,otras vacunaciones,covid 1ra dosis,2022-10-01,2,12,4,12,6,24,30
RURRENABAQUE,otras vacunaciones,covid 1ra dosis,2022-10-01,3,2,0,3,3,5,8
SABAYA,otras vacunaciones,covid 1ra dosis,2022-10-01,163,100,0,0,163,100,263
SACABA,otras vacunaciones,covid 1ra dosis,2022-10-01,64,60,43,37,107,97,204
SACABAMBA,otras vacunaciones,covid 1ra dosis,2022-10-01,0,2,2,7,2,9,11
SACACA,otras vacunaciones,covid 1ra dosis,2022-10-01,3,2,7,7,10,9,19
SAIPINA,otras vacunaciones,covid 1ra dosis,2022-10-01,2,1,2,5,4,6,10
SALINAS DE GARCI MENDOZA,otras vacunaciones,covid 1ra dosis,2022-10-01,6,6,13,9,19,15,34
SAMAIPATA,otras vacunaciones,covid 1ra dosis,2022-10-01,1,1,2,1,3,2,5
SAN ANDRES,otras vacunaciones,covid 1ra dosis,2022-10-01,14,18,7,13,21,31,52
SAN ANDRES DE MACHACA,otras vacunaciones,covid 1ra dosis,2022-10-01,0,1,3,4,3,5,8
SAN ANTONIO DE ESMORUCO,otras vacunaciones,covid 1ra dosis,2022-10-01,1,2,3,1,4,3,7
SAN ANTONIO DE LOMERIO,otras vacunaciones,covid 1ra dosis,2022-10-01,0,1,0,0,0,1,1
SAN BENITO,otras vacunaciones,covid 1ra dosis,2022-10-01,11,11,0,0,11,11,22
SAN BORJA,otras vacunaciones,covid 1ra dosis,2022-10-01,13,10,1,2,14,12,26
SAN BUENA VENTURA,otras vacunaciones,covid 1ra dosis,2022-10-01,0,4,0,1,0,5,5
SAN CARLOS,otras vacunaciones,covid 1ra dosis,2022-10-01,2,3,1,2,3,5,8
SAN IGNACIO,otras vacunaciones,covid 1ra dosis,2022-10-01,2,3,10,16,12,19,31
SAN IGNACIO DE VELASCO,otras vacunaciones,covid 1ra dosis,2022-10-01,31,29,3,3,34,32,66
SAN JAVIER(STC),otras vacunaciones,covid 1ra dosis,2022-10-01,8,4,0,0,8,4,12
SAN JOSE DE CHIQUITOS,otras vacunaciones,covid 1ra dosis,2022-10-01,3,3,1,4,4,7,11
SAN JUAN DE YAPACANI,otras vacunaciones,covid 1ra dosis,2022-10-01,1,1,0,0,1,1,2
SAN JULIAN,otras vacunaciones,covid 1ra dosis,2022-10-01,11,18,3,4,14,22,36
SAN LORENZO(PND),otras vacunaciones,covid 1ra dosis,2022-10-01,1,0,0,1,1,1,2
SAN LORENZO(TJA),otras vacunaciones,covid 1ra dosis,2022-10-01,5,3,0,0,5,3,8
SAN LUCAS,otras vacunaciones,covid 1ra dosis,2022-10-01,22,36,116,144,138,180,318
SAN MATIAS,otras vacunaciones,covid 1ra dosis,2022-10-01,0,2,4,2,4,4,8
SAN MIGUEL DE VELASCO,otras vacunaciones,covid 1ra dosis,2022-10-01,2,2,2,5,4,7,11
SAN PEDRO,otras vacunaciones,covid 1ra dosis,2022-10-01,1,0,0,0,1,0,1
SAN PEDRO DE BUENA VISTA,otras vacunaciones,covid 1ra dosis,2022-10-01,6,7,4,8,10,15,25
SAN PEDRO DE CURAHUARA,otras vacunaciones,covid 1ra dosis,2022-10-01,2,5,0,0,2,5,7
SAN PEDRO DE MACHA,otras vacunaciones,covid 1ra dosis,2022-10-01,7,7,6,10,13,17,30
SAN PEDRO DE TIQUINA,otras vacunaciones,covid 1ra dosis,2022-10-01,3,0,0,1,3,1,4
SAN PEDRO(PND),otras vacunaciones,covid 1ra dosis,2022-10-01,0,0,2,0,2,0,2
SAN RAFAEL,otras vacunaciones,covid 1ra dosis,2022-10-01,1,3,0,0,1,3,4
SAN RAMON BENI,otras vacunaciones,covid 1ra dosis,2022-10-01,5,18,0,0,5,18,23
SAN RAMON SCZ,otras vacunaciones,covid 1ra dosis,2022-10-01,4,6,0,0,4,6,10
SANTA ANA,otras vacunaciones,covid 1ra dosis,2022-10-01,1,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,covid 1ra dosis,2022-10-01,473,468,198,218,671,686,1357
SANTA ROSA,otras vacunaciones,covid 1ra dosis,2022-10-01,0,1,0,0,0,1,1
SANTA ROSA DEL SARA,otras vacunaciones,covid 1ra dosis,2022-10-01,6,6,0,0,6,6,12
SANTIAGO DE CALLAPA,otras vacunaciones,covid 1ra dosis,2022-10-01,4,5,1,0,5,5,10
SANTIAGO DE HUARI,otras vacunaciones,covid 1ra dosis,2022-10-01,0,0,3,6,3,6,9
SANTIAGO DE HUATA,otras vacunaciones,covid 1ra dosis,2022-10-01,0,0,1,2,1,2,3
SANTIAGO DE MACHACA,otras vacunaciones,covid 1ra dosis,2022-10-01,0,0,2,2,2,2,4
SANTIVAÑES,otras vacunaciones,covid 1ra dosis,2022-10-01,1,2,0,0,1,2,3
SANTUARIO DE QUILLACAS,otras vacunaciones,covid 1ra dosis,2022-10-01,2,3,0,1,2,4,6
SAPAHAQUI,otras vacunaciones,covid 1ra dosis,2022-10-01,2,1,4,5,6,6,12
SENA,otras vacunaciones,covid 1ra dosis,2022-10-01,3,9,9,8,12,17,29
SHINAOTA,otras vacunaciones,covid 1ra dosis,2022-10-01,7,14,23,17,30,31,61
SICA SICA (VILLA AROMA),otras vacunaciones,covid 1ra dosis,2022-10-01,3,6,14,29,17,35,52
SICAYA,otras vacunaciones,covid 1ra dosis,2022-10-01,3,1,0,0,3,1,4
SIPE SIPE,otras vacunaciones,covid 1ra dosis,2022-10-01,1,0,22,11,23,11,34
SORACACHI,otras vacunaciones,covid 1ra dosis,2022-10-01,14,8,0,0,14,8,22
SORATA,otras vacunaciones,covid 1ra dosis,2022-10-01,15,14,8,7,23,21,44
SUCRE,otras vacunaciones,covid 1ra dosis,2022-10-01,139,97,167,131,306,228,534
TACACHI,otras vacunaciones,covid 1ra dosis,2022-10-01,0,0,1,0,1,0,1
TACACOMA,otras vacunaciones,covid 1ra dosis,2022-10-01,3,4,2,3,5,7,12
TACOBAMBA,otras vacunaciones,covid 1ra dosis,2022-10-01,0,0,1,3,1,3,4
TACOPAYA,otras vacunaciones,covid 1ra dosis,2022-10-01,0,0,2,4,2,4,6
TAHUA,otras vacunaciones,covid 1ra dosis,2022-10-01,0,0,0,2,0,2,2
TAPACARI,otras vacunaciones,covid 1ra dosis,2022-10-01,13,18,0,1,13,19,32
TARABUCO,otras vacunaciones,covid 1ra dosis,2022-10-01,4,3,82,75,86,78,164
TARACO,otras vacunaciones,covid 1ra dosis,2022-10-01,3,5,7,12,10,17,27
TARATA,otras vacunaciones,covid 1ra dosis,2022-10-01,3,1,4,5,7,6,13
TARIJA,otras vacunaciones,covid 1ra dosis,2022-10-01,19,22,143,150,162,172,334
TARVITA,otras vacunaciones,covid 1ra dosis,2022-10-01,1,3,9,8,10,11,21
TEOPONTE,otras vacunaciones,covid 1ra dosis,2022-10-01,4,12,3,6,7,18,25
TIAHUANACU,otras vacunaciones,covid 1ra dosis,2022-10-01,2,5,3,2,5,7,12
TINGUIPAYA,otras vacunaciones,covid 1ra dosis,2022-10-01,6,4,14,10,20,14,34
TIPUANI,otras vacunaciones,covid 1ra dosis,2022-10-01,0,0,0,2,0,2,2
TIQUIPAYA,otras vacunaciones,covid 1ra dosis,2022-10-01,44,29,20,24,64,53,117
TIRAQUE (CBBA),otras vacunaciones,covid 1ra dosis,2022-10-01,12,11,22,18,34,29,63
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,covid 1ra dosis,2022-10-01,0,2,0,0,0,2,2
TOCO,otras vacunaciones,covid 1ra dosis,2022-10-01,7,11,0,2,7,13,20
TOLATA,otras vacunaciones,covid 1ra dosis,2022-10-01,3,3,0,0,3,3,6
TOLEDO,otras vacunaciones,covid 1ra dosis,2022-10-01,26,12,0,0,26,12,38
TOMAVE,otras vacunaciones,covid 1ra dosis,2022-10-01,0,0,10,18,10,18,28
TOMINA,otras vacunaciones,covid 1ra dosis,2022-10-01,0,0,2,0,2,0,2
TORO TORO,otras vacunaciones,covid 1ra dosis,2022-10-01,3,4,0,3,3,7,10
TOTORA(CBBA),otras vacunaciones,covid 1ra dosis,2022-10-01,11,17,4,5,15,22,37
TOTORA(ORR),otras vacunaciones,covid 1ra dosis,2022-10-01,2,5,0,0,2,5,7
TRIGAL,otras vacunaciones,covid 1ra dosis,2022-10-01,0,1,0,1,0,2,2
TRINIDAD,otras vacunaciones,covid 1ra dosis,2022-10-01,30,33,131,165,161,198,359
TUPIZA,otras vacunaciones,covid 1ra dosis,2022-10-01,17,20,4,8,21,28,49
TURCO,otras vacunaciones,covid 1ra dosis,2022-10-01,17,20,0,0,17,20,37
UMALA,otras vacunaciones,covid 1ra dosis,2022-10-01,12,5,0,2,12,7,19
UNCIA,otras vacunaciones,covid 1ra dosis,2022-10-01,16,19,5,1,21,20,41
URIONDO (A. CONCEPCION),otras vacunaciones,covid 1ra dosis,2022-10-01,4,2,0,0,4,2,6
URUBICHA,otras vacunaciones,covid 1ra dosis,2022-10-01,0,0,2,4,2,4,6
UYUNI,otras vacunaciones,covid 1ra dosis,2022-10-01,9,2,14,10,23,12,35
VACAS,otras vacunaciones,covid 1ra dosis,2022-10-01,4,7,0,1,4,8,12
VALLEGRANDE,otras vacunaciones,covid 1ra dosis,2022-10-01,8,6,2,7,10,13,23
VIACHA,otras vacunaciones,covid 1ra dosis,2022-10-01,113,66,527,446,640,512,1152
VILA VILA,otras vacunaciones,covid 1ra dosis,2022-10-01,0,1,4,3,4,4,8
VILLA CHARCAS,otras vacunaciones,covid 1ra dosis,2022-10-01,12,18,4,9,16,27,43
VILLA MONTES,otras vacunaciones,covid 1ra dosis,2022-10-01,4,4,11,2,15,6,21
VILLA NUEVA (LOMA ALTA),otras vacunaciones,covid 1ra dosis,2022-10-01,1,1,15,10,16,11,27
VILLA RIVERO,otras vacunaciones,covid 1ra dosis,2022-10-01,7,6,9,8,16,14,30
VILLA SERRANO,otras vacunaciones,covid 1ra dosis,2022-10-01,1,0,4,1,5,1,6
VILLA TUNARI,otras vacunaciones,covid 1ra dosis,2022-10-01,29,28,13,11,42,39,81
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,covid 1ra dosis,2022-10-01,0,1,12,8,12,9,21
VILLAZON,otras vacunaciones,covid 1ra dosis,2022-10-01,14,19,54,34,68,53,121
VINTO,otras vacunaciones,covid 1ra dosis,2022-10-01,35,28,11,15,46,43,89
VITICHI,otras vacunaciones,covid 1ra dosis,2022-10-01,3,1,1,0,4,1,5
WALDO BALLIVIAN,otras vacunaciones,covid 1ra dosis,2022-10-01,3,5,0,2,3,7,10
WARNES,otras vacunaciones,covid 1ra dosis,2022-10-01,56,44,27,19,83,63,146
YACO,otras vacunaciones,covid 1ra dosis,2022-10-01,6,1,0,0,6,1,7
YACUIBA,otras vacunaciones,covid 1ra dosis,2022-10-01,13,16,13,12,26,28,54
YAMPARAEZ,otras vacunaciones,covid 1ra dosis,2022-10-01,2,5,3,4,5,9,14
YANACACHI,otras vacunaciones,covid 1ra dosis,2022-10-01,0,1,9,12,9,13,22
YAPACANI,otras vacunaciones,covid 1ra dosis,2022-10-01,45,43,6,4,51,47,98
YOCALLA,otras vacunaciones,covid 1ra dosis,2022-10-01,13,14,0,0,13,14,27
YOTALA,otras vacunaciones,covid 1ra dosis,2022-10-01,6,4,5,7,11,11,22
YUNCHARA,otras vacunaciones,covid 1ra dosis,2022-10-01,0,1,0,0,0,1,1
ZUDAÑEZ,otras vacunaciones,covid 1ra dosis,2022-10-01,1,0,1,3,2,3,5
ACACIO,otras vacunaciones,covid 1ra dosis,2022-11-01,0,0,2,2,2,2,4
ACHACACHI,otras vacunaciones,covid 1ra dosis,2022-11-01,11,16,26,31,37,47,84
ACHOCALLA,otras vacunaciones,covid 1ra dosis,2022-11-01,10,18,8,11,18,29,47
AIQUILE,otras vacunaciones,covid 1ra dosis,2022-11-01,11,6,3,5,14,11,25
ALCALA,otras vacunaciones,covid 1ra dosis,2022-11-01,3,1,0,0,3,1,4
ALTO BENI,otras vacunaciones,covid 1ra dosis,2022-11-01,0,0,0,2,0,2,2
ANCORAIMES,otras vacunaciones,covid 1ra dosis,2022-11-01,1,3,0,1,1,4,5
ANDAMARCA,otras vacunaciones,covid 1ra dosis,2022-11-01,1,1,0,0,1,1,2
ANTEQUERA,otras vacunaciones,covid 1ra dosis,2022-11-01,1,0,0,0,1,0,1
ANZALDO,otras vacunaciones,covid 1ra dosis,2022-11-01,1,0,2,1,3,1,4
APOLO,otras vacunaciones,covid 1ra dosis,2022-11-01,4,2,23,20,27,22,49
ARANI,otras vacunaciones,covid 1ra dosis,2022-11-01,2,1,0,0,2,1,3
ARBIETO,otras vacunaciones,covid 1ra dosis,2022-11-01,6,4,1,7,7,11,18
ARQUE,otras vacunaciones,covid 1ra dosis,2022-11-01,27,21,5,4,32,25,57
ASCENCION DE GUARAYOS,otras vacunaciones,covid 1ra dosis,2022-11-01,1,0,2,1,3,1,4
ATOCHA,otras vacunaciones,covid 1ra dosis,2022-11-01,1,0,2,0,3,0,3
AYATA,otras vacunaciones,covid 1ra dosis,2022-11-01,1,2,32,35,33,37,70
AYO AYO,otras vacunaciones,covid 1ra dosis,2022-11-01,2,3,4,5,6,8,14
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,covid 1ra dosis,2022-11-01,5,9,19,29,24,38,62
AZURDUY,otras vacunaciones,covid 1ra dosis,2022-11-01,2,1,11,9,13,10,23
BATALLAS,otras vacunaciones,covid 1ra dosis,2022-11-01,9,17,1,5,10,22,32
BAURES,otras vacunaciones,covid 1ra dosis,2022-11-01,3,6,0,0,3,6,9
BELEN DE ANDAMARCA,otras vacunaciones,covid 1ra dosis,2022-11-01,1,0,0,0,1,0,1
BELLA FLOR,otras vacunaciones,covid 1ra dosis,2022-11-01,0,1,14,12,14,13,27
BERMEJO,otras vacunaciones,covid 1ra dosis,2022-11-01,3,3,0,2,3,5,8
BETANZOS,otras vacunaciones,covid 1ra dosis,2022-11-01,13,11,6,7,19,18,37
BOLIVAR,otras vacunaciones,covid 1ra dosis,2022-11-01,0,0,1,0,1,0,1
BOLPEBRA,otras vacunaciones,covid 1ra dosis,2022-11-01,0,0,11,8,11,8,19
BOYUIBE,otras vacunaciones,covid 1ra dosis,2022-11-01,1,0,0,0,1,0,1
BUENA VISTA,otras vacunaciones,covid 1ra dosis,2022-11-01,13,12,0,0,13,12,25
CABEZAS,otras vacunaciones,covid 1ra dosis,2022-11-01,6,3,4,3,10,6,16
CAIROMA,otras vacunaciones,covid 1ra dosis,2022-11-01,5,3,7,0,12,3,15
"CAIZA ""D""",otras vacunaciones,covid 1ra dosis,2022-11-01,3,2,1,0,4,2,6
CAJUATA,otras vacunaciones,covid 1ra dosis,2022-11-01,5,4,7,21,12,25,37
CALACOTO,otras vacunaciones,covid 1ra dosis,2022-11-01,0,0,4,10,4,10,14
CALAMARCA,otras vacunaciones,covid 1ra dosis,2022-11-01,3,8,5,2,8,10,18
CAMARGO,otras vacunaciones,covid 1ra dosis,2022-11-01,5,1,1,3,6,4,10
CAMIRI,otras vacunaciones,covid 1ra dosis,2022-11-01,0,2,0,0,0,2,2
CAPINOTA,otras vacunaciones,covid 1ra dosis,2022-11-01,13,10,0,0,13,10,23
CAQUIAVIRI,otras vacunaciones,covid 1ra dosis,2022-11-01,3,3,0,0,3,3,6
CARACOLLO,otras vacunaciones,covid 1ra dosis,2022-11-01,7,12,4,1,11,13,24
CARANAVI,otras vacunaciones,covid 1ra dosis,2022-11-01,12,11,30,35,42,46,88
CARMEN RIVERO TORREZ,otras vacunaciones,covid 1ra dosis,2022-11-01,1,0,0,0,1,0,1
CATACORA,otras vacunaciones,covid 1ra dosis,2022-11-01,0,0,2,2,2,2,4
CHACARILLA,otras vacunaciones,covid 1ra dosis,2022-11-01,1,0,1,3,2,3,5
CHALLAPATA,otras vacunaciones,covid 1ra dosis,2022-11-01,10,4,1,0,11,4,15
CHAQUI,otras vacunaciones,covid 1ra dosis,2022-11-01,4,2,0,0,4,2,6
CHARAGUA,otras vacunaciones,covid 1ra dosis,2022-11-01,3,2,11,9,14,11,25
CHARAÑA,otras vacunaciones,covid 1ra dosis,2022-11-01,0,1,8,4,8,5,13
CHAYANTA,otras vacunaciones,covid 1ra dosis,2022-11-01,5,1,0,0,5,1,6
CHIMORE,otras vacunaciones,covid 1ra dosis,2022-11-01,10,8,1,0,11,8,19
CHIPAYA,otras vacunaciones,covid 1ra dosis,2022-11-01,5,0,0,0,5,0,5
CHUA COCANI,otras vacunaciones,covid 1ra dosis,2022-11-01,0,0,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,covid 1ra dosis,2022-11-01,4,2,8,8,12,10,22
CHUMA,otras vacunaciones,covid 1ra dosis,2022-11-01,1,3,6,9,7,12,19
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,covid 1ra dosis,2022-11-01,1,0,5,6,6,6,12
CKOCHAS,otras vacunaciones,covid 1ra dosis,2022-11-01,5,2,5,2,10,4,14
CLIZA,otras vacunaciones,covid 1ra dosis,2022-11-01,8,9,7,5,15,14,29
COBIJA,otras vacunaciones,covid 1ra dosis,2022-11-01,8,12,68,84,76,96,172
COCAPATA,otras vacunaciones,covid 1ra dosis,2022-11-01,6,10,0,0,6,10,16
COCHABAMBA,otras vacunaciones,covid 1ra dosis,2022-11-01,281,272,113,70,394,342,736
COIPASA,otras vacunaciones,covid 1ra dosis,2022-11-01,6,4,0,0,6,4,10
COLCAPIRHUA,otras vacunaciones,covid 1ra dosis,2022-11-01,4,4,52,36,56,40,96
"COLCHA ""K""",otras vacunaciones,covid 1ra dosis,2022-11-01,22,0,2,0,24,0,24
COLLANA,otras vacunaciones,covid 1ra dosis,2022-11-01,0,1,1,1,1,2,3
COLOMI,otras vacunaciones,covid 1ra dosis,2022-11-01,5,4,3,3,8,7,15
COLPA BELGICA,otras vacunaciones,covid 1ra dosis,2022-11-01,1,0,0,0,1,0,1
COLQUECHACA,otras vacunaciones,covid 1ra dosis,2022-11-01,6,0,5,11,11,11,22
COLQUENCHA,otras vacunaciones,covid 1ra dosis,2022-11-01,4,5,8,3,12,8,20
COLQUIRI,otras vacunaciones,covid 1ra dosis,2022-11-01,3,3,21,17,24,20,44
COMANCHE,otras vacunaciones,covid 1ra dosis,2022-11-01,1,1,3,2,4,3,7
COMARAPA,otras vacunaciones,covid 1ra dosis,2022-11-01,2,6,0,1,2,7,9
CONCEPCION,otras vacunaciones,covid 1ra dosis,2022-11-01,7,10,0,0,7,10,17
COPACABANA,otras vacunaciones,covid 1ra dosis,2022-11-01,1,2,13,13,14,15,29
CORIPATA,otras vacunaciones,covid 1ra dosis,2022-11-01,5,6,2,2,7,8,15
CORO CORO,otras vacunaciones,covid 1ra dosis,2022-11-01,2,2,7,13,9,15,24
COROICO,otras vacunaciones,covid 1ra dosis,2022-11-01,18,4,3,6,21,10,31
CORQUE,otras vacunaciones,covid 1ra dosis,2022-11-01,8,7,0,0,8,7,15
COTAGAITA,otras vacunaciones,covid 1ra dosis,2022-11-01,6,10,7,3,13,13,26
