,group,variable,month,17.22 ANTIAMARÍLICA ( DOSIS ÚNICA) DENTRO,17.22 ANTIAMARÍLICA ( DOSIS ÚNICA) DENTRO,17.22 ANTIAMARÍLICA ( DOSIS ÚNICA) FUERA,17.22 ANTIAMARÍLICA ( DOSIS ÚNICA) FUERA,TOTALES,TOTALES,TOTALES
SICA SICA (VILLA AROMA),otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,0,0,19,26,19,26,45
SORACACHI,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,0,2,0,2,0,4,4
SORATA,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,0,8,7,12,7,20,27
SUCRE,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,17,33,0,0,17,33,50
TACACOMA,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,14,11,1,0,15,11,26
TARIJA,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,72,68,197,10,269,78,347
TIQUIPAYA,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,19,17,1,5,20,22,42
TIRAQUE (CBBA),otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,1,3,3,1,4,4,8
TOCO,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,0,0,5,3,5,3,8
TRINIDAD,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,63,56,1,164,64,220,284
TUPIZA,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,24,4,2,2,26,6,32
URIONDO (A. CONCEPCION),otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,0,2,0,0,0,2,2
UYUNI,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,31,6,0,0,31,6,37
VACAS,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,5,1,1,5,6,6,12
VIACHA,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,68,13,0,1,68,14,82
VILLA MONTES,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,21,15,3,1,24,16,40
VILLA TUNARI,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,13,19,0,0,13,19,32
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,1,0,0,0,1,0,1
VILLAZON,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,10,20,0,0,10,20,30
VINTO,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,6,3,8,11,14,14,28
VITICHI,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,1,1,1,1,2,2,4
WARNES,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,14,9,1,3,15,12,27
YACUIBA,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,19,5,15,4,34,9,43
YANACACHI,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,3,6,7,12,10,18,28
YAPACANI,otras vacunaciones,antiamarilica ( dosis unica),2022-06-01,13,8,8,3,21,11,32
ACHACACHI,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,9,38,18,19,27,57,84
AIQUILE,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,1,0,0,0,1,0,1
ANCORAIMES,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,3,2,0,0,3,2,5
ANDAMARCA,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,0,0,1,3,1,3,4
APOLO,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,9,10,0,0,9,10,19
ARANI,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,0,1,0,0,0,1,1
ARQUE,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,2,4,0,0,2,4,6
ASCENCION DE GUARAYOS,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,1,2,3,7,4,9,13
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,0,0,3,2,3,2,5
BATALLAS,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,0,6,0,0,0,6,6
BAURES,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,1,2,0,0,1,2,3
BELLA FLOR,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,0,0,3,4,3,4,7
BERMEJO,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,10,3,0,0,10,3,13
BUENA VISTA,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,0,2,0,0,0,2,2
"CAIZA ""D""",otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,2,4,0,0,2,4,6
CALAMARCA,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,8,10,0,0,8,10,18
CAMARGO,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,3,3,0,0,3,3,6
CAMIRI,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,1,4,0,0,1,4,5
CAPINOTA,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,3,3,0,0,3,3,6
CARACOLLO,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,1,1,0,0,1,1,2
CARANAVI,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,23,25,0,0,23,25,48
CARAPARI,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,1,0,3,2,4,2,6
CHALLAPATA,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,1,3,2,5,3,8,11
CHARAGUA,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,0,2,0,0,0,2,2
CHIMORE,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,10,12,9,8,19,20,39
CHUA COCANI,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,20,1,26,14,46,15,61
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,19,40,105,133,124,173,297
COBIJA,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,4,24,15,9,19,33,52
COCAPATA,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,3,3,0,3,3,6,9
COCHABAMBA,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,115,162,99,35,214,197,411
COLCAPIRHUA,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,5,17,1,2,6,19,25
"COLCHA ""K""",otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,5,7,0,0,5,7,12
COLOMI,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,1,0,0,0,1,0,1
COLQUENCHA,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,2,3,12,7,14,10,24
COLQUIRI,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,20,27,66,81,86,108,194
COMANCHE,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,1,2,0,0,1,2,3
COMARAPA,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,0,0,3,0,3,0,3
CONCEPCION,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,14,12,0,7,14,19,33
CORO CORO,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,2,3,7,16,9,19,28
COROICO,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,3,5,1,0,4,5,9
COTOCA,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,10,3,0,0,10,3,13
CUATRO CAÑADAS,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,18,6,6,3,24,9,33
EL ALTO,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,1653,2380,3690,4070,5343,6450,11793
EL PUENTE(STC),otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,1,4,0,0,1,4,5
EL TORNO,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,6,7,0,0,6,7,13
ENTRE RIOS TRJ,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,1,0,0,0,1,0,1
ENTRE RIOS CBBA,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,15,15,0,0,15,15,30
ESCOMA,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,3,3,2,0,5,3,8
FERNANDEZ ALONSO,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,0,0,4,1,4,1,5
GENERAL SAAVEDRA,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,1,3,0,0,1,3,4
GUAYARAMERIN,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,2,1,0,5,2,6,8
GUTIERREZ,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,1,1,2,4,3,5,8
HUACARETA,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,1,2,0,0,1,2,3
HUANUNI,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,0,0,4,5,4,5,9
HUARINA,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,2,2,1,2,3,4,7
HUATAJATA,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,3,6,0,0,3,6,9
ICHOCA,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,8,15,53,51,61,66,127
INQUISIVI,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,6,28,61,56,67,84,151
IRUPANA (VILLA DE LANZA),otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,3,0,31,44,34,44,78
IXIAMAS,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,29,39,152,83,181,122,303
JESUS DE MACHACA,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,4,5,0,0,4,5,9
LA ASUNTA,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,0,0,0,1,0,1,1
LA GUARDIA,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,43,77,19,45,62,122,184
LA PAZ,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,312,378,13,16,325,394,719
LAJA,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,12,7,0,0,12,7,19
LAS CARRERAS,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,2,4,0,0,2,4,6
LLALLAGUA,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,18,25,19,17,37,42,79
MALLA,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,0,0,5,3,5,3,8
MAPIRI,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,39,49,95,76,134,125,259
MINEROS,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,3,1,0,0,3,1,4
MOCOMOCO,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,4,12,36,46,40,58,98
MONTEAGUDO,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,2,4,4,6,6,10,16
MONTERO,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,9,18,16,38,25,56,81
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,3,1,6,0,9,1,10
ORURO,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,30,78,10,20,40,98,138
PADILLA,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,0,3,0,0,0,3,3
PAILON,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,7,7,1,3,8,10,18
PALOS BLANCOS,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,17,26,86,82,103,108,211
PATACAMAYA,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,7,8,0,0,7,8,15
PELECHUCO,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,0,0,5,4,5,4,9
POCOATA,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,0,0,1,0,1,0,1
PORONGO,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,2,1,0,0,2,1,3
PORTACHUELO,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,0,3,1,1,1,4,5
POTOSI,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,7,10,0,2,7,12,19
PUCARANI,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,6,1,0,1,6,2,8
PUERTO ACOSTA,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,2,11,15,13,17,24,41
PUERTO CARABUCO,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,1,4,65,17,66,21,87
PUERTO GONZALO MORENO,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,0,0,1,2,1,2,3
PUERTO PEREZ,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,1,3,0,0,1,3,4
PUERTO QUIJARRO,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,3,4,1,1,4,5,9
PUERTO SUAREZ,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,2,0,0,0,2,0,2
PUERTO VILLARROEL,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,28,16,0,7,28,23,51
PUNATA,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,3,7,0,1,3,8,11
QUIABAYA,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,0,0,8,9,8,9,17
QUILLACOLLO,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,6,6,5,20,11,26,37
QUIME,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,0,0,100,89,100,89,189
REYES,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,1,0,0,0,1,0,1
RIBERALTA,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,3,5,0,0,3,5,8
ROBORE,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,1,1,0,0,1,1,2
RURRENABAQUE,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,36,8,0,1,36,9,45
SACABA,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,12,16,2,2,14,18,32
SACABAMBA,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,0,2,0,0,0,2,2
SACACA,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,1,4,2,3,3,7,10
SALINAS DE GARCI MENDOZA,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,7,9,3,7,10,16,26
SAN ANTONIO DE LOMERIO,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,4,10,0,1,4,11,15
SAN BENITO,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,1,17,0,0,1,17,18
SAN BORJA,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,3,20,5,2,8,22,30
SAN BUENA VENTURA,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,4,2,10,14,14,16,30
SAN IGNACIO,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,14,22,3,0,17,22,39
SAN IGNACIO DE VELASCO,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,24,28,16,50,40,78,118
SAN JAVIER(BNI),otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,2,2,0,0,2,2,4
SAN JOAQUIN,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,2,1,0,0,2,1,3
SAN JOSE DE CHIQUITOS,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,7,0,4,1,11,1,12
SAN JULIAN,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,6,17,10,11,16,28,44
SAN LORENZO(PND),otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,2,4,5,8,7,12,19
SAN MATIAS,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,2,2,0,0,2,2,4
SAN PEDRO DE TIQUINA,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,2,3,0,0,2,3,5
SAN PEDRO(PND),otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,0,0,7,2,7,2,9
SAN RAFAEL,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,0,0,3,0,3,0,3
SAN RAMON SCZ,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,1,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,670,807,59,111,729,918,1647
SANTIAGO DE HUARI,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,3,5,0,3,3,8,11
SANTIAGO DE HUATA,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,2,8,7,17,9,25,34
SANTUARIO DE QUILLACAS,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,0,0,0,1,0,1,1
SAPAHAQUI,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,0,11,1,1,1,12,13
SENA,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,0,0,10,9,10,9,19
SHINAOTA,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,3,0,0,0,3,0,3
SICA SICA (VILLA AROMA),otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,0,0,1,3,1,3,4
SIPE SIPE,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,2,3,0,0,2,3,5
SORACACHI,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,5,3,0,0,5,3,8
SORATA,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,6,13,16,25,22,38,60
SUCRE,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,16,48,0,0,16,48,64
TACACOMA,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,6,9,9,11,15,20,35
TAPACARI,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,2,3,0,0,2,3,5
TARATA,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,2,2,0,0,2,2,4
TARIJA,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,63,107,0,1,63,108,171
TEOPONTE,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,6,4,0,0,6,4,10
TIQUIPAYA,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,22,41,4,8,26,49,75
TIRAQUE (CBBA),otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,1,2,0,0,1,2,3
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,4,6,0,0,4,6,10
TOLATA,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,0,0,1,0,1,0,1
TRINIDAD,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,22,46,6,3,28,49,77
TUPIZA,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,2,8,2,5,4,13,17
UNCIA,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,0,0,1,2,1,2,3
URUBICHA,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,0,1,0,0,0,1,1
VACAS,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,0,0,1,5,1,5,6
VALLEGRANDE,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,1,1,0,0,1,1,2
VIACHA,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,16,31,0,1,16,32,48
VILA VILA,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,0,0,6,9,6,9,15
VILLA MONTES,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,27,22,200,1,227,23,250
VILLA TUNARI,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,5,13,69,75,74,88,162
VILLAZON,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,21,36,0,0,21,36,57
VINTO,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,1,4,2,16,3,20,23
WALDO BALLIVIAN,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,4,13,0,0,4,13,17
WARNES,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,12,11,1,0,13,11,24
YACUIBA,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,30,43,5,2,35,45,80
YANACACHI,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,6,8,16,21,22,29,51
YAPACANI,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,5,13,15,7,20,20,40
YOCALLA,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,1,1,0,0,1,1,2
YUNCHARA,otras vacunaciones,antiamarilica ( dosis unica),2022-07-01,0,2,0,0,0,2,2
ACACIO,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,1,3,0,0,1,3,4
ACHACACHI,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,30,48,6,13,36,61,97
ALCALA,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,0,0,0,2,0,2,2
ANCORAIMES,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,4,4,3,1,7,5,12
ANDAMARCA,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,0,0,0,4,0,4,4
APOLO,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,3,7,0,0,3,7,10
ARQUE,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,0,1,0,1,0,2,2
ASCENCION DE GUARAYOS,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,7,3,0,0,7,3,10
ATOCHA,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,0,0,0,1,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,0,0,4,5,4,5,9
BATALLAS,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,5,11,0,0,5,11,16
BAURES,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,2,1,92,10,94,11,105
BELLA FLOR,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,0,0,9,8,9,8,17
BERMEJO,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,16,12,1,0,17,12,29
BUENA VISTA,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,4,3,0,0,4,3,7
CABEZAS,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,1,2,0,0,1,2,3
CALAMARCA,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,0,0,4,5,4,5,9
CAMARGO,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,4,8,2,2,6,10,16
CAMIRI,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,8,5,0,0,8,5,13
CAQUIAVIRI,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,2,6,0,0,2,6,8
CARACOLLO,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,0,2,3,3,3,5,8
CARANAVI,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,27,33,16,15,43,48,91
CARAPARI,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,7,1,0,0,7,1,8
CATACORA,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,1,0,8,17,9,17,26
CHALLAPATA,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,2,0,0,0,2,0,2
CHARAGUA,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,4,4,1,0,5,4,9
CHIMORE,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,5,4,73,50,78,54,132
CHUA COCANI,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,24,6,0,0,24,6,30
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,23,33,170,193,193,226,419
COBIJA,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,11,17,56,33,67,50,117
COCAPATA,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,2,3,2,2,4,5,9
COCHABAMBA,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,115,179,69,172,184,351,535
COLCAPIRHUA,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,5,3,2,12,7,15,22
"COLCHA ""K""",otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,1,5,0,0,1,5,6
COLLANA,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,0,5,0,0,0,5,5
COLPA BELGICA,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,4,3,0,0,4,3,7
COLQUECHACA,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,0,1,0,0,0,1,1
COLQUENCHA,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,0,0,2,6,2,6,8
COLQUIRI,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,13,27,144,145,157,172,329
COMANCHE,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,0,0,0,2,0,2,2
CONCEPCION,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,2,4,0,5,2,9,11
CORO CORO,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,0,3,11,15,11,18,29
COROICO,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,4,5,5,5,9,10,19
COTAGAITA,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,1,2,0,0,1,2,3
COTOCA,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,15,9,0,0,15,9,24
CUATRO CAÑADAS,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,7,6,11,14,18,20,38
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,0,0,1,5,1,5,6
EL ALTO,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,739,1169,859,1127,1598,2296,3894
EL PUENTE(STC),otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,5,3,0,0,5,3,8
EL TORNO,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,2,9,1,0,3,9,12
ENTRE RIOS TRJ,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,1,3,4,3,5,6,11
ENTRE RIOS CBBA,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,17,24,5,0,22,24,46
FERNANDEZ ALONSO,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,0,0,0,3,0,3,3
FILADELFIA,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,0,0,2,0,2,0,2
GENERAL SAAVEDRA,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,0,3,0,0,0,3,3
GUAQUI,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,1,0,0,0,1,0,1
GUAYARAMERIN,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,6,2,1,0,7,2,9
HUANUNI,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,4,7,0,1,4,8,12
HUARINA,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,11,10,0,0,11,10,21
HUATAJATA,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,0,6,0,0,0,6,6
ICHOCA,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,0,0,12,9,12,9,21
INGAVI (HUMAITA),otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,0,0,4,3,4,3,7
INQUISIVI,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,5,8,118,90,123,98,221
IRUPANA (VILLA DE LANZA),otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,9,14,40,46,49,60,109
IXIAMAS,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,19,19,47,72,66,91,157
LA GUARDIA,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,45,55,11,29,56,84,140
LA PAZ,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,638,734,283,261,921,995,1916
LAGUNILLAS,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,0,0,7,1,7,1,8
LAJA,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,5,7,7,8,12,15,27
LLALLAGUA,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,22,50,29,33,51,83,134
LURIBAY,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,6,2,0,0,6,2,8
MACHARETI,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,5,0,5,0,10,0,10
MALLA,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,5,5,0,0,5,5,10
MAPIRI,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,16,25,18,35,34,60,94
MINEROS,otras vacunaciones,antiamarilica ( dosis unica),2022-08-01,9,1,0,0,9,1,10
