,group,variable,month,DPT 4TA DOSIS CANTIDAD,DPT 4TA DOSIS CANTIDAD,TOTALES
MONTEAGUDO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,8,4,12
MONTERO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,63,4,67
MORO MORO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,0,1,1
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,0,1,1
OCURI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,0,19,19
OKINAWA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,19,45,64
OMEREQUE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,3,5,8
ORURO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,73,52,125
PADCAYA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,9,20,29
PADILLA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,2,0,2
PAILON,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,15,9,24
PAMPA AULLAGAS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,0,1,1
PAMPA GRANDE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,4,8,12
PAZÑA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,1,0,1
POCOATA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,15,6,21
POCONA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,2,2,4
POJO (CBBA),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,0,7,7
POROMA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,3,13,16
PORONGO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,1,6,7
POSTRER VALLE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,0,1,1
POTOSI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,87,335,422
PRESTO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,1,1,2
PUCARA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,16,0,16
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,1,0,1
PUERTO SUAREZ,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,19,1,20
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,11,11,22
PUNA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,1,0,1
PUNATA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,2,1,3
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,20,18,38
REYES,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,18,0,18
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,10,2,12
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,7,3,10
SACABA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,9,34,43
SACACA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,0,36,36
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,3,6,9
SAMAIPATA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,12,1,13
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,5,27,32
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,53,32,85
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,0,4,4
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,28,84,112
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,46,68,114
SAN JOAQUIN,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,0,63,63
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,9,116,125
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,0,1,1
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,1,5,6
SAN LUCAS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,7,4,11
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,5,27,32
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,15,5,20
SAN RAMON BENI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,10,7,17
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,7,11,18
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,219,141,360
SANTA ROSA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,9,8,17
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,1,5,6
SAPAHAQUI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,0,6,6
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,12,4,16
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,6,20,26
SOPACHUY,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,3,18,21
SORATA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,0,7,7
SUCRE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,141,135,276
TACACOMA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,0,5,5
TACOBAMBA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,1,8,9
TACOPAYA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,2,43,45
TAPACARI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,4,10,14
TARABUCO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,5,0,5
TARIJA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,110,85,195
TARVITA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,1,4,5
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,33,71,104
TOMINA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,2,0,2
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,4,17,21
TRIGAL,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,0,1,1
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,29,25,54
TUPIZA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,11,14,25
UNCIA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,0,5,5
UYUNI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,2,0,2
VACAS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,0,9,9
VALLEGRANDE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,5,0,5
VILLA CHARCAS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,6,5,11
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,22,106,128
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,18,27,45
VILLAZON,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,18,12,30
VITICHI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,0,9,9
WARNES,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,60,17,77
YACUIBA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,63,181,244
YAMPARAEZ,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,0,1,1
YOCALLA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,8,10,18
YOTALA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,2,0,2
YUNCHARA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,0,2,2
ZUDAÑEZ,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-06-01,2,3,5
ACACIO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,1,0,1
AIQUILE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,8,4,12
ANCORAIMES,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,8,0,8
ANDAMARCA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,3,0,3
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,17,0,17
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,0,4,4
BATALLAS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,1,1,2
BERMEJO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,11,65,76
BETANZOS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,4,1,5
BOLIVAR,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,0,1,1
BOLPEBRA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,1,0,1
BOYUIBE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,1,0,1
BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,3,9,12
CABEZAS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,4,15,19
CAJUATA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,1,3,4
CALAMARCA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,1,0,1
CAMARGO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,0,3,3
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,1,0,1
CAPINOTA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,1,0,1
CAQUIAVIRI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,2,0,2
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,16,7,23
CHAQUI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,4,0,4
CHIMORE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,3,0,3
COBIJA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,28,4,32
COCAPATA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,5,6,11
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,141,1,142
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,4,0,4
COLQUECHACA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,4,0,4
COLQUIRI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,0,12,12
CONCEPCION,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,5,0,5
CORO CORO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,3,1,4
COROICO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,1,0,1
COTAGAITA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,3,6,9
COTOCA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,36,54,90
DESAGUADERO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,2,0,2
EL ALTO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,361,179,540
EL PUENTE(TJA),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,1,0,1
EL TORNO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,42,32,74
EL VILLAR,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,0,4,4
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,20,5,25
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,14,1,15
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,0,1,1
FILADELFIA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,1,6,7
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,32,27,59
HUACARETA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,1,0,1
HUANUNI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,2,61,63
HUARACAJE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,0,14,14
HUAYLLAMARCA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,0,1,1
ICHOCA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,0,8,8
ICLA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,6,2,8
INCAHUASI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,0,11,11
INQUISIVI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,1,5,6
JESUS DE MACHACA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,4,2,6
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,4,1,5
LA PAZ,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,98,12,110
LAGUNILLAS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,1,1,2
LICOMA PAMPA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,8,0,8
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,9,6,15
MACHACAMARCA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,1,0,1
MACHARETI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,2,0,2
MAGDALENA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,0,26,26
MAIRANA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,5,3,8
MINEROS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,15,10,25
MIZQUE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,0,3,3
MONTEAGUDO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,8,23,31
MONTERO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,58,15,73
MORO MORO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,1,1,2
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,2,4,6
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,1,0,1
OKINAWA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,21,14,35
OMEREQUE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,2,1,3
ORURO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,116,39,155
PADCAYA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,2,2,4
PADILLA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,0,1,1
PAILON,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,0,20,20
PALOS BLANCOS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,1,0,1
PAMPA AULLAGAS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,0,2,2
PAMPA GRANDE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,1,2,3
PAZÑA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,0,1,1
POCOATA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,0,12,12
POROMA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,6,15,21
PORONGO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,4,28,32
POTOSI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,63,4,67
PRESTO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,1,8,9
PUERTO CARABUCO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,5,0,5
PUERTO SUAREZ,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,6,0,6
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,19,5,24
PUNATA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,11,1,12
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,41,27,68
QUIRUSILLAS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,2,0,2
RAVELO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,0,12,12
REYES,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,19,26,45
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,57,37,94
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,7,0,7
SACABA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,26,36,62
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,1,1,2
SAMAIPATA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,2,3,5
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,22,45,67
SAN BENITO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,0,1,1
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,31,27,58
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,73,29,102
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,2,0,2
SAN JOAQUIN,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,8,25,33
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,2,0,2
SAN JUAN DE YAPACANI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,2,0,2
SAN LORENZO(PND),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,2,8,10
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,2,0,2
SAN LUCAS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,5,12,17
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,18,18,36
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,17,2,19
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,0,2,2
SAN RAMON BENI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,2,0,2
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,7,42,49
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,473,123,596
SANTA ROSA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,25,6,31
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,2,2,4
SAPAHAQUI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,0,9,9
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,4,3,7
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,12,26,38
SUCRE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,99,16,115
TACACOMA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,1,0,1
TAPACARI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,2,0,2
TARATA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,5,0,5
TARIJA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,95,36,131
TARVITA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,2,7,9
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,36,20,56
TOMINA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,5,6,11
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,3,26,29
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,28,398,426
TURCO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,1,0,1
UNCIA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,0,3,3
VALLEGRANDE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,5,0,5
VILLA CHARCAS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,9,17,26
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,14,1,15
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,33,18,51
VILLAZON,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,11,1,12
WARNES,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,64,16,80
YACUIBA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,49,135,184
YAPACANI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,10,4,14
YOTALA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,3,2,5
YUNCHARA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-07-01,1,2,3
ACHACACHI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,3,1,4
AIQUILE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,11,4,15
APOLO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,1,7,8
AYO AYO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,4,5,9
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,0,9,9
BATALLAS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,2,0,2
BAURES,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,7,0,7
BERMEJO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,10,36,46
BETANZOS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,1,5,6
CABEZAS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,3,11,14
CAJUATA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,7,1,8
CALACOTO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,0,16,16
CALAMARCA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,3,2,5
CAMARGO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,0,8,8
CAMIRI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,1,0,1
CAQUIAVIRI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,0,4,4
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,1,17,18
CARMEN RIVERO TORREZ,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,0,1,1
CHARAGUA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,0,1,1
CHIMORE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,3,4,7
COBIJA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,20,8,28
COCAPATA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,1,11,12
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,153,0,153
COLOMI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,11,18,29
COLQUECHACA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,9,0,9
COLQUIRI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,0,4,4
CORIPATA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,1,0,1
CORO CORO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,7,14,21
COTAGAITA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-08-01,1,0,1
