,group,variable,month,SRP DOSIS ÚNICA CANTIDAD,SRP DOSIS ÚNICA CANTIDAD,TOTALES
CARANAVI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-09-01,0,2,2
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-09-01,1,2,3
CHAQUI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-09-01,1,1,2
CHIMORE,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-09-01,0,4,4
CHUMA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-09-01,0,9,9
COBIJA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-09-01,3,4,7
COCAPATA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-09-01,0,3,3
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-09-01,34,12,46
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-09-01,2,0,2
"COLCHA ""K""",vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-09-01,3,2,5
COPACABANA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-09-01,1,2,3
COROICO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-09-01,1,1,2
COTOCA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-09-01,6,2,8
CUEVO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-09-01,0,1,1
EL ALTO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-09-01,111,82,193
EL TORNO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-09-01,1,1,2
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-09-01,2,2,4
EXALTACION,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-09-01,0,3,3
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-09-01,1,0,1
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-09-01,2,3,5
HUANUNI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-09-01,3,4,7
ICHOCA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-09-01,0,1,1
IXIAMAS,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-09-01,2,0,2
LA ASUNTA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-09-01,1,0,1
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-09-01,2,0,2
LA PAZ,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-09-01,36,6,42
MAGDALENA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-09-01,4,0,4
MAIRANA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-09-01,1,0,1
MALLA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-09-01,0,1,1
MINEROS,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-09-01,0,1,1
MONTEAGUDO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-09-01,0,1,1
MONTERO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-09-01,9,4,13
ORURO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-09-01,25,7,32
PADCAYA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-09-01,0,1,1
PAILON,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-09-01,1,8,9
PALOS BLANCOS,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-09-01,2,0,2
PAPEL PAMPA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-09-01,1,0,1
PELECHUCO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-09-01,1,0,1
POTOSI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-09-01,7,1,8
PUCARANI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-09-01,2,0,2
PUERTO RICO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-09-01,1,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-09-01,1,1,2
PUNATA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-09-01,3,0,3
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-09-01,3,6,9
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-09-01,3,6,9
SACABA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-09-01,8,6,14
SAIPINA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-09-01,0,1,1
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-09-01,0,5,5
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-09-01,4,3,7
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-09-01,1,0,1
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-09-01,2,1,3
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-09-01,1,0,1
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-09-01,0,1,1
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-09-01,0,1,1
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-09-01,1,0,1
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-09-01,1,0,1
SAN PEDRO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-09-01,1,0,1
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-09-01,0,1,1
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-09-01,0,1,1
SAN RAMON BENI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-09-01,2,2,4
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-09-01,162,53,215
SANTA ROSA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-09-01,1,0,1
SORATA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-09-01,0,2,2
SUCRE,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-09-01,9,5,14
TACACOMA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-09-01,1,0,1
TACOPAYA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-09-01,1,0,1
TARIJA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-09-01,4,4,8
TEOPONTE,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-09-01,0,1,1
TIPUANI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-09-01,0,3,3
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-09-01,12,2,14
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-09-01,1,0,1
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-09-01,0,1,1
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-09-01,16,0,16
TUPIZA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-09-01,13,0,13
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-09-01,4,0,4
VILLA RIVERO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-09-01,3,1,4
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-09-01,2,1,3
VILLAZON,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-09-01,1,0,1
VINTO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-09-01,1,0,1
WARNES,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-09-01,5,0,5
YACUIBA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-09-01,3,2,5
ACHACACHI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,0,2,2
AIQUILE,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,1,0,1
APOLO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,0,1,1
ARBIETO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,0,4,4
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,19,2,21
ATOCHA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,0,2,2
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,1,3,4
BATALLAS,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,0,1,1
BETANZOS,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,0,4,4
BOLIVAR,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,0,1,1
CAIROMA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,0,10,10
"CAIZA ""D""",vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,0,4,4
CALACOTO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,0,1,1
CALAMARCA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,0,1,1
CAMIRI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,3,5,8
CAQUIAVIRI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,0,1,1
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,2,0,2
CARANAVI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,0,9,9
CARAPARI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,0,29,29
CHACARILLA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,0,1,1
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,0,2,2
CHAQUI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,0,1,1
CHARAÑA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,1,0,1
CHIMORE,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,11,14,25
CHIPAYA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,0,1,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,0,9,9
CHUMA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,2,3,5
CLIZA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,1,0,1
COBIJA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,7,14,21
COCAPATA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,2,3,5
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,63,41,104
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,15,0,15
"COLCHA ""K""",vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,3,4,7
COLOMI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,30,30,60
COLQUECHACA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,1,3,4
COMARAPA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,0,2,2
CORIPATA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,2,2,4
COROICO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,1,11,12
CORQUE,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,0,1,1
COTAGAITA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,1,2,3
COTOCA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,9,2,11
CULPINA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,0,19,19
EL ALTO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,113,226,339
EL PUENTE(TJA),vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,1,0,1
EL TORNO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,5,0,5
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,0,2,2
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,3,0,3
ESCOMA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,2,4,6
ESMERALDA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,0,1,1
EXALTACION,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,0,13,13
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,1,1,2
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,1,1,2
HUANUNI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,3,3,6
HUMANATA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,0,10,10
INGAVI (HUMAITA),vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,3,6,9
INQUISIVI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,0,1,1
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,0,8,8
IXIAMAS,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,2,0,2
JESUS DE MACHACA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,1,0,1
LA ASUNTA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,8,18,26
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,1,0,1
LA PAZ,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,196,220,416
LAJA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,0,2,2
LLICA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,1,51,52
MACHARETI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,0,1,1
MAGDALENA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,0,12,12
MAIRANA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,2,3,5
MAPIRI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,0,4,4
MECAPACA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,2,2,4
MINEROS,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,3,6,9
MIZQUE,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,0,12,12
MONTERO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,2,1,3
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,2,1,3
OMEREQUE,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,0,1,1
ORURO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,80,20,100
PADILLA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,1,0,1
PAILON,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,0,3,3
PALCA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,0,10,10
PALOS BLANCOS,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,4,0,4
PAMPA GRANDE,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,0,4,4
PAPEL PAMPA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,1,0,1
PELECHUCO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,1,41,42
POCOATA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,0,1,1
POCONA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,0,5,5
POJO (CBBA),vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,0,1,1
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,2,3,5
PORVENIR,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,1,0,1
POTOSI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,11,7,18
PUCARA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,35,0,35
PUCARANI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,0,1,1
PUERTO ACOSTA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,0,8,8
PUERTO CARABUCO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,0,2,2
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,1,0,1
PUERTO RICO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,0,6,6
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,1,20,21
PUNA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,0,2,2
PUNATA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,1,2,3
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,12,1,13
QUIME,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,0,4,4
RAVELO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,0,106,106
REYES,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,0,2,2
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,11,14,25
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,1,1,2
SACABA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,5,481,486
SACACA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,0,1,1
SAIPINA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,0,3,3
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,0,1,1
SAN AGUSTIN,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,0,2,2
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,1,18,19
SAN BENITO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,0,1,1
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,4,10,14
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,1,0,1
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,0,2,2
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,3,0,3
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,0,7,7
SAN JOAQUIN,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,0,1,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,3,0,3
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,0,2,2
SAN LORENZO(PND),vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,0,7,7
SAN LUCAS,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,1,1,2
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,1,9,10
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,0,1,1
SAN PEDRO(PND),vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,0,4,4
SAN RAMON BENI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,0,1,1
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,1,12,13
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,194,139,333
SANTA ROSA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,0,4,4
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,1,2,3
SANTIAGO DE HUATA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,0,26,26
SANTIVAÑES,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,96,95,191
SAPAHAQUI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,0,1,1
SHINAOTA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,3,0,3
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,3,0,3
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,9,1,10
SORACACHI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,1,1,2
SUCRE,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,36,148,184
TACACOMA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,3,0,3
TAPACARI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,0,1,1
TARABUCO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,2,0,2
TARIJA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,6,8,14
TIAWANACU,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,0,1,1
TINGUIPAYA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,0,5,5
TIPUANI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,0,2,2
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,0,10,10
TOCO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,0,1,1
TOLEDO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,0,1,1
TOMAVE,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,0,1,1
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,26,95,121
TUPIZA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,2,0,2
UMALA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,1,0,1
URUBICHA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,0,1,1
VIACHA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,6,24,30
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,2,7,9
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,3,0,3
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,3,5,8
WARNES,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,9,0,9
YACUIBA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,5,11,16
YANACACHI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,1,3,4
YOCALLA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-10-01,0,63,63
ACACIO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,6,0,6
ACHOCALLA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,0,4,4
AIQUILE,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,2,0,2
ALTO BENI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,1,2,3
ANZALDO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,0,1,1
ARBIETO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,0,4,4
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,3,0,3
ATOCHA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,16,85,101
AUCAPATA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,1,4,5
BELEN DE URMIRI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,0,4,4
BERMEJO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,3,0,3
BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,0,1,1
CAIROMA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,0,20,20
CAMIRI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,5,0,5
CAPINOTA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,0,2,2
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,0,3,3
CARMEN RIVERO TORREZ,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,0,1,1
CHARAGUA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,0,3,3
CHIMORE,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,0,12,12
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,2,1,3
CHUMA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,1,0,1
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,0,3,3
CLIZA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,2,0,2
COBIJA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,1,8,9
COCAPATA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,1,0,1
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,105,129,234
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,0,2,2
"COLCHA ""K""",vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,3,5,8
COLLANA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,0,1,1
COLOMI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,2,2,4
COMARAPA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,0,1,1
COMBAYA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2011-11-01,0,3,3
