,group,variable,month,ANTIPOLIOMIELÍTICA 1RA DOSIS CANTIDAD,ANTIPOLIOMIELÍTICA 1RA DOSIS CANTIDAD,TOTALES
ROBORE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-07-01,9,7,16
SACABA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-07-01,2,7,9
SAIPINA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-07-01,1,0,1
SAN BENITO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-07-01,0,4,4
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-07-01,1,0,1
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-07-01,1,0,1
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-07-01,0,1,1
SAN JAVIER(STC),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-07-01,1,4,5
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-07-01,0,20,20
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-07-01,0,1,1
SAN LORENZO(PND),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-07-01,0,5,5
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-07-01,4,0,4
SAN PEDRO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-07-01,2,6,8
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-07-01,4,20,24
SAN RAMON BENI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-07-01,1,1,2
SAN RAMON SCZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-07-01,1,0,1
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-07-01,2,2,4
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-07-01,349,38,387
SENA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-07-01,0,1,1
SHINAOTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-07-01,7,4,11
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-07-01,3,0,3
SOPACHUY,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-07-01,1,0,1
SUCRE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-07-01,24,7,31
TAPACARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-07-01,4,13,17
TARVITA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-07-01,0,1,1
TEOPONTE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-07-01,3,1,4
TIAWANACU,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-07-01,0,6,6
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-07-01,3,8,11
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-07-01,0,2,2
TOCO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-07-01,3,1,4
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-07-01,11,31,42
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-07-01,10,0,10
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-07-01,1,0,1
VILLA RIVERO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-07-01,0,5,5
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-07-01,5,1,6
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-07-01,12,0,12
VINTO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-07-01,29,8,37
WARNES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-07-01,2,0,2
YACUIBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-07-01,3,0,3
ZUDAÑEZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-07-01,1,3,4
ALALAY,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-08-01,0,5,5
ANTEQUERA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-08-01,1,0,1
ARAMPAMPA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-08-01,2,2,4
ARBIETO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-08-01,0,6,6
ARQUE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-08-01,0,10,10
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-08-01,22,1,23
ATOCHA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-08-01,2,0,2
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-08-01,0,14,14
BELEN DE URMIRI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-08-01,1,5,6
BERMEJO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-08-01,3,2,5
CABEZAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-08-01,1,2,3
CAIROMA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-08-01,0,1,1
CALACOTO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-08-01,2,4,6
CAMIRI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-08-01,0,9,9
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-08-01,0,1,1
CARAPARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-08-01,2,1,3
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-08-01,2,6,8
CHIMORE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-08-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-08-01,1,0,1
COBIJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-08-01,4,17,21
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-08-01,57,42,99
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-08-01,2,0,2
COLOMI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-08-01,21,0,21
COLQUECHACA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-08-01,0,1,1
COMARAPA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-08-01,6,9,15
EL ALTO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-08-01,114,30,144
EL PUENTE(STC),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-08-01,8,0,8
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-08-01,2,1,3
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-08-01,1,0,1
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-08-01,12,0,12
FILADELFIA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-08-01,0,17,17
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-08-01,12,0,12
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-08-01,18,42,60
HUANUNI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-08-01,1,9,10
ICLA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-08-01,1,1,2
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-08-01,29,20,49
LA PAZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-08-01,122,38,160
MAIRANA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-08-01,0,1,1
MIZQUE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-08-01,0,1,1
MOJOCOYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-08-01,5,6,11
MONTERO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-08-01,27,0,27
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-08-01,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-08-01,0,4,4
ORURO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-08-01,5,0,5
POJO (CBBA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-08-01,0,1,1
POTOSI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-08-01,31,0,31
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-08-01,3,1,4
PUERTO RICO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-08-01,1,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-08-01,5,1,6
PUNA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-08-01,2,0,2
PUNATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-08-01,11,3,14
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-08-01,8,26,34
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-08-01,2,6,8
ROBORE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-08-01,8,0,8
SACABA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-08-01,5,11,16
SAIPINA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-08-01,1,2,3
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-08-01,3,5,8
SAN ANTONIO DE ESMORUCO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-08-01,1,0,1
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-08-01,1,2,3
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-08-01,3,0,3
SAN JAVIER(STC),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-08-01,0,1,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-08-01,1,0,1
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-08-01,1,9,10
SAN LORENZO(PND),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-08-01,1,0,1
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-08-01,2,0,2
SAN PEDRO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-08-01,6,0,6
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-08-01,0,4,4
SAN RAMON BENI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-08-01,7,16,23
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-08-01,300,22,322
SANTA ROSA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-08-01,2,0,2
SENA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-08-01,3,1,4
SHINAOTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-08-01,8,4,12
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-08-01,8,0,8
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-08-01,1,4,5
SORATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-08-01,0,1,1
SUCRE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-08-01,29,2,31
TACOBAMBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-08-01,0,5,5
TAPACARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-08-01,1,1,2
TARIJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-08-01,19,0,19
TEOPONTE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-08-01,1,0,1
TIAWANACU,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-08-01,0,4,4
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-08-01,9,38,47
TOCO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-08-01,2,0,2
TORO TORO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-08-01,6,0,6
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-08-01,8,0,8
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-08-01,1,1,2
VIACHA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-08-01,7,0,7
VILA VILA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-08-01,1,2,3
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-08-01,34,8,42
VILLAZON,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-08-01,1,0,1
VINTO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-08-01,4,0,4
WARNES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-08-01,2,0,2
YACUIBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-08-01,1,4,5
YUNCHARA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-08-01,0,2,2
ZUDAÑEZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-08-01,0,22,22
ARAMPAMPA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-09-01,3,12,15
ARBIETO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-09-01,0,3,3
ARQUE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-09-01,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-09-01,3,9,12
BATALLAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-09-01,1,1,2
BELEN DE URMIRI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-09-01,1,3,4
BELLA FLOR,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-09-01,0,7,7
BERMEJO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-09-01,6,14,20
CABEZAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-09-01,1,9,10
CALAMARCA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-09-01,0,4,4
CAMIRI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-09-01,1,4,5
CAQUIAVIRI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-09-01,1,1,2
CARAPARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-09-01,1,1,2
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-09-01,5,0,5
CHIMORE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-09-01,0,2,2
CLIZA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-09-01,2,0,2
COBIJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-09-01,8,0,8
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-09-01,100,0,100
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-09-01,6,0,6
COLOMI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-09-01,2,1,3
COLQUECHACA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-09-01,0,2,2
COLQUIRI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-09-01,0,2,2
COMARAPA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-09-01,8,2,10
COTAGAITA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-09-01,0,4,4
COTOCA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-09-01,10,0,10
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-09-01,1,2,3
EL ALTO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-09-01,143,75,218
EL PUENTE(STC),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-09-01,14,7,21
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-09-01,1,0,1
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-09-01,0,2,2
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-09-01,5,0,5
FILADELFIA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-09-01,0,3,3
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-09-01,0,3,3
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-09-01,13,0,13
HUANUNI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-09-01,3,2,5
INQUISIVI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-09-01,0,2,2
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-09-01,31,10,41
LA PAZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-09-01,67,10,77
MINEROS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-09-01,13,12,25
MOJOCOYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-09-01,1,2,3
MONTERO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-09-01,41,44,85
ORURO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-09-01,8,0,8
POCOATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-09-01,0,3,3
POCONA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-09-01,0,2,2
POJO (CBBA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-09-01,3,1,4
POOPO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-09-01,1,0,1
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-09-01,1,0,1
POTOSI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-09-01,2,4,6
PUERTO GONZALO MORENO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-09-01,5,2,7
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-09-01,5,1,6
PUERTO RICO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-09-01,1,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-09-01,2,6,8
PUNATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-09-01,2,11,13
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-09-01,5,2,7
REYES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-09-01,0,21,21
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-09-01,4,1,5
ROBORE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-09-01,13,19,32
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-09-01,0,5,5
SACABA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-09-01,10,41,51
SAIPINA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-09-01,1,15,16
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-09-01,3,5,8
SAN AGUSTIN,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-09-01,2,0,2
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-09-01,9,7,16
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-09-01,2,1,3
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-09-01,9,0,9
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-09-01,0,1,1
SAN JAVIER(STC),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-09-01,1,0,1
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-09-01,1,0,1
SAN LORENZO(PND),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-09-01,0,12,12
SAN PEDRO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-09-01,1,0,1
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-09-01,0,3,3
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-09-01,0,2,2
SAN RAMON BENI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-09-01,1,4,5
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-09-01,0,4,4
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-09-01,378,58,436
SANTIVAÑES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-09-01,1,0,1
SENA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-09-01,1,0,1
SHINAOTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-09-01,5,8,13
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-09-01,1,0,1
SUCRE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-09-01,31,1,32
TACOPAYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-09-01,1,1,2
TAPACARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-09-01,2,5,7
TIAWANACU,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-09-01,0,1,1
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-09-01,2,10,12
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-09-01,17,8,25
TOLEDO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-09-01,0,2,2
TOMAVE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-09-01,0,4,4
TORO TORO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-09-01,0,1,1
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-09-01,4,1,5
VACAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-09-01,0,2,2
VILA VILA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-09-01,0,1,1
VILLA RIVERO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-09-01,2,0,2
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-09-01,1,0,1
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-09-01,32,4,36
VILLAZON,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-09-01,1,0,1
VITICHI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-09-01,0,8,8
WARNES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-09-01,1,1,2
YACUIBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-09-01,1,0,1
