,group,variable,month,ANTI AMARÍLICA CANTIDAD,ANTI AMARÍLICA CANTIDAD,TOTALES
BELEN DE ANDAMARCA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,0,1,1
BERMEJO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,2,9,11
BETANZOS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,1,12,13
BOLPEBRA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,0,3,3
CAMIRI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,3,4,7
CAPINOTA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,1,0,1
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,2,3,5
CARANAVI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,1,0,1
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,31,0,31
CHAQUI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,2,6,8
CHARAGUA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,0,1,1
CHARAÑA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,0,2,2
CHIMORE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,3,3,6
CHIPAYA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,0,2,2
CHOQUE COTA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,2,0,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,0,3,3
CLIZA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,3,8,11
COBIJA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,8,2,10
COCAPATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,0,1,1
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,117,15,132
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,32,1,33
COLOMI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,5,0,5
COLQUECHACA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,1,4,5
COMARAPA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,1,0,1
CONCEPCION,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,3,1,4
COTAGAITA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,5,3,8
COTOCA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,9,5,14
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,0,1,1
CURAHUARA DE CARANGAS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,0,1,1
CURVA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,1,1,2
DESAGUADERO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,0,2,2
EL ALTO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,224,21,245
EL PUENTE(STC),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,2,0,2
EL TORNO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,10,4,14
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,2,0,2
ESCOMA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,0,1,1
EXALTACION,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,1,7,8
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,0,1,1
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,2,15,17
GUTIERREZ,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,0,2,2
HUANUNI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,2,53,55
HUARINA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,0,2,2
HUAYLLAMARCA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,1,0,1
HUMANATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,0,1,1
ICHOCA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,0,6,6
ICLA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,1,0,1
INCAHUASI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,8,2,10
INGAVI (HUMAITA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,0,1,1
JESUS DE MACHACA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,8,0,8
LA ASUNTA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,9,2,11
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,17,1,18
LA PAZ,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,170,13,183
LAJA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,1,0,1
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,0,10,10
MAGDALENA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,0,7,7
MAPIRI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,0,6,6
MOCOMOCO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,0,10,10
MONTEAGUDO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,1,1,2
MONTERO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,16,6,22
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,0,9,9
OKINAWA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,0,1,1
OMEREQUE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,1,0,1
ORURO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,46,28,74
PADCAYA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,2,3,5
PAILON,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,0,7,7
PALOS BLANCOS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,10,1,11
PAMPA GRANDE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,1,0,1
PAZÑA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,0,1,1
POCOATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,1,4,5
POJO (CBBA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,0,1,1
POROMA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,0,1,1
PORONGO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,0,4,4
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,4,0,4
PORVENIR,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,0,4,4
POSTRER VALLE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,1,0,1
POTOSI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,51,11,62
PUCARANI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,0,6,6
PUERTO SILES,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,2,0,2
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,8,6,14
PUNA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,0,5,5
PUNATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,8,5,13
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,28,0,28
RAVELO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,0,13,13
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,7,18,25
ROBORE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,4,1,5
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,3,0,3
SACABA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,12,1,13
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,1,2,3
SAN BENITO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,1,3,4
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,4,9,13
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,1,0,1
SAN CARLOS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,6,0,6
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,1,15,16
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,3,1,4
SAN JOAQUIN,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,3,1,4
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,0,1,1
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,2,1,3
SAN LORENZO(PND),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,0,3,3
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,4,12,16
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,1,0,1
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,3,8,11
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,3,5,8
SAN RAFAEL,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,0,2,2
SAN RAMON BENI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,1,0,1
SAN RAMON SCZ,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,4,0,4
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,3,4,7
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,165,27,192
SANTA ROSA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,0,13,13
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,0,1,1
SANTIAGO DE HUARI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,1,2,3
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,2,1,3
SENA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,0,1,1
SHINAOTA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,1,0,1
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,14,0,14
SUCRE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,41,12,53
TACACOMA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,1,5,6
TACOBAMBA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,0,1,1
TACOPAYA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,0,1,1
TAPACARI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,1,13,14
TARABUCO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,3,1,4
TARIJA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,19,7,26
TARVITA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,1,0,1
TIPUANI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,0,1,1
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,13,3,16
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,1,6,7
TOLATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,1,0,1
TORO TORO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,4,0,4
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,1,4,5
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,25,50,75
TUPIZA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,2,0,2
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,1,0,1
UYUNI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,1,0,1
VALLEGRANDE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,4,0,4
VIACHA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,21,0,21
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,2,58,60
VILLA RIVERO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,0,1,1
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,14,3,17
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,1,1,2
VILLAZON,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,15,3,18
VINTO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,3,0,3
VITICHI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,9,0,9
WARNES,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,17,3,20
YACUIBA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,5,38,43
YANACACHI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,4,0,4
YAPACANI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,4,1,5
YOTALA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-07-01,1,1,2
ACACIO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,0,6,6
ACHACACHI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,1,6,7
ACHOCALLA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,0,1,1
AIQUILE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,1,2,3
ALALAY,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,2,3,5
ANCORAIMES,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,0,51,51
APOLO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,1,8,9
ARBIETO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,0,2,2
ARQUE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,3,0,3
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,2,0,2
ATOCHA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,0,17,17
AUCAPATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,0,5,5
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,1,10,11
BATALLAS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,2,1,3
BAURES,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,0,4,4
BERMEJO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,5,0,5
BETANZOS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,5,4,9
BOLPEBRA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,1,0,1
CABEZAS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,0,11,11
CAIROMA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,0,4,4
CAMIRI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,1,0,1
CAPINOTA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,4,1,5
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,4,5,9
CARANAVI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,6,1,7
CARMEN RIVERO TORREZ,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,0,3,3
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,3,76,79
CHARAGUA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,0,2,2
CHAYANTA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,24,0,24
CHIMORE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,3,3,6
CHIPAYA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,1,5,6
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,0,1,1
CLIZA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,0,5,5
COBIJA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,5,1,6
COCAPATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,0,10,10
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,79,25,104
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,30,10,40
"COLCHA ""K""",vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,3,0,3
COLOMI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,9,6,15
COLQUECHACA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,1,4,5
CONCEPCION,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,9,4,13
COPACABANA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,2,1,3
CORIPATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,3,0,3
CORO CORO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,0,2,2
COROICO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,0,1,1
COTOCA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,3,3,6
DESAGUADERO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,2,0,2
EL ALTO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,284,25,309
EL PUENTE(STC),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,1,0,1
EL TORNO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,9,3,12
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,0,1,1
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,2,2,4
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,0,1,1
FILADELFIA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,0,6,6
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,5,5,10
GUAQUI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,0,1,1
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,5,31,36
HUACARETA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,3,2,5
HUANUNI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,1,53,54
HUARINA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,0,1,1
HUAYLLAMARCA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,0,30,30
ICLA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,1,0,1
INCAHUASI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,10,5,15
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,0,1,1
JESUS DE MACHACA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,1,0,1
LA ASUNTA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,2,2,4
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,9,0,9
LA PAZ,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,590,29,619
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,8,14,22
MALLA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,0,160,160
MAPIRI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,0,1,1
MECAPACA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,1,0,1
MINEROS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,1,0,1
MIZQUE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,0,5,5
MONTEAGUDO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,6,0,6
MONTERO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,26,2,28
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,4,12,16
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,0,1,1
OKINAWA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,3,1,4
OMEREQUE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,0,1,1
ORURO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,40,52,92
PADCAYA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,0,2,2
PAILON,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,6,19,25
PALOS BLANCOS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,4,1,5
PAMPA GRANDE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,1,3,4
POCOATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,1,5,6
POCONA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,2,0,2
POJO (CBBA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,2,0,2
POROMA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,1,0,1
PORONGO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,0,2,2
POSTRER VALLE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,0,1,1
POTOSI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,22,0,22
PUCARANI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,3,2,5
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,1,0,1
PUERTO RICO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,0,1,1
PUERTO SILES,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,0,1,1
PUERTO SUAREZ,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,1,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,0,1,1
PUNA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,0,3,3
PUNATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,11,0,11
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,29,9,38
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,8,17,25
ROBORE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,1,0,1
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,3,8,11
SACABA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,29,11,40
SACABAMBA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,0,3,3
SACACA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,0,8,8
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,1,0,1
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,0,1,1
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,0,8,8
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,6,0,6
SAN CARLOS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,2,0,2
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,5,2,7
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,5,1,6
SAN JOAQUIN,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,0,6,6
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,4,6,10
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,1,1,2
SAN LORENZO(PND),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,1,0,1
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,1,0,1
SAN LUCAS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,0,7,7
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,3,9,12
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,0,10,10
SAN PEDRO(PND),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,5,0,5
SAN RAFAEL,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,0,1,1
SAN RAMON BENI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,0,3,3
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,1,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,273,79,352
SANTA ROSA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,2,3,5
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,0,1,1
SANTIAGO DE HUARI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,0,14,14
SANTIVAÑES,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,0,1,1
SAPAHAQUI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,0,1,1
SENA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-08-01,0,1,1
