,group,variable,month,DPT 1RA DOSIS CANTIDAD,DPT 1RA DOSIS CANTIDAD,TOTALES
TARABUCO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,1,0,1
TARIJA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,5,0,5
TEOPONTE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,0,4,4
TIAWANACU,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,0,8,8
TINGUIPAYA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,1,0,1
TIPUANI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,2,6,8
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,0,7,7
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,2,31,33
TOLATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,1,0,1
TOLEDO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,1,0,1
TORO TORO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,2,27,29
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,1,2,3
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,9,10,19
TURCO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,4,0,4
UMALA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,0,1,1
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,15,10,25
UYUNI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,6,0,6
VIACHA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,3,31,34
VILA VILA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,3,4,7
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,0,17,17
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,9,0,9
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,15,8,23
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,2,1,3
VILLAZON,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,1,0,1
VINTO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,13,3,16
WARNES,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,2,0,2
YACUIBA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,1,0,1
YUNCHARA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,0,5,5
ZUDAÑEZ,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-06-01,0,5,5
ACHACACHI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-07-01,1,0,1
ACHOCALLA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-07-01,1,8,9
AIQUILE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-07-01,5,1,6
ANCORAIMES,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-07-01,0,9,9
ANDAMARCA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-07-01,0,1,1
APOLO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-07-01,0,13,13
ARANI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-07-01,1,0,1
ARQUE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-07-01,1,6,7
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-07-01,5,3,8
BERMEJO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-07-01,11,14,25
BETANZOS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-07-01,2,3,5
CABEZAS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-07-01,0,5,5
"CAIZA ""D""",vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-07-01,1,2,3
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-07-01,9,1,10
CHARAGUA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-07-01,0,48,48
CHIMORE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-07-01,2,0,2
CKOCHAS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-07-01,0,1,1
COBIJA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-07-01,0,3,3
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-07-01,82,11,93
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-07-01,13,0,13
COLQUECHACA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-07-01,0,1,1
COLQUIRI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-07-01,0,17,17
COMARAPA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-07-01,5,0,5
CONCEPCION,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-07-01,5,0,5
CORIPATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-07-01,3,8,11
CORQUE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-07-01,0,1,1
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-07-01,1,3,4
EL ALTO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-07-01,104,11,115
EL PUENTE(TJA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-07-01,3,0,3
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-07-01,1,1,2
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-07-01,7,0,7
FILADELFIA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-07-01,1,0,1
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-07-01,3,2,5
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-07-01,2,22,24
GUTIERREZ,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-07-01,1,0,1
HUANUNI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-07-01,0,36,36
HUARINA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-07-01,1,0,1
ICHOCA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-07-01,0,6,6
LA ASUNTA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-07-01,12,5,17
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-07-01,60,17,77
LA PAZ,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-07-01,125,89,214
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-07-01,0,1,1
MAGDALENA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-07-01,0,1,1
MINEROS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-07-01,5,2,7
MOJOCOYA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-07-01,1,1,2
MONTERO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-07-01,42,13,55
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-07-01,2,4,6
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-07-01,0,5,5
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-07-01,0,1,1
OCURI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-07-01,0,8,8
OMEREQUE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-07-01,0,1,1
ORURO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-07-01,13,9,22
PADILLA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-07-01,0,1,1
PAILON,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-07-01,17,28,45
PALOS BLANCOS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-07-01,0,9,9
PATACAMAYA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-07-01,2,0,2
POCOATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-07-01,2,0,2
PORVENIR,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-07-01,0,27,27
POTOSI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-07-01,50,4,54
PUCARANI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-07-01,2,10,12
PUERTO CARABUCO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-07-01,0,20,20
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-07-01,1,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-07-01,7,14,21
PUNATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-07-01,9,0,9
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-07-01,4,2,6
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-07-01,33,47,80
ROBORE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-07-01,9,7,16
SACABA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-07-01,2,23,25
SAIPINA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-07-01,1,0,1
SAN BENITO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-07-01,0,1,1
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-07-01,1,0,1
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-07-01,1,0,1
SAN JAVIER(STC),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-07-01,16,27,43
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-07-01,0,20,20
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-07-01,6,10,16
SAN LORENZO(PND),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-07-01,0,5,5
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-07-01,5,0,5
SAN PEDRO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-07-01,4,6,10
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-07-01,24,42,66
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-07-01,6,0,6
SAN RAMON BENI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-07-01,1,1,2
SAN RAMON SCZ,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-07-01,1,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-07-01,389,55,444
SENA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-07-01,0,1,1
SHINAOTA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-07-01,5,4,9
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-07-01,3,0,3
SOPACHUY,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-07-01,1,0,1
SORATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-07-01,2,1,3
SUCRE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-07-01,25,7,32
TAPACARI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-07-01,9,16,25
TARVITA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-07-01,0,1,1
TEOPONTE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-07-01,3,1,4
TIAWANACU,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-07-01,0,9,9
TINGUIPAYA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-07-01,0,5,5
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-07-01,3,8,11
TOCO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-07-01,0,1,1
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-07-01,13,49,62
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-07-01,10,0,10
VIACHA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-07-01,4,0,4
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-07-01,1,0,1
VILLA RIVERO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-07-01,0,5,5
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-07-01,5,1,6
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-07-01,12,1,13
VINTO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-07-01,29,8,37
WARNES,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-07-01,2,0,2
YACUIBA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-07-01,4,0,4
YOCALLA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-07-01,1,0,1
ZUDAÑEZ,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-07-01,1,3,4
ACHACACHI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,0,3,3
ACHOCALLA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,0,1,1
ANTEQUERA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,1,0,1
APOLO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,0,16,16
ARAMPAMPA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,2,16,18
ARANI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,0,1,1
ARQUE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,0,14,14
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,22,4,26
ATOCHA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,0,7,7
BELEN DE URMIRI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,1,5,6
BERMEJO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,6,4,10
BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,0,4,4
CABEZAS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,1,6,7
CALACOTO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,2,4,6
CAMIRI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,0,4,4
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,0,1,1
CARAPARI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,3,3,6
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,2,6,8
CHARAGUA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,1,9,10
CHAYANTA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,0,20,20
CHIMORE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,1,0,1
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,6,6,12
COBIJA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,21,17,38
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,53,37,90
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,4,2,6
"COLCHA ""K""",vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,1,0,1
COLOMI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,21,0,21
COLPA BELGICA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,5,0,5
COLQUECHACA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,0,1,1
COLQUENCHA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,1,0,1
COLQUIRI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,3,0,3
COMARAPA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,6,9,15
CONCEPCION,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,16,7,23
CORIPATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,3,2,5
CORO CORO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,1,0,1
EL ALTO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,117,32,149
EL PUENTE(STC),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,8,0,8
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,2,1,3
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,1,0,1
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,12,0,12
FILADELFIA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,0,17,17
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,12,0,12
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,18,54,72
HUANUNI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,1,9,10
ICLA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,1,1,2
LA ASUNTA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,5,2,7
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,29,20,49
LA PAZ,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,129,52,181
MAIRANA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,0,1,1
MECAPACA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,0,1,1
MINEROS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,39,6,45
MIZQUE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,0,1,1
MOCOMOCO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,8,0,8
MOJOCOYA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,5,6,11
MONTERO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,27,0,27
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,0,4,4
OMEREQUE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,0,1,1
ORURO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,5,0,5
PALOS BLANCOS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,1,6,7
PAPEL PAMPA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,0,5,5
POJO (CBBA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,0,1,1
POTOSI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,31,0,31
PUCARANI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,3,10,13
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,3,1,4
PUERTO RICO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,1,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,1,2,3
PUNA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,3,7,10
PUNATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,12,3,15
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,8,26,34
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,66,32,98
ROBORE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,8,0,8
SABAYA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,2,0,2
SACABA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,5,11,16
SAIPINA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,1,2,3
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,4,7,11
SAN ANTONIO DE ESMORUCO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,1,0,1
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,1,2,3
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,0,10,10
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,3,0,3
SAN JAVIER(STC),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,20,16,36
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,1,0,1
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,4,18,22
SAN LORENZO(PND),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,0,2,2
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,1,0,1
SAN PEDRO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,6,0,6
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,3,47,50
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,24,2,26
SAN PEDRO(PND),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,0,2,2
SAN RAMON BENI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,7,16,23
SAN RAMON SCZ,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,2,0,2
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,365,22,387
SANTA ROSA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,2,0,2
SENA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,3,1,4
SHINAOTA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,6,0,6
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,9,0,9
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,1,4,5
SORATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,0,1,1
SUCRE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,28,2,30
TAPACARI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,1,2,3
TARATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,7,0,7
TARIJA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,2,0,2
TEOPONTE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,1,0,1
TIAWANACU,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,0,4,4
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,10,39,49
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,4,5,9
TORO TORO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,0,8,8
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,6,12,18
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,1,1,2
VIACHA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,8,0,8
VILA VILA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,1,2,3
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,3,0,3
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,0,7,7
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,34,8,42
VILLAZON,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,1,0,1
VINTO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-08-01,14,0,14
