,group,variable,month,DPT 2DA DOSIS CANTIDAD,DPT 2DA DOSIS CANTIDAD,TOTALES
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-11-01,0,1,1
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-11-01,0,4,4
CKOCHAS,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-11-01,4,8,12
COBIJA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-11-01,4,0,4
COCAPATA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-11-01,0,5,5
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-11-01,10,2,12
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-11-01,1,2,3
"COLCHA ""K""",vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-11-01,1,1,2
COLOMI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-11-01,3,1,4
COROICO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-11-01,3,2,5
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-11-01,0,10,10
EL ALTO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-11-01,17,3,20
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-11-01,1,1,2
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-11-01,4,0,4
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-11-01,0,2,2
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-11-01,1,6,7
HUANUNI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-11-01,1,0,1
HUARINA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-11-01,0,1,1
LA ASUNTA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-11-01,4,1,5
LA PAZ,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-11-01,30,1,31
LORETO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-11-01,3,0,3
MAGDALENA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-11-01,0,1,1
MONTERO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-11-01,3,14,17
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-11-01,0,2,2
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-11-01,0,3,3
ORURO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-11-01,4,1,5
PADCAYA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-11-01,1,0,1
PALCA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-11-01,0,1,1
PASORAPA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-11-01,1,3,4
POCOATA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-11-01,0,12,12
PORCO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-11-01,4,6,10
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-11-01,2,0,2
POTOSI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-11-01,7,0,7
PUERTO SILES,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-11-01,0,1,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-11-01,2,0,2
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-11-01,3,0,3
RAVELO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-11-01,0,1,1
REYES,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-11-01,6,0,6
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-11-01,69,5,74
ROBORE,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-11-01,1,0,1
SACABA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-11-01,0,7,7
SAN AGUSTIN,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-11-01,2,0,2
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-11-01,3,1,4
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-11-01,1,20,21
SAN BENITO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-11-01,1,1,2
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-11-01,4,20,24
SAN CARLOS,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-11-01,3,0,3
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-11-01,1,13,14
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-11-01,2,11,13
SAN JUAN DE YAPACANI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-11-01,1,0,1
SAN LORENZO(PND),vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-11-01,2,6,8
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-11-01,1,2,3
SAN PEDRO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-11-01,0,2,2
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-11-01,170,31,201
SANTA ROSA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-11-01,0,1,1
SAPAHAQUI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-11-01,0,3,3
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-11-01,2,1,3
SUCRE,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-11-01,6,1,7
TAPACARI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-11-01,6,0,6
TARIJA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-11-01,1,0,1
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-11-01,2,4,6
TOLATA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-11-01,2,0,2
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-11-01,0,3,3
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-11-01,0,4,4
VIACHA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-11-01,3,0,3
VILA VILA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-11-01,1,0,1
VILLA SERRANO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-11-01,0,12,12
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-11-01,1,0,1
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-11-01,1,0,1
VILLAZON,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-11-01,2,0,2
VINTO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-11-01,5,0,5
WARNES,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-11-01,4,3,7
ACHACACHI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-12-01,6,4,10
AIQUILE,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-12-01,1,0,1
ARAMPAMPA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-12-01,1,7,8
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-12-01,2,0,2
"CAIZA ""D""",vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-12-01,0,6,6
CAJUATA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-12-01,0,2,2
CAMIRI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-12-01,0,1,1
CARAPARI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-12-01,0,4,4
CLIZA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-12-01,3,4,7
COBIJA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-12-01,1,0,1
COCAPATA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-12-01,0,1,1
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-12-01,15,13,28
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-12-01,5,7,12
"COLCHA ""K""",vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-12-01,1,0,1
COMARAPA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-12-01,2,3,5
CORIPATA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-12-01,1,0,1
COTOCA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-12-01,2,0,2
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-12-01,1,0,1
EL ALTO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-12-01,16,0,16
EL TORNO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-12-01,3,0,3
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-12-01,1,0,1
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-12-01,0,1,1
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-12-01,0,1,1
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-12-01,2,4,6
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-12-01,0,5,5
JESUS DE MACHACA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-12-01,1,0,1
LA ASUNTA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-12-01,1,2,3
LA PAZ,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-12-01,49,0,49
LLICA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-12-01,1,0,1
MECAPACA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-12-01,0,1,1
MOJOCOYA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-12-01,0,1,1
MONTERO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-12-01,3,1,4
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-12-01,0,4,4
ORURO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-12-01,4,7,11
PADCAYA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-12-01,0,1,1
PAMPA GRANDE,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-12-01,0,1,1
PAPEL PAMPA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-12-01,4,5,9
PASORAPA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-12-01,0,1,1
PAZÑA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-12-01,0,5,5
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-12-01,3,0,3
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-12-01,0,1,1
PUERTO RICO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-12-01,2,0,2
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-12-01,4,0,4
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-12-01,1,0,1
ROBORE,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-12-01,2,0,2
SACABA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-12-01,3,16,19
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-12-01,3,3,6
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-12-01,15,6,21
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-12-01,1,4,5
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-12-01,4,3,7
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-12-01,7,0,7
SAN PEDRO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-12-01,3,0,3
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-12-01,1,2,3
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-12-01,93,5,98
SANTA ROSA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-12-01,0,1,1
SANTIVAÑES,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-12-01,0,10,10
SAPAHAQUI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-12-01,0,1,1
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-12-01,8,3,11
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-12-01,1,2,3
SOPACHUY,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-12-01,0,1,1
SUCRE,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-12-01,1,3,4
TACACOMA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-12-01,1,1,2
TAPACARI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-12-01,0,2,2
TOLATA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-12-01,1,0,1
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-12-01,0,1,1
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-12-01,2,13,15
TUPIZA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-12-01,0,1,1
UMALA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-12-01,1,4,5
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-12-01,2,2,4
VILLAZON,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-12-01,0,7,7
VINTO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-12-01,12,0,12
WARNES,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-12-01,3,0,3
ZUDAÑEZ,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-12-01,3,0,3
