,group,variable,month,ANTIPOLIOMIELÍTICA 4TA DOSIS CANTIDAD,ANTIPOLIOMIELÍTICA 4TA DOSIS CANTIDAD,TOTALES
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,4,17,21
TRIGAL,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,0,1,1
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,28,22,50
TUPIZA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,3,13,16
UNCIA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,0,5,5
UYUNI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,2,0,2
VACAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,0,12,12
VALLEGRANDE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,5,0,5
VIACHA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,15,0,15
VILLA CHARCAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,6,5,11
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,22,106,128
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,18,26,44
VILLAZON,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,18,12,30
WARNES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,60,17,77
YACUIBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,63,177,240
YAMPARAEZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,0,1,1
YOCALLA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,0,5,5
YOTALA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,4,0,4
YUNCHARA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,0,1,1
ZUDAÑEZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-06-01,2,3,5
ACACIO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,1,0,1
AIQUILE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,8,4,12
ANCORAIMES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,8,0,8
ANDAMARCA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,3,0,3
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,0,16,16
BATALLAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,1,1,2
BERMEJO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,11,65,76
BETANZOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,4,1,5
BOLIVAR,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,0,3,3
BOLPEBRA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,1,0,1
BOYUIBE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,1,0,1
CABEZAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,4,15,19
"CAIZA ""D""",vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,2,0,2
CAJUATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,1,3,4
CALAMARCA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,1,0,1
CAMARGO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,0,3,3
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,1,0,1
CAPINOTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,1,0,1
CAQUIAVIRI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,2,0,2
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,16,7,23
CHAQUI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,4,0,4
CHARAÑA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,0,4,4
CHIMORE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,3,0,3
COBIJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,28,4,32
COCAPATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,5,6,11
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,106,1,107
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,1,1,2
COLQUECHACA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,4,0,4
COLQUIRI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,0,5,5
CORO CORO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,2,0,2
COTAGAITA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,4,6,10
COTOCA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,36,54,90
CURVA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,0,4,4
DESAGUADERO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,2,0,2
EL ALTO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,354,179,533
EL PUENTE(TJA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,1,0,1
EL TORNO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,42,30,72
EL VILLAR,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,0,4,4
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,20,5,25
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,19,1,20
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,0,1,1
FILADELFIA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,1,6,7
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,27,27,54
HUACARETA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,2,0,2
HUANUNI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,2,61,63
HUARACAJE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,0,14,14
HUAYLLAMARCA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,0,1,1
ICHOCA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,0,8,8
ICLA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,6,2,8
INCAHUASI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,0,11,11
INQUISIVI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,1,5,6
JESUS DE MACHACA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,4,2,6
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,1,1,2
LA PAZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,74,15,89
LAGUNILLAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,1,1,2
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,8,0,8
MACHACAMARCA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,1,0,1
MACHARETI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,2,0,2
MAGDALENA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,0,26,26
MAIRANA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,5,3,8
MINEROS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,15,10,25
MIZQUE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,0,3,3
MONTEAGUDO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,29,29,58
MONTERO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,42,15,57
MORO MORO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,1,1,2
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,1,0,1
OKINAWA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,21,14,35
OMEREQUE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,2,1,3
ORURO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,114,39,153
PADCAYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,2,2,4
PADILLA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,0,1,1
PAILON,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,0,20,20
PALOS BLANCOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,1,0,1
PAMPA AULLAGAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,0,2,2
PAMPA GRANDE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,1,2,3
PAZÑA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,0,1,1
POCOATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,0,4,4
POCONA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,1,0,1
POROMA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,6,15,21
PORONGO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,4,32,36
POTOSI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,53,5,58
PRESTO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,1,8,9
PUERTO SUAREZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,6,0,6
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,19,5,24
PUNATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,11,1,12
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,34,27,61
QUIRUSILLAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,2,0,2
RAVELO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,0,11,11
REYES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,19,26,45
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,32,37,69
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,7,0,7
SACABA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,26,36,62
SACABAMBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,0,7,7
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,1,0,1
SAMAIPATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,2,3,5
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,22,42,64
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,30,27,57
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,2,0,2
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,77,29,106
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,2,1,3
SAN JOAQUIN,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,8,25,33
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,2,0,2
SAN LORENZO(PND),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,2,8,10
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,2,0,2
SAN LUCAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,5,10,15
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,18,18,36
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,17,2,19
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,0,2,2
SAN RAMON BENI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,2,0,2
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,7,42,49
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,454,63,517
SANTA ROSA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,25,6,31
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,2,2,4
SAPAHAQUI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,0,9,9
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,12,26,38
SUCRE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,91,14,105
TACACOMA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,1,0,1
TAPACARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,2,0,2
TARATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,3,1,4
TARIJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,57,25,82
TARVITA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,2,7,9
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,16,9,25
TOMINA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,5,6,11
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,3,26,29
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,26,294,320
TUPIZA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,4,3,7
TURCO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,1,0,1
UNCIA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,0,3,3
VALLEGRANDE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,5,0,5
VILLA CHARCAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,9,17,26
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,14,1,15
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,23,18,41
VILLAZON,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,12,1,13
WARNES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,64,16,80
YACUIBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,47,133,180
YAPACANI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,3,0,3
YOTALA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,3,2,5
YUNCHARA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-07-01,1,4,5
AIQUILE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,11,4,15
APOLO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,1,7,8
ARBIETO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,0,7,7
ARQUE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,2,0,2
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,7,9,16
BATALLAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,2,0,2
BAURES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,7,0,7
BERMEJO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,10,36,46
BETANZOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,1,0,1
CABEZAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,3,7,10
"CAIZA ""D""",vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,0,2,2
CAJUATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,2,0,2
CALACOTO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,0,11,11
CALAMARCA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,3,2,5
CAMARGO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,0,8,8
CAMIRI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,1,0,1
CAQUIAVIRI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,0,4,4
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,1,17,18
CARANAVI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,1,0,1
CARMEN RIVERO TORREZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,0,1,1
CHAQUI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,0,5,5
CHIMORE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,3,4,7
CHIPAYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,0,2,2
COBIJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,20,8,28
COCAPATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,1,11,12
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,160,2,162
COLOMI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,11,18,29
COLQUECHACA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,9,4,13
CORIPATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,1,0,1
CORO CORO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,5,10,15
COTAGAITA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,1,0,1
COTOCA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,39,28,67
CUEVO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,5,0,5
CULPINA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,9,5,14
EL ALTO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,383,178,561
EL PUENTE(TJA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,1,1,2
EL TORNO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,33,20,53
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,4,3,7
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,25,9,34
FILADELFIA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,1,5,6
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,26,86,112
HUACARETA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,1,0,1
HUANUNI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,6,46,52
HUAYLLAMARCA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,1,0,1
ICLA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,3,5,8
INCAHUASI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,35,34,69
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,49,0,49
LA PAZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,54,6,60
LAGUNILLAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,1,1,2
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,3,6,9
MAGDALENA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,4,0,4
MAIRANA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,8,2,10
MINEROS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,17,5,22
MIZQUE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,0,5,5
MONTEAGUDO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,20,15,35
MONTERO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,54,8,62
OKINAWA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,12,6,18
OMEREQUE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,1,9,10
ORURO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,102,91,193
PADCAYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,1,0,1
PADILLA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,0,14,14
PAILON,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,11,3,14
PAMPA GRANDE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,3,0,3
PAZÑA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,1,1,2
POCOATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,1,0,1
POCONA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,2,12,14
POJO (CBBA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,9,0,9
POROMA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,16,10,26
POTOSI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,141,78,219
PRESTO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,2,1,3
PUCARANI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,1,0,1
PUERTO SILES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,1,12,13
PUERTO SUAREZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,16,0,16
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,14,14,28
PUNATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,8,0,8
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,8,67,75
REYES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,14,15,29
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,10,14,24
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-08-01,6,7,13
