,group,variable,month,MUJERES DE 10 A 49 AÑOS 1RA DOSIS DE DT CANTIDAD,MUJERES DE 10 A 49 AÑOS 1RA DOSIS DE DT CANTIDAD,TOTALES,TOTALES,TOTALES
VACAS,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-10-01,2,77,2,77,79
VALLEGRANDE,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-10-01,45,11,45,11,56
VIACHA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-10-01,78,114,78,114,192
VILA VILA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-10-01,2,7,2,7,9
VILLA CHARCAS,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-10-01,20,39,20,39,59
VILLA MONTES,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-10-01,123,35,123,35,158
VILLA NUEVA (LOMA ALTA),otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-10-01,3,0,3,0,3
VILLA RIVERO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-10-01,5,0,5,0,5
VILLA SERRANO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-10-01,13,18,13,18,31
VILLA TUNARI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-10-01,133,261,133,261,394
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-10-01,11,0,11,0,11
VILLAZON,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-10-01,70,6,70,6,76
VINTO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-10-01,259,181,259,181,440
VITICHI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-10-01,20,20,20,20,40
WALDO BALLIVIAN,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-10-01,2,0,2,0,2
WARNES,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-10-01,123,46,123,46,169
YACO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-10-01,14,5,14,5,19
YACUIBA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-10-01,202,62,202,62,264
YAMPARAEZ,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-10-01,5,4,5,4,9
YANACACHI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-10-01,4,0,4,0,4
YAPACANI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-10-01,3,15,3,15,18
YOCALLA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-10-01,0,3,0,3,3
YOTALA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-10-01,1,16,1,16,17
YUNCHARA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-10-01,0,2,0,2,2
YUNGUYO DE LITORAL,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-10-01,0,1,0,1,1
ZUDAÑEZ,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-10-01,1,0,1,0,1
ACACIO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,14,11,14,11,25
ACHACACHI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,45,79,45,79,124
ACHOCALLA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,3,5,3,5,8
AIQUILE,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,23,1,23,1,24
ALALAY,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,2,7,2,7,9
ALCALA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,2,1,2,1,3
ALTO BENI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,9,1,9,1,10
ANCORAIMES,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,4,12,4,12,16
ANDAMARCA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,0,3,0,3,3
ANTEQUERA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,2,0,2,0,2
ANZALDO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,4,29,4,29,33
APOLO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,8,12,8,12,20
ARAMPAMPA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,5,38,5,38,43
ARANI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,13,60,13,60,73
ARBIETO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,7,20,7,20,27
ARQUE,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,8,15,8,15,23
ASCENCION DE GUARAYOS,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,86,10,86,10,96
ATOCHA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,26,38,26,38,64
AUCAPATA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,0,6,0,6,6
AYATA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,7,13,7,13,20
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,10,41,10,41,51
AZURDUY,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,13,5,13,5,18
BATALLAS,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,18,35,18,35,53
BAURES,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,3,3,3,3,6
BELEN DE URMIRI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,0,2,0,2,2
BELLA FLOR,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,0,1,0,1,1
BERMEJO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,54,26,54,26,80
BETANZOS,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,49,12,49,12,61
BOLIVAR,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,5,0,5,0,5
BOLPEBRA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,0,7,0,7,7
BOYUIBE,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,3,0,3,0,3
BUENA VISTA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,22,8,22,8,30
CABEZAS,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,14,111,14,111,125
CAIROMA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,4,8,4,8,12
"CAIZA ""D""",otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,17,33,17,33,50
CAJUATA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,10,1,10,1,11
CALACOTO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,1,11,1,11,12
CALAMARCA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,8,4,8,4,12
CAMARGO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,8,3,8,3,11
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,8,46,8,46,54
CAMIRI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,52,22,52,22,74
CAPINOTA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,5,38,5,38,43
CAQUIAVIRI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,10,17,10,17,27
CARACOLLO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,3,24,3,24,27
CARANAVI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,62,63,62,63,125
CARAPARI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,24,0,24,0,24
CARIPUYO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,6,21,6,21,27
CARMEN RIVERO TORREZ,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,8,0,8,0,8
CHALLAPATA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,13,2,13,2,15
CHAQUI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,7,3,7,3,10
CHARAGUA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,37,59,37,59,96
CHARAÑA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,2,4,2,4,6
CHAYANTA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,52,59,52,59,111
CHIMORE,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,26,77,26,77,103
CHIPAYA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,3,27,3,27,30
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,6,34,6,34,40
CHUMA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,34,1,34,1,35
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,5,25,5,25,30
CKOCHAS,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,56,23,56,23,79
CLIZA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,28,18,28,18,46
COBIJA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,156,105,156,105,261
COCAPATA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,26,10,26,10,36
COCHABAMBA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,798,488,798,488,1286
COLCAPIRHUA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,78,196,78,196,274
"COLCHA ""K""",otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,23,33,23,33,56
COLLANA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,12,0,12,0,12
COLOMI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,18,2,18,2,20
COLPA BELGICA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,11,1,11,1,12
COLQUECHACA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,57,58,57,58,115
COLQUENCHA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,14,0,14,0,14
COLQUIRI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,21,28,21,28,49
COMANCHE,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,0,2,0,2,2
COMARAPA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,20,17,20,17,37
CONCEPCION,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,31,191,31,191,222
COPACABANA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,3,1,3,1,4
CORIPATA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,4,5,4,5,9
CORO CORO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,9,3,9,3,12
COROICO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,9,17,9,17,26
CORQUE,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,2,3,2,3,5
COTAGAITA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,21,55,21,55,76
COTOCA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,55,87,55,87,142
CRUZ DE MACHACAMARCA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,0,10,0,10,10
CUATRO CAÑADAS,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,10,31,10,31,41
CUEVO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,2,2,2,2,4
CULPINA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,60,53,60,53,113
CURVA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,3,14,3,14,17
DESAGUADERO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,5,0,5,0,5
EL ALTO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,1026,735,1026,735,1761
EL CHORO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,0,1,0,1,1
EL PUENTE(STC),otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,81,11,81,11,92
EL PUENTE(TJA),otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,2,4,2,4,6
EL TORNO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,82,335,82,335,417
EL VILLAR,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,0,1,0,1,1
ENTRE RIOS TRJ,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,22,14,22,14,36
ENTRE RIOS CBBA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,66,44,66,44,110
ESCOMA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,8,0,8,0,8
EUCALIPTUS,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,3,0,3,0,3
EXALTACION,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,0,8,0,8,8
FERNANDEZ ALONSO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,37,10,37,10,47
FILADELFIA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,5,36,5,36,41
GENERAL SAAVEDRA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,16,9,16,9,25
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,9,16,9,16,25
GUANAY,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,24,5,24,5,29
GUAQUI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,0,3,0,3,3
GUAYARAMERIN,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,97,402,97,402,499
GUTIERREZ,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,5,28,5,28,33
HUACARETA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,3,11,3,11,14
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,0,7,0,7,7
HUANUNI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,16,19,16,19,35
HUARACAJE,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,11,5,11,5,16
HUAYLLAMARCA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,10,2,10,2,12
HUMANATA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,2,1,2,1,3
ICHOCA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,0,24,0,24,24
ICLA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,9,2,9,2,11
INCAHUASI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,6,6,6,6,12
INQUISIVI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,2,32,2,32,34
IRUPANA (VILLA DE LANZA),otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,3,6,3,6,9
IXIAMAS,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,22,0,22,0,22
JESUS DE MACHACA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,8,5,8,5,13
LA ASUNTA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,43,54,43,54,97
LA GUARDIA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,29,70,29,70,99
LA PAZ,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,1303,285,1303,285,1588
LAGUNILLAS,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,3,3,3,3,6
LAJA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,15,19,15,19,34
LICOMA PAMPA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,2,0,2,0,2
LLALLAGUA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,35,10,35,10,45
LLICA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,6,2,6,2,8
LORETO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,13,18,13,18,31
LURIBAY,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,4,0,4,0,4
MACHACAMARCA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,8,0,8,0,8
MACHARETI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,2,19,2,19,21
MAGDALENA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,3,6,3,6,9
MAIRANA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,6,1,6,1,7
MAPIRI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,27,11,27,11,38
MECAPACA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,19,50,19,50,69
MINEROS,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,9,7,9,7,16
MIZQUE,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,69,201,69,201,270
MOCOMOCO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,3,11,3,11,14
MOJINETE,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,3,0,3,0,3
MOJOCOYA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,6,11,6,11,17
MONTEAGUDO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,4,51,4,51,55
MONTERO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,215,47,215,47,262
MOROCHATA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,26,18,26,18,44
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,2,7,2,7,9
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,2,0,2,0,2
OCURI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,41,45,41,45,86
OKINAWA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,14,42,14,42,56
OMEREQUE,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,3,17,3,17,20
ORURO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,568,117,568,117,685
PADCAYA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,31,16,31,16,47
PADILLA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,6,7,6,7,13
PAILON,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,25,60,25,60,85
PALCA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,11,37,11,37,48
PALOS BLANCOS,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,67,5,67,5,72
PAMPA AULLAGAS,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,1,0,1,0,1
PAMPA GRANDE,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,10,14,10,14,24
PAPEL PAMPA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,0,6,0,6,6
PATACAMAYA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,54,3,54,3,57
PAZÑA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,2,1,2,1,3
PELECHUCO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,1,1,1,1,2
POCOATA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,15,90,15,90,105
POCONA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,12,29,12,29,41
POJO (CBBA),otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,12,12,12,12,24
POOPO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,7,2,7,2,9
PORCO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,11,0,11,0,11
POROMA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,46,58,46,58,104
PORONGO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,6,14,6,14,20
PORTACHUELO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,12,1,12,1,13
PORVENIR,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,0,8,0,8,8
POSTRER VALLE,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,0,2,0,2,2
POTOSI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,353,46,353,46,399
PRESTO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,4,0,4,0,4
PUCARA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,1,0,1,0,1
PUCARANI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,18,26,18,26,44
PUERTO ACOSTA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,8,1,8,1,9
PUERTO CARABUCO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,4,20,4,20,24
PUERTO GONZALO MORENO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,10,0,10,0,10
PUERTO QUIJARRO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,4,30,4,30,34
PUERTO RICO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,30,8,30,8,38
PUERTO SILES,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,0,4,0,4,4
PUERTO SUAREZ,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,10,14,10,14,24
PUERTO VILLARROEL,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,141,79,141,79,220
PUNA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,23,24,23,24,47
PUNATA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,16,1,16,1,17
QUIABAYA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,0,5,0,5,5
QUILLACOLLO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,62,29,62,29,91
QUIME,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,10,9,10,9,19
QUIRUSILLAS,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,0,5,0,5,5
RAVELO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,11,28,11,28,39
REYES,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,72,158,72,158,230
RIBERALTA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,120,30,120,30,150
ROBORE,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,10,5,10,5,15
RURRENABAQUE,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,12,15,12,15,27
SABAYA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,5,0,5,0,5
SACABA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,164,863,164,863,1027
SACABAMBA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,1,0,1,0,1
SACACA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,22,32,22,32,54
SAIPINA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,1,3,1,3,4
SALINAS DE GARCI MENDOZA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,14,5,14,5,19
SAMAIPATA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,4,35,4,35,39
SAN ANDRES,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,18,30,18,30,48
SAN ANTONIO DE ESMORUCO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,2,0,2,0,2
SAN ANTONIO DE LOMERIO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,3,2,3,2,5
SAN BENITO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,6,9,6,9,15
SAN BORJA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-11-01,74,114,74,114,188
