municipality,group,variable,month,Anestesias generales y regionales,TOTAL
ASCENCION DE GUARAYOS,cirugias y anestesias,anestesias generales y regionales,2008-12-01,29,29
BAURES,cirugias y anestesias,anestesias generales y regionales,2008-12-01,1,1
BERMEJO,cirugias y anestesias,anestesias generales y regionales,2008-12-01,57,57
BETANZOS,cirugias y anestesias,anestesias generales y regionales,2008-12-01,2,2
CAMARGO,cirugias y anestesias,anestesias generales y regionales,2008-12-01,25,25
CAMIRI,cirugias y anestesias,anestesias generales y regionales,2008-12-01,47,47
CARACOLLO,cirugias y anestesias,anestesias generales y regionales,2008-12-01,8,8
CARANAVI,cirugias y anestesias,anestesias generales y regionales,2008-12-01,22,22
CHALLAPATA,cirugias y anestesias,anestesias generales y regionales,2008-12-01,3,3
CHARAGUA,cirugias y anestesias,anestesias generales y regionales,2008-12-01,11,11
CHULUMANI (V. DE LA LIBERTAD),cirugias y anestesias,anestesias generales y regionales,2008-12-01,2,2
COBIJA,cirugias y anestesias,anestesias generales y regionales,2008-12-01,100,100
COCHABAMBA,cirugias y anestesias,anestesias generales y regionales,2008-12-01,3178,3178
COLCAPIRHUA,cirugias y anestesias,anestesias generales y regionales,2008-12-01,58,58
COMARAPA,cirugias y anestesias,anestesias generales y regionales,2008-12-01,6,6
CONCEPCION,cirugias y anestesias,anestesias generales y regionales,2008-12-01,20,20
COROICO,cirugias y anestesias,anestesias generales y regionales,2008-12-01,29,29
COTAGAITA,cirugias y anestesias,anestesias generales y regionales,2008-12-01,1,1
COTOCA,cirugias y anestesias,anestesias generales y regionales,2008-12-01,8,8
CULPINA,cirugias y anestesias,anestesias generales y regionales,2008-12-01,20,20
EL ALTO,cirugias y anestesias,anestesias generales y regionales,2008-12-01,683,683
EL CHORO,cirugias y anestesias,anestesias generales y regionales,2008-12-01,1,1
EL TORNO,cirugias y anestesias,anestesias generales y regionales,2008-12-01,19,19
GUAYARAMERIN,cirugias y anestesias,anestesias generales y regionales,2008-12-01,53,53
HUACARETA,cirugias y anestesias,anestesias generales y regionales,2008-12-01,2,2
JESUS DE MACHACA,cirugias y anestesias,anestesias generales y regionales,2008-12-01,3,3
LA PAZ,cirugias y anestesias,anestesias generales y regionales,2008-12-01,2892,2892
LLALLAGUA,cirugias y anestesias,anestesias generales y regionales,2008-12-01,55,55
MAGDALENA,cirugias y anestesias,anestesias generales y regionales,2008-12-01,5,5
MAIRANA,cirugias y anestesias,anestesias generales y regionales,2008-12-01,12,12
MONTEAGUDO,cirugias y anestesias,anestesias generales y regionales,2008-12-01,45,45
MONTERO,cirugias y anestesias,anestesias generales y regionales,2008-12-01,101,101
OCURI,cirugias y anestesias,anestesias generales y regionales,2008-12-01,3,3
ORURO,cirugias y anestesias,anestesias generales y regionales,2008-12-01,650,650
PADILLA,cirugias y anestesias,anestesias generales y regionales,2008-12-01,6,6
PORTACHUELO,cirugias y anestesias,anestesias generales y regionales,2008-12-01,45,45
PORVENIR,cirugias y anestesias,anestesias generales y regionales,2008-12-01,7,7
POTOSI,cirugias y anestesias,anestesias generales y regionales,2008-12-01,144,144
PUERTO SUAREZ,cirugias y anestesias,anestesias generales y regionales,2008-12-01,30,30
PUERTO VILLARROEL,cirugias y anestesias,anestesias generales y regionales,2008-12-01,117,117
PUNATA,cirugias y anestesias,anestesias generales y regionales,2008-12-01,39,39
QUILLACOLLO,cirugias y anestesias,anestesias generales y regionales,2008-12-01,5,5
REYES,cirugias y anestesias,anestesias generales y regionales,2008-12-01,10,10
RIBERALTA,cirugias y anestesias,anestesias generales y regionales,2008-12-01,251,251
ROBORE,cirugias y anestesias,anestesias generales y regionales,2008-12-01,7,7
RURRENABAQUE,cirugias y anestesias,anestesias generales y regionales,2008-12-01,6,6
SACABA,cirugias y anestesias,anestesias generales y regionales,2008-12-01,74,74
SAMAIPATA,cirugias y anestesias,anestesias generales y regionales,2008-12-01,2,2
SAN BORJA,cirugias y anestesias,anestesias generales y regionales,2008-12-01,21,21
SAN BUENA VENTURA,cirugias y anestesias,anestesias generales y regionales,2008-12-01,10,10
SAN CARLOS,cirugias y anestesias,anestesias generales y regionales,2008-12-01,13,13
SAN IGNACIO,cirugias y anestesias,anestesias generales y regionales,2008-12-01,8,8
SAN IGNACIO DE VELASCO,cirugias y anestesias,anestesias generales y regionales,2008-12-01,66,66
SAN JAVIER(STC),cirugias y anestesias,anestesias generales y regionales,2008-12-01,10,10
SAN JOSE DE CHIQUITOS,cirugias y anestesias,anestesias generales y regionales,2008-12-01,25,25
SAN JUAN DE YAPACANI,cirugias y anestesias,anestesias generales y regionales,2008-12-01,32,32
SAN JULIAN,cirugias y anestesias,anestesias generales y regionales,2008-12-01,10,10
SAN LUCAS,cirugias y anestesias,anestesias generales y regionales,2008-12-01,20,20
SAN MATIAS,cirugias y anestesias,anestesias generales y regionales,2008-12-01,20,20
SAN RAMON,cirugias y anestesias,anestesias generales y regionales,2008-12-01,7,7
SAN RAMON,cirugias y anestesias,anestesias generales y regionales,2008-12-01,1,1
SANTA ANA,cirugias y anestesias,anestesias generales y regionales,2008-12-01,22,22
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,anestesias generales y regionales,2008-12-01,3520,3520
SANTA ROSA,cirugias y anestesias,anestesias generales y regionales,2008-12-01,3,3
SENA,cirugias y anestesias,anestesias generales y regionales,2008-12-01,35,35
SIPE SIPE,cirugias y anestesias,anestesias generales y regionales,2008-12-01,1,1
SOPACHUY,cirugias y anestesias,anestesias generales y regionales,2008-12-01,2,2
SUCRE,cirugias y anestesias,anestesias generales y regionales,2008-12-01,1119,1119
TARABUCO,cirugias y anestesias,anestesias generales y regionales,2008-12-01,4,4
TARIJA,cirugias y anestesias,anestesias generales y regionales,2008-12-01,487,487
TRINIDAD,cirugias y anestesias,anestesias generales y regionales,2008-12-01,316,316
TUPIZA,cirugias y anestesias,anestesias generales y regionales,2008-12-01,33,33
UYUNI,cirugias y anestesias,anestesias generales y regionales,2008-12-01,6,6
VALLEGRANDE,cirugias y anestesias,anestesias generales y regionales,2008-12-01,33,33
VIACHA,cirugias y anestesias,anestesias generales y regionales,2008-12-01,10,10
VILLA MONTES,cirugias y anestesias,anestesias generales y regionales,2008-12-01,58,58
VILLA TUNARI,cirugias y anestesias,anestesias generales y regionales,2008-12-01,54,54
VILLA VACA GUZMAN (MUYUPAMPA),cirugias y anestesias,anestesias generales y regionales,2008-12-01,2,2
VILLAZON,cirugias y anestesias,anestesias generales y regionales,2008-12-01,75,75
VINTO,cirugias y anestesias,anestesias generales y regionales,2008-12-01,35,35
WARNES,cirugias y anestesias,anestesias generales y regionales,2008-12-01,19,19
YACUIBA,cirugias y anestesias,anestesias generales y regionales,2008-12-01,127,127
YAMPARAEZ,cirugias y anestesias,anestesias generales y regionales,2008-12-01,4,4
YAPACANI,cirugias y anestesias,anestesias generales y regionales,2008-12-01,3,3
YOTALA,cirugias y anestesias,anestesias generales y regionales,2008-12-01,15,15
