,group,variable,month,MUJERES CON 4TA CONSULTA PRENATAL TOTAL 4.4 MUJERES CON 4TA CONSULTA PRENATAL,MUJERES CON 4TA CONSULTA PRENATAL TOTAL 4.4 MUJERES CON 4TA CONSULTA PRENATAL,TOTALES
TUPIZA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-10-01,61,3,64
TURCO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-10-01,3,0,3
UMALA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-10-01,5,4,9
UNCIA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-10-01,17,5,22
URIONDO (A. CONCEPCION),consultas prenatales,mujeres con 4ta consulta prenatal,2011-10-01,16,1,17
URUBICHA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-10-01,16,0,16
UYUNI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-10-01,40,1,41
VACAS,consultas prenatales,mujeres con 4ta consulta prenatal,2011-10-01,12,1,13
VALLEGRANDE,consultas prenatales,mujeres con 4ta consulta prenatal,2011-10-01,16,0,16
VIACHA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-10-01,85,0,85
VILA VILA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-10-01,4,0,4
VILLA CHARCAS,consultas prenatales,mujeres con 4ta consulta prenatal,2011-10-01,16,7,23
VILLA MONTES,consultas prenatales,mujeres con 4ta consulta prenatal,2011-10-01,65,4,69
VILLA NUEVA (LOMA ALTA),consultas prenatales,mujeres con 4ta consulta prenatal,2011-10-01,3,2,5
VILLA RIVERO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-10-01,11,0,11
VILLA SERRANO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-10-01,22,6,28
VILLA TUNARI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-10-01,87,0,87
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,mujeres con 4ta consulta prenatal,2011-10-01,16,3,19
VILLAZON,consultas prenatales,mujeres con 4ta consulta prenatal,2011-10-01,58,2,60
VINTO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-10-01,81,0,81
VITICHI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-10-01,8,0,8
WARNES,consultas prenatales,mujeres con 4ta consulta prenatal,2011-10-01,182,4,186
YACO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-10-01,3,5,8
YACUIBA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-10-01,197,3,200
YAMPARAEZ,consultas prenatales,mujeres con 4ta consulta prenatal,2011-10-01,10,1,11
YANACACHI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-10-01,3,0,3
YAPACANI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-10-01,45,1,46
YOCALLA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-10-01,7,2,9
YOTALA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-10-01,10,0,10
YUNCHARA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-10-01,1,4,5
ZUDAÑEZ,consultas prenatales,mujeres con 4ta consulta prenatal,2011-10-01,6,0,6
ACACIO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,5,0,5
ACHACACHI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,58,0,58
ACHOCALLA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,10,1,11
AIQUILE,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,45,1,46
ALALAY,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,0,2,2
ALCALA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,5,0,5
ALTO BENI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,14,0,14
ANCORAIMES,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,11,0,11
ANDAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,0,3,3
ANTEQUERA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,3,1,4
ANZALDO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,3,2,5
APOLO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,12,1,13
ARAMPAMPA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,5,2,7
ARANI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,11,3,14
ARBIETO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,11,0,11
ARQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,9,0,9
ASCENCION DE GUARAYOS,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,54,0,54
ATOCHA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,25,0,25
AUCAPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,1,0,1
AYATA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,5,1,6
AYO AYO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,21,0,21
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,22,6,28
AZURDUY,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,10,3,13
BATALLAS,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,15,0,15
BAURES,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,6,0,6
BELEN DE ANDAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,1,0,1
BELEN DE URMIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,1,0,1
BELLA FLOR,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,1,0,1
BERMEJO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,54,0,54
BETANZOS,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,38,2,40
BOLIVAR,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,6,1,7
BOLPEBRA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,0,2,2
BOYUIBE,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,3,0,3
BUENA VISTA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,16,1,17
CABEZAS,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,49,0,49
CAIROMA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,10,0,10
"CAIZA ""D""",consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,10,2,12
CAJUATA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,12,1,13
CALACOTO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,2,1,3
CALAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,7,2,9
CAMARGO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,49,3,52
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,3,3,6
CAMIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,46,1,47
CAPINOTA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,19,0,19
CAQUIAVIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,4,1,5
CARACOLLO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,20,0,20
CARANAVI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,63,7,70
CARAPARI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,18,0,18
CARIPUYO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,9,1,10
CARMEN RIVERO TORREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,12,2,14
CATACORA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,2,0,2
CHALLAPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,53,5,58
CHAQUI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,10,1,11
CHARAGUA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,45,0,45
CHARAÑA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,1,0,1
CHAYANTA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,3,2,5
CHIMORE,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,24,3,27
CHIPAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,2,0,2
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,7,0,7
CHUMA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,7,0,7
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,10,4,14
CKOCHAS,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,13,5,18
CLIZA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,36,0,36
COBIJA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,118,2,120
COCAPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,7,15,22
COCHABAMBA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,1252,10,1262
COLCAPIRHUA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,62,0,62
"COLCHA ""K""",consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,15,1,16
COLLANA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,3,1,4
COLOMI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,17,0,17
COLPA BELGICA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,3,0,3
COLQUECHACA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,33,7,40
COLQUENCHA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,15,0,15
COLQUIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,23,12,35
COMANCHE,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,3,1,4
COMARAPA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,35,0,35
COMBAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,0,1,1
CONCEPCION,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,11,0,11
COPACABANA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,10,0,10
CORIPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,14,0,14
CORO CORO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,6,2,8
COROICO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,16,0,16
CORQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,6,3,9
COTAGAITA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,21,0,21
COTOCA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,69,0,69
CUATRO CAÑADAS,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,29,2,31
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,0,1,1
CUEVO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,4,0,4
CULPINA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,37,3,40
CURAHUARA DE CARANGAS,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,7,0,7
CURVA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,4,1,5
DESAGUADERO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,10,0,10
EL ALTO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,1113,0,1113
EL PUENTE(STC),consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,4,0,4
EL PUENTE(TJA),consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,18,0,18
EL TORNO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,34,0,34
EL VILLAR,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,3,0,3
ENTRE RIOS TRJ,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,21,1,22
ENTRE RIOS CBBA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,36,0,36
ESCOMA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,14,0,14
EUCALIPTUS,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,2,0,2
EUREKA (SANTOS MERCADO),consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,2,0,2
EXALTACION,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,2,0,2
FERNANDEZ ALONSO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,7,0,7
FILADELFIA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,8,2,10
GENERAL SAAVEDRA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,18,0,18
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,7,1,8
GUANAY,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,21,1,22
GUAQUI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,1,8,9
GUAYARAMERIN,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,99,0,99
GUTIERREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,27,1,28
HUACARETA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,14,1,15
HUACAYA (VILLA DE HUACAYA),consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,1,4,5
HUANUNI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,50,0,50
HUARACAJE,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,4,0,4
HUARINA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,3,0,3
HUAYLLAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,0,3,3
HUMANATA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,1,0,1
ICHOCA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,2,0,2
ICLA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,7,1,8
INCAHUASI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,6,9,15
INGAVI (HUMAITA),consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,5,0,5
INQUISIVI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,4,4,8
IRUPANA (VILLA DE LANZA),consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,6,0,6
IXIAMAS,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,5,0,5
JESUS DE MACHACA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,13,2,15
LA ASUNTA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,65,0,65
LA GUARDIA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,93,0,93
LA PAZ,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,974,7,981
LAGUNILLAS,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,2,1,3
LAJA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,25,1,26
LAS CARRERAS,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,9,4,13
LICOMA PAMPA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,3,0,3
LLALLAGUA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,64,5,69
LLICA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,8,0,8
LORETO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,0,4,4
LURIBAY,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,3,0,3
MACHACAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,6,0,6
MACHARETI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,14,1,15
MAGDALENA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,19,1,20
MAIRANA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,17,0,17
MALLA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,1,0,1
MAPIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,32,0,32
MECAPACA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,6,1,7
MINEROS,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,31,0,31
MIZQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,36,0,36
MOCOMOCO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,16,2,18
MOJOCOYA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,12,2,14
MONTEAGUDO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,69,0,69
MONTERO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,194,0,194
MOROCHATA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,14,6,20
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,5,2,7
OCURI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,10,12,22
OKINAWA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,11,3,14
OMEREQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,2,0,2
ORURO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,373,0,373
PADCAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,16,0,16
PADILLA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,21,3,24
PAILON,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,33,0,33
PALCA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,12,0,12
PALOS BLANCOS,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,43,1,44
PAMPA AULLAGAS,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,2,1,3
PAMPA GRANDE,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,11,0,11
PAPEL PAMPA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,1,0,1
PASORAPA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,1,0,1
PATACAMAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,204,1,205
PAZÑA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,5,0,5
PELECHUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,4,1,5
POCOATA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,12,10,22
POCONA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,16,1,17
POJO (CBBA),consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,9,0,9
POOPO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,5,0,5
PORCO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,12,0,12
POROMA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,28,9,37
PORONGO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,10,0,10
PORTACHUELO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,59,0,59
PORVENIR,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,7,0,7
POSTRER VALLE,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,1,0,1
POTOSI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,290,0,290
PRESTO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,3,9,12
PUCARA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,3,0,3
PUCARANI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,16,0,16
PUERTO ACOSTA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,4,4,8
PUERTO CARABUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,5,2,7
PUERTO GONZALO MORENO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,11,0,11
PUERTO PEREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,1,4,5
PUERTO QUIJARRO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,5,0,5
PUERTO RICO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,15,0,15
PUERTO SUAREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,42,0,42
PUERTO VILLARROEL,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,106,0,106
PUNA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,19,2,21
PUNATA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,30,0,30
QUIABAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,2,0,2
QUILLACOLLO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,131,0,131
QUIME,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,9,0,9
RAVELO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,14,3,17
REYES,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,32,2,34
RIBERALTA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,230,7,237
ROBORE,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,20,0,20
RURRENABAQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,35,0,35
SABAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,1,0,1
SACABA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,173,0,173
SACABAMBA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,5,0,5
SACACA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,25,4,29
SAIPINA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,2,0,2
SALINAS DE GARCI MENDOZA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,2,4,6
SAMAIPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,13,0,13
SAN AGUSTIN,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,2,0,2
SAN ANDRES,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,15,0,15
SAN ANDRES DE MACHACA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,5,0,5
SAN ANTONIO DE ESMORUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,0,1,1
SAN ANTONIO DE LOMERIO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,8,2,10
SAN BENITO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,23,0,23
SAN BORJA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,80,0,80
SAN BUENA VENTURA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,16,0,16
SAN CARLOS,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,33,0,33
SAN IGNACIO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,47,3,50
SAN IGNACIO DE VELASCO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,88,10,98
SAN JAVIER(BNI),consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,3,0,3
SAN JAVIER(STC),consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,20,0,20
SAN JOAQUIN,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,10,0,10
SAN JOSE DE CHIQUITOS,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,22,0,22
SAN JUAN DE YAPACANI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,19,0,19
SAN JULIAN,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,53,7,60
SAN LORENZO(PND),consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,7,2,9
SAN LORENZO(TJA),consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,16,3,19
SAN LUCAS,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,52,24,76
SAN MATIAS,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,10,0,10
SAN MIGUEL DE VELASCO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,13,2,15
SAN PABLO DE LIPEZ,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,3,0,3
SAN PEDRO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,10,0,10
SAN PEDRO DE BUENA VISTA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,17,0,17
SAN PEDRO DE CURAHUARA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,2,1,3
SAN PEDRO DE TIQUINA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,2,0,2
SAN PEDRO(PND),consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,2,1,3
SAN RAFAEL,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,5,0,5
SAN RAMON BENI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,3,0,3
SAN RAMON SCZ,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,10,0,10
SANTA ANA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,96,0,96
SANTA CRUZ DE LA SIERRA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,1829,53,1882
SANTA ROSA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,9,0,9
SANTA ROSA DEL SARA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,15,0,15
SANTIAGO DE CALLAPA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,2,2,4
SANTIAGO DE HUARI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,11,0,11
SANTIAGO DE HUATA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,2,0,2
SANTIAGO DE MACHACA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,1,0,1
SANTIVAÑES,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,7,0,7
SANTUARIO DE QUILLACAS,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,1,2,3
SAPAHAQUI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,6,0,6
SENA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,11,0,11
SHINAOTA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,31,0,31
SICA SICA (VILLA AROMA),consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,18,2,20
SIPE SIPE,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,57,0,57
SOPACHUY,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,10,1,11
SORACACHI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,15,3,18
SORATA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,16,3,19
SUCRE,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,731,4,735
TACACOMA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,8,0,8
TACOBAMBA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,5,0,5
TACOPAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-11-01,9,3,12
