,group,variable,month,NUEVAS ANTES DEL 5TO MES DE EMBARAZO CANTIDAD,NUEVAS ANTES DEL 5TO MES DE EMBARAZO CANTIDAD,TOTALES
ANZALDO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,1,4,5
APOLO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,27,12,39
ARAMPAMPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,2,4,6
ARANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,32,3,35
ARBIETO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,12,0,12
ARQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,12,1,13
ASCENCION DE GUARAYOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,81,0,81
ATOCHA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,15,0,15
AUCAPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,1,0,1
AYATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,5,6,11
AYO AYO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,7,0,7
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,35,4,39
AZURDUY,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,15,3,18
BATALLAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,15,0,15
BAURES,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,15,0,15
BELEN DE ANDAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,1,1,2
BELEN DE URMIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,5,1,6
BELLA FLOR,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,4,3,7
BERMEJO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,65,0,65
BETANZOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,37,6,43
BOLIVAR,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,6,5,11
BOLPEBRA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,6,0,6
BOYUIBE,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,6,3,9
BUENA VISTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,18,0,18
CABEZAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,35,0,35
CAIROMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,13,2,15
"CAIZA ""D""",consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,13,0,13
CAJUATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,14,1,15
CALACOTO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,0,3,3
CALAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,12,4,16
CAMARGO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,52,3,55
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,4,0,4
CAMIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,119,1,120
CAPINOTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,34,0,34
CAQUIAVIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,9,0,9
CARACOLLO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,20,2,22
CARANAVI,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,102,4,106
CARAPARI,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,31,0,31
CARIPUYO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,5,3,8
CARMEN RIVERO TORREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,13,0,13
CHALLAPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,34,7,41
CHAQUI,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,6,0,6
CHARAGUA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,35,3,38
CHARAÑA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,4,0,4
CHAYANTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,12,3,15
CHIMORE,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,39,3,42
CHIPAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,2,0,2
CHOQUE COTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,24,0,24
CHUMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,4,2,6
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,11,1,12
CKOCHAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,29,3,32
CLIZA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,57,0,57
COBIJA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,140,1,141
COCAPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,7,17,24
COCHABAMBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,1753,13,1766
COLCAPIRHUA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,112,1,113
"COLCHA ""K""",consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,14,2,16
COLLANA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,3,0,3
COLOMI,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,24,0,24
COLPA BELGICA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,10,0,10
COLQUECHACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,36,13,49
COLQUENCHA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,8,0,8
COLQUIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,20,15,35
COMANCHE,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,3,0,3
COMARAPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,53,0,53
COMBAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,0,1,1
CONCEPCION,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,40,0,40
COPACABANA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,18,1,19
CORIPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,28,0,28
CORO CORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,7,1,8
COROICO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,26,2,28
CORQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,2,1,3
COTAGAITA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,23,1,24
COTOCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,99,0,99
CUATRO CAÑADAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,32,3,35
CUEVO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,9,0,9
CULPINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,29,10,39
CURAHUARA DE CARANGAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,1,0,1
CURVA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,4,0,4
DESAGUADERO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,15,0,15
EL ALTO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,1579,0,1579
EL CHORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,0,2,2
EL PUENTE(STC),consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,23,0,23
EL PUENTE(TJA),consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,12,1,13
EL TORNO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,98,1,99
EL VILLAR,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,5,0,5
ENTRE RIOS TRJ,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,33,3,36
ENTRE RIOS CBBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,77,0,77
ESCOMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,18,0,18
EUCALIPTUS,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,7,0,7
EUREKA (SANTOS MERCADO),consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,2,2,4
EXALTACION,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,7,3,10
FERNANDEZ ALONSO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,34,0,34
FILADELFIA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,11,0,11
GENERAL SAAVEDRA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,24,0,24
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,9,9,18
GUANAY,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,24,0,24
GUAQUI,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,3,0,3
GUAYARAMERIN,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,103,2,105
GUTIERREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,15,2,17
HUACARETA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,15,4,19
HUACAYA (VILLA DE HUACAYA),consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,4,4,8
HUACHACALLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,3,0,3
HUANUNI,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,37,0,37
HUARACAJE,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,10,0,10
HUARINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,2,1,3
HUAYLLAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,5,0,5
HUMANATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,0,1,1
ICHOCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,5,0,5
ICLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,3,1,4
INCAHUASI,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,19,10,29
INGAVI (HUMAITA),consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,9,1,10
INQUISIVI,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,12,3,15
IRUPANA (VILLA DE LANZA),consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,14,1,15
IXIAMAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,11,0,11
JESUS DE MACHACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,20,0,20
LA ASUNTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,82,0,82
LA GUARDIA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,170,0,170
LA PAZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,1689,14,1703
LAGUNILLAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,5,3,8
LAJA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,10,0,10
LAS CARRERAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,3,0,3
LICOMA PAMPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,2,0,2
LLALLAGUA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,78,9,87
LLICA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,7,0,7
LORETO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,4,0,4
LURIBAY,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,10,2,12
MACHACAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,1,0,1
MACHARETI,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,6,2,8
MAGDALENA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,19,2,21
MAIRANA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,28,0,28
MALLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,1,4,5
MAPIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,39,0,39
MECAPACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,12,2,14
MINEROS,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,68,1,69
MIZQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,42,2,44
MOCOMOCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,7,5,12
MOJINETE,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,1,0,1
MOJOCOYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,5,2,7
MONTEAGUDO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,56,4,60
MONTERO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,222,0,222
MORO MORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,3,1,4
MOROCHATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,12,0,12
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,5,0,5
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,3,0,3
OCURI,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,17,12,29
OKINAWA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,38,0,38
OMEREQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,10,2,12
ORURO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,790,0,790
PADCAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,20,0,20
PADILLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,26,3,29
PAILON,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,61,0,61
PALCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,20,4,24
PALOS BLANCOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,68,2,70
PAMPA AULLAGAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,6,2,8
PAMPA GRANDE,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,11,0,11
PAPEL PAMPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,2,0,2
PASORAPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,0,1,1
PATACAMAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,43,0,43
PAZÑA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,6,1,7
PELECHUCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,10,2,12
POCOATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,24,7,31
POCONA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,9,0,9
POJO (CBBA),consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,19,0,19
POOPO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,9,0,9
PORCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,16,0,16
POROMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,17,5,22
PORONGO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,25,2,27
PORTACHUELO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,53,0,53
PORVENIR,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,10,0,10
POSTRER VALLE,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,3,0,3
POTOSI,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,924,0,924
PRESTO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,7,2,9
PUCARA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,2,1,3
PUCARANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,31,0,31
PUERTO ACOSTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,5,3,8
PUERTO CARABUCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,11,0,11
PUERTO GONZALO MORENO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,7,1,8
PUERTO PEREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,2,0,2
PUERTO QUIJARRO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,21,0,21
PUERTO RICO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,14,5,19
PUERTO SILES,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,4,0,4
PUERTO SUAREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,44,0,44
PUERTO VILLARROEL,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,140,0,140
PUNA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,27,3,30
PUNATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,50,0,50
QUIABAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,2,0,2
QUILLACOLLO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,198,0,198
QUIME,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,7,0,7
QUIRUSILLAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,1,0,1
RAVELO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,12,4,16
REYES,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,18,3,21
RIBERALTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,191,7,198
ROBORE,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,16,0,16
RURRENABAQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,32,3,35
SABAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,4,2,6
SACABA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,284,0,284
SACABAMBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,5,1,6
SACACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,32,5,37
SAIPINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,7,0,7
SALINAS DE GARCI MENDOZA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,8,1,9
SAMAIPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,13,0,13
SAN ANDRES,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,20,3,23
SAN ANDRES DE MACHACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,1,1,2
SAN ANTONIO DE ESMORUCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,1,0,1
SAN ANTONIO DE LOMERIO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,4,2,6
SAN BENITO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,19,0,19
SAN BORJA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,69,7,76
SAN BUENA VENTURA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,34,3,37
SAN CARLOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,66,0,66
SAN IGNACIO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,41,4,45
SAN IGNACIO DE VELASCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,109,6,115
SAN JAVIER(BNI),consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,6,0,6
SAN JAVIER(STC),consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,24,0,24
SAN JOAQUIN,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,15,0,15
SAN JOSE DE CHIQUITOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,8,0,8
SAN JUAN DE YAPACANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,25,0,25
SAN JULIAN,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,145,5,150
SAN LORENZO(PND),consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,3,9,12
SAN LORENZO(TJA),consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,26,4,30
SAN LUCAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,36,13,49
SAN MATIAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,28,0,28
SAN MIGUEL DE VELASCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,25,4,29
SAN PABLO DE LIPEZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,4,0,4
SAN PEDRO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,33,0,33
SAN PEDRO DE BUENA VISTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,30,5,35
SAN PEDRO DE CURAHUARA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,4,0,4
SAN PEDRO DE TIQUINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,1,0,1
SAN PEDRO(PND),consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,0,6,6
SAN RAFAEL,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,8,1,9
SAN RAMON BENI,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,10,0,10
SAN RAMON SCZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,22,0,22
SANTA ANA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,35,0,35
SANTA CRUZ DE LA SIERRA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,3403,0,3403
SANTA ROSA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,19,0,19
SANTA ROSA DEL SARA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,33,0,33
SANTIAGO DE CALLAPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,1,1,2
SANTIAGO DE HUARI,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,9,0,9
SANTIAGO DE HUATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,3,2,5
SANTIAGO DE MACHACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,2,0,2
SANTIVAÑES,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,4,0,4
SANTUARIO DE QUILLACAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,1,1,2
SAPAHAQUI,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,4,2,6
SENA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,18,0,18
SHINAOTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,79,0,79
SICA SICA (VILLA AROMA),consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,33,1,34
SICAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,6,0,6
SIPE SIPE,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,70,1,71
SOPACHUY,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,4,2,6
SORACACHI,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,10,3,13
SORATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,25,11,36
SUCRE,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,565,12,577
TACACHI,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,1,0,1
TACACOMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,6,0,6
TACOBAMBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,10,0,10
TACOPAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,15,0,15
TAPACARI,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,17,4,21
TARABUCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,19,3,22
TARACO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,2,0,2
TARATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,21,0,21
TARIJA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,566,1,567
TARVITA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,13,3,16
TEOPONTE,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,11,4,15
TIAWANACU,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,13,2,15
TINGUIPAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,17,1,18
TIPUANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,21,0,21
TIQUIPAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,122,4,126
TIRAQUE (CBBA),consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,19,1,20
TITO YUPANQUI (PARQUIPUJIO),consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,2,0,2
TOCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,5,0,5
TOLATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,6,0,6
TOLEDO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,6,0,6
TOMAVE,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,6,9,15
TOMINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,8,0,8
TORO TORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,15,1,16
TOTORA(CBBA),consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,47,1,48
TOTORA(ORR),consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,8,0,8
TRIGAL,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,1,0,1
TRINIDAD,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,261,1,262
TUPIZA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,90,3,93
TURCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,1,0,1
UMALA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,6,3,9
UNCIA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,22,3,25
URIONDO (A. CONCEPCION),consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,17,0,17
URUBICHA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,12,0,12
UYUNI,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,48,2,50
VACAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-10-01,10,0,10
