,group,variable,month,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO CANTIDAD,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO CANTIDAD,TOTALES
SAN RAFAEL,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-09-01,4,0,4
SAN RAMON SCZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-09-01,9,0,9
SANTA ANA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-09-01,18,0,18
SANTA CRUZ DE LA SIERRA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-09-01,3138,5,3143
SANTA ROSA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-09-01,12,0,12
SANTA ROSA DEL SARA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-09-01,7,0,7
SANTIAGO DE CALLAPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-09-01,0,2,2
SANTIAGO DE HUARI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-09-01,2,0,2
SANTIAGO DE HUATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-09-01,4,0,4
SANTIVAÑES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-09-01,3,0,3
SANTUARIO DE QUILLACAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-09-01,1,0,1
SAPAHAQUI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-09-01,2,1,3
SENA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-09-01,2,2,4
SHINAOTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-09-01,27,0,27
SICA SICA (VILLA AROMA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-09-01,13,5,18
SICAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-09-01,5,0,5
SIPE SIPE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-09-01,57,0,57
SOPACHUY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-09-01,3,1,4
SORACACHI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-09-01,5,7,12
SORATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-09-01,7,12,19
SUCRE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-09-01,138,1,139
TACACHI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-09-01,1,0,1
TACACOMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-09-01,6,0,6
TACOBAMBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-09-01,4,0,4
TACOPAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-09-01,5,0,5
TAPACARI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-09-01,15,4,19
TARABUCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-09-01,2,0,2
TARACO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-09-01,2,1,3
TARATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-09-01,6,0,6
TARIJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-09-01,287,0,287
TARVITA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-09-01,3,0,3
TEOPONTE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-09-01,1,1,2
TIAWANACU,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-09-01,10,1,11
TINGUIPAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-09-01,14,5,19
TIPUANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-09-01,3,0,3
TIQUIPAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-09-01,84,6,90
TIRAQUE (CBBA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-09-01,20,0,20
TOCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-09-01,7,0,7
TODOS SANTOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-09-01,1,0,1
TOLATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-09-01,2,0,2
TOMAVE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-09-01,3,4,7
TOMINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-09-01,3,0,3
TORO TORO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-09-01,12,4,16
TOTORA(CBBA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-09-01,15,5,20
TOTORA(ORR),consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-09-01,1,0,1
TRINIDAD,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-09-01,143,4,147
TUPIZA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-09-01,25,5,30
TURCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-09-01,0,1,1
UMALA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-09-01,1,2,3
UNCIA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-09-01,9,1,10
URIONDO (A. CONCEPCION),consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-09-01,5,0,5
URUBICHA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-09-01,2,0,2
UYUNI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-09-01,35,0,35
VACAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-09-01,9,2,11
VALLEGRANDE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-09-01,4,0,4
VIACHA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-09-01,39,3,42
VILA VILA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-09-01,4,1,5
VILLA CHARCAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-09-01,0,1,1
VILLA MONTES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-09-01,28,1,29
VILLA NUEVA (LOMA ALTA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-09-01,2,0,2
VILLA RIVERO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-09-01,7,1,8
VILLA TUNARI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-09-01,99,1,100
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-09-01,3,0,3
VILLAZON,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-09-01,14,0,14
VINTO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-09-01,103,10,113
VITICHI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-09-01,13,0,13
WALDO BALLIVIAN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-09-01,1,0,1
WARNES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-09-01,91,2,93
YACO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-09-01,3,2,5
YACUIBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-09-01,100,5,105
YAMPARAEZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-09-01,1,0,1
YANACACHI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-09-01,2,0,2
YAPACANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-09-01,101,0,101
YOCALLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-09-01,4,0,4
YOTALA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-09-01,5,1,6
YUNCHARA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-09-01,0,2,2
ZUDAÑEZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-09-01,2,0,2
ACACIO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,10,3,13
ACHACACHI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,37,7,44
ACHOCALLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,2,3,5
AIQUILE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,22,0,22
ALALAY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,0,3,3
ALCALA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,1,0,1
ALTO BENI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,1,1,2
ANCORAIMES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,11,1,12
ANTEQUERA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,0,1,1
ANZALDO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,3,2,5
APOLO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,8,4,12
ARAMPAMPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,3,3,6
ARANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,2,5,7
ARBIETO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,6,6,12
ARQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,10,1,11
ASCENCION DE GUARAYOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,22,0,22
ATOCHA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,9,1,10
AUCAPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,1,0,1
AYATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,0,2,2
AYO AYO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,6,0,6
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,18,13,31
AZURDUY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,1,2,3
BATALLAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,14,2,16
BAURES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,5,0,5
BELEN DE ANDAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,2,1,3
BELEN DE URMIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,1,0,1
BELLA FLOR,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,1,1,2
BERMEJO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,14,0,14
BETANZOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,20,4,24
BOLIVAR,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,1,0,1
BUENA VISTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,2,0,2
CABEZAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,23,0,23
CAIROMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,10,2,12
"CAIZA ""D""",consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,6,0,6
CAJUATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,1,0,1
CALACOTO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,1,0,1
CALAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,8,3,11
CAMARGO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,17,0,17
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,0,1,1
CAMIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,49,1,50
CAPINOTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,13,0,13
CAQUIAVIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,10,1,11
CARACOLLO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,12,1,13
CARANAVI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,41,4,45
CARAPARI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,6,0,6
CARIPUYO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,10,8,18
CARMEN RIVERO TORREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,4,0,4
CHACARILLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,1,0,1
CHALLAPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,25,7,32
CHAQUI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,4,2,6
CHARAGUA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,39,4,43
CHARAÑA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,0,1,1
CHAYANTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,4,3,7
CHIMORE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,23,1,24
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,10,0,10
CHUMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,3,0,3
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,4,2,6
CKOCHAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,13,4,17
CLIZA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,13,0,13
COBIJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,27,1,28
COCAPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,4,15,19
COCHABAMBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,1348,15,1363
COLCAPIRHUA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,81,0,81
"COLCHA ""K""",consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,7,1,8
COLLANA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,1,2,3
COLOMI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,17,0,17
COLPA BELGICA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,4,0,4
COLQUECHACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,22,10,32
COLQUENCHA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,7,0,7
COLQUIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,1,3,4
COMARAPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,4,1,5
CONCEPCION,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,25,3,28
COPACABANA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,11,2,13
CORIPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,9,0,9
CORO CORO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,5,1,6
COROICO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,14,1,15
CORQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,2,2,4
COTAGAITA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,10,0,10
COTOCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,71,0,71
CUATRO CAÑADAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,28,1,29
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,2,0,2
CUEVO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,4,0,4
CULPINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,3,0,3
CURAHUARA DE CARANGAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,6,0,6
CURVA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,2,1,3
DESAGUADERO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,3,0,3
EL ALTO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,1044,1,1045
EL CHORO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,1,0,1
EL PUENTE(STC),consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,11,0,11
EL PUENTE(TJA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,2,0,2
EL TORNO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,11,0,11
ENTRE RIOS TRJ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,4,1,5
ENTRE RIOS CBBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,15,0,15
ESCOMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,4,0,4
EUCALIPTUS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,2,0,2
EUREKA (SANTOS MERCADO),consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,1,2,3
EXALTACION,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,6,1,7
FERNANDEZ ALONSO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,30,0,30
FILADELFIA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,5,0,5
GENERAL SAAVEDRA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,12,0,12
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,27,6,33
GUANAY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,2,1,3
GUAQUI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,3,2,5
GUAYARAMERIN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,40,0,40
GUTIERREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,10,5,15
HUACHACALLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,2,1,3
HUANUNI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,17,1,18
HUARACAJE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,3,0,3
HUARINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,2,3,5
HUAYLLAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,1,0,1
HUMANATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,1,3,4
ICHOCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,5,0,5
INCAHUASI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,1,0,1
INGAVI (HUMAITA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,3,1,4
INQUISIVI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,5,4,9
IRUPANA (VILLA DE LANZA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,7,1,8
IXIAMAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,6,0,6
JESUS DE MACHACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,7,1,8
LA ASUNTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,37,4,41
LA GUARDIA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,49,0,49
LA PAZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,1367,9,1376
LAGUNILLAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,7,0,7
LAJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,12,0,12
LLALLAGUA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,39,3,42
LORETO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,2,0,2
LURIBAY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,2,0,2
MACHACAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,1,0,1
MACHARETI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,1,0,1
MAGDALENA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,9,0,9
MAIRANA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,12,0,12
MALLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,2,0,2
MAPIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,6,0,6
MECAPACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,2,3,5
MINEROS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,11,0,11
MIZQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,15,2,17
MOCOMOCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,4,2,6
MONTEAGUDO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,6,1,7
MONTERO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,125,0,125
MOROCHATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,9,3,12
NAZACARA DE PACAJES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,0,1,1
OCURI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,8,8,16
OKINAWA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,7,0,7
OMEREQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,1,3,4
ORURO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,521,0,521
PADCAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,1,1,2
PAILON,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,34,0,34
PALCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,5,2,7
PALOS BLANCOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,4,3,7
PAMPA GRANDE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,3,0,3
PAPEL PAMPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,1,0,1
PASORAPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,1,1,2
PATACAMAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,24,0,24
PAZÑA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,2,1,3
PELECHUCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,2,1,3
POCOATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,17,5,22
POCONA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,7,0,7
POJO (CBBA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,5,0,5
POOPO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,4,0,4
PORCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,5,0,5
POROMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,2,1,3
PORONGO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,1,0,1
PORTACHUELO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,28,0,28
PORVENIR,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,5,0,5
POTOSI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,539,0,539
PRESTO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,1,3,4
PUCARANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,16,0,16
PUERTO ACOSTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,5,4,9
PUERTO CARABUCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,3,4,7
PUERTO GONZALO MORENO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,6,0,6
PUERTO PEREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,2,3,5
PUERTO QUIJARRO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,10,0,10
PUERTO RICO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,3,2,5
PUERTO SILES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,1,0,1
PUERTO SUAREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,36,0,36
PUERTO VILLARROEL,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,63,0,63
PUNA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,10,1,11
PUNATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,29,0,29
QUIABAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,3,0,3
QUILLACOLLO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,169,0,169
QUIME,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,7,0,7
QUIRUSILLAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,1,0,1
RAVELO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,10,6,16
REYES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,15,5,20
RIBERALTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,154,6,160
ROBORE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,6,0,6
RURRENABAQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,12,3,15
SABAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,3,0,3
SACABA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,153,0,153
SACABAMBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,1,0,1
SACACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,18,2,20
SAIPINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,1,0,1
SALINAS DE GARCI MENDOZA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,4,0,4
SAMAIPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,3,0,3
SAN ANDRES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,3,0,3
SAN ANDRES DE MACHACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,1,0,1
SAN ANTONIO DE LOMERIO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,5,0,5
SAN BENITO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,5,0,5
SAN BORJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,35,0,35
SAN BUENA VENTURA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,15,0,15
SAN CARLOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,15,0,15
SAN IGNACIO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,26,5,31
SAN IGNACIO DE VELASCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,41,4,45
SAN JAVIER(BNI),consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,1,0,1
SAN JAVIER(STC),consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,7,0,7
SAN JOAQUIN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,3,0,3
SAN JOSE DE CHIQUITOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,6,0,6
SAN JUAN DE YAPACANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-10-01,12,0,12
