,group,variable,month,REPETIDAS TOTAL 4.3 REPETIDAS,REPETIDAS TOTAL 4.3 REPETIDAS,TOTALES
SAN MATIAS,consultas prenatales,repetidas,2011-10-01,88,0,88
SAN MIGUEL DE VELASCO,consultas prenatales,repetidas,2011-10-01,62,13,75
SAN PABLO DE LIPEZ,consultas prenatales,repetidas,2011-10-01,14,0,14
SAN PEDRO,consultas prenatales,repetidas,2011-10-01,134,0,134
SAN PEDRO DE BUENA VISTA,consultas prenatales,repetidas,2011-10-01,106,16,122
SAN PEDRO DE CURAHUARA,consultas prenatales,repetidas,2011-10-01,5,4,9
SAN PEDRO DE QUEMES,consultas prenatales,repetidas,2011-10-01,2,0,2
SAN PEDRO DE TIQUINA,consultas prenatales,repetidas,2011-10-01,19,0,19
SAN PEDRO(PND),consultas prenatales,repetidas,2011-10-01,2,7,9
SAN RAFAEL,consultas prenatales,repetidas,2011-10-01,51,0,51
SAN RAMON BENI,consultas prenatales,repetidas,2011-10-01,36,0,36
SAN RAMON SCZ,consultas prenatales,repetidas,2011-10-01,93,0,93
SANTA ANA,consultas prenatales,repetidas,2011-10-01,234,1,235
SANTA CRUZ DE LA SIERRA,consultas prenatales,repetidas,2011-10-01,8436,0,8436
SANTA ROSA,consultas prenatales,repetidas,2011-10-01,67,0,67
SANTA ROSA DEL SARA,consultas prenatales,repetidas,2011-10-01,118,3,121
SANTIAGO DE CALLAPA,consultas prenatales,repetidas,2011-10-01,13,5,18
SANTIAGO DE HUARI,consultas prenatales,repetidas,2011-10-01,66,2,68
SANTIAGO DE HUATA,consultas prenatales,repetidas,2011-10-01,12,0,12
SANTIAGO DE MACHACA,consultas prenatales,repetidas,2011-10-01,11,0,11
SANTIVAÑES,consultas prenatales,repetidas,2011-10-01,42,0,42
SANTUARIO DE QUILLACAS,consultas prenatales,repetidas,2011-10-01,4,6,10
SAPAHAQUI,consultas prenatales,repetidas,2011-10-01,18,12,30
SENA,consultas prenatales,repetidas,2011-10-01,45,0,45
SHINAOTA,consultas prenatales,repetidas,2011-10-01,370,0,370
SICA SICA (VILLA AROMA),consultas prenatales,repetidas,2011-10-01,75,1,76
SICAYA,consultas prenatales,repetidas,2011-10-01,16,0,16
SIPE SIPE,consultas prenatales,repetidas,2011-10-01,401,0,401
SOPACHUY,consultas prenatales,repetidas,2011-10-01,47,0,47
SORACACHI,consultas prenatales,repetidas,2011-10-01,42,6,48
SORATA,consultas prenatales,repetidas,2011-10-01,78,21,99
SUCRE,consultas prenatales,repetidas,2011-10-01,3040,21,3061
TACACHI,consultas prenatales,repetidas,2011-10-01,2,1,3
TACACOMA,consultas prenatales,repetidas,2011-10-01,54,2,56
TACOBAMBA,consultas prenatales,repetidas,2011-10-01,36,1,37
TACOPAYA,consultas prenatales,repetidas,2011-10-01,49,1,50
TAHUA,consultas prenatales,repetidas,2011-10-01,1,0,1
TAPACARI,consultas prenatales,repetidas,2011-10-01,90,40,130
TARABUCO,consultas prenatales,repetidas,2011-10-01,119,31,150
TARACO,consultas prenatales,repetidas,2011-10-01,20,1,21
TARATA,consultas prenatales,repetidas,2011-10-01,61,3,64
TARIJA,consultas prenatales,repetidas,2011-10-01,1626,3,1629
TARVITA,consultas prenatales,repetidas,2011-10-01,67,33,100
TEOPONTE,consultas prenatales,repetidas,2011-10-01,55,9,64
TIAWANACU,consultas prenatales,repetidas,2011-10-01,44,10,54
TINGUIPAYA,consultas prenatales,repetidas,2011-10-01,39,13,52
TIPUANI,consultas prenatales,repetidas,2011-10-01,92,0,92
TIQUIPAYA,consultas prenatales,repetidas,2011-10-01,567,1,568
TIRAQUE (CBBA),consultas prenatales,repetidas,2011-10-01,90,5,95
TOCO,consultas prenatales,repetidas,2011-10-01,37,0,37
TODOS SANTOS,consultas prenatales,repetidas,2011-10-01,2,0,2
TOLATA,consultas prenatales,repetidas,2011-10-01,53,1,54
TOLEDO,consultas prenatales,repetidas,2011-10-01,19,2,21
TOMAVE,consultas prenatales,repetidas,2011-10-01,35,23,58
TOMINA,consultas prenatales,repetidas,2011-10-01,72,2,74
TORO TORO,consultas prenatales,repetidas,2011-10-01,37,18,55
TOTORA(CBBA),consultas prenatales,repetidas,2011-10-01,141,9,150
TOTORA(ORR),consultas prenatales,repetidas,2011-10-01,18,3,21
TRIGAL,consultas prenatales,repetidas,2011-10-01,5,0,5
TRINIDAD,consultas prenatales,repetidas,2011-10-01,1141,3,1144
TUPIZA,consultas prenatales,repetidas,2011-10-01,344,8,352
TURCO,consultas prenatales,repetidas,2011-10-01,22,1,23
UMALA,consultas prenatales,repetidas,2011-10-01,23,8,31
UNCIA,consultas prenatales,repetidas,2011-10-01,108,14,122
URIONDO (A. CONCEPCION),consultas prenatales,repetidas,2011-10-01,70,1,71
URUBICHA,consultas prenatales,repetidas,2011-10-01,37,0,37
UYUNI,consultas prenatales,repetidas,2011-10-01,249,7,256
VACAS,consultas prenatales,repetidas,2011-10-01,42,1,43
VALLEGRANDE,consultas prenatales,repetidas,2011-10-01,121,3,124
VIACHA,consultas prenatales,repetidas,2011-10-01,373,4,377
VILA VILA,consultas prenatales,repetidas,2011-10-01,17,0,17
VILLA CHARCAS,consultas prenatales,repetidas,2011-10-01,67,30,97
VILLA MONTES,consultas prenatales,repetidas,2011-10-01,319,14,333
VILLA NUEVA (LOMA ALTA),consultas prenatales,repetidas,2011-10-01,14,4,18
VILLA RIVERO,consultas prenatales,repetidas,2011-10-01,48,0,48
VILLA SERRANO,consultas prenatales,repetidas,2011-10-01,69,22,91
VILLA TUNARI,consultas prenatales,repetidas,2011-10-01,673,1,674
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,repetidas,2011-10-01,71,15,86
VILLAZON,consultas prenatales,repetidas,2011-10-01,311,15,326
VINTO,consultas prenatales,repetidas,2011-10-01,213,0,213
VITICHI,consultas prenatales,repetidas,2011-10-01,50,1,51
WALDO BALLIVIAN,consultas prenatales,repetidas,2011-10-01,9,0,9
WARNES,consultas prenatales,repetidas,2011-10-01,644,9,653
YACO,consultas prenatales,repetidas,2011-10-01,23,17,40
YACUIBA,consultas prenatales,repetidas,2011-10-01,657,6,663
YAMPARAEZ,consultas prenatales,repetidas,2011-10-01,33,6,39
YANACACHI,consultas prenatales,repetidas,2011-10-01,24,0,24
YAPACANI,consultas prenatales,repetidas,2011-10-01,274,6,280
YOCALLA,consultas prenatales,repetidas,2011-10-01,24,4,28
YOTALA,consultas prenatales,repetidas,2011-10-01,66,3,69
YUNCHARA,consultas prenatales,repetidas,2011-10-01,5,30,35
ZUDAÑEZ,consultas prenatales,repetidas,2011-10-01,35,3,38
ACACIO,consultas prenatales,repetidas,2011-11-01,27,4,31
ACHACACHI,consultas prenatales,repetidas,2011-11-01,218,3,221
ACHOCALLA,consultas prenatales,repetidas,2011-11-01,51,8,59
AIQUILE,consultas prenatales,repetidas,2011-11-01,181,2,183
ALALAY,consultas prenatales,repetidas,2011-11-01,2,7,9
ALCALA,consultas prenatales,repetidas,2011-11-01,20,2,22
ALTO BENI,consultas prenatales,repetidas,2011-11-01,43,4,47
ANCORAIMES,consultas prenatales,repetidas,2011-11-01,56,5,61
ANDAMARCA,consultas prenatales,repetidas,2011-11-01,12,4,16
ANTEQUERA,consultas prenatales,repetidas,2011-11-01,10,4,14
ANZALDO,consultas prenatales,repetidas,2011-11-01,18,8,26
APOLO,consultas prenatales,repetidas,2011-11-01,100,9,109
ARAMPAMPA,consultas prenatales,repetidas,2011-11-01,17,14,31
ARANI,consultas prenatales,repetidas,2011-11-01,75,10,85
ARBIETO,consultas prenatales,repetidas,2011-11-01,49,2,51
ARQUE,consultas prenatales,repetidas,2011-11-01,63,0,63
ASCENCION DE GUARAYOS,consultas prenatales,repetidas,2011-11-01,234,0,234
ATOCHA,consultas prenatales,repetidas,2011-11-01,89,2,91
AUCAPATA,consultas prenatales,repetidas,2011-11-01,7,0,7
AYATA,consultas prenatales,repetidas,2011-11-01,24,7,31
AYO AYO,consultas prenatales,repetidas,2011-11-01,46,0,46
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,repetidas,2011-11-01,132,18,150
AZURDUY,consultas prenatales,repetidas,2011-11-01,35,18,53
BATALLAS,consultas prenatales,repetidas,2011-11-01,72,0,72
BAURES,consultas prenatales,repetidas,2011-11-01,32,0,32
BELEN DE ANDAMARCA,consultas prenatales,repetidas,2011-11-01,7,1,8
BELEN DE URMIRI,consultas prenatales,repetidas,2011-11-01,6,4,10
BELLA FLOR,consultas prenatales,repetidas,2011-11-01,6,3,9
BERMEJO,consultas prenatales,repetidas,2011-11-01,275,0,275
BETANZOS,consultas prenatales,repetidas,2011-11-01,143,17,160
BOLIVAR,consultas prenatales,repetidas,2011-11-01,27,8,35
BOLPEBRA,consultas prenatales,repetidas,2011-11-01,6,2,8
BOYUIBE,consultas prenatales,repetidas,2011-11-01,17,1,18
BUENA VISTA,consultas prenatales,repetidas,2011-11-01,83,2,85
CABEZAS,consultas prenatales,repetidas,2011-11-01,126,0,126
CAIROMA,consultas prenatales,repetidas,2011-11-01,40,4,44
"CAIZA ""D""",consultas prenatales,repetidas,2011-11-01,49,2,51
CAJUATA,consultas prenatales,repetidas,2011-11-01,52,10,62
CALACOTO,consultas prenatales,repetidas,2011-11-01,2,7,9
CALAMARCA,consultas prenatales,repetidas,2011-11-01,52,2,54
CAMARGO,consultas prenatales,repetidas,2011-11-01,113,8,121
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,repetidas,2011-11-01,23,6,29
CAMIRI,consultas prenatales,repetidas,2011-11-01,388,6,394
CAPINOTA,consultas prenatales,repetidas,2011-11-01,186,3,189
CAQUIAVIRI,consultas prenatales,repetidas,2011-11-01,29,2,31
CARACOLLO,consultas prenatales,repetidas,2011-11-01,116,10,126
CARANAVI,consultas prenatales,repetidas,2011-11-01,362,16,378
CARANGAS,consultas prenatales,repetidas,2011-11-01,0,1,1
CARAPARI,consultas prenatales,repetidas,2011-11-01,81,0,81
CARIPUYO,consultas prenatales,repetidas,2011-11-01,27,9,36
CARMEN RIVERO TORREZ,consultas prenatales,repetidas,2011-11-01,27,3,30
CATACORA,consultas prenatales,repetidas,2011-11-01,2,0,2
CHACARILLA,consultas prenatales,repetidas,2011-11-01,3,2,5
CHALLAPATA,consultas prenatales,repetidas,2011-11-01,240,17,257
CHAQUI,consultas prenatales,repetidas,2011-11-01,28,6,34
CHARAGUA,consultas prenatales,repetidas,2011-11-01,190,1,191
CHARAÑA,consultas prenatales,repetidas,2011-11-01,10,0,10
CHAYANTA,consultas prenatales,repetidas,2011-11-01,43,18,61
CHIMORE,consultas prenatales,repetidas,2011-11-01,134,7,141
CHIPAYA,consultas prenatales,repetidas,2011-11-01,14,0,14
CHOQUE COTA,consultas prenatales,repetidas,2011-11-01,7,0,7
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,repetidas,2011-11-01,119,0,119
CHUMA,consultas prenatales,repetidas,2011-11-01,30,2,32
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,repetidas,2011-11-01,52,7,59
CKOCHAS,consultas prenatales,repetidas,2011-11-01,75,16,91
CLIZA,consultas prenatales,repetidas,2011-11-01,243,0,243
COBIJA,consultas prenatales,repetidas,2011-11-01,671,12,683
COCAPATA,consultas prenatales,repetidas,2011-11-01,17,39,56
COCHABAMBA,consultas prenatales,repetidas,2011-11-01,6225,19,6244
COIPASA,consultas prenatales,repetidas,2011-11-01,7,0,7
COLCAPIRHUA,consultas prenatales,repetidas,2011-11-01,534,0,534
"COLCHA ""K""",consultas prenatales,repetidas,2011-11-01,50,4,54
COLLANA,consultas prenatales,repetidas,2011-11-01,15,1,16
COLOMI,consultas prenatales,repetidas,2011-11-01,108,0,108
COLPA BELGICA,consultas prenatales,repetidas,2011-11-01,25,0,25
COLQUECHACA,consultas prenatales,repetidas,2011-11-01,127,38,165
COLQUENCHA,consultas prenatales,repetidas,2011-11-01,57,3,60
COLQUIRI,consultas prenatales,repetidas,2011-11-01,37,42,79
COMANCHE,consultas prenatales,repetidas,2011-11-01,9,1,10
COMARAPA,consultas prenatales,repetidas,2011-11-01,190,0,190
COMBAYA,consultas prenatales,repetidas,2011-11-01,2,7,9
CONCEPCION,consultas prenatales,repetidas,2011-11-01,130,1,131
COPACABANA,consultas prenatales,repetidas,2011-11-01,79,6,85
CORIPATA,consultas prenatales,repetidas,2011-11-01,99,0,99
CORO CORO,consultas prenatales,repetidas,2011-11-01,25,7,32
COROICO,consultas prenatales,repetidas,2011-11-01,112,1,113
CORQUE,consultas prenatales,repetidas,2011-11-01,29,7,36
COTAGAITA,consultas prenatales,repetidas,2011-11-01,109,0,109
COTOCA,consultas prenatales,repetidas,2011-11-01,388,0,388
CUATRO CAÑADAS,consultas prenatales,repetidas,2011-11-01,122,3,125
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,repetidas,2011-11-01,2,2,4
CUEVO,consultas prenatales,repetidas,2011-11-01,34,1,35
CULPINA,consultas prenatales,repetidas,2011-11-01,76,11,87
CURAHUARA DE CARANGAS,consultas prenatales,repetidas,2011-11-01,21,0,21
CURVA,consultas prenatales,repetidas,2011-11-01,10,1,11
DESAGUADERO,consultas prenatales,repetidas,2011-11-01,25,1,26
EL ALTO,consultas prenatales,repetidas,2011-11-01,6062,0,6062
EL CHORO,consultas prenatales,repetidas,2011-11-01,8,12,20
EL PUENTE(STC),consultas prenatales,repetidas,2011-11-01,66,0,66
EL PUENTE(TJA),consultas prenatales,repetidas,2011-11-01,62,2,64
EL TORNO,consultas prenatales,repetidas,2011-11-01,334,2,336
EL VILLAR,consultas prenatales,repetidas,2011-11-01,19,0,19
ENTRE RIOS TRJ,consultas prenatales,repetidas,2011-11-01,175,4,179
ENTRE RIOS CBBA,consultas prenatales,repetidas,2011-11-01,212,0,212
ESCOMA,consultas prenatales,repetidas,2011-11-01,41,0,41
EUCALIPTUS,consultas prenatales,repetidas,2011-11-01,28,0,28
EUREKA (SANTOS MERCADO),consultas prenatales,repetidas,2011-11-01,3,4,7
EXALTACION,consultas prenatales,repetidas,2011-11-01,3,9,12
FERNANDEZ ALONSO,consultas prenatales,repetidas,2011-11-01,44,0,44
FILADELFIA,consultas prenatales,repetidas,2011-11-01,32,9,41
GENERAL SAAVEDRA,consultas prenatales,repetidas,2011-11-01,94,0,94
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,repetidas,2011-11-01,29,10,39
GUANAY,consultas prenatales,repetidas,2011-11-01,119,4,123
GUAQUI,consultas prenatales,repetidas,2011-11-01,18,9,27
GUAYARAMERIN,consultas prenatales,repetidas,2011-11-01,378,1,379
GUTIERREZ,consultas prenatales,repetidas,2011-11-01,69,12,81
HUACARETA,consultas prenatales,repetidas,2011-11-01,51,5,56
HUACAYA (VILLA DE HUACAYA),consultas prenatales,repetidas,2011-11-01,4,11,15
HUACHACALLA,consultas prenatales,repetidas,2011-11-01,3,0,3
HUANUNI,consultas prenatales,repetidas,2011-11-01,277,0,277
HUARACAJE,consultas prenatales,repetidas,2011-11-01,36,0,36
HUARINA,consultas prenatales,repetidas,2011-11-01,15,1,16
HUAYLLAMARCA,consultas prenatales,repetidas,2011-11-01,4,10,14
HUMANATA,consultas prenatales,repetidas,2011-11-01,4,4,8
ICHOCA,consultas prenatales,repetidas,2011-11-01,9,2,11
ICLA,consultas prenatales,repetidas,2011-11-01,31,14,45
INCAHUASI,consultas prenatales,repetidas,2011-11-01,26,40,66
INGAVI (HUMAITA),consultas prenatales,repetidas,2011-11-01,13,0,13
INQUISIVI,consultas prenatales,repetidas,2011-11-01,25,13,38
IRUPANA (VILLA DE LANZA),consultas prenatales,repetidas,2011-11-01,69,2,71
IXIAMAS,consultas prenatales,repetidas,2011-11-01,41,0,41
JESUS DE MACHACA,consultas prenatales,repetidas,2011-11-01,65,3,68
LA ASUNTA,consultas prenatales,repetidas,2011-11-01,343,0,343
LA GUARDIA,consultas prenatales,repetidas,2011-11-01,584,0,584
LA PAZ,consultas prenatales,repetidas,2011-11-01,7042,45,7087
LAGUNILLAS,consultas prenatales,repetidas,2011-11-01,20,4,24
LAJA,consultas prenatales,repetidas,2011-11-01,63,1,64
LAS CARRERAS,consultas prenatales,repetidas,2011-11-01,30,10,40
LICOMA PAMPA,consultas prenatales,repetidas,2011-11-01,24,0,24
LLALLAGUA,consultas prenatales,repetidas,2011-11-01,336,17,353
LLICA,consultas prenatales,repetidas,2011-11-01,39,0,39
LORETO,consultas prenatales,repetidas,2011-11-01,8,5,13
LURIBAY,consultas prenatales,repetidas,2011-11-01,29,0,29
MACHACAMARCA,consultas prenatales,repetidas,2011-11-01,19,1,20
MACHARETI,consultas prenatales,repetidas,2011-11-01,62,3,65
MAGDALENA,consultas prenatales,repetidas,2011-11-01,93,2,95
MAIRANA,consultas prenatales,repetidas,2011-11-01,106,0,106
MALLA,consultas prenatales,repetidas,2011-11-01,2,4,6
MAPIRI,consultas prenatales,repetidas,2011-11-01,112,1,113
MECAPACA,consultas prenatales,repetidas,2011-11-01,38,5,43
MINEROS,consultas prenatales,repetidas,2011-11-01,167,0,167
MIZQUE,consultas prenatales,repetidas,2011-11-01,181,3,184
MOCOMOCO,consultas prenatales,repetidas,2011-11-01,48,6,54
MOJINETE,consultas prenatales,repetidas,2011-11-01,3,1,4
MOJOCOYA,consultas prenatales,repetidas,2011-11-01,32,7,39
MONTEAGUDO,consultas prenatales,repetidas,2011-11-01,313,21,334
MONTERO,consultas prenatales,repetidas,2011-11-01,1063,1,1064
MORO MORO,consultas prenatales,repetidas,2011-11-01,10,4,14
MOROCHATA,consultas prenatales,repetidas,2011-11-01,37,18,55
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,repetidas,2011-11-01,10,0,10
NAZACARA DE PACAJES,consultas prenatales,repetidas,2011-11-01,1,1,2
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,repetidas,2011-11-01,15,8,23
OCURI,consultas prenatales,repetidas,2011-11-01,47,40,87
OKINAWA,consultas prenatales,repetidas,2011-11-01,110,4,114
OMEREQUE,consultas prenatales,repetidas,2011-11-01,52,4,56
ORURO,consultas prenatales,repetidas,2011-11-01,2469,0,2469
PADCAYA,consultas prenatales,repetidas,2011-11-01,86,5,91
PADILLA,consultas prenatales,repetidas,2011-11-01,75,12,87
PAILON,consultas prenatales,repetidas,2011-11-01,137,3,140
PALCA,consultas prenatales,repetidas,2011-11-01,26,9,35
PALOS BLANCOS,consultas prenatales,repetidas,2011-11-01,247,3,250
PAMPA AULLAGAS,consultas prenatales,repetidas,2011-11-01,14,1,15
PAMPA GRANDE,consultas prenatales,repetidas,2011-11-01,60,0,60
PAPEL PAMPA,consultas prenatales,repetidas,2011-11-01,13,6,19
PASORAPA,consultas prenatales,repetidas,2011-11-01,7,0,7
PATACAMAYA,consultas prenatales,repetidas,2011-11-01,205,1,206
PAZÑA,consultas prenatales,repetidas,2011-11-01,30,3,33
PELECHUCO,consultas prenatales,repetidas,2011-11-01,29,1,30
POCOATA,consultas prenatales,repetidas,2011-11-01,49,43,92
POCONA,consultas prenatales,repetidas,2011-11-01,63,5,68
POJO (CBBA),consultas prenatales,repetidas,2011-11-01,79,1,80
POOPO,consultas prenatales,repetidas,2011-11-01,31,1,32
PORCO,consultas prenatales,repetidas,2011-11-01,85,0,85
POROMA,consultas prenatales,repetidas,2011-11-01,81,19,100
PORONGO,consultas prenatales,repetidas,2011-11-01,46,8,54
PORTACHUELO,consultas prenatales,repetidas,2011-11-01,254,0,254
PORVENIR,consultas prenatales,repetidas,2011-11-01,49,0,49
POSTRER VALLE,consultas prenatales,repetidas,2011-11-01,6,0,6
POTOSI,consultas prenatales,repetidas,2011-11-01,1603,1,1604
PRESTO,consultas prenatales,repetidas,2011-11-01,19,25,44
PUCARA,consultas prenatales,repetidas,2011-11-01,7,0,7
PUCARANI,consultas prenatales,repetidas,2011-11-01,117,2,119
PUERTO ACOSTA,consultas prenatales,repetidas,2011-11-01,19,14,33
PUERTO CARABUCO,consultas prenatales,repetidas,2011-11-01,30,8,38
PUERTO GONZALO MORENO,consultas prenatales,repetidas,2011-11-01,53,3,56
PUERTO PEREZ,consultas prenatales,repetidas,2011-11-01,7,9,16
PUERTO QUIJARRO,consultas prenatales,repetidas,2011-11-01,41,0,41
PUERTO RICO,consultas prenatales,repetidas,2011-11-01,71,8,79
PUERTO SILES,consultas prenatales,repetidas,2011-11-01,10,0,10
PUERTO SUAREZ,consultas prenatales,repetidas,2011-11-01,143,0,143
PUERTO VILLARROEL,consultas prenatales,repetidas,2011-11-01,510,0,510
PUNA,consultas prenatales,repetidas,2011-11-01,94,8,102
PUNATA,consultas prenatales,repetidas,2011-11-01,250,0,250
QUIABAYA,consultas prenatales,repetidas,2011-11-01,8,0,8
QUILLACOLLO,consultas prenatales,repetidas,2011-11-01,683,0,683
QUIME,consultas prenatales,repetidas,2011-11-01,56,0,56
QUIRUSILLAS,consultas prenatales,repetidas,2011-11-01,3,0,3
RAVELO,consultas prenatales,repetidas,2011-11-01,49,18,67
REYES,consultas prenatales,repetidas,2011-11-01,79,4,83
RIBERALTA,consultas prenatales,repetidas,2011-11-01,1088,21,1109
ROBORE,consultas prenatales,repetidas,2011-11-01,79,0,79
RURRENABAQUE,consultas prenatales,repetidas,2011-11-01,137,4,141
SABAYA,consultas prenatales,repetidas,2011-11-01,14,1,15
SACABA,consultas prenatales,repetidas,2011-11-01,1134,0,1134
SACABAMBA,consultas prenatales,repetidas,2011-11-01,19,4,23
SACACA,consultas prenatales,repetidas,2011-11-01,123,17,140
SAIPINA,consultas prenatales,repetidas,2011-11-01,3,0,3
SALINAS DE GARCI MENDOZA,consultas prenatales,repetidas,2011-11-01,39,11,50
SAMAIPATA,consultas prenatales,repetidas,2011-11-01,55,2,57
SAN AGUSTIN,consultas prenatales,repetidas,2011-11-01,7,0,7
SAN ANDRES,consultas prenatales,repetidas,2011-11-01,52,7,59
SAN ANDRES DE MACHACA,consultas prenatales,repetidas,2011-11-01,8,4,12
SAN ANTONIO DE ESMORUCO,consultas prenatales,repetidas,2011-11-01,4,3,7
SAN ANTONIO DE LOMERIO,consultas prenatales,repetidas,2011-11-01,39,6,45
SAN BENITO,consultas prenatales,repetidas,2011-11-01,75,1,76
SAN BORJA,consultas prenatales,repetidas,2011-11-01,289,12,301
SAN BUENA VENTURA,consultas prenatales,repetidas,2011-11-01,103,2,105
SAN CARLOS,consultas prenatales,repetidas,2011-11-01,180,0,180
SAN IGNACIO,consultas prenatales,repetidas,2011-11-01,240,11,251
SAN IGNACIO DE VELASCO,consultas prenatales,repetidas,2011-11-01,519,28,547
SAN JAVIER(BNI),consultas prenatales,repetidas,2011-11-01,12,0,12
SAN JAVIER(STC),consultas prenatales,repetidas,2011-11-01,110,0,110
SAN JOAQUIN,consultas prenatales,repetidas,2011-11-01,29,0,29
SAN JOSE DE CHIQUITOS,consultas prenatales,repetidas,2011-11-01,121,0,121
SAN JUAN DE YAPACANI,consultas prenatales,repetidas,2011-11-01,45,0,45
SAN JULIAN,consultas prenatales,repetidas,2011-11-01,278,15,293
SAN LORENZO(PND),consultas prenatales,repetidas,2011-11-01,21,6,27
SAN LORENZO(TJA),consultas prenatales,repetidas,2011-11-01,107,15,122
SAN LUCAS,consultas prenatales,repetidas,2011-11-01,183,86,269
SAN MATIAS,consultas prenatales,repetidas,2011-11-01,59,0,59
SAN MIGUEL DE VELASCO,consultas prenatales,repetidas,2011-11-01,76,7,83
SAN PABLO DE LIPEZ,consultas prenatales,repetidas,2011-11-01,12,2,14
SAN PEDRO,consultas prenatales,repetidas,2011-11-01,124,0,124
SAN PEDRO DE BUENA VISTA,consultas prenatales,repetidas,2011-11-01,75,18,93
SAN PEDRO DE CURAHUARA,consultas prenatales,repetidas,2011-11-01,13,1,14
SAN PEDRO DE QUEMES,consultas prenatales,repetidas,2011-11-01,2,0,2
SAN PEDRO DE TIQUINA,consultas prenatales,repetidas,2011-11-01,15,0,15
SAN PEDRO(PND),consultas prenatales,repetidas,2011-11-01,4,2,6
SAN RAFAEL,consultas prenatales,repetidas,2011-11-01,48,0,48
SAN RAMON BENI,consultas prenatales,repetidas,2011-11-01,36,0,36
SAN RAMON SCZ,consultas prenatales,repetidas,2011-11-01,79,0,79
SANTA ANA,consultas prenatales,repetidas,2011-11-01,231,0,231
SANTA CRUZ DE LA SIERRA,consultas prenatales,repetidas,2011-11-01,8218,210,8428
SANTA ROSA,consultas prenatales,repetidas,2011-11-01,65,0,65
SANTA ROSA DEL SARA,consultas prenatales,repetidas,2011-11-01,120,0,120
SANTIAGO DE CALLAPA,consultas prenatales,repetidas,2011-11-01,6,5,11
SANTIAGO DE HUARI,consultas prenatales,repetidas,2011-11-01,65,3,68
SANTIAGO DE HUATA,consultas prenatales,repetidas,2011-11-01,15,2,17
SANTIAGO DE MACHACA,consultas prenatales,repetidas,2011-11-01,15,2,17
SANTIVAÑES,consultas prenatales,repetidas,2011-11-01,33,0,33
SANTUARIO DE QUILLACAS,consultas prenatales,repetidas,2011-11-01,10,6,16
SAPAHAQUI,consultas prenatales,repetidas,2011-11-01,25,3,28
SENA,consultas prenatales,repetidas,2011-11-01,20,0,20
SHINAOTA,consultas prenatales,repetidas,2011-11-01,438,0,438
SICA SICA (VILLA AROMA),consultas prenatales,repetidas,2011-11-01,64,7,71
SICAYA,consultas prenatales,repetidas,2011-11-01,19,0,19
SIPE SIPE,consultas prenatales,repetidas,2011-11-01,348,0,348
SOPACHUY,consultas prenatales,repetidas,2011-11-01,41,2,43
SORACACHI,consultas prenatales,repetidas,2011-11-01,39,10,49
SORATA,consultas prenatales,repetidas,2011-11-01,90,13,103
SUCRE,consultas prenatales,repetidas,2011-11-01,2959,21,2980
TACACHI,consultas prenatales,repetidas,2011-11-01,2,0,2
TACACOMA,consultas prenatales,repetidas,2011-11-01,60,2,62
TACOBAMBA,consultas prenatales,repetidas,2011-11-01,17,3,20
TACOPAYA,consultas prenatales,repetidas,2011-11-01,46,7,53
TAHUA,consultas prenatales,repetidas,2011-11-01,2,0,2
TAPACARI,consultas prenatales,repetidas,2011-11-01,100,23,123
TARABUCO,consultas prenatales,repetidas,2011-11-01,111,34,145
TARACO,consultas prenatales,repetidas,2011-11-01,13,0,13
TARATA,consultas prenatales,repetidas,2011-11-01,62,2,64
TARIJA,consultas prenatales,repetidas,2011-11-01,1618,0,1618
TARVITA,consultas prenatales,repetidas,2011-11-01,73,17,90
TEOPONTE,consultas prenatales,repetidas,2011-11-01,49,0,49
TIAWANACU,consultas prenatales,repetidas,2011-11-01,50,9,59
TINGUIPAYA,consultas prenatales,repetidas,2011-11-01,47,13,60
TIPUANI,consultas prenatales,repetidas,2011-11-01,72,8,80
TIQUIPAYA,consultas prenatales,repetidas,2011-11-01,554,1,555
TIRAQUE (CBBA),consultas prenatales,repetidas,2011-11-01,83,4,87
TITO YUPANQUI (PARQUIPUJIO),consultas prenatales,repetidas,2011-11-01,1,0,1
TOCO,consultas prenatales,repetidas,2011-11-01,36,0,36
TODOS SANTOS,consultas prenatales,repetidas,2011-11-01,2,0,2
TOLATA,consultas prenatales,repetidas,2011-11-01,43,0,43
TOLEDO,consultas prenatales,repetidas,2011-11-01,16,6,22
TOMAVE,consultas prenatales,repetidas,2011-11-01,38,16,54
TOMINA,consultas prenatales,repetidas,2011-11-01,63,1,64
TORO TORO,consultas prenatales,repetidas,2011-11-01,39,8,47
TOTORA(CBBA),consultas prenatales,repetidas,2011-11-01,130,8,138
TOTORA(ORR),consultas prenatales,repetidas,2011-11-01,17,0,17
TRIGAL,consultas prenatales,repetidas,2011-11-01,7,0,7
TRINIDAD,consultas prenatales,repetidas,2011-11-01,1106,14,1120
TUPIZA,consultas prenatales,repetidas,2011-11-01,344,12,356
