municipality,group,variable,month,Otros,TOTAL
PUNATA,diagnostico de egreso en menores de 5 anos,otros,2005-12-01,49,49
QUILLACOLLO,diagnostico de egreso en menores de 5 anos,otros,2005-12-01,32,32
REYES,diagnostico de egreso en menores de 5 anos,otros,2005-12-01,1,1
RIBERALTA,diagnostico de egreso en menores de 5 anos,otros,2005-12-01,169,169
ROBORE,diagnostico de egreso en menores de 5 anos,otros,2005-12-01,4,4
RURRENABAQUE,diagnostico de egreso en menores de 5 anos,otros,2005-12-01,5,5
SACABA,diagnostico de egreso en menores de 5 anos,otros,2005-12-01,25,25
SACACA,diagnostico de egreso en menores de 5 anos,otros,2005-12-01,1,1
SAMAIPATA,diagnostico de egreso en menores de 5 anos,otros,2005-12-01,1,1
SAN BORJA,diagnostico de egreso en menores de 5 anos,otros,2005-12-01,1,1
SAN CARLOS,diagnostico de egreso en menores de 5 anos,otros,2005-12-01,12,12
SAN IGNACIO,diagnostico de egreso en menores de 5 anos,otros,2005-12-01,1,1
SAN IGNACIO DE VELASCO,diagnostico de egreso en menores de 5 anos,otros,2005-12-01,47,47
SAN JOAQUIN,diagnostico de egreso en menores de 5 anos,otros,2005-12-01,7,7
SAN JOSE DE CHIQUITOS,diagnostico de egreso en menores de 5 anos,otros,2005-12-01,2,2
SAN JULIAN,diagnostico de egreso en menores de 5 anos,otros,2005-12-01,40,40
SAN LORENZO(TJA),diagnostico de egreso en menores de 5 anos,otros,2005-12-01,1,1
SAN LUCAS,diagnostico de egreso en menores de 5 anos,otros,2005-12-01,3,3
SAN MATIAS,diagnostico de egreso en menores de 5 anos,otros,2005-12-01,4,4
SAN MIGUEL DE VELASCO,diagnostico de egreso en menores de 5 anos,otros,2005-12-01,1,1
SAN PEDRO,diagnostico de egreso en menores de 5 anos,otros,2005-12-01,2,2
SANTA ANA,diagnostico de egreso en menores de 5 anos,otros,2005-12-01,3,3
SANTA CRUZ DE LA SIERRA,diagnostico de egreso en menores de 5 anos,otros,2005-12-01,751,751
SOPACHUY,diagnostico de egreso en menores de 5 anos,otros,2005-12-01,2,2
SUCRE,diagnostico de egreso en menores de 5 anos,otros,2005-12-01,177,177
TARABUCO,diagnostico de egreso en menores de 5 anos,otros,2005-12-01,1,1
TARIJA,diagnostico de egreso en menores de 5 anos,otros,2005-12-01,88,88
TIQUIPAYA,diagnostico de egreso en menores de 5 anos,otros,2005-12-01,5,5
TIRAQUE (CBBA),diagnostico de egreso en menores de 5 anos,otros,2005-12-01,22,22
TORO TORO,diagnostico de egreso en menores de 5 anos,otros,2005-12-01,1,1
TOTORA(CBBA),diagnostico de egreso en menores de 5 anos,otros,2005-12-01,3,3
TRINIDAD,diagnostico de egreso en menores de 5 anos,otros,2005-12-01,328,328
TUPIZA,diagnostico de egreso en menores de 5 anos,otros,2005-12-01,32,32
UNCIA,diagnostico de egreso en menores de 5 anos,otros,2005-12-01,33,33
URIONDO (A. CONCEPCION),diagnostico de egreso en menores de 5 anos,otros,2005-12-01,6,6
VALLEGRANDE,diagnostico de egreso en menores de 5 anos,otros,2005-12-01,6,6
VILLA MONTES,diagnostico de egreso en menores de 5 anos,otros,2005-12-01,14,14
VILLA TUNARI,diagnostico de egreso en menores de 5 anos,otros,2005-12-01,11,11
VILLAZON,diagnostico de egreso en menores de 5 anos,otros,2005-12-01,16,16
VINTO,diagnostico de egreso en menores de 5 anos,otros,2005-12-01,1,1
WARNES,diagnostico de egreso en menores de 5 anos,otros,2005-12-01,8,8
YACUIBA,diagnostico de egreso en menores de 5 anos,otros,2005-12-01,78,78
YAPACANI,diagnostico de egreso en menores de 5 anos,otros,2005-12-01,11,11
YOTALA,diagnostico de egreso en menores de 5 anos,otros,2005-12-01,1,1
