,group,variable,month,CONSULTAS NUEVAS DE 60 AÑOS Y MÁS CANTIDAD,CONSULTAS NUEVAS DE 60 AÑOS Y MÁS CANTIDAD,TOTALES,TOTALES,TOTALES
TAHUA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-09-01,1,0,1,0,1
TAPACARI,atencion odontologica,consultas nuevas de 60 anos y mas,2010-09-01,3,9,3,9,12
TARABUCO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-09-01,26,38,26,38,64
TARACO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-09-01,58,59,58,59,117
TARATA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-09-01,5,14,5,14,19
TARIJA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-09-01,57,64,57,64,121
TARVITA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-09-01,6,11,6,11,17
TEOPONTE,atencion odontologica,consultas nuevas de 60 anos y mas,2010-09-01,2,0,2,0,2
TINGUIPAYA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-09-01,1,3,1,3,4
TIQUIPAYA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-09-01,5,2,5,2,7
TIRAQUE (CBBA),atencion odontologica,consultas nuevas de 60 anos y mas,2010-09-01,0,1,0,1,1
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,consultas nuevas de 60 anos y mas,2010-09-01,2,4,2,4,6
TOCO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-09-01,0,2,0,2,2
TOLATA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-09-01,7,15,7,15,22
TOMAVE,atencion odontologica,consultas nuevas de 60 anos y mas,2010-09-01,2,7,2,7,9
TOMINA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-09-01,4,7,4,7,11
TOTORA(CBBA),atencion odontologica,consultas nuevas de 60 anos y mas,2010-09-01,8,8,8,8,16
TOTORA(ORR),atencion odontologica,consultas nuevas de 60 anos y mas,2010-09-01,1,0,1,0,1
TRINIDAD,atencion odontologica,consultas nuevas de 60 anos y mas,2010-09-01,15,7,15,7,22
TUPIZA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-09-01,82,85,82,85,167
TURCO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-09-01,17,12,17,12,29
UMALA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-09-01,3,1,3,1,4
UNCIA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-09-01,5,15,5,15,20
URIONDO (A. CONCEPCION),atencion odontologica,consultas nuevas de 60 anos y mas,2010-09-01,19,14,19,14,33
UYUNI,atencion odontologica,consultas nuevas de 60 anos y mas,2010-09-01,28,22,28,22,50
VACAS,atencion odontologica,consultas nuevas de 60 anos y mas,2010-09-01,4,3,4,3,7
VALLEGRANDE,atencion odontologica,consultas nuevas de 60 anos y mas,2010-09-01,11,11,11,11,22
VIACHA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-09-01,79,37,79,37,116
VILLA CHARCAS,atencion odontologica,consultas nuevas de 60 anos y mas,2010-09-01,1,3,1,3,4
VILLA MONTES,atencion odontologica,consultas nuevas de 60 anos y mas,2010-09-01,12,11,12,11,23
VILLA RIVERO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-09-01,0,2,0,2,2
VILLA SERRANO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-09-01,2,4,2,4,6
VILLA TUNARI,atencion odontologica,consultas nuevas de 60 anos y mas,2010-09-01,7,7,7,7,14
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,consultas nuevas de 60 anos y mas,2010-09-01,15,10,15,10,25
VILLAZON,atencion odontologica,consultas nuevas de 60 anos y mas,2010-09-01,12,16,12,16,28
VITICHI,atencion odontologica,consultas nuevas de 60 anos y mas,2010-09-01,5,7,5,7,12
WALDO BALLIVIAN,atencion odontologica,consultas nuevas de 60 anos y mas,2010-09-01,3,4,3,4,7
WARNES,atencion odontologica,consultas nuevas de 60 anos y mas,2010-09-01,18,29,18,29,47
YACO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-09-01,5,9,5,9,14
YACUIBA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-09-01,11,15,11,15,26
YAMPARAEZ,atencion odontologica,consultas nuevas de 60 anos y mas,2010-09-01,0,7,0,7,7
YANACACHI,atencion odontologica,consultas nuevas de 60 anos y mas,2010-09-01,1,0,1,0,1
YAPACANI,atencion odontologica,consultas nuevas de 60 anos y mas,2010-09-01,8,5,8,5,13
YOCALLA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-09-01,9,2,9,2,11
YOTALA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-09-01,1,1,1,1,2
YUNCHARA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-09-01,0,3,0,3,3
ZUDAÑEZ,atencion odontologica,consultas nuevas de 60 anos y mas,2010-09-01,0,3,0,3,3
ACACIO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,3,0,3,0,3
ACHACACHI,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,25,43,25,43,68
AIQUILE,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,12,6,12,6,18
ALALAY,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,1,0,1,0,1
ALCALA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,0,3,0,3,3
ALTO BENI,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,1,0,1,0,1
ANCORAIMES,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,12,10,12,10,22
ANDAMARCA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,5,8,5,8,13
ANTEQUERA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,1,1,1,1,2
ANZALDO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,2,5,2,5,7
APOLO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,4,9,4,9,13
ARAMPAMPA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,0,2,0,2,2
ARANI,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,15,20,15,20,35
ARBIETO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,4,12,4,12,16
ARQUE,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,10,4,10,4,14
ASCENCION DE GUARAYOS,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,3,4,3,4,7
ATOCHA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,17,15,17,15,32
AYATA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,1,1,1,1,2
AYO AYO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,3,4,3,4,7
AZURDUY,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,0,7,0,7,7
BATALLAS,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,5,7,5,7,12
BELEN DE URMIRI,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,1,2,1,2,3
BERMEJO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,14,11,14,11,25
BETANZOS,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,4,10,4,10,14
BOLIVAR,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,3,3,3,3,6
BOYUIBE,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,18,2,18,2,20
BUENA VISTA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,1,1,1,1,2
CABEZAS,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,3,13,3,13,16
"CAIZA ""D""",atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,2,0,2,0,2
CAJUATA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,0,1,0,1,1
CALACOTO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,12,4,12,4,16
CALAMARCA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,14,18,14,18,32
CAMARGO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,11,6,11,6,17
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,1,3,1,3,4
CAMIRI,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,16,17,16,17,33
CAPINOTA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,10,2,10,2,12
CAQUIAVIRI,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,2,5,2,5,7
CARACOLLO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,11,11,11,11,22
CARANAVI,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,9,7,9,7,16
CARAPARI,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,2,1,2,1,3
CARIPUYO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,29,24,29,24,53
CARMEN RIVERO TORREZ,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,16,2,16,2,18
CATACORA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,13,5,13,5,18
CHALLAPATA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,22,16,22,16,38
CHAQUI,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,4,2,4,2,6
CHARAGUA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,3,5,3,5,8
CHARAÑA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,4,7,4,7,11
CHAYANTA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,13,16,13,16,29
CHIMORE,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,6,3,6,3,9
CHIPAYA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,1,0,1,0,1
CHOQUE COTA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,1,1,1,1,2
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,1,2,1,2,3
CHUMA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,9,9,9,9,18
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,8,6,8,6,14
CKOCHAS,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,0,8,0,8,8
CLIZA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,11,37,11,37,48
COBIJA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,21,12,21,12,33
COCHABAMBA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,348,295,348,295,643
COIPASA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,2,1,2,1,3
COLCAPIRHUA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,0,5,0,5,5
COLLANA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,0,2,0,2,2
COLOMI,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,0,1,0,1,1
COLPA BELGICA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,8,9,8,9,17
COLQUECHACA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,5,5,5,5,10
COLQUIRI,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,6,7,6,7,13
COMANCHE,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,24,16,24,16,40
COMARAPA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,1,1,1,1,2
CONCEPCION,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,1,1,1,1,2
COPACABANA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,16,19,16,19,35
CORIPATA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,8,4,8,4,12
CORO CORO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,0,2,0,2,2
COROICO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,12,9,12,9,21
CORQUE,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,1,3,1,3,4
COTAGAITA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,22,36,22,36,58
COTOCA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,13,10,13,10,23
CUATRO CAÑADAS,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,29,38,29,38,67
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,0,10,0,10,10
CUEVO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,2,1,2,1,3
CULPINA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,4,8,4,8,12
DESAGUADERO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,2,2,2,2,4
EL ALTO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,243,230,243,230,473
EL CHORO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,2,2,2,2,4
EL PUENTE(STC),atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,2,0,2,0,2
EL PUENTE(TJA),atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,5,13,5,13,18
EL TORNO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,13,18,13,18,31
EL VILLAR,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,0,6,0,6,6
ENTRE RIOS TRJ,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,11,4,11,4,15
ESCOMA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,2,5,2,5,7
EUCALIPTUS,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,13,10,13,10,23
FERNANDEZ ALONSO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,2,7,2,7,9
FILADELFIA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,2,0,2,0,2
GENERAL SAAVEDRA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,10,7,10,7,17
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,1,3,1,3,4
GUANAY,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,5,1,5,1,6
GUAQUI,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,23,5,23,5,28
GUAYARAMERIN,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,4,1,4,1,5
GUTIERREZ,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,12,31,12,31,43
HUACARETA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,2,5,2,5,7
HUACAYA (VILLA DE HUACAYA),atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,1,3,1,3,4
HUACHACALLA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,1,5,1,5,6
HUANUNI,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,9,3,9,3,12
HUARACAJE,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,2,3,2,3,5
HUARINA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,6,4,6,4,10
HUAYLLAMARCA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,5,13,5,13,18
HUMANATA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,3,3,3,3,6
ICLA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,2,2,2,2,4
INCAHUASI,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,2,1,2,1,3
INQUISIVI,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,3,3,3,3,6
IRUPANA (VILLA DE LANZA),atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,7,4,7,4,11
IXIAMAS,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,3,0,3,0,3
JESUS DE MACHACA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,36,20,36,20,56
LA ASUNTA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,0,5,0,5,5
LA GUARDIA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,0,3,0,3,3
LA PAZ,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,570,360,570,360,930
LA RIVERA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,1,0,1,0,1
LAGUNILLAS,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,1,1,1,1,2
LAJA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,17,12,17,12,29
LLALLAGUA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,2,8,2,8,10
LLICA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,11,0,11,0,11
LURIBAY,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,2,0,2,0,2
MACHACAMARCA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,18,6,18,6,24
MACHARETI,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,1,0,1,0,1
MAGDALENA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,7,1,7,1,8
MAIRANA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,12,9,12,9,21
MALLA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,1,0,1,0,1
MAPIRI,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,2,0,2,0,2
MECAPACA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,3,2,3,2,5
MINEROS,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,30,50,30,50,80
MIZQUE,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,3,1,3,1,4
MOCOMOCO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,6,2,6,2,8
MOJOCOYA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,6,2,6,2,8
MONTEAGUDO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,18,7,18,7,25
MONTERO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,6,48,6,48,54
OCURI,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,2,0,2,0,2
OKINAWA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,20,11,20,11,31
ORURO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,231,207,231,207,438
PADCAYA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,3,0,3,0,3
PADILLA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,7,6,7,6,13
PAILON,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,4,1,4,1,5
PALCA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,2,2,2,2,4
PALOS BLANCOS,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,8,4,8,4,12
PAMPA AULLAGAS,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,0,5,0,5,5
PAMPA GRANDE,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,1,0,1,0,1
PAPEL PAMPA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,6,5,6,5,11
PASORAPA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,0,2,0,2,2
PATACAMAYA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,4,6,4,6,10
PAZÑA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,8,13,8,13,21
POCOATA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,8,2,8,2,10
POCONA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,2,16,2,16,18
POJO (CBBA),atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,4,3,4,3,7
POOPO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,7,7,7,7,14
POROMA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,6,4,6,4,10
PORONGO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,1,11,1,11,12
PORTACHUELO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,11,7,11,7,18
POSTRER VALLE,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,7,5,7,5,12
POTOSI,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,50,61,50,61,111
PRESTO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,3,13,3,13,16
PUCARA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,0,3,0,3,3
PUCARANI,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,60,39,60,39,99
PUERTO ACOSTA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,1,1,1,1,2
PUERTO CARABUCO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,4,6,4,6,10
PUERTO GONZALO MORENO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,3,0,3,0,3
PUERTO PEREZ,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,5,4,5,4,9
PUERTO QUIJARRO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,1,0,1,0,1
PUERTO RICO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,4,1,4,1,5
PUERTO SUAREZ,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,0,24,0,24,24
PUERTO VILLARROEL,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,3,0,3,0,3
PUNA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,4,10,4,10,14
PUNATA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,12,13,12,13,25
QUIABAYA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,2,2,2,2,4
QUILLACOLLO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,43,28,43,28,71
QUIME,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,3,11,3,11,14
QUIRUSILLAS,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,9,12,9,12,21
RAVELO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,0,6,0,6,6
REYES,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,3,0,3,0,3
RIBERALTA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,8,9,8,9,17
ROBORE,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,4,1,4,1,5
RURRENABAQUE,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,7,9,7,9,16
SABAYA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,8,4,8,4,12
SACABA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,16,20,16,20,36
SACABAMBA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,5,5,5,5,10
SACACA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,1,0,1,0,1
SAIPINA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,2,3,2,3,5
SALINAS DE GARCI MENDOZA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,5,5,5,5,10
SAMAIPATA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,19,11,19,11,30
SAN AGUSTIN,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,0,1,0,1,1
SAN ANDRES DE MACHACA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,30,19,30,19,49
SAN ANTONIO DE LOMERIO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,6,2,6,2,8
SAN BENITO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,15,18,15,18,33
SAN BORJA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,6,3,6,3,9
SAN CARLOS,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,15,11,15,11,26
SAN IGNACIO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,7,8,7,8,15
SAN IGNACIO DE VELASCO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,21,19,21,19,40
SAN JOSE DE CHIQUITOS,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,13,6,13,6,19
SAN JUAN DE YAPACANI,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,3,1,3,1,4
SAN JULIAN,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,6,13,6,13,19
SAN LORENZO(PND),atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,0,23,0,23,23
SAN LORENZO(TJA),atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,38,21,38,21,59
SAN LUCAS,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,2,3,2,3,5
SAN MATIAS,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,25,18,25,18,43
SAN MIGUEL DE VELASCO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,23,12,23,12,35
SAN PEDRO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,2,6,2,6,8
SAN PEDRO DE BUENA VISTA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,1,2,1,2,3
SAN PEDRO DE CURAHUARA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,4,5,4,5,9
SAN PEDRO DE TIQUINA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,1,0,1,0,1
SAN RAFAEL,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,2,0,2,0,2
SAN RAMON SCZ,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,5,4,5,4,9
SANTA ANA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,2,0,2,0,2
SANTA CRUZ DE LA SIERRA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,407,561,407,561,968
SANTA ROSA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,1,1,1,1,2
SANTA ROSA DEL SARA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,7,7,7,7,14
SANTIAGO DE CALLAPA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,10,13,10,13,23
SANTIAGO DE HUARI,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,42,32,42,32,74
SANTIAGO DE HUATA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,11,3,11,3,14
SANTIAGO DE MACHACA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,15,25,15,25,40
SANTIVAÑES,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,6,36,6,36,42
SANTUARIO DE QUILLACAS,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,1,0,1,0,1
SAPAHAQUI,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,0,2,0,2,2
SENA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,5,0,5,0,5
SHINAOTA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,0,4,0,4,4
SICA SICA (VILLA AROMA),atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,5,7,5,7,12
SIPE SIPE,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,4,6,4,6,10
SOPACHUY,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,7,1,7,1,8
SORACACHI,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,2,0,2,0,2
SORATA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-10-01,16,7,16,7,23
