,group,variable,month,ACCIONES PREVENTIVAS FUERA DEL ESTABLECIMIENTO CANTIDAD,ACCIONES PREVENTIVAS FUERA DEL ESTABLECIMIENTO CANTIDAD,TOTALES,TOTALES,TOTALES
PALOS BLANCOS,atencion odontologica,acciones preventivas fuera del establecimiento,2010-10-01,14,3,14,3,17
PAMPA GRANDE,atencion odontologica,acciones preventivas fuera del establecimiento,2010-10-01,59,63,59,63,122
PAPEL PAMPA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-10-01,55,45,55,45,100
PAZÑA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-10-01,191,195,191,195,386
PELECHUCO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-10-01,12,16,12,16,28
POCOATA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-10-01,35,14,35,14,49
POCONA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-10-01,178,205,178,205,383
POJO (CBBA),atencion odontologica,acciones preventivas fuera del establecimiento,2010-10-01,9,7,9,7,16
PORCO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-10-01,0,12,0,12,12
POROMA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-10-01,14,26,14,26,40
PORONGO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-10-01,142,120,142,120,262
PORTACHUELO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-10-01,101,71,101,71,172
PORVENIR,atencion odontologica,acciones preventivas fuera del establecimiento,2010-10-01,1,0,1,0,1
POSTRER VALLE,atencion odontologica,acciones preventivas fuera del establecimiento,2010-10-01,2,1,2,1,3
POTOSI,atencion odontologica,acciones preventivas fuera del establecimiento,2010-10-01,73,49,73,49,122
PRESTO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-10-01,198,181,198,181,379
PUCARANI,atencion odontologica,acciones preventivas fuera del establecimiento,2010-10-01,15,21,15,21,36
PUERTO ACOSTA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-10-01,45,22,45,22,67
PUERTO GONZALO MORENO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-10-01,11,10,11,10,21
PUERTO PEREZ,atencion odontologica,acciones preventivas fuera del establecimiento,2010-10-01,0,4,0,4,4
PUERTO QUIJARRO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-10-01,35,42,35,42,77
PUERTO RICO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-10-01,114,120,114,120,234
PUERTO SILES,atencion odontologica,acciones preventivas fuera del establecimiento,2010-10-01,9,4,9,4,13
PUERTO SUAREZ,atencion odontologica,acciones preventivas fuera del establecimiento,2010-10-01,1236,1130,1236,1130,2366
PUERTO VILLARROEL,atencion odontologica,acciones preventivas fuera del establecimiento,2010-10-01,26,56,26,56,82
PUNATA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-10-01,75,73,75,73,148
QUILLACOLLO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-10-01,500,23,500,23,523
QUIRUSILLAS,atencion odontologica,acciones preventivas fuera del establecimiento,2010-10-01,10,5,10,5,15
RIBERALTA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-10-01,341,400,341,400,741
ROBORE,atencion odontologica,acciones preventivas fuera del establecimiento,2010-10-01,7,3,7,3,10
RURRENABAQUE,atencion odontologica,acciones preventivas fuera del establecimiento,2010-10-01,134,138,134,138,272
SABAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-10-01,53,67,53,67,120
SACABA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-10-01,462,476,462,476,938
SACACA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-10-01,647,537,647,537,1184
SAN ANDRES,atencion odontologica,acciones preventivas fuera del establecimiento,2010-10-01,62,78,62,78,140
SAN ANDRES DE MACHACA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-10-01,43,78,43,78,121
SAN BENITO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-10-01,20,17,20,17,37
SAN BORJA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-10-01,535,419,535,419,954
SAN CARLOS,atencion odontologica,acciones preventivas fuera del establecimiento,2010-10-01,20,104,20,104,124
SAN IGNACIO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-10-01,7,12,7,12,19
SAN IGNACIO DE VELASCO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-10-01,182,187,182,187,369
SAN JAVIER(STC),atencion odontologica,acciones preventivas fuera del establecimiento,2010-10-01,738,773,738,773,1511
SAN JOSE DE CHIQUITOS,atencion odontologica,acciones preventivas fuera del establecimiento,2010-10-01,42,34,42,34,76
SAN JUAN DE YAPACANI,atencion odontologica,acciones preventivas fuera del establecimiento,2010-10-01,10,10,10,10,20
SAN JULIAN,atencion odontologica,acciones preventivas fuera del establecimiento,2010-10-01,30,40,30,40,70
SAN LORENZO(PND),atencion odontologica,acciones preventivas fuera del establecimiento,2010-10-01,15,19,15,19,34
SAN LORENZO(TJA),atencion odontologica,acciones preventivas fuera del establecimiento,2010-10-01,7,2,7,2,9
SAN LUCAS,atencion odontologica,acciones preventivas fuera del establecimiento,2010-10-01,396,712,396,712,1108
SAN MATIAS,atencion odontologica,acciones preventivas fuera del establecimiento,2010-10-01,58,98,58,98,156
SAN PEDRO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-10-01,5,1,5,1,6
SAN PEDRO DE BUENA VISTA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-10-01,712,651,712,651,1363
SAN RAFAEL,atencion odontologica,acciones preventivas fuera del establecimiento,2010-10-01,140,180,140,180,320
SAN RAMON BENI,atencion odontologica,acciones preventivas fuera del establecimiento,2010-10-01,14,9,14,9,23
SAN RAMON SCZ,atencion odontologica,acciones preventivas fuera del establecimiento,2010-10-01,6,5,6,5,11
SANTA ANA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-10-01,23,10,23,10,33
SANTA CRUZ DE LA SIERRA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-10-01,3183,3470,3183,3470,6653
SANTA ROSA DEL SARA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-10-01,140,125,140,125,265
SANTIAGO DE CALLAPA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-10-01,4,5,4,5,9
SANTIAGO DE HUARI,atencion odontologica,acciones preventivas fuera del establecimiento,2010-10-01,26,16,26,16,42
SANTIAGO DE HUATA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-10-01,75,78,75,78,153
SANTIAGO DE MACHACA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-10-01,5,10,5,10,15
SAPAHAQUI,atencion odontologica,acciones preventivas fuera del establecimiento,2010-10-01,1,1,1,1,2
SENA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-10-01,265,216,265,216,481
SICA SICA (VILLA AROMA),atencion odontologica,acciones preventivas fuera del establecimiento,2010-10-01,112,79,112,79,191
SICAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-10-01,26,17,26,17,43
SIPE SIPE,atencion odontologica,acciones preventivas fuera del establecimiento,2010-10-01,68,75,68,75,143
SORATA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-10-01,9,12,9,12,21
SUCRE,atencion odontologica,acciones preventivas fuera del establecimiento,2010-10-01,278,299,278,299,577
TAHUA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-10-01,3,14,3,14,17
TAPACARI,atencion odontologica,acciones preventivas fuera del establecimiento,2010-10-01,576,513,576,513,1089
TARABUCO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-10-01,889,841,889,841,1730
TARATA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-10-01,68,57,68,57,125
TARIJA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-10-01,187,191,187,191,378
TARVITA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-10-01,73,65,73,65,138
TINGUIPAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-10-01,9,5,9,5,14
TIPUANI,atencion odontologica,acciones preventivas fuera del establecimiento,2010-10-01,17,8,17,8,25
TIQUIPAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-10-01,22,19,22,19,41
TOMAVE,atencion odontologica,acciones preventivas fuera del establecimiento,2010-10-01,8,10,8,10,18
TOMINA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-10-01,62,84,62,84,146
TORO TORO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-10-01,44,39,44,39,83
TOTORA(CBBA),atencion odontologica,acciones preventivas fuera del establecimiento,2010-10-01,292,342,292,342,634
TRIGAL,atencion odontologica,acciones preventivas fuera del establecimiento,2010-10-01,3,5,3,5,8
TRINIDAD,atencion odontologica,acciones preventivas fuera del establecimiento,2010-10-01,271,303,271,303,574
TUPIZA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-10-01,99,86,99,86,185
TURCO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-10-01,9,5,9,5,14
UNCIA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-10-01,28,30,28,30,58
URIONDO (A. CONCEPCION),atencion odontologica,acciones preventivas fuera del establecimiento,2010-10-01,21,27,21,27,48
UYUNI,atencion odontologica,acciones preventivas fuera del establecimiento,2010-10-01,4,4,4,4,8
VACAS,atencion odontologica,acciones preventivas fuera del establecimiento,2010-10-01,87,86,87,86,173
VALLEGRANDE,atencion odontologica,acciones preventivas fuera del establecimiento,2010-10-01,25,28,25,28,53
VIACHA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-10-01,27,33,27,33,60
VILLA CHARCAS,atencion odontologica,acciones preventivas fuera del establecimiento,2010-10-01,184,207,184,207,391
VILLA MONTES,atencion odontologica,acciones preventivas fuera del establecimiento,2010-10-01,25,21,25,21,46
VILLA NUEVA (LOMA ALTA),atencion odontologica,acciones preventivas fuera del establecimiento,2010-10-01,17,37,17,37,54
VILLA SERRANO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-10-01,2,4,2,4,6
VILLA TUNARI,atencion odontologica,acciones preventivas fuera del establecimiento,2010-10-01,249,446,249,446,695
VILLAZON,atencion odontologica,acciones preventivas fuera del establecimiento,2010-10-01,181,231,181,231,412
WARNES,atencion odontologica,acciones preventivas fuera del establecimiento,2010-10-01,255,271,255,271,526
YACUIBA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-10-01,27,27,27,27,54
YAMPARAEZ,atencion odontologica,acciones preventivas fuera del establecimiento,2010-10-01,177,162,177,162,339
YAPACANI,atencion odontologica,acciones preventivas fuera del establecimiento,2010-10-01,11,10,11,10,21
YOCALLA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-10-01,9,22,9,22,31
YOTALA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-10-01,68,49,68,49,117
YUNCHARA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-10-01,12,4,12,4,16
ZUDAÑEZ,atencion odontologica,acciones preventivas fuera del establecimiento,2010-10-01,0,7,0,7,7
ACACIO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,15,10,15,10,25
ACHACACHI,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,185,217,185,217,402
AIQUILE,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,45,74,45,74,119
ALALAY,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,4,3,4,3,7
ALCALA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,38,45,38,45,83
ALTO BENI,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,22,44,22,44,66
ANCORAIMES,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,18,9,18,9,27
ANDAMARCA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,7,8,7,8,15
APOLO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,43,57,43,57,100
ARANI,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,20,15,20,15,35
ARBIETO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,6,7,6,7,13
ARQUE,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,1153,1240,1153,1240,2393
ATOCHA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,11,3,11,3,14
AZURDUY,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,173,169,173,169,342
BELEN DE URMIRI,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,2,1,2,1,3
BELLA FLOR,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,3,14,3,14,17
BERMEJO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,2,0,2,0,2
BETANZOS,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,102,161,102,161,263
BOLIVAR,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,3,4,3,4,7
BOYUIBE,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,3,4,3,4,7
CABEZAS,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,485,422,485,422,907
CAIROMA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,26,14,26,14,40
"CAIZA ""D""",atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,136,280,136,280,416
CALACOTO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,167,53,167,53,220
CALAMARCA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,177,221,177,221,398
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,2,12,2,12,14
CAMIRI,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,16,8,16,8,24
CAPINOTA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,2,4,2,4,6
CAQUIAVIRI,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,12,5,12,5,17
CARANAVI,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,69,62,69,62,131
CARAPARI,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,108,95,108,95,203
CARIPUYO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,45,49,45,49,94
CHALLAPATA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,90,77,90,77,167
CHARAGUA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,3,4,3,4,7
CHARAÑA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,12,21,12,21,33
CHAYANTA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,15,17,15,17,32
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,16,16,16,16,32
CHUMA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,6,9,6,9,15
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,21,19,21,19,40
CKOCHAS,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,28,17,28,17,45
CLIZA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,30,50,30,50,80
COBIJA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,84,102,84,102,186
COCAPATA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,10,19,10,19,29
COCHABAMBA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,137,161,137,161,298
COLCAPIRHUA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,16,28,16,28,44
"COLCHA ""K""",atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,229,520,229,520,749
COLLANA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,57,44,57,44,101
COLOMI,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,0,22,0,22,22
COLPA BELGICA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,52,56,52,56,108
COLQUECHACA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,19,14,19,14,33
COLQUIRI,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,30,27,30,27,57
COMANCHE,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,10,17,10,17,27
COMARAPA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,66,86,66,86,152
CONCEPCION,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,54,35,54,35,89
CORIPATA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,82,83,82,83,165
CORO CORO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,8,9,8,9,17
COROICO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,0,2,0,2,2
COTOCA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,497,436,497,436,933
CUATRO CAÑADAS,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,8,12,8,12,20
CUEVO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,64,63,64,63,127
CURVA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,2,2,2,2,4
EL ALTO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,146,152,146,152,298
EL PUENTE(STC),atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,0,3,0,3,3
EL PUENTE(TJA),atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,12,17,12,17,29
EL TORNO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,189,137,189,137,326
EL VILLAR,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,15,16,15,16,31
ENTRE RIOS TRJ,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,24,58,24,58,82
ENTRE RIOS CBBA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,1,1,1,1,2
FILADELFIA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,39,74,39,74,113
GENERAL SAAVEDRA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,0,54,0,54,54
GUAYARAMERIN,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,0,1,0,1,1
GUTIERREZ,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,29,43,29,43,72
HUACARETA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,28,36,28,36,64
HUACAYA (VILLA DE HUACAYA),atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,7,3,7,3,10
HUARINA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,200,300,200,300,500
ICLA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,238,243,238,243,481
INCAHUASI,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,42,36,42,36,78
IRUPANA (VILLA DE LANZA),atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,4,0,4,0,4
IXIAMAS,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,8,5,8,5,13
JESUS DE MACHACA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,1,6,1,6,7
LA ASUNTA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,152,235,152,235,387
LA GUARDIA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,416,333,416,333,749
LA PAZ,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,547,476,547,476,1023
LA RIVERA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,2,2,2,2,4
LAGUNILLAS,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,5,9,5,9,14
LAJA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,69,52,69,52,121
LLALLAGUA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,517,355,517,355,872
LURIBAY,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,19,17,19,17,36
MACHARETI,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,22,36,22,36,58
MAGDALENA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,3,0,3,0,3
MAIRANA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,0,1,0,1,1
MAPIRI,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,85,55,85,55,140
MINEROS,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,50,110,50,110,160
MIZQUE,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,57,80,57,80,137
MOCOMOCO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,16,6,16,6,22
MOJOCOYA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,5,7,5,7,12
MONTEAGUDO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,81,83,81,83,164
MONTERO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,212,412,212,412,624
MORO MORO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,6,0,6,0,6
MOROCHATA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,11,14,11,14,25
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,30,24,30,24,54
OCURI,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,8,5,8,5,13
ORURO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,556,106,556,106,662
PADCAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,124,144,124,144,268
PADILLA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,0,2,0,2,2
PAILON,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,46,33,46,33,79
PALCA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,140,165,140,165,305
PAMPA GRANDE,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,112,118,112,118,230
PAPEL PAMPA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,49,45,49,45,94
PATACAMAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,5,0,5,0,5
PAZÑA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,2,0,2,0,2
POCOATA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,809,551,809,551,1360
POCONA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,191,231,191,231,422
POJO (CBBA),atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,11,20,11,20,31
POOPO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,17,35,17,35,52
POROMA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,25,6,25,6,31
PORONGO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,54,35,54,35,89
PORTACHUELO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,226,291,226,291,517
PORVENIR,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,0,8,0,8,8
POSTRER VALLE,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,34,34,34,34,68
POTOSI,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,345,446,345,446,791
PRESTO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,142,196,142,196,338
PUCARANI,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,5,3,5,3,8
PUERTO CARABUCO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,1,12,1,12,13
PUERTO GONZALO MORENO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,42,44,42,44,86
PUERTO PEREZ,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,0,3,0,3,3
PUERTO QUIJARRO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,4,2,4,2,6
PUERTO RICO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,39,74,39,74,113
PUERTO SUAREZ,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,572,492,572,492,1064
PUERTO VILLARROEL,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,6,7,6,7,13
PUNATA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,1,2,1,2,3
QUILLACOLLO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,273,328,273,328,601
QUIRUSILLAS,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,17,24,17,24,41
RIBERALTA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,149,287,149,287,436
ROBORE,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,3,0,3,0,3
RURRENABAQUE,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,46,59,46,59,105
SACABA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,526,274,526,274,800
SACABAMBA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,18,60,18,60,78
SACACA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,157,264,157,264,421
SAIPINA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,3,8,3,8,11
SAMAIPATA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,291,317,291,317,608
SAN ANDRES,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,54,51,54,51,105
SAN ANDRES DE MACHACA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,11,11,11,11,22
SAN BENITO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,46,34,46,34,80
SAN BORJA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,266,622,266,622,888
SAN BUENA VENTURA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,23,26,23,26,49
SAN CARLOS,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,44,100,44,100,144
SAN IGNACIO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,150,169,150,169,319
SAN IGNACIO DE VELASCO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,201,201,201,201,402
SAN JAVIER(BNI),atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,167,185,167,185,352
SAN JOAQUIN,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,37,38,37,38,75
SAN JOSE DE CHIQUITOS,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,317,295,317,295,612
SAN JUAN DE YAPACANI,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,4,0,4,0,4
SAN JULIAN,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,45,53,45,53,98
SAN LORENZO(PND),atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,14,20,14,20,34
SAN LORENZO(TJA),atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,0,4,0,4,4
SAN LUCAS,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,31,23,31,23,54
SAN MATIAS,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,4,2,4,2,6
SAN MIGUEL DE VELASCO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,12,14,12,14,26
SAN PEDRO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,268,249,268,249,517
SAN RAMON BENI,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,50,59,50,59,109
SAN RAMON SCZ,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,8,6,8,6,14
SANTA CRUZ DE LA SIERRA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,1809,2159,1809,2159,3968
SANTA ROSA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,192,177,192,177,369
SANTA ROSA DEL SARA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-11-01,1002,972,1002,972,1974
