,group,variable,month,OTRAS ACCIONES CANTIDAD,OTRAS ACCIONES CANTIDAD,TOTALES,TOTALES,TOTALES
PUERTO VILLARROEL,atencion odontologica,otras acciones,2010-10-01,14,24,14,24,38
PUNA,atencion odontologica,otras acciones,2010-10-01,32,58,32,58,90
PUNATA,atencion odontologica,otras acciones,2010-10-01,47,75,47,75,122
QUIABAYA,atencion odontologica,otras acciones,2010-10-01,0,1,0,1,1
QUILLACOLLO,atencion odontologica,otras acciones,2010-10-01,156,201,156,201,357
QUIME,atencion odontologica,otras acciones,2010-10-01,20,14,20,14,34
QUIRUSILLAS,atencion odontologica,otras acciones,2010-10-01,2,2,2,2,4
RAVELO,atencion odontologica,otras acciones,2010-10-01,1,7,1,7,8
RIBERALTA,atencion odontologica,otras acciones,2010-10-01,6,15,6,15,21
RURRENABAQUE,atencion odontologica,otras acciones,2010-10-01,14,11,14,11,25
SABAYA,atencion odontologica,otras acciones,2010-10-01,38,63,38,63,101
SACABA,atencion odontologica,otras acciones,2010-10-01,541,682,541,682,1223
SACABAMBA,atencion odontologica,otras acciones,2010-10-01,1,1,1,1,2
SACACA,atencion odontologica,otras acciones,2010-10-01,12,14,12,14,26
SAIPINA,atencion odontologica,otras acciones,2010-10-01,18,25,18,25,43
SALINAS DE GARCI MENDOZA,atencion odontologica,otras acciones,2010-10-01,30,40,30,40,70
SAMAIPATA,atencion odontologica,otras acciones,2010-10-01,6,7,6,7,13
SAN AGUSTIN,atencion odontologica,otras acciones,2010-10-01,6,4,6,4,10
SAN ANDRES,atencion odontologica,otras acciones,2010-10-01,2,1,2,1,3
SAN ANDRES DE MACHACA,atencion odontologica,otras acciones,2010-10-01,26,23,26,23,49
SAN ANTONIO DE LOMERIO,atencion odontologica,otras acciones,2010-10-01,17,22,17,22,39
SAN BENITO,atencion odontologica,otras acciones,2010-10-01,43,34,43,34,77
SAN BORJA,atencion odontologica,otras acciones,2010-10-01,7,15,7,15,22
SAN CARLOS,atencion odontologica,otras acciones,2010-10-01,18,27,18,27,45
SAN IGNACIO,atencion odontologica,otras acciones,2010-10-01,9,20,9,20,29
SAN IGNACIO DE VELASCO,atencion odontologica,otras acciones,2010-10-01,704,648,704,648,1352
SAN JOSE DE CHIQUITOS,atencion odontologica,otras acciones,2010-10-01,3,8,3,8,11
SAN JUAN DE YAPACANI,atencion odontologica,otras acciones,2010-10-01,2,1,2,1,3
SAN LORENZO(PND),atencion odontologica,otras acciones,2010-10-01,0,1,0,1,1
SAN LORENZO(TJA),atencion odontologica,otras acciones,2010-10-01,236,103,236,103,339
SAN LUCAS,atencion odontologica,otras acciones,2010-10-01,10,9,10,9,19
SAN MATIAS,atencion odontologica,otras acciones,2010-10-01,6,11,6,11,17
SAN MIGUEL DE VELASCO,atencion odontologica,otras acciones,2010-10-01,35,44,35,44,79
SAN PEDRO DE BUENA VISTA,atencion odontologica,otras acciones,2010-10-01,20,17,20,17,37
SAN PEDRO DE CURAHUARA,atencion odontologica,otras acciones,2010-10-01,10,11,10,11,21
SAN PEDRO DE TIQUINA,atencion odontologica,otras acciones,2010-10-01,1,9,1,9,10
SAN RAFAEL,atencion odontologica,otras acciones,2010-10-01,49,52,49,52,101
SAN RAMON SCZ,atencion odontologica,otras acciones,2010-10-01,328,353,328,353,681
SANTA ANA,atencion odontologica,otras acciones,2010-10-01,34,65,34,65,99
SANTA CRUZ DE LA SIERRA,atencion odontologica,otras acciones,2010-10-01,503,576,503,576,1079
SANTA ROSA,atencion odontologica,otras acciones,2010-10-01,150,150,150,150,300
SANTA ROSA DEL SARA,atencion odontologica,otras acciones,2010-10-01,5,23,5,23,28
SANTIAGO DE CALLAPA,atencion odontologica,otras acciones,2010-10-01,5,11,5,11,16
SANTIAGO DE HUARI,atencion odontologica,otras acciones,2010-10-01,57,70,57,70,127
SANTIAGO DE HUATA,atencion odontologica,otras acciones,2010-10-01,49,35,49,35,84
SANTIAGO DE MACHACA,atencion odontologica,otras acciones,2010-10-01,9,20,9,20,29
SANTIVAÑES,atencion odontologica,otras acciones,2010-10-01,12,27,12,27,39
SANTUARIO DE QUILLACAS,atencion odontologica,otras acciones,2010-10-01,8,10,8,10,18
SAPAHAQUI,atencion odontologica,otras acciones,2010-10-01,1,0,1,0,1
SICAYA,atencion odontologica,otras acciones,2010-10-01,3,27,3,27,30
SIPE SIPE,atencion odontologica,otras acciones,2010-10-01,32,51,32,51,83
SOPACHUY,atencion odontologica,otras acciones,2010-10-01,32,93,32,93,125
SORACACHI,atencion odontologica,otras acciones,2010-10-01,3,11,3,11,14
SORATA,atencion odontologica,otras acciones,2010-10-01,17,18,17,18,35
SUCRE,atencion odontologica,otras acciones,2010-10-01,631,917,631,917,1548
TACACOMA,atencion odontologica,otras acciones,2010-10-01,1,2,1,2,3
TACOPAYA,atencion odontologica,otras acciones,2010-10-01,53,21,53,21,74
TAHUA,atencion odontologica,otras acciones,2010-10-01,3,1,3,1,4
TAPACARI,atencion odontologica,otras acciones,2010-10-01,13,10,13,10,23
TARABUCO,atencion odontologica,otras acciones,2010-10-01,15,20,15,20,35
TARACO,atencion odontologica,otras acciones,2010-10-01,19,26,19,26,45
TARIJA,atencion odontologica,otras acciones,2010-10-01,397,951,397,951,1348
TARVITA,atencion odontologica,otras acciones,2010-10-01,17,29,17,29,46
TIAWANACU,atencion odontologica,otras acciones,2010-10-01,39,57,39,57,96
TINGUIPAYA,atencion odontologica,otras acciones,2010-10-01,18,20,18,20,38
TIQUIPAYA,atencion odontologica,otras acciones,2010-10-01,118,187,118,187,305
TIRAQUE (CBBA),atencion odontologica,otras acciones,2010-10-01,11,34,11,34,45
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,otras acciones,2010-10-01,0,2,0,2,2
TOCO,atencion odontologica,otras acciones,2010-10-01,12,40,12,40,52
TOLATA,atencion odontologica,otras acciones,2010-10-01,13,101,13,101,114
TOLEDO,atencion odontologica,otras acciones,2010-10-01,2,7,2,7,9
TOMAVE,atencion odontologica,otras acciones,2010-10-01,19,26,19,26,45
TOMINA,atencion odontologica,otras acciones,2010-10-01,250,445,250,445,695
TORO TORO,atencion odontologica,otras acciones,2010-10-01,9,38,9,38,47
TOTORA(CBBA),atencion odontologica,otras acciones,2010-10-01,39,82,39,82,121
TOTORA(ORR),atencion odontologica,otras acciones,2010-10-01,0,1,0,1,1
TRIGAL,atencion odontologica,otras acciones,2010-10-01,30,32,30,32,62
TRINIDAD,atencion odontologica,otras acciones,2010-10-01,3,5,3,5,8
TUPIZA,atencion odontologica,otras acciones,2010-10-01,156,214,156,214,370
TURCO,atencion odontologica,otras acciones,2010-10-01,11,39,11,39,50
URIONDO (A. CONCEPCION),atencion odontologica,otras acciones,2010-10-01,51,76,51,76,127
UYUNI,atencion odontologica,otras acciones,2010-10-01,34,25,34,25,59
VACAS,atencion odontologica,otras acciones,2010-10-01,1,5,1,5,6
VALLEGRANDE,atencion odontologica,otras acciones,2010-10-01,15,24,15,24,39
VIACHA,atencion odontologica,otras acciones,2010-10-01,22,37,22,37,59
VILLA CHARCAS,atencion odontologica,otras acciones,2010-10-01,4,10,4,10,14
VILLA MONTES,atencion odontologica,otras acciones,2010-10-01,39,79,39,79,118
VILLA NUEVA (LOMA ALTA),atencion odontologica,otras acciones,2010-10-01,2,2,2,2,4
VILLA RIVERO,atencion odontologica,otras acciones,2010-10-01,12,19,12,19,31
VILLA SERRANO,atencion odontologica,otras acciones,2010-10-01,7,11,7,11,18
VILLA TUNARI,atencion odontologica,otras acciones,2010-10-01,444,480,444,480,924
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,otras acciones,2010-10-01,23,27,23,27,50
VILLAZON,atencion odontologica,otras acciones,2010-10-01,105,213,105,213,318
VITICHI,atencion odontologica,otras acciones,2010-10-01,27,53,27,53,80
WARNES,atencion odontologica,otras acciones,2010-10-01,13,37,13,37,50
YACO,atencion odontologica,otras acciones,2010-10-01,5,9,5,9,14
YACUIBA,atencion odontologica,otras acciones,2010-10-01,157,241,157,241,398
YAMPARAEZ,atencion odontologica,otras acciones,2010-10-01,18,43,18,43,61
YANACACHI,atencion odontologica,otras acciones,2010-10-01,21,22,21,22,43
YAPACANI,atencion odontologica,otras acciones,2010-10-01,3,2,3,2,5
YOCALLA,atencion odontologica,otras acciones,2010-10-01,44,77,44,77,121
YOTALA,atencion odontologica,otras acciones,2010-10-01,15,56,15,56,71
YUNCHARA,atencion odontologica,otras acciones,2010-10-01,17,17,17,17,34
ZUDAÑEZ,atencion odontologica,otras acciones,2010-10-01,16,21,16,21,37
ACHACACHI,atencion odontologica,otras acciones,2010-11-01,6,4,6,4,10
ACHOCALLA,atencion odontologica,otras acciones,2010-11-01,4,6,4,6,10
AIQUILE,atencion odontologica,otras acciones,2010-11-01,8,10,8,10,18
ALALAY,atencion odontologica,otras acciones,2010-11-01,5,3,5,3,8
ALCALA,atencion odontologica,otras acciones,2010-11-01,42,46,42,46,88
ANCORAIMES,atencion odontologica,otras acciones,2010-11-01,6,3,6,3,9
ANDAMARCA,atencion odontologica,otras acciones,2010-11-01,17,38,17,38,55
ANTEQUERA,atencion odontologica,otras acciones,2010-11-01,28,40,28,40,68
ANZALDO,atencion odontologica,otras acciones,2010-11-01,4,3,4,3,7
APOLO,atencion odontologica,otras acciones,2010-11-01,21,49,21,49,70
ARAMPAMPA,atencion odontologica,otras acciones,2010-11-01,2,2,2,2,4
ARANI,atencion odontologica,otras acciones,2010-11-01,63,104,63,104,167
ARBIETO,atencion odontologica,otras acciones,2010-11-01,3,0,3,0,3
ASCENCION DE GUARAYOS,atencion odontologica,otras acciones,2010-11-01,5,9,5,9,14
ATOCHA,atencion odontologica,otras acciones,2010-11-01,156,181,156,181,337
AYATA,atencion odontologica,otras acciones,2010-11-01,3,5,3,5,8
AYO AYO,atencion odontologica,otras acciones,2010-11-01,10,18,10,18,28
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,otras acciones,2010-11-01,17,15,17,15,32
AZURDUY,atencion odontologica,otras acciones,2010-11-01,17,14,17,14,31
BATALLAS,atencion odontologica,otras acciones,2010-11-01,8,14,8,14,22
BAURES,atencion odontologica,otras acciones,2010-11-01,2,0,2,0,2
BELEN DE ANDAMARCA,atencion odontologica,otras acciones,2010-11-01,2,4,2,4,6
BELEN DE URMIRI,atencion odontologica,otras acciones,2010-11-01,5,5,5,5,10
BERMEJO,atencion odontologica,otras acciones,2010-11-01,26,50,26,50,76
BETANZOS,atencion odontologica,otras acciones,2010-11-01,2,5,2,5,7
BOLIVAR,atencion odontologica,otras acciones,2010-11-01,1,2,1,2,3
CABEZAS,atencion odontologica,otras acciones,2010-11-01,30,18,30,18,48
CAIROMA,atencion odontologica,otras acciones,2010-11-01,4,6,4,6,10
"CAIZA ""D""",atencion odontologica,otras acciones,2010-11-01,31,45,31,45,76
CAJUATA,atencion odontologica,otras acciones,2010-11-01,2,1,2,1,3
CALACOTO,atencion odontologica,otras acciones,2010-11-01,5,3,5,3,8
CALAMARCA,atencion odontologica,otras acciones,2010-11-01,23,49,23,49,72
CAMARGO,atencion odontologica,otras acciones,2010-11-01,134,182,134,182,316
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,otras acciones,2010-11-01,50,62,50,62,112
CAMIRI,atencion odontologica,otras acciones,2010-11-01,120,117,120,117,237
CAPINOTA,atencion odontologica,otras acciones,2010-11-01,42,49,42,49,91
CAQUIAVIRI,atencion odontologica,otras acciones,2010-11-01,17,18,17,18,35
CARACOLLO,atencion odontologica,otras acciones,2010-11-01,65,138,65,138,203
CARANAVI,atencion odontologica,otras acciones,2010-11-01,72,108,72,108,180
CARAPARI,atencion odontologica,otras acciones,2010-11-01,47,59,47,59,106
CARIPUYO,atencion odontologica,otras acciones,2010-11-01,32,36,32,36,68
CARMEN RIVERO TORREZ,atencion odontologica,otras acciones,2010-11-01,8,11,8,11,19
CATACORA,atencion odontologica,otras acciones,2010-11-01,1,2,1,2,3
CHALLAPATA,atencion odontologica,otras acciones,2010-11-01,71,87,71,87,158
CHAQUI,atencion odontologica,otras acciones,2010-11-01,18,4,18,4,22
CHARAGUA,atencion odontologica,otras acciones,2010-11-01,2,3,2,3,5
CHAYANTA,atencion odontologica,otras acciones,2010-11-01,47,85,47,85,132
CHIMORE,atencion odontologica,otras acciones,2010-11-01,17,38,17,38,55
CHOQUE COTA,atencion odontologica,otras acciones,2010-11-01,3,7,3,7,10
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,otras acciones,2010-11-01,11,12,11,12,23
CHUMA,atencion odontologica,otras acciones,2010-11-01,11,14,11,14,25
CKOCHAS,atencion odontologica,otras acciones,2010-11-01,33,195,33,195,228
CLIZA,atencion odontologica,otras acciones,2010-11-01,38,79,38,79,117
COBIJA,atencion odontologica,otras acciones,2010-11-01,5,14,5,14,19
COCAPATA,atencion odontologica,otras acciones,2010-11-01,64,73,64,73,137
COCHABAMBA,atencion odontologica,otras acciones,2010-11-01,1850,2383,1850,2383,4233
COIPASA,atencion odontologica,otras acciones,2010-11-01,6,10,6,10,16
COLCAPIRHUA,atencion odontologica,otras acciones,2010-11-01,58,100,58,100,158
"COLCHA ""K""",atencion odontologica,otras acciones,2010-11-01,7,8,7,8,15
COLLANA,atencion odontologica,otras acciones,2010-11-01,1,2,1,2,3
COLOMI,atencion odontologica,otras acciones,2010-11-01,6,11,6,11,17
COLQUECHACA,atencion odontologica,otras acciones,2010-11-01,15,23,15,23,38
COLQUIRI,atencion odontologica,otras acciones,2010-11-01,54,97,54,97,151
COMANCHE,atencion odontologica,otras acciones,2010-11-01,118,129,118,129,247
COMARAPA,atencion odontologica,otras acciones,2010-11-01,43,159,43,159,202
CONCEPCION,atencion odontologica,otras acciones,2010-11-01,3,4,3,4,7
COPACABANA,atencion odontologica,otras acciones,2010-11-01,14,19,14,19,33
CORIPATA,atencion odontologica,otras acciones,2010-11-01,37,71,37,71,108
CORO CORO,atencion odontologica,otras acciones,2010-11-01,19,24,19,24,43
COROICO,atencion odontologica,otras acciones,2010-11-01,17,15,17,15,32
CORQUE,atencion odontologica,otras acciones,2010-11-01,25,32,25,32,57
COTAGAITA,atencion odontologica,otras acciones,2010-11-01,3,25,3,25,28
CUATRO CAÑADAS,atencion odontologica,otras acciones,2010-11-01,31,55,31,55,86
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,otras acciones,2010-11-01,5,11,5,11,16
CULPINA,atencion odontologica,otras acciones,2010-11-01,24,38,24,38,62
CURAHUARA DE CARANGAS,atencion odontologica,otras acciones,2010-11-01,15,38,15,38,53
CURVA,atencion odontologica,otras acciones,2010-11-01,10,11,10,11,21
DESAGUADERO,atencion odontologica,otras acciones,2010-11-01,7,0,7,0,7
EL ALTO,atencion odontologica,otras acciones,2010-11-01,1353,1820,1353,1820,3173
EL CHORO,atencion odontologica,otras acciones,2010-11-01,0,1,0,1,1
EL PUENTE(STC),atencion odontologica,otras acciones,2010-11-01,20,37,20,37,57
EL PUENTE(TJA),atencion odontologica,otras acciones,2010-11-01,8,19,8,19,27
EL TORNO,atencion odontologica,otras acciones,2010-11-01,4,13,4,13,17
EL VILLAR,atencion odontologica,otras acciones,2010-11-01,0,2,0,2,2
ENTRE RIOS TRJ,atencion odontologica,otras acciones,2010-11-01,6,24,6,24,30
ENTRE RIOS CBBA,atencion odontologica,otras acciones,2010-11-01,4,11,4,11,15
ESCOMA,atencion odontologica,otras acciones,2010-11-01,12,14,12,14,26
EUCALIPTUS,atencion odontologica,otras acciones,2010-11-01,16,47,16,47,63
FERNANDEZ ALONSO,atencion odontologica,otras acciones,2010-11-01,0,2,0,2,2
FILADELFIA,atencion odontologica,otras acciones,2010-11-01,3,10,3,10,13
GENERAL SAAVEDRA,atencion odontologica,otras acciones,2010-11-01,4,17,4,17,21
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,otras acciones,2010-11-01,16,23,16,23,39
GUANAY,atencion odontologica,otras acciones,2010-11-01,2,2,2,2,4
GUAQUI,atencion odontologica,otras acciones,2010-11-01,14,13,14,13,27
GUAYARAMERIN,atencion odontologica,otras acciones,2010-11-01,3,4,3,4,7
GUTIERREZ,atencion odontologica,otras acciones,2010-11-01,83,64,83,64,147
HUACARETA,atencion odontologica,otras acciones,2010-11-01,15,10,15,10,25
HUACAYA (VILLA DE HUACAYA),atencion odontologica,otras acciones,2010-11-01,20,20,20,20,40
HUACHACALLA,atencion odontologica,otras acciones,2010-11-01,30,25,30,25,55
HUANUNI,atencion odontologica,otras acciones,2010-11-01,23,57,23,57,80
HUARINA,atencion odontologica,otras acciones,2010-11-01,3,6,3,6,9
HUAYLLAMARCA,atencion odontologica,otras acciones,2010-11-01,7,5,7,5,12
HUMANATA,atencion odontologica,otras acciones,2010-11-01,3,10,3,10,13
ICLA,atencion odontologica,otras acciones,2010-11-01,22,28,22,28,50
INCAHUASI,atencion odontologica,otras acciones,2010-11-01,18,30,18,30,48
INQUISIVI,atencion odontologica,otras acciones,2010-11-01,2,8,2,8,10
IRUPANA (VILLA DE LANZA),atencion odontologica,otras acciones,2010-11-01,15,30,15,30,45
IXIAMAS,atencion odontologica,otras acciones,2010-11-01,12,25,12,25,37
JESUS DE MACHACA,atencion odontologica,otras acciones,2010-11-01,6,10,6,10,16
LA ASUNTA,atencion odontologica,otras acciones,2010-11-01,1,6,1,6,7
LA GUARDIA,atencion odontologica,otras acciones,2010-11-01,2,10,2,10,12
LA PAZ,atencion odontologica,otras acciones,2010-11-01,3103,3318,3103,3318,6421
LA RIVERA,atencion odontologica,otras acciones,2010-11-01,0,3,0,3,3
LAJA,atencion odontologica,otras acciones,2010-11-01,44,11,44,11,55
LLALLAGUA,atencion odontologica,otras acciones,2010-11-01,89,250,89,250,339
LLICA,atencion odontologica,otras acciones,2010-11-01,28,61,28,61,89
LURIBAY,atencion odontologica,otras acciones,2010-11-01,12,10,12,10,22
MACHACAMARCA,atencion odontologica,otras acciones,2010-11-01,13,28,13,28,41
MACHARETI,atencion odontologica,otras acciones,2010-11-01,1,3,1,3,4
MAGDALENA,atencion odontologica,otras acciones,2010-11-01,5,0,5,0,5
MAIRANA,atencion odontologica,otras acciones,2010-11-01,22,40,22,40,62
MAPIRI,atencion odontologica,otras acciones,2010-11-01,18,26,18,26,44
MECAPACA,atencion odontologica,otras acciones,2010-11-01,1,3,1,3,4
MINEROS,atencion odontologica,otras acciones,2010-11-01,12,25,12,25,37
MIZQUE,atencion odontologica,otras acciones,2010-11-01,4,35,4,35,39
MOCOMOCO,atencion odontologica,otras acciones,2010-11-01,8,20,8,20,28
MOJOCOYA,atencion odontologica,otras acciones,2010-11-01,25,61,25,61,86
MONTEAGUDO,atencion odontologica,otras acciones,2010-11-01,38,111,38,111,149
MONTERO,atencion odontologica,otras acciones,2010-11-01,233,144,233,144,377
MOROCHATA,atencion odontologica,otras acciones,2010-11-01,3,9,3,9,12
OCURI,atencion odontologica,otras acciones,2010-11-01,3,3,3,3,6
ORURO,atencion odontologica,otras acciones,2010-11-01,1337,1054,1337,1054,2391
PADCAYA,atencion odontologica,otras acciones,2010-11-01,1,20,1,20,21
PADILLA,atencion odontologica,otras acciones,2010-11-01,14,21,14,21,35
PAILON,atencion odontologica,otras acciones,2010-11-01,0,3,0,3,3
PALCA,atencion odontologica,otras acciones,2010-11-01,0,5,0,5,5
PALOS BLANCOS,atencion odontologica,otras acciones,2010-11-01,10,15,10,15,25
PAMPA AULLAGAS,atencion odontologica,otras acciones,2010-11-01,6,6,6,6,12
PAMPA GRANDE,atencion odontologica,otras acciones,2010-11-01,11,23,11,23,34
PATACAMAYA,atencion odontologica,otras acciones,2010-11-01,55,113,55,113,168
PAZÑA,atencion odontologica,otras acciones,2010-11-01,24,30,24,30,54
PELECHUCO,atencion odontologica,otras acciones,2010-11-01,5,8,5,8,13
POCOATA,atencion odontologica,otras acciones,2010-11-01,7,2,7,2,9
POCONA,atencion odontologica,otras acciones,2010-11-01,22,29,22,29,51
POJO (CBBA),atencion odontologica,otras acciones,2010-11-01,10,28,10,28,38
POOPO,atencion odontologica,otras acciones,2010-11-01,39,31,39,31,70
PORCO,atencion odontologica,otras acciones,2010-11-01,29,46,29,46,75
POROMA,atencion odontologica,otras acciones,2010-11-01,3,4,3,4,7
PORONGO,atencion odontologica,otras acciones,2010-11-01,14,10,14,10,24
PORTACHUELO,atencion odontologica,otras acciones,2010-11-01,57,28,57,28,85
PORVENIR,atencion odontologica,otras acciones,2010-11-01,6,18,6,18,24
POSTRER VALLE,atencion odontologica,otras acciones,2010-11-01,0,1,0,1,1
POTOSI,atencion odontologica,otras acciones,2010-11-01,361,536,361,536,897
PRESTO,atencion odontologica,otras acciones,2010-11-01,57,81,57,81,138
PUCARA,atencion odontologica,otras acciones,2010-11-01,1,7,1,7,8
PUCARANI,atencion odontologica,otras acciones,2010-11-01,14,46,14,46,60
PUERTO ACOSTA,atencion odontologica,otras acciones,2010-11-01,3,5,3,5,8
PUERTO CARABUCO,atencion odontologica,otras acciones,2010-11-01,8,10,8,10,18
PUERTO QUIJARRO,atencion odontologica,otras acciones,2010-11-01,25,44,25,44,69
PUERTO RICO,atencion odontologica,otras acciones,2010-11-01,9,41,9,41,50
PUERTO SUAREZ,atencion odontologica,otras acciones,2010-11-01,9,22,9,22,31
PUERTO VILLARROEL,atencion odontologica,otras acciones,2010-11-01,36,72,36,72,108
PUNA,atencion odontologica,otras acciones,2010-11-01,36,64,36,64,100
PUNATA,atencion odontologica,otras acciones,2010-11-01,115,156,115,156,271
QUIABAYA,atencion odontologica,otras acciones,2010-11-01,0,3,0,3,3
QUILLACOLLO,atencion odontologica,otras acciones,2010-11-01,159,241,159,241,400
QUIME,atencion odontologica,otras acciones,2010-11-01,31,13,31,13,44
QUIRUSILLAS,atencion odontologica,otras acciones,2010-11-01,9,9,9,9,18
RAVELO,atencion odontologica,otras acciones,2010-11-01,2,14,2,14,16
RIBERALTA,atencion odontologica,otras acciones,2010-11-01,15,36,15,36,51
ROBORE,atencion odontologica,otras acciones,2010-11-01,23,0,23,0,23
RURRENABAQUE,atencion odontologica,otras acciones,2010-11-01,27,38,27,38,65
SABAYA,atencion odontologica,otras acciones,2010-11-01,10,43,10,43,53
SACABA,atencion odontologica,otras acciones,2010-11-01,321,525,321,525,846
SACABAMBA,atencion odontologica,otras acciones,2010-11-01,2,4,2,4,6
SACACA,atencion odontologica,otras acciones,2010-11-01,7,10,7,10,17
SAIPINA,atencion odontologica,otras acciones,2010-11-01,8,18,8,18,26
SALINAS DE GARCI MENDOZA,atencion odontologica,otras acciones,2010-11-01,42,34,42,34,76
SAMAIPATA,atencion odontologica,otras acciones,2010-11-01,11,13,11,13,24
SAN AGUSTIN,atencion odontologica,otras acciones,2010-11-01,1,4,1,4,5
SAN ANDRES,atencion odontologica,otras acciones,2010-11-01,2,6,2,6,8
SAN ANDRES DE MACHACA,atencion odontologica,otras acciones,2010-11-01,22,29,22,29,51
SAN ANTONIO DE LOMERIO,atencion odontologica,otras acciones,2010-11-01,7,16,7,16,23
SAN BENITO,atencion odontologica,otras acciones,2010-11-01,17,44,17,44,61
SAN BORJA,atencion odontologica,otras acciones,2010-11-01,15,22,15,22,37
SAN CARLOS,atencion odontologica,otras acciones,2010-11-01,18,3,18,3,21
SAN IGNACIO,atencion odontologica,otras acciones,2010-11-01,7,7,7,7,14
SAN IGNACIO DE VELASCO,atencion odontologica,otras acciones,2010-11-01,299,304,299,304,603
SAN JOAQUIN,atencion odontologica,otras acciones,2010-11-01,3,10,3,10,13
SAN JOSE DE CHIQUITOS,atencion odontologica,otras acciones,2010-11-01,34,85,34,85,119
SAN LORENZO(TJA),atencion odontologica,otras acciones,2010-11-01,73,166,73,166,239
SAN LUCAS,atencion odontologica,otras acciones,2010-11-01,19,28,19,28,47
SAN MATIAS,atencion odontologica,otras acciones,2010-11-01,6,3,6,3,9
SAN MIGUEL DE VELASCO,atencion odontologica,otras acciones,2010-11-01,36,53,36,53,89
SAN PEDRO,atencion odontologica,otras acciones,2010-11-01,1,3,1,3,4
SAN PEDRO DE BUENA VISTA,atencion odontologica,otras acciones,2010-11-01,4,15,4,15,19
SAN PEDRO DE CURAHUARA,atencion odontologica,otras acciones,2010-11-01,10,11,10,11,21
SAN PEDRO DE TIQUINA,atencion odontologica,otras acciones,2010-11-01,13,12,13,12,25
SAN RAFAEL,atencion odontologica,otras acciones,2010-11-01,14,3,14,3,17
SAN RAMON SCZ,atencion odontologica,otras acciones,2010-11-01,34,38,34,38,72
SANTA ANA,atencion odontologica,otras acciones,2010-11-01,3,11,3,11,14
SANTA CRUZ DE LA SIERRA,atencion odontologica,otras acciones,2010-11-01,580,742,580,742,1322
SANTA ROSA,atencion odontologica,otras acciones,2010-11-01,0,11,0,11,11
SANTA ROSA DEL SARA,atencion odontologica,otras acciones,2010-11-01,4,11,4,11,15
SANTIAGO DE CALLAPA,atencion odontologica,otras acciones,2010-11-01,1,11,1,11,12
SANTIAGO DE HUARI,atencion odontologica,otras acciones,2010-11-01,61,77,61,77,138
SANTIAGO DE HUATA,atencion odontologica,otras acciones,2010-11-01,2,3,2,3,5
SANTIAGO DE MACHACA,atencion odontologica,otras acciones,2010-11-01,4,15,4,15,19
SANTIVAÑES,atencion odontologica,otras acciones,2010-11-01,15,17,15,17,32
SANTUARIO DE QUILLACAS,atencion odontologica,otras acciones,2010-11-01,8,7,8,7,15
SAPAHAQUI,atencion odontologica,otras acciones,2010-11-01,1,2,1,2,3
SICA SICA (VILLA AROMA),atencion odontologica,otras acciones,2010-11-01,4,1,4,1,5
SICAYA,atencion odontologica,otras acciones,2010-11-01,4,16,4,16,20
SIPE SIPE,atencion odontologica,otras acciones,2010-11-01,22,54,22,54,76
SOPACHUY,atencion odontologica,otras acciones,2010-11-01,31,53,31,53,84
SORACACHI,atencion odontologica,otras acciones,2010-11-01,13,18,13,18,31
SORATA,atencion odontologica,otras acciones,2010-11-01,13,27,13,27,40
SUCRE,atencion odontologica,otras acciones,2010-11-01,893,1233,893,1233,2126
TACOPAYA,atencion odontologica,otras acciones,2010-11-01,1,24,1,24,25
TAPACARI,atencion odontologica,otras acciones,2010-11-01,25,23,25,23,48
TARABUCO,atencion odontologica,otras acciones,2010-11-01,21,12,21,12,33
TARACO,atencion odontologica,otras acciones,2010-11-01,22,25,22,25,47
TARATA,atencion odontologica,otras acciones,2010-11-01,0,3,0,3,3
TARIJA,atencion odontologica,otras acciones,2010-11-01,700,1337,700,1337,2037
TARVITA,atencion odontologica,otras acciones,2010-11-01,7,24,7,24,31
TIAWANACU,atencion odontologica,otras acciones,2010-11-01,25,50,25,50,75
TINGUIPAYA,atencion odontologica,otras acciones,2010-11-01,10,24,10,24,34
TIQUIPAYA,atencion odontologica,otras acciones,2010-11-01,72,138,72,138,210
TIRAQUE (CBBA),atencion odontologica,otras acciones,2010-11-01,20,59,20,59,79
TOCO,atencion odontologica,otras acciones,2010-11-01,17,31,17,31,48
TOLATA,atencion odontologica,otras acciones,2010-11-01,11,35,11,35,46
TOLEDO,atencion odontologica,otras acciones,2010-11-01,2,3,2,3,5
TOMAVE,atencion odontologica,otras acciones,2010-11-01,41,32,41,32,73
TOMINA,atencion odontologica,otras acciones,2010-11-01,458,350,458,350,808
TORO TORO,atencion odontologica,otras acciones,2010-11-01,9,18,9,18,27
TOTORA(CBBA),atencion odontologica,otras acciones,2010-11-01,44,103,44,103,147
TRINIDAD,atencion odontologica,otras acciones,2010-11-01,30,79,30,79,109
TUPIZA,atencion odontologica,otras acciones,2010-11-01,143,134,143,134,277
TURCO,atencion odontologica,otras acciones,2010-11-01,50,47,50,47,97
UNCIA,atencion odontologica,otras acciones,2010-11-01,4,2,4,2,6
