,group,variable,month,CONSULTAS NUEVAS DE 5 A 59 AÑOS CANTIDAD,CONSULTAS NUEVAS DE 5 A 59 AÑOS CANTIDAD,TOTALES,TOTALES,TOTALES
BOYUIBE,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,21,68,21,68,89
BUENA VISTA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,12,21,12,21,33
CABEZAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,62,132,62,132,194
CAIROMA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,34,43,34,43,77
"CAIZA ""D""",atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,37,50,37,50,87
CAJUATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,12,21,12,21,33
CALACOTO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,146,193,146,193,339
CALAMARCA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,39,82,39,82,121
CAMARGO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,211,271,211,271,482
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,59,34,59,34,93
CAMIRI,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,199,249,199,249,448
CAPINOTA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,103,152,103,152,255
CAQUIAVIRI,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,48,68,48,68,116
CARACOLLO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,153,233,153,233,386
CARANAVI,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,114,227,114,227,341
CARAPARI,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,243,421,243,421,664
CARIPUYO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,138,163,138,163,301
CARMEN RIVERO TORREZ,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,48,56,48,56,104
CATACORA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,61,105,61,105,166
CHALLAPATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,213,329,213,329,542
CHAQUI,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,29,38,29,38,67
CHARAGUA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,62,214,62,214,276
CHARAÑA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,34,39,34,39,73
CHAYANTA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,42,109,42,109,151
CHIMORE,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,115,132,115,132,247
CHIPAYA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,3,7,3,7,10
CHOQUE COTA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,12,14,12,14,26
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,50,42,50,42,92
CHUMA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,86,136,86,136,222
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,46,50,46,50,96
CKOCHAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,14,16,14,16,30
CLIZA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,98,121,98,121,219
COBIJA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,182,164,182,164,346
COCAPATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,174,183,174,183,357
COCHABAMBA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,2243,3408,2243,3408,5651
COIPASA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,18,12,18,12,30
COLCAPIRHUA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,35,116,35,116,151
"COLCHA ""K""",atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,28,51,28,51,79
COLLANA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,9,16,9,16,25
COLOMI,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,184,203,184,203,387
COLPA BELGICA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,208,284,208,284,492
COLQUECHACA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,56,66,56,66,122
COLQUENCHA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,24,48,24,48,72
COLQUIRI,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,35,52,35,52,87
COMANCHE,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,121,206,121,206,327
COMARAPA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,67,199,67,199,266
CONCEPCION,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,16,31,16,31,47
COPACABANA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,32,56,32,56,88
CORIPATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,54,111,54,111,165
CORO CORO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,66,87,66,87,153
COROICO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,98,210,98,210,308
CORQUE,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,65,111,65,111,176
COTAGAITA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,156,219,156,219,375
COTOCA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,7,113,7,113,120
CUATRO CAÑADAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,21,50,21,50,71
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,6,12,6,12,18
CUEVO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,17,32,17,32,49
CULPINA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,124,129,124,129,253
CURAHUARA DE CARANGAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,17,39,17,39,56
CURVA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,2,2,2,2,4
DESAGUADERO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,22,44,22,44,66
EL ALTO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,3300,4800,3300,4800,8100
EL CHORO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,8,15,8,15,23
EL PUENTE(STC),atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,26,49,26,49,75
EL PUENTE(TJA),atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,79,217,79,217,296
EL TORNO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,246,403,246,403,649
EL VILLAR,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,76,109,76,109,185
ENTRE RIOS TRJ,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,165,348,165,348,513
ENTRE RIOS CBBA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,20,24,20,24,44
ESCOMA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,96,110,96,110,206
EUCALIPTUS,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,46,68,46,68,114
FERNANDEZ ALONSO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,44,101,44,101,145
FILADELFIA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,21,34,21,34,55
GENERAL SAAVEDRA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,150,250,150,250,400
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,31,28,31,28,59
GUANAY,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,25,53,25,53,78
GUAQUI,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,37,78,37,78,115
GUAYARAMERIN,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,171,217,171,217,388
GUTIERREZ,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,34,82,34,82,116
HUACARETA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,61,98,61,98,159
HUACAYA (VILLA DE HUACAYA),atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,11,24,11,24,35
HUACHACALLA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,13,25,13,25,38
HUANUNI,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,42,42,42,42,84
HUARACAJE,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,8,12,8,12,20
HUARINA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,8,20,8,20,28
HUAYLLAMARCA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,52,59,52,59,111
HUMANATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,42,36,42,36,78
ICLA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,74,97,74,97,171
INCAHUASI,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,109,177,109,177,286
INQUISIVI,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,28,71,28,71,99
IRUPANA (VILLA DE LANZA),atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,46,94,46,94,140
IXIAMAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,44,62,44,62,106
JESUS DE MACHACA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,39,60,39,60,99
LA ASUNTA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,42,98,42,98,140
LA GUARDIA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,63,220,63,220,283
LA PAZ,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,4152,6416,4152,6416,10568
LA RIVERA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,3,1,3,1,4
LAGUNILLAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,19,38,19,38,57
LAJA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,80,92,80,92,172
LAS CARRERAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,1,5,1,5,6
LICOMA PAMPA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,0,6,0,6,6
LLALLAGUA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,96,141,96,141,237
LLICA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,27,72,27,72,99
LORETO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,2,4,2,4,6
LURIBAY,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,42,36,42,36,78
MACHACAMARCA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,65,81,65,81,146
MACHARETI,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,14,10,14,10,24
MAGDALENA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,66,62,66,62,128
MAIRANA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,61,99,61,99,160
MALLA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,41,51,41,51,92
MAPIRI,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,50,92,50,92,142
MECAPACA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,31,41,31,41,72
MINEROS,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,98,195,98,195,293
MIZQUE,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,86,178,86,178,264
MOCOMOCO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,192,127,192,127,319
MOJOCOYA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,36,105,36,105,141
MONTEAGUDO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,52,101,52,101,153
MONTERO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,310,648,310,648,958
MORO MORO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,4,34,4,34,38
MOROCHATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,0,34,0,34,34
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,32,24,32,24,56
OCURI,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,37,31,37,31,68
OKINAWA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,28,61,28,61,89
OMEREQUE,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,25,33,25,33,58
ORURO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,1352,1908,1352,1908,3260
PADCAYA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,111,191,111,191,302
PADILLA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,34,79,34,79,113
PAILON,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,153,224,153,224,377
PALCA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,26,50,26,50,76
PALOS BLANCOS,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,35,26,35,26,61
PAMPA AULLAGAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,177,189,177,189,366
PAMPA GRANDE,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,10,79,10,79,89
PAPEL PAMPA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,48,62,48,62,110
PASORAPA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,3,15,3,15,18
PATACAMAYA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,33,71,33,71,104
PAZÑA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,19,30,19,30,49
PELECHUCO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,61,40,61,40,101
POCOATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,40,59,40,59,99
POCONA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,369,405,369,405,774
POJO (CBBA),atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,148,161,148,161,309
POOPO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,50,99,50,99,149
PORCO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,22,54,22,54,76
POROMA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,19,24,19,24,43
PORONGO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,141,138,141,138,279
PORTACHUELO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,210,262,210,262,472
PORVENIR,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,50,31,50,31,81
POSTRER VALLE,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,12,20,12,20,32
POTOSI,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,545,1185,545,1185,1730
PRESTO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,219,250,219,250,469
PUCARA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,14,17,14,17,31
PUCARANI,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,150,321,150,321,471
PUERTO ACOSTA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,11,33,11,33,44
PUERTO CARABUCO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,43,61,43,61,104
PUERTO GONZALO MORENO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,27,22,27,22,49
PUERTO PEREZ,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,17,19,17,19,36
PUERTO QUIJARRO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,25,45,25,45,70
PUERTO RICO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,192,205,192,205,397
PUERTO SILES,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,48,74,48,74,122
PUERTO SUAREZ,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,196,239,196,239,435
PUERTO VILLARROEL,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,115,327,115,327,442
PUNA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,83,161,83,161,244
PUNATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,194,303,194,303,497
QUIABAYA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,65,54,65,54,119
QUILLACOLLO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,270,450,270,450,720
QUIME,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,140,104,140,104,244
QUIRUSILLAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,19,17,19,17,36
RAVELO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,12,22,12,22,34
REYES,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,24,35,24,35,59
RIBERALTA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,537,755,537,755,1292
ROBORE,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,80,71,80,71,151
RURRENABAQUE,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,182,196,182,196,378
SABAYA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,114,126,114,126,240
SACABA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,1650,2166,1650,2166,3816
SACABAMBA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,13,6,13,6,19
SACACA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,546,445,546,445,991
SAIPINA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,48,71,48,71,119
SALINAS DE GARCI MENDOZA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,60,137,60,137,197
SAMAIPATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,102,83,102,83,185
SAN AGUSTIN,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,10,6,10,6,16
SAN ANDRES,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,92,128,92,128,220
SAN ANDRES DE MACHACA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,164,184,164,184,348
SAN ANTONIO DE LOMERIO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,26,43,26,43,69
SAN BENITO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,54,96,54,96,150
SAN BORJA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,196,322,196,322,518
SAN BUENA VENTURA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,4,7,4,7,11
SAN CARLOS,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,53,193,53,193,246
SAN IGNACIO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,84,108,84,108,192
SAN IGNACIO DE VELASCO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,575,570,575,570,1145
SAN JAVIER(BNI),atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,8,16,8,16,24
SAN JAVIER(STC),atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,1,13,1,13,14
SAN JOAQUIN,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,232,238,232,238,470
SAN JOSE DE CHIQUITOS,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,104,110,104,110,214
SAN JUAN DE YAPACANI,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,21,45,21,45,66
SAN JULIAN,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,53,129,53,129,182
SAN LORENZO(PND),atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,18,22,18,22,40
SAN LORENZO(TJA),atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,292,687,292,687,979
SAN LUCAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,201,573,201,573,774
SAN MATIAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,40,120,40,120,160
SAN MIGUEL DE VELASCO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,13,35,13,35,48
SAN PEDRO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,28,36,28,36,64
SAN PEDRO DE BUENA VISTA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,370,261,370,261,631
SAN PEDRO DE CURAHUARA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,23,20,23,20,43
SAN PEDRO DE TIQUINA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,10,27,10,27,37
SAN RAFAEL,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,12,64,12,64,76
SAN RAMON BENI,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,42,64,42,64,106
SAN RAMON SCZ,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,28,38,28,38,66
SANTA ANA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,72,255,72,255,327
SANTA CRUZ DE LA SIERRA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,2388,3986,2388,3986,6374
SANTA ROSA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,205,203,205,203,408
SANTA ROSA DEL SARA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,103,137,103,137,240
SANTIAGO DE CALLAPA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,19,46,19,46,65
SANTIAGO DE HUARI,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,127,177,127,177,304
SANTIAGO DE HUATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,125,119,125,119,244
SANTIAGO DE MACHACA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,20,29,20,29,49
SANTIVAÑES,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,18,30,18,30,48
SANTUARIO DE QUILLACAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,47,50,47,50,97
SAPAHAQUI,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,21,20,21,20,41
SENA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,555,528,555,528,1083
SHINAOTA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,83,101,83,101,184
SICA SICA (VILLA AROMA),atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,24,31,24,31,55
SICAYA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,21,46,21,46,67
SIPE SIPE,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,72,251,72,251,323
SOPACHUY,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,18,58,18,58,76
SORACACHI,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,42,36,42,36,78
SORATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,53,84,53,84,137
SUCRE,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,2357,3406,2357,3406,5763
TACACOMA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,37,44,37,44,81
TACOBAMBA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,7,16,7,16,23
TACOPAYA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,8,6,8,6,14
TAHUA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,10,17,10,17,27
TAPACARI,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,680,608,680,608,1288
TARABUCO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,476,516,476,516,992
TARACO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,28,59,28,59,87
TARATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,15,44,15,44,59
TARIJA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,2058,3682,2058,3682,5740
TARVITA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,112,214,112,214,326
TEOPONTE,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,6,3,6,3,9
TIAWANACU,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,58,96,58,96,154
TINGUIPAYA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,26,70,26,70,96
TIPUANI,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,2,9,2,9,11
TIQUIPAYA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,212,222,212,222,434
TIRAQUE (CBBA),atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,16,24,16,24,40
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,8,26,8,26,34
TOCO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,35,53,35,53,88
TOLATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,20,77,20,77,97
TOLEDO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,140,118,140,118,258
TOMAVE,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,28,54,28,54,82
TOMINA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,293,391,293,391,684
TORO TORO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,81,116,81,116,197
TOTORA(CBBA),atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,170,250,170,250,420
TOTORA(ORR),atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,1,8,1,8,9
TRIGAL,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,34,32,34,32,66
TRINIDAD,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,372,631,372,631,1003
TUPIZA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,268,304,268,304,572
TURCO,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,24,81,24,81,105
UMALA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,9,4,9,4,13
UNCIA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,7,12,7,12,19
URIONDO (A. CONCEPCION),atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,187,454,187,454,641
URUBICHA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,2,0,2,0,2
UYUNI,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,56,120,56,120,176
VACAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,101,102,101,102,203
VALLEGRANDE,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,70,154,70,154,224
VIACHA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,126,188,126,188,314
VILA VILA,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,2,11,2,11,13
VILLA CHARCAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2010-10-01,7,30,7,30,37
