,group,variable,month,CONSULTAS NUEVAS MENORES DE 5 AÑOS CANTIDAD,CONSULTAS NUEVAS MENORES DE 5 AÑOS CANTIDAD,TOTALES,TOTALES,TOTALES
YOCALLA,atencion odontologica,consultas nuevas menores de 5 anos,2010-09-01,17,1,17,1,18
YOTALA,atencion odontologica,consultas nuevas menores de 5 anos,2010-09-01,77,76,77,76,153
YUNCHARA,atencion odontologica,consultas nuevas menores de 5 anos,2010-09-01,1,3,1,3,4
ZUDAÑEZ,atencion odontologica,consultas nuevas menores de 5 anos,2010-09-01,55,62,55,62,117
ACACIO,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,8,5,8,5,13
ACHACACHI,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,60,62,60,62,122
ACHOCALLA,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,30,25,30,25,55
AIQUILE,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,25,26,25,26,51
ALALAY,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,3,1,3,1,4
ALCALA,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,111,108,111,108,219
ALTO BENI,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,2,5,2,5,7
ANCORAIMES,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,20,29,20,29,49
ANDAMARCA,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,16,9,16,9,25
ANTEQUERA,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,4,5,4,5,9
ANZALDO,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,1,0,1,0,1
APOLO,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,24,36,24,36,60
ARAMPAMPA,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,2,4,2,4,6
ARANI,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,18,23,18,23,41
ARBIETO,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,42,38,42,38,80
ARQUE,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,52,32,52,32,84
ASCENCION DE GUARAYOS,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,7,12,7,12,19
ATOCHA,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,15,18,15,18,33
AYATA,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,38,31,38,31,69
AYO AYO,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,8,11,8,11,19
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,19,35,19,35,54
AZURDUY,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,4,14,4,14,18
BATALLAS,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,35,31,35,31,66
BAURES,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,5,5,5,5,10
BELEN DE URMIRI,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,3,10,3,10,13
BELLA FLOR,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,9,11,9,11,20
BERMEJO,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,19,12,19,12,31
BETANZOS,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,22,33,22,33,55
BOLIVAR,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,4,1,4,1,5
BOLPEBRA,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,4,5,4,5,9
BUENA VISTA,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,10,9,10,9,19
CABEZAS,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,18,29,18,29,47
CAIROMA,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,7,5,7,5,12
"CAIZA ""D""",atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,2,10,2,10,12
CAJUATA,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,1,14,1,14,15
CALACOTO,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,13,13,13,13,26
CALAMARCA,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,31,40,31,40,71
CAMARGO,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,65,68,65,68,133
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,73,50,73,50,123
CAMIRI,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,81,90,81,90,171
CAPINOTA,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,46,15,46,15,61
CAQUIAVIRI,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,5,0,5,0,5
CARACOLLO,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,27,32,27,32,59
CARANAVI,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,53,50,53,50,103
CARAPARI,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,8,9,8,9,17
CARIPUYO,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,69,63,69,63,132
CARMEN RIVERO TORREZ,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,37,39,37,39,76
CATACORA,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,14,3,14,3,17
CHALLAPATA,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,94,75,94,75,169
CHAQUI,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,10,4,10,4,14
CHARAGUA,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,44,31,44,31,75
CHARAÑA,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,1,1,1,1,2
CHAYANTA,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,77,52,77,52,129
CHIMORE,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,44,54,44,54,98
CHIPAYA,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,1,0,1,0,1
CHOQUE COTA,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,1,8,1,8,9
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,40,73,40,73,113
CHUMA,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,14,6,14,6,20
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,69,49,69,49,118
CKOCHAS,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,12,14,12,14,26
CLIZA,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,46,43,46,43,89
COBIJA,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,173,155,173,155,328
COCAPATA,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,5,28,5,28,33
COCHABAMBA,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,2007,2125,2007,2125,4132
COIPASA,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,3,6,3,6,9
COLCAPIRHUA,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,173,151,173,151,324
"COLCHA ""K""",atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,42,46,42,46,88
COLLANA,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,7,9,7,9,16
COLOMI,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,16,18,16,18,34
COLPA BELGICA,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,14,14,14,14,28
COLQUECHACA,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,63,89,63,89,152
COLQUENCHA,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,2,1,2,1,3
COLQUIRI,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,20,22,20,22,42
COMANCHE,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,27,23,27,23,50
COMARAPA,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,46,56,46,56,102
CONCEPCION,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,41,54,41,54,95
COPACABANA,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,29,34,29,34,63
CORIPATA,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,23,17,23,17,40
CORO CORO,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,28,18,28,18,46
COROICO,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,25,24,25,24,49
CORQUE,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,1,4,1,4,5
COTAGAITA,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,12,25,12,25,37
COTOCA,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,13,16,13,16,29
CUATRO CAÑADAS,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,37,61,37,61,98
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,0,8,0,8,8
CUEVO,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,18,30,18,30,48
CULPINA,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,9,7,9,7,16
CURAHUARA DE CARANGAS,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,12,38,12,38,50
CURVA,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,1,1,1,1,2
DESAGUADERO,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,7,4,7,4,11
EL ALTO,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,1850,2129,1850,2129,3979
EL CHORO,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,12,0,12,0,12
EL PUENTE(STC),atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,6,7,6,7,13
EL PUENTE(TJA),atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,3,7,3,7,10
EL TORNO,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,165,260,165,260,425
EL VILLAR,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,21,24,21,24,45
ENTRE RIOS TRJ,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,9,9,9,9,18
ENTRE RIOS CBBA,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,23,20,23,20,43
ESCOMA,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,3,8,3,8,11
EUCALIPTUS,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,11,19,11,19,30
FERNANDEZ ALONSO,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,14,19,14,19,33
FILADELFIA,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,7,7,7,7,14
GENERAL SAAVEDRA,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,77,120,77,120,197
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,6,3,6,3,9
GUANAY,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,23,27,23,27,50
GUAQUI,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,14,12,14,12,26
GUAYARAMERIN,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,31,25,31,25,56
GUTIERREZ,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,24,24,24,24,48
HUACARETA,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,14,27,14,27,41
HUACAYA (VILLA DE HUACAYA),atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,1,6,1,6,7
HUACHACALLA,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,8,0,8,0,8
HUANUNI,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,20,18,20,18,38
HUARACAJE,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,15,13,15,13,28
HUARINA,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,3,2,3,2,5
HUAYLLAMARCA,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,1,7,1,7,8
HUMANATA,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,0,2,0,2,2
ICLA,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,121,132,121,132,253
INCAHUASI,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,37,33,37,33,70
INQUISIVI,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,1,0,1,0,1
IRUPANA (VILLA DE LANZA),atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,22,53,22,53,75
IXIAMAS,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,12,11,12,11,23
JESUS DE MACHACA,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,15,9,15,9,24
LA ASUNTA,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,28,26,28,26,54
LA GUARDIA,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,73,88,73,88,161
LA PAZ,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,3104,3245,3104,3245,6349
LAGUNILLAS,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,24,18,24,18,42
LAJA,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,11,3,11,3,14
LAS CARRERAS,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,14,13,14,13,27
LICOMA PAMPA,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,1,2,1,2,3
LLALLAGUA,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,95,146,95,146,241
LLICA,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,14,12,14,12,26
LORETO,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,0,4,0,4,4
LURIBAY,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,31,30,31,30,61
MACHACAMARCA,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,3,4,3,4,7
MACHARETI,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,40,29,40,29,69
MAGDALENA,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,4,3,4,3,7
MAIRANA,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,13,11,13,11,24
MAPIRI,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,23,39,23,39,62
MECAPACA,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,9,10,9,10,19
MINEROS,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,38,46,38,46,84
MIZQUE,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,22,32,22,32,54
MOCOMOCO,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,6,2,6,2,8
MOJOCOYA,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,6,7,6,7,13
MONTEAGUDO,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,45,39,45,39,84
MONTERO,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,388,425,388,425,813
MORO MORO,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,6,9,6,9,15
MOROCHATA,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,18,8,18,8,26
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,2,0,2,0,2
OCURI,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,10,4,10,4,14
OKINAWA,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,11,12,11,12,23
OMEREQUE,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,9,12,9,12,21
ORURO,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,722,752,722,752,1474
PADCAYA,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,8,6,8,6,14
PADILLA,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,29,29,29,29,58
PAILON,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,43,41,43,41,84
PALCA,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,4,9,4,9,13
PALOS BLANCOS,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,22,32,22,32,54
PAMPA AULLAGAS,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,1,5,1,5,6
PAMPA GRANDE,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,47,28,47,28,75
PAPEL PAMPA,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,14,7,14,7,21
PASORAPA,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,5,14,5,14,19
PATACAMAYA,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,125,129,125,129,254
PAZÑA,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,15,24,15,24,39
PELECHUCO,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,19,29,19,29,48
POCOATA,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,85,50,85,50,135
POCONA,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,27,30,27,30,57
POJO (CBBA),atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,49,31,49,31,80
POOPO,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,10,62,10,62,72
PORCO,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,16,33,16,33,49
POROMA,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,19,22,19,22,41
PORONGO,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,62,49,62,49,111
PORTACHUELO,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,61,87,61,87,148
PORVENIR,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,11,4,11,4,15
POSTRER VALLE,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,4,6,4,6,10
POTOSI,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,632,540,632,540,1172
PRESTO,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,18,20,18,20,38
PUCARA,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,4,4,4,4,8
PUCARANI,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,81,108,81,108,189
PUERTO ACOSTA,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,2,0,2,0,2
PUERTO CARABUCO,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,6,2,6,2,8
PUERTO GONZALO MORENO,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,35,46,35,46,81
PUERTO PEREZ,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,4,11,4,11,15
PUERTO QUIJARRO,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,23,26,23,26,49
PUERTO RICO,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,38,33,38,33,71
PUERTO SILES,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,11,7,11,7,18
PUERTO SUAREZ,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,99,104,99,104,203
PUERTO VILLARROEL,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,127,107,127,107,234
PUNA,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,14,17,14,17,31
PUNATA,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,70,82,70,82,152
QUIABAYA,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,18,11,18,11,29
QUILLACOLLO,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,363,330,363,330,693
QUIME,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,4,24,4,24,28
QUIRUSILLAS,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,6,8,6,8,14
REYES,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,10,10,10,10,20
RIBERALTA,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,141,222,141,222,363
ROBORE,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,11,9,11,9,20
RURRENABAQUE,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,30,39,30,39,69
SABAYA,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,5,16,5,16,21
SACABA,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,245,264,245,264,509
SACABAMBA,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,7,4,7,4,11
SACACA,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,24,14,24,14,38
SAIPINA,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,19,19,19,19,38
SALINAS DE GARCI MENDOZA,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,127,83,127,83,210
SAMAIPATA,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,24,22,24,22,46
SAN ANDRES,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,15,21,15,21,36
SAN ANDRES DE MACHACA,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,11,16,11,16,27
SAN ANTONIO DE LOMERIO,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,3,1,3,1,4
SAN BENITO,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,41,22,41,22,63
SAN BORJA,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,123,130,123,130,253
SAN BUENA VENTURA,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,5,2,5,2,7
SAN CARLOS,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,8,14,8,14,22
SAN IGNACIO,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,18,21,18,21,39
SAN IGNACIO DE VELASCO,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,216,226,216,226,442
SAN JAVIER(STC),atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,8,11,8,11,19
SAN JOSE DE CHIQUITOS,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,7,8,7,8,15
SAN JUAN DE YAPACANI,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,31,43,31,43,74
SAN JULIAN,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,41,40,41,40,81
SAN LORENZO(TJA),atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,40,42,40,42,82
SAN LUCAS,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,70,57,70,57,127
SAN MATIAS,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,51,70,51,70,121
SAN MIGUEL DE VELASCO,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,13,24,13,24,37
SAN PEDRO,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,9,14,9,14,23
SAN PEDRO DE BUENA VISTA,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,36,17,36,17,53
SAN PEDRO DE CURAHUARA,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,10,4,10,4,14
SAN PEDRO DE TIQUINA,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,0,1,0,1,1
SAN RAFAEL,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,10,26,10,26,36
SAN RAMON SCZ,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,43,60,43,60,103
SANTA ANA,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,47,169,47,169,216
SANTA CRUZ DE LA SIERRA,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,2313,2478,2313,2478,4791
SANTA ROSA,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,17,19,17,19,36
SANTA ROSA DEL SARA,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,82,83,82,83,165
SANTIAGO DE CALLAPA,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,5,5,5,5,10
SANTIAGO DE HUARI,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,78,78,78,78,156
SANTIAGO DE HUATA,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,10,4,10,4,14
SANTIAGO DE MACHACA,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,20,29,20,29,49
SANTIVAÑES,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,9,8,9,8,17
SANTUARIO DE QUILLACAS,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,10,11,10,11,21
SAPAHAQUI,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,17,34,17,34,51
SENA,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,6,7,6,7,13
SHINAOTA,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,71,113,71,113,184
SICA SICA (VILLA AROMA),atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,19,21,19,21,40
SICAYA,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,21,17,21,17,38
SIPE SIPE,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,157,158,157,158,315
SOPACHUY,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,8,9,8,9,17
SORACACHI,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,29,26,29,26,55
SORATA,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,76,68,76,68,144
SUCRE,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,697,699,697,699,1396
TACACOMA,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,5,11,5,11,16
TACOPAYA,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,1,0,1,0,1
TAHUA,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,2,6,2,6,8
TAPACARI,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,28,26,28,26,54
TARABUCO,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,265,264,265,264,529
TARACO,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,49,34,49,34,83
TARATA,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,8,7,8,7,15
TARIJA,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,152,138,152,138,290
TARVITA,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,17,13,17,13,30
TEOPONTE,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,2,1,2,1,3
TIAWANACU,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,37,20,37,20,57
TINGUIPAYA,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,21,12,21,12,33
TIPUANI,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,17,8,17,8,25
TIQUIPAYA,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,665,659,665,659,1324
TIRAQUE (CBBA),atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,12,8,12,8,20
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,9,0,9,0,9
TOCO,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,19,27,19,27,46
TOLATA,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,43,33,43,33,76
TOLEDO,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,11,17,11,17,28
TOMAVE,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,19,26,19,26,45
TOMINA,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,166,225,166,225,391
TORO TORO,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,9,7,9,7,16
TOTORA(CBBA),atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,52,42,52,42,94
TOTORA(ORR),atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,5,1,5,1,6
TRIGAL,atencion odontologica,consultas nuevas menores de 5 anos,2010-10-01,15,17,15,17,32
