,group,variable,month,CONSULTAS NUEVAS A MUJER EMBARAZADA O PUÉRPERA CANTIDAD,CONSULTAS NUEVAS A MUJER EMBARAZADA O PUÉRPERA CANTIDAD,TOTALES,TOTALES,TOTALES
LA PAZ,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,1521,0,1521,1521
LAGUNILLAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,7,0,7,7
LAJA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,14,0,14,14
LAS CARRERAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,8,0,8,8
LICOMA PAMPA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,6,0,6,6
LLALLAGUA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,152,0,152,152
LLICA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,18,0,18,18
LURIBAY,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,4,0,4,4
MACHACAMARCA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,5,0,5,5
MACHARETI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,19,0,19,19
MAGDALENA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,4,0,4,4
MAIRANA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,86,0,86,86
MALLA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,2,0,2,2
MAPIRI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,29,0,29,29
MECAPACA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,10,0,10,10
MINEROS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,100,0,100,100
MIZQUE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,111,0,111,111
MOCOMOCO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,5,0,5,5
MOJOCOYA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,3,0,3,3
MONTEAGUDO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,252,0,252,252
MONTERO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,129,0,129,129
MORO MORO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,4,0,4,4
MOROCHATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,34,0,34,34
OCURI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,16,0,16,16
OKINAWA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,12,0,12,12
OMEREQUE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,4,0,4,4
ORURO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,333,0,333,333
PADCAYA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,2,0,2,2
PADILLA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,11,0,11,11
PAILON,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,49,0,49,49
PALCA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,13,0,13,13
PALOS BLANCOS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,18,0,18,18
PAMPA AULLAGAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,4,0,4,4
PAMPA GRANDE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,49,0,49,49
PAPEL PAMPA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,6,0,6,6
PASORAPA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,16,0,16,16
PATACAMAYA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,34,0,34,34
PAZÑA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,15,0,15,15
PELECHUCO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,21,0,21,21
POCOATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,47,0,47,47
POCONA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,15,0,15,15
POJO (CBBA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,77,0,77,77
POOPO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,4,0,4,4
PORCO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,8,0,8,8
POROMA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,29,0,29,29
PORONGO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,22,0,22,22
PORTACHUELO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,70,0,70,70
PORVENIR,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,7,0,7,7
POSTRER VALLE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,15,0,15,15
POTOSI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,436,0,436,436
PRESTO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,5,0,5,5
PUCARA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,1,0,1,1
PUCARANI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,22,0,22,22
PUERTO ACOSTA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,7,0,7,7
PUERTO CARABUCO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,2,0,2,2
PUERTO GONZALO MORENO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,17,0,17,17
PUERTO PEREZ,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,4,0,4,4
PUERTO QUIJARRO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,26,0,26,26
PUERTO RICO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,35,0,35,35
PUERTO SILES,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,10,0,10,10
PUERTO SUAREZ,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,123,0,123,123
PUERTO VILLARROEL,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,68,0,68,68
PUNA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,35,0,35,35
PUNATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,88,0,88,88
QUIABAYA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,2,0,2,2
QUILLACOLLO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,162,0,162,162
QUIRUSILLAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,2,0,2,2
RAVELO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,22,0,22,22
REYES,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,27,0,27,27
RIBERALTA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,296,0,296,296
ROBORE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,10,0,10,10
RURRENABAQUE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,16,0,16,16
SABAYA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,9,0,9,9
SACABA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,164,0,164,164
SACABAMBA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,16,0,16,16
SACACA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,21,0,21,21
SAIPINA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,68,0,68,68
SALINAS DE GARCI MENDOZA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,7,0,7,7
SAMAIPATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,40,0,40,40
SAN ANDRES,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,9,0,9,9
SAN ANDRES DE MACHACA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,3,0,3,3
SAN ANTONIO DE LOMERIO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,17,0,17,17
SAN BENITO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,7,0,7,7
SAN BORJA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,96,0,96,96
SAN CARLOS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,79,0,79,79
SAN IGNACIO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,18,0,18,18
SAN IGNACIO DE VELASCO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,58,0,58,58
SAN JAVIER(STC),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,13,0,13,13
SAN JOSE DE CHIQUITOS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,21,0,21,21
SAN JUAN DE YAPACANI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,45,0,45,45
SAN JULIAN,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,11,0,11,11
SAN LORENZO(PND),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,23,0,23,23
SAN LORENZO(TJA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,3,0,3,3
SAN LUCAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,27,0,27,27
SAN MATIAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,49,0,49,49
SAN MIGUEL DE VELASCO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,39,0,39,39
SAN PEDRO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,17,0,17,17
SAN PEDRO DE BUENA VISTA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,49,0,49,49
SAN PEDRO DE CURAHUARA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,10,0,10,10
SAN PEDRO DE TIQUINA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,3,0,3,3
SAN RAFAEL,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,37,0,37,37
SAN RAMON SCZ,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,9,0,9,9
SANTA ANA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,145,0,145,145
SANTA CRUZ DE LA SIERRA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,1841,0,1841,1841
SANTA ROSA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,9,0,9,9
SANTA ROSA DEL SARA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,56,0,56,56
SANTIAGO DE CALLAPA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,4,0,4,4
SANTIAGO DE HUARI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,26,0,26,26
SANTIAGO DE HUATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,2,0,2,2
SANTIAGO DE MACHACA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,15,0,15,15
SANTIVAÑES,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,16,0,16,16
SANTUARIO DE QUILLACAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,9,0,9,9
SENA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,14,0,14,14
SHINAOTA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,84,0,84,84
SICA SICA (VILLA AROMA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,29,0,29,29
SICAYA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,25,0,25,25
SIPE SIPE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,180,0,180,180
SOPACHUY,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,43,0,43,43
SORACACHI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,12,0,12,12
SORATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,32,0,32,32
SUCRE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,439,0,439,439
TACACOMA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,11,0,11,11
TAHUA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,1,0,1,1
TAPACARI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,46,0,46,46
TARABUCO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,51,0,51,51
TARACO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,11,0,11,11
TARATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,7,0,7,7
TARIJA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,170,0,170,170
TARVITA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,81,0,81,81
TIAWANACU,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,24,0,24,24
TINGUIPAYA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,22,0,22,22
TIPUANI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,33,0,33,33
TIQUIPAYA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,440,0,440,440
TIRAQUE (CBBA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,31,0,31,31
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,6,0,6,6
TOCO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,18,0,18,18
TOLATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,80,0,80,80
TOLEDO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,3,0,3,3
TOMAVE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,20,0,20,20
TOMINA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,91,0,91,91
TORO TORO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,32,0,32,32
TOTORA(CBBA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,47,0,47,47
TOTORA(ORR),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,10,0,10,10
TRIGAL,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,24,0,24,24
TRINIDAD,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,139,0,139,139
TUPIZA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,42,0,42,42
TURCO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,1,0,1,1
UMALA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,1,0,1,1
UNCIA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,25,0,25,25
URIONDO (A. CONCEPCION),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,7,0,7,7
URUBICHA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,12,0,12,12
UYUNI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,26,0,26,26
VACAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,26,0,26,26
VALLEGRANDE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,95,0,95,95
VIACHA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,55,0,55,55
VILLA CHARCAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,3,0,3,3
VILLA MONTES,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,18,0,18,18
VILLA NUEVA (LOMA ALTA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,5,0,5,5
VILLA RIVERO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,16,0,16,16
VILLA SERRANO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,7,0,7,7
VILLA TUNARI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,312,0,312,312
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,83,0,83,83
VILLAZON,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,97,0,97,97
VINTO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,46,0,46,46
VITICHI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,12,0,12,12
WARNES,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,47,0,47,47
YACO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,5,0,5,5
YACUIBA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,16,0,16,16
YAMPARAEZ,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,13,0,13,13
YANACACHI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,10,0,10,10
YAPACANI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,149,0,149,149
YOCALLA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,5,0,5,5
YOTALA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,35,0,35,35
YUNCHARA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,1,0,1,1
ZUDAÑEZ,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-10-01,0,14,0,14,14
ACACIO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-11-01,0,12,0,12,12
ACHACACHI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-11-01,0,38,0,38,38
ACHOCALLA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-11-01,0,33,0,33,33
AIQUILE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-11-01,0,117,0,117,117
ALALAY,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-11-01,0,2,0,2,2
ALCALA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-11-01,0,10,0,10,10
ALTO BENI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-11-01,0,4,0,4,4
ANCORAIMES,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-11-01,0,28,0,28,28
ANDAMARCA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-11-01,0,7,0,7,7
ANTEQUERA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-11-01,0,8,0,8,8
ANZALDO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-11-01,0,15,0,15,15
APOLO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-11-01,0,66,0,66,66
ARAMPAMPA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-11-01,0,7,0,7,7
ARANI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-11-01,0,3,0,3,3
ARBIETO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-11-01,0,51,0,51,51
ARQUE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-11-01,0,117,0,117,117
ASCENCION DE GUARAYOS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-11-01,0,78,0,78,78
ATOCHA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-11-01,0,3,0,3,3
AYATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-11-01,0,10,0,10,10
AYO AYO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-11-01,0,5,0,5,5
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-11-01,0,6,0,6,6
AZURDUY,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-11-01,0,68,0,68,68
BATALLAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-11-01,0,25,0,25,25
BAURES,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-11-01,0,4,0,4,4
BELEN DE ANDAMARCA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-11-01,0,1,0,1,1
BELEN DE URMIRI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-11-01,0,3,0,3,3
BERMEJO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-11-01,0,17,0,17,17
BETANZOS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-11-01,0,17,0,17,17
BOLIVAR,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-11-01,0,10,0,10,10
BOYUIBE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-11-01,0,4,0,4,4
CABEZAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-11-01,0,23,0,23,23
CAIROMA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-11-01,0,9,0,9,9
"CAIZA ""D""",atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-11-01,0,2,0,2,2
CAJUATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-11-01,0,2,0,2,2
CALAMARCA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-11-01,0,18,0,18,18
CAMARGO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-11-01,0,60,0,60,60
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-11-01,0,20,0,20,20
CAMIRI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-11-01,0,85,0,85,85
CAPINOTA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-11-01,0,10,0,10,10
CAQUIAVIRI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-11-01,0,16,0,16,16
CARACOLLO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-11-01,0,11,0,11,11
CARANAVI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-11-01,0,61,0,61,61
CARAPARI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-11-01,0,4,0,4,4
CARIPUYO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-11-01,0,33,0,33,33
CARMEN RIVERO TORREZ,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-11-01,0,2,0,2,2
CATACORA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-11-01,0,4,0,4,4
CHALLAPATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-11-01,0,64,0,64,64
CHARAGUA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-11-01,0,33,0,33,33
CHAYANTA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-11-01,0,51,0,51,51
CHIMORE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-11-01,0,92,0,92,92
CHOQUE COTA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-11-01,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-11-01,0,89,0,89,89
CHUMA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-11-01,0,10,0,10,10
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-11-01,0,15,0,15,15
CKOCHAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-11-01,0,9,0,9,9
CLIZA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-11-01,0,51,0,51,51
COBIJA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-11-01,0,245,0,245,245
COCAPATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-11-01,0,27,0,27,27
COCHABAMBA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-11-01,0,1186,0,1186,1186
COIPASA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-11-01,0,4,0,4,4
COLCAPIRHUA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-11-01,0,97,0,97,97
"COLCHA ""K""",atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-11-01,0,25,0,25,25
COLOMI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-11-01,0,15,0,15,15
COLPA BELGICA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-11-01,0,57,0,57,57
COLQUECHACA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-11-01,0,63,0,63,63
COLQUIRI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-11-01,0,11,0,11,11
COMARAPA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-11-01,0,90,0,90,90
CONCEPCION,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-11-01,0,15,0,15,15
COPACABANA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-11-01,0,28,0,28,28
CORIPATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-11-01,0,35,0,35,35
CORO CORO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-11-01,0,1,0,1,1
COROICO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-11-01,0,62,0,62,62
CORQUE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-11-01,0,21,0,21,21
COTAGAITA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-11-01,0,3,0,3,3
COTOCA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-11-01,0,65,0,65,65
CUATRO CAÑADAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-11-01,0,37,0,37,37
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2010-11-01,0,13,0,13,13
